zh_hk_cue,zh_hk_target,type,cue_type,target_type,zh_hk_cosine
潛賢,身食,nonword,nonword,nonword,
籠血,娘久,nonword,nonword,nonword,
網行,志而,nonword,nonword,nonword,
好辦甲代,城伴,nonword,nonword,nonword,
內樂,髮底,nonword,nonword,nonword,
熱進,加器,nonword,nonword,nonword,
坐音,及名,nonword,nonword,nonword,
壽壟,個線,nonword,nonword,nonword,
台質,排黨,nonword,nonword,nonword,
暴穿,行檸,nonword,nonword,nonword,
存尋,超獲,nonword,nonword,nonword,
盈滑,定品,nonword,nonword,nonword,
楊抓,許表,nonword,nonword,nonword,
印綱,婦攪,nonword,nonword,nonword,
子誤,低查,nonword,nonword,nonword,
閥瀆,違蹤,nonword,nonword,nonword,
缺湧,撰患,nonword,nonword,nonword,
機傳,貪腿,nonword,nonword,nonword,
炸筆第,積文,nonword,nonword,nonword,
熟綁,侵櫃,nonword,nonword,nonword,
總病,出樞,nonword,nonword,nonword,
子堵,片趕,nonword,nonword,nonword,
燈韆,請物,nonword,nonword,nonword,
福定,樓情,nonword,nonword,nonword,
電掉,家尬,nonword,nonword,nonword,
欄控,帝織,nonword,nonword,nonword,
聲起,多股,nonword,nonword,nonword,
疲給,奴慣,nonword,nonword,nonword,
色提藝,空立,nonword,nonword,nonword,
耐閉,尖法,nonword,nonword,nonword,
性湖,為炒,nonword,nonword,nonword,
對氈,交涼,nonword,nonword,nonword,
危封,譯圍,nonword,nonword,nonword,
特人,理箱,nonword,nonword,nonword,
空毒,尊去,nonword,nonword,nonword,
熱娘,短碰,nonword,nonword,nonword,
組解,搥殼,nonword,nonword,nonword,
越勢,琴親,nonword,nonword,nonword,
食走,發修,nonword,nonword,nonword,
同確,難殘,nonword,nonword,nonword,
索參,鋼泡,nonword,nonword,nonword,
倒心,轉城,nonword,nonword,nonword,
曾球,體酒,nonword,nonword,nonword,
拍歌,骨理弧,nonword,nonword,nonword,
簽大,相落,nonword,nonword,nonword,
乘瞞,府遷,nonword,nonword,nonword,
細插,事叉,nonword,nonword,nonword,
出斷,疑抬,nonword,nonword,nonword,
利色,據空,nonword,nonword,nonword,
制招,但葉,nonword,nonword,nonword,
士馬,修銅,nonword,nonword,nonword,
服遺,事落,nonword,nonword,nonword,
落言,農關,nonword,nonword,nonword,
傲夫,醉風,nonword,nonword,nonword,
道集,火支,nonword,nonword,nonword,
白耳,客凶風,nonword,nonword,nonword,
紙過,滾大幣,nonword,nonword,nonword,
靠任,變勤,nonword,nonword,nonword,
統上擊,親汽,nonword,nonword,nonword,
子死,代容,nonword,nonword,nonword,
比犯,帶交,nonword,nonword,nonword,
協節,蝕軟,nonword,nonword,nonword,
煙拳蕃,閹解,nonword,nonword,nonword,
空干,魚陰,nonword,nonword,nonword,
感跳眩,揭頭,nonword,nonword,nonword,
點重,忙忌,nonword,nonword,nonword,
上銅,帶海,nonword,nonword,nonword,
發警,聚製,nonword,nonword,nonword,
出後,肉航,nonword,nonword,nonword,
社蟲,去蘇,nonword,nonword,nonword,
惡順刻,劃宅,nonword,nonword,nonword,
皮冊瞎,選子,nonword,nonword,nonword,
考健,民商,nonword,nonword,nonword,
安名,順明佳,nonword,nonword,nonword,
迫瓜,存乳從養,nonword,nonword,nonword,
席咪,家摺,nonword,nonword,nonword,
引凌,汽念,nonword,nonword,nonword,
玉操,拆友,nonword,nonword,nonword,
徵誨中,待環,nonword,nonword,nonword,
僅妝場處,戰伸,nonword,nonword,nonword,
殖準,飛疚,nonword,nonword,nonword,
兇祈,起塘,nonword,nonword,nonword,
角報,醫煤,nonword,nonword,nonword,
格地,戀抵,nonword,nonword,nonword,
至行,胃角,nonword,nonword,nonword,
置走,同蔔,nonword,nonword,nonword,
入聽握,出豐,nonword,nonword,nonword,
止眾,票供,nonword,nonword,nonword,
祖把,絕僭,nonword,nonword,nonword,
允面,國無,nonword,nonword,nonword,
勘卜,切機,nonword,nonword,nonword,
文米,相衫,nonword,nonword,nonword,
壓而,墨受,nonword,nonword,nonword,
債老,喜棲點,nonword,nonword,nonword,
子墮,強飾,nonword,nonword,nonword,
倡疊,爆之,nonword,nonword,nonword,
證中,骨上,nonword,nonword,nonword,
小起,迂線,nonword,nonword,nonword,
厄露促,田地誣,nonword,nonword,nonword,
郁血搖,益景,nonword,nonword,nonword,
士趾,學毀,nonword,nonword,nonword,
配天,黑着,nonword,nonword,nonword,
支乞,選水,nonword,nonword,nonword,
龜免,底射,nonword,nonword,nonword,
此傳,朱佩,nonword,nonword,nonword,
星轉握,要操,nonword,nonword,nonword,
某定,法竹,nonword,nonword,nonword,
吞異,馳進,nonword,nonword,nonword,
糖資,鐵刑口,nonword,nonword,nonword,
革哮,嫂隱,nonword,nonword,nonword,
細攜,撐瞇,nonword,nonword,nonword,
獨水,逐贏,nonword,nonword,nonword,
贈光,氣寡,nonword,nonword,nonword,
幼焊,素增幼,nonword,nonword,nonword,
磚豐,熒伍,nonword,nonword,nonword,
題人,腔言,nonword,nonword,nonword,
冷喜,賊酸,nonword,nonword,nonword,
水肉,謝版,nonword,nonword,nonword,
重隱,塘邪,nonword,nonword,nonword,
瘦貴,根倒,nonword,nonword,nonword,
用哥,吼本,nonword,nonword,nonword,
陶水,少雷,nonword,nonword,nonword,
花學,意嘴,nonword,nonword,nonword,
稿肉,海賀,nonword,nonword,nonword,
帳客,含光,nonword,nonword,nonword,
香鋁,街亮,nonword,nonword,nonword,
逃知,步領,nonword,nonword,nonword,
心着,濕推,nonword,nonword,nonword,
開溫,獨鐵,nonword,nonword,nonword,
開損,推痰,nonword,nonword,nonword,
養殯,套讚,nonword,nonword,nonword,
稅子,族底,nonword,nonword,nonword,
受敗,力皮,nonword,nonword,nonword,
漆教,螢結,nonword,nonword,nonword,
念美,數聖,nonword,nonword,nonword,
需攬,癌紅,nonword,nonword,nonword,
弒淚,免午,nonword,nonword,nonword,
聯場,實場,nonword,nonword,nonword,
用寶,橫單,nonword,nonword,nonword,
弱賣,酒擊,nonword,nonword,nonword,
錢名,怪後,nonword,nonword,nonword,
上上辱,割捷,nonword,nonword,nonword,
貢洗,家碎,nonword,nonword,nonword,
育資,匯霧,nonword,nonword,nonword,
聲荒,舉口,nonword,nonword,nonword,
貪再弟,回福,nonword,nonword,nonword,
聲搵,選開,nonword,nonword,nonword,
實守,鎮任,nonword,nonword,nonword,
後豬,侍路,nonword,nonword,nonword,
禮下,探疤,nonword,nonword,nonword,
畫專,井秀,nonword,nonword,nonword,
曲塘,考屬,nonword,nonword,nonword,
陷初,使儉,nonword,nonword,nonword,
寬抗,死酷,nonword,nonword,nonword,
打焙,肉須,nonword,nonword,nonword,
農杉,閉特,nonword,nonword,nonword,
念衍,誘簡,nonword,nonword,nonword,
熱限,衝問,nonword,nonword,nonword,
畜罐,親不,nonword,nonword,nonword,
激數,軍送,nonword,nonword,nonword,
防洋去,會甲,nonword,nonword,nonword,
宜才,醬探,nonword,nonword,nonword,
人短,星液,nonword,nonword,nonword,
門為,推幣,nonword,nonword,nonword,
醉絡,凍計,nonword,nonword,nonword,
業右,工警,nonword,nonword,nonword,
墨草封,力衛,nonword,nonword,nonword,
品長,本線高,nonword,nonword,nonword,
飯掩,喉兄,nonword,nonword,nonword,
口裝動,豬歎,nonword,nonword,nonword,
內失,鋪丹,nonword,nonword,nonword,
批壓,寒中,nonword,nonword,nonword,
壓底,籃勉,nonword,nonword,nonword,
偏香,足終,nonword,nonword,nonword,
幽請淚,剛子,nonword,nonword,nonword,
魚改鬼,藏抱,nonword,nonword,nonword,
求倒,機注,nonword,nonword,nonword,
骨禁,蛾賊,nonword,nonword,nonword,
泥色,責直,nonword,nonword,nonword,
細銜,材窩,nonword,nonword,nonword,
差報,化炮,nonword,nonword,nonword,
校蠍,道物,nonword,nonword,nonword,
藥為,及毅,nonword,nonword,nonword,
使目,遷夜,nonword,nonword,nonword,
恨值,味停,nonword,nonword,nonword,
征膩,進雙,nonword,nonword,nonword,
下出,紙名,nonword,nonword,nonword,
幣棒,每海,nonword,nonword,nonword,
不蝌,辱隊,nonword,nonword,nonword,
構訪,來誣,nonword,nonword,nonword,
附迷芯,腸節,nonword,nonword,nonword,
還爹,皇斑,nonword,nonword,nonword,
變怒,絲中,nonword,nonword,nonword,
像商,防起,nonword,nonword,nonword,
揚訓,題染,nonword,nonword,nonword,
域評,名閒,nonword,nonword,nonword,
黯核,風墮,nonword,nonword,nonword,
守命,母室,nonword,nonword,nonword,
談兩,程領,nonword,nonword,nonword,
莽讓,句溫,nonword,nonword,nonword,
瓜巴,報愛,nonword,nonword,nonword,
確寂,除讚,nonword,nonword,nonword,
上儀,成簡知,nonword,nonword,nonword,
蜂新阻,訓展,nonword,nonword,nonword,
視改,挑式,nonword,nonword,nonword,
燈相,路疚,nonword,nonword,nonword,
世醬,破公,nonword,nonword,nonword,
授候,出見,nonword,nonword,nonword,
礙木,償出,nonword,nonword,nonword,
布素,正識星肉識,nonword,nonword,nonword,
首誤,子身,nonword,nonword,nonword,
下仿,文蔗,nonword,nonword,nonword,
挑例,巡笨,nonword,nonword,nonword,
匯觀,日型,nonword,nonword,nonword,
慢相,花罪,nonword,nonword,nonword,
配探,評山,nonword,nonword,nonword,
職標,殺殞,nonword,nonword,nonword,
出揮,繁佛,nonword,nonword,nonword,
當礙,生索,nonword,nonword,nonword,
情板,交撤,nonword,nonword,nonword,
家解,擊瀉,nonword,nonword,nonword,
理壇,偏文,nonword,nonword,nonword,
與杯,高週,nonword,nonword,nonword,
鄰破,難盜,nonword,nonword,nonword,
美囑,發押,nonword,nonword,nonword,
管碎,胡等,nonword,nonword,nonword,
色動,團憤,nonword,nonword,nonword,
衝巢,敍體儒,nonword,nonword,nonword,
選苦,匣偽,nonword,nonword,nonword,
旁型,療假古,nonword,nonword,nonword,
用校,級洗,nonword,nonword,nonword,
召約,郵親,nonword,nonword,nonword,
版栽,薪遠,nonword,nonword,nonword,
吃飄,瓜釀權,nonword,nonword,nonword,
虛艷,親碎,nonword,nonword,nonword,
地虎,此芭,nonword,nonword,nonword,
萬公,機集,nonword,nonword,nonword,
哲測,枝含,nonword,nonword,nonword,
生像,金景,nonword,nonword,nonword,
工播,潰料,nonword,nonword,nonword,
亡利,完到,nonword,nonword,nonword,
無鎮,譯打,nonword,nonword,nonword,
聽刻,軟醫,nonword,nonword,nonword,
搜解,尖族,nonword,nonword,nonword,
土抱,齊鈣力,nonword,nonword,nonword,
塵醬,差早,nonword,nonword,nonword,
線市,心焊,nonword,nonword,nonword,
霸汗,窗百,nonword,nonword,nonword,
證常,癒方,nonword,nonword,nonword,
飛隱,區告,nonword,nonword,nonword,
清給,柳教,nonword,nonword,nonword,
補輸,粉完,nonword,nonword,nonword,
悉課,難資,nonword,nonword,nonword,
化常,肺假,nonword,nonword,nonword,
子中,搖璀,nonword,nonword,nonword,
殺還,經群,nonword,nonword,nonword,
月矮,會貫守,nonword,nonword,nonword,
大從,貨熬,nonword,nonword,nonword,
回得,抽艦,nonword,nonword,nonword,
酸臉,法纖,nonword,nonword,nonword,
營脂,道種,nonword,nonword,nonword,
功暖,然饉,nonword,nonword,nonword,
制激,原怯,nonword,nonword,nonword,
裂取,時視鑿,nonword,nonword,nonword,
紅險,道難,nonword,nonword,nonword,
打饋,子鋼,nonword,nonword,nonword,
詐情,馬動搭,nonword,nonword,nonword,
諱露,差賣,nonword,nonword,nonword,
稻柔,肅位,nonword,nonword,nonword,
半疤,破羊,nonword,nonword,nonword,
鏽戰,久雷,nonword,nonword,nonword,
軍甜,兒爪,nonword,nonword,nonword,
靠關,題率濕,nonword,nonword,nonword,
法驅,餐行,nonword,nonword,nonword,
坐漬,巡子,nonword,nonword,nonword,
鼓處,災慰,nonword,nonword,nonword,
體契,歲弦,nonword,nonword,nonword,
協壞,封法,nonword,nonword,nonword,
屋罵,藉玄,nonword,nonword,nonword,
慘猛,頭語獻,nonword,nonword,nonword,
到男,數玉,nonword,nonword,nonword,
比空魚,知開,nonword,nonword,nonword,
台蟹,為幸,nonword,nonword,nonword,
公查,手谷,nonword,nonword,nonword,
緬為,起民,nonword,nonword,nonword,
琴跑,工版,nonword,nonword,nonword,
木意,陷矮,nonword,nonword,nonword,
墓眼,飯自,nonword,nonword,nonword,
出遺,育佔,nonword,nonword,nonword,
凶青,應萄,nonword,nonword,nonword,
紋租,容估,nonword,nonword,nonword,
食除,鍵進,nonword,nonword,nonword,
浸前演,鐘調,nonword,nonword,nonword,
動置,渴例,nonword,nonword,nonword,
溫歛知,禁塵,nonword,nonword,nonword,
注躋,尖眾,nonword,nonword,nonword,
受如,性承,nonword,nonword,nonword,
對毀,調記,nonword,nonword,nonword,
去杜,陀木,nonword,nonword,nonword,
託子,感承,nonword,nonword,nonword,
出易,迷送,nonword,nonword,nonword,
深鏈,驚蕾,nonword,nonword,nonword,
儼預,手期,nonword,nonword,nonword,
拆大,垢慌,nonword,nonword,nonword,
俐裝,函軌,nonword,nonword,nonword,
氣報,廚俗心死,nonword,nonword,nonword,
德念,版禿,nonword,nonword,nonword,
端膽,極燕,nonword,nonword,nonword,
部領,流涼,nonword,nonword,nonword,
習諱,接慕,nonword,nonword,nonword,
霍髒,露防,nonword,nonword,nonword,
碰殘,某遊,nonword,nonword,nonword,
紙助,膠果,nonword,nonword,nonword,
擾唱,商草,nonword,nonword,nonword,
碎煎,因炊,nonword,nonword,nonword,
帶應,回性,nonword,nonword,nonword,
煙謝,義加,nonword,nonword,nonword,
眼男,積飯,nonword,nonword,nonword,
徹魚,擾砌,nonword,nonword,nonword,
料性,造凱,nonword,nonword,nonword,
同斃,爵與,nonword,nonword,nonword,
登價,長望加,nonword,nonword,nonword,
助寶,注譽,nonword,nonword,nonword,
段嘴,下滅,nonword,nonword,nonword,
好枝,晚化,nonword,nonword,nonword,
了病,驚迴,nonword,nonword,nonword,
薑聚,情當,nonword,nonword,nonword,
搬見,派韻,nonword,nonword,nonword,
調草,漿手,nonword,nonword,nonword,
直蔑,球胎,nonword,nonword,nonword,
童話河,出粒,nonword,nonword,nonword,
感下,範鮮,nonword,nonword,nonword,
誦收,白纏忌,nonword,nonword,nonword,
產意,形架躲,nonword,nonword,nonword,
明地,夫毒,nonword,nonword,nonword,
農現,項氣,nonword,nonword,nonword,
不子,乳鐵,nonword,nonword,nonword,
藥魅,世拿,nonword,nonword,nonword,
破分,眼隊,nonword,nonword,nonword,
言用,意演仙,nonword,nonword,nonword,
熱靜編,重成,nonword,nonword,nonword,
致路,綁艷,nonword,nonword,nonword,
單守,風壞,nonword,nonword,nonword,
指不,熟罐,nonword,nonword,nonword,
誡獵,士賬,nonword,nonword,nonword,
講門,技火,nonword,nonword,nonword,
蓋談兩,詞定,nonword,nonword,nonword,
故育,轉媽,nonword,nonword,nonword,
牙住,伸形,nonword,nonword,nonword,
愉卵,呆管,nonword,nonword,nonword,
重末,種對,nonword,nonword,nonword,
愛出,洋盤,nonword,nonword,nonword,
餘曲,承入術,nonword,nonword,nonword,
文波,如票,nonword,nonword,nonword,
概爹,市愕,nonword,nonword,nonword,
煙及,脫場,nonword,nonword,nonword,
尿航,通剪,nonword,nonword,nonword,
如整,書逆,nonword,nonword,nonword,
闊殘,除芳,nonword,nonword,nonword,
昏製,苦平,nonword,nonword,nonword,
棉蜂,情入,nonword,nonword,nonword,
船隔,家題,nonword,nonword,nonword,
起夫,閃膽,nonword,nonword,nonword,
和評發,家鱔免,nonword,nonword,nonword,
田祈,芳視,nonword,nonword,nonword,
位幼,量勉,nonword,nonword,nonword,
臟惡,好撩,nonword,nonword,nonword,
油毀,改件源,nonword,nonword,nonword,
房於,遽淒,nonword,nonword,nonword,
榨急,酒道,nonword,nonword,nonword,
樹飼,循伴,nonword,nonword,nonword,
命右,體觀,nonword,nonword,nonword,
油幫,令躲,nonword,nonword,nonword,
好伸,遮延,nonword,nonword,nonword,
鼻叔,源教,nonword,nonword,nonword,
鬆居,票言,nonword,nonword,nonword,
近茶,不詞,nonword,nonword,nonword,
晚升,腸策,nonword,nonword,nonword,
巡獨,喜禦,nonword,nonword,nonword,
陰死,取靜,nonword,nonword,nonword,
橫義,氣阻,nonword,nonword,nonword,
現任極,資定,nonword,nonword,nonword,
奏位,鞭喘,nonword,nonword,nonword,
拔散,淨罪,nonword,nonword,nonword,
升翼,耳切,nonword,nonword,nonword,
學腹,物可,nonword,nonword,nonword,
充貫,地查,nonword,nonword,nonword,
抵歌,醫運,nonword,nonword,nonword,
煙琢,不流,nonword,nonword,nonword,
魚手,不校,nonword,nonword,nonword,
名任,焦罷,nonword,nonword,nonword,
附微,聖住,nonword,nonword,nonword,
緯數,抄騷書,nonword,nonword,nonword,
言時,粗寄,nonword,nonword,nonword,
衝追,紙家,nonword,nonword,nonword,
牧份,遮力,nonword,nonword,nonword,
成漲,存片,nonword,nonword,nonword,
徑調,練薪,nonword,nonword,nonword,
漏弱,開記,nonword,nonword,nonword,
雙降現,花敲,nonword,nonword,nonword,
憨期,貌盤,nonword,nonword,nonword,
特子,質彩,nonword,nonword,nonword,
武贈,先聰,nonword,nonword,nonword,
煞邊,友辦,nonword,nonword,nonword,
庖獲,伏催,nonword,nonword,nonword,
縣片,體手,nonword,nonword,nonword,
飯料,意牌,nonword,nonword,nonword,
宏止,玩申,nonword,nonword,nonword,
扣報,尾選,nonword,nonword,nonword,
青飛職裝,相爪,nonword,nonword,nonword,
粒哀,皇歌,nonword,nonword,nonword,
及言逆,零慕,nonword,nonword,nonword,
產近,太頭,nonword,nonword,nonword,
文女,俗哨,nonword,nonword,nonword,
棚笨,治上其雜,nonword,nonword,nonword,
足次,行舊,nonword,nonword,nonword,
進罕,惡火,nonword,nonword,nonword,
查子,在監,nonword,nonword,nonword,
詞步,凳淡行,nonword,nonword,nonword,
條傲,跳純,nonword,nonword,nonword,
驚界,護讀,nonword,nonword,nonword,
抵滅,俸植,nonword,nonword,nonword,
方僕,戒入,nonword,nonword,nonword,
怒倒,勢治,nonword,nonword,nonword,
航罩,查要,nonword,nonword,nonword,
自象,兜肋,nonword,nonword,nonword,
交沫,示求,nonword,nonword,nonword,
煞管,冬逼,nonword,nonword,nonword,
秘羈,商斃,nonword,nonword,nonword,
案街,鞋車,nonword,nonword,nonword,
睾傳,重雀,nonword,nonword,nonword,
弒教,點羞吹,nonword,nonword,nonword,
紐看,情精,nonword,nonword,nonword,
滾冊,藕尖,nonword,nonword,nonword,
饒闖,摧綽,nonword,nonword,nonword,
去哀,稿緝景,nonword,nonword,nonword,
渴塵,除冒時,nonword,nonword,nonword,
語蓋,劇投,nonword,nonword,nonword,
不線,貴救,nonword,nonword,nonword,
元手,步藝,nonword,nonword,nonword,
子袋,壇如,nonword,nonword,nonword,
準比姦,接邁,nonword,nonword,nonword,
編河,堅茶,nonword,nonword,nonword,
測場,心子,nonword,nonword,nonword,
瘩燥,體扯,nonword,nonword,nonword,
珠查,郵新,nonword,nonword,nonword,
古旅,岳聘孵,nonword,nonword,nonword,
極漏,誡頭,nonword,nonword,nonword,
蒙謝,劇都陰,nonword,nonword,nonword,
機試山,霍安,nonword,nonword,nonword,
台心,緊員,nonword,nonword,nonword,
下偵禮,隨空,nonword,nonword,nonword,
榮軍罐,等口,nonword,nonword,nonword,
聽局,果臉,nonword,nonword,nonword,
撤教,俗心,nonword,nonword,nonword,
流奇,靈亮,nonword,nonword,nonword,
喊級,讀鴿,nonword,nonword,nonword,
怕慵,心澗,nonword,nonword,nonword,
選淺,界退,nonword,nonword,nonword,
殆單,嫁管,nonword,nonword,nonword,
光麥,打缺,nonword,nonword,nonword,
衣悔,真力,nonword,nonword,nonword,
阻箱,上老由,nonword,nonword,nonword,
煮星,注遊,nonword,nonword,nonword,
定回,榨抑,nonword,nonword,nonword,
譯屋,晉同,nonword,nonword,nonword,
賄籤古給,憤誠,nonword,nonword,nonword,
碼閉,重祭,nonword,nonword,nonword,
跌北,勒石,nonword,nonword,nonword,
猜降,後合,nonword,nonword,nonword,
付滅,變意,nonword,nonword,nonword,
債紅前,愧可,nonword,nonword,nonword,
排貨,禁君,nonword,nonword,nonword,
猛實,轉管,nonword,nonword,nonword,
刑指,邁幸,nonword,nonword,nonword,
餵站,創匠,nonword,nonword,nonword,
耐客,忍顯,nonword,nonword,nonword,
惡影,貼雜,nonword,nonword,nonword,
公力,這起,nonword,nonword,nonword,
聯氣,增飩,nonword,nonword,nonword,
棄綑水,殺字,nonword,nonword,nonword,
繩達,落解水,nonword,nonword,nonword,
顛偏,河早,nonword,nonword,nonword,
機監,間慘,nonword,nonword,nonword,
奠異,女想,nonword,nonword,nonword,
圃法,兔量,nonword,nonword,nonword,
解鐘,稅發,nonword,nonword,nonword,
博利,首氧,nonword,nonword,nonword,
歲評,打曆,nonword,nonword,nonword,
犬傢,世桿,nonword,nonword,nonword,
鑿無,舖慎,nonword,nonword,nonword,
今藤,擦勁哪,nonword,nonword,nonword,
舖見,衛犯,nonword,nonword,nonword,
血暫,演亮,nonword,nonword,nonword,
搖優,答飯,nonword,nonword,nonword,
主支,淫劃,nonword,nonword,nonword,
下味,大彈,nonword,nonword,nonword,
市導,發帽,nonword,nonword,nonword,
熱市,個書,nonword,nonword,nonword,
寬暖,眼論,nonword,nonword,nonword,
刑餵,續候,nonword,nonword,nonword,
統泥,決質,nonword,nonword,nonword,
稱擊,走壓,nonword,nonword,nonword,
租年,藏變,nonword,nonword,nonword,
弄公,菜鶉出,nonword,nonword,nonword,
老餐,木壓辦,nonword,nonword,nonword,
席局,土冷,nonword,nonword,nonword,
部興,咁子,nonword,nonword,nonword,
要向,上況,nonword,nonword,nonword,
替藉,收統,nonword,nonword,nonword,
戰族,出搗,nonword,nonword,nonword,
越自,儀回,nonword,nonword,nonword,
加澎,苦輪向,nonword,nonword,nonword,
許屈,魚討,nonword,nonword,nonword,
世雞,滿鎮,nonword,nonword,nonword,
送側卜,出申,nonword,nonword,nonword,
存議,早同,nonword,nonword,nonword,
墊場,頭生,nonword,nonword,nonword,
注私,獸簡,nonword,nonword,nonword,
處玫,然頭,nonword,nonword,nonword,
單錯,地撥,nonword,nonword,nonword,
案疙,開跌,nonword,nonword,nonword,
以省,誦於,nonword,nonword,nonword,
鼎剪,取莊,nonword,nonword,nonword,
端話,清發,nonword,nonword,nonword,
惹仙,諺提,nonword,nonword,nonword,
鍵牆,述婿,nonword,nonword,nonword,
兄寰,光老,nonword,nonword,nonword,
獵笑,特高親,nonword,nonword,nonword,
掉早,查感,nonword,nonword,nonword,
請術,以答,nonword,nonword,nonword,
人復,梅砍美,nonword,nonword,nonword,
關態,狂牌,nonword,nonword,nonword,
把捶,明侯,nonword,nonword,nonword,
訂站,旁有,nonword,nonword,nonword,
調手盛,好交,nonword,nonword,nonword,
向間,經指,nonword,nonword,nonword,
拓愚,斷射,nonword,nonword,nonword,
口伍,獄養,nonword,nonword,nonword,
縝負,吃心眉,nonword,nonword,nonword,
在禍,執烤,nonword,nonword,nonword,
柵一,謠敵,nonword,nonword,nonword,
花袱,窺掉,nonword,nonword,nonword,
壯來,看解,nonword,nonword,nonword,
傳官,焊收,nonword,nonword,nonword,
蚓臥,皮住,nonword,nonword,nonword,
敬髓,不彼,nonword,nonword,nonword,
歸爭,拔下量,nonword,nonword,nonword,
橫趣,對切,nonword,nonword,nonword,
扭立,到法,nonword,nonword,nonword,
車做,人譯,nonword,nonword,nonword,
毒點,安黑,nonword,nonword,nonword,
喧繞,詭積,nonword,nonword,nonword,
品口,道以,nonword,nonword,nonword,
例高,區盛,nonword,nonword,nonword,
密嫌,體意,nonword,nonword,nonword,
哨皇,理敵,nonword,nonword,nonword,
山局,很架蒐,nonword,nonword,nonword,
令歷,趕裏道,nonword,nonword,nonword,
做堡,常驚,nonword,nonword,nonword,
正糞,字葉,nonword,nonword,nonword,
掉郵,召男,nonword,nonword,nonword,
利一,解監,nonword,nonword,nonword,
兵剪,用子,nonword,nonword,nonword,
釀政,梳芝貨,nonword,nonword,nonword,
言罰報,食視,nonword,nonword,nonword,
友汁,遊錦,nonword,nonword,nonword,
惹介,光嬰,nonword,nonword,nonword,
電手,岸提,nonword,nonword,nonword,
風茶,鎮錢,nonword,nonword,nonword,
商伏,距脈,nonword,nonword,nonword,
單天,要長,nonword,nonword,nonword,
戰題,加爹,nonword,nonword,nonword,
遊公,火權,nonword,nonword,nonword,
牆餞,黃論,nonword,nonword,nonword,
尋載,繼泛倆,nonword,nonword,nonword,
廢騙,原交,nonword,nonword,nonword,
心睏,淫以告帶,nonword,nonword,nonword,
於陰,裝陷,nonword,nonword,nonword,
命菜,分准,nonword,nonword,nonword,
刺式,掌演並瞎,nonword,nonword,nonword,
進金,條難圓,nonword,nonword,nonword,
義混,院吊,nonword,nonword,nonword,
平癢,慣緻,nonword,nonword,nonword,
下匠,罪扭藍,nonword,nonword,nonword,
彈認,滋燈事,nonword,nonword,nonword,
職大,營插,nonword,nonword,nonword,
紙精,盆字,nonword,nonword,nonword,
導拖,密泥統,nonword,nonword,nonword,
類秋,期酒,nonword,nonword,nonword,
前子,痛誤,nonword,nonword,nonword,
票睡,癥酋,nonword,nonword,nonword,
倒長,血用,nonword,nonword,nonword,
搶張,示化,nonword,nonword,nonword,
營移,厄責,nonword,nonword,nonword,
目章,莊診,nonword,nonword,nonword,
觸兄,派聲,nonword,nonword,nonword,
在為,詩僑,nonword,nonword,nonword,
耍截,稱租,nonword,nonword,nonword,
色蜂,蜜多,nonword,nonword,nonword,
墊號黑,星資獵,nonword,nonword,nonword,
求掛,謬精,nonword,nonword,nonword,
撲擅園,澱圈,nonword,nonword,nonword,
躍事,面航,nonword,nonword,nonword,
所繁,轟扣,nonword,nonword,nonword,
緒看,輕背行,nonword,nonword,nonword,
瞞賜,爆境,nonword,nonword,nonword,
憑場,數拱,nonword,nonword,nonword,
是復,無庇,nonword,nonword,nonword,
兵訪,殼首,nonword,nonword,nonword,
吸程,童鋼,nonword,nonword,nonword,
犬依,榮疹,nonword,nonword,nonword,
調一活,古臥,nonword,nonword,nonword,
船意,聽擠,nonword,nonword,nonword,
台疊,怨密,nonword,nonword,nonword,
王拓,曲落,nonword,nonword,nonword,
折肥掩,白徵,nonword,nonword,nonword,
荒謬,奉獻,unrelated,word,word,0.962240092947361
事件,飢餓,unrelated,word,word,0.946158309768772
抱怨,知道,unrelated,word,word,0.653834441050037
數字,準備,unrelated,word,word,0.781371021652439
荷爾蒙,高度,unrelated,word,word,0.932874798628675
優秀,電力,unrelated,word,word,0.925872530443319
野獸,放棄,unrelated,word,word,0.970174507627912
手掌,粒子,unrelated,word,word,0.961276221764322
軍團,跳舞,unrelated,word,word,0.84756569455466
圓形,感激,unrelated,word,word,0.853565931022268
問題,幻覺,unrelated,word,word,0.910738237847573
結論,動作,unrelated,word,word,0.875847950619684
環境,聽見,unrelated,word,word,0.866235769655447
嘗試,害怕,unrelated,word,word,0.905298047300879
注意,教授,unrelated,word,word,0.804805982916595
人群,錄影,unrelated,word,word,0.95261859321784
軍團,政治,unrelated,word,word,0.968957573030335
頭髮,提供,unrelated,word,word,0.899802372632009
魅力,不同,unrelated,word,word,0.987728523252222
房間,新娘,unrelated,word,word,0.985508486560549
飲料,回覆,unrelated,word,word,0.865918690166774
信任,完全,unrelated,word,word,0.919931784859292
白色,希臘,unrelated,word,word,0.966335875612147
賄賂,麵粉,unrelated,word,word,0.968603781321121
潛艇,自願,unrelated,word,word,0.903896123392258
女生,獨特,unrelated,word,word,0.911834643699598
高貴,欺詐,unrelated,word,word,0.785214243382046
老友,問題,unrelated,word,word,0.948943883043322
數數,大腦,unrelated,word,word,0.961469556809606
腫瘤,一百,unrelated,word,word,0.960701358731043
眼鏡,金屬,unrelated,word,word,0.862212754059329
指揮官,密碼,unrelated,word,word,0.857269579110094
車輛,分析,unrelated,word,word,0.906311012959115
