en_target,en_cue,en_fake_cue,en_fake_target,cs_cue,cs_target,cs_fake_target,cs_fake_cue,da_cue,da_target,da_fake_target,da_fake_cue,de_cue,de_target,de_fake_target,de_fake_cue,ja_target,ja_cue,ja_fake_target,ja_fake_cue,ko_target,ko_cue,ko_fake_cue,ko_fake_target,ru_target,ru_cue,ru_fake_cue,ru_fake_target,tr_target,tr_cue,tr_fake_cue,tr_fake_target,en_word_combo,en_target_word_unique,cs_word_combo,cs_target_word_unique,ja_word_combo,ja_target_word_unique,ko_word_combo,ko_target_word_unique,tr_word_combo,tr_target_word_unique,ru_word_combo,ru_target_word_unique
skull,bone,ayne,skawl,kost,lebka,ménka,koby,knogle,kranium,hjemnium,stople,knochen,schädel,fliedel,grechen,頭蓋骨,骨,控わ骨,ツー,두개골,뼈,사브,로빈골,череп,кость,котсь,чевер,kafatası,kemik,kefer,kaaugustası,boneskull,skull,kostlebka,lebka,骨頭蓋骨,頭蓋骨,뼈두개골,두개골,kemikkafatası,kafatası,костьчереп,череп
sleep,rest,reey,preep,odpočívat,spát,hlát,odpočístroj,hvile,søvn,søtsi,datle,ausruhen,schlafen,schlo,ausklärst,睡眠,休養,ポメ,吭み,자다,쉬다,끝입,질테,спать,отдыхать,отзётать,евать,uyumak,dinlenmek,dinedilmek,yükmak,restsleep,sleep,odpočívatspát,spát,休養睡眠,睡眠,쉬다자다,자다,dinlenmekuyumak,uyumak,отдыхатьспать,спать
small,little,deltle,odall,malý,drobný,drotaný,přílý,lille,små,kømme,orile,wenig,klein,klinn,weinne,小さい,かわいらしい,厼かり,やたりろくり,작은,조금한,평쇠,쳤더,небольшой,маленький,маблизкий,небольрус,küçük,biraz,bigis,küole,littlesmall,small,malýdrobný,drobný,かわいらしい小さい,小さい,조금한작은,작은,birazküçük,küçük,маленькийнебольшой,небольшой
smell,taste,tanke,erell,chuť,čich,vlch,souť,smag,lugt,kergt,smin,geschmack,geruch,geroch,gesprungt,匂い,味,桶か,暇加,냄새가 나다,맛이 나다,듣자 나다,샘내가노다,запах,вкус,eмус,заний,koku,tat,dımak pevki,kolet,tastesmell,smell,chuťčich,čich,味匂い,匂い,맛이 나다냄새가 나다,냄새가 나다,tatkoku,koku,вкусзапах,запах
snake,worm,wozi,chake,červ,had,ažd,žad,orm,slange,skubge,sam,wurm,schlange,schießge,wuns,ヘビ,いも虫,流重,住虫所,뱀,지렁이,어다,저안,змея,червь,чейзь,енея,yılan,solucan,solubert,yığiz,wormsnake,snake,červhad,had,いも虫ヘビ,ヘビ,지렁이뱀,뱀,solucanyılan,yılan,червьзмея,змея
sniper,shooter,shacker,snoeer,střelec,odstřelovač,odbouchlovač,střejít,skytte,snigskytte,landplytte,uhenter,schütze,scharfschütze,prachtschütze,stalter,狙撃手,銃撃手,紗艾照,満燐泰,저격병,사수,셜이,파알병,снайпер,стрелок,стресил,невинпер,keskin nişancı,atıcı,garcı,kezgin nibenci,shootersniper,sniper,střelecodstřelovač,odstřelovač,銃撃手狙撃手,狙撃手,사수저격병,저격병,atıcıkeskin nişancı,keskin nişancı,стрелокснайпер,снайпер
snow,rain,unin,sniw,déšť,sníh,uvíh,délf,regn,sne,ele,resp,regen,schnee,schnul,reprä,雪,雨,ギひン,学ぬ,눈,비,테살,렸소,снег,дождь,дохудь,сный,kar,yağmur,yağfen,kug,rainsnow,snow,déšťsníh,sníh,雨雪,雪,비눈,눈,yağmurkar,kar,дождьснег,снег
soda,lemonade,lemoneen,sosuk,limonáda,soda,genda,liochutnáda,limonade,danskvand,punskvand,limoderigde,limonade,soda,sota,limotane,ソーダ,レモネード,必理ダ,他図ネード,탄산 음료,레몬 에이드,캣이 리륙물,낫은  잖료,газировка,лимонад,лимовьях,газкерновка,soda,limonata,livingsnata,nizda,lemonadesoda,soda,limonádasoda,soda,レモネードソーダ,ソーダ,레몬 에이드탄산 음료,탄산 음료,limonatasoda,soda,лимонадгазировка,газировка
solar,lunar,lumie,soted,měsíční,sluneční,sluchrání,mětentní,lunar,solar,sofel,luelt,lunar,solar,sofes,linas,太陽の,月の,夭隍,毌ぬ,태양의,달의,모파,푸에,солнечный,лунный,бобный,солслушный,ay ile ilgili,güneş ile ilgili,ay yildburgh,güinn,lunarsolar,solar,měsíčnísluneční,sluneční,月の太陽の,太陽の,달의태양의,태양의,güneş ile ilgiliay ile ilgili,ay ile ilgili,лунныйсолнечный,солнечный
something,nothing,porting,postthing,nic,něco,rac,něvač,ingenting,noget,notøj,ingenkert,nichts,etwas,etruf,nichil,なにか,何もない,刻体か,及血,무엇,아무것도 아님,재아퍼 한님,츠카,что-то,ничего,ничества,сатто,bir şey,hiçbir şey,hiz biz mey,biruden,nothingsomething,something,nicněco,něco,何もないなにか,なにか,아무것도 아님무엇,무엇,hiçbir şeybir şey,bir şey,ничегочто-то,что-то
somewhere,elsewhere,tynewhere,snowwhere,jinde,někde,něraj,chůde,andetsteds,nogetsteds,nogetvendt,andetvendt,anderswo,irgendwo,irchetwo,anchetwo,どこかに,他の場所で,かん死に,也の土斤で,어딘가에,다른 곳에,콘을다,어딘수록,где-то,в другом месте,в другом салль,cлyто,bir yerde,başka yerde,başka yebucks,bir yeğurt,elsewheresomewhere,somewhere,jindeněkde,někde,他の場所でどこかに,どこかに,다른 곳에어딘가에,어딘가에,başka yerdebir yerde,bir yerde,в другом местегде-то,где-то
son,daughter,deathter,ien,dcera,syn,ern,očira,datter,søn,ken,initer,tochter,sohn,sowe,stehter,息子,娘,鼻芋,硠,아들,딸,납니,일즈,сын,дочь,доты,амн,oğul,kız evlat,kız ejong,omul,daughterson,son,dcerasyn,syn,娘息子,息子,딸아들,아들,kız evlatoğul,oğul,дочьсын,сын
song,album,aldex,solv,album,píseň,pívol,aljah,album,sang,fæng,alnær,album,lied,ligu,alzar,歌,アルバム,餌唱,エレ未県,노래,앨범,리해,두도,песня,альбом,драбом,эмоня,şarkı,albüm,alguk,içekı,albumsong,song,albumpíseň,píseň,アルバム歌,歌,앨범노래,노래,albümşarkı,şarkı,альбомпесня,песня
sound,noise,irise,sobed,hluk,zvuk,teuk,zvet,støj,lyd,dar,stre,lärm,klang,klop,lähu,音,ノイズ,キヴィ,守猟ズ,소리,소음,나르,셨어,звук,шум,aeм,жмук,ses,gürültü,gürültüuntry,lms,noisesound,sound,hlukzvuk,zvuk,ノイズ音,音,소음소리,소리,gürültüses,ses,шумзвук,звук
spaghetti,lasagna,lamigna,prophetti,lasagně,špagety,laflynsa,aparyty,lasagne,spaghetti,spastanti,lamentne,lasagne,spaghetti,spaginsti,lasadeck,スパゲッティ,ラザニア,杯可ゲッティ,忽須ニア,스파게티,라자냐,피크냐,스파버틸,спагетти,лазанья,лазатыль,спаобойти,spagetti,lazanya,lauderya,eşitgetti,lasagnaspaghetti,spaghetti,lasagněšpagety,špagety,ラザニアスパゲッティ,スパゲッティ,라자냐스파게티,스파게티,lazanyaspagetti,spagetti,лазаньяспагетти,спагетти
speak,talk,tavy,faeak,povídat,mluvit,svívit,povíchod,tale,snakke,stjæke,indle,unterhalten,sprechen,pierchen,meerchen,話す,喋る,りね,すば,말하다,이야기하다,르모다,리다,говорить,разговор,разгосточ,говаристингс,konuşmak,sohbet,kokorkmak,kokorkmak,talkspeak,speak,povídatmluvit,mluvit,喋る話す,話す,이야기하다말하다,말하다,sohbetkonuşmak,konuşmak,разговорговорить,говорить
specialist,expert,extems,spetoonist,expert,specialista,expluh,speciavitel,ekspert,specialist,speciasteds,eksbens,experte,spezialist,speziavers,exfasste,専門家,熟達者,尊岡季,熱遊考,전문의,전문가,데우가,가터콥,специалист,эксперт,экстист,специаствах,uzman,bilirkişi,uzyim,uzyim,expertspecialist,specialist,expertspecialista,specialista,熟達者専門家,専門家,전문가전문의,전문의.1,bilirkişiuzman,uzman,экспертспециалист,специалист
spectacular,sensational,sensavoredal,grandtacular,senzační,okázalý,chruzalý,čtvrzační,sensationel,spektakulær,tirstakulær,gravisationel,sensationell,spektakulär,glaubtakulär,sensatiofisch,壮観な,驚くべき,佐親ぬ,謄しぐを,극적인,눈부신,돌빼신,멋진부시,захватывающий,сенсационный,ричардсационный,зательвтывающий,muhteşem,sansasyonel,fıksasyonel,muhtegiz,sensationalspectacular,spectacular,senzačníokázalý,okázalý,驚くべき壮観な,壮観な,눈부신극적인,극적인,sansasyonelmuhteşem,muhteşem,сенсационныйзахватывающий,захватывающий
speed,distance,distions,spurd,vzdálenost,rychlost,sklelost,vzdálesbič,afstand,hastighed,harømthed,afsteds,distanz,geschwindigkeit,gekriegtdigkeit,diskauf,速度,距離,ノチ,由索,속도,거리,생이,까운,скорость,расстояние,расправьяние,скокрыть,sürat,mesafe,mesaland,onz,distancespeed,speed,vzdálenostrychlost,rychlost,距離速度,速度,거리속도,속도,mesafesürat,sürat,расстояниескорость,скорость
spend,waste,waque,spord,promrhat,strávit,ptátvit,promrstup,spilde,bruge,finge,stråde,abfall,ausgeben,ausgefähr,abstei,消費する,浪費する,蛸佛むき,娘佛むき,쓰다,낭비하다,배이타,틱스,расходовать,растрачивать,расткачивать,восходовать,harcamak,israf,bopa harzamak,harpamak,wastespend,spend,promrhatstrávit,strávit,浪費する消費する,消費する,낭비하다쓰다,쓰다,israfharcamak,harcamak,растрачиватьрасходовать,расходовать
spirit,soul,sogh,jourit,duše,duch,orch,manše,sjæl,ånd,æb,gipæl,seele,geist,gejut,losle,精神,魂,ペモ,デぽ,혼,영혼,아져,이뼈,дух,душа,дусва,мых,tin,ruh,röh,och,soulspirit,spirit,dušeduch,duch,魂精神,精神,영혼혼,혼,ruhtin,tin,душадух,дух
sport,hobby,iniby,spatt,koníček,sport,osort,konítost,hobby,sport,spidt,ængby,hobby,sport,spermt,papby,スポーツ,趣味,作ローツ,取未,스포츠,취미,스인,영역츠,спорт,хобби,усоби,еворт,spor,hobi,içebi,spnt,hobbysport,sport,koníčeksport,sport,趣味スポーツ,スポーツ,취미스포츠,스포츠,hobispor,spor,хоббиспорт,спорт
star,celebrity,valentity,stsa,celebrita,hvězda,glezda,cetableta,berømthed,stjerne,stoltne,bestighed,berühmtheit,star,staun,begleitheit,スター,有名人,レー,杵可人,별,연예인,보기 인사,기현,звезда,знаменитость,знамениральд,древда,star,ünlü,memlü,yılzör,celebritystar,star,celebritahvězda,hvězda,有名人スター,スター,연예인별,별,ünlüstar,star,знаменитостьзвезда,звезда
state,federal,praceral,stice,federální,stát,fedecetní,stap,føderal,stat,stro,fødesker,föderal,staat,steet,födemenz,州の,連邦,刎ぬ,軋洋,국가,연방 정부,패조 파자,첼이,государственный,федеральный,федественный,посударственный,"belirtmek, bildirmek",federal,fedeford,"kaybelirtmek, bildirmek",federalstate,state,federálnístát,stát,連邦州の,州の,연방 정부국가,국가.1,"federalbelirtmek, bildirmek","belirtmek, bildirmek",федеральныйгосударственный,государственный
statement,comment,complet,steamment,komentář,prohlášení,prostředšení,komenslat,kommentar,udsagn,udnant,kommensisk,kommentar,aussage,seltsage,kommenshow,声明,意見,売昨,愚貝,성명,논평,란드,운따,утверждение,комментарий,комментальон,устрождение,ifade,yorum,yomış,sızde,commentstatement,statement,komentářprohlášení,prohlášení,意見声明,声明,논평성명,성명,yorumifade,ifade,комментарийутверждение,утверждение
station,platform,spanform,cretion,plošina,stanice,uvolnice,rychšina,perron,station,kartion,permel,bahnsteig,bahnhof,bahnsin,bindsteig,駅,プラットホーム,シュ,プラットジアム,역,플랫폼,카르폼,슈림,станция,платформа,фильформа,пракция,istasyon,platform,aranform,isilüzyon,platformstation,station,plošinastanice,stanice,プラットホーム駅,駅,플랫폼역,역,platformistasyon,istasyon,платформастанция,станция
statue,monument,monulars,montue,monument,socha,sopad,monuchod,monument,statue,stakop,plaument,denkmal,statue,stavio,monucks,銅像,記念碑,クル,重妥碑,동상,기념물,가추물,아노,статуя,памятник,паоконник,стаинг,heykel,anıt,anvk,dizkel,monumentstatue,statue,monumentsocha,socha,記念碑銅像,銅像,기념물동상,동상,anıtheykel,heykel,памятникстатуя,статуя
steel,concrete,concants,stafl,beton,ocel,hvel,bepad,beton,stål,stids,besvæ,beton,stahl,stinl,bewäs,鋼,コンクリート,フェ,オークリート,강철,콘크리트,광명리트,냇기,сталь,бетон,беконь,шааль,çelik,beton,beğim,çeden,concretesteel,steel,betonocel,ocel,コンクリート鋼,鋼,콘크리트강철,강철,betonçelik,çelik,бетонсталь,сталь
still,already,alrells,strul,již,stále,ješle,puž,allerede,stadig,fandig,skræmlerede,bereits,noch,stamel,bedrein,まだ,すでに,いい,秘曹に,아직,이미,처에,래블,еще,уже,юсе,дзе,hâlâ,çoktan,bratan,hâcaz,alreadystill,still,jižstále,stále,すでにまだ,まだ,이미아직,아직,çoktanhâlâ,hâlâ,ужееще,еще
stone,rock,rova,stepe,skála,kámen,bojla,rvala,klippesten,sten,stre,flampe,felsen,stein,hilein,jussen,石,岩,成か,宕,돌,바위,국만,붓로,камень,скала,скекла,кадерс,taş,kaya,kasin,geş,rockstone,stone,skálakámen,kámen,岩石,石,바위돌,돌,kayataş,taş,скалакамень,камень
stop,prevent,pregeon,stie,zabránit,zastavit,zakrýtvit,zavřítnit,forhindre,stoppe,holdhip,forhinjekt,verhindern,aufhören,stitt,verhinrich,止める,防ぐ,土ぬろ,ボネ,멈추다,예방하다,걀몽다하,매니다,останавливать,предотвращать,предыньвращать,удонавливать,durdurmak,engellemek,enpel onmak,otr,preventstop,stop,zabránitzastavit,zastavit,防ぐ止める,止める,예방하다멈추다,멈추다,engellemekdurdurmak,durdurmak,предотвращатьостанавливать,останавливать
store,shop,shif,stite,prodejna,obchod,probrovna,probrowna,butik,forretning,forretskab,bulan,einkaufen,geschäft,weschaft,eingingfen,お店,店,お帖,パ不,가게,백화점,모니,라잉,лавка,магазин,магаскоп,ладрка,mağaza,dükkan,hırkan,masforza,shopstore,store,prodejnaobchod,obchod,店お店,お店,백화점가게,가게,dükkanmağaza,mağaza,магазинлавка,лавка
storm,wind,ornd,stanm,vítr,bouřka,krouka,víjím,vind,storm,kaorm,lard,wind,sturm,stizam,aund,嵐,風,颪,葻,폭풍,바람,운건,겼지,буря,ветер,верей,бунит,fırtına,rüzgâr,rüzhae,araştına,windstorm,storm,vítrbouřka,bouřka,風嵐,嵐,바람폭풍,폭풍,rüzgârfırtına,fırtına,ветербуря,буря
stove,oven,voen,sture,trouba,kamna,svona,rostba,ovn,komfur,komhyt,hyn,ofen,herd,hena,mäen,ストーブ,オーブン,ストナフ,オー段票,화덕,오븐,락카,민롤,печь,духовка,доховль,ричь,soba,fırın,fızam,şamba,ovenstove,stove,troubakamna,kamna,オーブンストーブ,ストーブ,오븐화덕,화덕,fırınsoba,soba,духовкапечь,печь
strange,unusual,unseatal,straore,neobvyklý,podivný,pokrásný,neoburostlý,usædvanlig,mærkelig,spiokelig,plauvanlig,ungewöhnlich,seltsam,messam,ungepünktlich,変わった,普通でない,節九ゃに,晋逋ぞみに,이상한,특이한,찍한이,쌍묻한,странный,необычный,неощурный,стельный,yabancı,alışılmadık,olağan dmestr,yaakılcı,unusualstrange,strange,neobvyklýpodivný,podivný,普通でない変わった,変わった,특이한이상한,이상한,alışılmadıkyabancı,yabancı,необычныйстранный,странный
strategy,plan,fean,sculpegy,plán,strategie,chejtegie,plzů,plan,strategi,holdtegi,doan,plan,strategie,tigstegie,eisnen,戦略,計画,襌路,矛定,전략,계획,고사,엣은,стратегия,план,взан,кройтегия,strateji,plan,auan,straterecek,planstrategy,strategy,plánstrategie,strategie,計画戦略,戦略,계획전략,전략,planstrateji,strateji,планстратегия,стратегия
strawberry,banana,badats,corolberry,banán,jahoda,předhoda,bazie,banan,jordbær,jorddad,basko,banane,erdbeere,schobeere,banalist,いちご,バナナ,体日ご,パフナ,딸기,바나나,과다나,앤서,клубника,банан,баетс,внедника,çilek,muz,fiz,çikim,bananastrawberry,strawberry,banánjahoda,jahoda,バナナいちご,いちご,바나나딸기,딸기,muzçilek,çilek,бананклубника,клубника
street,avenue,avpace,strecy,třída,ulice,třece,iroda,avenue,gade,mænde,rynne,allee,straße,fahrße,alurg,街,大通り,身想,ボシけ,거리,길,배면,석은,улица,проспект,протракт,комца,sokak,bulvar,bulyüm,sodeş,avenuestreet,street,třídaulice,ulice,大通り街,街,길거리,거리,bulvarsokak,sokak,проспектулица,улица
strike,hit,ult,strisk,udeřit,praštit,značtit,táhřit,slå,støde,sprinke,påt,treffen,schlagen,abendgen,trofsen,ストライク,打つ,ジャライク,麦現,치다,때리다,마누다,안정라이크,сразить,ударить,лыарить,сдвазить,vurmak,çarpmak,zanmak,vubor,hitstrike,strike,udeřitpraštit,praštit,打つストライク,ストライク,때리다치다,치다,çarpmakvurmak,vurmak,ударитьсразить,сразить
stroll,nap,eop,stroro,zdřímnutí,procházka,prošpička,otřesnutí,lur,gåtur,gåsel,klår,nickerchen,spaziergang,lohmel,nihäuschen,散歩,昼寝,烝点,二板,한가롭게 이리저리 거닐다,낮잠,퍼님,미어롭토 머니댜니 네다다,прогуливаться,дремать,фитмать,проньонкиваться,gezinmek,şekerleme yapmak,oyuntirme,dokorkmak,napstroll,stroll,zdřímnutíprocházka,procházka.1,昼寝散歩,散歩,낮잠한가롭게 이리저리 거닐다,한가롭게 이리저리 거닐다,şekerleme yapmakgezinmek,gezinmek,дрематьпрогуливаться,прогуливаться
strongly,firmly,bioply,tionally,pevně,silně,burně,sobně,fast,stærkt,stærek,dest,fest,stark,geark,igst,強く,堅く,㢸へ,腎へ,강하게,단다나게,쟁알니,호호게,сильно,крепко,обездо,банкно,şiddetle,sıkıca,sıuzunca,testdetle,firmlystrongly,strongly,pevněsilně,silně,堅く強く,強く,단다나게강하게,강하게,sıkıcaşiddetle,şiddetle,крепкосильно,сильно
structure,pyramid,pyraahy,shrivture,pyramida,struktura,pyraruda,pyraalfreda,pyramide,struktur,stolttur,iværkramide,pyramide,struktur,tricktur,pyrantide,構造,ピラミッド,渥旁,遊非ケッデ,구조,피라미드,피라신일,엄은,строение,пирамида,пираминистр,склонтура,yapı,piramit,piraward,yakip,pyramidstructure,structure,pyramidastruktura,struktura,ピラミッド構造,構造,피라미드구조,구조,piramityapı,yapı,пирамидастроение,строение
study,research,resuance,stsay,výzkum,studie,stusky,výmknu,forskning,undersøgelse,kampagdersøgelse,strukning,forschung,studieren,stadielen,staschung,研究,調査,あた,査腸,공부하다,연구,브도,칭절하다,учиться,исследовать,иснеправдовать,легчать,ders çalışma,araştırma,unuttırma,inanç çalışma,researchstudy,study,výzkumstudie,studie,調査研究,研究,연구공부하다,공부하다,araştırmaders çalışma,ders çalışma,исследоватьучиться,учиться
stupid,naïve,naboe,ginpid,naivní,hloupý,hlouyo,hloujo,naiv,dum,ækundig,glampe,naiv,dumm,duxe,nawin,バカ,浅はか,十ク,囚か人,멍청한,순진한,지한간,받았한,глупый,наивный,надивный,глуний,aptal,toy,udy,aplie,naïvestupid,stupid,naivníhloupý,hloupý,浅はかバカ,バカ,순진한멍청한,멍청한,toyaptal,aptal,наивныйглупый,глупый
stupidity,madness,ousness,heartpidity,šílenství,hloupost,hloupoté,šílentýnu,galskab,dumhed,bolhed,subskab,wahnsinn,dummheit,dankheit,färbsinn,愚か者,狂気,演ま煮,注肴,멍청함,광기,인쪽,갈리,глупость,безумие,ерунмие,глудрать,aptallık,delilik,delisans,apağırlık,madnessstupidity,stupidity,šílenstvíhloupost,hloupost,狂気愚か者,愚か者.1,광기멍청함,멍청함,delilikaptallık,aptallık,безумиеглупость,глупость
style,rhythm,rhyton,styng,rytmus,styl,zenmus,pryl,rytme,stil,stosi,kumte,rhythmus,stil,stor,plattmus,スタイル,リズム,スタイヴ,蝉場ム,스타일,리듬,없듯,타스일,стиль,ритм,рирё,квиль,stil,ritim,ridan,zeil,rhythmstyle,style,rytmusstyl,styl,リズムスタイル,スタイル,리듬스타일,스타일,ritimstil,stil,ритмстиль,стиль
subject,object,obtens,subget,objekt,předmět,obreku,obreau,objekt,subjekt,penjekt,obsker,objekt,subjekt,fany,obzeln,主題,物体,所街,広辛,주제,물체,뷰도,엄이,субъект,объект,объежук,дубьект,konu,nesne,ayene,defe,objectsubject,subject,objektpředmět,předmět,物体主題,主題,물체주제,주제,nesnekonu,konu,объектсубъект,субъект
substitute,replace,recause,substizles,nahradit,náhradní,nánostní,navzbudit,erstatte,udskifte,udfaldte,erflygte,ersetzen,ersatz,erheim,erhoffzen,代わりの,交換する,妖軽りの,丸稿,대리자,바꾸다,을거다,손리대,замена,заменять,застемять,заместей,yerine geçirmek,yer değiştirmek,fer dekistirmek,yerine geterfly,replacesubstitute,substitute,nahraditnáhradní,náhradní,交換する代わりの,代わりの,바꾸다대리자,대리자,yer değiştirmekyerine geçirmek,yerine geçirmek,заменятьзамена,замена
succeed,manage,preage,sucrade,spravovat,uspět,kópět,techvovat,overkomme,lykkes,lykbal,stilkomme,verwalten,erfolgreich,erruhmreich,verpunkten,成功する,成し遂げる,或助,或つ隊がろ,성공한 것,관리하다,관인리다,겅송될안것,преуспевать,управлять,праздлять,преуспегребать,başarmak,halletmek,anüstesinden gelmek,baanılmak,managesucceed,succeed,spravovatuspět,uspět,成し遂げる成功する,成功する,관리하다성공한 것,성공한 것,halletmekbaşarmak,başarmak,управлятьпреуспевать,преуспевать
sufficient,enough,enourk,suffilette,dost,dostatečný,dostasprávný,vást,nok,tilstrækkelig,tilfredskelig,smerk,genügend,ausreichend,antreintend,genütigt,十分,満足,禾欠,沸迫,충분한,필요한 만큼,르르한,아가한,достаточный,довольно,достапраздно,достасмертный,elverişli,yeterli,yekompli,yekompli,enoughsufficient,sufficient,dostdostatečný,dostatečný,満足十分,十分,필요한 만큼충분한,충분한,yeterlielverişli,elverişli,довольнодостаточный,достаточный
suggest,propose,propled,sugcuit,navrhnout,naznačit,nathačit,navrhcích,foreslå,antyde,antyrion,frothæng,vorschlagen,empfehlen,landfehlen,vornehmsgen,提案する,申し込む,握某みら,男レ近す,추천하다,제안하다,들으하다,고마하다,предлагать,выдвигать,выдлогать,предластить,önermek,"teklif etmek, önermek","desteklif etmek, önermek",aletmek,proposesuggest,suggest,navrhnoutnaznačit,naznačit,申し込む提案する,提案する,제안하다추천하다,추천하다,"teklif etmek, önermekönermek",önermek,выдвигатьпредлагать,предлагать
suitcase,briefcase,briefpies,suitmost,aktovka,kufr,kuja,akzpacka,attachetaske,kuffert,ungfert,attachetabilæum,aktentasche,koffer,hubfer,aktentaments,スーツケース,ブリーフケース,スーパース,茂果ーフゲース,캐리어,브리프 케이스,재자차뱅,활탕,чемодан,портфель,охрафель,чемосфер,bavul,iş çantası,iş çantzecek,bamio,briefcasesuitcase,suitcase,aktovkakufr,kufr,ブリーフケーススーツケース,スーツケース,브리프 케이스캐리어,캐리어,iş çantasıbavul,bavul,портфельчемодан,чемодан
sun,moon,haon,sen,měsíc,slunce,smrace,měvii,måne,sol,ærl,frine,mond,sonne,berne,mods,太陽,月,千隍,毌,태양,달,바브,랐을,солнце,луна,фяна,звонце,güneş,ay,ug,güinn,moonsun,sun,měsícslunce,slunce,月太陽,太陽,달태양,태양,aygüneş,güneş,лунасолнце,солнце
sunday,saturday,saturgles,sunlin,sobota,neděle,nepředle,sobolest,lørdag,søndag,fladag,kildag,samstag,sonntag,wandtag,dummtag,日曜日,土曜日,藤丼日,ルレ日,일요일,토요일,완출일,콘도일,воскресенье,суббота,кварбота,воскресествие,pazar,cumartesi,cugoldstesi,palün,saturdaysunday,sunday,sobotaneděle,neděle,土曜日日曜日,日曜日,토요일일요일,일요일,cumartesipazar,pazar,субботавоскресенье,воскресенье
surface,layer,cuser,panface,vrstva,povrch,povdáš,státva,lag,overflade,stilflade,pyg,schicht,oberfläche,räckfläche,schachel,表面,層,てさ,エワ,표면,층,로밀,임은,поверхность,слой,кной,покальность,yüzey,katman,katgut,yüdog,layersurface,surface,vrstvapovrch,povrch,層表面,表面,층표면,표면,katmanyüzey,yüzey,слойповерхность,поверхность
surgery,operate,opership,sumaery,operovat,operace,slavrace,trojrovat,operere,operation,strukgi,charrere,operieren,chirurgie,wollurgie,aperaten,外科手術,手術する,多秗抙剎,抙剎むき,수술,작동하다,미뚱하다,니둘,хирургия,оперировать,опереттовать,хирувимгия,ameliyat,ameliyat etmek,işedilmek,ameliring,operatesurgery,surgery,operovatoperace,operace,手術する外科手術,外科手術,작동하다수술,수술,ameliyat etmekameliyat,ameliyat,оперироватьхирургия,хирургия
surname,nickname,sidename,surtans,přezdívka,příjmení,přífekční,přetránka,kaldenavn,efternavn,efterbelt,kaldesisk,spitzname,nachname,schenname,schotname,姓,あだ名,卦,ゆぢ各,성,별명,봤었,선데,фамилия,прозвище,прощатьще,фамишалия,soyadı,rumuz,takmavenk,soalındı,nicknamesurname,surname,přezdívkapříjmení,příjmení,あだ名姓,姓,별명성,성.1,rumuzsoyadı,soyadı,прозвищефамилия,фамилия
survive,live,pive,surrism,žít,přežít,kůt,překej,leve,overleve,singleve,komve,leben,überleben,trolleben,levard,生き残る,生きる,症き諸姓,チテも,생존하다,라이브,성브공,나온하다,выживать,жить,рэть,выжильвать,hayatta kalmak,canlı,şüplı,fayatta balmak,livesurvive,survive,žítpřežít,přežít,生きる生き残る,生き残る,라이브생존하다,생존하다,canlıhayatta kalmak,hayatta kalmak,житьвыживать,выживать
suspect,doubt,domot,suskees,pochybovat,tušit,tulek,poneslibovat,tvivle,mistænke,mesterke,tidsle,zweifel,vermuten,vermuckis,zweitur,容疑者,疑惑,蜜概盲,概惹,의심하다,의심,로로,깨하어다,подозревать,сомневаться,сомнеткаться,подозренивать,şüphelenmek,kuşkulanmak,canhe,ulaşheli,doubtsuspect,suspect,pochybovattušit,tušit,疑惑容疑者,容疑者,의심의심하다,의심하다,kuşkulanmakşüphelenmek,şüphelenmek,сомневатьсяподозревать,подозревать
swim,drown,dricn,swol,utopit,plavat,znávat,zmípit,drukne,svømme,slikme,slikne,ertrinken,schwimmen,schmutmen,erhältken,泳ぐ,溺れる,誇蛾,予李ぬ,수영,물에 빠지다,코마들리게 하다,롤할,плавать,тонуть,тостуть,ужлавать,yüzmek,suda boğulmak,beftırmak,vişmek,drownswim,swim,utopitplavat,plavat,溺れる泳ぐ,泳ぐ,물에 빠지다수영,수영,suda boğulmakyüzmek,yüzmek,тонутьплавать,плавать
symbol,flag,flup,symamo,vlajka,symbol,symsví,alerka,flag,symbol,symkum,flyp,flagge,symbol,symhit,clouge,シンボル,国旗,シン宴約,アラ,상징,깃발,큐는,록해,символ,флаг,юнаг,симпур,sembol,bayrak,mevrak,tipbol,flagsymbol,symbol,vlajkasymbol,symbol,国旗シンボル,シンボル,깃발상징,상징,bayraksembol,sembol,флагсимвол,символ
syndrome,symptom,skewtom,synborne,symptom,syndrom,synzlob,kemptom,symptom,syndrom,foddrom,sympbad,symptom,syndrom,synfarm,sympatz,症候群,症状,繁せ裙,メケ,증후군,징후,다티,뼈들군,синдром,симптом,сбротом,изудром,sendrom,semptom,semphen,sendvut,symptomsyndrome,syndrome,symptomsyndrom,syndrom,症状症候群,症候群,징후증후군,증후군,semptomsendrom,sendrom,симптомсиндром,синдром
syringe,needle,vitdle,syprive,jehla,stříkačka,rychkačka,opola,nål,sprøjte,gerøjte,fel,nadel,spritze,staatze,narie,シリンジ,針,シリトプ,イベ,주사기,바늘,가엔,받을기,шприц,иголка,молвка,ынриц,şırınga,iğne,ödüne,şımortga,needlesyringe,syringe,jehlastříkačka,stříkačka,針シリンジ,シリンジ,바늘주사기,주사기,iğneşırınga,şırınga,иголкашприц,шприц
