"fa_target","fa_cue","type","target_type","cue_type","fa_cosine"
"نظامی","فریبگ","nonword","word","nonword",NA
"فرزند پسر","فرهنگ سپت","nonword","word","nonword",NA
"به شدت","فرهون","nonword","word","nonword",NA
"خوردن","فرودتخمدن","nonword","word","nonword",NA
"جایزه","فرتبنده","nonword","word","nonword",NA
"شب","maار","nonword","word","nonword",NA
"میزان","فشاروشادن","nonword","word","nonword",NA
"جواهر","رژانورد","nonword","word","nonword",NA
"شمالی","کهال","nonword","word","nonword",NA
"رمز و راز","فعالفعردن","nonword","word","nonword",NA
"فروتن","شغر","nonword","word","nonword",NA
"تنهایی","وفط","nonword","word","nonword",NA
"دادن","عنیر","nonword","word","nonword",NA
"به طور مشخص","فلفکر","nonword","word","nonword",NA
"راکون","فلكله","nonword","word","nonword",NA
"وظیفه","فندهوری","nonword","word","nonword",NA
"تفنگ","فنمین","nonword","word","nonword",NA
"خارجی","عتی","nonword","word","nonword",NA
"اعدام","فورآو فن","nonword","word","nonword",NA
"کشنده","ستری","nonword","word","nonword",NA
"محقق","فوقايدادهای","nonword","word","nonword",NA
"کارآفرین","فیونک","nonword","word","nonword",NA
"پدر","قااج","nonword","word","nonword",NA
"نوشتن","قاok","nonword","word","nonword",NA
"مسیر","تونون","nonword","word","nonword",NA
"چاقو","تونون","nonword","word","nonword",NA
"کارگر","افر","nonword","word","nonword",NA
"گروه","قبلا، پیش ازاشین","nonword","word","nonword",NA
"ملوان","قبشیه","nonword","word","nonword",NA
"گوجه فرنگی","قدنا","nonword","word","nonword",NA
"پرواز","قدتای","nonword","word","nonword",NA
"چندش آور","قرارييد","nonword","word","nonword",NA
"ماکارونی","قربازد","nonword","word","nonword",NA
"سیاره زهره","قرتل","nonword","word","nonword",NA
"همسر","صین","nonword","word","nonword",NA
"اقیانوس","طتر","nonword","word","nonword",NA
"غرور","قطار  تعلیممفادن","nonword","word","nonword",NA
"ماوراء الطبیعه","قطالنما","nonword","word","nonword",NA
"اردک","عجره","nonword","word","nonword",NA
"ایمان داشتن","عجعه","nonword","word","nonword",NA
"رسوایی","خصل شده","nonword","word","nonword",NA
"شستشو","طرار","nonword","word","nonword",NA
"نهایی","سرری","nonword","word","nonword",NA
"درست","اذد","nonword","word","nonword",NA
"محتوا","صحرمان","nonword","word","nonword",NA
"کیک","صحرمان","nonword","word","nonword",NA
"تا ابد","قولناغه","nonword","word","nonword",NA
"بدبختی","ضای","nonword","word","nonword",NA
"عجیب و غریب","کائنوس","nonword","word","nonword",NA
"خورشیدی","کائي","nonword","word","nonword",NA
"چهارمین","کادیس","nonword","word","nonword",NA
"کاربردی","کاونن","nonword","word","nonword",NA
"شور","کابیاو","nonword","word","nonword",NA
"بانوی","يستولیک","nonword","word","nonword",NA
"چیزی","ستر","nonword","word","nonword",NA
"سیاست","کاگمانه","nonword","word","nonword",NA
"چشم انداز","کامعناس","nonword","word","nonword",NA
"وزیر","کارگاه آمودسی","nonword","word","nonword",NA
"عبارت","کارناوتی","nonword","word","nonword",NA
"بستر","کابا","nonword","word","nonword",NA
"کلاسیک","کاذه","nonword","word","nonword",NA
"اخراج","کارس","nonword","word","nonword",NA
"انجام دادن","کایلد شکافی","nonword","word","nonword",NA
"پنیر","کالولش","nonword","word","nonword",NA
"بتمن","کايتا","nonword","word","nonword",NA
"عاشق شدن","کاناشي","nonword","word","nonword",NA
"رها کردن","کامپل","nonword","word","nonword",NA
"صمیمی","وصسول","nonword","word","nonword",NA
"کتاب","کتاب مبیس","nonword","word","nonword",NA
"بهبود","کتچرخانه","nonword","word","nonword",NA
"رئيس جمهور","کثوع","nonword","word","nonword",NA
"اتوبوس","کررل","nonword","word","nonword",NA
"ناحیه","زام","nonword","word","nonword",NA
"بیا","کردىرنگ","nonword","word","nonword",NA
"ناامید کننده","کریسصد","nonword","word","nonword",NA
"عزم","کسموکردن","nonword","word","nonword",NA
"دروغ گو","کشتلفتن","nonword","word","nonword",NA
"سلام","نگور","nonword","word","nonword",NA
"روشن","ژا","nonword","word","nonword",NA
"گاوچران","هااس","nonword","word","nonword",NA
"لیسیدن","کلانید","nonword","word","nonword",NA
"قطع کردن","کلاهلشیمنی","nonword","word","nonword",NA
"سندرم","کلها","nonword","word","nonword",NA
"صداقت","کلتش","nonword","word","nonword",NA
"سالاد","کلــا","nonword","word","nonword",NA
"سهشنبه","رتیه","nonword","word","nonword",NA
"نگرش","زش","nonword","word","nonword",NA
"کمد لباس","دهترین","nonword","word","nonword",NA
"اتاق خواب","جشک","nonword","word","nonword",NA
"عنوان","کمیسجان","nonword","word","nonword",NA
"لهجه","کناتل","nonword","word","nonword",NA
"شمار","کندوانس","nonword","word","nonword",NA
"متوقف کردن","کورخه","nonword","word","nonword",NA
"بیلیون","شگر","nonword","word","nonword",NA
"تاثیر گذاشتن","کورب","nonword","word","nonword",NA
"بهانه","کوکايان","nonword","word","nonword",NA
"لینگ","کوکل","nonword","word","nonword",NA
"دوستی","دلف","nonword","word","nonword",NA
"نام خانوادگی","تولو","nonword","word","nonword",NA
"کامیون","اسلومتر","nonword","word","nonword",NA
"نگران بودن","يپرسون","nonword","word","nonword",NA
"شرح","شيز","nonword","word","nonword",NA
"مراسم","گاپای","nonword","word","nonword",NA
"باهوش","گابهو بیگاه","nonword","word","nonword",NA
"شهردار","گايت","nonword","word","nonword",NA
"سریع","يجو","nonword","word","nonword",NA
"امپراتور","تاان","nonword","word","nonword",NA
"روغن","گردرگی","nonword","word","nonword",NA
"ربع","گريين","nonword","word","nonword",NA
"کیسه","گريين","nonword","word","nonword",NA
"رای","لیم","nonword","word","nonword",NA
"شوخی کردن","گرافان","nonword","word","nonword",NA
"پویشگر","گراشبان","nonword","word","nonword",NA
"خوشحال","خیارش","nonword","word","nonword",NA
"عاطفی","گفاخو","nonword","word","nonword",NA
"ازدواج","عجتن","nonword","word","nonword",NA
"دانشمند","گل وتبای","nonword","word","nonword",NA
"کشتن","رپف","nonword","word","nonword",NA
"صدا","فمو","nonword","word","nonword",NA
"افتخار و احترام","آواه","nonword","word","nonword",NA
"خوشمزه - لذیذ","جيج","nonword","word","nonword",NA
"تابش - تشعشع","چمدال","nonword","word","nonword",NA
"روزنامه","گويشکنید","nonword","word","nonword",NA
"هماهنگی","گوشت خفش","nonword","word","nonword",NA
"در آغوش گرفتن","بدشه","nonword","word","nonword",NA
"همراهی کردن","طلاه","nonword","word","nonword",NA
"موزه","لازاکيا","nonword","word","nonword",NA
"خائن","لایس","nonword","word","nonword",NA
"عنصر","لاثی","nonword","word","nonword",NA
"مدرسه","لاck","nonword","word","nonword",NA
"ارتباط","لامو","nonword","word","nonword",NA
"قرعه کشی","ودیه","nonword","word","nonword",NA
"فرانسوی","نج","nonword","word","nonword",NA
"خدا حافظ","لبناد","nonword","word","nonword",NA
"دستکاری کردن","وجت","nonword","word","nonword",NA
"مدال","ژيبین","nonword","word","nonword",NA
"آلفا","crیون","nonword","word","nonword",NA
"آره","صلنت","nonword","word","nonword",NA
"کشیش","لنوت","nonword","word","nonword",NA
"خون آشام","شهگ","nonword","word","nonword",NA
"سیرک","لیکاناد","nonword","word","nonword",NA
"روح","ماول","nonword","word","nonword",NA
"عکس","مايختن","nonword","word","nonword",NA
"بیگانه","ودشه","nonword","word","nonword",NA
"داخل","مانچا","nonword","word","nonword",NA
"اجازه دهید","مادان","nonword","word","nonword",NA
"عمو زاده","ماgo","nonword","word","nonword",NA
"کار","نجه","nonword","word","nonword",NA
"صحبت","نجه","nonword","word","nonword",NA
"ارد","ماهیدسن","nonword","word","nonword",NA
"بیمار","کـوس","nonword","word","nonword",NA
"گیتار","ماگد","nonword","word","nonword",NA
"شگفت انگیز","ماوش","nonword","word","nonword",NA
"اطلاعات","مایهسماسف","nonword","word","nonword",NA
"کم اهمیت","مبارزهعدن","nonword","word","nonword",NA
"دندان","كین","nonword","word","nonword",NA
"محیط","قیبت","nonword","word","nonword",NA
"استاد","ابازات","nonword","word","nonword",NA
"زشت","کالس","nonword","word","nonword",NA
"انتخابات","فهموع","nonword","word","nonword",NA
"ون","محافیث","nonword","word","nonword",NA
"پلاستیکی","محافظهئزار","nonword","word","nonword",NA
"کرامت","محعصب","nonword","word","nonword",NA
"صرفه جویی","محدوئل تنگ","nonword","word","nonword",NA
"عادت زنانه","محئه","nonword","word","nonword",NA
"سلاح","صال","nonword","word","nonword",NA
"غلط","محثن","nonword","word","nonword",NA
"غیر منصفانه","مخچوب","nonword","word","nonword",NA
"نشستن","نفالف","nonword","word","nonword",NA
"سیاه","گيزن","nonword","word","nonword",NA
"کشتی","مداپوز","nonword","word","nonword",NA
"شامپاین","اخل","nonword","word","nonword",NA
"تأسفبار - رقت انگیز","جمنی","nonword","word","nonword",NA
"از قصد","مداب","nonword","word","nonword",NA
"موقعیت","مدامیت","nonword","word","nonword",NA
"محموله","مدامیت","nonword","word","nonword",NA
"ایمان","اساسم","nonword","word","nonword",NA
"ارتش","مربیرچرزشی","nonword","word","nonword",NA
"کارتل","ئيد","nonword","word","nonword",NA
"چاه","نيگ","nonword","word","nonword",NA
"گلوله","مريزار","nonword","word","nonword",NA
"اجاره دادن","مرآت","nonword","word","nonword",NA
"كاهش دادن","مزاير","nonword","word","nonword",NA
"کیفیت","مزرعلبدار","nonword","word","nonword",NA
"مذهب","مسئوورت","nonword","word","nonword",NA
"پسر","مسابالت","nonword","word","nonword",NA
"بار","مسنلر","nonword","word","nonword",NA
"چهار","انتاجر","nonword","word","nonword",NA
"توصیه","مستعشبه","nonword","word","nonword",NA
"واکسن","مسابیم","nonword","word","nonword",NA
"فانتزی","مسخره  مضثت","nonword","word","nonword",NA
"بافت","مسبی","nonword","word","nonword",NA
"ماهیگیری","گلابه","nonword","word","nonword",NA
"جنگنده","مشاوبر","nonword","word","nonword",NA
"پرش","مشاوات","nonword","word","nonword",NA
"عفونت","مشگن","nonword","word","nonword",NA
"اکسیژن","معکونه","nonword","word","nonword",NA
"شعله","معاینهجفردن","nonword","word","nonword",NA
"وعده غذایی","معئل","nonword","word","nonword",NA
"بحران","معاي","nonword","word","nonword",NA
"خشم","معشوجا","nonword","word","nonword",NA
"رهبر","معیال","nonword","word","nonword",NA
"بالگرد","معدي","nonword","word","nonword",NA
"طوفان","مغيره","nonword","word","nonword",NA
"سرمایه گذار","ويرور","nonword","word","nonword",NA
"ساختگی","هسز","nonword","word","nonword",NA
"انجمن","مغنااسسی","nonword","word","nonword",NA
"حق شناسی","مفبتم","nonword","word","nonword",NA
"به وقوع پیوستن","راید","nonword","word","nonword",NA
"اداری","گناله","nonword","word","nonword",NA
"درخت","جکاومت","nonword","word","nonword",NA
"بسیار","دندار","nonword","word","nonword",NA
"نقشه","مقدار گای","nonword","word","nonword",NA
"زندان","شایدن","nonword","word","nonword",NA
"اعتراف کردن","پسکه","nonword","word","nonword",NA
"ذره","ومی","nonword","word","nonword",NA
"عملا","اقنوع","nonword","word","nonword",NA
"تامین مالی","منشق","nonword","word","nonword",NA
"گردن","منطقیکای","nonword","word","nonword",NA
"فشار","ییر","nonword","word","nonword",NA
"قفل کردن","مهمان نوردی","nonword","word","nonword",NA
"کبودی","مهسیس","nonword","word","nonword",NA
"قفسه سینه","یت","nonword","word","nonword",NA
"گاراژ","يتز","nonword","word","nonword",NA
"نارنجی","موat","nonword","word","nonword",NA
"گزینه","موربع","nonword","word","nonword",NA
"مایونز","مواریت","nonword","word","nonword",NA
"وزارتخانه","ستراث","nonword","word","nonword",NA
"راکتور","میکلمطالعه","nonword","word","nonword",NA
"عمل کردن","يکل","nonword","word","nonword",NA
"مانیتور","مییسون","nonword","word","nonword",NA
"مزاحم","میلییدر","nonword","word","nonword",NA
"منطقه","نامون","nonword","word","nonword",NA
"مادر بزرگ","میفت","nonword","word","nonword",NA
"بد","ناني  میخ","nonword","word","nonword",NA
"اسب","نارانك","nonword","word","nonword",NA
"بزرگراه","ناپااس","nonword","word","nonword",NA
"ارائه دادن","ناجران","nonword","word","nonword",NA
"مرده","میگوار","nonword","word","nonword",NA
"برگشت","ینم","nonword","word","nonword",NA
"مشروع","نانکتجاری","nonword","word","nonword",NA
"جهش","نایپمستعار","nonword","word","nonword",NA
"دریاچه","ناكشد","nonword","word","nonword",NA
"تصویب","نارودی","nonword","word","nonword",NA
"معمولی","ونن","nonword","word","nonword",NA
"کبد","ویض","nonword","word","nonword",NA
"جوش شیرین","نتچله","nonword","word","nonword",NA
"خریدار","نتچله","nonword","word","nonword",NA
"برداشتن","گفات","nonword","word","nonword",NA
"آنجا","گفیب","nonword","word","nonword",NA
"ژولیت","نخکلی","nonword","word","nonword",NA
"عقب","دخ","nonword","word","nonword",NA
"شرق","حمم","nonword","word","nonword",NA
"شعر","نرلفافزار","nonword","word","nonword",NA
"استعداد","رفدیک","nonword","word","nonword",NA
"رنگ زرد","نژادديرست","nonword","word","nonword",NA
"ویتامین","نسبتنرامیلی","nonword","word","nonword",NA
"زیبایی","تمان","nonword","word","nonword",NA
"اختلاف نظر","يگارت","nonword","word","nonword",NA
"مهربان","يدر","nonword","word","nonword",NA
"نوشتن","مکرت","nonword","word","nonword",NA
"منابع مالی","نفخى","nonword","word","nonword",NA
"ضخیم","نقخش","nonword","word","nonword",NA
"خودکار","نگاهلـردن","nonword","word","nonword",NA
"ادامه هید","نگراشدکننده","nonword","word","nonword",NA
"زندان","کشرانی","nonword","word","nonword",NA
"عروسی","نگه دامین","nonword","word","nonword",NA
"برق","کشهبان","nonword","word","nonword",NA
"گل","نمشتش","nonword","word","nonword",NA
"مرکز فرماندهی","نمشتش","nonword","word","nonword",NA
"متشکرم","نمایبهسوارکاری","nonword","word","nonword",NA
"ظالمانه","نمایتشاه","nonword","word","nonword",NA
"حماقت","نمداشی","nonword","word","nonword",NA
"علت","ازایی","nonword","word","nonword",NA
"تایید","کتامبر","nonword","word","nonword",NA
"دیدنی و جذاب - تماشایی","نوکي","nonword","word","nonword",NA
"فلز","نواران","nonword","word","nonword",NA
"شلنگ","نوكردن","nonword","word","nonword",NA
"نعوظ","نوداپسر","nonword","word","nonword",NA
"رم","نوجونده","nonword","word","nonword",NA
"امن است","جلین","nonword","word","nonword",NA
"تخم مرغ","تمم","nonword","word","nonword",NA
"رأی دهنده","رحمه شب","nonword","word","nonword",NA
"تلفن","نیاما","nonword","word","nonword",NA
"شرکت","یپل","nonword","word","nonword",NA
"درد","بتر","nonword","word","nonword",NA
"معمولا","ایف","nonword","word","nonword",NA
"ارزیابی","طلف  شی","nonword","word","nonword",NA
"برو","هرج كامرج","nonword","word","nonword",NA
"قاتل","هروه","nonword","word","nonword",NA
"صندلی","یبم","nonword","word","nonword",NA
"غالبا","شخار","nonword","word","nonword",NA
"مطالعه","اجدار","nonword","word","nonword",NA
"کمیته","اجدار","nonword","word","nonword",NA
"مردن","کوکار","nonword","word","nonword",NA
"به سرعت","همنده","nonword","word","nonword",NA
"فصل پاييز","تـر","nonword","word","nonword",NA
"خلبان","لبرمند","nonword","word","nonword",NA
"باند","هناتمه","nonword","word","nonword",NA
"تایمر","لگا","nonword","word","nonword",NA
"ودکا","اهرمون","nonword","word","nonword",NA
"جنایی","هوخاندانه","nonword","word","nonword",NA
"برف","ويشیار","nonword","word","nonword",NA
"زیست شناسی","هيمه","nonword","word","nonword",NA
"دور و بر","هیجان انيتز","nonword","word","nonword",NA
"سوت زدن","هیفنچی","nonword","word","nonword",NA
"ادرار کردن","هیچیا","nonword","word","nonword",NA
"بخش","واعو","nonword","word","nonword",NA
"واقعا","وادی","nonword","word","nonword",NA
"سوخت","وااى","nonword","word","nonword",NA
"تخت پادشاهی","والبگتن","nonword","word","nonword",NA
"گوریل","واقعسه","nonword","word","nonword",NA
"آسان","كنشتناک","nonword","word","nonword",NA
"فعالیت","بقشی","nonword","word","nonword",NA
"آینه","سنود","nonword","word","nonword",NA
"صادقانه","يلن","nonword","word","nonword",NA
"سنتی","وسیله ورلیه","nonword","word","nonword",NA
"خنده دار","ييع","nonword","word","nonword",NA
"عصبی","خسعیت","nonword","word","nonword",NA
"اخبار","ربیفه","nonword","word","nonword",NA
"کسب و کار","دبادار","nonword","word","nonword",NA
"میکروفون","دباداری","nonword","word","nonword",NA
"تئاتر","دباداری","nonword","word","nonword",NA
"سخت","وقيز","nonword","word","nonword",NA
"سرطان","بذیل","nonword","word","nonword",NA
"توت فرنگی","فوروس","nonword","word","nonword",NA
"مورچه","ویوفی","nonword","word","nonword",NA
"وسیع","ویضت","nonword","word","nonword",NA
"اثر انگشت","ویجای","nonword","word","nonword",NA
"مار","مقن","nonword","word","nonword",NA
"معاونت","یتیمهگانه","nonword","word","nonword",NA
"دانشگاه","وح","nonword","word","nonword",NA
"هفتگی","یکزمنده","nonword","word","nonword",NA
"قید","جهگا","nonword","word","nonword",NA
"رحم و شفقت فولسوزی","ازایی","nonword","nonword","nonword",NA
"دسامئي","باحيوحش","nonword","nonword","nonword",NA
"گرشه","هرتباه","nonword","nonword","nonword",NA
"معنن","فتر","nonword","nonword","nonword",NA
"صابنانه","چشحرانداز","nonword","nonword","nonword",NA
"اگاس","جمرکت","nonword","nonword","nonword",NA
"خاان","نمشتش","nonword","nonword","nonword",NA
"جدر","سیاهنده","nonword","nonword","nonword",NA
"نیازاحاشتن","هسز","nonword","nonword","nonword",NA
"آپودی","کابیاو","nonword","nonword","nonword",NA
"نظامیبرمایه داری","کلها","nonword","nonword","nonword",NA
"درگرغوش گرفتن","خودکشیدیردن","nonword","nonword","nonword",NA
"جای سگم","تركيندن","nonword","nonword","nonword",NA
"فيق","سیرمزمینی","nonword","nonword","nonword",NA
"گيالی","اعترil","nonword","nonword","nonword",NA
"یمم","راید","nonword","nonword","nonword",NA
"دودا","یخل","nonword","nonword","nonword",NA
"فریل","ایف","nonword","nonword","nonword",NA
"ممنوع کردههزست","رپف","nonword","nonword","nonword",NA
"بقش","کناتل","nonword","nonword","nonword",NA
"زیسترلناسی","خایدکوبی","nonword","nonword","nonword",NA
"مسگـه","پیروهش","nonword","nonword","nonword",NA
"مطالوق","حایاه","nonword","nonword","nonword",NA
"فورتد","جرte","nonword","nonword","nonword",NA
"درشلاره","ناني  میخ","nonword","nonword","nonword",NA
"پناب","پاكتيكامه","nonword","nonword","nonword",NA
"باگه","سپتايار","nonword","nonword","nonword",NA
"روکرامه","شيز","nonword","nonword","nonword",NA
"ینش","کبص","nonword","nonword","nonword",NA
"لاب","فوروس","nonword","nonword","nonword",NA
"تعائب","سقسف","nonword","nonword","nonword",NA
"سكار","پسکه","nonword","nonword","nonword",NA
"اورنامه","کورخه","nonword","nonword","nonword",NA
"تلke","یتیمهگانه","nonword","nonword","nonword",NA
"خندهوسار","کررل","nonword","nonword","nonword",NA
"بی نشیو","زنتگر","nonword","nonword","nonword",NA
"ويکن","مئنی","nonword","nonword","nonword",NA
"رخوتمند","اصد","nonword","nonword","nonword",NA
"صويخه","فرارلیردن","nonword","nonword","nonword",NA
"شارد","جلوگیرتشکردن","nonword","nonword","nonword",NA
"ويض","گییزه","nonword","nonword","nonword",NA
"رگر","راقۀ","nonword","nonword","nonword",NA
"نگروز","شواهتزو مدارک","nonword","nonword","nonword",NA
"ردانه","گلابه","nonword","nonword","nonword",NA
"ناامیدبرننده","قبلا، پیش ازاشین","nonword","nonword","nonword",NA
"تأسفبادن رقت انگیز","انسوسی","nonword","nonword","nonword",NA
"ناخوشاتود","بايين","nonword","nonword","nonword",NA
"گنميکار","شیر فلود","nonword","nonword","nonword",NA
"بزقای","مسابیم","nonword","nonword","nonword",NA
"داريگاه","فتتن","nonword","nonword","nonword",NA
"سرآشاغ","كيرار کردن","nonword","nonword","nonword",NA
"بابهی","لیم","nonword","nonword","nonword",NA
"گزابان","خبرانداز","nonword","nonword","nonword",NA
"داما","ادارىىکردن","nonword","nonword","nonword",NA
"قابلکجوجه","صال","nonword","nonword","nonword",NA
"ریتمل","رفدیک","nonword","nonword","nonword",NA
"سرخرن","یتر","nonword","nonword","nonword",NA
"نقرا","هدسم","nonword","nonword","nonword",NA
"زیبانا","بزعه","nonword","nonword","nonword",NA
"معاور","يب","nonword","nonword","nonword",NA
"تماشفوکردن","ناجران","nonword","nonword","nonword",NA
"فرهنگاه","پروتالن","nonword","nonword","nonword",NA
"زکردانی","مایار","nonword","nonword","nonword",NA
"خویر","آموار","nonword","nonword","nonword",NA
"هيد","گناله","nonword","nonword","nonword",NA
"فورتال","بیح","nonword","nonword","nonword",NA
"مرشه","ازمالی","nonword","nonword","nonword",NA
"دردند","بکارض","nonword","nonword","nonword",NA
"آلگوش","ژيهار نظر","nonword","nonword","nonword",NA
"امکاانپذیری","زغالپینگ","nonword","nonword","nonword",NA
"دسدکار","فنه","nonword","nonword","nonword",NA
"جوکسر","پاجره","nonword","nonword","nonword",NA
"تحتوران","نرلفافزار","nonword","nonword","nonword",NA
"ارزشتاد","یپل","nonword","nonword","nonword",NA
"مانکاره","موat","nonword","nonword","nonword",NA
"صبجونه","گفات","nonword","nonword","nonword",NA
"قطهوکردن","دانشجیه","nonword","nonword","nonword",NA
"نبستون","مهمان نوردی","nonword","nonword","nonword",NA
"يز","رئر مجاز","nonword","nonword","nonword",NA
"شصاهرات","تیازه","nonword","nonword","nonword",NA
"نوراان","كچa","nonword","nonword","nonword",NA
"مشنهی","ذهشکی","nonword","nonword","nonword",NA
"زبتاب","علم شیطو","nonword","nonword","nonword",NA
"اح","پیشنهایاکردن","nonword","nonword","nonword",NA
"انتخابتكنید","هیجان انيتز","nonword","nonword","nonword",NA
"نویون","میکلمطالعه","nonword","nonword","nonword",NA
"داتم","ایدهغسل","nonword","nonword","nonword",NA
"خلاقهي","نتچله","nonword","nonword","nonword",NA
"تولید  محغسل","مایهسماسف","nonword","nonword","nonword",NA
"ششکا","بیابت","nonword","nonword","nonword",NA
"مایش","اهرمون","nonword","nonword","nonword",NA
"تامیودمالی","اجدار","nonword","nonword","nonword",NA
"آنقه","گزابان","nonword","nonword","nonword",NA
"ميسانه","رودـه","nonword","nonword","nonword",NA
"ساکند","تلسکحي","nonword","nonword","nonword",NA
"حرتک","تونتن","nonword","nonword","nonword",NA
"يز","فرلين","nonword","nonword","nonword",NA
"أتت","عمتنی","nonword","nonword","nonword",NA
"جکار","بانکن","nonword","nonword","nonword",NA
"يرک","عقول","nonword","nonword","nonword",NA
"وسچت","مستعشبه","nonword","nonword","nonword",NA
"نبدی","ولادت","nonword","nonword","nonword",NA
"نزتار","پول خشد","nonword","nonword","nonword",NA
"ایزای","سلدستی","nonword","nonword","nonword",NA
"جالبشتست","لایس","nonword","nonword","nonword",NA
"دهبکاله","يق","nonword","nonword","nonword",NA
"شابه","بیوودا","nonword","nonword","nonword",NA
"ضدوت","یبم","nonword","nonword","nonword",NA
"ينک","روزنامتجنگاری","nonword","nonword","nonword",NA
"بهاید","عاده","nonword","nonword","nonword",NA
"پیداومردن","موسور","nonword","nonword","nonword",NA
"فتر","پاur","nonword","nonword","nonword",NA
"یز","تاخي","nonword","nonword","nonword",NA
"صنکت","خوتطبینانه","nonword","nonword","nonword",NA
"بالاششردن","غیرومرعی، ساختگی","nonword","nonword","nonword",NA
"خجال","نجه","nonword","nonword","nonword",NA
"به اطلاعیاساندن","ییر","nonword","nonword","nonword",NA
"وتح","اررنگاه","nonword","nonword","nonword",NA
"عرزیکی","بایش","nonword","nonword","nonword",NA
"حسلب","درونسم داخلی","nonword","nonword","nonword",NA
"نگيت","يکز","nonword","nonword","nonword",NA
"پارااهی","گسافی","nonword","nonword","nonword",NA
"سیاسلحدار","قطار  تعلیممفادن","nonword","nonword","nonword",NA
"رسگ","پواوو","nonword","nonword","nonword",NA
"معل","علريت","nonword","nonword","nonword",NA
"مامونمت","واب","nonword","nonword","nonword",NA
"درطيفتن","رنهابردن","nonword","nonword","nonword",NA
"پاcy","مشاوبر","nonword","nonword","nonword",NA
"دريوهایت","داشوین","nonword","nonword","nonword",NA
"خجال","چهخیص","nonword","nonword","nonword",NA
"داهبی","گذرال","nonword","nonword","nonword",NA
"تووافرنگی","دخید","nonword","nonword","nonword",NA
"یلش","ویوفی","nonword","nonword","nonword",NA
"جنسیده","منشق","nonword","nonword","nonword",NA
"لئی 🀄","رايز","nonword","nonword","nonword",NA
"تخاوب","رورينه","nonword","nonword","nonword",NA
"صنفای","ابیت","nonword","nonword","nonword",NA
"بتتران","تیازه","nonword","nonword","nonword",NA
"سونيخ","وصسول","nonword","nonword","nonword",NA
"رولش","کبصی","nonword","nonword","nonword",NA
"مراست","طوف","nonword","nonword","nonword",NA
"سولن","ضای","nonword","nonword","nonword",NA
"ناپدیدفادن","عکقه","nonword","nonword","nonword",NA
"هندر","بیزنطر","nonword","nonword","nonword",NA
"ارائــدادن","سیفاتکاملی","nonword","nonword","nonword",NA
"ویی","فربتگرفتن","nonword","nonword","nonword",NA
"صداتور","لنان","nonword","nonword","nonword",NA
"ژنالت","پارایائید","nonword","nonword","nonword",NA
"علام","آدم فیا","nonword","nonword","nonword",NA
"دادۀ","شیيگر","nonword","nonword","nonword",NA
"متوقپرکردن","طرار","nonword","nonword","nonword",NA
"کههای","پاییرنتر","nonword","nonword","nonword",NA
"حکال کردن","ارکسید","nonword","nonword","nonword",NA
"افتخارثم احترام","تنبیگزکردن","nonword","nonword","nonword",NA
"رمن","اويون","nonword","nonword","nonword",NA
"کمدتمالی","تونون","nonword","nonword","nonword",NA
"استفاده مفید","دریانت","nonword","nonword","nonword",NA
"وجش","آدهحساده","nonword","nonword","nonword",NA
"مـيس جمهور","استعكه","nonword","nonword","nonword",NA
"اتمسمد","ستها","nonword","nonword","nonword",NA
"راتتن","کوکايان","nonword","nonword","nonword",NA
"جفط","فندهوری","nonword","nonword","nonword",NA
"جوکنشیرین","مربیرچرزشی","nonword","nonword","nonword",NA
"امپريشوری","dy","nonword","nonword","nonword",NA
"متهمسان","تووب","nonword","nonword","nonword",NA
"نجه","زام","nonword","nonword","nonword",NA
"درجه حرافز","ناوایی","nonword","nonword","nonword",NA
"پرههده","ونر","nonword","nonword","nonword",NA
"مننله","فشاروشادن","nonword","nonword","nonword",NA
"جبراحعکردن","ييع","nonword","nonword","nonword",NA
"مسلس","ندد","nonword","nonword","nonword",NA
"ساسين","هروه","nonword","nonword","nonword",NA
"ستر","مريزار","nonword","nonword","nonword",NA
"یونم","الهاایبخشیدن","nonword","nonword","nonword",NA
"تشيهی","جنتای","nonword","nonword","nonword",NA
"تولیآسکردن","شریس","nonword","nonword","nonword",NA
"زنده ماناپ","تربنکردن","nonword","nonword","nonword",NA
"واقعهسین","سرحاس","nonword","nonword","nonword",NA
"ندر","پاپونه","nonword","nonword","nonword",NA
"بی ايطش","کشرانی","nonword","nonword","nonword",NA
"دریادی","شابط","nonword","nonword","nonword",NA
"کیسرت","لبناد","nonword","nonword","nonword",NA
"روههامه نگار","مداب","nonword","nonword","nonword",NA
"فرندرفتن","کونترنت","nonword","nonword","nonword",NA
"یترستان","نمایبهسوارکاری","nonword","nonword","nonword",NA
"ونهام","کارس","nonword","nonword","nonword",NA
"لاششپشت","محافظهئزار","nonword","nonword","nonword",NA
"پوپاگر","جهگا","nonword","nonword","nonword",NA
"جمع ادری","بازگاب","nonword","nonword","nonword",NA
"بهطردت","تاودت","nonword","nonword","nonword",NA
"چکتر","ابتهشم","nonword","nonword","nonword",NA
"گنار","راقۀ","nonword","nonword","nonword",NA
"بدزهانسی","وااى","nonword","nonword","nonword",NA
"داتش","گرافان","nonword","nonword","nonword",NA
"مزارش","حقوقپرازنشستگی","nonword","nonword","nonword",NA
"تعد","لکوب","nonword","nonword","nonword",NA
"ونر","سرانرشم","nonword","nonword","nonword",NA
"تدر منصفانه","بهچحور طبیعی","nonword","nonword","nonword",NA
"موآمد","تبلیتوت","nonword","nonword","nonword",NA
