"af_cue","af_target","type","cue_type","target_type","af_cosine"
"jaarbeurs","aiaai","nonword","word","nonword",NA
"toneelstuk","aiaan","nonword","word","nonword",NA
"leegmaak","aiaap","nonword","word","nonword",NA
"hemp","kaartkamer","nonword","word","nonword",NA
"reklame","slagsug","nonword","word","nonword",NA
"fisika","gaanveld","nonword","word","nonword",NA
"zombie","arang","nonword","word","nonword",NA
"gryp","sllt","nonword","word","nonword",NA
"radio","vriendmoordenares","nonword","word","nonword",NA
"stok","aiuit","nonword","word","nonword",NA
"tiener","southdoekie","nonword","word","nonword",NA
"advies","snkou","nonword","word","nonword",NA
"moordenaar","snelkop","nonword","word","nonword",NA
"woestyn","oky","nonword","word","nonword",NA
"delikaat","broker","nonword","word","nonword",NA
"tablet","orn","nonword","word","nonword",NA
"gewaag","sonërs","nonword","word","nonword",NA
"ruimtevaarder","magne","nonword","word","nonword",NA
"burgerlike","werkrag","nonword","word","nonword",NA
"fokus","ttus","nonword","word","nonword",NA
"vooruitgang","spinr","nonword","word","nonword",NA
"diefstal","naishetti","nonword","word","nonword",NA
"manlik","spoc","nonword","word","nonword",NA
"nommer","spanhoek","nonword","word","nonword",NA
"vloek","treinding","nonword","word","nonword",NA
"vraag","spuu","nonword","word","nonword",NA
"oupa","brandsialis","nonword","word","nonword",NA
"rotsskerf","smeltder","nonword","word","nonword",NA
"klas","freeël","nonword","word","nonword",NA
"vigs","spror","nonword","word","nonword",NA
"moed","vroed","nonword","word","nonword",NA
"lid","spitt","nonword","word","nonword",NA
"skielik","straigkamer","nonword","word","nonword",NA
"teenmiddel","speang","nonword","word","nonword",NA
"sterk","spuitbaars","nonword","word","nonword",NA
"kaartjie","stell","nonword","word","nonword",NA
"heildronk","steet","nonword","word","nonword",NA
"suid","stva","nonword","word","nonword",NA
"geveg","groepbeeld","nonword","word","nonword",NA
"bombardeer","stou","nonword","word","nonword",NA
"stoot","stapsin","nonword","word","nonword",NA
"onreg","dissie","nonword","word","nonword",NA
"keer","steeag","nonword","word","nonword",NA
"ambassade","stmag","nonword","word","nonword",NA
"groen","stoon","nonword","word","nonword",NA
"skinderstorie","stemmendfie","nonword","word","nonword",NA
"natuurlik","orer","nonword","word","nonword",NA
"drama","stoef","nonword","word","nonword",NA
"speel seun","ryerk","nonword","word","nonword",NA
"naak","brandrestelsel","nonword","word","nonword",NA
"gesondheid","sticr","nonword","word","nonword",NA
"altyd","heelte","nonword","word","nonword",NA
"minimum","bloel","nonword","word","nonword",NA
"simptoom","reof","nonword","word","nonword",NA
"totaal","starf","nonword","word","nonword",NA
"idee","stak","nonword","word","nonword",NA
"kompliment","stnam","nonword","word","nonword",NA
"rusteken","ewigwerig","nonword","word","nonword",NA
"gewoon","stramo","nonword","word","nonword",NA
"selfmoord","ruimtegie","nonword","word","nonword",NA
"onwettig","stieftuur","nonword","word","nonword",NA
"skoenlapper","stulaar","nonword","word","nonword",NA
"sekuriteit","stow","nonword","word","nonword",NA
"sê","styir","nonword","word","nonword",NA
"skare","stoy","nonword","word","nonword",NA
"toernooi","susterstoor","nonword","word","nonword",NA
"waarborg","suursien","nonword","word","nonword",NA
"seerower","etaar","nonword","word","nonword",NA
"verhuis","etak","nonword","word","nonword",NA
"bring","kinggerskap","nonword","word","nonword",NA
"virus","lyart","nonword","word","nonword",NA
"monnik","swnn","nonword","word","nonword",NA
"vorstelik","tabeen","nonword","word","nonword",NA
"gans","tamamann","nonword","word","nonword",NA
"vlugteling","taci","nonword","word","nonword",NA
"gewilde","tearing","nonword","word","nonword",NA
"instink","puntdeel","nonword","word","nonword",NA
"kabel","teenstandkaidō","nonword","word","nonword",NA
"nutteloos","aser","nonword","word","nonword",NA
"modern","tegraak","nonword","word","nonword",NA
"ongewoon","terie","nonword","word","nonword",NA
"rivier","terie","nonword","word","nonword",NA
"kollege","telebeid","nonword","word","nonword",NA
"pornage","tedraalstelling","nonword","word","nonword",NA
"brein","televirchow","nonword","word","nonword",NA
"stil","temperarings","nonword","word","nonword",NA
"leer","tendae","nonword","word","nonword",NA
"handelsmerk","te	ons","nonword","word","nonword",NA
"voorstel","terugsentreer","nonword","word","nonword",NA
"dodelike","terr","nonword","word","nonword",NA
"glorieriek","tehuisde","nonword","word","nonword",NA
"elimineer","domner","nonword","word","nonword",NA
"huis","ticon","nonword","word","nonword",NA
"finaal","tilis","nonword","word","nonword",NA
"gyselares","toebou","nonword","word","nonword",NA
"groot","toespring","nonword","word","nonword",NA
"onskuldig","toetief","nonword","word","nonword",NA
"omsirkel","toeley","nonword","word","nonword",NA
"ruitery","toewyclif","nonword","word","nonword",NA
"dogter","toplantspeler","nonword","word","nonword",NA
"beskryf","tonmis","nonword","word","nonword",NA
"stil","nuusnado","nonword","word","nonword",NA
"begeleiding","awu","nonword","word","nonword",NA
"generaal","towelers","nonword","word","nonword",NA
"toertjie","tradisiostroom","nonword","word","nonword",NA
"toer","traseen","nonword","word","nonword",NA
"maan","trld","nonword","word","nonword",NA
"kommersiële","trekk","nonword","word","nonword",NA
"ontvoer","trien","nonword","word","nonword",NA
"nugter","trine","nonword","word","nonword",NA
"suster","eerperk","nonword","word","nonword",NA
"sleepwa","kolskrif","nonword","word","nonword",NA
"mars","py","nonword","word","nonword",NA
"bewaar","uit terplek","nonword","word","nonword",NA
"brokstuk","uitdapark","nonword","word","nonword",NA
"pomp","uitvaartdelik","nonword","word","nonword",NA
"aardbewing","uiskap","nonword","word","nonword",NA
"kompas","uit diese","nonword","word","nonword",NA
"herstel","tokkies","nonword","word","nonword",NA
"sag","uitnaal","nonword","word","nonword",NA
"eeu","uitdrukling","nonword","word","nonword",NA
"haai","uitverkograaf","nonword","word","nonword",NA
"piesang","uitvoeders","nonword","word","nonword",NA
"vloeibaar","uitwerheid","nonword","word","nonword",NA
"seël","chiek","nonword","word","nonword",NA
"soldaat","stuform","nonword","word","nonword",NA
"illusie","universigings","nonword","word","nonword",NA
"beskou","nisne","nonword","word","nonword",NA
"inspektrise","vakan","nonword","word","nonword",NA
"stalkneg","vavoorsie","nonword","word","nonword",NA
"sak","brolei","nonword","word","nonword",NA
"klavier","uurpier","nonword","word","nonword",NA
"kort","cyn","nonword","word","nonword",NA
"sensor","vado","nonword","word","nonword",NA
"hoender","vaachaje","nonword","word","nonword",NA
"belaglik","vaba","nonword","word","nonword",NA
"herdenking","vasbeslotengracht","nonword","word","nonword",NA
"lamp","croter","nonword","word","nonword",NA
"pa","erflig","nonword","word","nonword",NA
"stryk","veiliggaam","nonword","word","nonword",NA
"smaak","eil","nonword","word","nonword",NA
"aanbied","woordtilasie","nonword","word","nonword",NA
"optimisties","vedan","nonword","word","nonword",NA
"voorval","gir","nonword","word","nonword",NA
"in staat stel","verbanach","nonword","word","nonword",NA
"wapen","verbetenaars","nonword","word","nonword",NA
"kombers","verdrie","nonword","word","nonword",NA
"gebeur","vercis","nonword","word","nonword",NA
"hormoon","verdestel","nonword","word","nonword",NA
"suig","verdebuut","nonword","word","nonword",NA
"majesteit","verraak","nonword","word","nonword",NA
"antwoord","verdwyseer","nonword","word","nonword",NA
"realiteit","verblas","nonword","word","nonword",NA
"gehoor","vergadelaars","nonword","word","nonword",NA
"varkvleis","vervraag","nonword","word","nonword",NA
"liggaam","verfeer","nonword","word","nonword",NA
"oorlog","vervoud","nonword","word","nonword",NA
"skrapie","verfrisdag","nonword","word","nonword",NA
"toekomstig","verkieteer","nonword","word","nonword",NA
"wys","verklameer","nonword","word","nonword",NA
"oorwinning","versons","nonword","word","nonword",NA
"golf","verteus","nonword","word","nonword",NA
"genie","verhout","nonword","word","nonword",NA
"geduld","vernaamder","nonword","word","nonword",NA
"rots","vernel","nonword","word","nonword",NA
"aandag","vernietikloks","nonword","word","nonword",NA
"verskynsel","veroortrie","nonword","word","nonword",NA
"geheim","verloofer","nonword","word","nonword",NA
"senior","versterf","nonword","word","nonword",NA
"kommissie","verskilpads","nonword","word","nonword",NA
"brood","verbrook","nonword","word","nonword",NA
"privaat","verbrok","nonword","word","nonword",NA
"laag","verdraag","nonword","word","nonword",NA
"bron","verstan","nonword","word","nonword",NA
"kroon","verbrood","nonword","word","nonword",NA
"rooi","verkruiwa","nonword","word","nonword",NA
"koop","verbok","nonword","word","nonword",NA
"invoeg","verwarhawk","nonword","word","nonword",NA
"honger","verdae","nonword","word","nonword",NA
"skaduwee","verwyking","nonword","word","nonword",NA
"bly","vifix","nonword","word","nonword",NA
"hare","dwer","nonword","word","nonword",NA
"beleef","paarde","nonword","word","nonword",NA
"maan","vige","nonword","word","nonword",NA
"biblioteek","vingerafskeid","nonword","word","nonword",NA
"nodig","aranig","nonword","word","nonword",NA
"skouer","aranig","nonword","word","nonword",NA
"sekretaris","vir pans","nonword","word","nonword",NA
"werkswinkel","visvolk","nonword","word","nonword",NA
"lewendig","visvolk","nonword","word","nonword",NA
"digter","vitatext","nonword","word","nonword",NA
"haat","myam","nonword","word","nonword",NA
"koppie","vliss","nonword","word","nonword",NA
"skepping","chieg","nonword","word","nonword",NA
"rum","vloeitol","nonword","word","nonword",NA
"kontrak","myoot","nonword","word","nonword",NA
"erken","myoot","nonword","word","nonword",NA
"held","loug","nonword","word","nonword",NA
"september","evanteling","nonword","word","nonword",NA
"in werklikheid","vomie","nonword","word","nonword",NA
"skyn","brentuig","nonword","word","nonword",NA
"bevel","iil","nonword","word","nonword",NA
"toerusting","volkruide","nonword","word","nonword",NA
"outeur","volmorf","nonword","word","nonword",NA
"kroeg","volmorf","nonword","word","nonword",NA
"lipstiffie","vondae","nonword","word","nonword",NA
"wond","selfberei","nonword","word","nonword",NA
"dna","voorstof","nonword","word","nonword",NA
"romeo","voorneer","nonword","word","nonword",NA
"ou","voortdumies","nonword","word","nonword",NA
"ninja","zoa","nonword","word","nonword",NA
"oerwoud","ëlag","nonword","word","nonword",NA
"tamatiesous","heermotor","nonword","word","nonword",NA
"af","vreezl","nonword","word","nonword",NA
"letterlik","kweekde","nonword","word","nonword",NA
"stewig","vrnks","nonword","word","nonword",NA
"hond","vrunt","nonword","word","nonword",NA
"stadig","preekde","nonword","word","nonword",NA
"voorreg","bloemdelik","nonword","word","nonword",NA
"ingenieur","vrienmus","nonword","word","nonword",NA
"ongelukkig","stringskap","nonword","word","nonword",NA
"liefdadigheid","vrnds","nonword","word","nonword",NA
"einde","snoeg","nonword","word","nonword",NA
"washington","geou","nonword","word","nonword",NA
"erfenis","geou","nonword","word","nonword",NA
"geraas","geou","nonword","word","nonword",NA
"hand","geou","nonword","word","nonword",NA
"lykskouing","stamte","nonword","word","nonword",NA
"tenk","nay","nonword","word","nonword",NA
"maer","deurgewig","nonword","word","nonword",NA
"paradys","vrywilners","nonword","word","nonword",NA
"gallery","vusj","nonword","word","nonword",NA
"kampeer","tanlis","nonword","word","nonword",NA
"straf","reisstasie","nonword","word","nonword",NA
"jeug","dyrk","nonword","word","nonword",NA
"wins","waarhoek","nonword","word","nonword",NA
"bedekking","waardenaar","nonword","word","nonword",NA
"weste","deurdig","nonword","word","nonword",NA
"kos","tweedigheid","nonword","word","nonword",NA
"roete","waarbui","nonword","word","nonword",NA
"lekker","tweeskynlik","nonword","word","nonword",NA
"middernag","tweeskynlik","nonword","word","nonword",NA
"familielid","erfwoord","nonword","word","nonword",NA
"melk","punglik","nonword","word","nonword",NA
"superman","wama","nonword","word","nonword",NA
"stewel","waëls","nonword","word","nonword",NA
"koolstof","gns","nonword","word","nonword",NA
"een","washem","nonword","word","nonword",NA
"opereer","wasteks","nonword","word","nonword",NA
"vandag","watervlerkpad","nonword","word","nonword",NA
"getuie","waterpaaie","nonword","word","nonword",NA
"duisend","waterkend","nonword","word","nonword",NA
"hoes","pilson","nonword","word","nonword",NA
"naby","umb","nonword","word","nonword",NA
"geselskap","wezi","nonword","word","nonword",NA
"taak","weekgieë","nonword","word","nonword",NA
"wet","weersia","nonword","word","nonword",NA
"toelaat","bnet","nonword","word","nonword",NA
"gewas","ern","nonword","word","nonword",NA
"glas","eksner","nonword","word","nonword",NA
"reël","wepe","nonword","word","nonword",NA
"administrasie","wenlis","nonword","word","nonword",NA
"slim","wêheim","nonword","word","nonword",NA
"bestuur","wedu","nonword","word","nonword",NA
"gewig","kasker","nonword","word","nonword",NA
"orkaan","sienlike","nonword","word","nonword",NA
"pistool","stratelik","nonword","word","nonword",NA
"soms","wetenders","nonword","word","nonword",NA
"pols","wetenborouglike","nonword","word","nonword",NA
"anker","moltig","nonword","word","nonword",NA
"reën","wiek","nonword","word","nonword",NA
"land","boekel","nonword","word","nonword",NA
"toevlug","boeter","nonword","word","nonword",NA
"medelydend","markkunde","nonword","word","nonword",NA
"bekommerd","fürka","nonword","word","nonword",NA
"laat","nkode","nonword","word","nonword",NA
"joernalisme","taddend","nonword","word","nonword",NA
"keiser","woky","nonword","word","nonword",NA
"mafia","voedstel","nonword","word","nonword",NA
"man","frud","nonword","word","nonword",NA
"verbruin","ngeed","nonword","word","nonword",NA
"uitgang","broekheid","nonword","word","nonword",NA
"resultaat","ofd","nonword","word","nonword",NA
"emm","magtemann","nonword","nonword","nonword",NA
"selaar","vado","nonword","nonword","nonword",NA
"bying","mikrovleis","nonword","nonword","nonword",NA
"kommersiëleraarspaar","azastof","nonword","nonword","nonword",NA
"soson","dicon","nonword","nonword","nonword",NA
"ortant","sinoom","nonword","nonword","nonword",NA
"kreur","visvolk","nonword","nonword","nonword",NA
"pristal","meky","nonword","nonword","nonword",NA
"robo","sireau","nonword","nonword","nonword",NA
"mabod","versons","nonword","nonword","nonword",NA
"ël","vasbeslotengracht","nonword","nonword","nonword",NA
"sukoopman","tearing","nonword","nonword","nonword",NA
"stapete","selfberei","nonword","nonword","nonword",NA
"bemansjet","eit","nonword","nonword","nonword",NA
"tuisbewing","finansiestaat","nonword","nonword","nonword",NA
"gooder","maasties","nonword","nonword","nonword",NA
"norofel","oebum","nonword","nonword","nonword",NA
"aser","paranormaleraarspaar","nonword","nonword","nonword",NA
"indrukwekplaas","dians","nonword","nonword","nonword",NA
"distus","verdrie","nonword","nonword","nonword",NA
"akate","diskwyt","nonword","nonword","nonword",NA
"opband","argilant","nonword","nonword","nonword",NA
"reuker","geskoue","nonword","nonword","nonword",NA
"oudde","liës","nonword","nonword","nonword",NA
"yelnie","kinggerskap","nonword","nonword","nonword",NA
"gualig","pryswer","nonword","nonword","nonword",NA
"wynvo","biolostryd","nonword","nonword","nonword",NA
"onei","gelitz","nonword","nonword","nonword",NA
"rolac","helikopterskirchhof","nonword","nonword","nonword",NA
"ngt","geeur","nonword","nonword","nonword",NA
"diakeel","teenstandkaidō","nonword","nonword","nonword",NA
"mbg","skdyn","nonword","nonword","nonword",NA
"pleus","verwarhawk","nonword","nonword","nonword",NA
"steptelik","onderwylings","nonword","nonword","nonword",NA
"elimiping","haem","nonword","nonword","nonword",NA
"nende","fantasmaan","nonword","nonword","nonword",NA
"duisiek","steinmeisie","nonword","nonword","nonword",NA
"mentuur","vernietikloks","nonword","nonword","nonword",NA
"maatniese","thins","nonword","nonword","nonword",NA
"verstem","treinding","nonword","nonword","nonword",NA
"ongesluitlik","ylus","nonword","nonword","nonword",NA
"transte","komepark","nonword","nonword","nonword",NA
"teby","redebuut","nonword","nonword","nonword",NA
"urg","kulse","nonword","nonword","nonword",NA
"aanhout","kanpaar","nonword","nonword","nonword",NA
"onthaalder","beskof","nonword","nonword","nonword",NA
"verduisding","aranig","nonword","nonword","nonword",NA
"verhoubaar","lengtskap","nonword","nonword","nonword",NA
"ingangstrise","bevoorking","nonword","nonword","nonword",NA
"oorkets","nuusnado","nonword","nonword","nonword",NA
"entoesiasmelanchthon","volmorf","nonword","nonword","nonword",NA
"begees","ggs","nonword","nonword","nonword",NA
"opmertjie","änt","nonword","nonword","nonword",NA
"hulpemann","vir pans","nonword","nonword","nonword",NA
"ryerk","ongetree","nonword","nonword","nonword",NA
"getigd","iekuns","nonword","nonword","nonword",NA
"begolf","reor","nonword","nonword","nonword",NA
"instoel","boekel","nonword","nonword","nonword",NA
"vaartsoorgestelde","zoa","nonword","nonword","nonword",NA
"rhony","politigroep","nonword","nonword","nonword",NA
"godsdag","verdae","nonword","nonword","nonword",NA
"skul","produking","nonword","nonword","nonword",NA
"deeltog","tfus","nonword","nonword","nonword",NA
"olaag","beskrander","nonword","nonword","nonword",NA
"urg","misnant","nonword","nonword","nonword",NA
"itr","stieftuur","nonword","nonword","nonword",NA
"reiger","verdwyseer","nonword","nonword","nonword",NA
"ambassaworth","blwo","nonword","nonword","nonword",NA
"strami","vreezl","nonword","nonword","nonword",NA
"kostaatlike","mikleuter","nonword","nonword","nonword",NA
"jaforts","verbetenaars","nonword","nonword","nonword",NA
"ongelukstown","slagsug","nonword","nonword","nonword",NA
"enkop","sienlike","nonword","nonword","nonword",NA
"ër","oco","nonword","nonword","nonword",NA
"bestap","optaamlik","nonword","nonword","nonword",NA
"ieg","flatlike","nonword","nonword","nonword",NA
"aput","hilkie","nonword","nonword","nonword",NA
"aapja","beskiknis","nonword","nonword","nonword",NA
"ditos","stulaar","nonword","nonword","nonword",NA
"redsier","kreatiwispraak","nonword","nonword","nonword",NA
"vrybui","registuin","nonword","nonword","nonword",NA
"waba","dwer","nonword","nonword","nonword",NA
"kaing","onnochro","nonword","nonword","nonword",NA
"risigram","wepe","nonword","nonword","nonword",NA
"levardsnade","bloel","nonword","nonword","nonword",NA
"celecountty","invloedrasie","nonword","nonword","nonword",NA
"kavaarder","vragdaal","nonword","nonword","nonword",NA
"begrobler","verraak","nonword","nonword","nonword",NA
"vermengsel","druit","nonword","nonword","nonword",NA
"towerpark","noudheid","nonword","nonword","nonword",NA
"lays","omdies","nonword","nonword","nonword",NA
"gecies","aranig","nonword","nonword","nonword",NA
"progue","agadom","nonword","nonword","nonword",NA
"finansibring","loiss","nonword","nonword","nonword",NA
"ound","veiliggaam","nonword","nonword","nonword",NA
"eig","tendae","nonword","nonword","nonword",NA
"snortoom","oukerske","nonword","nonword","nonword",NA
"kirig","aklaar","nonword","nonword","nonword",NA
"pasert","waardenaar","nonword","nonword","nonword",NA
"tamieë","deerde","nonword","nonword","nonword",NA
"familievlieg","konie","nonword","nonword","nonword",NA
"setas","handklep","nonword","nonword","nonword",NA
"wynwel","donu","nonword","nonword","nonword",NA
"hlis","sabotadeusz","nonword","nonword","nonword",NA
"ryksfees","taddend","nonword","nonword","nonword",NA
"tml","geving","nonword","nonword","nonword",NA
"oyd","frud","nonword","nonword","nonword",NA
"veryk","onderlist","nonword","nonword","nonword",NA
"uitmunmaal","onderslag","nonword","nonword","nonword",NA
"puer","stadstrisiteit","nonword","nonword","nonword",NA
"gebreeklyn","stoy","nonword","nonword","nonword",NA
"ceub","irk","nonword","nonword","nonword",NA
"sjoer","bymebruikmaak","nonword","nonword","nonword",NA
"sufme","paradarto","nonword","nonword","nonword",NA
"situalects","verklameer","nonword","nonword","nonword",NA
"frlk","bbs","nonword","nonword","nonword",NA
"kontropool","kraujie","nonword","nonword","nonword",NA
"finantong","melingje","nonword","nonword","nonword",NA
"per ongtingė","polimaçonse","nonword","nonword","nonword",NA
"fakruis","blaister","nonword","nonword","nonword",NA
"lanh","opvoeters","nonword","nonword","nonword",NA
"kerkdion","ift","nonword","nonword","nonword",NA
"goewerbald","tervin","nonword","nonword","nonword",NA
"stranlik","mikroched","nonword","nonword","nonword",NA
"vleidenaar","ringtog","nonword","nonword","nonword",NA
"erider","versterf","nonword","nonword","nonword",NA
"koró","reisdiens","nonword","nonword","nonword",NA
"verskie","geform","nonword","nonword","nonword",NA
"passabach","sabo","nonword","nonword","nonword",NA
"simreer","gehu","nonword","nonword","nonword",NA
"loopnooi","onverantwoordelikheidsteu","nonword","nonword","nonword",NA
"wenpie","toewyclif","nonword","nonword","nonword",NA
"geent","inemissie","nonword","nonword","nonword",NA
"hadu","krijoen","nonword","nonword","nonword",NA
"kleindorf","asm","nonword","nonword","nonword",NA
"poety","vitatext","nonword","nonword","nonword",NA
"opvolgwe","kansie","nonword","nonword","nonword",NA
"selfbaard","sirlik","nonword","nonword","nonword",NA
"heruit","planlosie","nonword","nonword","nonword",NA
"identappel","eielers","nonword","nonword","nonword",NA
"zaraak","atmosloof","nonword","nonword","nonword",NA
"toneelkrag","stva","nonword","nonword","nonword",NA
"kabiprys","witder","nonword","nonword","nonword",NA
"guaai","beskyfsing","nonword","nonword","nonword",NA
"modicher","verteus","nonword","nonword","nonword",NA
"bevolseer","assisgeel","nonword","nonword","nonword",NA
"ontsleeptoonbank","trome","nonword","nonword","nonword",NA
"urarpie","kahlt","nonword","nonword","nonword",NA
"dierler","aanlil","nonword","nonword","nonword",NA
"teledorp","senaweek","nonword","nonword","nonword",NA
"karnaboom","snelkop","nonword","nonword","nonword",NA
"vierstuk","volkruide","nonword","nonword","nonword",NA
"gevrugte","brentuig","nonword","nonword","nonword",NA
"gerdag","arrobuustsie","nonword","nonword","nonword",NA
"aalf","nkt","nonword","nonword","nonword",NA
"rommies","akronalis","nonword","nonword","nonword",NA
"sloo","behoe","nonword","nonword","nonword",NA
"urg","konmeel","nonword","nonword","nonword",NA
"saterbron","snkou","nonword","nonword","nonword",NA
"serthuis","koflyn","nonword","nonword","nonword",NA
"biovleis","eenstemdig","nonword","nonword","nonword",NA
"bestipte","chieg","nonword","nonword","nonword",NA
"nawoo","stuform","nonword","nonword","nonword",NA
"saop","skerkamer","nonword","nonword","nonword",NA
"bales","tonmis","nonword","nonword","nonword",NA
"skaducing","croter","nonword","nonword","nonword",NA
"geben","infortres","nonword","nonword","nonword",NA
"vano","onregverkeers","nonword","nonword","nonword",NA
"chirook","instruste","nonword","nonword","nonword",NA
"spioeping","boswer","nonword","nonword","nonword",NA
"moping","'n tekslagen","nonword","nonword","nonword",NA
"goie","deutdig","nonword","nonword","nonword",NA
"onstuitlik","idd","nonword","nonword","nonword",NA
"ved","stramo","nonword","nonword","nonword",NA
"hann","verwyking","nonword","nonword","nonword",NA
"gedan","onnoselmouth","nonword","nonword","nonword",NA
"letmaaklik","preet","nonword","nonword","nonword",NA
"hebter","koorbaarheid","nonword","nonword","nonword",NA
"vreemdtaminasie","preekde","nonword","nonword","nonword",NA
"oals","ël","nonword","nonword","nonword",NA
"gaamsoenasie","gelukvent","nonword","nonword","nonword",NA
"arbrande","geou","nonword","nonword","nonword",NA
"kend","verbanach","nonword","nonword","nonword",NA
"bekomsoof","etaar","nonword","nonword","nonword",NA
"gaswig","aanving","nonword","nonword","nonword",NA
"thay","teord","nonword","nonword","nonword",NA
"semie","temperarings","nonword","nonword","nonword",NA
"gevegs","serebraleraarspaar","nonword","nonword","nonword",NA
"vll","segh","nonword","nonword","nonword",NA
"kompliburg","huwenaar","nonword","nonword","nonword",NA
"naifel","vrienmus","nonword","nonword","nonword",NA
"serraar","vedan","nonword","nonword","nonword",NA
"wutt","cenment","nonword","nonword","nonword",NA
"afskoot","luiteties","nonword","nonword","nonword",NA
"jeuglery","abdominaleraarspaar","nonword","nonword","nonword",NA
"lamwerk","gefeer","nonword","nonword","nonword",NA
"wacranston","leestiek","nonword","nonword","nonword",NA
"posigers","blhe","nonword","nonword","nonword",NA
"supernaheidsallike","liaccessine","nonword","nonword","nonword",NA
"minihaan","ryerk","nonword","nonword","nonword",NA
"vrouning","nganies","nonword","nonword","nonword",NA
"lessentse","kleurtekening","nonword","nonword","nonword",NA
"onkragtig","transporasie","nonword","nonword","nonword",NA
"wilfsaam","bedoerees","nonword","nonword","nonword",NA
"enigboot","kazak","nonword","nonword","nonword",NA
"juf","restausoen","nonword","nonword","nonword",NA
"sker","federateurs","nonword","nonword","nonword",NA
"diejaarde","mehe","nonword","nonword","nonword",NA
"speelbrein","xir","nonword","nonword","nonword",NA
"ortromme","watervlerkpad","nonword","nonword","nonword",NA
"jad","ondertaal","nonword","nonword","nonword",NA
"keid","inlaatsie","nonword","nonword","nonword",NA
"gefeitlik","stell","nonword","nonword","nonword",NA
"kansteps","ondervlei","nonword","nonword","nonword",NA
"laatwoel","aiuit","nonword","nonword","nonword",NA
"hopo","gemens","nonword","nonword","nonword",NA
"vloedwa","boro","nonword","nonword","nonword",NA
"weersta","feelm","nonword","nonword","nonword",NA
"elsies","individueleraarspaar","nonword","nonword","nonword",NA
"loopsueel","hego","nonword","nonword","nonword",NA
"milspinner","eindkoop","nonword","nonword","nonword",NA
"liker","burgepaardter","nonword","nonword","nonword",NA
"worsd","entrepregroot","nonword","nonword","nonword",NA
"remie","ulp","nonword","nonword","nonword",NA
"diristan","duqa","nonword","nonword","nonword",NA
"akteberg","spanlike","nonword","nonword","nonword",NA
"tayy","stratelik","nonword","nonword","nonword",NA
"sangeluid","eak","nonword","nonword","nonword",NA
"lykheiding","medefout","nonword","nonword","nonword",NA
"bedanweer","nafer","nonword","nonword","nonword",NA
"mogo","hovi","nonword","nonword","nonword",NA
"pule","siestel","nonword","nonword","nonword",NA
"inmes","fistruksieël","nonword","nonword","nonword",NA
"verpied","hepis","nonword","nonword","nonword",NA
"waarskubrep","grast","nonword","nonword","nonword",NA
"sobe","strotne","nonword","nonword","nonword",NA
"simning","elekte","nonword","nonword","nonword",NA
"glorieluis","hoorsame","nonword","nonword","nonword",NA
"albies","geys","nonword","nonword","nonword",NA
"yds","tilis","nonword","nonword","nonword",NA
"waba","siky","nonword","nonword","nonword",NA
"eun","getier","nonword","nonword","nonword",NA
"esing","koraalryk","nonword","nonword","nonword",NA
"lasacorn","organigings","nonword","nonword","nonword",NA
"prysdeboek","vifix","nonword","nonword","nonword",NA
"badag","katha","nonword","nonword","nonword",NA
"mesmel","hoofteken","nonword","nonword","nonword",NA
"kovo","aser","nonword","nonword","nonword",NA
"orgieslik","gevan","nonword","nonword","nonword",NA
"vydoe","neganaat","nonword","nonword","nonword",NA
"vanpas","geskiedtenis","nonword","nonword","nonword",NA
"platuut","salanaar","nonword","nonword","nonword",NA
"vergeefder","uim","nonword","nonword","nonword",NA
"kleinvuur","derniek","nonword","nonword","nonword",NA
"hoerigtheid","vl","nonword","nonword","nonword",NA
"lusbie","beroepsrikheid","nonword","nonword","nonword",NA
"landmissie","bedeen","nonword","nonword","nonword",NA
"zü","gamser","nonword","nonword","nonword",NA
"gyselakicht","oortum","nonword","nonword","nonword",NA
"verswaarlik","komihoud","nonword","nonword","nonword",NA
"kilometerskirchhof","taalsugtig","nonword","nonword","nonword",NA
"oulaar","afplaas","nonword","nonword","nonword",NA
"sail","loug","nonword","nonword","nonword",NA
"namoeilik","eltjiede","nonword","nonword","nonword",NA
"huursolfied","aluim","nonword","nonword","nonword",NA
"veront","punglik","nonword","nonword","nonword",NA
"meliefde","tss","nonword","nonword","nonword",NA
"verricks","dael","nonword","nonword","nonword",NA
"midderkoor","bespoeg","nonword","nonword","nonword",NA
"nodess","aiaan","nonword","nonword","nonword",NA
"ludga","whiter","nonword","nonword","nonword",NA
"aiuk","ontwe","nonword","nonword","nonword",NA
"eun","tokkies","nonword","nonword","nonword",NA
"erester","soekste","nonword","nonword","nonword",NA
"tisyns","fariel","nonword","nonword","nonword",NA
"chrisdadigheid","waterpaaie","nonword","nonword","nonword",NA
"kameding","oky","nonword","nonword","nonword",NA
"epimies","skrikspan","nonword","nonword","nonword",NA
"modè","geou","nonword","nonword","nonword",NA
"idu","nck","nonword","nonword","nonword",NA
"gedigtheid","gevangenbosch","nonword","nonword","nonword",NA
"katoteau","baainalien","nonword","nonword","nonword",NA
"interdruk","oormerk","nonword","nonword","nonword",NA
"mavergne","visvolk","nonword","nonword","nonword",NA
"hati","uitnaal","nonword","nonword","nonword",NA
"waëls","brate","nonword","nonword","nonword",NA
"realirings","gemes","nonword","nonword","nonword",NA
"koolsien","begintling","nonword","nonword","nonword",NA
"borsal","heermotor","nonword","nonword","nonword",NA
