"gl_target","gl_cue","type","target_type","cue_type","gl_cosine"
"téñentemente","ordinabeshi","nonword","nonword","nonword",NA
"prehisporation","misbergs","nonword","nonword","nonword",NA
"íntimonastyrsky","diflectía","nonword","nonword","nonword",NA
"inqueimar","maoo","nonword","nonword","nonword",NA
"ackinshasation","dreh","nonword","nonword","nonword",NA
"faqui","xuvenciónsde","nonword","nonword","nonword",NA
"aramonto","inundable","nonword","nonword","nonword",NA
"democrawleys","anatolyta","nonword","nonword","nonword",NA
"celcal","dicheste","nonword","nonword","nonword",NA
"enderetrans","porda","nonword","nonword","nonword",NA
"queno","amañatamente","nonword","nonword","nonword",NA
"preocupavlovsk","aib","nonword","nonword","nonword",NA
"caxas","eín","nonword","nonword","nonword",NA
"apáñasteratura","pulity","nonword","nonword","nonword",NA
"trumcito","abritalla","nonword","nonword","nonword",NA
"emy","chandoar","nonword","nonword","nonword",NA
"centímesións","fanal","nonword","nonword","nonword",NA
"lareilta","hufraude","nonword","nonword","nonword",NA
"sáelto","proteñen","nonword","nonword","nonword",NA
"gósting","ileveu","nonword","nonword","nonword",NA
"esaxeción","traídado","nonword","nonword","nonword",NA
"hoamonto","umsket","nonword","nonword","nonword",NA
"avat","pasaciónsro","nonword","nonword","nonword",NA
"berge","garandall","nonword","nonword","nonword",NA
"espiñastura","annair","nonword","nonword","nonword",NA
"princido","ankyquía","nonword","nonword","nonword",NA
"prohisinato","lialiñamente","nonword","nonword","nonword",NA
"periniónsso","asernico","nonword","nonword","nonword",NA
"faríal","orzacharyto","nonword","nonword","nonword",NA
"funeniño","xurisdicbourg","nonword","nonword","nonword",NA
"amarxico","miseracións","nonword","nonword","nonword",NA
"estrañartacular","quilómesións","nonword","nonword","nonword",NA
"isóka","ileson","nonword","nonword","nonword",NA
"sovié","bankingro","nonword","nonword","nonword",NA
"drfu","miquiñoricas","nonword","nonword","nonword",NA
"sulto","rii","nonword","nonword","nonword",NA
"botarlle o ferrferstätt","trousos","nonword","nonword","nonword",NA
"córme","cociñado","nonword","nonword","nonword",NA
"ofredonar","pua","nonword","nonword","nonword",NA
"sabotaxerarquías","casey","nonword","nonword","nonword",NA
"firewallcial","coxoia","nonword","nonword","nonword",NA
"morei","tamois","nonword","nonword","nonword",NA
"sentiguiñato","fluctura","nonword","nonword","nonword",NA
"xeris","cachessa","nonword","nonword","nonword",NA
"idive","astrotreinta","nonword","nonword","nonword",NA
"atroenta","inaudigo","nonword","nonword","nonword",NA
"ánr","igown","nonword","nonword","nonword",NA
"sopór","trome","nonword","nonword","nonword",NA
"dómen","roark","nonword","nonword","nonword",NA
"reafrontado","daméy","nonword","nonword","nonword",NA
"alontamo","inspecbles","nonword","nonword","nonword",NA
"grupre","baciónro","nonword","nonword","nonword",NA
"térmal","rozi","nonword","nonword","nonword",NA
"posinarl","esaperta","nonword","nonword","nonword",NA
"chatlántian","paito","nonword","nonword","nonword",NA
"stratgulo","tánda","nonword","nonword","nonword",NA
"avega","rabó","nonword","nonword","nonword",NA
"prénto","usurlock","nonword","nonword","nonword",NA
"reume","baok","nonword","nonword","nonword",NA
"cariñola","cluídade","nonword","nonword","nonword",NA
"vérto","apaxo","nonword","nonword","nonword",NA
"cadern","amsge","nonword","nonword","nonword",NA
"quider","woci","nonword","nonword","nonword",NA
"organicións","longón","nonword","nonword","nonword",NA
"alzheimerciante","ciais","nonword","nonword","nonword",NA
"subssino","madíu","nonword","nonword","nonword",NA
"ordenacións","caide","nonword","nonword","nonword",NA
"exetle","secundachíns","nonword","nonword","nonword",NA
"civilizatrañar","ecléctiembre","nonword","nonword","nonword",NA
"beizo","ranllega","nonword","nonword","nonword",NA
"suxemosl","oportual","nonword","nonword","nonword",NA
"atraputa","avendito","nonword","nonword","nonword",NA
"anuncicio","vezo","nonword","nonword","nonword",NA
"retransnante","obritado","nonword","nonword","nonword",NA
"abáixo","stnk","nonword","nonword","nonword",NA
"batá","opoñerch","nonword","nonword","nonword",NA
"conny","freekley","nonword","nonword","nonword",NA
"friuge","fosía","nonword","nonword","nonword",NA
"ceiver","razoacións","nonword","nonword","nonword",NA
"ofenrar","urt","nonword","nonword","nonword",NA
"corochou","lipsbork","nonword","nonword","nonword",NA
"weack","tíñanmarino","nonword","nonword","nonword",NA
"reacclón","deapósto","nonword","nonword","nonword",NA
"eín","contruílo","nonword","nonword","nonword",NA
"zhow","avenno","nonword","nonword","nonword",NA
"atarde","cotke","nonword","nonword","nonword",NA
"xeciónlo","liçois","nonword","nonword","nonword",NA
"algomery","ocorrece","nonword","nonword","nonword",NA
"dérov","alóxe","nonword","nonword","nonword",NA
"miseault","recuperatrañar","nonword","nonword","nonword",NA
"epido","trite","nonword","nonword","nonword",NA
"tricis","urd","nonword","nonword","nonword",NA
"estratemuñou","poliñascial","nonword","nonword","nonword",NA
"abonma","trangada","nonword","nonword","nonword",NA
"opresion","subssina","nonword","nonword","nonword",NA
"xurabuñarto","anko","nonword","nonword","nonword",NA
"lekets","chenn","nonword","nonword","nonword",NA
"procedelahayeto","sucaia","nonword","nonword","nonword",NA
"metin","prohititude","nonword","nonword","nonword",NA
"paigo","traitodo","nonword","nonword","nonword",NA
"caiat","evoo","nonword","nonword","nonword",NA
"tratruílo","ald","nonword","nonword","nonword",NA
"tomshine","cirvos","nonword","nonword","nonword",NA
"buko","felicisións","nonword","nonword","nonword",NA
"presimourhte","comtriñamento","nonword","nonword","nonword",NA
"reparabuñar","ulibie","nonword","nonword","nonword",NA
"cienfron","teners","nonword","nonword","nonword",NA
"unirtico","bunk","nonword","nonword","nonword",NA
"ídoper","retiñaba","nonword","nonword","nonword",NA
"straccional","oty","nonword","nonword","nonword",NA
"petéñano","orleánsloso","nonword","nonword","nonword",NA
"hollywonanciamento","absolufríos","nonword","nonword","nonword",NA
"primachos","limdou","nonword","nonword","nonword",NA
"efectigar","rb","nonword","nonword","nonword",NA
"shafke","naturalalíñaste","nonword","nonword","nonword",NA
"êu","filosobrehu","nonword","nonword","nonword",NA
"meres","natiosións","nonword","nonword","nonword",NA
"riñosa","receprías","nonword","nonword","nonword",NA
"tearíal","digusbran","nonword","nonword","nonword",NA
"miguiñacopio","chemilián","nonword","nonword","nonword",NA
"aporxía","igresmare","nonword","nonword","nonword",NA
"dinlnica","ens","nonword","nonword","nonword",NA
"uill","aprenpiración","nonword","nonword","nonword",NA
"paplante","cíanmero","nonword","nonword","nonword",NA
"saqueillite","inxeniosobriñiña","nonword","nonword","nonword",NA
"inundable","perdefrau","nonword","nonword","nonword",NA
"froncina","reaprecia","nonword","nonword","nonword",NA
"cóanse","enelecto","nonword","nonword","nonword",NA
"submer","unita","nonword","nonword","nonword",NA
"acousodio","dichesma","nonword","nonword","nonword",NA
"reputaríasl","extrañascional","nonword","nonword","nonword",NA
"bqa","casey","nonword","nonword","nonword",NA
"responchos","ouriñoro","nonword","nonword","nonword",NA
"oiand","guave","nonword","nonword","nonword",NA
"actiaprende","esguinda","nonword","nonword","nonword",NA
"ocorzade","conamonto","nonword","nonword","nonword",NA
"baraches","cegá","nonword","nonword","nonword",NA
"inspectral","trastura","nonword","nonword","nonword",NA
"coagarda","teraburg","nonword","nonword","nonword",NA
"helitrañeitero","seño","nonword","nonword","nonword",NA
"pingan","patrimoorhen","nonword","nonword","nonword",NA
"esfounda","nóico","nonword","nonword","nonword",NA
"comuaguanta","amoro","nonword","nonword","nonword",NA
"surenskyciente","haez","nonword","nonword","nonword",NA
"docubríasto","zaste","nonword","nonword","nonword",NA
"paciu","camaciónsro","nonword","nonword","nonword",NA
"depregunt","aplicate","nonword","nonword","nonword",NA
"sesióndo","lingüísbabilidade","nonword","nonword","nonword",NA
"asanúdo","trouraxe","nonword","nonword","nonword",NA
"ininbita","neopork","nonword","nonword","nonword",NA
"nii","preocuparadzha","nonword","nonword","nonword",NA
"teron","anck","nonword","nonword","nonword",NA
"amañamitorio","obede","nonword","nonword","nonword",NA
"betas","corval","nonword","nonword","nonword",NA
"invesríao","rencir","nonword","nonword","nonword",NA
"criátle","hwe","nonword","nonword","nonword",NA
"ciénto","athu","nonword","nonword","nonword",NA
"anuncina","esquéboreta","nonword","nonword","nonword",NA
"capibrar","substante","nonword","nonword","nonword",NA
"mongo","imosllamento","nonword","nonword","nonword",NA
"contility","esquéxonante","nonword","nonword","nonword",NA
"muxoa","camre","nonword","nonword","nonword",NA
"funde","resamonto","nonword","nonword","nonword",NA
"desíg","scheich","nonword","nonword","nonword",NA
"negli","rimaiúsculo","nonword","nonword","nonword",NA
"matrimocrats","fedetéña","nonword","nonword","nonword",NA
"berde","prehistunidade","nonword","nonword","nonword",NA
"fligón","atérta","nonword","nonword","nonword",NA
"clauota","sutus","nonword","nonword","nonword",NA
"pegada dixkeworth","sommou","nonword","nonword","nonword",NA
"afecdo","souna","nonword","nonword","nonword",NA
"consbado","espeesquéza","nonword","nonword","nonword",NA
"meniñosnica","nacesiñasto","nonword","nonword","nonword",NA
"gándo","literalalíñaste","nonword","nonword","nonword",NA
"amañarcolóxico","rabíl","nonword","nonword","nonword",NA
"ceríanla","nadjy","nonword","nonword","nonword",NA
"drado","marabillosobriñiña","nonword","nonword","nonword",NA
"nly","prensica","nonword","nonword","nonword",NA
"destruírcido","geçóis","nonword","nonword","nonword",NA
"hopra","páa","nonword","nonword","nonword",NA
"permanegróns","grara","nonword","nonword","nonword",NA
"frute","triunqueado","nonword","nonword","nonword",NA
"desameáza","idenmona","nonword","nonword","nonword",NA
"educables","tromsoal","nonword","nonword","nonword",NA
"lior","préndelo","nonword","nonword","nonword",NA
"libeches","incharlencia","nonword","nonword","nonword",NA
"buñubolo","goen","nonword","nonword","nonword",NA
"amañartricidade","combinatasha","nonword","nonword","nonword",NA
"reutrúese","seseñado","nonword","nonword","nonword",NA
"varte","tobe","nonword","nonword","nonword",NA
"inríanno","ceicer","nonword","nonword","nonword",NA
"steva","noirca","nonword","nonword","nonword",NA
"sernés","permiríao","nonword","nonword","nonword",NA
"reaoyangta","atenmica","nonword","nonword","nonword",NA
"godssible","aforquilo","nonword","nonword","nonword",NA
"actituín","dicionadlands","nonword","nonword","nonword",NA
"fanraquítico","camrín","nonword","nonword","nonword",NA
"interemuíñoste","campóns","nonword","nonword","nonword",NA
"hasukhomlidade","sorio","nonword","nonword","nonword",NA
"wer","aprengos","nonword","nonword","nonword",NA
"brr","espilins","nonword","nonword","nonword",NA
"rah","inxelián","nonword","nonword","nonword",NA
"especialistatuíñas","ready","nonword","nonword","nonword",NA
"carpio","onn","nonword","nonword","nonword",NA
"riñentotipo","judi","nonword","nonword","nonword",NA
"perma","teoud","nonword","nonword","nonword",NA
"hes","commody","nonword","nonword","nonword",NA
"cerepuña","servíasto","nonword","nonword","nonword",NA
"unirnica","imperiquiño","nonword","nonword","nonword",NA
"funde","palabrar","nonword","nonword","nonword",NA
"obviaalíñaste","maban","nonword","nonword","nonword",NA
"secuessións","since","nonword","nonword","nonword",NA
"pecharlcula","nyon","nonword","nonword","nonword",NA
"soñación","paradicións","nonword","nonword","nonword",NA
"detri","derb","nonword","nonword","nonword",NA
"aniversafeway","agardán","nonword","nonword","nonword",NA
"petrándo","cogañancial","nonword","nonword","nonword",NA
"casmoi","didred","nonword","nonword","nonword",NA
"miliches","xerte","nonword","nonword","nonword",NA
"beiscipe","blanrís","nonword","nonword","nonword",NA
"mifayetterio","coñéceso","nonword","nonword","nonword",NA
"definirough","preserquei","nonword","nonword","nonword",NA
"samk","truireira","nonword","nonword","nonword",NA
"danu","viñegado","nonword","nonword","nonword",NA
"nator","torxan","nonword","nonword","nonword",NA
"sontes","caríanna","nonword","nonword","nonword",NA
"haea","styap","nonword","nonword","nonword",NA
"pérbo","wiesh","nonword","nonword","nonword",NA
"puram","yering","nonword","nonword","nonword",NA
"sobrevipoñen","amóse","nonword","nonword","nonword",NA
"shaheberry","oky","nonword","nonword","nonword",NA
"acátaña","seminatasha","nonword","nonword","nonword",NA
"aqow","laaa","nonword","nonword","nonword",NA
"waother","xeralkoshite","nonword","nonword","nonword",NA
"compañeitible","practoma","nonword","nonword","nonword",NA
"velow","fidepran","nonword","nonword","nonword",NA
"prohitimate","rolción","nonword","nonword","nonword",NA
"tendar","misí","nonword","nonword","nonword",NA
"desexaspe","opiriff","nonword","nonword","nonword",NA
"reinpagne","posui","nonword","nonword","nonword",NA
"gualey","formulafayet","nonword","nonword","nonword",NA
"estagard","controuto","nonword","nonword","nonword",NA
"ventar","truto","nonword","nonword","nonword",NA
"chantador","aumetzsia","nonword","nonword","nonword",NA
"impobriñote","conno","nonword","nonword","nonword",NA
"gaulda","gañaculo","nonword","nonword","nonword",NA
"devonets","brll","nonword","nonword","nonword",NA
"unipouquísidade","shooling","nonword","nonword","nonword",NA
"trada","atotal","nonword","nonword","nonword",NA
"areda","nerar","nonword","nonword","nonword",NA
"adwás","imbranta","nonword","nonword","nonword",NA
"verifitrión","raceo","nonword","nonword","nonword",NA
"moleëv","bm","nonword","nonword","nonword",NA
"aconcaso","lexis","nonword","nonword","nonword",NA
"amanei","torliuato","nonword","nonword","nonword",NA
"donareil","bosou","nonword","nonword","nonword",NA
"esquéonesa","caralían","nonword","nonword","nonword",NA
"borrazóns","apliten","nonword","nonword","nonword",NA
"apalro","conriñosa","nonword","nonword","nonword",NA
"ocórrelo","arristophedo","nonword","nonword","nonword",NA
"woy","aterpital","nonword","nonword","nonword",NA
"mechónlón","áltáo","nonword","nonword","nonword",NA
"evansitor","eón","nonword","nonword","nonword",NA
"comadapta","variá","nonword","nonword","nonword",NA
"sen vbeño","enque","nonword","nonword","nonword",NA
"emperacións","observapoñer","nonword","nonword","nonword",NA
"accipiñoste","plataríanlma","nonword","nonword","nonword",NA
"ciengruñanfica","tatrot","nonword","nonword","nonword",NA
"dango","xelou","nonword","nonword","nonword",NA
"senapraza","incipiñoste","nonword","nonword","nonword",NA
"desaness","poboarough","nonword","nonword","nonword",NA
"deceprías","atopás","nonword","nonword","nonword",NA
"intendría","abrasado","nonword","nonword","nonword",NA
"propietatuíñas","nua","nonword","nonword","nonword",NA
"detri","prohítionar","nonword","nonword","nonword",NA
"disaposto","norty","nonword","nonword","nonword",NA
"folber","empreñaxada","nonword","nonword","nonword",NA
"covan","celechatz","nonword","nonword","nonword",NA
"aliba","had","nonword","nonword","nonword",NA
"acorlora","jer","nonword","nonword","nonword",NA
"quida","orciñosnato","nonword","nonword","nonword",NA
"sise","satisgoldsto","nonword","nonword","nonword",NA
"dufe","coñémica","nonword","nonword","nonword",NA
"realcoholte","rocbón","nonword","nonword","nonword",NA
"practino","haita","nonword","nonword","nonword",NA
"piazy","pobriñotica","nonword","nonword","nonword",NA
"lense","picheste","nonword","nonword","nonword",NA
"owar","xeite","nonword","nonword","nonword",NA
"gararían","táard","nonword","nonword","nonword",NA
"comichen","esvens","nonword","nonword","nonword",NA
"siste","broso","nonword","nonword","nonword",NA
"gañentocolo","squircro","nonword","nonword","nonword",NA
"ocorxan","trput","nonword","nonword","nonword",NA
"inalumno","varom","nonword","nonword","nonword",NA
"uwe","lasamund","nonword","nonword","nonword",NA
"baren","triunlution","nonword","nonword","nonword",NA
"armaciónsra","bacei","nonword","nonword","nonword",NA
"afirmana","enperhero","nonword","nonword","nonword",NA
"daco","interromquiño","nonword","nonword","nonword",NA
"deliciosobriñiña","ucranimo","nonword","nonword","nonword",NA
"guelo","jeown","nonword","nonword","nonword",NA
"seabashiridade","risle","nonword","nonword","nonword",NA
"cacíon","lavoia","nonword","nonword","nonword",NA
"imaguantancia","tescer","nonword","nonword","nonword",NA
"beavanza","niea","nonword","nonword","nonword",NA
"sínco","fiabrace","nonword","nonword","nonword",NA
"plantelo","plourdedora","nonword","nonword","nonword",NA
"púl","úen","nonword","nonword","nonword",NA
"deshabido","pacienxeñei","nonword","nonword","nonword",NA
"miedzyrfono","grizzlioso","nonword","nonword","nonword",NA
"ansboy","terrición","nonword","nonword","nonword",NA
"paciónstico","hew","nonword","nonword","nonword",NA
"megra","dafey","nonword","nonword","nonword",NA
"shgy","calylow","nonword","nonword","nonword",NA
"biuno","sepor","nonword","nonword","nonword",NA
"acrílions","bhart","nonword","nonword","nonword",NA
"evizo","finaisro","nonword","nonword","nonword",NA
"transmusine","lingsule","nonword","nonword","nonword",NA
"píes","giand","nonword","nonword","nonword",NA
"federatocys","imprevert","nonword","nonword","nonword",NA
"mutaríal","fetéa","nonword","nonword","nonword",NA
"juniguén","puúl","nonword","nonword","nonword",NA
"produlóns","preparaflops","nonword","nonword","nonword",NA
"tious","feagarda","nonword","nonword","nonword",NA
"adminislingüístivo","cdass","nonword","nonword","nonword",NA
"cuáed","ke","nonword","nonword","nonword",NA
"roz","wods","nonword","nonword","nonword",NA
"grot","inflúenmodo","nonword","nonword","nonword",NA
"tásta","existivo","nonword","nonword","nonword",NA
"stepción","bevan","nonword","nonword","nonword",NA
"intrento","simourghcioso","nonword","nonword","nonword",NA
"nemer","sunpro","nonword","nonword","nonword",NA
"prrp","ámanía","nonword","nonword","nonword",NA
"abortido","lsacks","nonword","nonword","nonword",NA
"igg","choupa","nonword","nonword","nonword",NA
"yaight","tánve","nonword","nonword","nonword",NA
"condetéña","itas","nonword","nonword","nonword",NA
"acomdahas","acenrado","nonword","nonword","nonword",NA
"musseo","esquentar","nonword","nonword","nonword",NA
"ailf","ith","nonword","nonword","nonword",NA
"comisaxewar","siggar","nonword","nonword","nonword",NA
"panta","coñecente","nonword","nonword","nonword",NA
"arreflic","quistaca","nonword","nonword","nonword",NA
"masación","poatractivo","nonword","nonword","nonword",NA
"refumont","motráeno","nonword","nonword","nonword",NA
"emí","nady","nonword","nonword","nonword",NA
"sirañace","rocra","nonword","nonword","nonword",NA
"utisa","amoro","nonword","nonword","nonword",NA
"yor","prevenderl","nonword","nonword","nonword",NA
"acríno","hoily","nonword","nonword","nonword",NA
"aristono","rebúes","nonword","nonword","nonword",NA
"comthéodor","téñenmonada","nonword","nonword","nonword",NA
"goaquela","auchampgrafo","nonword","nonword","nonword",NA
"mantedraisto","turás","nonword","nonword","nonword",NA
"griler","incapacidadelahaye","nonword","nonword","nonword",NA
"substiaplaudo","tacrosco","nonword","nonword","nonword",NA
"conferenpoñen","sapañeiroso","nonword","nonword","nonword",NA
"cacen","produbles","nonword","nonword","nonword",NA
"coramonto","eternamon","nonword","nonword","nonword",NA
"frater","alcombs","nonword","nonword","nonword",NA
"estouciño","seaguantario","nonword","nonword","nonword",NA
"blt","pínco","nonword","nonword","nonword",NA
"cloché","ltz","nonword","nonword","nonword",NA
"adiel","célou","nonword","nonword","nonword",NA
"jnn","tagh","nonword","nonword","nonword",NA
"alque","energinal","nonword","nonword","nonword",NA
"volas","rnd","nonword","nonword","nonword",NA
"canrel","caran","nonword","nonword","nonword",NA
"tesía","lecbling","nonword","nonword","nonword",NA
"atrancolate","róea","nonword","nonword","nonword",NA
"xoríante","xeólo","nonword","nonword","nonword",NA
"direcbles","siñopada","nonword","nonword","nonword",NA
"duntle","avey","nonword","nonword","nonword",NA
"sensírían","proxohana","nonword","nonword","nonword",NA
"uit","urg","nonword","nonword","nonword",NA
"compaiseis","nagen","nonword","nonword","nonword",NA
"audienxeñei","esinhala","nonword","nonword","nonword",NA
"bruxe","aim","nonword","nonword","nonword",NA
"pregos","raíchup","nonword","nonword","nonword",NA
"difegañarte","cociñeidante","nonword","nonword","nonword",NA
"pección","linme","nonword","nonword","nonword",NA
"actidesherdade","xeraches","nonword","nonword","nonword",NA
"hollywoperadamente","eeugle","nonword","nonword","nonword",NA
"exposiseñor","queitada","nonword","nonword","nonword",NA
"frater","bábin","nonword","nonword","nonword",NA
"saúton","ocórmento","nonword","nonword","nonword",NA
"meque","ás vpião","nonword","nonword","nonword",NA
"hetchuna","acaro","nonword","nonword","nonword",NA
"alqua","inselecto","nonword","nonword","nonword",NA
"constróns","comzio","nonword","nonword","nonword",NA
"beizo","consmina","nonword","nonword","nonword",NA
"tomación","epp","nonword","nonword","nonword",NA
"nuaboiar","catei","nonword","nonword","nonword",NA
"profedían","moslloso","nonword","nonword","nonword",NA
"inoxón","tobe","nonword","nonword","nonword",NA
"evayer","gajohannete","nonword","nonword","nonword",NA
"échew","conclubepf","nonword","nonword","nonword",NA
"describles","navegarough","nonword","nonword","nonword",NA
"abdót","southenu","nonword","nonword","nonword",NA
"sedast","urtiuste","nonword","nonword","nonword",NA
"desagradarezhan","pyrakaya","nonword","nonword","nonword",NA
"atradade","qen","nonword","nonword","nonword",NA
"schak","bexid","nonword","nonword","nonword",NA
"outusiás","conservacións","nonword","nonword","nonword",NA
"diviches","jecol","nonword","nonword","nonword",NA
"epp","soche","nonword","nonword","nonword",NA
"lofert","consceiro","nonword","nonword","nonword",NA
"croda","bruzger","nonword","nonword","nonword",NA
"gravareil","poven","nonword","nonword","nonword",NA
"frimal","arisxo","nonword","nonword","nonword",NA
"prengado","posui","nonword","nonword","nonword",NA
"vailtrico","maracois","nonword","nonword","nonword",NA
"morxan","gruen","nonword","nonword","nonword",NA
"chartiza","fanu","nonword","nonword","nonword",NA
"bacte","arapunta","nonword","nonword","nonword",NA
"nexí","uír","nonword","nonword","nonword",NA
"márkegres","readaptar","nonword","nonword","nonword",NA
"razoacións","diexipcio","nonword","nonword","nonword",NA
"amansico","aniversafeway","nonword","nonword","nonword",NA
"hiroshixeno","frontado","nonword","nonword","nonword",NA
"o últlowe","floca","nonword","nonword","nonword",NA
"clismonía","carsil","nonword","nonword","nonword",NA
"julicías","sopó","nonword","nonword","nonword",NA
"spietc","alimentamaños","nonword","nonword","nonword",NA
"mareil","fucheiro","nonword","nonword","nonword",NA
"pattor","curraux","nonword","nonword","nonword",NA
"deinquédador","pleto","nonword","nonword","nonword",NA
"equinoc","sencal","nonword","nonword","nonword",NA
"triunburguesa","maiúscuencia","nonword","nonword","nonword",NA
"conamisto","pedirldo","nonword","nonword","nonword",NA
"panme","urg","nonword","nonword","nonword",NA
"attriunfera","flintshirealidade","nonword","nonword","nonword",NA
"inteliamañarte","carnitiño","nonword","nonword","nonword",NA
"revron","pulma","nonword","nonword","nonword",NA
"coinciar","itenap","nonword","nonword","nonword",NA
"lym","teenakushi","nonword","nonword","nonword",NA
"broncia","estunheimte","nonword","nonword","nonword",NA
"giek","desarigüeiatunado","nonword","nonword","nonword",NA
"consrota","suigualmento","nonword","nonword","nonword",NA
"abrícial","fólve","nonword","nonword","nonword",NA
"atractireiro","tride","nonword","nonword","nonword",NA
"anorpire","en realidtiquíns","nonword","nonword","nonword",NA
"estupilangs","pangt","nonword","nonword","nonword",NA
"treitar","espegañenal","nonword","nonword","nonword",NA
"pasación","aprobate","nonword","nonword","nonword",NA
"hollywosonalidade","opetal","nonword","nonword","nonword",NA
"imgroms","vénso","nonword","nonword","nonword",NA
"debrosbro","peris","nonword","nonword","nonword",NA
"achaitico","créda","nonword","nonword","nonword",NA
"samuquel","fáaparca","nonword","nonword","nonword",NA
"ryn","cirujaguars","nonword","nonword","nonword",NA
"ilt","apulow","nonword","nonword","nonword",NA
"efivet","excan","nonword","nonword","nonword",NA
"aib","averar","nonword","nonword","nonword",NA
"rilou","atratrución","nonword","nonword","nonword",NA
"tútoa","secer","nonword","nonword","nonword",NA
"podricktico","goldware","nonword","nonword","nonword",NA
"amañarpositivo","tones","nonword","nonword","nonword",NA
"hitoway","reexercer","nonword","nonword","nonword",NA
"sapoñéndote","perlao","nonword","nonword","nonword",NA
"informadahas","coixe","nonword","nonword","nonword",NA
"radiapoñer","nodeu","nonword","nonword","nonword",NA
"individuallegheny","broos","nonword","nonword","nonword",NA
"xinei","atrelion","nonword","nonword","nonword",NA
"ardart","nades","nonword","nonword","nonword",NA
"xecto","donril","nonword","nonword","nonword",NA
"hospaghettidade","bihollywooteca","nonword","nonword","nonword",NA
"maús","descridías","nonword","nonword","nonword",NA
"autodesherdade","comalquímiso","nonword","nonword","nonword",NA
"asigxencia","parán","nonword","nonword","nonword",NA
"peramisto","aqír","nonword","nonword","nonword",NA
"encarceramenbayashi","mitto","nonword","nonword","nonword",NA
"acépte","aprenramente","nonword","nonword","nonword",NA
"inesqueta","hersnapper","nonword","nonword","nonword",NA
"acció","prkea","nonword","nonword","nonword",NA
"proafirma","priaclara","nonword","nonword","nonword",NA
"entención","roche","nonword","nonword","nonword",NA
"silbal","axutar","nonword","nonword","nonword",NA
"vosco","popuchos","nonword","nonword","nonword",NA
"entruímo","igrela","nonword","nonword","nonword",NA
"probamosl","toutor","nonword","nonword","nonword",NA
"concensiónsdo","tancar","nonword","nonword","nonword",NA
"wiraña","cacahuter","nonword","nonword","nonword",NA
"manipuchiña","identa","nonword","nonword","nonword",NA
"ridas","gárxa","nonword","nonword","nonword",NA
"madrasne","gúsal","nonword","nonword","nonword",NA
"dimicros","experienladhor","nonword","nonword","nonword",NA
"investicións","acoloría","nonword","nonword","nonword",NA
"prohínidade","veses","nonword","nonword","nonword",NA
"frii","negri","nonword","nonword","nonword",NA
"en cuarto chersky","aconpico","nonword","nonword","nonword",NA
"estriclo","pató","nonword","nonword","nonword",NA
"yan","corou","nonword","nonword","nonword",NA
"dúul","pismut","nonword","nonword","nonword",NA
"vacharla","esaforra","nonword","nonword","nonword",NA
"bañarpectiva","sible","nonword","nonword","nonword",NA
"shech","monscen","nonword","nonword","nonword",NA
"indoñosos","cabalesións","nonword","nonword","nonword",NA
"zoume","conaxustar","nonword","nonword","nonword",NA
"proporcioquiños","deicía","nonword","nonword","nonword",NA
"congre","dourar","nonword","nonword","nonword",NA
"piasústo","seabashiridade","nonword","nonword","nonword",NA
"lodolf","chmé","nonword","nonword","nonword",NA
"pistar","pedin","nonword","nonword","nonword",NA
"inaunense","amañapósito","nonword","nonword","nonword",NA
"urst","pralo","nonword","nonword","nonword",NA
"triciñatre","revelafríos","nonword","nonword","nonword",NA
"acerdrome","machando","nonword","nonword","nonword",NA
"defenglin","resda","nonword","nonword","nonword",NA
"smithfianza","brinmara","nonword","nonword","nonword",NA
"ree","amañarciedade","nonword","nonword","nonword",NA
"teira","déite","nonword","nonword","nonword",NA
"stsí","prohilonario","nonword","nonword","nonword",NA
"esager","cainquédario","nonword","nonword","nonword",NA
"cerimoorhen","lauer","nonword","nonword","nonword",NA
"acontulo","paracleo","nonword","nonword","nonword",NA
"fitriónmente","intercías","nonword","nonword","nonword",NA
"moschosro","audireil","nonword","nonword","nonword",NA
"atlántitude","xocho","nonword","nonword","nonword",NA
"fórma","ent","nonword","nonword","nonword",NA
"monitoriqueños","vidí","nonword","nonword","nonword",NA
"casaquiñoto","supersiña","nonword","nonword","nonword",NA
"onoso","profronta","nonword","nonword","nonword",NA
"espeters","obrígado","nonword","nonword","nonword",NA
"atkis","holywoocupado","nonword","nonword","nonword",NA
"lonos","famen","nonword","nonword","nonword",NA
"pezan","camnics","nonword","nonword","nonword",NA
"determinatrañas","clauta","nonword","nonword","nonword",NA
"joxas","apila","nonword","nonword","nonword",NA
"vatriste","inseball","nonword","nonword","nonword",NA
"abortarra","clusións","nonword","nonword","nonword",NA
"neatlántivo","cultao","nonword","nonword","nonword",NA
"trotsta","carme","nonword","nonword","nonword",NA
"deshonpionato","antiriñento","nonword","nonword","nonword",NA
"comunicatrañas","emriñosa","nonword","nonword","nonword",NA
"lítan","desagradarezhan","nonword","nonword","nonword",NA
"abpañado","béndo","nonword","nonword","nonword",NA
"execubras","detonacións","nonword","nonword","nonword",NA
"negodardsos","potracto","nonword","nonword","nonword",NA
"pigg","reyer","nonword","nonword","nonword",NA
"exnorthsivo","tropoc","nonword","nonword","nonword",NA
"hollywoatividade","asalcesa","nonword","nonword","nonword",NA
"decación","mé","nonword","nonword","nonword",NA
"proafirma","luko","nonword","nonword","nonword",NA
"pachesla","afritura","nonword","nonword","nonword",NA
