"sl_cue","sl_target","type","cue_type","target_type","sl_cosine"
"močna","sekaš","nonword","word","nonword",NA
"razdalja","araot","nonword","word","nonword",NA
"horn","oslani","nonword","word","nonword",NA
"skrivnost","ganka","nonword","word","nonword",NA
"jazz","siskaš","nonword","word","nonword",NA
"angel","najla","nonword","word","nonword",NA
"miška","črever","nonword","word","nonword",NA
"nezmožnost","simdak","nonword","word","nonword",NA
"generator","enn","nonword","word","nonword",NA
"upam","sinklon","nonword","word","nonword",NA
"tiho","imp","nonword","word","nonword",NA
"rum","šižah","nonword","word","nonword",NA
"vrednost","vditem","nonword","word","nonword",NA
"preberite","itt","nonword","word","nonword",NA
"pravilo","urabi","nonword","word","nonword",NA
"glass","chrij","nonword","word","nonword",NA
"zasebno","skončnost","nonword","word","nonword",NA
"plemeniti","skroeld","nonword","word","nonword",NA
"samomor","predpina","nonword","word","nonword",NA
"popularno","hlepnost","nonword","word","nonword",NA
"podjetje","thab","nonword","word","nonword",NA
"finance","slatret","nonword","word","nonword",NA
"pogodba","dnevnina","nonword","word","nonword",NA
"nadstropje","slaškem","nonword","word","nonword",NA
"zombi","hajva","nonword","word","nonword",NA
"mesec","klinni","nonword","word","nonword",NA
"napredek","slilie","nonword","word","nonword",NA
"prepovedano","slovenwood","nonword","word","nonword",NA
"atomsko","slusrečnik","nonword","word","nonword",NA
"jutri","igrakinja","nonword","word","nonword",NA
"karneval","yoeh","nonword","word","nonword",NA
"tekmovanje","smru","nonword","word","nonword",NA
"autopsion","moršno","nonword","word","nonword",NA
"pojav","opati","nonword","word","nonword",NA
"grlo","rajke","nonword","word","nonword",NA
"končno","snyd","nonword","word","nonword",NA
"dramatično","snemastur","nonword","word","nonword",NA
"naravno","eveper","nonword","word","nonword",NA
"upravljanje","sočudnih","nonword","word","nonword",NA
"zaskrbljen","pajda","nonword","word","nonword",NA
"impresivno","sovski","nonword","word","nonword",NA
"grob","etk","nonword","word","nonword",NA
"sledite","opela","nonword","word","nonword",NA
"power","sodes","nonword","word","nonword",NA
"farmer","sozrihta","nonword","word","nonword",NA
"materija","škice","nonword","word","nonword",NA
"rezultat","larda","nonword","word","nonword",NA
"razburljivo","sojil","nonword","word","nonword",NA
"poskusite","osemgeti","nonword","word","nonword",NA
"starejši","utrinica","nonword","word","nonword",NA
"žaba","kurnje","nonword","word","nonword",NA
"rodeo","kurnje","nonword","word","nonword",NA
"diving","speciasnjen","nonword","word","nonword",NA
"utrujen","obrambtakularno","nonword","word","nonword",NA
"gumb","glerit","nonword","word","nonword",NA
"protest","spoliš","nonword","word","nonword",NA
"suha","cror","nonword","word","nonword",NA
"preklinjati","sporascev","nonword","word","nonword",NA
"arsenal","obljuročilo","nonword","word","nonword",NA
"zaključek","obljuročilo","nonword","word","nonword",NA
"kemikalije","oxort","nonword","word","nonword",NA
"imperial","sposobskih","nonword","word","nonword",NA
"technical","spremel","nonword","word","nonword",NA
"tisoč","objekmi","nonword","word","nonword",NA
"okno","spreprakti","nonword","word","nonword",NA
"trgati","srčgov","nonword","word","nonword",NA
"lisica","egipčati","nonword","word","nonword",NA
"hill","adrena","nonword","word","nonword",NA
"klan","stvoš","nonword","word","nonword",NA
"predmet","brazba","nonword","word","nonword",NA
"počasi","starah","nonword","word","nonword",NA
"profil","starah","nonword","word","nonword",NA
"tovarna","sklike","nonword","word","nonword",NA
"najprej","štestavnik","nonword","word","nonword",NA
"konferenca","stezdravnica","nonword","word","nonword",NA
"badge","sonri","nonword","word","nonword",NA
"dekle","nčo","nonword","word","nonword",NA
"lazanja","kerah","nonword","word","nonword",NA
"shield","stracu","nonword","word","nonword",NA
"orgazem","oglejtegija","nonword","word","nonword",NA
"mars","brezet","nonword","word","nonword",NA
"poletje","črroj","nonword","word","nonword",NA
"most","strokovsnil","nonword","word","nonword",NA
"honey","ostantura","nonword","word","nonword",NA
"baron","oblidija","nonword","word","nonword",NA
"prihod","cudle","nonword","word","nonword",NA
"star","sukat","nonword","word","nonword",NA
"krema","upoča","nonword","word","nonword",NA
"nazaj","atlantovanje","nonword","word","nonword",NA
"pokal","tazajčke","nonword","word","nonword",NA
"usoda","tacist","nonword","word","nonword",NA
"hiša","omm","nonword","word","nonword",NA
"kaj","telov","nonword","word","nonword",NA
"sidro","tegnilsko","nonword","word","nonword",NA
"dobrodelnost","dravnika","nonword","word","nonword",NA
"zid","teleplja","nonword","word","nonword",NA
"prestrašiti","televiustvarja","nonword","word","nonword",NA
"upravljanje","telju","nonword","word","nonword",NA
"ukaz","graysoperatura","nonword","word","nonword",NA
"fantje","teram","nonword","word","nonword",NA
"teleskop","teoznostja","nonword","word","nonword",NA
"tattoo","teuf","nonword","word","nonword",NA
"podatki","creko","nonword","word","nonword",NA
"opazovanje","guink","nonword","word","nonword",NA
"vstavi","tisnjena","nonword","word","nonword",NA
"laska","astvo","nonword","word","nonword",NA
"sočuten","dy","nonword","word","nonword",NA
"antidote","memba","nonword","word","nonword",NA
"kosti","tonio","nonword","word","nonword",NA
"prosto","vščinado","nonword","word","nonword",NA
"platforma","tobit","nonword","word","nonword",NA
"rock","tožitnih","nonword","word","nonword",NA
"potisnite","tradicioverthisno","nonword","word","nonword",NA
"shadow","trabrenna","nonword","word","nonword",NA
"queen","trgoobravna","nonword","word","nonword",NA
"zberite","uii","nonword","word","nonword",NA
"država","steal","nonword","word","nonword",NA
"diploma","trianstov","nonword","word","nonword",NA
"dnevno","trichi","nonword","word","nonword",NA
"industrija","trlek","nonword","word","nonword",NA
"monk","tumiš","nonword","word","nonword",NA
"poljub","turhov","nonword","word","nonword",NA
"vezi","jeržnik","nonword","word","nonword",NA
"laž","septi","nonword","word","nonword",NA
"kemija","učield","nonword","word","nonword",NA
"politika","vkljukovito","nonword","word","nonword",NA
"gostilna","tarte","nonword","word","nonword",NA
"bela","krutelj","nonword","word","nonword",NA
"žrtev","efled","nonword","word","nonword",NA
"poročilo","lzo","nonword","word","nonword",NA
"glavnega mesta","osvomanje","nonword","word","nonword",NA
"notranje","siov","nonword","word","nonword",NA
"sladkor","skrivtimate","nonword","word","nonword",NA
"poseben","sklezano","nonword","word","nonword",NA
"posadka","hratna","nonword","word","nonword",NA
"toast","švor","nonword","word","nonword",NA
"pepel","strečenje","nonword","word","nonword",NA
"nič","streforma","nonword","word","nonword",NA
"popolnoma","unifranza","nonword","word","nonword",NA
"modna","upirajtestrij","nonword","word","nonword",NA
"reporter","straraba","nonword","word","nonword",NA
"šerif","smram","nonword","word","nonword",NA
"zasluži","tvednik","nonword","word","nonword",NA
"vdova","gajne","nonword","word","nonword",NA
"thief","urjem","nonword","word","nonword",NA
"veleposlaništvo","usoram","nonword","word","nonword",NA
"oči","usohh","nonword","word","nonword",NA
"gesta","tljava","nonword","word","nonword",NA
"ravnovesje","franvi","nonword","word","nonword",NA
"pokaži","ustvarjalskih","nonword","word","nonword",NA
"carbon","vajev","nonword","word","nonword",NA
"izkušnje","valec","nonword","word","nonword",NA
"zahod","ohlapire","nonword","word","nonword",NA
"kamp","vaniukvarja","nonword","word","nonword",NA
"frekvenca","tičnost","nonword","word","nonword",NA
"nemogoče","jls","nonword","word","nonword",NA
"cimet","imuraj","nonword","word","nonword",NA
"težava","vežgi","nonword","word","nonword",NA
"agent","vejaš","nonword","word","nonword",NA
"večerja","veusmrti","nonword","word","nonword",NA
"bolnišnica","velikodustljiv","nonword","word","nonword",NA
"naiven","vefer","nonword","word","nonword",NA
"lastnina","apara","nonword","word","nonword",NA
"aktivna","franjeti","nonword","word","nonword",NA
"nemočna","verjemlje","nonword","word","nonword",NA
"royal","verjemlje","nonword","word","nonword",NA
"dediščina","verjemlje","nonword","word","nonword",NA
"zdaj","vesestan","nonword","word","nonword",NA
"zver","uood","nonword","word","nonword",NA
"kuga","vilai","nonword","word","nonword",NA
"težko","zgrešina","nonword","word","nonword",NA
"pajek","visomers","nonword","word","nonword",NA
"nasvet","vitatost","nonword","word","nonword",NA
"count","splozija","nonword","word","nonword",NA
"količina","greda","nonword","word","nonword",NA
"najstnice","volya","nonword","word","nonword",NA
"uradno","gunka","nonword","word","nonword",NA
"nadnaravno","vojagnje","nonword","word","nonword",NA
"oblika","nadska","nonword","word","nonword",NA
"spinal","volicist","nonword","word","nonword",NA
"poglej","vostarca","nonword","word","nonword",NA
"victory","voac","nonword","word","nonword",NA
"težko","vozskem","nonword","word","nonword",NA
"pripravljen","vpracih","nonword","word","nonword",NA
"nagon","vrve","nonword","word","nonword",NA
"podmornica","zmeta","nonword","word","nonword",NA
"pristanek","zmeta","nonword","word","nonword",NA
"diamant","oboden","nonword","word","nonword",NA
"malo","vrebljajtenje","nonword","word","nonword",NA
"večina","vrniteharth","nonword","word","nonword",NA
"groza","sklačina","nonword","word","nonword",NA
"običajno","lav","nonword","word","nonword",NA
"podjetje","gradbina","nonword","word","nonword",NA
"predlaga","obljuževanje","nonword","word","nonword",NA
"plesalec","esrok","nonword","word","nonword",NA
"očala","usparior","nonword","word","nonword",NA
"caliber","retch","nonword","word","nonword",NA
"sovražnik","vposon","nonword","word","nonword",NA
"dodatno","avb","nonword","word","nonword",NA
"palača","wethers","nonword","word","nonword",NA
"odpornost","whivelj","nonword","word","nonword",NA
"scratch","wome","nonword","word","nonword",NA
"artefakt","wožid","nonword","word","nonword",NA
"polmer","baste","nonword","word","nonword",NA
"dna","za všlje","nonword","word","nonword",NA
"šminka","zaskriva","nonword","word","nonword",NA
"izbira","zašci","nonword","word","nonword",NA
"terminal","zasnil","nonword","word","nonword",NA
"mleko","zabeckettoviti","nonword","word","nonword",NA
"črpalka","zanam","nonword","word","nonword",NA
"postopek","zajeya","nonword","word","nonword",NA
"sky","zaklepatrick","nonword","word","nonword",NA
"svež","zaubožček","nonword","word","nonword",NA
"ideja","zaseb","nonword","word","nonword",NA
"zdravo","zabul","nonword","word","nonword",NA
"dynasty","zanimišljam","nonword","word","nonword",NA
"kandidat","zapomnithory","nonword","word","nonword",NA
"dovoljenje","zadič","nonword","word","nonword",NA
"plus","zapomemb","nonword","word","nonword",NA
"prebivalstvo","zaključnika","nonword","word","nonword",NA
"točka","zafaš","nonword","word","nonword",NA
"oprema","zastanto","nonword","word","nonword",NA
"vprašanje","zapuobjekti","nonword","word","nonword",NA
"reševanje","vdihnica","nonword","word","nonword",NA
"hrane","zasebskih","nonword","word","nonword",NA
"povpraševanje","zaupatrick","nonword","word","nonword",NA
"hurricane","zavetimnost","nonword","word","nonword",NA
"živce","zaidenti","nonword","word","nonword",NA
"morski pes","vzgati","nonword","word","nonword",NA
"dovolite","oblevilo","nonword","word","nonword",NA
"navigacija","zdrastranje","nonword","word","nonword",NA
"pomeni","vljalnik","nonword","word","nonword",NA
"ming","virja","nonword","word","nonword",NA
"spoštovanje","žesto","nonword","word","nonword",NA
"izhod","avalo","nonword","word","nonword",NA
"proračun","zeliščvid","nonword","word","nonword",NA
"skrb","marna","nonword","word","nonword",NA
"nizka","smuska","nonword","word","nonword",NA
"nenehno","smuska","nonword","word","nonword",NA
"kredit","obunu","nonword","word","nonword",NA
"load","klovnji","nonword","word","nonword",NA
"narobe","žitev","nonword","word","nonword",NA
"sprožilec","ljema","nonword","word","nonword",NA
"junij","žitev","nonword","word","nonword",NA
"luna","pirtraj","nonword","word","nonword",NA
"rusty","osrečina","nonword","word","nonword",NA
"tuš","pnega","nonword","word","nonword",NA
"praksa","ustregovalec","nonword","word","nonword",NA
"znak","zmanjber","nonword","word","nonword",NA
"funt","carde","nonword","word","nonword",NA
"herby","kdes","nonword","word","nonword",NA
"nevednost","znji","nonword","word","nonword",NA
"čudovito","značil","nonword","word","nonword",NA
"okolje","čajnost","nonword","word","nonword",NA
"majica","znanpravnik","nonword","word","nonword",NA
"butterfly","whisek","nonword","word","nonword",NA
"opozorilo","šib","nonword","word","nonword",NA
"zrak","zodej","nonword","word","nonword",NA
"aktovka","zunalašč","nonword","word","nonword",NA
"priložnost","žušel","nonword","word","nonword",NA
"tih","žuoznaka","nonword","word","nonword",NA
"sef","igračiti","nonword","word","nonword",NA
"polovica","ckest","nonword","word","nonword",NA
"inšpektor","knjida","nonword","word","nonword",NA
"nespalno","proizvovskih","nonword","nonword","nonword",NA
"vovljalo","thab","nonword","nonword","nonword",NA
"liobravnada","čajnost","nonword","nonword","nonword",NA
"avvil","oglejtegija","nonword","nonword","nonword",NA
"gedno","prignjeno","nonword","nonword","nonword",NA
"borom","ckest","nonword","nonword","nonword",NA
"ževec","diskulutherja","nonword","nonword","nonword",NA
"kilomeghann","rist","nonword","nonword","nonword",NA
"nadškofpje","brezkovnik","nonword","nonword","nonword",NA
"bančnitelj","skika","nonword","nonword","nonword",NA
"poblin","ravljata","nonword","nonword","nonword",NA
"frazt","batachie","nonword","nonword","nonword",NA
"prerokbidati","vdino","nonword","nonword","nonword",NA
"arsestvo","čusta","nonword","nonword","nonword",NA
"impreključno","predlasnih","nonword","nonword","nonword",NA
"občanjem","astrodemija","nonword","nonword","nonword",NA
"vljalec","peratlantiva","nonword","nonword","nonword",NA
"vščinite","yas","nonword","nonword","nonword",NA
"dedickensna","lišči","nonword","nonword","nonword",NA
"nastnega","burro","nonword","nonword","nonword",NA
"leste","ubora","nonword","nonword","nonword",NA
"sestanja","vskegana","nonword","nonword","nonword",NA
"zvezžnica","pritral","nonword","nonword","nonword",NA
"simby","poji","nonword","nonword","nonword",NA
"drucrt","wožid","nonword","nonword","nonword",NA
"trechit","stabi","nonword","nonword","nonword",NA
"vglavricane","volicist","nonword","nonword","nonword",NA
"očigle","prijaigralstvo","nonword","nonword","nonword",NA
"rlj","neverjemljiv","nonword","nonword","nonword",NA
"ralka","močiš","nonword","nonword","nonword",NA
"ukvarjavijo","drdljiva","nonword","nonword","nonword",NA
"datha","hawthornepričakovano","nonword","nonword","nonword",NA
"udart","odmah","nonword","nonword","nonword",NA
"žven","čorp","nonword","nonword","nonword",NA
"ovrl","ototost","nonword","nonword","nonword",NA
"sekunključno","nedranta","nonword","nonword","nonword",NA
"mahov","slovenwood","nonword","nonword","nonword",NA
"dukončno","učield","nonword","nonword","nonword",NA
"arina","slaškem","nonword","nonword","nonword",NA
"čništvo","vkljudelitev","nonword","nonword","nonword",NA
"mabljene","verjemlje","nonword","nonword","nonword",NA
"trshranje","elespreten","nonword","nonword","nonword",NA
"drdljiva","zaključnika","nonword","nonword","nonword",NA
"fronba","verjemlje","nonword","nonword","nonword",NA
"stavp","pomanjka","nonword","nonword","nonword",NA
"lch","kobljena","nonword","nonword","nonword",NA
"pozorstvo","prstni oklyna","nonword","nonword","nonword",NA
"tatpid","agenburger","nonword","nonword","nonword",NA
"razodericks","usposačo","nonword","nonword","nonword",NA
"programska oprlystock","gonka","nonword","nonword","nonword",NA
"counskim","sodes","nonword","nonword","nonword",NA
"podkuskrajne","igračiti","nonword","nonword","nonword",NA
"popravno","wls","nonword","nonword","nonword",NA
"uniphonse","sagom","nonword","nonword","nonword",NA
"sončni zknjan","ugraese","nonword","nonword","nonword",NA
"okrazion","senavlja","nonword","nonword","nonword",NA
"željsula","polikšnemno","nonword","nonword","nonword",NA
"kerka","komižnem","nonword","nonword","nonword",NA
"počanjem","noviljem","nonword","nonword","nonword",NA
"dljivilo","pites","nonword","nonword","nonword",NA
"moobilna","zapomnithory","nonword","nonword","nonword",NA
"laker","našit","nonword","nonword","nonword",NA
"ustvarpovedano","graysoporation","nonword","nonword","nonword",NA
"vizer","obidnevno","nonword","nonword","nonword",NA
"klinno","teoznostja","nonword","nonword","nonword",NA
"zaupatrick","marna","nonword","nonword","nonword",NA
"kratkoli","novidlji","nonword","nonword","nonword",NA
"sovratnik","lualj","nonword","nonword","nonword",NA
"želotnim","rojstnitrič","nonword","nonword","nonword",NA
"kasih","mišljaja","nonword","nonword","nonword",NA
"okon","litebeckettura","nonword","nonword","nonword",NA
"alkošlji","prijenjem","nonword","nonword","nonword",NA
"ustvarbinacija","puhom","nonword","nonword","nonword",NA
"nasexa","predlij","nonword","nonword","nonword",NA
"debim","larda","nonword","nonword","nonword",NA
"juješ","televiustvarja","nonword","nonword","nonword",NA
"igrajen","predsestav","nonword","nonword","nonword",NA
"uslu","opravma","nonword","nonword","nonword",NA
"merel","opati","nonword","nonword","nonword",NA
"debim","faulsoma","nonword","nonword","nonword",NA
"astrošanj","ogledaja","nonword","nonword","nonword",NA
"podjemnik","migest","nonword","nonword","nonword",NA
"senzacionalnagravžno","sheltično","nonword","nonword","nonword",NA
"borje","paranorstnih","nonword","nonword","nonword",NA
"škotek","oglejmonija","nonword","nonword","nonword",NA
"upani","ostantura","nonword","nonword","nonword",NA
"tumom","vrebljajtenje","nonword","nonword","nonword",NA
"sanda","grobrn","nonword","nonword","nonword",NA
"omb","strupela","nonword","nonword","nonword",NA
"zuziš","obravnacija","nonword","nonword","nonword",NA
"blelic","zmeta","nonword","nonword","nonword",NA
"bamal","nepravidnost","nonword","nonword","nonword",NA
"dišcev","igračkacija","nonword","nonword","nonword",NA
"interhand","print","nonword","nonword","nonword",NA
"nemdno","ptila","nonword","nonword","nonword",NA
"operabljenno","volya","nonword","nonword","nonword",NA
"velitrov","najstrož","nonword","nonword","nonword",NA
"artesleč","lepiš","nonword","nonword","nonword",NA
"nostmija","rajke","nonword","nonword","nonword",NA
"občujeffovo","upy","nonword","nonword","nonword",NA
"deusmerjejo","markeskom","nonword","nonword","nonword",NA
"ramem","tožitnih","nonword","nonword","nonword",NA
"zazmanjšanje","trichi","nonword","nonword","nonword",NA
"tridenti","jajčnite","nonword","nonword","nonword",NA
"playnay","zglegija","nonword","nonword","nonword",NA
"kozdravnica","ustvarrektorica","nonword","nonword","nonword",NA
"nezmostnih","kraljenost","nonword","nonword","nonword",NA
"polispletka","dolstnih","nonword","nonword","nonword",NA
"bolnistrelca","mountavljal","nonword","nonword","nonword",NA
"vicdost","leben","nonword","nonword","nonword",NA
"soditelj","hlepnost","nonword","nonword","nonword",NA
"zestična","murčim","nonword","nonword","nonword",NA
"klosno","nebljeno","nonword","nonword","nonword",NA
"izjevski","olm","nonword","nonword","nonword",NA
"kilovšči","radsor","nonword","nonword","nonword",NA
"kljuvljanje","ljubestim","nonword","nonword","nonword",NA
"storp","donov","nonword","nonword","nonword",NA
"lenic","glavru","nonword","nonword","nonword",NA
"brezvljanje","stništvo","nonword","nonword","nonword",NA
"obodnost","zastanto","nonword","nonword","nonword",NA
"naučitestownu","arodnjice","nonword","nonword","nonword",NA
"skrunstvo","yoeh","nonword","nonword","nonword",NA
"ljubosustvom","čeobjektina","nonword","nonword","nonword",NA
"ozeska","lažnistva","nonword","nonword","nonword",NA
"inžeslom","ff","nonword","nonword","nonword",NA
"minij","speciasnjen","nonword","nonword","nonword",NA
"ščega","posvatbe","nonword","nonword","nonword",NA
"zaatlantiti","oktogram","nonword","nonword","nonword",NA
"konfast","še vkall","nonword","nonword","nonword",NA
"natiobljen","otheltion","nonword","nonword","nonword",NA
"zastični","nazvezda","nonword","nonword","nonword",NA
"nakom","hvalestown","nonword","nonword","nonword",NA
"nemovključe","pljače","nonword","nonword","nonword",NA
"ptitil","tegnilsko","nonword","nonword","nonword",NA
"čilja","pečih","nonword","nonword","nonword",NA
"tany","realististljiv","nonword","nonword","nonword",NA
"napot","selda","nonword","nonword","nonword",NA
"otretember","cistu","nonword","nonword","nonword",NA
"mastljivanje","simdak","nonword","nonword","nonword",NA
"bisexa","teuf","nonword","nonword","nonword",NA
"ostronjati se","taktno","nonword","nonword","nonword",NA
"ključnaravno","strelpiranje","nonword","nonword","nonword",NA
"izkrov","pajal","nonword","nonword","nonword",NA
"pokve","nadaatlante","nonword","nonword","nonword",NA
"cočaš","možganč","nonword","nonword","nonword",NA
"naibach","jitlor","nonword","nonword","nonword",NA
"spatal","bunmer","nonword","nonword","nonword",NA
"žalograf","miple","nonword","nonword","nonword",NA
"krajin","pečih","nonword","nonword","nonword",NA
"grasnil","inapartmate","nonword","nonword","nonword",NA
"delij","naognjenkarica","nonword","nonword","nonword",NA
"sivov","dohovost","nonword","nonword","nonword",NA
"rabno","financirastwood","nonword","nonword","nonword",NA
"lisistič","biolomljen","nonword","nonword","nonword",NA
"yea","helisplinter","nonword","nonword","nonword",NA
"odstreki","upirajtestrij","nonword","nonword","nonword",NA
"edg","vilai","nonword","nonword","nonword",NA
"ponii","cinišnič","nonword","nonword","nonword",NA
"pagis","poliigračka","nonword","nonword","nonword",NA
"činstvo","zaubožček","nonword","nonword","nonword",NA
"posprani","cheza","nonword","nonword","nonword",NA
"doustrelite","poosvoba","nonword","nonword","nonword",NA
"smedeš","wome","nonword","nonword","nonword",NA
"freigrica","urjem","nonword","nonword","nonword",NA
"roslm","vdino","nonword","nonword","nonword",NA
"zvebrazba","vefer","nonword","nonword","nonword",NA
"palavske","preištljiva","nonword","nonword","nonword",NA
"nabru","obljuročilo","nonword","nonword","nonword",NA
"postvenik","bodne","nonword","nonword","nonword",NA
"naastrono","čr","nonword","nonword","nonword",NA
"naprevost","alj","nonword","nonword","nonword",NA
"togis","zabul","nonword","nonword","nonword",NA
"vamnil","avtožnic","nonword","nonword","nonword",NA
"generabljen","coske","nonword","nonword","nonword",NA
"rapravna","oglaise","nonword","nonword","nonword",NA
"postla","zadič","nonword","nonword","nonword",NA
"doclje","cairn","nonword","nonword","nonword",NA
"naibach","dilca","nonword","nonword","nonword",NA
"mesklada","rilih","nonword","nonword","nonword",NA
"avtošnja","esrok","nonword","nonword","nonword",NA
"rantnik","pajda","nonword","nonword","nonword",NA
"postoting","dostojja","nonword","nonword","nonword",NA
"rourt","greda","nonword","nonword","nonword",NA
"vljenesi","stnimiti","nonword","nonword","nonword",NA
"pišu","organizibénédicte","nonword","nonword","nonword",NA
"parey","julisnih","nonword","nonword","nonword",NA
"govem","fotocent","nonword","nonword","nonword",NA
"oprotura","dojenčna","nonword","nonword","nonword",NA
"pem","kopljelo","nonword","nonword","nonword",NA
"horic","jedav","nonword","nonword","nonword",NA
"iger na sstonj","vditem","nonword","nonword","nonword",NA
"rps","ustvarjalskih","nonword","nonword","nonword",NA
"vaknjena","snemastur","nonword","nonword","nonword",NA
"spremera","prvenport","nonword","nonword","nonword",NA
"poklu","clasdal","nonword","nonword","nonword",NA
"yeaj","prijaških","nonword","nonword","nonword",NA
"ladel","slilie","nonword","nonword","nonword",NA
"sike","vščinado","nonword","nonword","nonword",NA
"dinišč","predavlje","nonword","nonword","nonword",NA
"prečjem","boskopska","nonword","nonword","nonword",NA
"beljakoobrambne","ponroe","nonword","nonword","nonword",NA
"tična","zbrka","nonword","nonword","nonword",NA
"voš","aktivimarquette","nonword","nonword","nonword",NA
"upoštestinkte","jezemlju","nonword","nonword","nonword",NA
"butterjard","omm","nonword","nonword","nonword",NA
"marapevt","luut","nonword","nonword","nonword",NA
"gibne","tumiš","nonword","nonword","nonword",NA
"rantnost","goriščaj","nonword","nonword","nonword",NA
"rotne","velikodustljiv","nonword","nonword","nonword",NA
"skladalja","lset","nonword","nonword","nonword",NA
"rowie","smru","nonword","nonword","nonword",NA
"verjecljal","vejaš","nonword","nonword","nonword",NA
"pomembči","kapitalistnost","nonword","nonword","nonword",NA
"sposkrijvanje","astvo","nonword","nonword","nonword",NA
"komplišnjo","zdrostven","nonword","nonword","nonword",NA
"banec","splalec","nonword","nonword","nonword",NA
"akdarhka","prejc","nonword","nonword","nonword",NA
"beckettuacija","oblevilo","nonword","nonword","nonword",NA
"auschwision","herostjo","nonword","nonword","nonword",NA
"mosto","pokopalistnost","nonword","nonword","nonword",NA
"titun","čaveljnik","nonword","nonword","nonword",NA
"gostoskrajnost","romandley","nonword","nonword","nonword",NA
"plesanjar","pirtraj","nonword","nonword","nonword",NA
"kandiking","izokužba","nonword","nonword","nonword",NA
"vljince","ljema","nonword","nonword","nonword",NA
"špaz","objekmi","nonword","nonword","nonword",NA
"gogred","naklet","nonword","nonword","nonword",NA
"navduševskih","guigric","nonword","nonword","nonword",NA
"polin","pozmerja","nonword","nonword","nonword",NA
"diatlon","diplocock","nonword","nonword","nonword",NA
"meddia","efled","nonword","nonword","nonword",NA
"nagnjenjgacija","tisnjena","nonword","nonword","nonword",NA
"nasham","trlek","nonword","nonword","nonword",NA
"rukač","praleg","nonword","nonword","nonword",NA
"strebica","informaknjen","nonword","nonword","nonword",NA
"husse","izsixsmithvanje","nonword","nonword","nonword",NA
"paranostnež","glob","nonword","nonword","nonword",NA
"žigaš","jesha","nonword","nonword","nonword",NA
"udoko","zunalašč","nonword","nonword","nonword",NA
"neand","magaključne","nonword","nonword","nonword",NA
"okenka","prsnishad","nonword","nonword","nonword",NA
"fiprečka","milikšnemde","nonword","nonword","nonword",NA
"rhk","obljuživeli","nonword","nonword","nonword",NA
"chiclin","oslani","nonword","nonword","nonword",NA
"valka","stvarila","nonword","nonword","nonword",NA
"premo","vostarca","nonword","nonword","nonword",NA
"skugne","obdoping","nonword","nonword","nonword",NA
"grosel","juil","nonword","nonword","nonword",NA
"stljaverite","igralkolada","nonword","nonword","nonword",NA
"plazmeni","stvoš","nonword","nonword","nonword",NA
"vzbudica","mljivata","nonword","nonword","nonword",NA
"chei","zavetimnost","nonword","nonword","nonword",NA
"regiobljen","odvrnižnost","nonword","nonword","nonword",NA
"doklet","jevit","nonword","nonword","nonword",NA
"abuddite","graysoperatura","nonword","nonword","nonword",NA
"ravent","imuraj","nonword","nonword","nonword",NA
"senpin","liž","nonword","nonword","nonword",NA
"shalež","občudnih","nonword","nonword","nonword",NA
"tovil","kloznu","nonword","nonword","nonword",NA
"imperialbuquerque","študi","nonword","nonword","nonword",NA
"upaeld","orvor","nonword","nonword","nonword",NA
"preprotnih","natiskem","nonword","nonword","nonword",NA
"najdrobce","sevarant","nonword","nonword","nonword",NA
"gavka","usohh","nonword","nonword","nonword",NA
"brezpora","deypenny","nonword","nonword","nonword",NA
"izkljura","hiway","nonword","nonword","nonword",NA
"pott","stezdravnica","nonword","nonword","nonword",NA
"analikšne","virja","nonword","nonword","nonword",NA
"jukes","učinstian","nonword","nonword","nonword",NA
"ple","veljniti","nonword","nonword","nonword",NA
"metuj","predpina","nonword","nonword","nonword",NA
"pozij","kurnje","nonword","nonword","nonword",NA
"citra","financirastwood","nonword","nonword","nonword",NA
"cheza","dostojanvljen","nonword","nonword","nonword",NA
"poznom","retch","nonword","nonword","nonword",NA
"pibris","muurt","nonword","nonword","nonword",NA
"dotič","olp","nonword","nonword","nonword",NA
"zvomer","astrozoda","nonword","nonword","nonword",NA
"spack","lecharda","nonword","nonword","nonword",NA
"škalio","franjeti","nonword","nonword","nonword",NA
"sočudnih","araot","nonword","nonword","nonword",NA
"kromnez","lor","nonword","nonword","nonword",NA
"požnivka","tonio","nonword","nonword","nonword",NA
"oblačina","čmarja","nonword","nonword","nonword",NA
"rahlep","hireš","nonword","nonword","nonword",NA
"glish","gunka","nonword","nonword","nonword",NA
"skrča","jls","nonword","nonword","nonword",NA
"neupljivno","inteligendricks","nonword","nonword","nonword",NA
"indvajtor","zaklepatrick","nonword","nonword","nonword",NA
"prestopstvo","dokustos","nonword","nonword","nonword",NA
"zmrče","lišu","nonword","nonword","nonword",NA
"akpljena","štestavnik","nonword","nonword","nonword",NA
"aspirite","faek","nonword","nonword","nonword",NA
"čudoscranto","instinktmacije","nonword","nonword","nonword",NA
"konfevljavca","siov","nonword","nonword","nonword",NA
"zapem","zapomemb","nonword","nonword","nonword",NA
"suming","razočarastwood","nonword","nonword","nonword",NA
"kozdravnija","jacai","nonword","nonword","nonword",NA
"maža","rodbi","nonword","nonword","nonword",NA
"pogodnji","heyd","nonword","nonword","nonword",NA
"parbo","usparior","nonword","nonword","nonword",NA
"bogne","poklin","nonword","nonword","nonword",NA
"oblastmikalije","zgraži","nonword","nonword","nonword",NA
"dnevneval","predri","nonword","nonword","nonword",NA
