"hi_target","hi_cue","type","target_type","cue_type","hi_cosine"
"अंडा","माआख","nonword","word","nonword",NA
"कर्तव्य","મટर्ग","nonword","word","nonword",NA
"ज्यादा से ज्यादा","મટर्ग","nonword","word","nonword",NA
"मकान मालिक","माकजम","nonword","word","nonword",NA
"पागल","डऐंग","nonword","word","nonword",NA
"गंदा","टघठाई","nonword","word","nonword",NA
"भांजा","टघठाई","nonword","word","nonword",NA
"मॉनिटर","मीछपर","nonword","word","nonword",NA
"सत्यापित करें","wkल","nonword","word","nonword",NA
"विनाश","मुष०पर०","nonword","word","nonword",NA
"तुर्की","मुर्sw","nonword","word","nonword",NA
"अध्यक्ष","मु	जमम","nonword","word","nonword",NA
"खिलौने","मुसस क","nonword","word","nonword",NA
"दांत","मुसज०म०म०","nonword","word","nonword",NA
"स्ट्रॉबेरी","मुله","nonword","word","nonword",NA
"वोट","वऔक","nonword","word","nonword",NA
"बनाए रखना","lwल","nonword","word","nonword",NA
"अपर","मूच०ड०","nonword","word","nonword",NA
"उपयोग","ऱनल्य","nonword","word","nonword",NA
"दृढ़ निश्चय","मूलतpppp","nonword","word","nonword",NA
"आंधी","मेच०ड०","nonword","word","nonword",NA
"संग्रहालय","वऊढक","nonword","word","nonword",NA
"बीवी","uuल","nonword","word","nonword",NA
"यंत्र","uuल","nonword","word","nonword",NA
"टेलीविजन","मैअलइन","nonword","word","nonword",NA
"कैंसर","मोतउ","nonword","word","nonword",NA
"बिजली","mjड़","nonword","word","nonword",NA
"दल","मोज०म०म०","nonword","word","nonword",NA
"कमाल की","घआत","nonword","word","nonword",NA
"शैतान","यशसibs","nonword","word","nonword",NA
"मांस","यहमउ","nonword","word","nonword",NA
"मीटर","गळतना","nonword","word","nonword",NA
"अफ़ीम का सत्त्व","यात्ईच","nonword","word","nonword",NA
"प्रतिस्पर्धा","यात्ऊत","nonword","word","nonword",NA
"रक्षक","hqद्ध","nonword","word","nonword",NA
"असफलता","युસધ","nonword","word","nonword",NA
"ध्यान केंद्रित करना","ठ०ग","nonword","word","nonword",NA
"कोई चीज़","ठ०ग","nonword","word","nonword",NA
"ऋण","योगधpardhi","nonword","word","nonword",NA
"गणित","নমजना","nonword","word","nonword",NA
"योद्धा","oiन","nonword","word","nonword",NA
"आईना","रकéé","nonword","word","nonword",NA
"संदेश","रकमइष","nonword","word","nonword",NA
"क्लिनिक","रक्षयmayur","nonword","word","nonword",NA
"छान - बीन करना","रकसibs","nonword","word","nonword",NA
"मरम्मत","हoग","nonword","word","nonword",NA
"डेक","रदqd","nonword","word","nonword",NA
"जानता था","अष","nonword","word","nonword",NA
"याद रखना","रसायन धpardhi","nonword","word","nonword",NA
"अलविदा","रसोइwr","nonword","word","nonword",NA
"ईमानदार","रहखआ","nonword","word","nonword",NA
"कीट","रहस्योधpardhi","nonword","word","nonword",NA
"झील","राडइड","nonword","word","nonword",NA
"बोलना","५जकेट","nonword","word","nonword",NA
"अन्वेषक","रा	जमम","nonword","word","nonword",NA
"परिमाप","राजज०म०म०","nonword","word","nonword",NA
"अधिकार","राए०एस०","nonword","word","nonword",NA
"वेब","राणड०४","nonword","word","nonword",NA
"साप्ताहिक","राजष०पर०","nonword","word","nonword",NA
"बेवकूफ","राऐनर","nonword","word","nonword",NA
"मार","kqत","nonword","word","nonword",NA
"पिछला","रातधpardhi","nonword","word","nonword",NA
"सुंदर","रादऐ","nonword","word","nonword",NA
"सराहना","دوय","nonword","word","nonword",NA
"आइए","राषतsunil","nonword","word","nonword",NA
"नेता","रासएन०ए०","nonword","word","nonword",NA
"हौज","रिपशaddition","nonword","word","nonword",NA
"किताब","रिपआर०ए०","nonword","word","nonword",NA
"मार डालनेवाला","रिशतsunil","nonword","word","nonword",NA
"कल्पना","रिअलइन","nonword","word","nonword",NA
"लहज़ा","रीढ़ यsiddhartha","nonword","word","nonword",NA
"सुरंग","रुxl","nonword","word","nonword",NA
"सही","रेगतsunil","nonword","word","nonword",NA
"गतिविधि","रेज०म०म०","nonword","word","nonword",NA
"इरादा","रेडिओख","nonword","word","nonword",NA
"विरोध","रेयmayur","nonword","word","nonword",NA
"देना","झषशम","nonword","word","nonword",NA
"कृत्रिम","छलकना","nonword","word","nonword",NA
"छिपकली","रोगयmayur","nonword","word","nonword",NA
"संबंध","टअज","nonword","word","nonword",NA
"बेचना","iइटी","nonword","word","nonword",NA
"सहायक","gàबोट","nonword","word","nonword",NA
"पकड़","ہیमन","nonword","word","nonword",NA
"सरकार","२जमियो","nonword","word","nonword",NA
"शल्य चिकित्सा","लकगड०","nonword","word","nonword",NA
"मंत्रालय","घञगर","nonword","word","nonword",NA
"द्वार","लजतsunil","nonword","word","nonword",NA
"पूछना","लडकना","nonword","word","nonword",NA
"मानव","डम़की","nonword","word","nonword",NA
"जन्मदिन","यज़के","nonword","word","nonword",NA
"सहायता","लडककई","nonword","word","nonword",NA
"चुनते हैं","लपलएड","nonword","word","nonword",NA
"बोस्टान","लहमउट","nonword","word","nonword",NA
"निशानची","भउइव","nonword","word","nonword",NA
"इत्र","xuओ","nonword","word","nonword",NA
"प्रदान करना","दथगू","nonword","word","nonword",NA
"एक प्रकार का जानवर","५जल","nonword","word","nonword",NA
"सम्राट","लिपष०पर०","nonword","word","nonword",NA
"निर्माण","लिफ़ाफऐन","nonword","word","nonword",NA
"लॉक","इठख","nonword","word","nonword",NA
"विपणन","दऐखक","nonword","word","nonword",NA
"दादी मा","लोकए०एस०","nonword","word","nonword",NA
"अनुपस्थिति","परमड़ी","nonword","word","nonword",NA
"भाई","लोयƨ","nonword","word","nonword",NA
"चॉकलेट","वकढच","nonword","word","nonword",NA
"फिर भी","exन","nonword","word","nonword",NA
"गण","वयरइग","nonword","word","nonword",NA
"उत्पादन","वरएसस०","nonword","word","nonword",NA
"पायलट","वर्णनज०म०म०","nonword","word","nonword",NA
"प्रवेश","वर्य		क","nonword","word","nonword",NA
"अपराध","वरबईा","nonword","word","nonword",NA
"ईसाई","nवश","nonword","word","nonword",NA
"कार्टेल","वसहघ","nonword","word","nonword",NA
"वाटसन","वसतओु","nonword","word","nonword",NA
"कारागार","વરइन","nonword","word","nonword",NA
"दशक","वायएज","nonword","word","nonword",NA
"ठंडा","वातअलइन","nonword","word","nonword",NA
"अपहरण","ऽ	पस","nonword","word","nonword",NA
"वीडियो","०४यु","nonword","word","nonword",NA
"महारानी","થયल्व","nonword","word","nonword",NA
"वेस्टर्न","वाशएन०ए०","nonword","word","nonword",NA
"वैन","वासधpardhi","nonword","word","nonword",NA
"स्वीकार करें","ହରहन","nonword","word","nonword",NA
"केक","वाआर०ए०","nonword","word","nonword",NA
"विटामिन","वियmayur","nonword","word","nonword",NA
"व्यक्त करना","ozचार","nonword","word","nonword",NA
"बैंड","विचायmayur","nonword","word","nonword",NA
"उदारवादी","übजय","nonword","word","nonword",NA
"परीक्षण","विजएन०ए०","nonword","word","nonword",NA
"शाम","वितpppp","nonword","word","nonword",NA
"दरिंदा","लऎत्त","nonword","word","nonword",NA
"अमेरिका","थणधवा","nonword","word","nonword",NA
"साम्राज्य","درनीत","nonword","word","nonword",NA
"हेरोइन","विनोतsunil","nonword","word","nonword",NA
"स्नानघर","विएसस०","nonword","word","nonword",NA
"विदेशी","विरूपणधpardhi","nonword","word","nonword",NA
"शानदार","કબरोध","nonword","word","nonword",NA
"वैज्ञानिक","ओठलोम","nonword","word","nonword",NA
"आमतौर पर","कऔशेष","nonword","word","nonword",NA
"खर्च करना","विशतpppp","nonword","word","nonword",NA
"दया","विशेधpardhi","nonword","word","nonword",NA
"मोमबत्ती","वितajay","nonword","word","nonword",NA
"शीर्षक","विशष०पर०","nonword","word","nonword",NA
"विकल्प","विएन०ए०","nonword","word","nonword",NA
"अनोखा","विषहरष०पर०","nonword","word","nonword",NA
"सामान्य","वृझडत","nonword","word","nonword",NA
"रखना","کچटर","nonword","word","nonword",NA
"अलार्म","व्यbill","nonword","word","nonword",NA
"एजेंसी","व्यकष०पर०","nonword","word","nonword",NA
"मानना","व्यए०एस०","nonword","word","nonword",NA
"सवारी","व्यmayur","nonword","word","nonword",NA
"आपातकालीन","व्यातsunil","nonword","word","nonword",NA
"व्यायाम","व्तsunil","nonword","word","nonword",NA
"सूअर का मांस","षत","nonword","word","nonword",NA
"अनुच्छेद","शककरि","nonword","word","nonword",NA
"लिमोसिन","शन	गलम","nonword","word","nonword",NA
"असमर्थ","शबडइ","nonword","word","nonword",NA
"सहेजें","शब्एसस०","nonword","word","nonword",NA
"स्नातक","अखण","nonword","word","nonword",NA
"अवधि","शरणआर०ए०","nonword","word","nonword",NA
"रहना","शरओई","nonword","word","nonword",NA
"लंबा","शरीरतpppp","nonword","word","nonword",NA
"स्वेच्छा से","शरतईस","nonword","word","nonword",NA
"पूर्ण","शल्य चधpardhi","nonword","word","nonword",NA
"नक्शा","शव परज०म०म०","nonword","word","nonword",NA
"इनहेरिट","शस्तयmayur","nonword","word","nonword",NA
"मोटेल","नईद","nonword","word","nonword",NA
"संगीतकार","शाउब","nonword","word","nonword",NA
"राज्य","शामधpardhi","nonword","word","nonword",NA
"प्रस्थान","xhयद","nonword","word","nonword",NA
"मिनट","शाऔतक","nonword","word","nonword",NA
"चूहा","शासस क","nonword","word","nonword",NA
"विजेता","टतही","nonword","word","nonword",NA
"ईंधन","टतही","nonword","word","nonword",NA
"संवेदनशील","शि	गलम","nonword","word","nonword",NA
"मठ"," यकार","nonword","word","nonword",NA
"संभावना"," यकार","nonword","word","nonword",NA
"ऑक्सीजन","शिकायmayur","nonword","word","nonword",NA
"चमकदार","बqविर","nonword","word","nonword",NA
"राजा","तङशु","nonword","word","nonword",NA
"प्रतिलिपि","शीशमड","nonword","word","nonword",NA
"संक्रमण","ewटर","nonword","word","nonword",NA
"गहना","lfरिफ","nonword","word","nonword",NA
"गर्दन","ୟଶट","nonword","word","nonword",NA
"अंगूठे","অনर","nonword","word","nonword",NA
"रक्षा करना","थऐक","nonword","word","nonword",NA
"समूह","शौक़ीशaddition","nonword","word","nonword",NA
"गिटार","शौच०ड०","nonword","word","nonword",NA
"अंधेरा","श्तsunil","nonword","word","nonword",NA
"विचार - विमर्श","श्छवय","nonword","word","nonword",NA
"दुर्घटना","षड़यbill","nonword","word","nonword",NA
"पासपोर्ट","संकष०पर०","nonword","word","nonword",NA
"सैन्य","सकारआई०ड०","nonword","word","nonword",NA
"कॉमेडी","संतajay","nonword","word","nonword",NA
"अंगुली की छाप","सकमन०i","nonword","word","nonword",NA
"कानूनी","सकखअग","nonword","word","nonword",NA
"अखबार","vjख्या","nonword","word","nonword",NA
"प्यार","सगନମ","nonword","word","nonword",NA
"बताना","	पघ","nonword","word","nonword",NA
"की परिक्रमा","رجघीय","nonword","word","nonword",NA
"रखना","षए","nonword","word","nonword",NA
"बंदरगाह","संष०पर०","nonword","word","nonword",NA
"वादा","सचउब","nonword","word","nonword",NA
"बिजली","सजधpardhi","nonword","word","nonword",NA
"वर्दी","सडटऊ","nonword","word","nonword",NA
"मोटा","संत एक","nonword","word","nonword",NA
"शांत","संतajay","nonword","word","nonword",NA
"स्टेशन","सतभ दख","nonword","word","nonword",NA
"पासवर्ड","सत्य के यsiddhartha","nonword","word","nonword",NA
"आरोप","सदरओस","nonword","word","nonword",NA
"प्रयास","अमी","nonword","word","nonword",NA
"लूटना","संए०एस०","nonword","word","nonword",NA
"धन्यवाद","संय		क","nonword","word","nonword",NA
"वहां","संतajay","nonword","word","nonword",NA
"ज्योति","सफटइव","nonword","word","nonword",NA
"सलाद","सफfm","nonword","word","nonword",NA
"अंतिम","hnबंध","nonword","word","nonword",NA
"घड़ी","सबसेतajay","nonword","word","nonword",NA
"गीला","सबjn","nonword","word","nonword",NA
"बंदूक","संए०एस०","nonword","word","nonword",NA
"पनीर","सभऋभ","nonword","word","nonword",NA
"शीघ्र","सभऋभ","nonword","word","nonword",NA
"वेतन","समलआई०ड०","nonword","word","nonword",NA
"पोकर","समhb","nonword","word","nonword",NA
"नौसेना","समअठ","nonword","word","nonword",NA
"नाभिकीय","समसस क","nonword","word","nonword",NA
"वेट्रेस","समहममद","nonword","word","nonword",NA
"आयुक्त","समष०पर०","nonword","word","nonword",NA
"मूल्यांकन","समुदधpardhi","nonword","word","nonword",NA
"टीका","सम्हममद","nonword","word","nonword",NA
"प्रमाण","सलmx","nonword","word","nonword",NA
"सूटकेस","संवेदतsunil","nonword","word","nonword",NA
"गाँव","پرसद","nonword","word","nonword",NA
"घाटी","संज०म०म०","nonword","word","nonword",NA
"हवादार","सहज धpardhi","nonword","word","nonword",NA
"हार","सहकइट","nonword","word","nonword",NA
"शांति","वली","nonword","word","nonword",NA
"सहज बोध","साक्સધ","nonword","word","nonword",NA
"घोड़ा","सागणड०४","nonword","word","nonword",NA
"भाई","साथ कामशaddition","nonword","word","nonword",NA
"दुर्भाग्य","न२धन","nonword","word","nonword",NA
"मठ","साअलइन","nonword","word","nonword",NA
"बैठक","यऽधु","nonword","word","nonword",NA
"चार","vjफ","nonword","word","nonword",NA
"योग्यता","जऑमने","nonword","word","nonword",NA
"बत्तख","सामानशaddition","nonword","word","nonword",NA
"झींगा मछली","साuv","nonword","word","nonword",NA
"हमला","साल	जमम","nonword","word","nonword",NA
"पथरी","zcहस","nonword","word","nonword",NA
"द्वार","सित एक","nonword","word","nonword",NA
"सुनो","ଭତनेमा","nonword","word","nonword",NA
"सतह","احखना","nonword","word","nonword",NA
"चैपल","zpंग","nonword","word","nonword",NA
"भावुक","وآज़र","nonword","word","nonword",NA
"दुखद","सीसळ","nonword","word","nonword",NA
"सुंदरता","सीमेনধ","nonword","word","nonword",NA
"घड़ी","सुअरधpardhi","nonword","word","nonword",NA
"भूतकाल","कऽई","nonword","word","nonword",NA
"काला","सुज०म०म०","nonword","word","nonword",NA
"तीन","भङनना","nonword","word","nonword",NA
"राजनीतिक","सुसibs","nonword","word","nonword",NA
"सप्ताह","सुआई०ड०","nonword","word","nonword",NA
"छोड़ देना","सुरतajay","nonword","word","nonword",NA
"उपग्रह","१सखा","nonword","word","nonword",NA
"राजनीति","ॵरप","nonword","word","nonword",NA
"ऋण","सूर्य कयsiddhartha","nonword","word","nonword",NA
"सुझाना","सृजनतpppp","nonword","word","nonword",NA
"परिवर्तन","मऴब","nonword","word","nonword",NA
"पीला","सेएन०ए०","nonword","word","nonword",NA
"उत्कृष्ट","सेलधpardhi","nonword","word","nonword",NA
"दिव्य","सेषऐ","nonword","word","nonword",NA
"दोस्त","सेभईर","nonword","word","nonword",NA
"क्रूरता","सैए०एस०","nonword","word","nonword",NA
"भयंकर","सैन्धpardhi","nonword","word","nonword",NA
"उद्यमी","सॉफ्तpppp","nonword","word","nonword",NA
"नाविक","६ठफ़ा","nonword","word","nonword",NA
"पिता","सोमन०i","nonword","word","nonword",NA
"बर्फ","स्अलइन","nonword","word","nonword",NA
"परम","स्ष०पर०","nonword","word","nonword",NA
"अभिमान","स्टए०एस०","nonword","word","nonword",NA
"कट गया","स्चवन","nonword","word","nonword",NA
"स्वीकार करना","uzथिति","nonword","word","nonword",NA
"दुकान","स्पष्धpardhi","nonword","word","nonword",NA
"चौड़ा","स्मन०i","nonword","word","nonword",NA
"वित्तीय","બતरोत","nonword","word","nonword",NA
"प्रेम करनेवाला","स्वयआई०ड०","nonword","word","nonword",NA
"रिएक्टर","स्स हग","nonword","word","nonword",NA
"आटा","स्वupp","nonword","word","nonword",NA
"अध्यापक","स्वupp","nonword","word","nonword",NA
"चिंता","स्वupp","nonword","word","nonword",NA
"धनी","झषवाद","nonword","word","nonword",NA
"नींद","स्वयmayur","nonword","word","nonword",NA
"अनुमोदन","स्वाभावियsiddhartha","nonword","word","nonword",NA
"अतिरिक्त","स्ज०म०म०","nonword","word","nonword",NA
"दंतकथा","स्वज०म०म०","nonword","word","nonword",NA
"उलझन","स्वीकधpardhi","nonword","word","nonword",NA
"बहरा","हजतयर","nonword","word","nonword",NA
"प्रोफ़ेसर","डवाना","nonword","word","nonword",NA
"चोट","हडगली","nonword","word","nonword",NA
"गेराज","हतष०पर०","nonword","word","nonword",NA
"समझ गए","कसेशा","nonword","word","nonword",NA
"एक प्रकार का वृक्ष","कमा","nonword","word","nonword",NA
"पता","यरा","nonword","word","nonword",NA
"मेयोनेज़","हस्तए०एस०","nonword","word","nonword",NA
"उड़ना","शठथ","nonword","word","nonword",NA
"मछली","हातajay","nonword","word","nonword",NA
"प्यास","हातsunil","nonword","word","nonword",NA
"स्पघेटी","हास्यmayur","nonword","word","nonword",NA
"माया","हीअझ","nonword","word","nonword",NA
"सरल","हेहममद","nonword","word","nonword",NA
"मुश्किल","vwटल","nonword","word","nonword",NA
"सहायधpardhi","आकरहममद","nonword","nonword","nonword",NA
"संआर०ए०","बहशअस","nonword","nonword","nonword",NA
"टमटना","ओओयदा","nonword","nonword","nonword",NA
"आमतौआई०ड०","वoम","nonword","nonword","nonword",NA
"झईशाल","समहममद","nonword","nonword","nonword",NA
"बऱशोर","सबसेतajay","nonword","nonword","nonword",NA
"जातsunil","अखन","nonword","nonword","nonword",NA
"उपयइन","ज़रूसछ","nonword","nonword","nonword",NA
"कब्रज०म०म०","आकाशीयधpardhi","nonword","nonword","nonword",NA
"अभियmayur","uzथिति","nonword","nonword","nonword",NA
"पूआजव","कैआर०ए०","nonword","nonword","nonword",NA
"प्यbill","keाना","nonword","nonword","nonword",NA
"औशकेत","राए०एस०","nonword","nonword","nonword",NA
"सिखाଶର","अनणड०४","nonword","nonword","nonword",NA
"अककइव","कभज०म०म०","nonword","nonword","nonword",NA
"बेसस क","دوय","nonword","nonword","nonword",NA
"किराmv","किधpardhi","nonword","nonword","nonword",NA
"इन्वतajay","कच४ज","nonword","nonword","nonword",NA
"प्राचज०म०म०","टतही","nonword","nonword","nonword",NA
"छोआऐ","कमा","nonword","nonword","nonword",NA
"उपक","सुसibs","nonword","nonword","nonword",NA
"जरदईी","विजएन०ए०","nonword","nonword","nonword",NA
"भआक","वसतओु","nonword","nonword","nonword",NA
"ନହली","वऔक","nonword","nonword","nonword",NA
"आसतऑ","माधतpppp","nonword","nonword","nonword",NA
"दळर्ण","गड्ढतsunil","nonword","nonword","nonword",NA
"थितऋष","जनvy","nonword","nonword","nonword",NA
"खछश में","असुवितsunil","nonword","nonword","nonword",NA
"ऱखंदर","२जमियो","nonword","nonword","nonword",NA
"हमेशधpardhi","मीछपर","nonword","nonword","nonword",NA
"ततवupp","कीतsunil","nonword","nonword","nonword",NA
"औऱवार","यात्ऊत","nonword","nonword","nonword",NA
"समलष०पर०","१बड़िया","nonword","nonword","nonword",NA
"teleasone","उएसना","nonword","nonword","nonword",NA
"ए०गार","એકगली","nonword","nonword","nonword",NA
"हóब","हoप","nonword","nonword","nonword",NA
"चली","धकअलइन","nonword","nonword","nonword",NA
"विअलइन","उतवईय","nonword","nonword","nonword",NA
"इनxb","६ठफ़ा","nonword","nonword","nonword",NA
"ट्च०ड०","yzठ","nonword","nonword","nonword",NA
"न१ंदी","सकारआई०ड०","nonword","nonword","nonword",NA
"ज्यादयsiddhartha","सुअरधpardhi","nonword","nonword","nonword",NA
"तङट","बऔसना","nonword","nonword","nonword",NA
"कपअलइन","मुष०पर०","nonword","nonword","nonword",NA
"व्यव०ग०स०","अंआर०ए०","nonword","nonword","nonword",NA
"थणयारा","लोयƨ","nonword","nonword","nonword",NA
"इंजष०पर०","विशतpppp","nonword","nonword","nonword",NA
"इनxb","मंगलतajay","nonword","nonword","nonword",NA
"सचरगत","घटgx","nonword","nonword","nonword",NA
"जऑम","धीअओ","nonword","nonword","nonword",NA
"प्मन०i","अचाए०एस०","nonword","nonword","nonword",NA
"पिक०","लखी","nonword","nonword","nonword",NA
"अंतिमधpardhi","भूμm","nonword","nonword","nonword",NA
"मऔतन","शनालु","nonword","nonword","nonword",NA
"دوक","राणड०४","nonword","nonword","nonword",NA
"मछभठ","घटितsunil","nonword","nonword","nonword",NA
"احक","क्हममद","nonword","nonword","nonword",NA
"संवेतpppp","टैयञ","nonword","nonword","nonword",NA
"जानबएन०ए०","ef","nonword","nonword","nonword",NA
"न०ल","धार्मिशaddition","nonword","nonword","nonword",NA
"पिक०","ୟଶट","nonword","nonword","nonword",NA
"ईमामन०i","सोमन०i","nonword","nonword","nonword",NA
"उपग	गलम","विषहरष०पर०","nonword","nonword","nonword",NA
"सामयmayur","चरहममद","nonword","nonword","nonword",NA
"सडଋଷ","नइ्छा","nonword","nonword","nonword",NA
"बाआर०ए०","ऽ	च","nonword","nonword","nonword",NA
"नियbill","दुअलइन","nonword","nonword","nonword",NA
"चॉअलइन","મટर्ग","nonword","nonword","nonword",NA
"ऍथन","वयरइग","nonword","nonword","nonword",NA
"वासधpardhi","વરइन","nonword","nonword","nonword",NA
"ehवेश","स्वupp","nonword","nonword","nonword",NA
"वखी","भवसस क","nonword","nonword","nonword",NA
"सहच","मऴब","nonword","nonword","nonword",NA
"प्रहममद","स्चवन","nonword","nonword","nonword",NA
"बरبن","खरकउच","nonword","nonword","nonword",NA
"प्रज०म०म०","इंटणड०४","nonword","nonword","nonword",NA
"छि	गलम","ow","nonword","nonword","nonword",NA
"माএই","वïलरी","nonword","nonword","nonword",NA
"mzर","भौतिकधpardhi","nonword","nonword","nonword",NA
"वीडिपऊ","पहच	जमम","nonword","nonword","nonword",NA
"आरखझ","शबडइ","nonword","nonword","nonword",NA
"ओऱर","टूيه","nonword","nonword","nonword",NA
"गुणतajay","हऑतक","nonword","nonword","nonword",NA
"२जर्ख","झइज","nonword","nonword","nonword",NA
"सभत एक","क्षयmayur","nonword","nonword","nonword",NA
"खतरअलइन","माlh","nonword","nonword","nonword",NA
"कलसस क","अव्यआई०ड०","nonword","nonword","nonword",NA
"कारतpppp","धुऑस","nonword","nonword","nonword",NA
"ऍसर","शब्एसस०","nonword","nonword","nonword",NA
"मोऔट","बधवख","nonword","nonword","nonword",NA
"प्रबंधकाशaddition","रसोइwr","nonword","nonword","nonword",NA
"भया	जमम","अनाडvw","nonword","nonword","nonword",NA
"मकडआस","निज०म०म०","nonword","nonword","nonword",NA
"पुष्धpardhi","प्रदतajay","nonword","nonword","nonword",NA
"kaक","गपसइड","nonword","nonword","nonword",NA
"नाष०पर०","क्चलर","nonword","nonword","nonword",NA
"enाना","മലचड़","nonword","nonword","nonword",NA
"मजएसस०","दरxj","nonword","nonword","nonword",NA
"jlजन","सबjn","nonword","nonword","nonword",NA
"गुस्لى","फोड़१ब","nonword","nonword","nonword",NA
"ୟଶञान","अस्य		क","nonword","nonword","nonword",NA
"सुज०म०म०","थlंसी","nonword","nonword","nonword",NA
"हमभप","अनहममद","nonword","nonword","nonword",NA
"णन","साuv","nonword","nonword","nonword",NA
"तङप","ॵरप","nonword","nonword","nonword",NA
"स्वज०म०म०","औपन","nonword","nonword","nonword",NA
"सदसibs","बाहयmayur","nonword","nonword","nonword",NA
"रणमन०i","औटरह","nonword","nonword","nonword",NA
"	बनून","ब्रयmayur","nonword","nonword","nonword",NA
"ମତवनि","अनहममद","nonword","nonword","nonword",NA
"ooवना","कऽ","nonword","nonword","nonword",NA
"साआर०ए०","षत","nonword","nonword","nonword",NA
"समसस क","अष","nonword","nonword","nonword",NA
"पऑठा","परितsunil","nonword","nonword","nonword",NA
"णड","डवाना","nonword","nonword","nonword",NA
"अनवरा","एदआंबु पानी","nonword","nonword","nonword",NA
"हथौडआछ","उपय		क","nonword","nonword","nonword",NA
"ठलटर","१अर्दा","nonword","nonword","nonword",NA
"गतआई०ड०","अकसरा","nonword","nonword","nonword",NA
"specialira","पत्रयmayur","nonword","nonword","nonword",NA
"महतअलइन","बात एक","nonword","nonword","nonword",NA
"चारज०म०म०","२डँध","nonword","nonword","nonword",NA
"yfन्य","हoग","nonword","nonword","nonword",NA
"इआलिश","शरीरतpppp","nonword","nonword","nonword",NA
"मरqd","चाओप","nonword","nonword","nonword",NA
"औऱवार","hqरी","nonword","nonword","nonword",NA
"स्टधpardhi","प्धpardhi","nonword","nonword","nonword",NA
"बैजफ","अकलईल","nonword","nonword","nonword",NA
"नशचयमें","वियmayur","nonword","nonword","nonword",NA
"अनतpppp","बीढकर","nonword","nonword","nonword",NA
"qqनट","जारइम","nonword","nonword","nonword",NA
"ढतग","सीसळ","nonword","nonword","nonword",NA
"कानूbv","दथगू","nonword","nonword","nonword",NA
"परअलइन","सेलधpardhi","nonword","nonword","nonword",NA
"बोआर०ए०","अवा","nonword","nonword","nonword",NA
"स्पष०पर०","अजअलइन","nonword","nonword","nonword",NA
"विएन०ए०","एस्तajay","nonword","nonword","nonword",NA
"व्यकज०म०म०","déतंब","nonword","nonword","nonword",NA
"वैतpppp","वृझडत","nonword","nonword","nonword",NA
"भूआध","तलसरी","nonword","nonword","nonword",NA
"एक प्रकारयsiddhartha","अनवऊ","nonword","nonword","nonword",NA
"गदअलइन","स्अलइन","nonword","nonword","nonword",NA
"निरहममद","ब्राअध","nonword","nonword","nonword",NA
"इरवरा","दकसस क","nonword","nonword","nonword",NA
"शाआई०ड०","गिहममद","nonword","nonword","nonword",NA
"ऋदसेना","آئड","nonword","nonword","nonword",NA
"वरदवी","जातajay","nonword","nonword","nonword",NA
"मामूणब","षड़यbill","nonword","nonword","nonword",NA
"ऍसल","चाहo","nonword","nonword","nonword",NA
"મહट","संतajay","nonword","nonword","nonword",NA
"संग्आई०ड०","ओलू","nonword","nonword","nonword",NA
"એકरक","प्रौधpardhi","nonword","nonword","nonword",NA
"सेरष०पर०","निष०पर०","nonword","nonword","nonword",NA
"أبं","स्वयmayur","nonword","nonword","nonword",NA
"संसभध","मैअलइन","nonword","nonword","nonword",NA
"उतहममद","पालनधpardhi","nonword","nonword","nonword",NA
"अनुपयmayur","भुगढ०२","nonword","nonword","nonword",NA
"ह ़ान","वसी","nonword","nonword","nonword",NA
"टमपएड","शीशमड","nonword","nonword","nonword",NA
"व्ष०पर०","प्रसस क","nonword","nonword","nonword",NA
"अफ़ीम शaddition","झदप","nonword","nonword","nonword",NA
"arम","आधउङ","nonword","nonword","nonword",NA
"तमय		क","ककyg","nonword","nonword","nonword",NA
"رت","दृधpardhi","nonword","nonword","nonword",NA
"ढतजली","फ़ज०म०म०","nonword","nonword","nonword",NA
"हeहरा","व्यbill","nonword","nonword","nonword",NA
"ढतजली","बास्तsunil","nonword","nonword","nonword",NA
"ऑजज","थकतpppp","nonword","nonword","nonword",NA
"सहजमन०i","laूना","nonword","nonword","nonword",NA
"वासयmayur","प्र	जमम","nonword","nonword","nonword",NA
"ठीयmayur","इसत","nonword","nonword","nonword",NA
"स्जझन","दुwf","nonword","nonword","nonword",NA
"मातsunil","प्हममद","nonword","nonword","nonword",NA
"स्जझन","देवupp","nonword","nonword","nonword",NA
"ऑक्गढ०२","wkल","nonword","nonword","nonword",NA
"टोजठ","सहकइट","nonword","nonword","nonword",NA
"µmवा","अवআছ","nonword","nonword","nonword",NA
"ry","पैरएन०ए०","nonword","nonword","nonword",NA
"ठलथ","अनुरतpppp","nonword","nonword","nonword",NA
"ov","पहलधpardhi","nonword","nonword","nonword",NA
"ଜପध","ooडा","nonword","nonword","nonword",NA
"लिହମ","षठ","nonword","nonword","nonword",NA
"मूलज०म०म०","चढलण","nonword","nonword","nonword",NA
"पत्स हग","योगधpardhi","nonword","nonword","nonword",NA
"बीजऐ","ईखयार","nonword","nonword","nonword",NA
"टीવમ","सदरओस","nonword","nonword","nonword",NA
"अन्मन०i","शठथ","nonword","nonword","nonword",NA
"प्य		क","कल	जमम","nonword","nonword","nonword",NA
"वली","सैए०एस०","nonword","nonword","nonword",NA
"पीकȧ","ومयक","nonword","nonword","nonword",NA
"मछली तsunil","णड","nonword","nonword","nonword",NA
"बतपईज","राडइड","nonword","nonword","nonword",NA
