"sr_cue","sr_target","type","cue_type","target_type","sr_cosine"
"кључ","реаквљам","nonword","word","nonword",NA
"само","реалистимплекс","nonword","word","nonword",NA
"анонимни","редислио","nonword","word","nonword",NA
"модни","религилберт","nonword","word","nonword",NA
"кошуља","нeкoлипутација","nonword","word","nonword",NA
"сладак","рестостио","nonword","word","nonword",NA
"карневал","убрко","nonword","word","nonword",NA
"број","шкарците","nonword","word","nonword",NA
"вена","реосновница","nonword","word","nonword",NA
"септембар","барба","nonword","word","nonword",NA
"смеће","рибоминг","nonword","word","nonword",NA
"вентил","пем","nonword","word","nonword",NA
"тежак","родиспортски","nonword","word","nonword",NA
"канал","ролта","nonword","word","nonword",NA
"леп","робњакдан","nonword","word","nonword",NA
"тајна","романтињство","nonword","word","nonword",NA
"јак","рујим","nonword","word","nonword",NA
"калибар","спака","nonword","word","nonword",NA
"драматичан","руним","nonword","word","nonword",NA
"метод","рушке","nonword","word","nonword",NA
"зид","саботалност","nonword","word","nonword",NA
"финансијски","нeкoливетовати","nonword","word","nonword",NA
"глас","саврстварно","nonword","word","nonword",NA
"ситуација","садрстер","nonword","word","nonword",NA
"коверат","саиденти","nonword","word","nonword",NA
"пажња","саагента","nonword","word","nonword",NA
"бруталан","вeрoвaтмопоуздање","nonword","word","nonword",NA
"стрпљење","самуспортски","nonword","word","nonword",NA
"грех","саосвети","nonword","word","nonword",NA
"цемент","саосестрпљење","nonword","word","nonword",NA
"скупо","састастиш","nonword","word","nonword",NA
"свињетина","сатеспао","nonword","word","nonword",NA
"губитник","саобична","nonword","word","nonword",NA
"покретање","огромчувати","nonword","word","nonword",NA
"сиротиште","сведочанлност","nonword","word","nonword",NA
"суза","ðuет","nonword","word","nonword",NA
"роб","свењен","nonword","word","nonword",NA
"радијус","свешња","nonword","word","nonword",NA
"протест","крића","nonword","word","nonword",NA
"најам","светломник","nonword","word","nonword",NA
"понизан","пшења","nonword","word","nonword",NA
"оптеретити","себицикл","nonword","word","nonword",NA
"брдо","сепходно","nonword","word","nonword",NA
"парламент","украдети","nonword","word","nonword",NA
"конкуренција","седирект","nonword","word","nonword",NA
"прстен","себан","nonword","word","nonword",NA
"политика","сетон","nonword","word","nonword",NA
"увек","сенаглас","nonword","word","nonword",NA
"бонус","секао","nonword","word","nonword",NA
"оруђе","оминал","nonword","word","nonword",NA
"споменик","систи","nonword","word","nonword",NA
"храна","фунбол","nonword","word","nonword",NA
"радио","упродроман","nonword","word","nonword",NA
"секундаран","систи","nonword","word","nonword",NA
"позната личност","вaр","nonword","word","nonword",NA
"стрес","сиштољ","nonword","word","nonword",NA
"миша","сканзде","nonword","word","nonword",NA
"мртвачки сандук","франнути","nonword","word","nonword",NA
"телескоп","устаниште","nonword","word","nonword",NA
"званично","одлачити","nonword","word","nonword",NA
"присуство","скрожем","nonword","word","nonword",NA
"одрасли","златпити","nonword","word","nonword",NA
"смрт","ераб","nonword","word","nonword",NA
"плесач","днева","nonword","word","nonword",NA
"поступити","славој","nonword","word","nonword",NA
"пратња","древнина","nonword","word","nonword",NA
"магарац","слибро","nonword","word","nonword",NA
"напајање","знаво","nonword","word","nonword",NA
"крај","прога","nonword","word","nonword",NA
"мит","слуоблака","nonword","word","nonword",NA
"такси","одлуњити","nonword","word","nonword",NA
"опрема","криће","nonword","word","nonword",NA
"својство","смлс","nonword","word","nonword",NA
"конструкција","изаша","nonword","word","nonword",NA
"необичан","смезио","nonword","word","nonword",NA
"мучити се","снаску","nonword","word","nonword",NA
"рута","снаблем","nonword","word","nonword",NA
"оставка","снисци","nonword","word","nonword",NA
"заменити","играмање","nonword","word","nonword",NA
"кабинет","кенда","nonword","word","nonword",NA
"компас","хак","nonword","word","nonword",NA
"размотрити","содневни","nonword","word","nonword",NA
"трезан","чујда","nonword","word","nonword",NA
"низак","azс","nonword","word","nonword",NA
"лимунада","отровати","nonword","word","nonword",NA
"нло","спаваћа сстингс","nonword","word","nonword",NA
"вредан","спасислио","nonword","word","nonword",NA
"шериф","нeкoлитакуларни","nonword","word","nonword",NA
"ништа","нeкoлицијалиста","nonword","word","nonword",NA
"фунта","спољамљен","nonword","word","nonword",NA
"назвати","спox","nonword","word","nonword",NA
"магнетни","објетови","nonword","word","nonword",NA
"отров","способство","nonword","word","nonword",NA
"предложити","отвобрна","nonword","word","nonword",NA
"задатак","срегле","nonword","word","nonword",NA
"хормон","стtp","nonword","word","nonword",NA
"модеран","стапом","nonword","word","nonword",NA
"контрола","предвити","nonword","word","nonword",NA
"јадан","убрза","nonword","word","nonword",NA
"течност","ставак","nonword","word","nonword",NA
"импресиван","стip","nonword","word","nonword",NA
"магија","стip","nonword","word","nonword",NA
"узак","уклоница","nonword","word","nonword",NA
"црква","стаследник","nonword","word","nonword",NA
"новембар","стазач","nonword","word","nonword",NA
"уредити","главрење","nonword","word","nonword",NA
"празан","стеј","nonword","word","nonword",NA
"младост","укралица","nonword","word","nonword",NA
"филозофија","обратину","nonword","word","nonword",NA
"круна","страпа","nonword","word","nonword",NA
"беспомоћан","албертегија","nonword","word","nonword",NA
"надахнути","истинтура","nonword","word","nonword",NA
"погрешан","обрадија","nonword","word","nonword",NA
"галерија","зграбина","nonword","word","nonword",NA
"чудовиште","супротја","nonword","word","nonword",NA
"тумор","одређење","nonword","word","nonword",NA
"смеђа","хтеце","nonword","word","nonword",NA
"шампион","суочајно","nonword","word","nonword",NA
"невер","сухтев","nonword","word","nonword",NA
"беба","тајсле","nonword","word","nonword",NA
"беланчевина","талезбеј","nonword","word","nonword",NA
"свемир","слимо","nonword","word","nonword",NA
"препрека","тапет","nonword","word","nonword",NA
"возило","тавог","nonword","word","nonword",NA
"лични","ташио","nonword","word","nonword",NA
"другде","теџет","nonword","word","nonword",NA
"утисак","нeкoлилевизија","nonword","word","nonword",NA
"назив","вeрoвaтлефонирати","nonword","word","nonword",NA
"ангажовање","нeкoлимпература","nonword","word","nonword",NA
"сензор","тетру","nonword","word","nonword",NA
"грм","озбиљорија","nonword","word","nonword",NA
"стомак","телет","nonword","word","nonword",NA
"амбасадор","тећој","nonword","word","nonword",NA
"место","теци","nonword","word","nonword",NA
"сведок","опреника","nonword","word","nonword",NA
"наслеђе","монност","nonword","word","nonword",NA
"порнографија","ðaм","nonword","word","nonword",NA
"глад","тинејграм","nonword","word","nonword",NA
"погон","уплашина","nonword","word","nonword",NA
"протући","ујаво","nonword","word","nonword",NA
"капацитет","ij","nonword","word","nonword",NA
"гвожђе","срећнадо","nonword","word","nonword",NA
"патити","дента","nonword","word","nonword",NA
"прогутати","трагистим","nonword","word","nonword",NA
"мозак","традиционастрпљив","nonword","word","nonword",NA
"рај","датка","nonword","word","nonword",NA
"земљотрес","трбустиш","nonword","word","nonword",NA
"зелена","тргоспод","nonword","word","nonword",NA
"убица","остабати","nonword","word","nonword",NA
"план","нои","nonword","word","nonword",NA
"море","ричка","nonword","word","nonword",NA
"платформа","блиструк","nonword","word","nonword",NA
"дивити се","троузмеш","nonword","word","nonword",NA
"слика","усраноћа","nonword","word","nonword",NA
"мост","тужиству","nonword","word","nonword",NA
"изненада","тужак","nonword","word","nonword",NA
"топлота","укока","nonword","word","nonword",NA
"тихо","оо","nonword","word","nonword",NA
"мекан","окруттпуности","nonword","word","nonword",NA
"сукоб","у утзних","nonword","word","nonword",NA
"повремено","јанство","nonword","word","nonword",NA
"ризиковати","јефти","nonword","word","nonword",NA
"голф","тваца","nonword","word","nonword",NA
"илузија","изјадити","nonword","word","nonword",NA
"управљати","удатељ","nonword","word","nonword",NA
"вечни","ужашиш","nonword","word","nonword",NA
"чист","vае","nonword","word","nonword",NA
"изабрати","узбустим","nonword","word","nonword",NA
"легија","вeрoвaтнемиравати","nonword","word","nonword",NA
"одсуствовати","узфер","nonword","word","nonword",NA
"краљевски","сканначен","nonword","word","nonword",NA
"слој","укупис","nonword","word","nonword",NA
"купити","kgаз","nonword","word","nonword",NA
"навигација","женца","nonword","word","nonword",NA
"крпа","ствачица","nonword","word","nonword",NA
"резервоар","mgов","nonword","word","nonword",NA
"уметност","кратжити","nonword","word","nonword",NA
"сличан","pčе","nonword","word","nonword",NA
"лига","уплати","nonword","word","nonword",NA
"пуковник","универзиблдор","nonword","word","nonword",NA
"тело","страштење","nonword","word","nonword",NA
"случајно","уобичастром","nonword","word","nonword",NA
"неудобан","оц","nonword","word","nonword",NA
"супермен","стратреба","nonword","word","nonword",NA
"путник","кратва","nonword","word","nonword",NA
"капсула","одлудите","nonword","word","nonword",NA
"грло","ckед","nonword","word","nonword",NA
"база","урекол","nonword","word","nonword",NA
"интернет","ммин","nonword","word","nonword",NA
"мито","офимљен","nonword","word","nonword",NA
"пирамида","украти","nonword","word","nonword",NA
"природњак","стрпљепоставити","nonword","word","nonword",NA
"пумпа","ojтав","nonword","word","nonword",NA
"станар","дрвемица","nonword","word","nonword",NA
"застава","утикон","nonword","word","nonword",NA
"нижи","нoо","nonword","word","nonword",NA
"долазак","прeвињивање","nonword","word","nonword",NA
"топло","учизно","nonword","word","nonword",NA
"будала","глати","nonword","word","nonword",NA
"драма","фара","nonword","word","nonword",NA
"смртоносан","огромтазија","nonword","word","nonword",NA
"пукотина","озбиљтастичан","nonword","word","nonword",NA
"гусар","фатастиш","nonword","word","nonword",NA
"сама","исправдерација","nonword","word","nonword",NA
"храм","фестиспео","nonword","word","nonword",NA
"унук","фифренки","nonword","word","nonword",NA
"зграбити","фирок","nonword","word","nonword",NA
"саосећајан","финансијлност","nonword","word","nonword",NA
"фактор","стрпљенансирање","nonword","word","nonword",NA
"можда","стрпљенансирање","nonword","word","nonword",NA
"коцкање","окута","nonword","word","nonword",NA
"барут","фотоштиљ","nonword","word","nonword",NA
"огребати","стрпљетографија","nonword","word","nonword",NA
"добро","егиза","nonword","word","nonword",NA
"пуцањ","ослоцуски","nonword","word","nonword",NA
"одговорност","фудљев","nonword","word","nonword",NA
"позитиван","стрпљеционалан","nonword","word","nonword",NA
"успех","вeрoвaтлуцинација","nonword","word","nonword",NA
"родео","хацрвена","nonword","word","nonword",NA
"слобода","игрибургер","nonword","word","nonword",NA
"лето","хаиграње","nonword","word","nonword",NA
"искуство","зajeдмонија","nonword","word","nonword",NA
"увала","хеликофаркт","nonword","word","nonword",NA
"штит","хемијска олострпљив","nonword","word","nonword",NA
"страшан","хероском","nonword","word","nonword",NA
"креирај","гoв","nonword","word","nonword",NA
"феномен","хирургилберт","nonword","word","nonword",NA
"марка","хирур","nonword","word","nonword",NA
"понудити","овидан","nonword","word","nonword",NA
"кошарка","огледати","nonword","word","nonword",NA
"верност","храгла","nonword","word","nonword",NA
"жеља","хришћаслов","nonword","word","nonword",NA
"разлог","lnр","nonword","word","nonword",NA
"омогућити","дечство","nonword","word","nonword",NA
"песник","hpет","nonword","word","nonword",NA
"ловачки","конна","nonword","word","nonword",NA
"екран","гробнити","nonword","word","nonword",NA
"детонатор","озбиљтиметар","nonword","word","nonword",NA
"календар","церебраством","nonword","word","nonword",NA
"прљав","исправремонија","nonword","word","nonword",NA
"отпорност","вeрoвaтвилизација","nonword","word","nonword",NA
"технички","предгара","nonword","word","nonword",NA
"објашњење","стваргарета","nonword","word","nonword",NA
"човек","циникaдa","nonword","word","nonword",NA
"заправо","циукрала","nonword","word","nonword",NA
"арена","увикус","nonword","word","nonword",NA
"заградити се","синво","nonword","word","nonword",NA
"турнир","овн","nonword","word","nonword",NA
"земљиште","чакли","nonword","word","nonword",NA
"канцеларки","чарошном","nonword","word","nonword",NA
"сензационалан","дoст","nonword","word","nonword",NA
"вирус","черер","nonword","word","nonword",NA
"ланац","чезео","nonword","word","nonword",NA
"нервозан","четвртца","nonword","word","nonword",NA
"идеалан","ченог","nonword","word","nonword",NA
"питање","челникро","nonword","word","nonword",NA
"аукција","чеагенти","nonword","word","nonword",NA
"соба","четртаством","nonword","word","nonword",NA
"браво","укратколада","nonword","word","nonword",NA
"неопходан","скривати","nonword","word","nonword",NA
"закон","чуске","nonword","word","nonword",NA
"авенија","штати","nonword","word","nonword",NA
"душа","конла","nonword","word","nonword",NA
"портал","шампагуст","nonword","word","nonword",NA
"наиван","убијмантан","nonword","word","nonword",NA
"касно","шетатизврат","nonword","word","nonword",NA
"марса","dlф","nonword","word","nonword",NA
"бог","шеард","nonword","word","nonword",NA
"шанса","шивин","nonword","word","nonword",NA
"сутра","шкослов","nonword","word","nonword",NA
"понекад","услугете","nonword","word","nonword",NA
"кашика","влриц","nonword","word","nonword",NA
"лагати","твама","nonword","word","nonword",NA
"коосновнија","возитиблдор","nonword","nonword","nonword",NA
"волонтерлност","брапис","nonword","nonword","nonword",NA
"трецрвени","муадвока","nonword","nonword","nonword",NA
"калислим","мрпa","nonword","nonword","nonword",NA
"стигбити","сепходно","nonword","nonword","nonword",NA
"пристично","инструстиш","nonword","nonword","nonword",NA
"тотастич","озбиљорија","nonword","nonword","nonword",NA
"белитраш","гротњу","nonword","nonword","nonword",NA
"продутраг","офимљен","nonword","nonword","nonword",NA
"дустриски","поространца","nonword","nonword","nonword",NA
"морни","догоству","nonword","nonword","nonword",NA
"лачао","саиденти","nonword","nonword","nonword",NA
"страгих","једин","nonword","nonword","nonword",NA
"грxo","истинина","nonword","nonword","nonword",NA
"ujм","чеагенти","nonword","nonword","nonword",NA
"озбиљсуалан","стварнација","nonword","nonword","nonword",NA
"штоља","тећој","nonword","nonword","nonword",NA
"нeкoлинографија","свина","nonword","nonword","nonword",NA
"реимпресија","урекол","nonword","nonword","nonword",NA
"глуза","затваралност","nonword","nonword","nonword",NA
"žaч","ствардавање","nonword","nonword","nonword",NA
"ставкажи","убрза","nonword","nonword","nonword",NA
"узена","вeрoвaтлефонирати","nonword","nonword","nonword",NA
"феноштам","равам","nonword","nonword","nonword",NA
"црвенути","капиштoљ","nonword","nonword","nonword",NA
"комплиља","језац","nonword","nonword","nonword",NA
"исправње","брођи","nonword","nonword","nonword",NA
"раклес","монност","nonword","nonword","nonword",NA
"слшо","поједиством","nonword","nonword","nonword",NA
"рашме","подручник","nonword","nonword","nonword",NA
"надон","предзне","nonword","nonword","nonword",NA
"хојен","kgаз","nonword","nonword","nonword",NA
"стрежиш","нeкoливетовати","nonword","nonword","nonword",NA
"изуогромно","маркестри","nonword","nonword","nonword",NA
"игрицепт","ванзеспортски","nonword","nonword","nonword",NA
"гдк","руним","nonword","nonword","nonword",NA
"бочаш","братти","nonword","nonword","nonword",NA
"изађа","успесичан","nonword","nonword","nonword",NA
"сахра","поуметник","nonword","nonword","nonword",NA
"објалностње","јастукда","nonword","nonword","nonword",NA
"кооблика","драдeм","nonword","nonword","nonword",NA
"бејни","стрија","nonword","nonword","nonword",NA
"неопрезан","окруттпуности","nonword","nonword","nonword",NA
"стрпљеференција","šmј","nonword","nonword","nonword",NA
"шарник","бовјетски","nonword","nonword","nonword",NA
"котрај","zoж","nonword","nonword","nonword",NA
"лојаством","убијмантан","nonword","nonword","nonword",NA
"биство","неопрезан","nonword","nonword","nonword",NA
"џимех","ухвазница","nonword","nonword","nonword",NA
"сатон","слоти","nonword","nonword","nonword",NA
"баобична","стварпоставка","nonword","nonword","nonword",NA
"гаске","дечство","nonword","nonword","nonword",NA
"астрока","мизнат","nonword","nonword","nonword",NA
"уплацеза","мазао","nonword","nonword","nonword",NA
"комплени","рујим","nonword","nonword","nonword",NA
"изаиденти","брив","nonword","nonword","nonword",NA
"одцио","глjf","nonword","nonword","nonword",NA
"казор","веробертсти","nonword","nonword","nonword",NA
"литву","проитрик","nonword","nonword","nonword",NA
"пресрећна","патетињство","nonword","nonword","nonword",NA
"наздрађе","инпост","nonword","nonword","nonword",NA
"стрикање","лађен","nonword","nonword","nonword",NA
"крвљ","опезу","nonword","nonword","nonword",NA
"окрува","научство","nonword","nonword","nonword",NA
"ритумпир","пилудост","nonword","nonword","nonword",NA
"прегледга","магло","nonword","nonword","nonword",NA
"хешпански","спox","nonword","nonword","nonword",NA
"конлест","омока","nonword","nonword","nonword",NA
"одлуменик","јахтев","nonword","nonword","nonword",NA
"иденти","механичлност","nonword","nonword","nonword",NA
"немогућством","стварводити","nonword","nonword","nonword",NA
"наштитник","нељан","nonword","nonword","nonword",NA
"свжa","универзиблдор","nonword","nonword","nonword",NA
"чипа","озбиљтерија","nonword","nonword","nonword",NA
"карнеминг","ствада","nonword","nonword","nonword",NA
"згоддити","профеминг","nonword","nonword","nonword",NA
"посхвати","мишљаоја","nonword","nonword","nonword",NA
"веверилност","мошле","nonword","nonword","nonword",NA
"rjбум","стварспекција","nonword","nonword","nonword",NA
"изсле","mgов","nonword","nonword","nonword",NA
"тетовалност","криће","nonword","nonword","nonword",NA
"прикладјан","деснимке","nonword","nonword","nonword",NA
"велијамс","учизно","nonword","nonword","nonword",NA
"стварститати","даваздух","nonword","nonword","nonword",NA
"секто","горимент","nonword","nonword","nonword",NA
"идентити","сплодити","nonword","nonword","nonword",NA
"надигратистронг","витаквом","nonword","nonword","nonword",NA
"тредем","стрпљеуставити","nonword","nonword","nonword",NA
"некретње","осесту","nonword","nonword","nonword",NA
"erб","маним","nonword","nonword","nonword",NA
"хорнер","нојом","nonword","nonword","nonword",NA
"сиротилност","другбално","nonword","nonword","nonword",NA
"доухвати","удаса","nonword","nonword","nonword",NA
"агенрање","великодумплекс","nonword","nonword","nonword",NA
"оставкупити","играмање","nonword","nonword","nonword",NA
"конклинција","парасној","nonword","nonword","nonword",NA
"зесјајна","чезео","nonword","nonword","nonword",NA
"колиискрена","ðuет","nonword","nonword","nonword",NA
"поправисност","теџет","nonword","nonword","nonword",NA
"слалом","озбиљтастичан","nonword","nonword","nonword",NA
"слачеш","изглeдaзити","nonword","nonword","nonword",NA
"уметбина","организоватињства","nonword","nonword","nonword",NA
"чудовисност","занизван","nonword","nonword","nonword",NA
"златнија","išат","nonword","nonword","nonword",NA
"мариском","поуредник","nonword","nonword","nonword",NA
"сро","пекорд","nonword","nonword","nonword",NA
"касрећна","беска","nonword","nonword","nonword",NA
"тисиш","оглегија","nonword","nonword","nonword",NA
"простарство","углецина","nonword","nonword","nonword",NA
"истражистрпљење","чујда","nonword","nonword","nonword",NA
"тагред","љууметник","nonword","nonword","nonword",NA
"краградски","огроммрзнути","nonword","nonword","nonword",NA
"одли","дигка","nonword","nonword","nonword",NA
"чекаквог","изгослио","nonword","nonword","nonword",NA
"украткотина","стрпљерачунати","nonword","nonword","nonword",NA
"стдa","содневни","nonword","nonword","nonword",NA
"растојалност","редислио","nonword","nonword","nonword",NA
"крорлин","навежбам","nonword","nonword","nonword",NA
"трешка","експлозилност","nonword","nonword","nonword",NA
"опстауман","опклалогија","nonword","nonword","nonword",NA
"аманка","успебрати","nonword","nonword","nonword",NA
"отводати","оминал","nonword","nonword","nonword",NA
"срећма","фара","nonword","nonword","nonword",NA
"плуда","скука","nonword","nonword","nonword",NA
"висхвати","опреника","nonword","nonword","nonword",NA
"ризикомплексти","безбедство","nonword","nonword","nonword",NA
"глаткати","дрвемица","nonword","nonword","nonword",NA
"прагом","изјадити","nonword","nonword","nonword",NA
"стварменити","рајвид","nonword","nonword","nonword",NA
"гууредник","ahфа","nonword","nonword","nonword",NA
"грагој","опизбол","nonword","nonword","nonword",NA
"надиквог","убијтећи","nonword","nonword","nonword",NA
"понеделност","афеждук","nonword","nonword","nonword",NA
"парласког","јефти","nonword","nonword","nonword",NA
"скрикула","спрабрење","nonword","nonword","nonword",NA
"спођа","забим","nonword","nonword","nonword",NA
"ентузијастинкт","срећнадо","nonword","nonword","nonword",NA
"гoдипити","тинејграм","nonword","nonword","nonword",NA
"ресто","ров","nonword","nonword","nonword",NA
"имотан","ðaм","nonword","nonword","nonword",NA
"на другом стингс","неузбол","nonword","nonword","nonword",NA
"трока","копис","nonword","nonword","nonword",NA
"саслу","спремвестити","nonword","nonword","nonword",NA
"своса","фудљев","nonword","nonword","nonword",NA
"пућем","физ","nonword","nonword","nonword",NA
"клинцати","вeрoвaтнемиравати","nonword","nonword","nonword",NA
"немогулност","поздравшање","nonword","nonword","nonword",NA
"zrг","косрећно","nonword","nonword","nonword",NA
"ikо","тврник","nonword","nonword","nonword",NA
"дестанка","изглeдaредан","nonword","nonword","nonword",NA
"прж","рачуштен","nonword","nonword","nonword",NA
"мнока","бесстично","nonword","nonword","nonword",NA
"могућ","спасислио","nonword","nonword","nonword",NA
"јучан","пуспремниче","nonword","nonword","nonword",NA
"мерде","бојатизврат","nonword","nonword","nonword",NA
"дражи","протлмен","nonword","nonword","nonword",NA
"одгослио","вероискрено","nonword","nonword","nonword",NA
"лукључни","поздрависност","nonword","nonword","nonword",NA
"душао","новиштен","nonword","nonword","nonword",NA
"алекност","брtl","nonword","nonword","nonword",NA
"шезду","лопљачка","nonword","nonword","nonword",NA
"yeд","плапом","nonword","nonword","nonword",NA
"коричард","поуредник","nonword","nonword","nonword",NA
"бомма","исправфиниција","nonword","nonword","nonword",NA
"основпомоћан","систи","nonword","nonword","nonword",NA
"šlп","аутоштај","nonword","nonword","nonword",NA
"партрање",NA,"nonword","nonword","nonword",NA
"стварство","фотоштиљ","nonword","nonword","nonword",NA
"чииденти","сухтев","nonword","nonword","nonword",NA
"ćeрт","саботалност","nonword","nonword","nonword",NA
"шаíĺ","прeвиство","nonword","nonword","nonword",NA
"руг","четвртца","nonword","nonword","nonword",NA
"магаслио","паррац","nonword","nonword","nonword",NA
"стварзорити","увејент","nonword","nonword","nonword",NA
"жафан","истинтура","nonword","nonword","nonword",NA
"исправланчевина","доруч","nonword","nonword","nonword",NA
"дослични","ствачица","nonword","nonword","nonword",NA
"задњегва","кансан","nonword","nonword","nonword",NA
"регионастрпљив","проследник","nonword","nonword","nonword",NA
"остабити","заклесним","nonword","nonword","nonword",NA
"ствардложити","капесник","nonword","nonword","nonword",NA
"лонад","банпа","nonword","nonword","nonword",NA
"генебљен","чарошном","nonword","nonword","nonword",NA
"стрево","детистент","nonword","nonword","nonword",NA
"дивитиздрав","заогромница","nonword","nonword","nonword",NA
"чвус","итека","nonword","nonword","nonword",NA
"апсоски","објетови","nonword","nonword","nonword",NA
"скривера","борититланд","nonword","nonword","nonword",NA
"ичетор","детеквљен","nonword","nonword","nonword",NA
"сништво","стварцедура","nonword","nonword","nonword",NA
"зезнуоште","рестостио","nonword","nonword","nonword",NA
"сенчеш","гладнаћи","nonword","nonword","nonword",NA
"никла","ролта","nonword","nonword","nonword",NA
"кључде","нeкoлитеривати","nonword","nonword","nonword",NA
"гoв","катом","nonword","nonword","nonword",NA
"закљустим","болеквих","nonword","nonword","nonword",NA
"деликалност","угово","nonword","nonword","nonword",NA
"шегов","шеард","nonword","nonword","nonword",NA
"мркс","одсупруг","nonword","nonword","nonword",NA
"грдe","битга","nonword","nonword","nonword",NA
"пем","сканначен","nonword","nonword","nonword",NA
"tран","главио","nonword","nonword","nonword",NA
"знајминал","најпреви","nonword","nonword","nonword",NA
"поздравћати","поглас","nonword","nonword","nonword",NA
"финансијлност","разнат","nonword","nonword","nonword",NA
"ваклејтон","љубљу","nonword","nonword","nonword",NA
"играчјунажа","реосновница","nonword","nonword","nonword",NA
"љушћу","протолтер","nonword","nonword","nonword",NA
"углавгућити","свеви","nonword","nonword","nonword",NA
"озбиљнарички","лоб","nonword","nonword","nonword",NA
"мијер","микроцикл","nonword","nonword","nonword",NA
"постројелност","свина","nonword","nonword","nonword",NA
"боњац","спољамљен","nonword","nonword","nonword",NA
"цршан","телет","nonword","nonword","nonword",NA
"овлалутно","стрпљепоставити","nonword","nonword","nonword",NA
"кандисном","јекар","nonword","nonword","nonword",NA
"насузних","женлик","nonword","nonword","nonword",NA
"ноштa","микрознај","nonword","nonword","nonword",NA
"команжним","моникaдa","nonword","nonword","nonword",NA
"радизвој","пишним","nonword","nonword","nonword",NA
"креизвод","свративан","nonword","nonword","nonword",NA
"стварцепција","саосвети","nonword","nonword","nonword",NA
"плaa","стip","nonword","nonword","nonword",NA
"вероватностингс","пријасниш","nonword","nonword","nonword",NA
"параноимплекс","интелигенмплекс","nonword","nonword","nonword",NA
"мииграње","серсон","nonword","nonword","nonword",NA
"вензен","криће","nonword","nonword","nonword",NA
"вициш","краљевност","nonword","nonword","nonword",NA
"дохладно","инстранција","nonword","nonword","nonword",NA
"лашту","обликати","nonword","nonword","nonword",NA
"хејскоп","градоначестронг","nonword","nonword","nonword",NA
"модесној","кодва","nonword","nonword","nonword",NA
"одухвати","реалистимплекс","nonword","nonword","nonword",NA
"јутел","глабео","nonword","nonword","nonword",NA
"шминзија","романтињство","nonword","nonword","nonword",NA
"одчег","поздраћи","nonword","nonword","nonword",NA
"популалност","огромпамтити","nonword","nonword","nonword",NA
"pèад","оц","nonword","nonword","nonword",NA
"обичније","лестанње","nonword","nonword","nonword",NA
"направисност","подручра","nonword","nonword","nonword",NA
"сигурство","огромхолошки","nonword","nonword","nonword",NA
"стјунија","ведем","nonword","nonword","nonword",NA
"куним","мижби","nonword","nonword","nonword",NA
"критиском","клинцена","nonword","nonword","nonword",NA
"плаиспех","ташио","nonword","nonword","nonword",NA
"стварзволити","вашник","nonword","nonword","nonword",NA
"хиске","држалост","nonword","nonword","nonword",NA
"темпе","незгодћа","nonword","nonword","nonword",NA
"компјуин","зajeдганција","nonword","nonword","nonword",NA
"ураест","пшења","nonword","nonword","nonword",NA
"зника","комисник","nonword","nonword","nonword",NA
"дропо","стрпљеционалан","nonword","nonword","nonword",NA
"бешку","леног","nonword","nonword","nonword",NA
"озбиљархија","заизвод","nonword","nonword","nonword",NA
"унутраквој","кокол","nonword","nonword","nonword",NA
"пумон","диш","nonword","nonword","nonword",NA
"позната лимплекс","родиспортски","nonword","nonword","nonword",NA
"лиспремнада","нејеа","nonword","nonword","nonword",NA
"разгоству","љугуљ","nonword","nonword","nonword",NA
"озбиљмотрити","јујли","nonword","nonword","nonword",NA
"приустима","стварловати","nonword","nonword","nonword",NA
"кебет","забим","nonword","nonword","nonword",NA
"одговорством","одвестика","nonword","nonword","nonword",NA
"свакодисточно","месма","nonword","nonword","nonword",NA
"захваског","полиопљачка","nonword","nonword","nonword",NA
"поздравдити","озбиљзумети","nonword","nonword","nonword",NA
"икака","нeкoлилевизија","nonword","nonword","nonword",NA
"кадeo","медаслао","nonword","nonword","nonword",NA
"јуњен","октослим","nonword","nonword","nonword",NA
"киднабњак","остваформансе","nonword","nonword","nonword",NA
"опседсиван","предобњак","nonword","nonword","nonword",NA
"јаме","диaf","nonword","nonword","nonword",NA
"изстварнада","пријаспортски","nonword","nonword","nonword",NA
"одржа","наотвара","nonword","nonword","nonword",NA
"zoћ","орудре","nonword","nonword","nonword",NA
"неопхолност","тамја","nonword","nonword","nonword",NA
"виште","раздослов","nonword","nonword","nonword",NA
"хрини","линна","nonword","nonword","nonword",NA
"марадајз","летејлор","nonword","nonword","nonword",NA
"туисправина","рил","nonword","nonword","nonword",NA
"отпорство","фифренки","nonword","nonword","nonword",NA
"испрана мора","игрибургер","nonword","nonword","nonword",NA
"багер","вефренки","nonword","nonword","nonword",NA
"стаћег","зajeдмонија","nonword","nonword","nonword",NA
"лашеш","etд","nonword","nonword","nonword",NA
"актостиш","уплашина","nonword","nonword","nonword",NA
"лестро","огромдржати","nonword","nonword","nonword",NA
"озбиљдржати","стварпресија","nonword","nonword","nonword",NA
"аспилар","хемијска олострпљив","nonword","nonword","nonword",NA
"гхс","стрпљенансирање","nonword","nonword","nonword",NA
"стрпљелозофија","богатност","nonword","nonword","nonword",NA
"слокретно","усраноћа","nonword","nonword","nonword",NA
"ствамално","полојент","nonword","nonword","nonword",NA
"наистим","фирок","nonword","nonword","nonword",NA
"прохват","стапом","nonword","nonword","nonword",NA
"досом","вeрoвaточекивано","nonword","nonword","nonword",NA
"телеквој","минидрум","nonword","nonword","nonword",NA
"буглез","стtp","nonword","nonword","nonword",NA
