sr_cue,sr_target,type,cue_type,target_type,sr_cosine
весрећна,комисник,nonword,nonword,nonword,0.584710982607377
увресати,очимрачно,nonword,nonword,nonword,0.584710982607377
мијер,палудост,nonword,nonword,nonword,0.584710982607377
стоу,паранормастрпљив,nonword,nonword,nonword,0.584710982607377
лиударца,писастан,nonword,nonword,nonword,0.584710982607377
своред,зампер,nonword,nonword,nonword,0.584710982607377
биоружја,икео,nonword,nonword,nonword,0.584710982607377
тетовалност,боранд,nonword,nonword,nonword,0.584710982607377
веиденти,стрпљеуставити,nonword,nonword,nonword,0.584710982607377
реклакомер,конхват,nonword,nonword,nonword,0.584710982607377
струнично,серсон,nonword,nonword,nonword,0.584710982607377
кркo,черер,nonword,nonword,nonword,0.584710982607377
стрпљанција,содневни,nonword,nonword,nonword,0.584710982607377
антум,вeрoвaтлефон,nonword,nonword,nonword,0.584710982607377
шпанзија,штати,nonword,nonword,nonword,0.584710982607377
кључде,дозбедна,nonword,nonword,nonword,0.584710982607377
разре,лимна,nonword,nonword,nonword,0.584710982607377
алекност,заогромница,nonword,nonword,nonword,0.584710982607377
тумрус,микрознај,nonword,nonword,nonword,0.584710982607377
узорник,застрој,nonword,nonword,nonword,0.584710982607377
марадајз,разлископ,nonword,nonword,nonword,0.584710982607377
мајњен,супротја,nonword,nonword,nonword,0.584710982607377
огромштитити,протобром,nonword,nonword,nonword,0.584710982607377
гла,шкослов,nonword,nonword,nonword,0.584710982607377
ожеси,огромређење,nonword,nonword,nonword,0.584710982607377
зогена,припоскву,nonword,nonword,nonword,0.584710982607377
сиромасност,вих,nonword,nonword,nonword,0.584710982607377
направод,реаквљам,nonword,nonword,nonword,0.584710982607377
усатанички,сухтевсти,nonword,nonword,nonword,0.584710982607377
растојалност,злук,nonword,nonword,nonword,0.584710982607377
лашту,повросновна,nonword,nonword,nonword,0.584710982607377
пролностја,нестаског,nonword,nonword,nonword,0.584710982607377
дакиш,опређење,nonword,nonword,nonword,0.584710982607377
спаћи,ведем,nonword,nonword,nonword,0.584710982607377
гoв,трбустиш,nonword,nonword,nonword,0.584710982607377
тродру,најма,nonword,nonword,nonword,0.584710982607377
квалискрена,надич,nonword,nonword,nonword,0.584710982607377
јаст,шивин,nonword,nonword,nonword,0.584710982607377
одразвој осемп,страседник,nonword,nonword,nonword,0.584710982607377
гошај,веударца,nonword,nonword,nonword,0.584710982607377
закљуству,повратеда,nonword,nonword,nonword,0.584710982607377
хешпански,нављамно,nonword,nonword,nonword,0.584710982607377
ковепсио,паржву,nonword,nonword,nonword,0.584710982607377
споло,стрпљетурност,nonword,nonword,nonword,0.584710982607377
слата,леувреда,nonword,nonword,nonword,0.584710982607377
доустала,стрпљетографија,nonword,nonword,nonword,0.584710982607377
уплацеза,равам,nonword,nonword,nonword,0.584710982607377
насузних,услузиме,nonword,nonword,nonword,0.584710982607377
дерчан,фара,nonword,nonword,nonword,0.584710982607377
срка,дoст,nonword,nonword,nonword,0.584710982607377
yeд,сао,nonword,nonword,nonword,0.584710982607377
пилеискрена,мишљаоја,nonword,nonword,nonword,0.584710982607377
бављу,незгодћа,nonword,nonword,nonword,0.584710982607377
моцка,пароб,nonword,nonword,nonword,0.584710982607377
идеба,механичлост,nonword,nonword,nonword,0.584710982607377
мариском,марастранца,nonword,nonword,nonword,0.584710982607377
очеба,пажљивла,nonword,nonword,nonword,0.584710982607377
опронит,примтупна,nonword,nonword,nonword,0.584710982607377
потребци,твама,nonword,nonword,nonword,0.584710982607377
јаистока,страја,nonword,nonword,nonword,0.584710982607377
осветров,ствартити,nonword,nonword,nonword,0.584710982607377
понистра,поуредник,nonword,nonword,nonword,0.584710982607377
новенмент,шетвртат,nonword,nonword,nonword,0.584710982607377
крид,прешком,nonword,nonword,nonword,0.584710982607377
суперзнаш,инуметно,nonword,nonword,nonword,0.584710982607377
нелност,омока,nonword,nonword,nonword,0.584710982607377
спаша,огромкопати,nonword,nonword,nonword,0.584710982607377
чујбан,стварловати,nonword,nonword,nonword,0.584710982607377
предбода,орудре,nonword,nonword,nonword,0.584710982607377
ботма,џунчин,nonword,nonword,nonword,0.584710982607377
заштитво,вероватнетати,nonword,nonword,nonword,0.584710982607377
чвус,озбиљзумети,nonword,nonword,nonword,0.584710982607377
шоним,лоизвиња,nonword,nonword,nonword,0.584710982607377
проданпут,украдети,nonword,nonword,nonword,0.584710982607377
висхвати,играмање,nonword,nonword,nonword,0.584710982607377
велијамс,мајобром,nonword,nonword,nonword,0.584710982607377
ог,локаквој,nonword,nonword,nonword,0.584710982607377
телеквој,чехва,nonword,nonword,nonword,0.584710982607377
међен,стазач,nonword,nonword,nonword,0.584710982607377
морни,исправдерација,nonword,nonword,nonword,0.584710982607377
искумент,вонка,nonword,nonword,nonword,0.584710982607377
отпорство,либераством,nonword,nonword,nonword,0.584710982607377
посматралност,перислов,nonword,nonword,nonword,0.584710982607377
компјуин,обликати,nonword,nonword,nonword,0.584710982607377
јуч,развор,nonword,nonword,nonword,0.584710982607377
хви,опхи,nonword,nonword,nonword,0.584710982607377
кавиш,комна,nonword,nonword,nonword,0.584710982607377
златвљатићи,професионастрпљив,nonword,nonword,nonword,0.584710982607377
комплени,стварноставан,nonword,nonword,nonword,0.584710982607377
древјун,жаи,nonword,nonword,nonword,0.584710982607377
тујеш,сура,nonword,nonword,nonword,0.584710982607377
конвојти,комплича,nonword,nonword,nonword,0.584710982607377
златнија,ветез,nonword,nonword,nonword,0.584710982607377
сножа,вае,nonword,nonword,nonword,0.584710982607377
прорир,горимент,nonword,nonword,nonword,0.584710982607377
строци,брсрећна,nonword,nonword,nonword,0.584710982607377
задовољуност,стваркивати,nonword,nonword,nonword,0.584710982607377
окрува,егиза,nonword,nonword,nonword,0.584710982607377
албершавање,одсупруг,nonword,nonword,nonword,0.584710982607377
пељев,инпост,nonword,nonword,nonword,0.584710982607377
бејнао,затваралност,nonword,nonword,nonword,0.584710982607377
радто,пуспремник,nonword,nonword,nonword,0.584710982607377
мнока,познаоћи,nonword,nonword,nonword,0.584710982607377
днан,неузбол,nonword,nonword,nonword,0.584710982607377
изљим,опизбол,nonword,nonword,nonword,0.584710982607377
гулеп,јефти,nonword,nonword,nonword,0.584710982607377
серто,невезник,nonword,nonword,nonword,0.584710982607377
питастич,укратколада,nonword,nonword,nonword,0.584710982607377
сензационастрпљив,саботалност,nonword,nonword,nonword,0.584710982607377
каодлука,јујли,nonword,nonword,nonword,0.584710982607377
пумон,омледати,nonword,nonword,nonword,0.584710982607377
озбиљсуалан,кумен,nonword,nonword,nonword,0.584710982607377
обратија,женлик,nonword,nonword,nonword,0.584710982607377
фуд,негатињство,nonword,nonword,nonword,0.584710982607377
пућем,предупуравник,nonword,nonword,nonword,0.584710982607377
тођај,исјаш,nonword,nonword,nonword,0.584710982607377
парс,осјенина,nonword,nonword,nonword,0.584710982607377
жиобрати,ослоцуски,nonword,nonword,nonword,0.584710982607377
вецетрин,покуслио,nonword,nonword,nonword,0.584710982607377
извориор,убрза,nonword,nonword,nonword,0.584710982607377
заклетибертс,докурвин,nonword,nonword,nonword,0.584710982607377
клина,кансан,nonword,nonword,nonword,0.584710982607377
духоспао,аутосрет,nonword,nonword,nonword,0.584710982607377
поноквог,височанлност,nonword,nonword,nonword,0.584710982607377
мима,чок,nonword,nonword,nonword,0.584710982607377
хрини,угово,nonword,nonword,nonword,0.584710982607377
утакмила,укока,nonword,nonword,nonword,0.584710982607377
сулекс,омгромрзнути,nonword,nonword,nonword,0.584710982607377
типисник,заклесним,nonword,nonword,nonword,0.584710982607377
лачао,витаквом,nonword,nonword,nonword,0.584710982607377
кацидент,златпити,nonword,nonword,nonword,0.584710982607377
душао,свешен,nonword,nonword,nonword,0.584710982607377
ичетор,наранџаблдор,nonword,nonword,nonword,0.584710982607377
стварменити,шеф кемиље,nonword,nonword,nonword,0.584710982607377
ацк,нешашен,nonword,nonword,nonword,0.584710982607377
критиском,нeкoливетовати,nonword,nonword,nonword,0.584710982607377
бавна,освотара,nonword,nonword,nonword,0.584710982607377
тид,вeрoвaтхологија,nonword,nonword,nonword,0.584710982607377
раздле,прецио,nonword,nonword,nonword,0.584710982607377
стварменити,осре,nonword,nonword,nonword,0.584710982607377
парласког,огромпетити,nonword,nonword,nonword,0.584710982607377
иденгинал,лоб,nonword,nonword,nonword,0.584710982607377
моруј,миљак,nonword,nonword,nonword,0.584710982607377
краб,чезео,nonword,nonword,nonword,0.584710982607377
патро,уртаниште,nonword,nonword,nonword,0.584710982607377
руг,нељан,nonword,nonword,nonword,0.584710982607377
шаил,оствафодба,nonword,nonword,nonword,0.584710982607377
гнесто,насле,nonword,nonword,nonword,0.584710982607377
играчкушати,четртуством,nonword,nonword,nonword,0.584710982607377
налсив,лизаклон,nonword,nonword,nonword,0.584710982607377
стрепљемонити,ствартиснути,nonword,nonword,nonword,0.584710982607377
индужностја,свина,nonword,nonword,nonword,0.584710982607377
опседнотежа,берстично,nonword,nonword,nonword,0.584710982607377
плаљ,двет,nonword,nonword,nonword,0.584710982607377
стварколица,гоглу,nonword,nonword,nonword,0.584710982607377
источлитичар,свеви,nonword,nonword,nonword,0.584710982607377
мож,експлозилност,nonword,nonword,nonword,0.584710982607377
систвима,спуност,nonword,nonword,nonword,0.584710982607377
годистранца,умреција,nonword,nonword,nonword,0.584710982607377
гогон,урекол,nonword,nonword,nonword,0.584710982607377
септемја,врб,nonword,nonword,nonword,0.584710982607377
золошкитлмен,асагента,nonword,nonword,nonword,0.584710982607377
углавгућити,ураја,nonword,nonword,nonword,0.584710982607377
тва,зajeдмонија,nonword,nonword,nonword,0.584710982607377
предшати,муадвока,nonword,nonword,nonword,0.584710982607377
клетарство,тужиству,nonword,nonword,nonword,0.584710982607377
хорнер,енд,nonword,nonword,nonword,0.584710982607377
повер,пабеш,nonword,nonword,nonword,0.584710982607377
ард,пријаспортски,nonword,nonword,nonword,0.584710982607377
аутолост,хирур локум,nonword,nonword,nonword,0.584710982607377
задоволност,сјад,nonword,nonword,nonword,0.584710982607377
ствардлагати,преуметник,nonword,nonword,nonword,0.584710982607377
свеустич,диш,nonword,nonword,nonword,0.584710982607377
стваћи,клинцена,nonword,nonword,nonword,0.584710982607377
титка,фифренки,nonword,nonword,nonword,0.584710982607377
нашну,споваћа ситингс,nonword,nonword,nonword,0.584710982607377
привилегистронг,летро,nonword,nonword,nonword,0.584710982607377
прлку,побим,nonword,nonword,nonword,0.584710982607377
загађелност,орсоа,nonword,nonword,nonword,0.584710982607377
ствијем,капешкир,nonword,nonword,nonword,0.584710982607377
глеж,стварцедура,nonword,nonword,nonword,0.584710982607377
ситав,увејент,nonword,nonword,nonword,0.584710982607377
дрењи,затвореством,nonword,nonword,nonword,0.584710982607377
здрашло,проброј,nonword,nonword,nonword,0.584710982607377
једка,звола,nonword,nonword,nonword,0.584710982607377
поврестварно,огрожба,nonword,nonword,nonword,0.584710982607377
стрпљеференција,авит,nonword,nonword,nonword,0.584710982607377
ичај,радич,nonword,nonword,nonword,0.584710982607377
генебљен,поздравшање,nonword,nonword,nonword,0.584710982607377
плашититланд,истинина,nonword,nonword,nonword,0.584710982607377
каквогтер,принчаник,nonword,nonword,nonword,0.584710982607377
финансијлност,ђанд,nonword,nonword,nonword,0.584710982607377
гостопримлност,амени,nonword,nonword,nonword,0.584710982607377
цртенути,корпорацимплекс,nonword,nonword,nonword,0.584710982607377
кимем,поздрависност,nonword,nonword,nonword,0.584710982607377
закљустим,фестиспео,nonword,nonword,nonword,0.584710982607377
каумрети,религилберт,nonword,nonword,nonword,0.584710982607377
тарга,паспом,nonword,nonword,nonword,0.584710982607377
неразулност,забим,nonword,nonword,nonword,0.584710982607377
касрећна,тетру,nonword,nonword,nonword,0.584710982607377
струкцифик,огромчувати,nonword,nonword,nonword,0.584710982607377
лаи,источжавање,nonword,nonword,nonword,0.584710982607377
банест,рачуштен,nonword,nonword,nonword,0.584710982607377
рослуо,крхо,nonword,nonword,nonword,0.584710982607377
брика,оглегија,nonword,nonword,nonword,0.584710982607377
сигурство,аванчинац,nonword,nonword,nonword,0.584710982607377
ojло,удобција,nonword,nonword,nonword,0.584710982607377
резукриј,каузвратје,nonword,nonword,nonword,0.584710982607377
сучић,ствардавање,nonword,nonword,nonword,0.584710982607377
свежђе,услугете,nonword,nonword,nonword,0.584710982607377
команжним,ствархватити,nonword,nonword,nonword,0.584710982607377
изуогромно,саосестрпљење,nonword,nonword,nonword,0.584710982607377
џунха,стор,nonword,nonword,nonword,0.584710982607377
ражга,дигка,nonword,nonword,nonword,0.584710982607377
прмин,ролта,nonword,nonword,nonword,0.584710982607377
лиспремнада,меданпут,nonword,nonword,nonword,0.584710982607377
виште,састастиш,nonword,nonword,nonword,0.584710982607377
хопад,значција,nonword,nonword,nonword,0.584710982607377
мијер,џонљак,nonword,nonword,nonword,0.584710982607377
алкоблу,обрадија,nonword,nonword,nonword,0.584710982607377
одчег,мошле,nonword,nonword,nonword,0.584710982607377
унајботина,спрабрење,nonword,nonword,nonword,0.584710982607377
знајвица,стрпљеционалан,nonword,nonword,nonword,0.584710982607377
дич,спосник,nonword,nonword,nonword,0.584710982607377
госпоквих,науспех,nonword,nonword,nonword,0.584710982607377
изсле,хтеце,nonword,nonword,nonword,0.584710982607377
каотвара,аутоштај,nonword,nonword,nonword,0.584710982607377
гос,претресђен,nonword,nonword,nonword,0.584710982607377
стрпљетићи,пројеквреј,nonword,nonword,nonword,0.584710982607377
aeра,ефикарлос,nonword,nonword,nonword,0.584710982607377
палажним,друца,nonword,nonword,nonword,0.584710982607377
остабити,организоватињства,nonword,nonword,nonword,0.584710982607377
отвозак,афеждук,nonword,nonword,nonword,0.584710982607377
багем,враноћа,nonword,nonword,nonword,0.584710982607377
слаком,лажнимбо,nonword,nonword,nonword,0.584710982607377
ленат,незгодћа,nonword,nonword,nonword,0.584710982607377
тредем,озбиман,nonword,nonword,nonword,0.584710982607377
преграм,нојом,nonword,nonword,nonword,0.584710982607377
игма,чеагенти,nonword,nonword,nonword,0.584710982607377
продутраг,милиопкладе,nonword,nonword,nonword,0.584710982607377
струхват,креквих,nonword,nonword,nonword,0.584710982607377
пацитрао,јанство,nonword,nonword,nonword,0.584710982607377
одехвати,гoв,nonword,nonword,nonword,0.584710982607377
чекаквог,навежмаб,nonword,nonword,nonword,0.584710982607377
федесној,стите,nonword,nonword,nonword,0.584710982607377
затве,ускотично,nonword,nonword,nonword,0.584710982607377
огромцеларки,аутомосперт,nonword,nonword,nonword,0.584710982607377
инжетрај,осесту,nonword,nonword,nonword,0.584710982607377
гаостварија,спремвисати,nonword,nonword,nonword,0.584710982607377
истражистрпљење,сенаглас,nonword,nonword,nonword,0.584710982607377
одлуменик,рестостио,nonword,nonword,nonword,0.584710982607377
гoдипити,инстранција,nonword,nonword,nonword,0.584710982607377
претпољу,гротњу,nonword,nonword,nonword,0.584710982607377
чизрет,могућсвот,nonword,nonword,nonword,0.584710982607377
поаманда,вуздраћи,nonword,nonword,nonword,0.584710982607377
дејла,четвртца,nonword,nonword,nonword,0.584710982607377
отмибњак,озбиљтиметар,nonword,nonword,nonword,0.584710982607377
застрашујумплекс,седирект,nonword,nonword,nonword,0.584710982607377
скрикула,отзa,nonword,nonword,nonword,0.584710982607377
лонка,ухвабити,nonword,nonword,nonword,0.584710982607377
стварство,биомент,nonword,nonword,nonword,0.584710982607377
јеспремница,брта,nonword,nonword,nonword,0.584710982607377
хтесан,љубљу,nonword,nonword,nonword,0.584710982607377
окт,зампер,nonword,nonword,nonword,0.584710982607377
прекривалност,суочајно,nonword,nonword,nonword,0.584710982607377
ужизаг,слупис,nonword,nonword,nonword,0.584710982607377
дијаистин,стрпљетуиција,nonword,nonword,nonword,0.584710982607377
коболика,саиденти,nonword,nonword,nonword,0.584710982607377
лоп,стварпоставка,nonword,nonword,nonword,0.584710982607377
капли,прога,nonword,nonword,nonword,0.584710982607377
звузу,линдчење,nonword,nonword,nonword,0.584710982607377
жрсом,нeкoлимонстрација,nonword,nonword,nonword,0.584710982607377
емола,опклаца,nonword,nonword,nonword,0.584710982607377
никла,хероском,nonword,nonword,nonword,0.584710982607377
норстично,мрћих,nonword,nonword,nonword,0.584710982607377
будал,јекар,nonword,nonword,nonword,0.584710982607377
обрадел,дљиво,nonword,nonword,nonword,0.584710982607377
меназнам,исправфиниција,nonword,nonword,nonword,0.584710982607377
неуч,поздравтички,nonword,nonword,nonword,0.584710982607377
релак,саобична,nonword,nonword,nonword,0.584710982607377
модесној,најрећно,nonword,nonword,nonword,0.584710982607377
конусталити,напастор,nonword,nonword,nonword,0.584710982607377
кљачан,ташио,nonword,nonword,nonword,0.584710982607377
ниљака,ценот,nonword,nonword,nonword,0.584710982607377
гламка,дежиш,nonword,nonword,nonword,0.584710982607377
коричард,мозив,nonword,nonword,nonword,0.584710982607377
субтљај,рофта,nonword,nonword,nonword,0.584710982607377
воуспело,лимуосновна,nonword,nonword,nonword,0.584710982607377
радга,димипресија,nonword,nonword,nonword,0.584710982607377
хеструја,трити,nonword,nonword,nonword,0.584710982607377
мерлс,ишат,nonword,nonword,nonword,0.584710982607377
чишаш,граб,nonword,nonword,nonword,0.584710982607377
чинденти,ствардложити,nonword,nonword,nonword,0.584710982607377
велистварна,родиспортски,nonword,nonword,nonword,0.584710982607377
озбиљархија,ветши,nonword,nonword,nonword,0.584710982607377
одлуљада,панеш,nonword,nonword,nonword,0.584710982607377
карула шкарца,оптуно,nonword,nonword,nonword,0.584710982607377
уета,бокиђ,nonword,nonword,nonword,0.584710982607377
реад,плашитиблдор,nonword,nonword,nonword,0.584710982607377
утибим,отводати,nonword,nonword,nonword,0.584710982607377
нембилност,зароз,nonword,nonword,nonword,0.584710982607377
сестромдаран,ђам,nonword,nonword,nonword,0.584710982607377
факурург,албертегија,nonword,nonword,nonword,0.584710982607377
поздравћати,краг,nonword,nonword,nonword,0.584710982607377
плуао,атланјор,nonword,nonword,nonword,0.584710982607377
пограм,вљена,nonword,nonword,nonword,0.584710982607377
самоубимплекс,талезбеј,nonword,nonword,nonword,0.584710982607377
бросновнати,пацир,nonword,nonword,nonword,0.584710982607377
дигирама,одосновнити,nonword,nonword,nonword,0.584710982607377
зго,гулоп,nonword,nonword,nonword,0.584710982607377
подрквог,надлесда,nonword,nonword,nonword,0.584710982607377
окрећни убоцо,нуо,nonword,nonword,nonword,0.584710982607377
клинцати,скрожем,nonword,nonword,nonword,0.584710982607377
капацитет,пораз,unrelated,word,word,0.463182730121304
смешан,притиснути,unrelated,word,word,0.357423887492444
одбити,зајам,unrelated,word,word,0.521378931310942
инцидент,елемент,unrelated,word,word,0.564409390651794
пратња,унутра,unrelated,word,word,0.364031363491484
жалба,потврдити,unrelated,word,word,0.482986419813042
активан,мотор,unrelated,word,word,0.438570842819103
број,прототип,unrelated,word,word,0.446612810223477
хормон,опасност,unrelated,word,word,0.420721102672268
савет,затвореник,unrelated,word,word,0.399960968277346
фирма,тајмер,unrelated,word,word,0.484563603178352
узбуна,снајпер,unrelated,word,word,0.465598095864737
браво,изазов,unrelated,word,word,0.321505256052091
сума,ресторан,unrelated,word,word,0.348139162600985
звер,планина,unrelated,word,word,0.396484985664273
кућа,генерално,unrelated,word,word,0.342650095536025
дозвола,задњица,unrelated,word,word,0.394237003618333
шака,торта,unrelated,word,word,0.507542321373131
округао,предузетник,unrelated,word,word,0.591540840551149
вена,музеј,unrelated,word,word,0.367730328572029
коњица,истражити,unrelated,word,word,0.40751466993592
питање,сломити,unrelated,word,word,0.364503056215755
помоћи,одлучност,unrelated,word,word,0.362720589754382
закључак,пријатељски,unrelated,word,word,0.350052715210073
покушати,поклон,unrelated,word,word,0.361036771587882
пажња,јуниор,unrelated,word,word,0.359305891150664
гомила,капетан,unrelated,word,word,0.304871828731998
кутија,свађа,unrelated,word,word,0.42617394816489
клуб,уништење,unrelated,word,word,0.348806734100662
туш,обала,unrelated,word,word,0.319108995926993
одред,алфа,unrelated,word,word,0.412253057244788
арена,донација,unrelated,word,word,0.454298570836357
коса,риба,unrelated,word,word,0.459461257715425
шарм,исход,unrelated,word,word,0.459368340036898
соба,веб,unrelated,word,word,0.444398131151318
пити,бегунац,unrelated,word,word,0.248307149678387
поверење,писмо,unrelated,word,word,0.401788573001203
милион,сребрни,unrelated,word,word,0.376649489129586
бео,опис,unrelated,word,word,0.391487720235061
мито,плесати,unrelated,word,word,0.383574739603785
подморница,пакао,unrelated,word,word,0.397449541370447
девојчица,комуникација,unrelated,word,word,0.368587536447713
племенит,невероватан,unrelated,word,word,0.430132919863461
разбити,затворен,unrelated,word,word,0.363930126267306
младожења,правда,unrelated,word,word,0.420219503145703
ортак,грофица,unrelated,word,word,0.357706279406012
огреботина,психологија,unrelated,word,word,0.496382497729357
грађевина,битка,unrelated,word,word,0.483775291102837
копати,демонстрације,unrelated,word,word,0.412353625978563
индустрија,локација,unrelated,word,word,0.577913460795716
мед,подучавати,unrelated,word,word,0.463186799678234
продавац,доћи,unrelated,word,word,0.308420570711881
здраво,јетра,unrelated,word,word,0.355655190100491
бројати,изменити,unrelated,word,word,0.574253209454519
тумор,мирис,unrelated,word,word,0.53133904935385
наочаре,ходати,unrelated,word,word,0.423899329568219
командант,познати,unrelated,word,word,0.356138491852826
возило,брига,unrelated,word,word,0.370088275541611
бискуп,слава,unrelated,word,word,0.472961619518333
оптерећење,потпис,unrelated,word,word,0.455066983237468
под,успети,unrelated,word,word,0.340259643314223
мафија,ухватити,unrelated,word,word,0.386384996839118
гроб,огледало,unrelated,word,word,0.40427230893926
миља,фудбал,unrelated,word,word,0.340169439211446
ритуал,последњи,unrelated,word,word,0.346581336920317
сто,важан,unrelated,word,word,0.319171813088585
препрека,циркус,unrelated,word,word,0.388772514914018
пратити,сенатор,unrelated,word,word,0.344024099393057
усна,поручник,unrelated,word,word,0.342341767733366
хлеб,камен,unrelated,word,word,0.444416150774156
стомак,дрво,unrelated,word,word,0.43075197422989
шећер,шума,unrelated,word,word,0.349933268061716
католик,довољан,unrelated,word,word,0.440663132673733
дим,витамин,unrelated,word,word,0.429538242746683
култура,експлодирати,unrelated,word,word,0.380586827359588
болница,видео,unrelated,word,word,0.325772814678481
отворен,велики,unrelated,word,word,0.316646598032402
закључан,кревет,unrelated,word,word,0.370960250567214
шољица,шпорет,unrelated,word,word,0.435604636859337
рум,пуковник,unrelated,word,word,0.32631627877265
топао,обим,unrelated,word,word,0.428404002494648
комисија,жвакати,unrelated,word,word,0.400598384845383
расиста,традиционалан,unrelated,word,word,0.493104502118519
стрпљење,експлозија,unrelated,word,word,0.362669804571666
апсолутно,милост,unrelated,word,word,0.398536639136735
софтвер,књига,unrelated,word,word,0.430149015606555
поштовање,креативност,unrelated,word,word,0.524431442696026
потврда,песма,unrelated,word,word,0.423544596644096
увек,гласање,unrelated,word,word,0.287576377610854
закон,теорија,unrelated,word,word,0.325644770757862
продужити,одсуство,unrelated,word,word,0.441044447161288
сиротиште,сок,unrelated,word,word,0.390891461593069
оригинал,лозинка,unrelated,word,word,0.54784517045966
погрешан,свет,unrelated,word,word,0.293376667091726
барон,леп,unrelated,word,word,0.358797433692121
машта,презиме,unrelated,word,word,0.411646699449516
чудовиште,манастир,unrelated,word,word,0.423057933413487
зло,доушник,unrelated,word,word,0.355505330856503
плесач,бенд,unrelated,word,word,0.523240624529311
ризик,рупа,unrelated,word,word,0.382828646626299
ризичан,веран,unrelated,word,word,0.578265888139683
слеп,светао,unrelated,word,word,0.413816775027234
век,оптужба,unrelated,word,word,0.342042784002119
победа,нормалан,unrelated,word,word,0.318155957140595
заштитити,чин,unrelated,word,word,0.353423511494259
појам,дискусија,unrelated,word,word,0.504361770610384
слобода,болестан,unrelated,word,word,0.342795726060133
протест,интуиција,unrelated,word,word,0.442292686900655
долазак,вести,unrelated,word,word,0.385285459443999
судба,информација,unrelated,word,word,0.407166272583092
агент,веома,unrelated,word,word,0.303722251993742
храброст,писац,unrelated,word,word,0.300460718588438
напредак,сећи,unrelated,word,word,0.3938117291206
патити,шетња,unrelated,word,word,0.439506381226911
сличан,осетљив,unrelated,word,word,0.564477616193507
пинг,маслац,unrelated,word,word,0.392737496399984
продуцент,ужасан,unrelated,word,word,0.384822486681255
прљав,магазин,unrelated,word,word,0.474950118021612
сукоб,аутопут,unrelated,word,word,0.40090317608099
прекидати,пенис,unrelated,word,word,0.354537570803738
бог,практично,unrelated,word,word,0.394405668351436
јединица,студија,unrelated,word,word,0.451538221610526
хирург,порука,unrelated,word,word,0.32157191146499
фунта,умрети,unrelated,word,word,0.411720626396229
милосрђе,политичар,unrelated,word,word,0.435190076458283
прозор,радник,unrelated,word,word,0.407875059242737
сликати,језив,unrelated,word,word,0.354879617030261
сукња,злочинац,unrelated,word,word,0.402293500618506
путник,патка,unrelated,word,word,0.377526576494773
алкохол,кофер,unrelated,word,word,0.438027948788782
трезан,програм,unrelated,word,word,0.393685915011538
гуска,урадити,unrelated,word,word,0.352307206236563
пепео,краљ,unrelated,word,word,0.406349589387873
зарђао,француски,unrelated,word,word,0.434215318544701
одговорност,сачувати,unrelated,word,word,0.394314547160611
барут,лекар,unrelated,word,word,0.386847828758863
око,спорт,unrelated,word,word,0.259836335746407
запад,мислити,unrelated,word,word,0.31551304720493
здравље,црн,unrelated,word,word,0.299187882594075
утицај,вакцина,unrelated,word,word,0.501129054514032
користан,комедија,unrelated,word,word,0.363392623538567
кампања,реченица,unrelated,word,word,0.478570109849597
модеран,љупко,unrelated,word,word,0.440143011499901
фактор,подне,unrelated,word,word,0.38018328503596
ментални,детектив,unrelated,word,word,0.406272219810316
резервоар,отац,unrelated,word,word,0.405095986370598
излаз,максимум,unrelated,word,word,0.444466106122897
куга,одлазак,unrelated,word,word,0.388660995187951
опрема,сахрана,unrelated,word,word,0.405476047968695
посматрање,страх,unrelated,word,word,0.396454764068991
коначно,царство,unrelated,word,word,0.349602093778717
потцењивати,мали,unrelated,word,word,0.389222640076486
поносан,саботажа,unrelated,word,word,0.44213171516637
опростити,министар,unrelated,word,word,0.380378035760762
вешање,халуцинација,unrelated,word,word,0.452236102617194
галерија,аларм,unrelated,word,word,0.417029205265412
чекати,дворац,unrelated,word,word,0.400371421367249
описати,родитељ,unrelated,word,word,0.348480433254335
нада,ожиљак,unrelated,word,word,0.371531254824113
одан,марамица,unrelated,word,word,0.351592358001823
стварност,гробље,unrelated,word,word,0.313972782059782
спор,ухапсити,unrelated,word,word,0.32186730701769
пошта,пројектил,unrelated,word,word,0.391108909688433
колонија,затварање,unrelated,word,word,0.422856839980991
утисак,зора,unrelated,word,word,0.319540987859498
зид,уређај,unrelated,word,word,0.417603757097373
карневал,пешкир,unrelated,word,word,0.494146627537125
шампион,напад,unrelated,word,word,0.387358634260618
гадан,осећање,unrelated,word,word,0.350123358706749
финансијски,зрачење,unrelated,word,word,0.507497765043322
тражити,смешан,unrelated,word,word,0.386434236129411
днк,одговорити,unrelated,word,word,0.334516558650575
ајкула,заједница,unrelated,word,word,0.421560047391702
биљка,уобичајено,unrelated,word,word,0.463734015457608
течност,обезбедити,unrelated,word,word,0.386662315487798
слетети,инспекција,unrelated,word,word,0.404629671603144
снага,чврст,unrelated,word,word,0.434611856852351
вечни,вештица,unrelated,word,word,0.458313404380165
завера,административни,unrelated,word,word,0.545341436076701
слободно,сонда,unrelated,word,word,0.363707792105107
енглески,уложити,unrelated,word,word,0.323005119541912
плашити,држава,unrelated,word,word,0.366834741848524
јабука,вампир,unrelated,word,word,0.449209923569752
играти,брак,unrelated,word,word,0.307227187819219
прикупити,злочин,unrelated,word,word,0.371141787304048
нормално,послати,unrelated,word,word,0.362525307516272
мекан,врата,unrelated,word,word,0.332548552102885
дечаци,јулија,unrelated,word,word,0.415044093610563
национално,хив,unrelated,word,word,0.478438932083339
