"ca_target,"ca_cue","type","target_type","cue_type","ca_cosine"
"càrrega","epctima","nonword","word","nonword",NA
"concentrar-se","victilia","nonword","word","nonword",NA
"nedar","vígea","nonword","word","nonword",NA
"pit","viegs","nonword","word","nonword",NA
"gent","íssió","nonword","word","nonword",NA
"esperar","videa","nonword","word","nonword",NA
"tècnica","yeu","nonword","word","nonword",NA
"somni","yeu","nonword","word","nonword",NA
"donació","puluntària","nonword","word","nonword",NA
"administratiu","vostèsdiateixos","nonword","word","nonword",NA
"ample","waorientar","nonword","word","nonword",NA
"energia","rlisky","nonword","word","nonword",NA
"prototip","xacia","nonword","word","nonword",NA
"professional","jyrif","nonword","word","nonword",NA
"deixar","xerrícre","nonword","word","nonword",NA
"festival","xerrin","nonword","word","nonword",NA
"jove","xurtar","nonword","word","nonword",NA
"combustible","zoiti","nonword","word","nonword",NA
"morfina","pnològic","nonword","word","nonword",NA
"peammetre","anglat","nonword","nonword","nonword",NA
"rgir","cuinse","nonword","nonword","nonword",NA
"esnterre","adonnistració","nonword","nonword","nonword",NA
"contiqió","exca","nonword","nonword","nonword",NA
"dimeussió","moditre","nonword","nonword","nonword",NA
"raromput","hura","nonword","nonword","nonword",NA
"coiment","mahastat","nonword","nonword","nonword",NA
"ornela","coroll","nonword","nonword","nonword",NA
"matecatiques","sotir","nonword","nonword","nonword",NA
"llagacta","ortell","nonword","nonword","nonword",NA
"esperéa","noupl","nonword","nonword","nonword",NA
"nelot","breso","nonword","nonword","nonword",NA
"cincat","natuement","nonword","nonword","nonword",NA
"crat","llpe","nonword","nonword","nonword",NA
"orvern","esrotlla","nonword","nonword","nonword",NA
"continlir","zoiti","nonword","nonword","nonword",NA
"vevicitat","pobr","nonword","nonword","nonword",NA
"indirer","accidentallunt","nonword","nonword","nonword",NA
"manivelar","otac","nonword","nonword","nonword",NA
"porrós","juds","nonword","nonword","nonword",NA
"dirina","picessari","nonword","nonword","nonword",NA
"nesoiós","cauclic","nonword","nonword","nonword",NA
"mpema","alarentar","nonword","nonword","nonword",NA
"guerçar","llecrement","nonword","nonword","nonword",NA
"baomet","pelmó","nonword","nonword","nonword",NA
"cerealal","camo","nonword","nonword","nonword",NA
"feströal","budisse","nonword","nonword","nonword",NA
"brrapar","paratga","nonword","nonword","nonword",NA
"coiu","gòni","nonword","nonword","nonword",NA
"vàpiula","tawi","nonword","nonword","nonword",NA
"escombregra","coeïa","nonword","nonword","nonword",NA
"fracil","buanta","nonword","nonword","nonword",NA
"wiudant","reflak","nonword","nonword","nonword",NA
"feaexantatge","vacirar","nonword","nonword","nonword",NA
"caióament","naob","nonword","nonword","nonword",NA
"exsorcit","irraia","nonword","nonword","nonword",NA
"sabet","concomsió","nonword","nonword","nonword",NA
"periclista","escombrevaes","nonword","nonword","nonword",NA
"arepar","experigacia","nonword","nonword","nonword",NA
"arl","trebtal","nonword","nonword","nonword",NA
"llieinós","maeuria","nonword","nonword","nonword",NA
"teens","escarir","nonword","nonword","nonword",NA
"cioy","cafenat","nonword","nonword","nonword",NA
"rectrnar","testosoni","nonword","nonword","nonword",NA
"coltnista","ajeurefm","nonword","nonword","nonword",NA
"resuccat","perdomor","nonword","nonword","nonword",NA
"ulo","mn","nonword","nonword","nonword",NA
"ritzada","astronpèta","nonword","nonword","nonword",NA
"bolq","xia","nonword","nonword","nonword",NA
"nealt","respontrbilitat","nonword","nonword","nonword",NA
"vancna","mich","nonword","nonword","nonword",NA
"rancional","olta","nonword","nonword","nonword",NA
"ambarassasa","alcombl","nonword","nonword","nonword",NA
"iscal","eja","nonword","nonword","nonword",NA
"agravéent","posta denàol","nonword","nonword","nonword",NA
"envolupador","vòit","nonword","nonword","nonword",NA
"huup","submodí","nonword","nonword","nonword",NA
"tireça","etre","nonword","nonword","nonword",NA
"enll","tassny","nonword","nonword","nonword",NA
"cillr","paraéss","nonword","nonword","nonword",NA
"mentaier","gem","nonword","nonword","nonword",NA
"prrxa","inona","nonword","nonword","nonword",NA
"gallófindi","iduró","nonword","nonword","nonword",NA
"extroirdinari","canestra","nonword","nonword","nonword",NA
"ràrodament","trxat","nonword","nonword","nonword",NA
"ort","yeu","nonword","nonword","nonword",NA
"síbarome","louica","nonword","nonword","nonword",NA
"cutalir","elaginar","nonword","nonword","nonword",NA
"criminqu","operciional","nonword","nonword","nonword",NA
"colassió","taraa","nonword","nonword","nonword",NA
"infoptar","hasatual","nonword","nonword","nonword",NA
"ablird","raver","nonword","nonword","nonword",NA
"adessió","iïs","nonword","nonword","nonword",NA
"freq","poleo","nonword","nonword","nonword",NA
"desanimació","keeal","nonword","nonword","nonword",NA
"atenar","aambre","nonword","nonword","nonword",NA
"salent","ervall","nonword","nonword","nonword",NA
"tortcha","lím","nonword","nonword","nonword",NA
"regiat","eg","nonword","nonword","nonword",NA
"amanèma","arè","nonword","nonword","nonword",NA
"qubat","esbrinada","nonword","nonword","nonword",NA
"pareajustament","grxe","nonword","nonword","nonword",NA
"peert","armarador","nonword","nonword","nonword",NA
"infàgiia","modege","nonword","nonword","nonword",NA
"caán","archst","nonword","nonword","nonword",NA
"ocfu","rack","nonword","nonword","nonword",NA
"dete","capaanya","nonword","nonword","nonword",NA
"perfig","planara","nonword","nonword","nonword",NA
"peitar","artit","nonword","nonword","nonword",NA
"actualitzantó","obstacet","nonword","nonword","nonword",NA
"harmalia","lasarda","nonword","nonword","nonword",NA
"tàic","caticitar","nonword","nonword","nonword",NA
"infoeració","piició","nonword","nonword","nonword",NA
"catieg","bratlar","nonword","nonword","nonword",NA
"abbeminal","miu","nonword","nonword","nonword",NA
"peomsempre","orgullno","nonword","nonword","nonword",NA
"kristat","donadora","nonword","nonword","nonword",NA
"patrenla","prolescent","nonword","nonword","nonword",NA
"derrlmar","julera","nonword","nonword","nonword",NA
"pandet","inspecar","nonword","nonword","nonword",NA
"trrlar","contresa","nonword","nonword","nonword",NA
"datoritat","modo","nonword","nonword","nonword",NA
"sepada","sendre","nonword","nonword","nonword",NA
"prodvació","esdel","nonword","nonword","nonword",NA
"assictatura","plñor","nonword","nonword","nonword",NA
"ineacció","orm","nonword","nonword","nonword",NA
"importuàcia","privcregi","nonword","nonword","nonword",NA
"efrqueting","qunno","nonword","nonword","nonword",NA
"arrordncia","en unalçltra part","nonword","nonword","nonword",NA
"ciensòfic","hint","nonword","nonword","nonword",NA
"rerde","drie","nonword","nonword","nonword",NA
"assassinador","ticiència","nonword","nonword","nonword",NA
"ocinl","fukar","nonword","nonword","nonword",NA
"alfi","sioclar","nonword","nonword","nonword",NA
"ré","sandvimò","nonword","nonword","nonword",NA
"cavallada","torniqg","nonword","nonword","nonword",NA
"constrelr","fistsofia","nonword","nonword","nonword",NA
"lerutim","xerrícre","nonword","nonword","nonword",NA
"microton","bocat","nonword","nonword","nonword",NA
"finar","rigideda","nonword","nonword","nonword",NA
"amislla","consolada","nonword","nonword","nonword",NA
"suavitzador","enginyno","nonword","nonword","nonword",NA
"posadora","riaparada","nonword","nonword","nonword",NA
"prlei","carn dcoporc","nonword","nonword","nonword",NA
"reafir","prevlair","nonword","nonword","nonword",NA
"íssió","sootetat","nonword","nonword","nonword",NA
"ganya","ger","nonword","nonword","nonword",NA
"ideita","projticar","nonword","nonword","nonword",NA
"venisteri","coelecte","nonword","nonword","nonword",NA
"anbil","atxar","nonword","nonword","nonword",NA
"microscotí","lunya","nonword","nonword","nonword",NA
"cullesa","inúhle","nonword","nonword","nonword",NA
"dogair","rocao","nonword","nonword","nonword",NA
"trionl","whea","nonword","nonword","nonword",NA
"rmata","agragoa","nonword","nonword","nonword",NA
"limbral","espicsatge","nonword","nonword","nonword",NA
"egmysta","axbum","nonword","nonword","nonword",NA
"suplergir","escorar","nonword","nonword","nonword",NA
"fotògrbi","aprempre","nonword","nonword","nonword",NA
"modo","eslmena","nonword","nonword","nonword",NA
"cemostial","subactivar","nonword","nonword","nonword",NA
"gessisa","rithe","nonword","nonword","nonword",NA
"vacirar","submica","nonword","nonword","nonword",NA
"beccasa","encaixador","nonword","nonword","nonword",NA
"enweeneral","siunàtic","nonword","nonword","nonword",NA
"poèntic","unau","nonword","nonword","nonword",NA
"poté","talo","nonword","nonword","nonword",NA
"cocinell","coiu","nonword","nonword","nonword",NA
"gesià","exntosió","nonword","nonword","nonword",NA
"exerisci","artifue","nonword","nonword","nonword",NA
"çar","calca","nonword","nonword","nonword",NA
"vesteri","capaament","nonword","nonword","nonword",NA
"esill","folt","nonword","nonword","nonword",NA
"epetèmia","òricionat","nonword","nonword","nonword",NA
"congrçar","sequet","nonword","nonword","nonword",NA
"bomcgraf","etdia","nonword","nonword","nonword",NA
"mmu","cargsi","nonword","nonword","nonword",NA
"coelecte","dés","nonword","nonword","nonword",NA
"teixíc","autògrgh","nonword","nonword","nonword",NA
"agosarase","caerió","nonword","nonword","nonword",NA
"cardnyal","linquera","nonword","nonword","nonword",NA
"mameimoni","pracecte","nonword","nonword","nonword",NA
"tarobua","clasràficar","nonword","nonword","nonword",NA
"krroport","jeho","nonword","nonword","nonword",NA
"minus","gal","nonword","nonword","nonword",NA
"democrieia","objeine","nonword","nonword","nonword",NA
"fiïda","caser","nonword","nonword","nonword",NA
"mantusa","castiar","nonword","nonword","nonword",NA
"imposcant","setmnari","nonword","nonword","nonword",NA
"momostar","deohovembre","nonword","nonword","nonword",NA
"trebtal","taisa","nonword","nonword","nonword",NA
"deguí","matarior","nonword","nonword","nonword",NA
"passalar","ipd","nonword","nonword","nonword",NA
"vamulla","il·lfeinació","nonword","nonword","nonword",NA
"deutor","presestar","nonword","nonword","nonword",NA
"llma","caoe","nonword","nonword","nonword",NA
"endign","miraa","nonword","nonword","nonword",NA
"bruiah","qüesssó","nonword","nonword","nonword",NA
"indermant","rt","nonword","nonword","nonword",NA
"compart","silencans","nonword","nonword","nonword",NA
"lera","marxada","nonword","nonword","nonword",NA
"hivelt","caguera","nonword","nonword","nonword",NA
"direigament","muuaitud","nonword","nonword","nonword",NA
"irmpany","yla","nonword","nonword","nonword",NA
"procrriment","inteixet","nonword","nonword","nonword",NA
"ev","tss","nonword","nonword","nonword",NA
"meuplla","mird","nonword","nonword","nonword",NA
"ill","ordedir","nonword","nonword","nonword",NA
"adrefolina","taràer","nonword","nonword","nonword",NA
"essicialista","craait","nonword","nonword","nonword",NA
"pcc","sespor","nonword","nonword","nonword",NA
"ograt","cedera","nonword","nonword","nonword",NA
"rematació","distfacia","nonword","nonword","nonword",NA
"constantasnt","ticset","nonword","nonword","nonword",NA
"betim","substància químsat","nonword","nonword","nonword",NA
"fogma","metear","nonword","nonword","nonword",NA
"lltificial","de sobvi","nonword","nonword","nonword",NA
"condantora","impossanle","nonword","nonword","nonword",NA
"corperència","coàniança","nonword","nonword","nonword",NA
"catst","vassna","nonword","nonword","nonword",NA
"merigíri","vævegades","nonword","nonword","nonword",NA
"telejasió","indurir","nonword","nonword","nonword",NA
"edifani","foïda","nonword","nonword","nonword",NA
"preoprofase","excta","nonword","nonword","nonword",NA
"passado","comisser","nonword","nonword","nonword",NA
"empraçari","oxig","nonword","nonword","nonword",NA
"meall","gni","nonword","nonword","nonword",NA
"coinrta","comprodcs","nonword","nonword","nonword",NA
"fantobtic","divegació","nonword","nonword","nonword",NA
"coemata","abralutament","nonword","nonword","nonword",NA
"pressistar","robanqri","nonword","nonword","nonword",NA
"atacta","acompatiar","nonword","nonword","nonword",NA
"confustible","incòmonò","nonword","nonword","nonword",NA
"fábriga","carveller","nonword","nonword","nonword",NA
"pobr","propenit","nonword","nonword","nonword",NA
"movesteri","finançent","nonword","nonword","nonword",NA
"heliampter","pllçan","nonword","nonword","nonword",NA
"prenessional","sil","nonword","nonword","nonword",NA
"peónlícula","ingeyi","nonword","nonword","nonword",NA
"geneips","cisargià","nonword","nonword","nonword",NA
"triounar","prodantor","nonword","nonword","nonword",NA
"diretoor","covelicte","nonword","nonword","nonword",NA
"cinacia","tote","nonword","nonword","nonword",NA
"foivament","fruts","nonword","nonword","nonword",NA
"medassó","avor","nonword","nonword","nonword",NA
"soogi","resurse","nonword","nonword","nonword",NA
"bitol","gitata","nonword","nonword","nonword",NA
"preslment","personatxi","nonword","nonword","nonword",NA
"embrvic","mbarquia","nonword","nonword","nonword",NA
"perjar","frinc","nonword","nonword","nonword",NA
"desgarcia","castatar","nonword","nonword","nonword",NA
"allyra","emen","nonword","nonword","nonword",NA
"compartament","mirmell","nonword","nonword","nonword",NA
"quititat","antoomia","nonword","nonword","nonword",NA
"tranyeerir","pencil","nonword","nonword","nonword",NA
"administrancu","puluntària","nonword","nonword","nonword",NA
"cl","uldores","nonword","nonword","nonword",NA
"samarador","nella","nonword","nonword","nonword",NA
"dumbol","coba","nonword","nonword","nonword",NA
"ètsic","dillvés","nonword","nonword","nonword",NA
"rencntment","estron","nonword","nonword","nonword",NA
"yuec","excestional","nonword","nonword","nonword",NA
"pleitic","uinim","nonword","nonword","nonword",NA
"remagnant","intelt","nonword","nonword","nonword",NA
"instgoment","ilna","nonword","nonword","nonword",NA
"roel","miure","nonword","nonword","nonword",NA
"rasta","nator","nonword","nonword","nonword",NA
"gítman","caunella","nonword","nonword","nonword",NA
"hou","torrasment","nonword","nonword","nonword",NA
"ventspació","marar","nonword","nonword","nonword",NA
"alor","sipressió","nonword","nonword","nonword",NA
"educiaió","niaea","nonword","nonword","nonword",NA
"caidver","mareajustament","nonword","nonword","nonword",NA
"tripre","tsubada","nonword","nonword","nonword",NA
"julisi","acueu","nonword","nonword","nonword",NA
"amainasa","aregir","nonword","nonword","nonword",NA
"waiaon","aruna","nonword","nonword","nonword",NA
"fegulla","xurtar","nonword","nonword","nonword",NA
"persibctiva","agenla","nonword","nonword","nonword",NA
"malarn","contudir","nonword","nonword","nonword",NA
"tovallsta","mønica","nonword","nonword","nonword",NA
"atsóntic","sorgat","nonword","nonword","nonword",NA
"idava","sobrengrural","nonword","nonword","nonword",NA
"garasse","inflabncia","nonword","nonword","nonword",NA
"lvència","surtidi","nonword","nonword","nonword",NA
"gleeia","pltxa","nonword","nonword","nonword",NA
"civiurtzació","picapacitat","nonword","nonword","nonword",NA
"enteixar","magn","nonword","nonword","nonword",NA
"depressar","cedlla","nonword","nonword","nonword",NA
"wer","caneoni","nonword","nonword","nonword",NA
"nòbia","huaga","nonword","nonword","nonword",NA
"nsable","refupa","nonword","nonword","nonword",NA
"refupa","advellat","nonword","nonword","nonword",NA
"culpitle","igjurància","nonword","nonword","nonword",NA
"al cap i a lulfi","etrantitzar","nonword","nonword","nonword",NA
"escrngtor","apetitir","nonword","nonword","nonword",NA
"ckmarts","músca","nonword","nonword","nonword",NA
"crsil","carnnt","nonword","nonword","nonword",NA
"massatxi","intermorarà","nonword","nonword","nonword",NA
"actiostat","tols","nonword","nonword","nonword",NA
"rcut","abusla","nonword","nonword","nonword",NA
"destruptió","coeta","nonword","nonword","nonword",NA
"passsiort","quedarse enet","nonword","nonword","nonword",NA
"llogre","ligar","nonword","nonword","nonword",NA
"taràar","howeona","nonword","nonword","nonword",NA
"pasador","alcident","nonword","nonword","nonword",NA
"elsstric","expeega","nonword","nonword","nonword",NA
"birdogia","tamc","nonword","nonword","nonword",NA
"pads","essit","nonword","nonword","nonword",NA
"magraca","tornarse","nonword","nonword","nonword",NA
"destapase","videa","nonword","nonword","nonword",NA
"truoic","ancudot","nonword","nonword","nonword",NA
"lerar","pantalon","nonword","nonword","nonword",NA
"ngia","coguer","nonword","nonword","nonword",NA
"múscho","fareilla","nonword","nonword","nonword",NA
"beure a glnas","rir","nonword","nonword","nonword",NA
"balva","seds","nonword","nonword","nonword",NA
"clemnta","compancla","nonword","nonword","nonword",NA
"estícies","itquid","nonword","nonword","nonword",NA
"posistir","fofaigó","nonword","nonword","nonword",NA
"raige","toemina","nonword","nonword","nonword",NA
"itx","turcr","nonword","nonword","nonword",NA
"sidge","guda","nonword","nonword","nonword",NA
"cirutaia","arest","nonword","nonword","nonword",NA
"descritiió","penseg","nonword","nonword","nonword",NA
"alguna crin","setecsre","nonword","nonword","nonword",NA
"acor","procedei","nonword","nonword","nonword",NA
"esbuixar","llsere","nonword","nonword","nonword",NA
"selò","eqjop","nonword","nonword","nonword",NA
"estransmr","prohèdit","nonword","nonword","nonword",NA
"substingir","prfrat","nonword","nonword","nonword",NA
"mabufestació","nona","nonword","nonword","nonword",NA
"dirir","tecó","nonword","nonword","nonword",NA
"revidea","nadi","nonword","nonword","nonword",NA
"divegar","malgas","nonword","nonword","nonword",NA
"ineu","pestorial","nonword","nonword","nonword",NA
"enimgia","ticient","nonword","nonword","nonword",NA
"ector","fogma","nonword","nonword","nonword",NA
"arl","ner","nonword","nonword","nonword",NA
"igarma","rrecció","nonword","nonword","nonword",NA
"uri","prnnervar","nonword","nonword","nonword",NA
"clauràra","contarl","nonword","nonword","nonword",NA
"eqjop","gulament","nonword","nonword","nonword",NA
"putant","moscal","nonword","nonword","nonword",NA
"érement","inasa","nonword","nonword","nonword",NA
"conffumar","aixasa","nonword","nonword","nonword",NA
"mantenerent","terale","nonword","nonword","nonword",NA
"amahablement","entravà","nonword","nonword","nonword",NA
"aslessinar","temi","nonword","nonword","nonword",NA
"cuísa","yeu","nonword","nonword","nonword",NA
"tut","roher","nonword","nonword","nonword",NA
"acilar","mpent","nonword","nonword","nonword",NA
"desaritzant","raanger","nonword","nonword","nonword",NA
"intessió","basaga","nonword","nonword","nonword",NA
"sendre","mixolió","nonword","nonword","nonword",NA
"pula","conntge","nonword","nonword","nonword",NA
"cerina","rumiaca","nonword","nonword","nonword",NA
"vençó","pabrament","nonword","nonword","nonword",NA
"hasutual","vespitalitat","nonword","nonword","nonword",NA
"vitatgna","respiste","nonword","nonword","nonword",NA
"ferea","desfcat","nonword","nonword","nonword",NA
"voyva","carpra","nonword","nonword","nonword",NA
"crueacat","zis","nonword","nonword","nonword",NA
"desmagnetitzase","probimma","nonword","nonword","nonword",NA
"hoohible","fecto","nonword","nonword","nonword",NA
"velitar","esperasia","nonword","nonword","nonword",NA
"orarnitzar","geu","nonword","nonword","nonword",NA
"telèctn","eime","nonword","nonword","nonword",NA
"sumírir","brenció","nonword","nonword","nonword",NA
"dird","bato","nonword","nonword","nonword",NA
"isf","salasa","nonword","nonword","nonword",NA
"embrional","poperman","nonword","nonword","nonword",NA
"arit","estruo","nonword","nonword","nonword",NA
"extelt","bonal","nonword","nonword","nonword",NA
"pastoc","obererra","nonword","nonword","nonword",NA
"clàsrec","cevele","nonword","nonword","nonword",NA
"centàgetre","responeie","nonword","nonword","nonword",NA
"artisferia","seritat","nonword","nonword","nonword",NA
"inogició","inislt","nonword","nonword","nonword",NA
"possafilitat","conditr","nonword","nonword","nonword",NA
"comptasió","stgir","nonword","nonword","nonword",NA
"exelsar","deørg","nonword","nonword","nonword",NA
"sileobi","nasel","nonword","nonword","nonword",NA
"colta","edrlat","nonword","nonword","nonword",NA
"cúbita","ots","nonword","nonword","nonword",NA
"svira","piinta","nonword","nonword","nonword",NA
"grna","agrmana","nonword","nonword","nonword",NA
"forç","necal","nonword","nonword","nonword",NA
"contrama","ballrtí","nonword","nonword","nonword",NA
"decaessió","tays","nonword","nonword","nonword",NA
"cailar","càíbula","nonword","nonword","nonword",NA
"reasigna","ésd","nonword","nonword","nonword",NA
"vantnt","rialista","nonword","nonword","nonword",NA
"rebotatge","inoplit","nonword","nonword","nonword",NA
"prgualment","mantètic","nonword","nonword","nonword",NA
"tortenar","aïrí","nonword","nonword","nonword",NA
"col·ampsar","molèo","nonword","nonword","nonword",NA
"maelegar","excerca","nonword","nonword","nonword",NA
"ohna","encarr","nonword","nonword","nonword",NA
"criaiira","aqrk","nonword","nonword","nonword",NA
"deacar","propostu","nonword","nonword","nonword",NA
"goriñola","secrviari","nonword","nonword","nonword",NA
"reti","sealltura","nonword","nonword","nonword",NA
"robankri","raeesta","nonword","nonword","nonword",NA
"soone","carnndari","nonword","nonword","nonword",NA
"caríode","cadesg","nonword","nonword","nonword",NA
"diíssió","yal","nonword","nonword","nonword",NA
"cen","bara","nonword","nonword","nonword",NA
"iaquina","ons","nonword","nonword","nonword",NA
"metear","petronal","nonword","nonword","nonword",NA
"boscc","delfant en tant","nonword","nonword","nonword",NA
"ginest","feiyament","nonword","nonword","nonword",NA
"abigncia","caibera","nonword","nonword","nonword",NA
"hoeir","veptança","nonword","nonword","nonword",NA
"trla","maevar","nonword","nonword","nonword",NA
"màcum","bouia","nonword","nonword","nonword",NA
"flexa","marigir","nonword","nonword","nonword",NA
"imertent","orvernar","nonword","nonword","nonword",NA
"franpas","preparea","nonword","nonword","nonword",NA
"prseietari","lf","nonword","nonword","nonword",NA
"pònter","serée","nonword","nonword","nonword",NA
"escoamar","dope","nonword","nonword","nonword",NA
"pefleccionar","gwil","nonword","nonword","nonword",NA
"protadol","dimetre","nonword","nonword","nonword",NA
"crisntà","esonrrapar","nonword","nonword","nonword",NA
"optació","yar","nonword","nonword","nonword",NA
"raan","tolel","nonword","nonword","nonword",NA
"prapuntar","llapis dïallavis","nonword","nonword","nonword",NA
"atrejoe","regiarnt","nonword","nonword","nonword",NA
"cificient","espealacle","nonword","nonword","nonword",NA
"ret","teteologia","nonword","nonword","nonword",NA
"plleiar","extrroadament","nonword","nonword","nonword",NA
"definimuva","copeat","nonword","nonword","nonword",NA
"contramunya","preoarmat","nonword","nonword","nonword",NA
"càrter","inasa","nonword","nonword","nonword",NA
"atrxant","orlf","nonword","nonword","nonword",NA
"inteapar","inr","nonword","nonword","nonword",NA
"carricó","soasll","nonword","nonword","nonword",NA
"actre","epctima","nonword","nonword","nonword",NA
"enseitar","gint","nonword","nonword","nonword",NA
"excudor","td","nonword","nonword","nonword",NA
"resició","ocit","nonword","nonword","nonword",NA
"dispana","avany","nonword","nonword","nonword",NA
"flc","aniverieri","nonword","nonword","nonword",NA
"emtapat","inspmotor","nonword","nonword","nonword",NA
"campalnat","noiere","nonword","nonword","nonword",NA
"empresgaament","comull","nonword","nonword","nonword",NA
"inraés","nadoral","nonword","nonword","nonword",NA
"estrtatura","chíss","nonword","nonword","nonword",NA
"esmolear","ndadre","nonword","nonword","nonword",NA
"estratòtia","enspic","nonword","nonword","nonword",NA
"paranormon","escoamar","nonword","nonword","nonword",NA
"rolintic","finaltes","nonword","nonword","nonword",NA
"collrnet","cargll","nonword","nonword","nonword",NA
"fisincer","diremuió","nonword","nonword","nonword",NA
"aragria","sats","nonword","nonword","nonword",NA
"wiudar","papic","nonword","nonword","nonword",NA
"estrlly","taula demdreball","nonword","nonword","nonword",NA
"ertsció","adonrar","nonword","nonword","nonword",NA
"lvari","comanduit","nonword","nonword","nonword",NA
"arquitéste","iet","nonword","nonword","nonword",NA
"ceseu","rrant","nonword","nonword","nonword",NA
"estutuar","wer","nonword","nonword","nonword",NA
"nesicis","méjsbaix","nonword","nonword","nonword",NA
"pagnar","reclltar","nonword","nonword","nonword",NA
"prseietari","buefaca","nonword","nonword","nonword",NA
"grli","atutal","nonword","nonword","nonword",NA
"interessibt","satillet","nonword","nonword","nonword",NA
"conermó","ize","nonword","nonword","nonword",NA
"estrenyesa","ganiet","nonword","nonword","nonword",NA
"coelessar","anomenador","nonword","nonword","nonword",NA
"castnar","antida","nonword","nonword","nonword",NA
"maduota","desoportunes","nonword","nonword","nonword",NA
"ortia","essenal","nonword","nonword","nonword",NA
"ràied","elt","nonword","nonword","nonword",NA
"vellora","loquestra","nonword","nonword","nonword",NA
"samutii","ratoap","nonword","nonword","nonword",NA
"julima","drial","nonword","nonword","nonword",NA
"nucllor","stsquet","nonword","nonword","nonword",NA
"footuilla","subc","nonword","nonword","nonword",NA
"ubndola","refeltat","nonword","nonword","nonword",NA
"castavl","bíemia","nonword","nonword","nonword",NA
"atstar","dipleda","nonword","nonword","nonword",NA
"llegenge","dictsting","nonword","nonword","nonword",NA
"tols","tàstia","nonword","nonword","nonword",NA
"cicacaiu","gint","nonword","nonword","nonword",NA
"catsment","coulïna","nonword","nonword","nonword",NA
"paràgrht","cikoma","nonword","nonword","nonword",NA
"calaaura","vemecle","nonword","nonword","nonword",NA
"teoberatura","pareajustament","nonword","nonword","nonword",NA
"telosa","escou","nonword","nonword","nonword",NA
"anàluli","tremeu","nonword","nonword","nonword",NA
"seguiatat","clivers","nonword","nonword","nonword",NA
"vayu","retiitzar","nonword","nonword","nonword",NA
"esdest","peanissió","nonword","nonword","nonword",NA
"somolicitar","enginyav","nonword","nonword","nonword",NA
"cjec","esglyoia","nonword","nonword","nonword",NA
"finallament","jarie","nonword","nonword","nonword",NA
"mirificar","filau","nonword","nonword","nonword",NA
"octuice","badaa","nonword","nonword","nonword",NA
"mevee","esbrinador","nonword","nonword","nonword",NA
"estaèsiar","avelguda","nonword","nonword","nonword",NA
"vènic","traiulació","nonword","nonword","nonword",NA
"cambreno","emen","nonword","nonword","nonword",NA
"anngal","rabal","nonword","nonword","nonword",NA
"raamació","rosena","nonword","nonword","nonword",NA
"partènula","lavalt","nonword","nonword","nonword",NA
"poega","polvlar","nonword","nonword","nonword",NA
"esjuguetis","competllió","nonword","nonword","nonword",NA
"svicació","jega","nonword","nonword","nonword",NA
"rigie","validd","nonword","nonword","nonword",NA
"talta","bic","nonword","nonword","nonword",NA
"irésic","congrasilar","nonword","nonword","nonword",NA
"escripilra","àﬁc","nonword","nonword","nonword",NA
"apstellar","goiginal","nonword","nonword","nonword",NA
"setuació","teixible","nonword","nonword","nonword",NA
"coneixtrent","símprima","nonword","nonword","nonword",NA
"candre","omnga","nonword","nonword","nonword",NA
"dimar","carrivera","nonword","nonword","nonword",NA
"prémcep","tànic","nonword","nonword","nonword",NA
"ós rentarmi","lutimista","nonword","nonword","nonword",NA
"mie","adett","nonword","nonword","nonword",NA
"ofoga","vostèsdiateixos","nonword","nonword","nonword",NA
"ratrable","tribsbal","nonword","nonword","nonword",NA
"sipressionar","gement","nonword","nonword","nonword",NA
"pomee","neuai","nonword","nonword","nonword",NA
"att","planitar","nonword","nonword","nonword",NA
"colassió","fald","nonword","nonword","nonword",NA
"senstàvalor","trammo","nonword","nonword","nonword",NA
"aicidental","poclar","nonword","nonword","nonword",NA
"capetrà","setuacional","nonword","nonword","nonword",NA
"pelda","caixmiforta","nonword","nonword","nonword",NA
"dematjar","gimil","nonword","nonword","nonword",NA
"unetersitat","meradallós","nonword","nonword","nonword",NA
"lai","byiar","nonword","nonword","nonword",NA
"prmpiós","íssió","nonword","nonword","nonword",NA
"coetat","llshertat","nonword","nonword","nonword",NA
"nant","aret","nonword","nonword","nonword",NA
"diiritat","ldraonable","nonword","nonword","nonword",NA
"alkioltant","usiar","nonword","nonword","nonword",NA
"indiviseal","acs","nonword","nonword","nonword",NA
"alahucinació","comandetent","nonword","nonword","nonword",NA
"exagireu","padir","nonword","nonword","nonword",NA
"bèia","terratuemol","nonword","nonword","nonword",NA
"aconterrement","teinç","nonword","nonword","nonword",NA
"amainador","ües","nonword","nonword","nonword",NA
"bads","oll","nonword","nonword","nonword",NA
"tabia","sufirn","nonword","nonword","nonword",NA
"boscc","dòvol","nonword","nonword","nonword",NA
"sabans","demostrador","nonword","nonword","nonword",NA
"pareajustament","cosga","nonword","nonword","nonword",NA
"supopeció","resplació","nonword","nonword","nonword",NA
"llun","bast","nonword","nonword","nonword",NA
"finallament","peeo","nonword","nonword","nonword",NA
"plananicació","lant","nonword","nonword","nonword",NA
"cònxt","pasenal","nonword","nonword","nonword",NA
"rtí","artertcte","nonword","nonword","nonword",NA
"ariure","dable","nonword","nonword","nonword",NA
"expllmar","ibcnic","nonword","nonword","nonword",NA
"unai","catà","nonword","nonword","nonword",NA
"aiasa","venevar","nonword","nonword","nonword",NA
"víbio","infisió","nonword","nonword","nonword",NA
"llutiada","contudir","nonword","nonword","nonword",NA
