"pt_cue","pt_target","type","cue_type","target_type","pt_cosine"
"cesso","rinhosda","nonword","nonword","nonword",NA
"cës","tútai","nonword","nonword","nonword",NA
"resse","proiast","nonword","nonword","nonword",NA
"falga","kii","nonword","nonword","nonword",NA
"candidatomashevsky","dobrargo","nonword","nonword","nonword",NA
"confeathercia","permanemouth","nonword","nonword","nonword",NA
"dewinder","aprenmissor","nonword","nonword","nonword",NA
"linos","armazelhões","nonword","nonword","nonword",NA
"caçõesda","jança","nonword","nonword","nonword",NA
"lealtruísde","sk","nonword","nonword","nonword",NA
"máu","grecer","nonword","nonword","nonword",NA
"culvo","fluêncional","nonword","nonword","nonword",NA
"vessão","propharma","nonword","nonword","nonword",NA
"warwickshirefugiado","adopximo","nonword","nonword","nonword",NA
"exaustinuar","medabert","nonword","nonword","nonword",NA
"guincool","acessódio","nonword","nonword","nonword",NA
"tremmago","jitka","nonword","nonword","nonword",NA
"pejohnno","miséções","nonword","nonword","nonword",NA
"preparanhões","equida","nonword","nonword","nonword",NA
"noprocto","fantaques","nonword","nonword","nonword",NA
"excepciodleigh","shannado","nonword","nonword","nonword",NA
"criptura","chaguá","nonword","nonword","nonword",NA
"orgurões","warwickshiresultado","nonword","nonword","nonword",NA
"vasubwooso","destrider","nonword","nonword","nonword",NA
"claxo","lóide","nonword","nonword","nonword",NA
"rimaiúsculo","bridde","nonword","nonword","nonword",NA
"teleatherma","sertem","nonword","nonword","nonword",NA
"kraal","monicles","nonword","nonword","nonword",NA
"setemlham","asmangwanatura","nonword","nonword","nonword",NA
"insighttiça","quille","nonword","nonword","nonword",NA
"supõemta","giução","nonword","nonword","nonword",NA
"conaguentável","aguencologia","nonword","nonword","nonword",NA
"chuamarro","estaçäotório","nonword","nonword","nonword",NA
"enveécharpe","crita","nonword","nonword","nonword",NA
"preaqueça","poexaustico","nonword","nonword","nonword",NA
"acrestidade","corolhas","nonword","nonword","nonword",NA
"fomen","emergico","nonword","nonword","nonword",NA
"engelingsro","amigáford","nonword","nonword","nonword",NA
"sandwiracional","ishaança","nonword","nonword","nonword",NA
"moderick","plassico","nonword","nonword","nonword",NA
"burta","consríeis","nonword","nonword","nonword",NA
"maranhõesna","danse","nonword","nonword","nonword",NA
"ficos","señosaro","nonword","nonword","nonword",NA
"sequeses","roquíminoso","nonword","nonword","nonword",NA
"stahculo","manchasra","nonword","nonword","nonword",NA
"agratoma","atorburger","nonword","nonword","nonword",NA
"inaquino","ífientil","nonword","nonword","nonword",NA
"gêdem","marizaçäoro","nonword","nonword","nonword",NA
"cheme","estáball","nonword","nonword","nonword",NA
"wk","perma","nonword","nonword","nonword",NA
"calhauslico","bonitituíam","nonword","nonword","nonword",NA
"ansat","orite","nonword","nonword","nonword",NA
"conaceitar","crito","nonword","nonword","nonword",NA
"gressado","famísões","nonword","nonword","nonword",NA
"bonitomashevsky","desaquez","nonword","nonword","nonword",NA
"vígie","peabando","nonword","nonword","nonword",NA
"jaro","preito","nonword","nonword","nonword",NA
"satisfeitomashevsky","esolhinho","nonword","nonword","nonword",NA
"galeques","flebo","nonword","nonword","nonword",NA
"boatraca","thebal","nonword","nonword","nonword",NA
"digque","inima","nonword","nonword","nonword",NA
"desaquoso","mandra","nonword","nonword","nonword",NA
"desconsequêntável","doalhei","nonword","nonword","nonword",NA
"habilivings","conhecimentomashevsky","nonword","nonword","nonword",NA
"juges","transís","nonword","nonword","nonword",NA
"ludos","congenhei","nonword","nonword","nonword",NA
"seqüestown","dreco","nonword","nonword","nonword",NA
"conseguía","gojohnno","nonword","nonword","nonword",NA
"sociedadelinqüen","pasçais","nonword","nonword","nonword",NA
"teragens","biquei","nonword","nonword","nonword",NA
"sovon","deçam","nonword","nonword","nonword",NA
"incodric","temafrontade","nonword","nonword","nonword",NA
"trombono","schuttemunho","nonword","nonword","nonword",NA
"warwickshireconhecer","quavrax","nonword","nonword","nonword",NA
"ficar ddress","taquarte","nonword","nonword","nonword",NA
"tarelhos","elesequêncidade","nonword","nonword","nonword",NA
"warwickshiresistência","pacos","nonword","nonword","nonword",NA
"anatomyta","empreendeathwat","nonword","nonword","nonword",NA
"agenvado","massanhos","nonword","nonword","nonword",NA
"nolen","adolestruiste","nonword","nonword","nonword",NA
"produrant","toeio","nonword","nonword","nonword",NA
"holie","arsebres","nonword","nonword","nonword",NA
"compaaçäo","apresonese","nonword","nonword","nonword",NA
"elecceler","aguarcedora","nonword","nonword","nonword",NA
"abeur","pescações","nonword","nonword","nonword",NA
"roica","sobreviathan","nonword","nonword","nonword",NA
"viais","pucon","nonword","nonword","nonword",NA
"arclepto","warwickshirefrigerante","nonword","nonword","nonword",NA
"sonro","coprancer","nonword","nonword","nonword",NA
"especialistakahashi","vemen","nonword","nonword","nonword",NA
"apoio, supkelway","abruptativas","nonword","nonword","nonword",NA
"rds","possibilidadelinqüen","nonword","nonword","nonword",NA
"bong.","norobôscias","nonword","nonword","nonword",NA
"esacorda","krisnente","nonword","nonword","nonword",NA
"madon","ciênções","nonword","nonword","nonword",NA
"digusrifty","rapichas","nonword","nonword","nonword",NA
"suplanso","galva","nonword","nonword","nonword",NA
"funva","sobia","nonword","nonword","nonword",NA
"ciacalma","fres","nonword","nonword","nonword",NA
"douro","biológiconaughey","nonword","nonword","nonword",NA
"warwickshireclamação","mitda","nonword","nonword","nonword",NA
"verhaventude","literawlingsra","nonword","nonword","nonword",NA
"perpen","fanbaquático","nonword","nonword","nonword",NA
"tolia","mozia","nonword","nonword","nonword",NA
"saívo","radiacrest","nonword","nonword","nonword",NA
"bedan","quantino","nonword","nonword","nonword",NA
"tripmico","concluíte","nonword","nonword","nonword",NA
"eyr","chiplise","nonword","nonword","nonword",NA
"gressado","abdômento","nonword","nonword","nonword",NA
"municílhões","mográ","nonword","nonword","nonword",NA
"ninnif","peten","nonword","nonword","nonword",NA
"espequeñoal","caplanta","nonword","nonword","nonword",NA
"stava","joepers","nonword","nonword","nonword",NA
"tingio","úl","nonword","nonword","nonword",NA
"contaminakovsky","pertracto","nonword","nonword","nonword",NA
"auprússia","pendes","nonword","nonword","nonword",NA
"em outro cords","embaquátimo","nonword","nonword","nonword",NA
"chera","praso","nonword","nonword","nonword",NA
"maye","olz","nonword","nonword","nonword",NA
"incapacidadelinqüen","sotalhan","nonword","nonword","nonword",NA
"hebab","amealistar","nonword","nonword","nonword",NA
"pazos","coquerque","nonword","nonword","nonword",NA
"ao contrgrais","relem","nonword","nonword","nonword",NA
"baxá","bertor","nonword","nonword","nonword",NA
"cea","corve","nonword","nonword","nonword",NA
"bameu","quexe","nonword","nonword","nonword",NA
"videm","valto","nonword","nonword","nonword",NA
"tacta","dericksão","nonword","nonword","nonword",NA
"tánhá","trola","nonword","nonword","nonword",NA
"proboiúna","juramentomashevsky","nonword","nonword","nonword",NA
"traneto","atenresta","nonword","nonword","nonword",NA
"ilezia","farço","nonword","nonword","nonword",NA
"equida","exbrandir","nonword","nonword","nonword",NA
"tuísse","covia","nonword","nonword","nonword",NA
"cavá","tranveja","nonword","nonword","nonword",NA
"everde","morpio","nonword","nonword","nonword",NA
"escobrir","triptrico","nonword","nonword","nonword",NA
"mbm","arona","nonword","nonword","nonword",NA
"fedeflec","birdculo","nonword","nonword","nonword",NA
"recupões","ferd","nonword","nonword","nonword",NA
"minhes","saçõesla","nonword","nonword","nonword",NA
"cateu","guarfício","nonword","nonword","nonword",NA
"castrabo","lícía","nonword","nonword","nonword",NA
"proatrasar","munga","nonword","nonword","nonword",NA
"artlandcado","constida","nonword","nonword","nonword",NA
"furabert","nomia","nonword","nonword","nonword",NA
"poajuiza","desaphiração","nonword","nonword","nonword",NA
"desas","hotricto","nonword","nonword","nonword",NA
"bússo","fêlak","nonword","nonword","nonword",NA
"podepeãs","espenhei","nonword","nonword","nonword",NA
"guarbear","seqüescológico","nonword","nonword","nonword",NA
"aplicário","televikings","nonword","nonword","nonword",NA
"esabraço","injohnno","nonword","nonword","nonword",NA
"apresrioso","poexaustica","nonword","nonword","nonword",NA
"celemanskydade","desequem","nonword","nonword","nonword",NA
"screano","distraisão","nonword","nonword","nonword",NA
"secaindo","attriunfera","nonword","nonword","nonword",NA
"lichi","finalivings","nonword","nonword","nonword",NA
"aguenmático","metrairia","nonword","nonword","nonword",NA
"veti","gladstocolo","nonword","nonword","nonword",NA
"bannockro","abratival","nonword","nonword","nonword",NA
"cozipanthro","sucum","nonword","nonword","nonword",NA
"reboxing","preabaste","nonword","nonword","nonword",NA
"ansa","interesplewhite","nonword","nonword","nonword",NA
"õem","strescinação","nonword","nonword","nonword",NA
"platalhõesma","douro","nonword","nonword","nonword",NA
"espionadricks","joset","nonword","nonword","nonword",NA
"despo","perímenahem","nonword","nonword","nonword",NA
"cirurtéis","espulôver","nonword","nonword","nonword",NA
"natugens","enervação","nonword","nonword","nonword",NA
"expli","ammax","nonword","nonword","nonword",NA
"personatalya","apreente","nonword","nonword","nonword",NA
"consa","cienglandta","nonword","nonword","nonword",NA
"bridto","obviaatraíste","nonword","nonword","nonword",NA
"vendepres","zingão","nonword","nonword","nonword",NA
"raçõe","uniriquíssidade","nonword","nonword","nonword",NA
"kimda","pocria","nonword","nonword","nonword",NA
"gerso","chona","nonword","nonword","nonword",NA
"kunbe","braccito","nonword","nonword","nonword",NA
"plique","transporação","nonword","nonword","nonword",NA
"seqüesrespondência","aguentótipo","nonword","nonword","nonword",NA
"passapanthro","medagens","nonword","nonword","nonword",NA
"byl","feguarda","nonword","nonword","nonword",NA
"herbar","intrepto","nonword","nonword","nonword",NA
"apresçarino","produmond","nonword","nonword","nonword",NA
"sobroute","duzes","nonword","nonword","nonword",NA
"felicifrões","mym","nonword","nonword","nonword",NA
"inadmissão","ourad","nonword","nonword","nonword",NA
"conadaptar","nk","nonword","nonword","nonword",NA
"bournela","exaltor","nonword","nonword","nonword",NA
"entennhas","poeirentomashevsky","nonword","nonword","nonword",NA
"paast","prospela","nonword","nonword","nonword",NA
"thota","sistor","nonword","nonword","nonword",NA
"obrigate","marto","nonword","nonword","nonword",NA
"tuita","presdade","nonword","nonword","nonword",NA
"glauco","perigoblins","nonword","nonword","nonword",NA
"álvak","resisguem","nonword","nonword","nonword",NA
"deivas","englishtador","nonword","nonword","nonword",NA
"cashme","ampi","nonword","nonword","nonword",NA
"camashiroso","frendo","nonword","nonword","nonword",NA
"têmpo","moobrigo","nonword","nonword","nonword",NA
"marições","exerdente","nonword","nonword","nonword",NA
"levens","impossítrais","nonword","nonword","nonword",NA
"ocorta","gang.","nonword","nonword","nonword",NA
"entutankhaasmo","netherfidencial","nonword","nonword","nonword",NA
"cabereis","escaguem","nonword","nonword","nonword",NA
"anl","dâeo","nonword","nonword","nonword",NA
"stresversário","eupiã","nonword","nonword","nonword",NA
"empressxada","fires","nonword","nonword","nonword",NA
"de voperd","dvia","nonword","nonword","nonword",NA
"escobaum","enacorda","nonword","nonword","nonword",NA
"acorminar","stresversário","nonword","nonword","nonword",NA
"sosna","muv","nonword","nonword","nonword",NA
"nukin","diamarro","nonword","nonword","nonword",NA
"espequeñoça","transcolate","nonword","nonword","nonword",NA
"drapou","warwickshirealista","nonword","nonword","nonword",NA
"tinva","abasto","nonword","nonword","nonword",NA
"paranoigland","anunder","nonword","nonword","nonword",NA
"jardim zoológterhamwe","veloving","nonword","nonword","nonword",NA
"excetrackte","acalmana","nonword","nonword","nonword",NA
"efecbado","lorus","nonword","nonword","nonword",NA
"nacioclips","eclerica","nonword","nonword","nonword",NA
"atraíspe técnica","romônilha","nonword","nonword","nonword",NA
"krate","inacalmar","nonword","nonword","nonword",NA
"chal","lavalhas","nonword","nonword","nonword",NA
"ingêgett","atuber","nonword","nonword","nonword",NA
"situatrais","impodrickte","nonword","nonword","nonword",NA
"ohl","eslhaste","nonword","nonword","nonword",NA
"emchilre","aplaunidade","nonword","nonword","nonword",NA
"playmero","restaucluíste","nonword","nonword","nonword",NA
"manaf","avigcia","nonword","nonword","nonword",NA
"procupeis","likum","nonword","nonword","nonword",NA
"rwe","aprotante","nonword","nonword","nonword",NA
"parlamentomashevsky","abplendo","nonword","nonword","nonword",NA
"lasar","armário de rblishing","nonword","nonword","nonword",NA
"fácharca","sparota","nonword","nonword","nonword",NA
"soker","caçõesdo","nonword","nonword","nonword",NA
"trare","demandbro","nonword","nonword","nonword",NA
"calicais","consvador","nonword","nonword","nonword",NA
"feo","trito","nonword","nonword","nonword",NA
"palásões","diaring","nonword","nonword","nonword",NA
"saló","provavelatraíste","nonword","nonword","nonword",NA
"deute","clastulo","nonword","nonword","nonword",NA
"exausmemente","gidei","nonword","nonword","nonword",NA
"afirmada","lonia","nonword","nonword","nonword",NA
"apóstro","karssível","nonword","nonword","nonword",NA
"baria","stephatantemente","nonword","nonword","nonword",NA
"sebas","mala de vreshold","nonword","nonword","nonword",NA
"erguerdo","agrepanhe","nonword","nonword","nonword",NA
"interbury","shpá","nonword","nonword","nonword",NA
"seten","vilos","nonword","nonword","nonword",NA
"sz","conaugheyciante","nonword","nonword","nonword",NA
"ciços","aguennalista","nonword","nonword","nonword",NA
"esacorda","traugência","nonword","nonword","nonword",NA
"responsabilidadelinqüen","instrumentomashevsky","nonword","nonword","nonword",NA
"sensaciodleigh","cbhau","nonword","nonword","nonword",NA
"de repegadha","presiguaiste","nonword","nonword","nonword",NA
"aramai","consfume","nonword","nonword","nonword",NA
"evizas","atrapado","nonword","nonword","nonword",NA
"xingamentomashevsky","veletics","nonword","nonword","nonword",NA
"cheche","investcia","nonword","nonword","nonword",NA
"cémia","gravilhão","nonword","nonword","nonword",NA
"inshoshannacional","quidar","nonword","nonword","nonword",NA
"aprogada","solço","nonword","nonword","nonword",NA
"chicmico","paxes","nonword","nonword","nonword",NA
"ginssula","teagens","nonword","nonword","nonword",NA
"protenant","montpar","nonword","nonword","nonword",NA
"legra","seguirdo","nonword","nonword","nonword",NA
"clante","melan","nonword","nonword","nonword",NA
"observanaugh","comgwildor","nonword","nonword","nonword",NA
"meacende","rengo","nonword","nonword","nonword",NA
"carne de pnitsyn","aprotanha","nonword","nonword","nonword",NA
"basqui","acomparish","nonword","nonword","nonword",NA
"unila","cotrança","nonword","nonword","nonword",NA
"fizés","inkleinmante","nonword","nonword","nonword",NA
"conamonto","refeijões","nonword","nonword","nonword",NA
"dicaisro","ensiveis","nonword","nonword","nonword",NA
"inglewocia","vadas","nonword","nonword","nonword",NA
"tunut","obrigate","nonword","nonword","nonword",NA
"verichardca","traime","nonword","nonword","nonword",NA
"palhemso","blackthornegativo","nonword","nonword","nonword",NA
"bagno","poeling","nonword","nonword","nonword",NA
"bambo","cleptono","nonword","nonword","nonword",NA
"meio ambiegerwald","importânlhões","nonword","nonword","nonword",NA
"catraiadário","triunpamento","nonword","nonword","nonword",NA
"coranhos","quesdono","nonword","nonword","nonword",NA
"laglas","inada","nonword","nonword","nonword",NA
"sarcristo","mosciuto","nonword","nonword","nonword",NA
"limxa","oquímiga","nonword","nonword","nonword",NA
"tracon","zarlha","nonword","nonword","nonword",NA
"piacerta","seqüesvidenciar","nonword","nonword","nonword",NA
"geragens","aprescional","nonword","nonword","nonword",NA
"triunlescência","scroodia","nonword","nonword","nonword",NA
"gá","basenapps","nonword","nonword","nonword",NA
"relem","españolgeiro","nonword","nonword","nonword",NA
"ketblum","escobris","nonword","nonword","nonword",NA
"whitcultor","guntar","nonword","nonword","nonword",NA
"multigues","blico","nonword","nonword","nonword",NA
"kride","espiõestura","nonword","nonword","nonword",NA
"livingsnada","transoas","nonword","nonword","nonword",NA
"peder","afircada","nonword","nonword","nonword",NA
"frentar","uuo","nonword","nonword","nonword",NA
"sudam","espetacuwright","nonword","nonword","nonword",NA
"cobrirte","fetria","nonword","nonword","nonword",NA
"liber","saçõesda","nonword","nonword","nonword",NA
"puo","béabus","nonword","nonword","nonword",NA
"macalhau","escrebushido","nonword","nonword","nonword",NA
"filosomewhe","capinhal","nonword","nonword","nonword",NA
"tlântima","prescular","nonword","nonword","nonword",NA
"prenpital","chento","nonword","nonword","nonword",NA
"afirdigo","aquibita","nonword","nonword","nonword",NA
"getaiste","cópiaratha","nonword","nonword","nonword",NA
"navegalahad","irial","nonword","nonword","nonword",NA
"dicionádlands","alzer","nonword","nonword","nonword",NA
"restal","cathetico","nonword","nonword","nonword",NA
"ingramslino","tranhasra","nonword","nonword","nonword",NA
"lípseudo","suposideswi","nonword","nonword","nonword",NA
"posiçäocial","imaguentante","nonword","nonword","nonword",NA
"colong","pilotomashevsky","nonword","nonword","nonword",NA
"lutás","misericórground","nonword","nonword","nonword",NA
"popuxões","bakersro","nonword","nonword","nonword",NA
"poexaustivo","alphonpositivo","nonword","nonword","nonword",NA
"impressiolilywhite","desapontamentomashevsky","nonword","nonword","nonword",NA
"comqueo","inspiranhões","nonword","nonword","nonword",NA
"lilgualmente","sandwiperatura","nonword","nonword","nonword",NA
"proibine","campeonatomashevsky","nonword","nonword","nonword",NA
"perar","traumado","nonword","nonword","nonword",NA
"vincresça","finanpanthro","nonword","nonword","nonword",NA
"diarzers","exomissão","nonword","nonword","nonword",NA
"maylha","gror","nonword","nonword","nonword",NA
"tresno","superichtho","nonword","nonword","nonword",NA
"vidar","localizawright","nonword","nonword","nonword",NA
"fiaqueça","abaireiro","nonword","nonword","nonword",NA
"krishmetro","vanca","nonword","nonword","nonword",NA
"almônde","militachyon","nonword","nonword","nonword",NA
"sótuir","inteliatraíste","nonword","nonword","nonword",NA
"nheirado","toyda","nonword","nonword","nonword",NA
"bíveio","norcon","nonword","nonword","nonword",NA
"detonatalya","esamassa","nonword","nonword","nonword",NA
"probabilidadelinqüen","olímnica","nonword","nonword","nonword",NA
"tranviço","invesguem","nonword","nonword","nonword",NA
"brena","paody","nonword","nonword","nonword",NA
"warwickshirelatório","nicto","nonword","nonword","nonword",NA
"trola","egíptico","nonword","nonword","nonword",NA
"tácet","pejohnno","nonword","nonword","nonword",NA
"cakett","sutracto","nonword","nonword","nonword",NA
"convic","plantarra","nonword","nonword","nonword",NA
"fessar","midlandcópio","nonword","nonword","nonword",NA
"estágens","izz","nonword","nonword","nonword",NA
"lhera","prirem","nonword","nonword","nonword",NA
"suigue","raftil","nonword","nonword","nonword",NA
"ralheita","atirás","nonword","nonword","nonword",NA
"diretomashevsky","comuaguenta","nonword","nonword","nonword",NA
"ravenwodura","escharla","nonword","nonword","nonword",NA
"claxa","fesac","nonword","nonword","nonword",NA
"gret","intruição","nonword","nonword","nonword",NA
"diacrestte","campo de baolworth","nonword","nonword","nonword",NA
"aterdado","comésões","nonword","nonword","nonword",NA
"lasatéia","casamentomashevsky","nonword","nonword","nonword",NA
"devalium","southtamento","nonword","nonword","nonword",NA
"hospitalidadelinqüen","prica","nonword","nonword","nonword",NA
"simigualmente","constida","nonword","nonword","nonword",NA
"faret","especialistakahashi","nonword","nonword","nonword",NA
"relagens","acomgo","nonword","nonword","nonword",NA
"guida","gressação","nonword","nonword","nonword",NA
"exposidewin","famin","nonword","nonword","nonword",NA
"meira","nutriaar","nonword","nonword","nonword",NA
"podez","em formdrais","nonword","nonword","nonword",NA
"acoscesa","doentrei","nonword","nonword","nonword",NA
"roteur","roexaustico","nonword","nonword","nonword",NA
"sebethesdafeira","conseguía","nonword","nonword","nonword",NA
"huguarde","ratalhõesna","nonword","nonword","nonword",NA
"conversatoshi","coraagresso","nonword","nonword","nonword",NA
"meira","queitério","nonword","nonword","nonword",NA
"hoxas","cinde","nonword","nonword","nonword",NA
"ignorânlhões","tergo","nonword","nonword","nonword",NA
"nocar","apaba","nonword","nonword","nonword",NA
"oligar","habilidadelinqüen","nonword","nonword","nonword",NA
"queideira","insubsvel","nonword","nonword","nonword",NA
"tordent","nalha","nonword","nonword","nonword",NA
"scroca","sensaçäodome","nonword","nonword","nonword",NA
"rapri","espreido","nonword","nonword","nonword",NA
"asnorthsino","cappo","nonword","nonword","nonword",NA
"pureu","padawantico","nonword","nonword","nonword",NA
"causto","anodo","nonword","nonword","nonword",NA
"polig","lusco","nonword","nonword","nonword",NA
"difílers","toaconte","nonword","nonword","nonword",NA
"quila","elípnico","nonword","nonword","nonword",NA
"inkrypto","diregres","nonword","nonword","nonword",NA
"preitanho","patruções","nonword","nonword","nonword",NA
"empressxador","trabakers","nonword","nonword","nonword",NA
"baryshnificado","petes","nonword","nonword","nonword",NA
"graxo","astronôtente","nonword","nonword","nonword",NA
"fagam","exaspe","nonword","nonword","nonword",NA
"baadorna","sepul","nonword","nonword","nonword",NA
"exerrer","loweente","nonword","nonword","nonword",NA
"novemtões","emblackgada","nonword","nonword","nonword",NA
"tribukows","borel","nonword","nonword","nonword",NA
"fragvida","vasubwooso","nonword","nonword","nonword",NA
"sarme","sajar","nonword","nonword","nonword",NA
"bajunius","néjie","nonword","nonword","nonword",NA
"eseloise","precogsto","nonword","nonword","nonword",NA
"crocnia","alvoretrans","nonword","nonword","nonword",NA
"deki","assassinatomashevsky","nonword","nonword","nonword",NA
"loirio","eventuna","nonword","nonword","nonword",NA
"regimentomashevsky","españoltégia","nonword","nonword","nonword",NA
"permiguem","cotes","nonword","nonword","nonword",NA
"rosel","verifiqueis","nonword","nonword","nonword",NA
"passarawakpo","fraça","nonword","nonword","nonword",NA
"exrecôndido","parágramercy","nonword","nonword","nonword",NA
"velhe","cavações","nonword","nonword","nonword",NA
"fringina","conaglome","nonword","nonword","nonword",NA
"auxinhos","aproputa","nonword","nonword","nonword",NA
"albá","arquitetomashevsky","nonword","nonword","nonword",NA
"drato","exisa","nonword","nonword","nonword",NA
"breal","exercial","nonword","nonword","nonword",NA
"bruney","esalastor","nonword","nonword","nonword",NA
"coleahua","decal","nonword","nonword","nonword",NA
"slobro","schwartzwalderrota","nonword","nonword","nonword",NA
"protecçäoedade","o negbith","nonword","nonword","nonword",NA
"bagensro","prepanhei","nonword","nonword","nonword",NA
"insemann","exagressivo","nonword","nonword","nonword",NA
"visualikovsky","kadhafiança","nonword","nonword","nonword",NA
"horjay","compaicões","nonword","nonword","nonword",NA
"mança","centímebacks","nonword","nonword","nonword",NA
"transoal","rouvou","nonword","nonword","nonword",NA
"transpamento","extrairsivo","nonword","nonword","nonword",NA
"arseresh","grakenyattamente","nonword","nonword","nonword",NA
"oie","perturling","nonword","nonword","nonword",NA
"semebackste","qwar","nonword","nonword","nonword",NA
"aguentáculo","ralheivel","nonword","nonword","nonword",NA
"frudo","sóó","nonword","nonword","nonword",NA
"orlocktra","warwickshirecompensa","nonword","nonword","nonword",NA
"queimato","franjid","nonword","nonword","nonword",NA
"guarbear","espíritomashevsky","nonword","nonword","nonword",NA
"conservanaugh","trabaroskydor","nonword","nonword","nonword",NA
"enclau","aliscício","nonword","nonword","nonword",NA
"idrua","impressão digglehorn","nonword","nonword","nonword",NA
"seguíaor","harmozart","nonword","nonword","nonword",NA
"exfishscação","vagensro","nonword","nonword","nonword",NA
"aperverso","jesto","nonword","nonword","nonword",NA
"aprecado","oriunnalina","nonword","nonword","nonword",NA
"arplanta","computaríeis","nonword","nonword","nonword",NA
"pite.","afrodrome","nonword","nonword","nonword",NA
"infenels","saybi","nonword","nonword","nonword",NA
"talvo","matexiphantica","nonword","nonword","nonword",NA
"patia","bighetticamente","nonword","nonword","nonword",NA
"lette","verno","nonword","nonword","nonword",NA
"osval","reafitt","nonword","nonword","nonword",NA
"tacharla","algoligh","nonword","nonword","nonword",NA
"resda","watroid","nonword","nonword","nonword",NA
"uii","demofluência","nonword","nonword","nonword",NA
"tirpar","apergerar","nonword","nonword","nonword",NA
"miserátrais","adoptema","nonword","nonword","nonword",NA
"moaquino","cosei","nonword","nonword","nonword",NA
"penlos","execupais","nonword","nonword","nonword",NA
"cúea","farinha de tjasthan","nonword","nonword","nonword",NA
"equilido","batabert","nonword","nonword","nonword",NA
"naturalatraíste","preslos","nonword","nonword","nonword",NA
"populadrões","opedar","nonword","nonword","nonword",NA
"apermigo","enevo","nonword","nonword","nonword",NA
"vanes","gratigues","nonword","nonword","nonword",NA
"jmo","plantante","nonword","nonword","nonword",NA
"sofrimentomashevsky","exatrasar","nonword","nonword","nonword",NA
"amadog","raracluíste","nonword","nonword","nonword",NA
"dya","cicamiäo","nonword","nonword","nonword",NA
"benig","rêsse","nonword","nonword","nonword",NA
"domin","famos","nonword","nonword","nonword",NA
"apuca","blaste","nonword","nonword","nonword",NA
"flectomia","efisoe","nonword","nonword","nonword",NA
"colhersão","perserant","nonword","nonword","nonword",NA
"schwartzwalderreter","muitas vbléia","nonword","nonword","nonword",NA
"ocornida","jecta","nonword","nonword","nonword",NA
"blica","commonwetível","nonword","nonword","nonword",NA
"proaquoso","prongado","nonword","nonword","nonword",NA
"lágri","pudes","nonword","nonword","nonword",NA
"susro","firam","nonword","nonword","nonword",NA
"nicia","procedimentomashevsky","nonword","nonword","nonword",NA
"lhorar","apropeito","nonword","nonword","nonword",NA
"experiênflower","deimão","nonword","nonword","nonword",NA
"aguencassado","prossezard","nonword","nonword","nonword",NA
"vilra","restlessado","nonword","nonword","nonword",NA
"carto","anesdental","nonword","nonword","nonword",NA
"huffmeno","warwickshirealmente","nonword","nonword","nonword",NA
"cron","libenoit","nonword","nonword","nonword",NA
"cluídade","promocles","nonword","nonword","nonword",NA
"pisma","altelefô","nonword","nonword","nonword",NA
"partoutro","individuallegheny","nonword","nonword","nonword",NA
"símbo","warwickshirecentemente","nonword","nonword","nonword",NA
"merso","harmo","nonword","nonword","nonword",NA
"ranca","para todo scarthur","nonword","nonword","nonword",NA
"perafasta","posiveis","nonword","nonword","nonword",NA
"crema","whitsico","nonword","nonword","nonword",NA
"agratura","clausica","nonword","nonword","nonword",NA
"muçul","mafiz","nonword","nonword","nonword",NA
"adapcente","adopdemia","nonword","nonword","nonword",NA
"alope","proqueima","nonword","nonword","nonword",NA
"mallo","comprimentomashevsky","nonword","nonword","nonword",NA
"searshadário","ceredish","nonword","nonword","nonword",NA
"trabakers","mísbeu","nonword","nonword","nonword",NA
"vería","tratamentomashevsky","nonword","nonword","nonword",NA
"admilhei","lebi","nonword","nonword","nonword",NA
"toney","derehamtração","nonword","nonword","nonword",NA
"aplican","honta","nonword","nonword","nonword",NA
"mulherça","ventri","nonword","nonword","nonword",NA
"olpy","chefe de coselstyn","nonword","nonword","nonword",NA
"adoplula","confurões","nonword","nonword","nonword",NA
"adminais","stargênio","nonword","nonword","nonword",NA
"coçar, arnewick","jafronta","nonword","nonword","nonword",NA
"escavanaugh","apairo","nonword","nonword","nonword",NA
"aprennético","aguenângulo","nonword","nonword","nonword",NA
"carai","markechar","nonword","nonword","nonword",NA
"trasculo","anuncido","nonword","nonword","nonword",NA
"anessica","ocorrelo","nonword","nonword","nonword",NA
"benga","artihistòria","nonword","nonword","nonword",NA
"ganeshanete","aguentícula","nonword","nonword","nonword",NA
"perve","desequei","nonword","nonword","nonword",NA
"somangwanatural","culou","nonword","nonword","nonword",NA
"atrorar","michelltério","nonword","nonword","nonword",NA
"seqüescialmente","documentomashevsky","nonword","nonword","nonword",NA
"pôr dobhan","aletair","nonword","nonword","nonword",NA
"tuito","impressiodleigh","nonword","nonword","nonword",NA
"achavado","estupitrais","nonword","nonword","nonword",NA
"fredta","aperforme","nonword","nonword","nonword",NA
"chares","millsico","nonword","nonword","nonword",NA
"às vleil","calharra","nonword","nonword","nonword",NA
"stanar","mastições","nonword","nonword","nonword",NA
"maravineyardso","folam","nonword","nonword","nonword",NA
"viças","segulhar","nonword","nonword","nonword",NA
"invagirl","batagens","nonword","nonword","nonword",NA
"lugar, cozursky","cordar","nonword","nonword","nonword",NA
"ficíl","marições","nonword","nonword","nonword",NA
"alimentaríeis","mazao","nonword","nonword","nonword",NA
"capinhei","dindo","nonword","nonword","nonword",NA
"readentro","gaib","nonword","nonword","nonword",NA
