"uk_cue","uk_target","type","cue_type","target_type","uk_cosine"
"міжнародний","скроблий","nonword","word","nonword",NA
"метод","слабовй","nonword","word","nonword",NA
"неправильний","слжна","nonword","word","nonword",NA
"покарати","слмна","nonword","word","nonword",NA
"уф","смгений","nonword","word","nonword",NA
"приємний","смиртя","nonword","word","nonword",NA
"типовий","смветися","nonword","word","nonword",NA
"чудовий","храйпер","nonword","word","nonword",NA
"прощати","снрх","nonword","word","nonword",NA
"вересень","сніденну","nonword","word","nonword",NA
"людина","сомб","nonword","word","nonword",NA
"вплив","союче","nonword","word","nonword",NA
"камеру","солдчний","nonword","word","nonword",NA
"альбом","сожр","nonword","word","nonword",NA
"вірність","спаглаті","nonword","word","nonword",NA
"скромний","спалайя","nonword","word","nonword",NA
"підготовка","ужантеличеність","nonword","word","nonword",NA
"ймовірність","спасйті","nonword","word","nonword",NA
"захоплюючий","итати","nonword","word","nonword",NA
"опір","спеціаліза","nonword","word","nonword",NA
"надія","співкрити","nonword","word","nonword",NA
"тіло","спаркування","nonword","word","nonword",NA
"ніндзя","спільниса","nonword","word","nonword",NA
"важкий","спокманий","nonword","word","nonword",NA
"піраміда","сплит","nonword","word","nonword",NA
"художник","справедлчність","nonword","word","nonword",NA
"фрагмент","спрахy","nonword","word","nonword",NA
"смоктати","спровы","nonword","word","nonword",NA
"пов'язувати","сропло","nonword","word","nonword",NA
"бетон","стюблення","nonword","word","nonword",NA
"розглядати","стноь","nonword","word","nonword",NA
"південний","станкая","nonword","word","nonword",NA
"лорд","струися","nonword","word","nonword",NA
"сповіщення","статєї","nonword","word","nonword",NA
"вічний","стводання","nonword","word","nonword",NA
"офіціант","стечь","nonword","word","nonword",NA
"планувати","тко","nonword","word","nonword",NA
"країна","ствo","nonword","word","nonword",NA
"ескорт","страцi","nonword","word","nonword",NA
"навантаження","стратервя","nonword","word","nonword",NA
"пустеля","стших","nonword","word","nonword",NA
"свіжий","ворибок","nonword","word","nonword",NA
"втомлений","структейа","nonword","word","nonword",NA
"управляти","редити","nonword","word","nonword",NA
"достатньо","сумео","nonword","word","nonword",NA
"пам'ятник","судовийпробуем","nonword","word","nonword",NA
"досвід","суфпя","nonword","word","nonword",NA
"портфель","сужд","nonword","word","nonword",NA
"джаз","таміш","nonword","word","nonword",NA
"лазанья","супережеа","nonword","word","nonword",NA
"сказати","супровождается","nonword","word","nonword",NA
"попряма","сувотник","nonword","word","nonword",NA
"живий","схерний","nonword","word","nonword",NA
"пошта","рговатися","nonword","word","nonword",NA
"фарбувати","таблочка","nonword","word","nonword",NA
"наречений","таавниця","nonword","word","nonword",NA
"радар","таерер","nonword","word","nonword",NA
"тригер","няк","nonword","word","nonword",NA
"черв'як","таласу","nonword","word","nonword",NA
"вставляти","рем","nonword","word","nonword",NA
"невдаха","таінювати","nonword","word","nonword",NA
"аутопсія","ндрілка","nonword","word","nonword",NA
"правила","твсвина","nonword","word","nonword",NA
"надихати","творвусть","nonword","word","nonword",NA
"гольф","здатр","nonword","word","nonword",NA
"виноробство","теленичення","nonword","word","nonword",NA
"завантажувати","телерін","nonword","word","nonword",NA
"кілограма","теіший","nonword","word","nonword",NA
"душа","термература","nonword","word","nonword",NA
"мафія","йоніс","nonword","word","nonword",NA
"затока","теорди","nonword","word","nonword",NA
"мама","тестадання","nonword","word","nonword",NA
"аналогічний","технама","nonword","word","nonword",NA
"ворог","тисцень","nonword","word","nonword",NA
"диван","типе","nonword","word","nonword",NA
"стіл","elанина","nonword","word","nonword",NA
"лампа","тонетий","nonword","word","nonword",NA
"календар","торговщиь","nonword","word","nonword",NA
"серія","товеадо","nonword","word","nonword",NA
"копати","товы","nonword","word","nonword",NA
"понеділок","травны","nonword","word","nonword",NA
"здоров'я","трагланий","nonword","word","nonword",NA
"хімія","трулиційний","nonword","word","nonword",NA
"симптом","трчнутник","nonword","word","nonword",NA
"кесар","трnt","nonword","word","nonword",NA
"реклама","трунх","nonword","word","nonword",NA
"національний","туєтн","nonword","word","nonword",NA
"ніщо","туємль","nonword","word","nonword",NA
"число","турбана","nonword","word","nonword",NA
"грати","тустувати","nonword","word","nonword",NA
"газ","тягншки","nonword","word","nonword",NA
"місяць","рдити","nonword","word","nonword",NA
"ритуальний","увбiзнений","nonword","word","nonword",NA
"продавець","угачу","nonword","word","nonword",NA
"курятина","узберепті","nonword","word","nonword",NA
"дозволяти","універкатет","nonword","word","nonword",NA
"дівчина","унршальний","nonword","word","nonword",NA
"драматичний","урнщ","nonword","word","nonword",NA
"годувати","уримувати","nonword","word","nonword",NA
"постріл","непадковувати","nonword","word","nonword",NA
"табір","утьсмувати","nonword","word","nonword",NA
"мозок","інкс","nonword","word","nonword",NA
"самогубство","фантазди","nonword","word","nonword",NA
"причина","фабрастичний","nonword","word","nonword",NA
"їжа","файтльний","nonword","word","nonword",NA
"проект","федеенція","nonword","word","nonword",NA
"ромео","дістиваль","nonword","word","nonword",NA
"медичний","фізитиий","nonword","word","nonword",NA
"справжній","вельм","nonword","word","nonword",NA
"палац","винансовий","nonword","word","nonword",NA
"висновок","фінаудування","nonword","word","nonword",NA
"коментар","фінаудування","nonword","word","nonword",NA
"нездатність","адот","nonword","word","nonword",NA
"помститися","адот","nonword","word","nonword",NA
"просто","фоторвав","nonword","word","nonword",NA
"чувак","фотознания","nonword","word","nonword",NA
"середовище","фреба","nonword","word","nonword",NA
"підлога","францусский","nonword","word","nonword",NA
"голка","фрукат","nonword","word","nonword",NA
"відставка","футиціональний","nonword","word","nonword",NA
"червень","сдтбол","nonword","word","nonword",NA
"протест","хвєдина","nonword","word","nonword",NA
"прапор","хвакий","nonword","word","nonword",NA
"здравствуйте","хивек","nonword","word","nonword",NA
"контроль","хірунзія","nonword","word","nonword",NA
"благородний","хлопадк","nonword","word","nonword",NA
"бруд","булодний","nonword","word","nonword",NA
"тонкий","хорозкий","nonword","word","nonword",NA
"параноїд","христиноин","nonword","word","nonword",NA
"загальний","хутрка","nonword","word","nonword",NA
"мережа","млинтар","nonword","word","nonword",NA
"міцно","цереплальний","nonword","word","nonword",NA
"фінансово","жаремонія","nonword","word","nonword",NA
"пікнік","цибурх","nonword","word","nonword",NA
"вдова","циублізація","nonword","word","nonword",NA
"навчатися","нанічний","nonword","word","nonword",NA
"дорослий","циоу","nonword","word","nonword",NA
"причіп","квкавий","nonword","word","nonword",NA
"правий","онна","nonword","word","nonword",NA
"еволюція","чативний","nonword","word","nonword",NA
"раб","чативник","nonword","word","nonword",NA
"подивитися","кистка","nonword","word","nonword",NA
"щит","злсто","nonword","word","nonword",NA
"стадіон","чемпіоіст","nonword","word","nonword",NA
"рахувати","черениий","nonword","word","nonword",NA
"горло","чеьнп","nonword","word","nonword",NA
"рот","череайха","nonword","word","nonword",NA
"вугілля","чеснов","nonword","word","nonword",NA
"звір","чеснееть","nonword","word","nonword",NA
"анатомія","смсть","nonword","word","nonword",NA
"статус","четверенй","nonword","word","nonword",NA
"частота","чоррн","nonword","word","nonword",NA
"сумніватися","бирний","nonword","word","nonword",NA
"шанс","чобари","nonword","word","nonword",NA
"полк","чудогой","nonword","word","nonword",NA
"свобода","чудогой","nonword","word","nonword",NA
"навігація","чумбй","nonword","word","nonword",NA
"пляжний","чутливно","nonword","word","nonword",NA
"поет","шарианське","nonword","word","nonword",NA
"запустити","шантмн","nonword","word","nonword",NA
"злодій","алфа","nonword","word","nonword",NA
"закон","шаечайство","nonword","word","nonword",NA
"фірма","швонкий","nonword","word","nonword",NA
"римський","узидкість","nonword","word","nonword",NA
"хаос","швечко","nonword","word","nonword",NA
"уважність","шефкулир","nonword","word","nonword",NA
"лимонад","рэйка","nonword","word","nonword",NA
"коледж","широтай","nonword","word","nonword",NA
"обладнання","шкугу","nonword","word","nonword",NA
"величність","зданг","nonword","word","nonword",NA
"принцеса","шлdi","nonword","word","nonword",NA
"дотепність","шмочок","nonword","word","nonword",NA
"вибір","шооблад","nonword","word","nonword",NA
"рекорд","шопл","nonword","word","nonword",NA
"жалюгідний","орриц","nonword","word","nonword",NA
"страждати","cлам","nonword","word","nonword",NA
"марка","штаббиартира","nonword","word","nonword",NA
"кімната","шткум","nonword","word","nonword",NA
"анонімний","штюзний","nonword","word","nonword",NA
"лялька","suсливий","nonword","word","nonword",NA
"волонтер","ює","nonword","word","nonword",NA
"сюрприз","щедраж","nonword","word","nonword",NA
"обстеження","яб","nonword","word","nonword",NA
"магнітний","щове","nonword","word","nonword",NA
"магазин","щове","nonword","word","nonword",NA
"круглий","ідтижня","nonword","word","nonword",NA
"підйом","пiерний","nonword","word","nonword",NA
"один","акце","nonword","word","nonword",NA
"нова","якубть","nonword","word","nonword",NA
"пенсія","яскримий","nonword","word","nonword",NA
"славний","ящмека","nonword","word","nonword",NA
"сить","вигативний","nonword","nonword","nonword",NA
"завантодувати","далене","nonword","nonword","nonword",NA
"нахалення","лірити","nonword","nonword","nonword",NA
"резвивий","жіновуй","nonword","nonword","nonword",NA
"севк","зікаа","nonword","nonword","nonword",NA
"банкта","пахи","nonword","nonword","nonword",NA
"природку","въовірно","nonword","nonword","nonword",NA
"палиін","сигарезо","nonword","nonword","nonword",NA
"гоміон","ислот","nonword","nonword","nonword",NA
"лоин","піхоолет","nonword","nonword","nonword",NA
"наромаення","двиглы","nonword","nonword","nonword",NA
"яштон","проповорь","nonword","nonword","nonword",NA
"підданок","зарут","nonword","nonword","nonword",NA
"лезеон","несподамано","nonword","nonword","nonword",NA
"ніндос","спільниса","nonword","nonword","nonword",NA
"відземний","палужи","nonword","nonword","nonword",NA
"ненавимаь","шлdi","nonword","nonword","nonword",NA
"кауглер","ризикант","nonword","nonword","nonword",NA
"чичто","бупна","nonword","nonword","nonword",NA
"дейкрт","маль","nonword","nonword","nonword",NA
"картвоа","лилеманка","nonword","nonword","nonword",NA
"мівже","боробуся","nonword","nonword","nonword",NA
"паенц","довитковий","nonword","nonword","nonword",NA
"вечіідь","вірналіст","nonword","nonword","nonword",NA
"інозрумент","анс","nonword","nonword","nonword",NA
"стадорн","пеоринний","nonword","nonword","nonword",NA
"ввціливий","алугі","nonword","nonword","nonword",NA
"жеагання","вертикіт","nonword","nonword","nonword",NA
"спрольвати","комаьна","nonword","nonword","nonword",NA
"компосмент","хутрка","nonword","nonword","nonword",NA
"старосй","ліндр","nonword","nonword","nonword",NA
"батення","диактися","nonword","nonword","nonword",NA
"натом","даружений","nonword","nonword","nonword",NA
"образлвність","сагут","nonword","nonword","nonword",NA
"едати","посправедливості","nonword","nonword","nonword",NA
"стяла","дофора","nonword","nonword","nonword",NA
"дрбкати","безвідповідданное","nonword","nonword","nonword",NA
"старос","легков","nonword","nonword","nonword",NA
"пристачання","підприємних","nonword","nonword","nonword",NA
"притркок","молоящий","nonword","nonword","nonword",NA
"антихшт","рэйка","nonword","nonword","nonword",NA
"проковтныши","дисзвичайний","nonword","nonword","nonword",NA
"розника","вітайлн","nonword","nonword","nonword",NA
"тунепр","теорди","nonword","nonword","nonword",NA
"верекань","неприветствовать","nonword","nonword","nonword",NA
"панзятник","шаечайство","nonword","nonword","nonword",NA
"єписрет","сужд","nonword","nonword","nonword",NA
"раждта","полецфою","nonword","nonword","nonword",NA
"тремер","христиноин","nonword","nonword","nonword",NA
"кадом","скроблий","nonword","nonword","nonword",NA
"коропоа","мрди","nonword","nonword","nonword",NA
"повільку","тонетий","nonword","nonword","nonword",NA
"обозкт","бртаун","nonword","nonword","nonword",NA
"кнелок","властлк","nonword","nonword","nonword",NA
"рахер","свящящик","nonword","nonword","nonword",NA
"слугник","гонала","nonword","nonword","nonword",NA
"поєддайте","потрожа","nonword","nonword","nonword",NA
"крлити","майать","nonword","nonword","nonword",NA
"кварити","ходувати","nonword","nonword","nonword",NA
"зайнволення","полутця","nonword","nonword","nonword",NA
"дорослін","півмовний","nonword","nonword","nonword",NA
"обём","брланий","nonword","nonword","nonword",NA
"швидка дащомога","осльта","nonword","nonword","nonword",NA
"злрівність","огидайй","nonword","nonword","nonword",NA
"викрадцаи","лісна","nonword","nonword","nonword",NA
"вицучий","ордадувати","nonword","nonword","nonword",NA
"аскирин","вироблони","nonword","nonword","nonword",NA
"счент","фржний","nonword","nonword","nonword",NA
"куйттина","виерик","nonword","nonword","nonword",NA
"комаятування","досягати спіхом","nonword","nonword","nonword",NA
"чистсь","боцивільний","nonword","nonword","nonword",NA
"нецьавильний","літавання","nonword","nonword","nonword",NA
"таорівниця","злвaмисник","nonword","nonword","nonword",NA
"віднали","квектира","nonword","nonword","nonword",NA
"ніонт","кажитан","nonword","nonword","nonword",NA
"тіво","безпространял","nonword","nonword","nonword",NA
"ерел","помая","nonword","nonword","nonword",NA
"сбрург","знтонення","nonword","nonword","nonword",NA
"мплерея","поначник","nonword","nonword","nonword",NA
"злстота","гальий","nonword","nonword","nonword",NA
"діорсь","ремога","nonword","nonword","nonword",NA
"реклльтат","объеянка","nonword","nonword","nonword",NA
"зосерештувати","назовати","nonword","nonword","nonword",NA
"хужежник","шарианське","nonword","nonword","nonword",NA
"можеасути","піддрукувати","nonword","nonword","nonword",NA
"тылом","офіціантех","nonword","nonword","nonword",NA
"носиально","веьор","nonword","nonword","nonword",NA
"термювал","лін","nonword","nonword","nonword",NA
"жоенткий","схерний","nonword","nonword","nonword",NA
"пірагоький","вичинання","nonword","nonword","nonword",NA
"червоюк","профятор","nonword","nonword","nonword",NA
"миме","циублізація","nonword","nonword","nonword",NA
"повікея","прототег","nonword","nonword","nonword",NA
"малкя","таміш","nonword","nonword","nonword",NA
"могиль","лірізин","nonword","nonword","nonword",NA
"становкае","нормалский","nonword","nonword","nonword",NA
"сучаснов","сумео","nonword","nonword","nonword",NA
"ніконн","повідіслати","nonword","nonword","nonword",NA
"натоональний","квкавий","nonword","nonword","nonword",NA
"милт","подтабування","nonword","nonword","nonword",NA
"осдоточний","вораевий","nonword","nonword","nonword",NA
"моолла","спаглаті","nonword","nonword","nonword",NA
"раітик","насмчена","nonword","nonword","nonword",NA
"міраць","четь","nonword","nonword","nonword",NA
"маоля","романтенний","nonword","nonword","nonword",NA
"леанти","затонник","nonword","nonword","nonword",NA
"прткий","мертатй","nonword","nonword","nonword",NA
"загичниця","правилский","nonword","nonword","nonword",NA
"помнтивний","семотор","nonword","nonword","nonword",NA
"мереяю","мітко","nonword","nonword","nonword",NA
"іальф","снрх","nonword","nonword","nonword",NA
"подаа","висяати","nonword","nonword","nonword",NA
"поупо","пiерний","nonword","nonword","nonword",NA
"ботивий","залиісти","nonword","nonword","nonword",NA
"піддружка","деребя","nonword","nonword","nonword",NA
"пенсор","вывестор","nonword","nonword","nonword",NA
"кляю","зданг","nonword","nonword","nonword",NA
"киша","аровлерія","nonword","nonword","nonword",NA
"риьс","кистка","nonword","nonword","nonword",NA
"непрошений","великодання","nonword","nonword","nonword",NA
"тестка","пирою","nonword","nonword","nonword",NA
"чаруа","інформерія","nonword","nonword","nonword",NA
"докопність","роздозування","nonword","nonword","nonword",NA
"посовиство","знаменитки","nonword","nonword","nonword",NA
"фрнумент","хвєдина","nonword","nonword","nonword",NA
"страхуий","пожатичний","nonword","nonword","nonword",NA
"плірний","коимерт","nonword","nonword","nonword",NA
"рознесення","посипець","nonword","nonword","nonword",NA
"експиши","журний","nonword","nonword","nonword",NA
"кошмрд","тко","nonword","nonword","nonword",NA
"шибель","галаарика","nonword","nonword","nonword",NA
"клгвина","диливо","nonword","nonword","nonword",NA
"кредке","величкй","nonword","nonword","nonword",NA
"відрвався","объеворення","nonword","nonword","nonword",NA
"столітив","полівоення","nonword","nonword","nonword",NA
"грыв","підлученням","nonword","nonword","nonword",NA
"iї","анс","nonword","nonword","nonword",NA
"значем","мікропсон","nonword","nonword","nonword",NA
"утьсмувати","тус","nonword","nonword","nonword",NA
"андатковий","нещавія","nonword","nonword","nonword",NA
"рекоар","мікриєон","nonword","nonword","nonword",NA
"печаріа","трчнутник","nonword","nonword","nonword",NA
"картітля","побідок","nonword","nonword","nonword",NA
"супетрен","куанн","nonword","nonword","nonword",NA
"тап","картирь","nonword","nonword","nonword",NA
"відмістити","вантаженка","nonword","nonword","nonword",NA
"maга","виїда","nonword","nonword","nonword",NA
"підрозвага","дослерник","nonword","nonword","nonword",NA
"скп","люсь","nonword","nonword","nonword",NA
"короые","допомонт","nonword","nonword","nonword",NA
"кргіна","емшнійний","nonword","nonword","nonword",NA
"помириа","щедраж","nonword","nonword","nonword",NA
"осюристий","чемпіоіст","nonword","nonword","nonword",NA
"дрброн","тустувати","nonword","nonword","nonword",NA
"усерути","травны","nonword","nonword","nonword",NA
"загарнний","бирний","nonword","nonword","nonword",NA
"вуглюкь","зуволікатися","nonword","nonword","nonword",NA
"добрач","сревидно","nonword","nonword","nonword",NA
"еслий","телерін","nonword","nonword","nonword",NA
"отт","дочнор","nonword","nonword","nonword",NA
"литропад","оргавезувати","nonword","nonword","nonword",NA
"півмінних","таінювати","nonword","nonword","nonword",NA
"втортоний","севит","nonword","nonword","nonword",NA
"коезра","продкбт","nonword","nonword","nonword",NA
"суьфй","інструмеси","nonword","nonword","nonword",NA
"безплив","кравтяка","nonword","nonword","nonword",NA
"усова","інфомнатор","nonword","nonword","nonword",NA
"інтерной","пристршать","nonword","nonword","nonword",NA
"пломе","вклювати","nonword","nonword","nonword",NA
"ваєвий","профина","nonword","nonword","nonword",NA
"янт","вікр","nonword","nonword","nonword",NA
"виставать","відності","nonword","nonword","nonword",NA
"суіший","обвы","nonword","nonword","nonword",NA
"здобои","вптива","nonword","nonword","nonword",NA
"нейб","дісло","nonword","nonword","nonword",NA
"гиперський","реліоран","nonword","nonword","nonword",NA
"відстоки","супережеа","nonword","nonword","nonword",NA
"короавий","жилий","nonword","nonword","nonword",NA
"дурія","вистти","nonword","nonword","nonword",NA
"надичений","мокзал","nonword","nonword","nonword",NA
"побідка","узидкість","nonword","nonword","nonword",NA
"випанутий","енервая","nonword","nonword","nonword",NA
"потовання","турбана","nonword","nonword","nonword",NA
"зранка","десяейліття","nonword","nonword","nonword",NA
"ковчк","жорсючий","nonword","nonword","nonword",NA
"ричний","псхнологія","nonword","nonword","nonword",NA
"тавш","їxязниця","nonword","nonword","nonword",NA
"дефон","вигах","nonword","nonword","nonword",NA
"сттiм","свгая","nonword","nonword","nonword",NA
"еркровення","метанувий","nonword","nonword","nonword",NA
"фіяльність","шопл","nonword","nonword","nonword",NA
"ным","забодиняти","nonword","nonword","nonword",NA
"кокашт","шефкулир","nonword","nonword","nonword",NA
"гoдина","систада","nonword","nonword","nonword",NA
"конкуррація","відною","nonword","nonword","nonword",NA
"нятко","айлимок","nonword","nonword","nonword",NA
"здоровжб","кояянець","nonword","nonword","nonword",NA
"фотор","туємль","nonword","nonword","nonword",NA
"заображення","заненний","nonword","nonword","nonword",NA
"особповий","хивек","nonword","nonword","nonword",NA
"лазаждя","консулихувати","nonword","nonword","nonword",NA
"напекати","ростта","nonword","nonword","nonword",NA
"исчний","неукдавно","nonword","nonword","nonword",NA
"зервя","домімент","nonword","nonword","nonword",NA
"оригадальний","дски","nonword","nonword","nonword",NA
"наати","якубть","nonword","nonword","nonword",NA
"лач","перебачав","nonword","nonword","nonword",NA
"білли","заоих","nonword","nonword","nonword",NA
"благорівний","кажалюх","nonword","nonword","nonword",NA
"слніба","мойкль","nonword","nonword","nonword",NA
"технланий","жалий","nonword","nonword","nonword",NA
"кококс","аккунт","nonword","nonword","nonword",NA
"секрцений","іншочка","nonword","nonword","nonword",NA
"відмістити","діяльницть","nonword","nonword","nonword",NA
"заходоти","удбний","nonword","nonword","nonword",NA
"туфлір","викладпя","nonword","nonword","nonword",NA
"наліний","сильку","nonword","nonword","nonword",NA
"трютер","вым","nonword","nonword","nonword",NA
"вичітковий","помириа","nonword","nonword","nonword",NA
"вірґо","гайдж","nonword","nonword","nonword",NA
"почевитися","орриц","nonword","nonword","nonword",NA
"фусу","підозірвуть","nonword","nonword","nonword",NA
"концукція","товы","nonword","nonword","nonword",NA
"еллікатний","радян","nonword","nonword","nonword",NA
"бесиця","малаимальний","nonword","nonword","nonword",NA
"предак","підїздок","nonword","nonword","nonword",NA
"бами","опіт","nonword","nonword","nonword",NA
"втомалний","використійно","nonword","nonword","nonword",NA
"роздому","забарбий","nonword","nonword","nonword",NA
"онг","протнемо","nonword","nonword","nonword",NA
"потерсіал","пугатий","nonword","nonword","nonword",NA
"азня","даема","nonword","nonword","nonword",NA
"джергао","справедлчність","nonword","nonword","nonword",NA
"гаратч","суфпя","nonword","nonword","nonword",NA
"піддеш","детермарація","nonword","nonword","nonword",NA
"дімонад","голомывати","nonword","nonword","nonword",NA
"пованоння","свлючення","nonword","nonword","nonword",NA
"мут","безрыва","nonword","nonword","nonword",NA
"еклин","здіспективний","nonword","nonword","nonword",NA
"дукань","простана","nonword","nonword","nonword",NA
"захіпісонця","ресуння","nonword","nonword","nonword",NA
"лош","утьсмувати","nonword","nonword","nonword",NA
"інмні","втаса","nonword","nonword","nonword",NA
"масл","валією","nonword","nonword","nonword",NA
"круж","ідакувати","nonword","nonword","nonword",NA
"хіначний","нарости","nonword","nonword","nonword",NA
"біaція","структейа","nonword","nonword","nonword",NA
"ливчина","фотознания","nonword","nonword","nonword",NA
"прочспати","четверенй","nonword","nonword","nonword",NA
"кіучний","корожк","nonword","nonword","nonword",NA
"планецати","марити","nonword","nonword","nonword",NA
"вицар","дитиск","nonword","nonword","nonword",NA
"запитатья","сидіра","nonword","nonword","nonword",NA
"діарог","профстійний","nonword","nonword","nonword",NA
"симпьюм","почнійний","nonword","nonword","nonword",NA
"дитимо","роззвести","nonword","nonword","nonword",NA
"спишниця","верхжил","nonword","nonword","nonword",NA
"спокманий","делб","nonword","nonword","nonword",NA
"слзбий","вчорий","nonword","nonword","nonword",NA
"анзил","меткльйон","nonword","nonword","nonword",NA
"стоїбований","елвлент","nonword","nonword","nonword",NA
"тераббя","йоніс","nonword","nonword","nonword",NA
"сеle","підвёл","nonword","nonword","nonword",NA
"ваюснгтон","боректор","nonword","nonword","nonword",NA
"ирюзія","кламіка","nonword","nonword","nonword",NA
"голдвка","вудк","nonword","nonword","nonword",NA
"соажат","церт","nonword","nonword","nonword",NA
"привмрей","стших","nonword","nonword","nonword",NA
"ьцщ","чоррн","nonword","nonword","nonword",NA
"просує","садятаж","nonword","nonword","nonword",NA
"кандтал","чотва","nonword","nonword","nonword",NA
"шпигунiвво","піиея","nonword","nonword","nonword",NA
"джщт","домовляв","nonword","nonword","nonword",NA
"лый","психологроний","nonword","nonword","nonword",NA
"жирівник","графчая","nonword","nonword","nonword",NA
"герочка","минд","nonword","nonword","nonword",NA
"гоойд","прол","nonword","nonword","nonword",NA
"планлла","новиро","nonword","nonword","nonword",NA
"алсьом","бегрен","nonword","nonword","nonword",NA
"омстинкт","підказувати","nonword","nonword","nonword",NA
"жеве","дегресує","nonword","nonword","nonword",NA
"мовчийний","витад","nonword","nonword","nonword",NA
"запробовувати","годаа","nonword","nonword","nonword",NA
"хоун","занынено","nonword","nonword","nonword",NA
"підгроза","ояти","nonword","nonword","nonword",NA
"поповий","написакся","nonword","nonword","nonword",NA
"дисприродливий","зовновній","nonword","nonword","nonword",NA
"натомі","дістиваль","nonword","nonword","nonword",NA
"смгений","дорло","nonword","nonword","nonword",NA
"лмч","доличи","nonword","nonword","nonword",NA
"трпией","прпхмет","nonword","nonword","nonword",NA
"язтивний","арагя","nonword","nonword","nonword",NA
"молв","целюгідний","nonword","nonword","nonword",NA
"володая","футиціональний","nonword","nonword","nonword",NA
"стебетний","вагіршість","nonword","nonword","nonword",NA
"винтд","рговатися","nonword","nonword","nonword",NA
"зрлометр","cлам","nonword","nonword","nonword",NA
"пхн","жій","nonword","nonword","nonword",NA
"рокро","твдність","nonword","nonword","nonword",NA
"сврший","одавати","nonword","nonword","nonword",NA
"паножирський","парфьни","nonword","nonword","nonword",NA
"накзаки","свелка","nonword","nonword","nonword",NA
"забоденений","грйза","nonword","nonword","nonword",NA
"сказыви","товеадо","nonword","nonword","nonword",NA
"вибиразо","интара","nonword","nonword","nonword",NA
"сологіий","коясентрат","nonword","nonword","nonword",NA
"біде","озвати","nonword","nonword","nonword",NA
"оренкур","оюаду","nonword","nonword","nonword",NA
"тебpий","передомі","nonword","nonword","nonword",NA
"пунес","кофлорація","nonword","nonword","nonword",NA
"окулкви","косутет","nonword","nonword","nonword",NA
"магаорн","прплавати","nonword","nonword","nonword",NA
"хотерброд","чобари","nonword","nonword","nonword",NA
"уєтелик","опімент","nonword","nonword","nonword",NA
"неможливно","біолягає","nonword","nonword","nonword",NA
"ранкий","преро","nonword","nonword","nonword",NA
"анатомди","наирилати","nonword","nonword","nonword",NA
"ціравляти","фантазди","nonword","nonword","nonword",NA
"володцер","перьнка","nonword","nonword","nonword",NA
"сной","навмиску","nonword","nonword","nonword",NA
"фіечка","збсюжений","nonword","nonword","nonword",NA
"профина","почуий","nonword","nonword","nonword",NA
"туриро","люолький","nonword","nonword","nonword",NA
"люлена","спровы","nonword","nonword","nonword",NA
"оператобний","elанина","nonword","nonword","nonword",NA
"домовлять","універкатет","nonword","nonword","nonword",NA
"монсal","риболоайя","nonword","nonword","nonword",NA
"закунта","милосепья","nonword","nonword","nonword",NA
"династоз","пасит","nonword","nonword","nonword",NA
"баьна","звичткний","nonword","nonword","nonword",NA
"оправдання","швечко","nonword","nonword","nonword",NA
"спокочно","помириовий","nonword","nonword","nonword",NA
"перегадати","жаремонія","nonword","nonword","nonword",NA
"заступний","невіробив","nonword","nonword","nonword",NA
"прибави","орчита","nonword","nonword","nonword",NA
"раділк","паратьрмальний","nonword","nonword","nonword",NA
"теяго","втікll","nonword","nonword","nonword",NA
"рисуький","досталла","nonword","nonword","nonword",NA
"нимса","зок","nonword","nonword","nonword",NA
"сіійник","атр","nonword","nonword","nonword",NA
"акита","розвонит","nonword","nonword","nonword",NA
"кірстеатр","нокдром","nonword","nonword","nonword",NA
"зобьі","вбившиво","nonword","nonword","nonword",NA
"аррой","моккання","nonword","nonword","nonword",NA
"люлена","храйпер","nonword","nonword","nonword",NA
"лотна","неузвище","nonword","nonword","nonword",NA
"прбpати","погація","nonword","nonword","nonword",NA
"семімир","прогулміка","nonword","nonword","nonword",NA
"максий","злочсиність","nonword","nonword","nonword",NA
"ковічневий","монтлa","nonword","nonword","nonword",NA
"кірокість","випулиник","nonword","nonword","nonword",NA
"темропа","адра","nonword","nonword","nonword",NA
"донк","сятсон","nonword","nonword","nonword",NA
"покаразо","кеббінг","nonword","nonword","nonword",NA
"жавживий","слжна","nonword","nonword","nonword",NA
"пркрес","переголошувати","nonword","nonword","nonword",NA
"илд","героrd","nonword","nonword","nonword",NA
"учмната","южти","nonword","nonword","nonword",NA
"збілтрити","зарпкета","nonword","nonword","nonword",NA
"поощал","чутливно","nonword","nonword","nonword",NA
"навіавція","обоврюзок","nonword","nonword","nonword",NA
"винишпути","лекцны","nonword","nonword","nonword",NA
"смерск","грїти","nonword","nonword","nonword",NA
"придвійний","остатья","nonword","nonword","nonword",NA
"паерк","захиегти","nonword","nonword","nonword",NA
"винансування","розняв","nonword","nonword","nonword",NA
"друзатичний","марп","nonword","nonword","nonword",NA
"ураглі","ігращиа","nonword","nonword","nonword",NA
"гертальний","удартал","nonword","nonword","nonword",NA
"інходент","ює","nonword","nonword","nonword",NA
"дополодь","витротати","nonword","nonword","nonword",NA
"попріда","провей","nonword","nonword","nonword",NA
"повоеят","дровний","nonword","nonword","nonword",NA
"занувоний","ельзантний","nonword","nonword","nonword",NA
"мокрький","провідня","nonword","nonword","nonword",NA
"хворех","нанічний","nonword","nonword","nonword",NA
"релка","родотник","nonword","nonword","nonword",NA
"органідевати","рсо","nonword","nonword","nonword",NA
"колеут","веджиляція","nonword","nonword","nonword",NA
