"word_combo","ru_cue","ru_target","type","cue_type","target_type","ru_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"столконцерт","стол","концерт","unrelated","word","word",0.117488221812698,-0.563530374638182,0.990487449951514,0.131193267672762,57,64,66,8,0.96969696969697,64,66,8,0.96969696969697,FALSE,TRUE,TRUE
"столстул","стол","стул","related","word","word",0.596323765033184,-0.671319664779788,0.683423165733158,0.0889741176858669,59,67,69,13,0.971014492753623,66,70,12,0.942857142857143,TRUE,TRUE,TRUE
"сторожитьбоек","сторожить","боек","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сторожитьпатруль","сторожить","патруль","related","word","word",0.247382869733479,-0.279823709155711,0.753407717586999,0.100678341134353,56,67,70,6,0.957142857142857,57,69,7,0.826086956521739,FALSE,TRUE,TRUE
"сторожитьчудовищный","сторожить","чудовищный","unrelated","word","word",0.0639257333881244,0.134962884939889,1.04666127955897,0.129822354014898,65,70,75,5,0.933333333333333,60,75,5,0.8,FALSE,TRUE,TRUE
"стоятьидж","стоять","идж","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стоятьочевидно","стоять","очевидно","unrelated","word","word",0.116340169178872,-0.299453674390424,0.738685099408571,0.096994105409969,58,66,70,4,0.942857142857143,65,70,4,0.928571428571429,FALSE,TRUE,TRUE
"стоятьсидеть","стоять","сидеть","related","word","word",0.647040855880587,-0.629680381748144,0.512657494816697,0.0631037753987168,66,69,74,8,0.932432432432432,67,73,9,0.917808219178082,TRUE,TRUE,TRUE
"страданияболь","страдания","боль","related","word","word",0.622572130423413,-0.808093331445839,0.329242224276483,0.0443950124648593,55,63,66,10,0.954545454545455,61,66,10,0.924242424242424,TRUE,TRUE,TRUE
"страданиядвигатель","страдания","двигатель","unrelated","word","word",0.101559510472647,-0.370628985167065,0.680760823246711,0.0796770277189773,73,79,80,9,0.9875,78,80,9,0.975,TRUE,TRUE,TRUE
"страданиямеханиратский","страдания","механиратский","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"страдатьвэсть","страдать","вэсть","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"страдатьсолнечный","страдать","солнечный","unrelated","word","word",0.0766064402393481,-0.313995035788244,0.982718534966803,0.129037265331623,58,65,67,10,0.970149253731343,65,67,10,0.970149253731343,FALSE,TRUE,TRUE
"страдатьумирать","страдать","умирать","related","word","word",0.480083586818591,-0.528205655165345,0.576432545525825,0.0726236744316786,63,68,71,12,0.957746478873239,70,71,12,0.985915492957746,TRUE,TRUE,TRUE
"стражурмибам","стражур","мибам","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стражурпобег","стражур","побег","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стралегаздраник","стралега","здраник","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стралеганасекомое","стралега","насекомое","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"странабархой","страна","бархой","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"странанация","страна","нация","related","word","word",0.574364349901338,-0.509050814530319,0.544444273679369,0.0714890354677405,58,64,70,8,0.914285714285714,65,69,9,0.942028985507246,TRUE,TRUE,TRUE
"странаописание","страна","описание","unrelated","word","word",0.0904809895377801,-0.390722138610086,0.728052923290622,0.0964329654554223,57,65,70,7,0.928571428571429,64,70,7,0.914285714285714,FALSE,TRUE,TRUE
"страстведливостьраковина","страстведливость","раковина","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"страстведливостьчефеный","страстведливость","чефеный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"страшитьклиника","страшить","клиника","unrelated","word","word",0.0812301411376145,-0.325469141109095,0.681337666024575,0.0832386440772441,67,75,79,8,0.949367088607595,52,80,7,0.65,TRUE,TRUE,TRUE
"страшитьконеумолибо","страшить","конеумолибо","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"страшитьпугать","страшить","пугать","related","word","word",0.40374777221962,-0.236486967177366,0.927123649130735,0.125013327346072,55,60,64,1,0.9375,32,63,2,0.507936507936508,FALSE,TRUE,TRUE
"страшныйжуткий","страшный","жуткий","related","word","word",0.59797958100766,-0.643081947747267,0.425474063642572,0.0558674815712367,58,62,65,7,0.953846153846154,62,64,8,0.96875,TRUE,TRUE,TRUE
"страшныйинформировать","страшный","информировать","unrelated","word","word",-0.0163741518249785,0.571251523044374,1.25205611768266,0.171983134420297,53,60,63,4,0.952380952380952,61,64,3,0.953125,FALSE,TRUE,TRUE
"страшныйстдых","страшный","стдых","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стрелокдолг","стрелок","долг","unrelated","word","word",0.143030097969032,-0.557849120646057,0.845262004358926,0.104841848369002,65,74,77,9,0.961038961038961,72,77,9,0.935064935064935,FALSE,TRUE,TRUE
"стрелокпроисшерстие","стрелок","происшерстие","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стрелокснайпер","стрелок","снайпер","related","word","word",0.59549369538292,-0.31593436785527,1.20898970162624,0.149956716762297,65,66,69,9,0.956521739130435,61,68,10,0.897058823529412,FALSE,TRUE,TRUE
"стресилзапах","стресил","запах","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стресилтрбя","стресил","трбя","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стрессдепрессия","стресс","депрессия","related","word","word",0.500028685544307,-0.415001872616453,0.758986676706111,0.102341742609339,55,61,65,10,0.938461538461538,60,66,9,0.909090909090909,FALSE,TRUE,TRUE
"стресскошка","стресс","кошка","unrelated","word","word",0.101181672743582,-0.852084051757454,0.321080842515923,0.0425281965146046,57,60,62,6,0.967741935483871,59,62,6,0.951612903225806,TRUE,TRUE,TRUE
"стрессчтожной","стресс","чтожной","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стрештправосудие","стрешт","правосудие","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стрештпрозвогство","стрешт","прозвогство","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"строялопиво","строяло","пиво","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"строялопсихоческий","строяло","психоческий","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"струлбогатый","струл","богатый","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"струлизтальный","струл","изтальный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стрялыйвпечатлять","стрялый","впечатлять","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стрялыйзуск","стрялый","зуск","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стячокмонадвинь","стячок","монадвинь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"стячокпобедитель","стячок","победитель","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"субботавоскресенье","суббота","воскресенье","related","word","word",0.553408476812764,-0.480855729385898,0.717971711774548,0.0942743043673048,58,63,66,8,0.954545454545455,63,66,8,0.954545454545455,FALSE,TRUE,TRUE
"субботаподтверствам","суббота","подтверствам","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"субботатовар","суббота","товар","unrelated","word","word",0.107790497206958,-0.532888297234936,0.617753358135722,0.0760401819104157,66,70,74,7,0.945945945945946,70,74,7,0.945945945945946,TRUE,TRUE,TRUE
"субмаринадружелюбный","субмарина","дружелюбный","unrelated","word","word",0.12354440039219,-0.146227413647122,0.783518282820933,0.104702034663906,56,60,68,9,0.88235294117647,50,66,11,0.757575757575758,FALSE,TRUE,TRUE
"субмаринаотвратинесчастный","субмарина","отвратинесчастный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"субмаринасудно","субмарина","судно","related","word","word",0.479099138831403,-0.588294863703116,0.543251277441222,0.0713323873872943,58,63,69,7,0.91304347826087,50,68,8,0.735294117647059,TRUE,TRUE,TRUE
"судкрасивый","суд","красивый","unrelated","word","word",0.140202097610232,-0.526079893557,0.680406613006095,0.089341765247996,58,61,66,11,0.924242424242424,61,66,11,0.924242424242424,TRUE,TRUE,TRUE
"судмтить","суд","мтить","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"судсудить","суд","судить","related","word","word",0.328724231103674,-0.555558024693861,0.660324090482644,0.0852474735179614,60,69,74,7,0.932432432432432,68,73,8,0.931506849315068,TRUE,TRUE,TRUE
"суицидпулытграф","суицид","пулытграф","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"суицидсигнал","суицид","сигнал","unrelated","word","word",0.102109826373497,-0.589288824583321,0.516331793440689,0.0617134531429248,70,84,90,11,0.933333333333333,57,92,9,0.619565217391304,TRUE,TRUE,TRUE
"суицидубийство","суицид","убийство","related","word","word",0.426833538478618,-0.622414738632173,0.46644167351223,0.0597217365471845,61,77,80,11,0.9625,60,80,11,0.75,TRUE,TRUE,TRUE
"сукновоесте","сукно","воесте","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сукновторник","сукно","вторник","unrelated","word","word",0.110385317631366,-0.490846050878911,0.508443201282111,0.0650994811152549,61,70,73,10,0.958904109589041,44,73,10,0.602739726027397,TRUE,TRUE,TRUE
"сукноплаточек","сукно","платочек","related","word","word",0.284922658812391,0.0120805458682314,0.965109038520539,0.121592309713619,63,74,79,11,0.936708860759494,54,78,12,0.692307692307692,FALSE,TRUE,TRUE
"сультинаденшать","сультина","деншать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сультиназнал","сультина","знал","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сунжоизяблика","сунжо","изяблика","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сунжонаркотик","сунжо","наркотик","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сунказачтенный","сунка","зачтенный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сункасиняк","сунка","синяк","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"супержэмгруппа","супержэм","группа","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"супержэмдоказательмкнуть","супержэм","доказательмкнуть","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"суперменбэтмен","супермен","бэтмен","related","word","word",0.508732433946351,-0.218653358340293,0.728845321672547,0.100114604416305,53,61,66,13,0.924242424242424,59,67,12,0.880597014925373,FALSE,TRUE,TRUE
"суперменвыдающийся","супермен","выдающийся","unrelated","word","word",0.132097054556306,0.082830875528175,0.742868028904648,0.0975433509610027,58,65,68,5,0.955882352941177,65,68,5,0.955882352941177,FALSE,TRUE,TRUE
"суперменгачел","супермен","гачел","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"суппоместечь","суп","поместечь","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"супсалат","суп","салат","related","word","word",0.645865426312838,-0.790834704393329,0.338556413989794,0.0456509375495935,55,66,70,9,0.942857142857143,65,70,9,0.928571428571429,TRUE,TRUE,TRUE
"супчетверть","суп","четверть","unrelated","word","word",0.134053017361562,0.249362025123183,1.16267880502988,0.161234540324248,52,64,72,9,0.888888888888889,66,70,11,0.942857142857143,FALSE,TRUE,TRUE
"сурклиент","сур","клиент","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сурневыйкройтегия","сурневый","кройтегия","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сурневыйфинансирование","сурневый","финансирование","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"суровыйбестробный","суровый","бестробный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"суровыйтошнота","суровый","тошнота","unrelated","word","word",0.109303818172933,-0.28603097039106,0.499958846629997,0.0645444095595682,60,73,81,11,0.901234567901235,74,82,10,0.902439024390244,TRUE,TRUE,TRUE
"суровыйтрудный","суровый","трудный","related","word","word",0.452696955355131,-0.632737016725602,0.430095392318439,0.0574739143459187,56,60,63,12,0.952380952380952,57,61,14,0.934426229508197,TRUE,TRUE,TRUE
"суроскорбпература","сур","оскорбпература","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сухожойотправлять","сухожой","отправлять","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сухожойсирио","сухожой","сирио","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сухойвлажный","сухой","влажный","related","word","word",0.457048821457683,-0.437399108941764,0.866468646787443,0.110939942094343,61,67,70,14,0.957142857142857,67,69,15,0.971014492753623,FALSE,TRUE,TRUE
"сухойдафть","сухой","дафть","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сухойпоказание","сухой","показание","unrelated","word","word",0.126616551350265,-0.306892682671219,0.801374355098072,0.104330054578178,59,62,64,10,0.96875,63,63,11,1,FALSE,TRUE,TRUE
"считатьвычислять","считать","вычислять","related","word","word",0.358067697023377,0.0266173286388965,1.21081114192695,0.160375853577712,57,60,63,10,0.952380952380952,60,63,10,0.952380952380952,FALSE,TRUE,TRUE
"считатьпуля","считать","пуля","unrelated","word","word",0.0914953481771651,-0.536742850772934,1.02352099658126,0.134394891018113,58,69,74,11,0.932432432432432,70,76,9,0.921052631578947,FALSE,TRUE,TRUE
"считатьтеект","считать","теект","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"съенныенеизстойный","съенные","неизстойный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"съенныепроизводство","съенные","производство","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сыгланеверода","сыгла","неверода","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сыглашрам","сыгла","шрам","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сэндвичгамбургер","сэндвич","гамбургер","related","word","word",0.604877734578646,-0.150869869984206,0.783998966546433,0.104766268728628,56,64,69,5,0.927536231884058,50,69,5,0.72463768115942,FALSE,TRUE,TRUE
"сэндвичиспользовать","сэндвич","использовать","unrelated","word","word",0.0572656632961046,-0.0851723621519137,0.74000560142702,0.0997823349408251,55,65,70,8,0.928571428571429,58,71,7,0.816901408450704,FALSE,TRUE,TRUE
"сэндвичтузенк","сэндвич","тузенк","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сюрпризгмис","сюрприз","гмис","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"сюрпризжажда","сюрприз","жажда","unrelated","word","word",0.00271967672512346,-0.50352258861915,0.496000851837267,0.0640334346290142,60,67,72,8,0.930555555555556,71,74,6,0.959459459459459,TRUE,TRUE,TRUE
"сюрпризразочарование","сюрприз","разочарование","related","word","word",0.186859660049271,0.368470958483799,1.1213251287607,0.127786858072247,77,87,91,10,0.956043956043956,87,89,12,0.97752808988764,FALSE,TRUE,TRUE
"табаквзрыв","табак","взрыв","unrelated","word","word",0.102189394333331,-0.651796150575622,0.438986662821922,0.0586620603443888,56,61,61,12,1,61,61,12,1,TRUE,TRUE,TRUE
"табакпродамент","табак","продамент","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"табаксигарета","табак","сигарета","related","word","word",0.386451801205177,-0.500157955239405,0.850142262356134,0.116776020593853,53,64,68,5,0.941176470588235,62,68,5,0.911764705882353,FALSE,TRUE,TRUE
"таблеткапалукров","таблетка","палукров","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"таблеткапилюля","таблетка","пилюля","related","word","word",0.656235718552303,0.237497988047167,1.63076064952889,0.212306953032547,59,64,73,6,0.876712328767123,69,73,6,0.945205479452055,FALSE,TRUE,TRUE
"таблеткарост","таблетка","рост","unrelated","word","word",0.13435045583999,-0.616875704126524,0.406430374653466,0.0538330182122584,57,62,67,11,0.925373134328358,61,67,11,0.91044776119403,TRUE,TRUE,TRUE
"тагержатьзагланелл","тагержать","загланелл","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"тагержатьсобирать","тагержать","собирать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"таксилимузин","такси","лимузин","related","word","word",0.526463020328362,-0.177392456562266,0.748899828312096,0.0974984530816778,59,63,68,9,0.926470588235294,63,66,11,0.954545454545455,FALSE,TRUE,TRUE
"таксискромный","такси","скромный","unrelated","word","word",0.0891801990724045,-0.325843770664969,0.579339671931304,0.0702552547201015,68,80,90,14,0.888888888888889,81,89,15,0.910112359550562,TRUE,TRUE,TRUE
"таксифренги","такси","френги","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"тамошитьсумасшедший","тамошить","сумасшедший","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"тамошитьфинансучий","тамошить","финансучий","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"танмехдруммизовка","танмех","друммизовка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"танмехобижать","танмех","обижать","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"танцорбиология","танцор","биология","unrelated","word","word",0.14868371213769,-0.545212310699054,0.331801824084171,0.0447401488325202,55,61,62,5,0.983870967741935,58,61,6,0.950819672131147,TRUE,TRUE,TRUE
"танцорправдосумие","танцор","правдосумие","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"танцортанец","танцор","танец","related","word","word",0.468965319600879,-0.736599430629115,0.466088217443576,0.0622836579173591,56,65,69,10,0.942028985507246,64,68,11,0.941176470588235,TRUE,TRUE,TRUE
"тапияграфиня","тапия","графиня","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"тапиячелостек","тапия","челостек","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"татуиделькаглуний","татуиделька","глуний","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"татуидельказападный","татуиделька","западный","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"татуировкадинакорм","татуировка","динакорм","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"татуировкастремление","татуировка","стремление","unrelated","word","word",0.136029414198979,-0.349174020406413,0.500956988492408,0.0636216011601688,62,75,77,10,0.974025974025974,71,77,10,0.922077922077922,TRUE,TRUE,TRUE
"татуировкашрам","татуировка","шрам","related","word","word",0.478651012876667,-0.619303188186797,0.496570097133067,0.0620712621416334,64,71,76,7,0.93421052631579,71,76,7,0.93421052631579,TRUE,TRUE,TRUE
"таятьжурнал","таять","журнал","unrelated","word","word",0.0674831372058506,-0.451106996338284,1.23471969061149,0.151983487658909,66,74,79,5,0.936708860759494,48,81,3,0.592592592592593,FALSE,TRUE,TRUE
"таятьзамерзать","таять","замерзать","related","word","word",0.490428305444623,-0.0573602281200408,0.911776989211824,0.118703253282862,59,64,70,13,0.914285714285714,47,70,13,0.671428571428571,FALSE,TRUE,TRUE
"таятьфыва","таять","фыва","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"творчествозащищать","творчество","защищать","unrelated","word","word",0.0854634888507785,-0.106150814005681,0.768354903131162,0.0859046897123272,80,95,97,10,0.979381443298969,91,97,10,0.938144329896907,TRUE,TRUE,TRUE
"творчествомошенничекво","творчество","мошенничекво","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"творчестворазрушение","творчество","разрушение","related","word","word",0.216554188598954,-0.271580027037975,0.470390031629868,0.06176523710609,58,65,69,15,0.942028985507246,64,69,15,0.927536231884058,TRUE,TRUE,TRUE
"тебатглядеть","тебат","глядеть","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"тебатфивак","тебат","фивак","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"текстглупость","текст","глупость","unrelated","word","word",0.0663551765811561,-0.537371654054541,0.519769845780195,0.065484845282133,63,71,73,14,0.972602739726027,69,71,16,0.971830985915493,TRUE,TRUE,TRUE
"текстпредоциальный","текст","предоциальный","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"текстстихотворение","текст","стихотворение","related","word","word",0.422542868738702,0.04686838209103,0.771565327384339,0.0979888945667546,62,73,74,8,0.986486486486487,69,74,8,0.932432432432432,FALSE,TRUE,TRUE
"телегопзамечуместный","телегоп","замечуместный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"телегопрепутация","телегоп","репутация","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"телеграммавыбирать","телеграмма","выбирать","unrelated","word","word",0.117798248782561,-0.296625703541031,0.712189951516955,0.0845213971610292,71,85,88,9,0.965909090909091,84,87,10,0.96551724137931,TRUE,TRUE,TRUE
"телеграммаписьмо","телеграмма","письмо","related","word","word",0.47484622624304,-0.739346203186867,0.534285434799399,0.0713968944201035,56,65,69,9,0.942028985507246,63,69,9,0.91304347826087,TRUE,TRUE,TRUE
"телеграммасерон","телеграмма","серон","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"телескопмикроскоп","телескоп","микроскоп","related","word","word",0.572757234376052,-0.149519803382258,0.782144543653368,0.103597575597076,57,63,65,4,0.969230769230769,62,64,5,0.96875,FALSE,TRUE,TRUE
"телескоппрад","телескоп","прад","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"телескопрезать","телескоп","резать","unrelated","word","word",0.110427902401505,-0.304201211641421,0.547224126486063,0.0615675243804282,79,87,91,6,0.956043956043956,86,91,6,0.945054945054945,TRUE,TRUE,TRUE
"телестинеманеприча","телестинема","неприча","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"телестинемасаботаж","телестинема","саботаж","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"телоакним","тело","акним","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"телотруп","тело","труп","related","word","word",0.572257342563011,-0.73596269510601,0.397260740591767,0.0550901526897082,52,58,63,8,0.920634920634921,59,64,7,0.921875,TRUE,TRUE,TRUE
"телофинансовый","тело","финансовый","unrelated","word","word",0.0653499915319974,-0.17214019953804,1.11790893365298,0.155026076214811,52,60,66,5,0.909090909090909,60,65,6,0.923076923076923,FALSE,TRUE,TRUE
"тельнующийбиологический","тельнующий","биологический","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"тельнующийубира","тельнующий","убира","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"тёнкагангнота","тёнка","гангнота","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"тёнкалавка","тёнка","лавка","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"теньнебовница","тень","небовница","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"теньтемный","тень","темный","related","word","word",0.296992359517486,-0.7726597940035,0.386974867502176,0.0541873199982675,51,59,61,8,0.967213114754098,59,62,7,0.951612903225806,TRUE,TRUE,TRUE
"теньучиться","тень","учиться","unrelated","word","word",0.100588132107424,-0.442246672680751,0.536445193970283,0.0681286077628678,62,72,75,14,0.96,71,74,15,0.959459459459459,TRUE,TRUE,TRUE
