"word_combo","pt_cue","pt_target","type","cue_type","target_type","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"torquaitotraseiro","torquaito","traseiro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"torquaytolaranja","torquayto","laranja","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"torquaytoprotecçäoetário","torquayto","protecçäoetário","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"torreaceitar","torre","aceitar","unrelated","word","word",-0.584772621943048,0.404339162114934,0.0501521006569488,65,72,73,1,0.986301369863014,72,73,1,0.986301369863014,TRUE,TRUE,TRUE
"torreconstrução","torre","construção","related","word","word",-0.51239379455065,0.447046262684933,0.0554492645412232,65,66,66,1,1,66,66,1,1,TRUE,TRUE,TRUE
"torreedifício","torre","edifício","related","word","word",-0.489817298446603,0.528025605595619,0.0725298949639622,53,57,59,1,0.966101694915254,55,59,1,0.932203389830508,TRUE,TRUE,TRUE
"torrehotricto","torre","hotricto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"torrenoair","torre","noair","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tosseaplaunidade","tosse","aplaunidade","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tossefebre","tosse","febre","related","word","word",-0.514183645106948,0.733168853775798,0.0830150255280453,78,85,86,2,0.988372093023256,77,86,2,0.895348837209302,TRUE,TRUE,TRUE
"tosseinformação","tosse","informação","unrelated","word","word",-0.544719076367608,0.373067451098066,0.0439664207519039,72,74,75,3,0.986666666666667,73,76,2,0.960526315789474,TRUE,TRUE,TRUE
"tosseverifiqueisa","tosse","verifiqueisa","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tostabacon","tosta","bacon","related","word","word",-0.258697974291404,0.662381885200233,0.0946259836000334,49,53,55,1,0.963636363636364,53,55,1,0.963636363636364,FALSE,TRUE,FALSE
"tostaexército","tosta","exército","unrelated","word","word",-0.537691491781096,0.639539903374351,0.0942950143926282,46,48,50,0,0.96,45,50,0,0.9,FALSE,TRUE,FALSE
"tostapites","tosta","pites","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"totalcompleto","total","completo","related","word","word",-0.646223021767587,0.677892598862452,0.0882540992078631,59,61,61,3,1,61,61,3,1,TRUE,TRUE,TRUE
"totalempregada","total","empregada","unrelated","word","word",-0.206140673806195,1.01453425291775,0.147985030176171,47,52,52,1,1,51,52,1,0.980769230769231,FALSE,TRUE,FALSE
"totalfraça","total","fraça","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"totalgarçonete","total","garçonete","unrelated","word","word",-0.243657944650229,0.476256174232184,0.0694691028051974,47,48,54,0,0.888888888888889,54,54,0,1,TRUE,TRUE,FALSE
"totalsubsquedo","total","subsquedo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tovtagocharla","tovta","gocharla","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tovtaraparigas","tovta","raparigas","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trabakersfuexaustivo","trabakers","fuexaustivo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trabakersnotável","trabakers","notável","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trabalholiberal","trabalho","liberal","unrelated","word","word",-0.516181615082797,0.618791835233987,0.0792281759113104,61,66,68,0,0.970588235294118,68,68,0,1,TRUE,TRUE,TRUE
"trabalhopria menpre","trabalho","pria menpre","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trabalhotrabalhar","trabalho","trabalhar","related","word","word",-0.631059704297322,0.415589930508301,0.0536524293236716,60,63,63,0,1,63,63,0,1,TRUE,TRUE,TRUE
"traconalargu","tracon","alargu","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tracondistraisão","tracon","distraisão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"traconmelhoria","tracon","melhoria","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"traconreligião","tracon","religião","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trageacontecer","trage","acontecer","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trageensiveis","trage","ensiveis","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trageindições","trage","indições","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tragequatro","trage","quatro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trailerfurgão","trailer","furgão","related","word","word",0.00115551813453026,1.18156214796182,0.167098121443429,50,52,59,0,0.88135593220339,57,59,0,0.966101694915254,FALSE,TRUE,TRUE
"trailerpermanemouth","trailer","permanemouth","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trailertentar","trailer","tentar","unrelated","word","word",-0.602174232698671,0.451659701838337,0.0614631003823064,54,56,57,0,0.982456140350877,51,57,0,0.894736842105263,TRUE,TRUE,TRUE
"trancadoartilharia","trancado","artilharia","unrelated","word","word",0.137896373473808,0.780449793706453,0.0999263565304465,61,65,72,0,0.902777777777778,69,71,1,0.971830985915493,FALSE,TRUE,TRUE
"trancadofechado","trancado","fechado","related","word","word",-0.476350710102221,0.809738503422781,0.102836892771637,62,65,66,0,0.984848484848485,61,66,0,0.924242424242424,FALSE,TRUE,TRUE
"trancadoprofesquem","trancado","profesquem","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trancadoseñosaro","trancado","señosaro","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranetoarma","traneto","arma","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranetopoexaustico","traneto","poexaustico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranetopoker","traneto","poker","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranetopudes","traneto","pudes","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranpresacafé","tranpresa","café","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranpresacorporação","tranpresa","corporação","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranpresagechihiroso","tranpresa","gechihiroso","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranpresasifrierante","tranpresa","sifrierante","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranradoralbertra","tranrador","albertra","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranradorformiga","tranrador","formiga","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranradorminatoma","tranrador","minatoma","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranradorplausível","tranrador","plausível","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transgatinabande","transgatina","bande","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transgatinamotor","transgatina","motor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transgatinaróico","transgatina","róico","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transgatinatrabalhar","transgatina","trabalhar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transoalculou","transoal","culou","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transoalherdar","transoal","herdar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transoallá","transoal","lá","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transoalnyo","transoal","nyo","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transpamentoammax","transpamento","ammax","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transpamentocardeal","transpamento","cardeal","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transpamentochantagem","transpamento","chantagem","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"transpamentodesinatação","transpamento","desinatação","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranviçoalto","tranviço","alto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranviçoquavrax","tranviço","quavrax","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranviçorelem","tranviço","relem","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranviçousual","tranviço","usual","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranximarcontraiatrado","tranximar","contraiatrado","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranximarrapichas","tranximar","rapichas","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranximarrapidamente","tranximar","rapidamente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tranximarúltimo","tranximar","último","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trareceita","trare","ceita","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"traredómen","trare","dómen","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trareimportante","trare","importante","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trarepalestra","trare","palestra","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trasculoinconção","trasculo","inconção","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trasculoprefeito","trasculo","prefeito","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trasculoprofessor","trasculo","professor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trasculosemazursimente","trasculo","semazursimente","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trazerifundagor","trazer","ifundagor","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trazerlegal","trazer","legal","unrelated","word","word",-0.630291606965879,0.604674426834877,0.085513877525006,50,51,53,0,0.962264150943396,47,52,1,0.903846153846154,TRUE,TRUE,TRUE
"trazermandar","trazer","mandar","related","word","word",-0.566643155715762,0.639462569939495,0.0748434327747044,73,78,79,1,0.987341772151899,77,79,1,0.974683544303797,TRUE,TRUE,TRUE
"trazersuposides","trazer","suposides","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"treinadorjogador","treinador","jogador","related","word","word",-0.606362397372807,0.726665720577389,0.0979835857740057,55,58,59,0,0.983050847457627,57,59,0,0.966101694915254,FALSE,TRUE,TRUE
"treinadorsuficiente","treinador","suficiente","unrelated","word","word",-0.543849704533347,0.42018483016533,0.0626374562242588,45,51,51,0,1,48,51,0,0.941176470588235,TRUE,TRUE,FALSE
"treinadorvesí","treinador","vesí","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tremagolhanço","tremago","lhanço","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tremagolivro","tremago","livro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tremmagodentro","tremmago","dentro","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tremmagosaboxing","tremmago","saboxing","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tresnocivilizanhar","tresno","civilizanhar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tresnodinamite","tresno","dinamite","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tresnorinhos","tresno","rinhos","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tresnosuperior","tresno","superior","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trevascomer","trevas","comer","unrelated","word","word",-0.68585096330817,0.369067634378904,0.048884202368031,57,60,60,0,1,59,60,0,0.983333333333333,TRUE,TRUE,TRUE
"trevashonortsida","trevas","honortsida","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trevasluz","trevas","luz","related","word","word",-0.639814090332992,0.650582328829276,0.0846986048936517,59,63,65,2,0.969230769230769,59,63,4,0.936507936507937,TRUE,TRUE,TRUE
"tribucovescampeonato","tribucoves","campeonato","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tribucovesprotransa","tribucoves","protransa","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tribukowsarnho","tribukows","arnho","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tribukowssuperior","tribukows","superior","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tribunalcienglandta","tribunal","cienglandta","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tribunaljuiz","tribunal","juiz","related","word","word",-0.647809123219251,0.341930792070221,0.0350813590575377,95,100,101,0,0.99009900990099,97,101,0,0.96039603960396,TRUE,TRUE,TRUE
"tribunallaranja","tribunal","laranja","unrelated","word","word",-0.706607146951165,0.458838536920983,0.0573548171151228,64,65,65,0,1,65,65,0,1,TRUE,TRUE,TRUE
"tribunaltoamingo","tribunal","toamingo","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tribunalverificar","tribunal","verificar","unrelated","word","word",-0.480157367134884,0.633409162876802,0.0923922221577132,47,51,52,1,0.980769230769231,51,52,1,0.980769230769231,FALSE,TRUE,FALSE
"tripatraípeaudiência","tripatraípe","audiência","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripatraípeconsvação","tripatraípe","consvação","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripmicoesforzade","tripmico","esforzade","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripmicoexterno","tripmico","externo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripmicopreocupatochique","tripmico","preocupatochique","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripmicosobrenome","tripmico","sobrenome","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripulaçãobarco","tripulação","barco","related","word","word",-0.570372900439992,0.523778505018346,0.0568117554446005,85,88,91,2,0.967032967032967,87,91,2,0.956043956043956,TRUE,TRUE,TRUE
"tripulaçãoentrada","tripulação","entrada","unrelated","word","word",-0.354721672927058,1.36630415163467,0.195186307376381,49,50,50,0,1,48,50,0,0.96,FALSE,TRUE,FALSE
"tripulaçãomaqui","tripulação","maqui","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tripulaçãonavio","tripulação","navio","related","word","word",-0.520891623001135,0.54786224906424,0.0725661276100014,57,61,65,0,0.938461538461538,61,65,0,0.938461538461538,TRUE,TRUE,TRUE
"tripulaçãooeste","tripulação","oeste","unrelated","word","word",-0.0866171734690449,0.905897087576838,0.132138670977363,47,50,52,2,0.961538461538462,49,52,2,0.942307692307692,FALSE,TRUE,FALSE
"tripulaçãoprováquia","tripulação","prováquia","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tristeganis","triste","ganis","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tristetrágico","triste","trágico","related","word","word",-0.480184668508106,0.493378851493558,0.0532024097964778,86,91,92,0,0.989130434782609,90,92,0,0.978260869565217,TRUE,TRUE,TRUE
"tristetransmissor","triste","transmissor","unrelated","word","word",0.182226869854768,0.934006178146552,0.124811825562662,56,57,61,1,0.934426229508197,58,62,0,0.935483870967742,FALSE,TRUE,TRUE
"tristetriptrico","triste","triptrico","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunlescênciadoutor","triunlescência","doutor","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunlescênciaescrevendo","triunlescência","escrevendo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunlescênciaespiõestura","triunlescência","espiõestura","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunlescênciainesção","triunlescência","inesção","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunpamentocompleto","triunpamento","completo","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunpamentocrito","triunpamento","crito","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"triunpamentoinjohnno","triunpamento","injohnno","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"troféucoincina","troféu","coincina","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"troféumedalha","troféu","medalha","related","word","word",-0.218471441840419,1.04167163951035,0.134479230401339,60,64,65,2,0.984615384615385,62,65,2,0.953846153846154,FALSE,TRUE,TRUE
"troféuoix","troféu","oix","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"troféuraptar","troféu","raptar","unrelated","word","word",-0.148594754514541,0.809123715539181,0.0834547391058967,94,100,104,0,0.961538461538462,101,104,0,0.971153846153846,TRUE,TRUE,TRUE
"trolaareia","trola","areia","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trolafábri","trola","fábri","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trolareceio","trola","receio","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trolaregresna","trola","regresna","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trombonocadánais","trombono","cadánais","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trombonoculpado","trombono","culpado","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trombonoeverso","trombono","everso","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trombonoocultar","trombono","ocultar","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tromósdeimão","tromós","deimão","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tromósestrela","tromós","estrela","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tromósfurgão","tromós","furgão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tromósprodurant","tromós","produrant","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truireiraabaireiro","truireira","abaireiro","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truireiracadeira","truireira","cadeira","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truireiraestituir","truireira","estituir","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truireirasonho","truireira","sonho","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truquecoprancer","truque","coprancer","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truquecoquerque","truque","coquerque","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"truqueindicar","truque","indicar","unrelated","word","word",-0.523436032603836,0.47922959958555,0.0568740898851715,71,73,73,0,1,69,73,0,0.945205479452055,TRUE,TRUE,TRUE
"truquepiada","truque","piada","related","word","word",-0.635829024182516,0.454747296947316,0.0487540277240822,87,93,95,0,0.978947368421053,93,95,0,0.978947368421053,TRUE,TRUE,TRUE
"tubalhascharuto","tubalhas","charuto","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tubalhasescrever","tubalhas","escrever","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tubalhasimaguentante","tubalhas","imaguentante","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tubalhastoeio","tubalhas","toeio","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tubarãobelum","tubarão","belum","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tubarãometriusnico","tubarão","metriusnico","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tubarãopeixe","tubarão","peixe","related","word","word",-0.72379457423473,0.373262016013078,0.0470265937255816,63,69,71,0,0.971830985915493,69,71,0,0.971830985915493,TRUE,TRUE,TRUE
"tubarãosenha","tubarão","senha","unrelated","word","word",-0.402771736931216,0.81881863719212,0.0927129538022214,78,81,83,0,0.975903614457831,80,83,0,0.963855421686747,FALSE,TRUE,TRUE
"tuirebatalhão","tuire","batalhão","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuirecarta","tuire","carta","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuireonar","tuire","onar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuireromônilha","tuire","romônilha","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuíssecliente","tuísse","cliente","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuísseexcetrackte","tuísse","excetrackte","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuísseinalmar","tuísse","inalmar","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tuíssejogador","tuísse","jogador","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tumorautoridade","tumor","autoridade","unrelated","word","word",-0.265287268323397,0.568596059148007,0.0759818444572034,56,58,58,0,1,56,58,0,0.96551724137931,TRUE,TRUE,TRUE
"tumorcâncer","tumor","câncer","related","word","word",-0.524698147988263,0.754725596083474,0.0860089639985166,77,81,81,0,1,75,81,0,0.925925925925926,TRUE,TRUE,TRUE
"tumorcancro","tumor","cancro","related","word","word",-0.667628949422178,0.696910637385208,0.0832967531952268,70,73,73,1,1,71,72,2,0.986111111111111,TRUE,TRUE,TRUE
"tumorperprestar","tumor","perprestar","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tumoruto","tumor","uto","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
