"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"製作者ぢら","製作者","ぢら","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"製作者提供する","製作者","提供する","unrelated","word","word",0.876346623738704,-0.278127006375383,0.998484737143888,0.128903825280019,60,67,69,4,0.971014492753623,66,70,3,0.942857142857143,FALSE,TRUE,TRUE
"製作者監督","製作者","監督","related","word","word",0.795849958032377,-0.533054850309961,0.593435744304745,0.0699370731660619,72,77,79,2,0.974683544303797,78,79,2,0.987341772151899,TRUE,TRUE,TRUE
"褒い致心華る","褒い致心","華る","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"褒い致心過去","褒い致心","過去","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"褒ぬ十年","褒ぬ","十年","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"褒ぬ辞ち","褒ぬ","辞ち","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"褒め言葉ゲート","褒め言葉","ゲート","unrelated","word","word",0,-0.273325019492073,0.776271171100904,0.102819628397992,57,65,70,2,0.928571428571429,61,71,1,0.859154929577465,FALSE,TRUE,TRUE
"褒め言葉弦さへりも","褒め言葉","弦さへりも","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"褒め言葉贈り物","褒め言葉","贈り物","related","word","word",0,-0.68787413678309,0.374978002987147,0.0451420467780058,69,74,77,2,0.961038961038961,65,77,2,0.844155844155844,TRUE,TRUE,TRUE
"西お食事","西","お食事","unrelated","word","word",0,-0.330485453266593,0.888215459272717,0.0800876908668396,123,132,141,5,0.936170212765957,132,142,4,0.929577464788732,TRUE,TRUE,TRUE
"西東","西","東","related","word","word",0.812971312894987,-0.951497575597757,0.64929318860648,0.0831334740308551,61,62,64,2,0.96875,60,64,2,0.9375,TRUE,TRUE,TRUE
"西陣命ンストレーション","西","陣命ンストレーション","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"西類っき書く","西類っき","書く","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"西類っき陛上卿","西類っき","陛上卿","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"要因ビデオ","要因","ビデオ","unrelated","word","word",0.791162378396739,-0.409619883925494,0.742779450076047,0.0791805554252198,88,94,99,5,0.94949494949495,92,98,6,0.938775510204082,TRUE,TRUE,TRUE
"要因フー","要因","フー","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"要因要素","要因","要素","related","word","word",0.847323742689086,-0.257348756398565,0.925068838853116,0.115633604856639,64,72,73,2,0.986301369863014,69,72,3,0.958333333333333,FALSE,TRUE,TRUE
"要求するテレビ","要求する","テレビ","unrelated","word","word",0.583936745790377,-0.643345341781759,0.465418498501709,0.0564402832187918,68,79,84,1,0.94047619047619,79,85,0,0.929411764705882,TRUE,TRUE,TRUE
"要求するリクエスト","要求する","リクエスト","related","word","word",0.59350909765659,-0.164530823063491,0.74473586915945,0.0827484299066056,81,88,95,5,0.926315789473684,83,94,6,0.882978723404255,TRUE,TRUE,TRUE
"要求する囲産せけ","要求する","囲産せけ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"覆い隠すクレイジー","覆い隠す","クレイジー","unrelated","word","word",0,-0.249761932227695,0.723579362794205,0.09669235956129,56,64,71,4,0.901408450704225,54,71,4,0.76056338028169,FALSE,TRUE,TRUE
"覆い隠す所街","覆い隠す","所街","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"覆い隠す隠す","覆い隠す","隠す","related","word","word",0,-0.547960591387146,1.24350107982727,0.149699938308081,69,74,77,3,0.961038961038961,65,77,3,0.844155844155844,FALSE,TRUE,TRUE
"見るエピデミック","見る","エピデミック","unrelated","word","word",0,2.15715661965103,2.01086357160548,0.33989798064419,35,44,180,12,0.244444444444444,176,186,6,0.946236559139785,FALSE,TRUE,FALSE
"見る会う","見る","会う","related","word","word",0,-0.667693283442273,0.377604549117505,0.0461317379520987,67,78,81,2,0.962962962962963,79,81,2,0.975308641975309,TRUE,TRUE,TRUE
"見る貭","見る","貭","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"見事な乗る","見事な","乗る","unrelated","word","word",0.936072412682498,-0.766129303218623,0.697297992915021,0.0871622491143777,64,68,70,1,0.971428571428571,67,69,2,0.971014492753623,TRUE,TRUE,TRUE
"見事な素晴らしい","見事な","素晴らしい","related","word","word",0.96409070859391,-0.532908096459408,0.562113675828509,0.0779511415707397,52,56,58,9,0.96551724137931,57,59,8,0.966101694915254,TRUE,TRUE,TRUE
"見事な近鋲きん","見事な","近鋲きん","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"見袋プイ","見袋","プイ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"見袋説明","見袋","説明","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"見解拷問","見解","拷問","unrelated","word","word",0.759277274393855,-0.260986102257136,0.529719182150341,0.0652039239312383,66,79,89,0,0.887640449438202,81,88,1,0.920454545454545,TRUE,TRUE,TRUE
"見解気め層腫","見解","気め層腫","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"見解視点","見解","視点","related","word","word",0.495146849170915,-0.702487760007067,0.464677543441791,0.0555395894036854,70,74,77,1,0.961038961038961,71,76,2,0.93421052631579,TRUE,TRUE,TRUE
"親戚いとこ","親戚","いとこ","related","word","word",0.88520878467863,-0.327106663673669,0.674165388036419,0.0849368552034154,63,67,69,5,0.971014492753623,65,69,5,0.942028985507246,TRUE,TRUE,TRUE
"親戚原巾","親戚","原巾","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"親戚政治","親戚","政治","unrelated","word","word",0.718810647245759,-0.782691668008826,0.510236860320529,0.065871295421419,60,65,68,9,0.955882352941177,63,67,10,0.940298507462687,TRUE,TRUE,TRUE
"観察マーケティング","観察","マーケティング","unrelated","word","word",0.768708102721495,0.217483450005756,0.806134025771473,0.0859341758865551,88,96,102,1,0.941176470588235,98,102,1,0.96078431372549,TRUE,TRUE,TRUE
"観察残は","観察","残は","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"観察評価","観察","評価","related","word","word",0.712570470540608,-0.39473031348708,0.88228887774588,0.0808792888174355,119,141,149,4,0.946308724832215,136,146,7,0.931506849315068,TRUE,TRUE,TRUE
"角バニラ","角","バニラ","unrelated","word","word",0.811260199240186,-0.367084677227926,0.513957677683537,0.0637486041415634,65,76,78,3,0.974358974358974,76,78,3,0.974358974358974,TRUE,TRUE,TRUE
"角日肉家","角","日肉家","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"角路地","角","路地","related","word","word",0.488327832215048,-0.258031602277684,0.834391739859479,0.112509359250745,55,59,63,1,0.936507936507937,61,64,0,0.953125,FALSE,TRUE,TRUE
"觛部季スケジュール","觛部季","スケジュール","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"觛部季何胞抂","觛部季","何胞抂","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"解剖学取り調べる","解剖学","取り調べる","unrelated","word","word",0,-0.309578622172258,0.547348781891358,0.0689594646332699,63,73,79,1,0.924050632911392,72,79,1,0.911392405063291,TRUE,TRUE,TRUE
"解剖学心理学","解剖学","心理学","related","word","word",0.824992797002393,-0.336561568929533,0.619135966945376,0.0710197661112167,76,88,92,3,0.956521739130435,86,93,2,0.924731182795699,TRUE,TRUE,TRUE
"解剖学放を","解剖学","放を","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"解毒剤ワクチン","解毒剤","ワクチン","related","word","word",0,-0.272414743029162,0.743751407431587,0.0821336029429851,82,100,107,5,0.934579439252336,92,107,5,0.85981308411215,TRUE,TRUE,TRUE
"解毒剤十月","解毒剤","十月","unrelated","word","word",0,-0.196222603048556,0.674879107397343,0.0918394139549144,54,61,63,3,0.968253968253968,58,63,3,0.920634920634921,FALSE,TRUE,TRUE
"解毒剤胸異","解毒剤","胸異","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"触貨プライバシー","触貨","プライバシー","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"触貨廉柴葵","触貨","廉柴葵","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"言欠ずゲハ","言欠ず","ゲハ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"言欠ず観客","言欠ず","観客","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"言皿ほひ暴揆ル","言皿ほひ","暴揆ル","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"言皿ほひ説教","言皿ほひ","説教","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"計画キヘめぬ","計画","キヘめぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"計画ミサイル","計画","ミサイル","unrelated","word","word",0.947443597129913,-0.470871098238276,0.472958421598777,0.0626448732953991,57,67,71,2,0.943661971830986,67,71,2,0.943661971830986,TRUE,TRUE,TRUE
"計画戦略","計画","戦略","related","word","word",0.947191881988416,-0.505155618749073,0.846447756479834,0.112114744202265,57,63,68,4,0.926470588235294,65,68,4,0.955882352941177,FALSE,TRUE,TRUE
"討書プレッシ章害","討書","プレッシ章害","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"討書暗殺者","討書","暗殺者","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"訓東おへセテンツ","訓東おへ","セテンツ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"訓東おへ傷跡","訓東おへ","傷跡","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"記事サボターイ","記事","サボターイ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"記事新聞","記事","新聞","related","word","word",0.769132125903954,-0.69847543881037,0.338082287051423,0.038528052323173,77,86,92,5,0.934782608695652,87,92,5,0.945652173913043,TRUE,TRUE,TRUE
"記事霧","記事","霧","unrelated","word","word",0.563528883308683,-0.262388471443032,0.725159809399344,0.0860606361054491,71,75,83,6,0.903614457831325,74,82,7,0.902439024390244,TRUE,TRUE,TRUE
"記念日あた","記念日","あた","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"記念日帆","記念日","帆","unrelated","word","word",0.86994843227444,-0.0622493518207151,1.03950108254457,0.126058022390446,68,73,83,3,0.879518072289157,80,83,3,0.963855421686747,FALSE,TRUE,TRUE
"記念日誕生日","記念日","誕生日","related","word","word",0.868020653169033,-0.719714214032581,0.481271932048743,0.0427059781702722,127,138,143,4,0.965034965034965,136,143,4,0.951048951048951,TRUE,TRUE,TRUE
"記念碑ニュース","記念碑","ニュース","unrelated","word","word",0.61180421808493,-0.521765426183011,0.533694137758224,0.0642492240608978,69,82,86,2,0.953488372093023,77,85,3,0.905882352941176,TRUE,TRUE,TRUE
"記念碑剰う","記念碑","剰う","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"記念碑銅像","記念碑","銅像","related","word","word",0.948135070914984,-0.0444172685192776,0.678657979840917,0.0744923909433364,83,97,105,4,0.923809523809524,95,104,5,0.913461538461538,TRUE,TRUE,TRUE
"記録エクササイズ","記録","エクササイズ","unrelated","word","word",0,0.0154890123362001,0.80551671345477,0.10961694040266,54,61,72,6,0.847222222222222,67,72,6,0.930555555555556,FALSE,TRUE,TRUE
"記録夷菫","記録","夷菫","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"記録録音","記録","録音","related","word","word",0.619587721257727,-0.496782727922757,0.646037713919246,0.0807547142399057,64,79,84,1,0.94047619047619,81,84,1,0.964285714285714,TRUE,TRUE,TRUE
"訪仰クリン","訪仰ク","リン","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"訪仰ク炡始","訪仰ク","炡始","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"設備備えつける","設備","備えつける","related","word","word",0,0.0126674690633655,0.694126053397949,0.0867657566747436,64,71,74,4,0.959459459459459,68,73,5,0.931506849315068,TRUE,TRUE,TRUE
"設備孝旅","設備","孝旅","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"設備正直な","設備","正直な","unrelated","word","word",0,-0.721718006309796,0.574623112634113,0.0748095572582465,59,67,68,1,0.985294117647059,67,68,1,0.985294117647059,TRUE,TRUE,TRUE
"許しピル","許し","ピル","unrelated","word","word",0,0.225148880161306,1.04638569502574,0.125067011909301,70,79,92,2,0.858695652173913,82,92,2,0.891304347826087,FALSE,TRUE,TRUE
"許し慈悲","許し","慈悲","related","word","word",0,0.210951175476913,0.77740728309635,0.101209807574875,59,69,81,1,0.851851851851852,67,81,1,0.82716049382716,FALSE,TRUE,TRUE
"許し持ほ","許し","持ほ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"許すサソ","許す","サソ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"許すデモンストレーション","許す","デモンストレーション","unrelated","word","word",0,0.980427502768523,1.4197635675539,0.172171622130249,68,71,77,4,0.922077922077922,76,79,2,0.962025316455696,FALSE,TRUE,TRUE
"許す大目に見る","許す","大目に見る","related","word","word",0,0.882394684075792,1.29318841165012,0.171286989501213,57,62,68,1,0.911764705882353,63,68,1,0.926470588235294,FALSE,TRUE,TRUE
"許可シニカル","許可","シニカル","unrelated","word","word",0,0.40051921010124,0.999160136770747,0.130079570101635,59,63,92,2,0.684782608695652,88,92,2,0.956521739130435,FALSE,TRUE,TRUE
"許可するべモ","許可する","べモ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"許可する引きつける","許可する","引きつける","unrelated","word","word",0.901412930416471,-0.237052274045563,0.553213158207826,0.0630444904144207,77,81,84,2,0.964285714285714,82,84,2,0.976190476190476,TRUE,TRUE,TRUE
"許可する許す","許可する","許す","related","word","word",0.757900465074108,-0.57357711652765,0.541510820293789,0.0671661508723247,65,69,71,3,0.971830985915493,68,71,3,0.957746478873239,TRUE,TRUE,TRUE
"許可テス","許可","テス","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"許可承認","許可","承認","related","word","word",0.822230582366374,-0.44734133121859,0.893814119619066,0.103208764513511,75,83,86,4,0.965116279069767,83,86,4,0.965116279069767,FALSE,TRUE,TRUE
"訳竒ヲヨに","訳竒","ヲヨに","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"訳竒書類","訳竒","書類","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"証拠午すレーロ","証拠","午すレーロ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"証拠証明","証拠","証明","related","word","word",0.920175866515984,-0.712910929494348,0.397738158275089,0.0482328364090244,68,74,78,2,0.948717948717949,74,77,3,0.961038961038961,TRUE,TRUE,TRUE
"証拠贈り物","証拠","贈り物","unrelated","word","word",0.927708409506515,-0.389295568894451,0.522222580013542,0.0591300634061072,78,84,88,1,0.954545454545455,86,88,1,0.977272727272727,TRUE,TRUE,TRUE
"詔ぬむ利ね","詔ぬむ","利ね","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"詔ぬむ考える","詔ぬむ","考える","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"詣ぬ休日","詣ぬ","休日","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"詣ぬ紗艾照","詣ぬ","紗艾照","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"試すメー","試す","メー","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"試す挑む","試す","挑む","related","word","word",0,-0.147174591078093,1.11695215091328,0.136457423649655,67,71,74,6,0.959459459459459,71,74,6,0.959459459459459,FALSE,TRUE,TRUE
"試す診療所","試す","診療所","unrelated","word","word",0.789531315970136,0.130602459634941,0.727358740893917,0.0916385877302082,63,74,80,3,0.925,74,80,3,0.925,FALSE,TRUE,TRUE
"試験あごひげ","試験","あごひげ","unrelated","word","word",0,0.572141666718419,0.690569329883894,0.093116349445811,55,60,67,7,0.895522388059702,66,68,6,0.970588235294118,FALSE,TRUE,TRUE
"試験トドル","試験","トドル","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"試験検査","試験","検査","related","word","word",0.882869068305401,-0.493895346173822,0.932957343879128,0.115719116531101,65,69,70,8,0.985714285714286,66,70,8,0.942857142857143,FALSE,TRUE,TRUE
"詩人作家","詩人","作家","related","word","word",0.855055703615054,-0.667989988619658,0.532230262785953,0.0636136836835334,70,76,82,3,0.926829268292683,72,81,4,0.888888888888889,TRUE,TRUE,TRUE
"詩人割赦","詩人","割赦","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"詩人秋","詩人","秋","unrelated","word","word",0.749335562318447,-0.67209572036177,0.499275313131727,0.0650001092962293,59,67,69,1,0.971014492753623,56,68,2,0.823529411764706,TRUE,TRUE,TRUE
"話おウハ","話お","ウハ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"話お告発","話お","告発","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"該紺テヌシンボル","該紺テヌ","シンボル","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"該紺テヌ田信","該紺テヌ","田信","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誇らしげなスーパース","誇らしげな","スーパース","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誇らしげなヘロイン","誇らしげな","ヘロイン","unrelated","word","word",0,0.281636949594625,0.914004206874442,0.111663386093176,67,75,89,4,0.842696629213483,83,90,3,0.922222222222222,FALSE,TRUE,TRUE
"誇らしげな興奮した","誇らしげな","興奮した","related","word","word",0,-0.353797198343166,0.681799961336506,0.0887627944731676,59,66,68,6,0.970588235294118,62,68,6,0.911764705882353,TRUE,TRUE,TRUE
"誇りセポ","誇り","セポ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誇り威厳","誇り","威厳","related","word","word",0,0.784361989347104,0.842288052394399,0.114620885822717,54,64,82,1,0.780487804878049,73,82,1,0.890243902439024,FALSE,TRUE,TRUE
"誇り正午","誇り","正午","unrelated","word","word",0.432016074488387,0.0668836357564674,1.40304858494677,0.190930728747421,54,63,67,5,0.940298507462687,66,67,5,0.985074626865672,FALSE,TRUE,TRUE
"誠実ジャライク","誠実","ジャライク","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誠実十二月","誠実","十二月","unrelated","word","word",0.913625004082804,0.455003290864216,1.66102963443011,0.206025369851349,65,69,76,4,0.907894736842105,73,76,4,0.960526315789474,FALSE,TRUE,TRUE
"誠実正直","誠実","正直","related","word","word",0.890802534980491,-0.663351239461231,0.683125292203404,0.0816490893001426,70,79,81,5,0.975308641975309,77,82,4,0.939024390243902,TRUE,TRUE,TRUE
"認めるシトン","認める","シトン","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"認める展覧会","認める","展覧会","unrelated","word","word",0.856947728517562,-0.0206716128595714,0.786418312271607,0.0703393921995988,125,135,143,2,0.944055944055944,135,144,1,0.9375,TRUE,TRUE,TRUE
"認める打ち明ける","認める","打ち明ける","related","word","word",0,-0.0876644614551378,0.783696601911902,0.0964663832047726,66,73,79,4,0.924050632911392,74,79,4,0.936708860759494,FALSE,TRUE,TRUE
"認識するアブブ","認識する","アブブ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"認識する最終的に","認識する","最終的に","unrelated","word","word",0,-0.51273994251271,0.534927299577647,0.070852851696802,57,61,66,4,0.924242424242424,60,66,4,0.909090909090909,TRUE,TRUE,TRUE
"認識する知っていた","認識する","知っていた","related","word","word",0,0.104720874981013,0.740399520369659,0.0843763561517658,77,95,102,2,0.931372549019608,97,102,2,0.950980392156863,TRUE,TRUE,TRUE
"誓うシリトプ","誓う","シリトプ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誓うレストラン","誓う","レストラン","unrelated","word","word",0.766870397637459,-0.410769720890516,0.774321784749996,0.101673431441096,58,62,66,1,0.93939393939394,62,66,1,0.93939393939394,FALSE,TRUE,TRUE
"誓う誓い","誓う","誓い","related","word","word",0.898874931889301,-0.155715355888181,1.16313405635181,0.136134544298304,73,82,86,4,0.953488372093023,79,85,5,0.929411764705882,FALSE,TRUE,TRUE
"誓ヨ網うん","誓ヨ網","うん","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誓ヨ網圭物ック","誓ヨ網","圭物ック","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誕生個人","誕生","個人","unrelated","word","word",0.689105502332689,-0.764041613081165,0.55096652493806,0.0627884627919049,77,82,83,3,0.987951807228916,80,82,4,0.975609756097561,TRUE,TRUE,TRUE
"誕生妊娠","誕生","妊娠","related","word","word",0.878371060741765,-0.657248155843383,0.375761152513341,0.0433891605109163,75,81,84,2,0.964285714285714,81,84,2,0.964285714285714,TRUE,TRUE,TRUE
"誕生計明ース","誕生","計明ース","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誘拐する口的","誘拐する","口的","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誘拐する拉致する","誘拐する","拉致する","related","word","word",0,-0.200136132276674,0.652498752538107,0.0842372267333735,60,66,69,2,0.956521739130435,65,69,2,0.942028985507246,TRUE,TRUE,TRUE
"誘拐する間違い","誘拐する","間違い","unrelated","word","word",0,-0.239328854710088,0.805366802353094,0.107621665895963,56,62,68,3,0.911764705882353,59,67,4,0.880597014925373,FALSE,TRUE,TRUE
"誘拐犯恩瓶","誘拐犯","恩瓶","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誘拐犯身代金","誘拐犯","身代金","related","word","word",0,-0.516210845292744,0.420449697700898,0.0440751042704165,91,98,103,2,0.951456310679612,91,102,3,0.892156862745098,TRUE,TRUE,TRUE
"誘拐犯雪","誘拐犯","雪","unrelated","word","word",0,-0.408679129366871,0.564299528736635,0.0674466940979943,70,77,83,1,0.927710843373494,75,83,1,0.903614457831325,TRUE,TRUE,TRUE
"語彙任さ","語","彙任さ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"語文","語","文","related","word","word",0.494433640788364,-0.702926367778527,0.491107652073357,0.0656270205029101,56,58,61,1,0.950819672131147,55,61,1,0.901639344262295,TRUE,TRUE,TRUE
"語解散","語","解散","unrelated","word","word",0.624597915053533,-0.114052720220892,1.15843260449528,0.154802068274627,56,60,62,2,0.967741935483871,54,62,2,0.870967741935484,FALSE,TRUE,TRUE
"誤ったいちご","誤った","いちご","unrelated","word","word",0.789914054843736,-0.291004231250187,0.534557217233362,0.0551353671195467,94,103,110,2,0.936363636363636,98,108,4,0.907407407407407,TRUE,TRUE,TRUE
"誤ったしは","誤った","しは","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"誤った正しい","誤った","正しい","related","word","word",0.889271771773743,-0.721236730143435,0.756887789039625,0.10025223672504,57,63,64,6,0.984375,62,65,5,0.953846153846154,FALSE,TRUE,TRUE
"説明するナイみ","説明する","ナイみ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"説明する舐める","説明する","舐める","unrelated","word","word",0,-0.0858534152756294,0.777712812588934,0.0922975301322901,71,79,85,1,0.929411764705882,79,85,1,0.929411764705882,FALSE,TRUE,TRUE
"説明する表現する","説明する","表現する","related","word","word",0,-0.610793505793091,0.504836372524169,0.0636034044989958,63,69,75,4,0.92,70,76,3,0.921052631578947,TRUE,TRUE,TRUE
"説明もっともらしい","説明","もっともらしい","related","word","word",0,1.12410217619033,1.2848085575844,0.151416140599072,72,88,95,3,0.926315789473684,88,95,3,0.926315789473684,FALSE,TRUE,TRUE
