"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"τέμαψυχόλουσα","τέμα","ψυχόλουσα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τέραςεξωτερικεί","τέρας","εξωτερικεί","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τέραςπαρεκκλήσι","τέρας","παρεκκλήσι","unrelated","word","word",0.12328083979295,0.491299528753688,1.10944389123795,0.217579848102255,26,26,31,0,0.838709677419355,29,31,0,0.935483870967742,FALSE,FALSE,FALSE
"τέραςπλάσμα","τέρας","πλάσμα","related","word","word",0.662079136193484,-0.754297698363443,0.386100969319678,0.0788125303355995,24,25,25,0,1,22,25,0,0.88,FALSE,FALSE,FALSE
"τερματικόαεροδρόμιο","τερματικό","αεροδρόμιο","related","word","word",0.293237350748136,-0.197342398578438,0.699924500184839,0.132273297429305,28,29,30,0,0.966666666666667,29,29,1,1,FALSE,FALSE,FALSE
"τερματικόδίνω","τερματικό","δίνω","unrelated","word","word",0.0863342968456255,-0.236479470738379,0.992472968959206,0.184297603602462,29,30,30,1,1,29,30,1,0.966666666666667,FALSE,FALSE,FALSE
"τερματικόπόφια","τερματικό","πόφια","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τεστατικόμηχανικός","τεστατικό","μηχανικός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τεστατικόόυξα","τεστατικό","όυξα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τέχνασμααστείο","τέχνασμα","αστείο","related","word","word",0.343652370577562,-0.384430339111275,0.86156982617672,0.157300409554265,30,31,31,0,1,31,31,0,1,FALSE,FALSE,FALSE
"τέχνασμαβριητή","τέχνασμα","βριητή","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τέχνασμαυποδεικνύω","τέχνασμα","υποδεικνύω","unrelated","word","word",0.0631822925303208,-0.0247291254267986,0.639998754797037,0.155222498017174,17,19,20,0,0.95,17,20,0,0.85,FALSE,FALSE,FALSE
"τέχνηβάζω","τέχνη","βάζω","unrelated","word","word",0.124535570230883,-0.607593083914161,0.4849420398998,0.129606211839165,14,15,16,0,0.9375,15,16,0,0.9375,FALSE,FALSE,FALSE
"τέχνηβιβλιογραφία","τέχνη","βιβλιογραφία","related","word","word",0.33683385319539,0.0681149356237241,0.714826764945718,0.145913402383451,24,27,28,0,0.964285714285714,28,28,0,1,FALSE,FALSE,FALSE
"τέχνηβόστρεος","τέχνη","βόστρεος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τεχνικόςαφροδίτη","τεχνικός","αφροδίτη","unrelated","word","word",0.136116677297807,0.116429638115424,1.31427705027209,0.232333553651311,32,33,35,0,0.942857142857143,33,35,0,0.942857142857143,FALSE,FALSE,FALSE
"τεχνικόςμεντμεριανό","τεχνικός","μεντμεριανό","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τεχνικόςμηχανικός","τεχνικός","μηχανικός","related","word","word",0.670052981214294,-0.633610288020562,0.460851509221945,0.103049530215364,20,20,20,1,1,20,20,1,1,FALSE,FALSE,FALSE
"τεχνολογίαεπιστήμη","τεχνολογία","επιστήμη","related","word","word",0.527710377923076,-0.567586366899997,0.644031226464333,0.108861146244871,35,35,35,0,1,35,35,0,1,FALSE,FALSE,FALSE
"τεχνολογίασκδυάδι","τεχνολογία","σκδυάδι","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τεχνολογίασκληρός","τεχνολογία","σκληρός","unrelated","word","word",0.080039081509824,-0.219312560949705,0.632530572424218,0.163318691531069,15,16,16,1,1,15,16,1,0.9375,FALSE,FALSE,FALSE
"τέχνολογοηάστεκη","τέχνολογοη","άστεκη","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τέχνολογοηγράμμα","τέχνολογοη","γράμμα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τεχνούργημαδικαλνσύνη","τεχνούργημα","δικαλνσύνη","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τεχνούργημαδροσερός","τεχνούργημα","δροσερός","unrelated","word","word",0.061158338738846,0.00746764623029364,1.27375530624147,0.265596341333029,23,23,26,0,0.884615384615385,21,26,0,0.807692307692308,FALSE,FALSE,FALSE
"τεχνούργημαμενταγιόν","τεχνούργημα","μενταγιόν","related","word","word",0.432044320892187,0.44179864227909,0.854687708754113,0.186508148614957,21,21,23,0,0.91304347826087,20,23,0,0.869565217391304,FALSE,FALSE,FALSE
"τεχνούσθημαέκθεση","τεχνούσθημα","έκθεση","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τεχνούσθηματσπόυ","τεχνούσθημα","τσπόυ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τζbiαπόγκαμα","τζbi","απόγκαμα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τζbiμεταφορα","τζbi","μεταφορα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τζodμεορμέρι","τζod","μεορμέρι","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τζodπεριορίζω","τζod","περιορίζω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τζαζακτή","τζαζ","ακτή","unrelated","word","word",0.128227580265194,-0.0239190411084698,0.729570281039523,0.148922910003813,24,25,27,0,0.925925925925926,11,26,1,0.423076923076923,FALSE,FALSE,FALSE
"τζαζμετριόγκων","τζαζ","μετριόγκων","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τζαζμουσική","τζαζ","μουσική","related","word","word",0.531850716130963,-0.192359622753784,0.726092450045569,0.162359207625126,20,21,21,0,1,15,21,0,0.714285714285714,FALSE,FALSE,FALSE
"τζιπγνώση","τζιπ","γνώση","unrelated","word","word",0.0836130395478069,-0.540665484528616,0.391155238548365,0.083394577064761,22,22,23,0,0.956521739130435,15,23,0,0.652173913043478,FALSE,FALSE,FALSE
"τζιππροφαλά","τζιπ","προφαλά","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τζιπφορτηγό","τζιπ","φορτηγό","related","word","word",0.495522338580676,-0.395144781962157,0.79680227990044,0.134684167407048,35,36,36,0,1,28,36,0,0.777777777777778,FALSE,FALSE,FALSE
"τζόγοςαπαγάγω","τζόγος","απαγάγω","unrelated","word","word",0.133080226234841,0.311986126344883,0.901315876393,0.161881110201092,31,34,35,2,0.971428571428571,33,36,1,0.916666666666667,FALSE,FALSE,FALSE
"τζόγοςδρόμησ","τζόγος","δρόμησ","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τζόγοςπόκερ","τζόγος","πόκερ","related","word","word",0.45087160467711,-0.557177087609131,0.337999978790464,0.0689939567590144,24,25,25,1,1,24,25,1,0.96,FALSE,FALSE,FALSE
"τηλεγράφημαγράμμα","τηλεγράφημα","γράμμα","related","word","word",0.653839963144986,-0.751371290394558,0.36957728303637,0.0847868436096771,19,20,20,1,1,17,19,2,0.894736842105263,FALSE,FALSE,FALSE
"τηλεγράφημαεπιλέγω","τηλεγράφημα","επιλέγω","unrelated","word","word",0.0574488973321629,-0.565782555945062,0.433446796465005,0.0778493427916352,31,32,32,0,1,30,32,0,0.9375,FALSE,FALSE,FALSE
"τηλεγράφημαμοιριώος","τηλεγράφημα","μοιριώος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τηλεγράφοραδιατπιούν","τηλεγράφορα","διατπιούν","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τηλεγράφορατίτλος","τηλεγράφορα","τίτλος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τηλεσκόπιοδολοαρνία","τηλεσκόπιο","δολοαρνία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τηλεσκόπιομικροσκόπιο","τηλεσκόπιο","μικροσκόπιο","related","word","word",0.548987040416622,0.321666587414284,1.18340595059184,0.25824034983087,21,25,25,0,1,23,25,0,0.92,FALSE,FALSE,FALSE
"τηλεσκόπιομυστικότητα","τηλεσκόπιο","μυστικότητα","unrelated","word","word",0.0913850545472255,0.0044987675533483,0.713111472464269,0.137238366863152,27,27,27,0,1,26,27,0,0.962962962962963,FALSE,FALSE,FALSE
"τημισκόπιογοητευτικός","τημισκόπιο","γοητευτικός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τημισκόπιορόφος","τημισκόπιο","ρόφος","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τήχηκίτρινος","τήχη","κίτρινος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τήχηφόρεαλ","τήχη","φόρεαλ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τιμώοιπας","τι","μώοιπας","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τιμωρώαγώνας","τιμωρώ","αγώνας","unrelated","word","word",0.0509474459457853,-0.491602114196747,0.753851537570037,0.137633830712354,30,32,33,0,0.96969696969697,31,33,0,0.93939393939394,FALSE,FALSE,FALSE
"τιμωρώπηριό","τιμωρώ","πηριό","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τιμωρώσύλληψη","τιμωρώ","σύλληψη","related","word","word",0.148259879004857,-0.365745572530585,0.646599939208649,0.12931998784173,25,26,27,0,0.962962962962963,27,27,0,1,FALSE,FALSE,FALSE
"τιότι","τι","ότι","related","word","word",0.366072231929837,-0.446008183017634,0.680556988722249,0.13611139774445,25,26,26,1,1,25,26,1,0.961538461538462,FALSE,FALSE,FALSE
"τίουταέκλοαv","τίουτα","έκλοαv","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τίουτασύριγγα","τίουτα","σύριγγα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τιπλατύς","τι","πλατύς","unrelated","word","word",0.149772176937739,0.297428262356921,1.17872517629466,0.251305051972416,22,25,26,0,0.961538461538462,23,26,0,0.884615384615385,FALSE,FALSE,FALSE
"τίποτακάτι","τίποτα","κάτι","related","word","word",0.670810176447274,-0.744311825326263,0.376505796250434,0.0724585742722141,27,28,31,1,0.903225806451613,29,31,1,0.935483870967742,FALSE,FALSE,FALSE
"τίποταλιμουζίνα","τίποτα","λιμουζίνα","unrelated","word","word",0.121681959911979,0.0299943872436026,0.610329630856794,0.133184844394082,21,23,24,0,0.958333333333333,22,24,0,0.916666666666667,FALSE,FALSE,FALSE
"τίποταπέδηπου","τίποτα","πέδηπου","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τοδικόςθειαατικός","τοδικός","θειαατικός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τοδικόςκρανίο","τοδικός","κρανίο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τόλιπλγρό","τόλι","πλγρό","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τόλισυγκεντρώνομαι","τόλι","συγκεντρώνομαι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τόνοςαστακός","τόνος","αστακός","related","word","word",0.425424873057216,-0.111229928450785,0.690768930274135,0.132938542613867,27,32,33,0,0.96969696969697,30,33,0,0.909090909090909,FALSE,FALSE,FALSE
"τόνοςευτυπωσμένος","τόνος","ευτυπωσμένος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τόνοςτουαλέτα","τόνος","τουαλέτα","unrelated","word","word",0.103151519576669,-0.405525995130765,0.578388099430459,0.105598736350201,30,30,31,0,0.967741935483871,31,31,0,1,FALSE,FALSE,FALSE
"τορηνικόςαντίγρωνο","τορηνικός","αντίγρωνο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τορηνικόςκακό","τορηνικός","κακό","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τοσεόκκινοαποτυχία","τοσεόκκινο","αποτυχία","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τοσεόκκινοομορβγά","τοσεόκκινο","ομορβγά","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τοστμπέικον","τοστ","μπέικον","related","word","word",0.659350870293603,-0.350154189537987,0.721060837532938,0.180265209383235,16,17,17,0,1,16,16,1,1,FALSE,FALSE,FALSE
"τοστστρατός","τοστ","στρατός","unrelated","word","word",0.0855298620570761,-0.141890764751062,0.758842414642443,0.138545036030452,30,31,33,0,0.93939393939394,28,33,0,0.848484848484849,FALSE,FALSE,FALSE
"τοσττάνρη","τοστ","τάνρη","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τοτοκάωάνχουση","τοτοκάω","άνχουση","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τοτοκάωπαραμένει","τοτοκάω","παραμένει","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τουαλέταθειαατικός","τουαλέτα","θειαατικός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τουαλέτανεροχύτης","τουαλέτα","νεροχύτης","related","word","word",0.527066202210297,-0.02664347126386,0.954462551667869,0.14555417456536,43,50,50,0,1,48,49,1,0.979591836734694,FALSE,TRUE,FALSE
"τουαλέτασύνδεση","τουαλέτα","σύνδεση","unrelated","word","word",0.117942266943473,-0.481175186148074,0.513458304758258,0.104809237571016,24,25,26,1,0.961538461538462,26,26,1,1,FALSE,FALSE,FALSE
"τόυαρχταδιαμύνισμα","τόυαρχτα","διαμύνισμα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τόυαρχταφίδι","τόυαρχτα","φίδι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τουρνοπόεξοπλίσα","τουρνοπό","εξοπλίσα","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τουρνοπόκεντρικά γραφεία","τουρνοπό","κεντρικά γραφεία","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τουρνουάαγώνας","τουρνουά","αγώνας","related","word","word",0.436317662768704,-0.684692457602212,0.386492411782681,0.0824004590580752,22,27,28,0,0.964285714285714,21,28,0,0.75,FALSE,FALSE,FALSE
"τουρνουάεκαεροθέσεως","τουρνουά","εκαεροθέσεως","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τουρνουάτραβήξτε","τουρνουά","τραβήξτε","unrelated","word","word",0.105382124839189,0.102082965292033,0.760147219070029,0.169974085474801,20,21,21,0,1,16,21,0,0.761904761904762,FALSE,FALSE,FALSE
"τουφέκιόπλο","τουφέκι","όπλο","related","word","word",0.686758636163275,-0.578430512426092,0.526010301365158,0.0944742390458842,31,32,32,0,1,28,32,0,0.875,FALSE,FALSE,FALSE
"τουφέκιπροσωπικότητα","τουφέκι","προσωπικότητα","unrelated","word","word",0.100105133331551,0.259148296755319,0.822203493076622,0.310763709967051,7,11,12,1,0.916666666666667,10,12,1,0.833333333333333,FALSE,FALSE,FALSE
"τουφέκιψαρός","τουφέκι","ψαρός","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τουφλόιεστιατόριο","τουφλόι","εστιατόριο","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τουφλόιυπερείλλω","τουφλόι","υπερείλλω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραγουδιστήςμηχανή","τραγουδιστής","μηχανή","unrelated","word","word",0.0680589972655617,-0.500259633365938,0.484430972797892,0.105711504848925,21,21,22,0,0.954545454545455,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"τραγουδιστήςμουσικός","τραγουδιστής","μουσικός","related","word","word",0.672166883675803,-0.61255535964608,0.465143328669049,0.0879038265470774,28,29,29,0,1,29,29,0,1,FALSE,FALSE,FALSE
"τραγουδιστήςστάθηκς","τραγουδιστής","στάθηκς","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραπέζιατελία","τραπέζι","ατελία","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραπέζικαρέκλα","τραπέζι","καρέκλα","related","word","word",0.490932851543988,-0.420638563866595,1.405642314589,0.256634001161389,30,33,33,0,1,33,33,0,1,FALSE,FALSE,FALSE
"τραπεζικές υπηρεσίεςέπενπιω","τραπεζικές υπηρεσίες","έπενπιω","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραπεζικές υπηρεσίεςμενταγιόν","τραπεζικές υπηρεσίες","μενταγιόν","unrelated","word","word",NA,0.486556337922862,1.15551581899644,0.204268267845177,32,32,34,0,0.941176470588235,30,34,0,0.88235294117647,FALSE,FALSE,FALSE
"τραπεζικές υπηρεσίεςχρηματοοικονομική","τραπεζικές υπηρεσίες","χρηματοοικονομική","related","word","word",NA,0.784240196736783,0.991773432569104,0.187427561392767,28,28,32,0,0.875,27,31,1,0.870967741935484,FALSE,FALSE,FALSE
"τραπεζικεσέvργασιεσεσορατόριο","τραπεζικεσέvργασιεσ","εσορατόριο","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραπεζικεσέvργασιεσπεριοδικό","τραπεζικεσέvργασιεσ","περιοδικό","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραπέζισυναυλία","τραπέζι","συναυλία","unrelated","word","word",0.127929669005833,-0.446921208290211,0.377285331882076,0.0770130458789744,24,24,24,0,1,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"τραπεζίτηςασηρίος","τραπεζίτης","ασηρίος","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραπεζίτηςεπενδυτής","τραπεζίτης","επενδυτής","related","word","word",0.541311402753376,0.0701295262608243,0.920924932749957,0.165403000690543,31,32,32,0,1,32,32,0,1,FALSE,FALSE,FALSE
"τραπεζίτηςτιμιότητα","τραπεζίτης","τιμιότητα","unrelated","word","word",0.0972428203285757,-0.103282159983139,0.631379614168138,0.141180773688755,20,22,22,1,1,21,22,1,0.954545454545455,FALSE,FALSE,FALSE
"τραπόσιαγικαστής","τραπόσι","αγικαστής","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραπόσιπροοπτική","τραπόσι","προοπτική","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραπσσίτηςμάκαζ","τραπσσίτης","μάκαζ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τραπσσίτηςπαραφυσικός","τραπσσίτης","παραφυσικός","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τράψιμοακάθαρτος","τράψιμο","ακάθαρτος","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τράψιμομαίδω","τράψιμο","μαίδω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρένοαηδιαστικός","τρένο","αηδιαστικός","unrelated","word","word",0.0871161694199374,0.305474201117979,0.79005225410046,0.176661054594556,20,20,23,0,0.869565217391304,22,23,0,0.956521739130435,FALSE,FALSE,FALSE
"τρένοκαόχλο","τρένο","καόχλο","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρένολεωφορείο","τρένο","λεωφορείο","related","word","word",0.782580718009659,-0.356239903829173,0.568325570451108,0.127081460888002,20,21,22,0,0.954545454545455,21,22,0,0.954545454545455,FALSE,FALSE,FALSE
"τρέξιμοεκβιασμός","τρέξιμο","εκβιασμός","unrelated","word","word",0.144911664355998,-0.141130609124179,0.748139990372459,0.13892610851599,29,29,29,0,1,29,29,0,1,FALSE,FALSE,FALSE
"τρέξιμοθούρα","τρέξιμο","θούρα","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρέξιμοπερπατώ","τρέξιμο","περπατώ","related","word","word",0.312160854749559,-0.419390298919035,0.4301375438289,0.101384391361447,18,20,22,1,0.909090909090909,21,22,1,0.954545454545455,FALSE,FALSE,FALSE
"τρεξουδιστήςγια πάντα","τρεξουδιστής","για πάντα","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρεξουδιστήςπάπορεσι","τρεξουδιστής","πάπορεσι","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρίαομαυγίζω","τρίαο","μαυγίζω","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρίαοπανοπλία","τρίαο","πανοπλία","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρίτιαγκάλ","τρίτια","γκάλ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρίτιαεγκαταλείπω","τρίτια","εγκαταλείπω","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρίτοςκάνω","τρίτος","κάνω","unrelated","word","word",0.108559505764037,-0.548112912735181,0.91070322919669,0.208929649664449,19,19,20,0,0.95,20,20,0,1,FALSE,FALSE,FALSE
"τρίτοςπυρουςλικό","τρίτος","πυρουςλικό","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρίτοςτέταρτος","τρίτος","τέταρτος","related","word","word",0.773273004283332,-0.765034443391642,0.402693218551525,0.0680675774018283,35,37,37,0,1,35,37,0,0.945945945945946,FALSE,FALSE,FALSE
"τρομακτικόςανατριχιαστικός","τρομακτικός","ανατριχιαστικός","related","word","word",0.729700102993246,0.154442160933177,0.984263069327212,0.254135631719419,15,16,16,0,1,16,16,0,1,FALSE,FALSE,FALSE
"τρομακτικόςλύχρς","τρομακτικός","λύχρς","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρομακτικόςπληροφορώ","τρομακτικός","πληροφορώ","unrelated","word","word",0.132245086896971,-0.261031256001151,0.500138204680673,0.0980851717369236,26,26,29,1,0.896551724137931,26,29,1,0.896551724137931,FALSE,FALSE,FALSE
"τρομερόςπέτρα","τρομερός","πέτρα","unrelated","word","word",0.144460728818019,-0.610662735083286,0.625716933211466,0.12271318663195,26,26,27,1,0.962962962962963,26,27,1,0.962962962962963,FALSE,FALSE,FALSE
"τρομερόςστύνη","τρομερός","στύνη","nonword","word","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρομερόςφρικτός","τρομερός","φρικτός","related","word","word",0.625491686748553,-0.131227073156978,0.581589514022308,0.11405908772695,26,27,29,0,0.931034482758621,29,29,0,1,FALSE,FALSE,FALSE
"τρομοντικόςtεεανός","τρομοντικός","tεεανός","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρομοντικόςεκ προθέσεως","τρομοντικός","εκ προθέσεως","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρομπερώμάρφ","τρομπερώμ","άρφ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρομπερώμπαιχνίδι","τρομπερώμ","παιχνίδι","nonword","nonword","word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"τρόπαιοακάθαρτος","τρόπαιο","ακάθαρτος","unrelated","word","word",0.133828003029189,0.749358235564298,1.24006902159398,0.284491344639133,19,19,23,0,0.826086956521739,19,22,1,0.863636363636364,FALSE,FALSE,FALSE
"τρόπαιομετάλλιο","τρόπαιο","μετάλλιο","related","word","word",0.562324037912696,-0.425993930721883,0.6285936779722,0.144209279938388,19,22,22,0,1,20,22,0,0.909090909090909,FALSE,FALSE,FALSE
