"word_combo","sr_cue","sr_target","type","cue_type","target_type","sr_cosine","M_Z","SD_Z","sr_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"уметностглуј","уметност","глуј","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уметносткњижевност","уметност","књижевност","related","word","word",0.785623339689611,-0.348598746148807,1.12072688317008,0.219792624872779,26,26,26,0,1,26,26,0,1,FALSE,FALSE,FALSE
"уметностстраст","уметност","страст","unrelated","word","word",0.505293400394416,-0.622153251651168,0.485509504557397,0.101235729861926,23,24,24,0,1,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"уметнутидовослиш","уметнути","довослиш","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уметнутимртав","уметнути","мртав","unrelated","word","word",NA,-0.644234255525704,0.775607796950928,0.207289903050065,14,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"уметнутиставити","уметнути","ставити","related","word","word",NA,-0.520080990705749,0.617443191479048,0.145532755897433,18,20,21,0,0.952380952380952,18,21,0,0.857142857142857,FALSE,FALSE,FALSE
"уморанглавчање","уморан","главчање","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уморангладан","уморан","гладан","related","word","word",0.651740213673475,-0.516732744812813,1.41356020189566,0.333179334791948,18,19,19,0,1,16,18,1,0.888888888888889,FALSE,FALSE,FALSE
"уморанизванредан","уморан","изванредан","unrelated","word","word",0.488779504068723,0.00962354490606284,0.53771205409777,0.12673994659276,18,18,19,1,0.947368421052632,19,19,1,1,FALSE,FALSE,FALSE
"унајботинажут","унајботина","жут","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унајботинаспрабрење","унајботина","спрабрење","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унакотворинаобленија","унакотворина","обленија","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унакотворинастално","унакотворина","стално","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унехогромдржати","унех","огромдржати","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унехфраза","унех","фраза","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унукбрзо","унук","брзо","unrelated","word","word",0.278401875664074,-0.760510540640274,0.4541470453397,0.087400639626183,27,27,27,0,1,27,27,0,1,FALSE,FALSE,FALSE
"унукнећак","унук","нећак","related","word","word",0.635231009942811,-0.404531418615563,0.647131553776458,0.204640965569734,10,11,11,0,1,11,11,0,1,FALSE,FALSE,FALSE
"унукслуоблака","унук","слуоблака","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унутраквојмагазин","унутраквој","магазин","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унутраквојутлених","унутраквој","утлених","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унутрашњидиаф","унутрашњи","диаф","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"унутрашњиспољашњи","унутрашњи","спољашњи","related","word","word",0.724506211768346,-0.344047963819946,0.761762282487703,0.203589533659706,14,14,14,1,1,15,15,0,1,FALSE,FALSE,FALSE
"унутрашњицеремонија","унутрашњи","церемонија","unrelated","word","word",0.431581988401008,0.069112196541677,0.91975716778349,0.255094740724531,13,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"упланостелектрична енергија","упланост","електрична енергија","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"упланостоставдемија","упланост","оставдемија","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уплацезамотор","уплацеза","мотор","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уплацезаравам","уплацеза","равам","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"упозорењеминидрум","упозорење","минидрум","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"упозорењепорука","упозорење","порука","related","word","word",0.399610576916076,-0.664565286271375,0.878950496488899,0.292983498829633,9,10,10,0,1,10,10,0,1,FALSE,FALSE,FALSE
"упозорењепотпуно","упозорење","потпуно","unrelated","word","word",0.402370903493063,-0.564293287362348,0.432131181253394,0.0966274696479871,20,22,24,0,0.916666666666667,23,24,0,0.958333333333333,FALSE,FALSE,FALSE
"управавиљушка","управа","виљушка","unrelated","word","word",0.384058634519928,0.512577061526906,1.13888517321726,0.360147114076193,10,10,12,1,0.833333333333333,12,12,1,1,FALSE,FALSE,FALSE
"управавладавина","управа","владавина","related","word","word",0.521955639758393,-0.44455380067233,0.275686768443484,0.0918955894811613,9,9,9,0,1,9,9,0,1,FALSE,FALSE,FALSE
"управародиспортски","управа","родиспортски","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"управљањеадминистративни","управљање","административни","related","word","word",0.486397258970655,0.573531515463276,0.825817699590041,0.248993404979509,11,12,15,0,0.8,14,15,0,0.933333333333333,FALSE,FALSE,FALSE
"управљањезначција","управљање","значција","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"управљањеигра","управљање","игра","unrelated","word","word",0.328768295918086,-0.265477127219334,0.916249573387307,0.374057321973612,6,6,6,0,1,5,6,0,0.833333333333333,FALSE,FALSE,FALSE
"управонедавно","управо","недавно","related","word","word",0.441589661020329,-0.556538520877128,0.429255240295,0.0959843896997627,20,21,21,0,1,20,21,0,0.952380952380952,FALSE,FALSE,FALSE
"управопоправисност","управо","поправисност","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"управопрвенство","управо","првенство","unrelated","word","word",0.365502015269153,0.0928605355849781,1.17226675884609,0.276305924846548,18,19,19,2,1,20,20,1,1,FALSE,FALSE,FALSE
"упрахразаврцени","упрахра","заврцени","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"упрахраманастир","упрахра","манастир","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ураганствардложити","ураган","ствардложити","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ураганторнадо","ураган","торнадо","related","word","word",0.595557446085482,-0.212586338993242,1.07481129484449,0.199587446872662,29,31,31,1,1,27,31,1,0.870967741935484,FALSE,FALSE,FALSE
"ураганфантазија","ураган","фантазија","unrelated","word","word",0.461006450828303,-0.542840057996028,0.420972156814309,0.078172567022756,29,32,33,1,0.96969696969697,27,33,1,0.818181818181818,FALSE,FALSE,FALSE
"ураестизведба","ураест","изведба","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ураестпуистока","ураест","пуистока","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"урбзаитека","урбза","итека","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"урбзамедаља","урбза","медаља","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уредитиградоначелник","уредити","градоначелник","unrelated","word","word",0.378667051735457,0.266055131621636,1.1673178656725,0.336975641987938,12,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"уредитинампу","уредити","нампу","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уредитиорганизовати","уредити","организовати","related","word","word",0.567384816494763,0.156756331202716,1.01437835988548,0.226821896760868,20,20,20,0,1,18,20,0,0.9,FALSE,FALSE,FALSE
"усаталдобрихјан","усатал","добрихјан","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"усаталзанимљив","усатал","занимљив","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"усатаничкискандал","усатанички","скандал","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"усатаничкисухтевсти","усатанички","сухтевсти","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"услубродама","услубро","дама","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"услуброоминал","услубро","оминал","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"услугаодржавање","услуга","одржавање","related","word","word",0.446320651124015,-0.036451721903348,0.753341996877992,0.201339117670398,14,15,15,2,1,15,15,2,1,FALSE,FALSE,FALSE
"услугаскроман","услуга","скроман","unrelated","word","word",0.486773607899326,-0.346065996199574,0.444313469502085,0.128262250610803,12,12,13,0,0.923076923076923,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"услугачарошном","услуга","чарошном","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уснаобраз","усна","образ","related","word","word",0.429469053814803,-0.878087025045965,0.335720533823299,0.0593475665125055,32,34,35,2,0.971428571428571,34,35,2,0.971428571428571,FALSE,FALSE,FALSE
"уснапоручник","усна","поручник","unrelated","word","word",0.342341767733366,-0.164427566052673,0.767890611624885,0.156745014729555,24,26,28,0,0.928571428571429,27,28,0,0.964285714285714,FALSE,FALSE,FALSE
"уснастраја","усна","страја","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"успестивачем","успести","вачем","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"успестиресторан","успести","ресторан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"успехнеуспех","успех","неуспех","related","word","word",0.828217326185232,-0.528168567943091,0.822817559953604,0.219907242940551,14,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"успехпраграф","успех","праграф","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"успехустав","успех","устав","unrelated","word","word",0.40845192068766,-0.756874355300061,0.361994436394713,0.0877965468906667,17,17,17,0,1,17,17,0,1,FALSE,FALSE,FALSE
"устакомебрих","уста","комебрих","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"усталазидоруч","усталази","доруч","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"усталазиобраз","усталази","образ","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"усталепота","уста","лепота","unrelated","word","word",0.448293961472232,-0.79995714514451,0.369188576407949,0.0986697974306684,14,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"устанос","уста","нос","related","word","word",0.421800510544499,-0.93278991868438,0.417628441206592,0.0933845583875215,20,22,23,0,0.956521739130435,21,22,1,0.954545454545455,FALSE,FALSE,FALSE
"уствативанбњака","уствативан","бњака","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уствативанвера","уствативан","вера","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утакмилаартерија","утакмила","артерија","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утакмилаукока","утакмила","укока","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утибимотводати","утибим","отводати","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утибимфункционалан","утибим","функционалан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утивапуковник","утива","пуковник","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утивасубзне","утива","субзне","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утисакзора","утисак","зора","unrelated","word","word",0.319540987859498,-0.168595311865682,1.17208285676215,0.325077295319095,13,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"утисаккапешкир","утисак","капешкир","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утисакосећање","утисак","осећање","related","word","word",0.451377466828398,-0.645587448994719,0.682770955117711,0.189366591390341,13,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"утифонпланирање","утифон","планирање","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утифонпоиденти","утифон","поиденти","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утицајвакцина","утицај","вакцина","unrelated","word","word",0.501129054514032,-0.202444843494446,0.750726117158264,0.226352440994032,11,11,11,2,1,11,11,2,1,FALSE,FALSE,FALSE
"утицајефекат","утицај","ефекат","related","word","word",0.565604446813288,-0.747194751676501,0.507827743827695,0.14659724230044,12,12,14,0,0.857142857142857,12,14,0,0.857142857142857,FALSE,FALSE,FALSE
"утицајнеправелност","утицај","неправелност","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утопити сепливати","утопити се","пливати","related","word","word",NA,-0.429967791657314,0.698250525007861,0.186615302479603,14,16,16,0,1,15,16,0,0.9375,FALSE,FALSE,FALSE
"утопити сестејзода","утопити се","стејзода","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утопити сечаробњак","утопити се","чаробњак","unrelated","word","word",NA,-0.437641086837703,0.445463057210757,0.148487685736919,9,11,11,0,1,10,10,1,1,FALSE,FALSE,FALSE
"утортерскидиаф","утортерски","диаф","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"утортерскисамурај","утортерски","самурај","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уторцијаеком","уторција","еком","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уторцијанећак","уторција","нећак","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уточиштевређати","уточиште","вређати","unrelated","word","word",0.412665025655611,-0.22482254595181,0.769370505308212,0.176505699093648,19,19,20,0,0.95,17,20,0,0.85,FALSE,FALSE,FALSE
"уточиштепедог","уточиште","педог","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"уточиштесклониште","уточиште","склониште","related","word","word",0.735240456632384,-0.416907174706925,0.806732265450369,0.16821530563132,23,25,25,0,1,24,25,0,0.96,FALSE,FALSE,FALSE
"ућиићи","ући","ићи","related","word","word",0.63196893880175,-0.981478273236694,0.288867151736487,0.0577734303472975,25,26,27,0,0.962962962962963,27,27,0,1,FALSE,FALSE,FALSE
"ућинејеа","ући","нејеа","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ућиседмица","ући","седмица","unrelated","word","word",0.417896721366509,-0.361921664066278,0.451012523785705,0.112753130946426,16,17,17,0,1,17,17,0,1,FALSE,FALSE,FALSE
"ученикдодатни","ученик","додатни","unrelated","word","word",0.393614155717454,-0.45442627567625,0.524496807877328,0.111823095165677,22,22,23,0,0.956521739130435,22,23,0,0.956521739130435,FALSE,FALSE,FALSE
"учениктлао","ученик","тлао","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ученикучитељ","ученик","учитељ","related","word","word",0.627710134225884,-0.641315293106091,0.287438557418833,0.101624876562668,8,9,10,0,0.9,9,10,0,0.9,FALSE,FALSE,FALSE
"учитиисточка","учити","источка","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"учитиподучавати","учити","подучавати","related","word","word",0.656956959647586,-0.0317019691219039,0.517107987356325,0.125417108924747,17,19,20,0,0.95,19,20,0,0.95,FALSE,FALSE,FALSE
"учитихармонија","учити","хармонија","unrelated","word","word",0.441262134626139,-0.332759700389253,0.519962196309866,0.138965742333287,14,14,15,0,0.933333333333333,14,14,1,1,FALSE,FALSE,FALSE
"учтивбетмен","учтив","бетмен","unrelated","word","word",0.487218647023112,-0.297856874854941,0.491796408083011,0.136399782033255,13,15,17,1,0.88235294117647,11,18,0,0.611111111111111,FALSE,FALSE,FALSE
"учтивборанд","учтив","боранд","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"учтивпријатељски","учтив","пријатељски","related","word","word",0.456621117807208,0.200901691002363,0.876571387872579,0.357858770568516,6,7,7,0,1,7,7,0,1,FALSE,FALSE,FALSE
"учштољубав","учшто","љубав","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"учштоодлачити","учшто","одлачити","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фабрикавае","фабрика","вае","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фабрикапроизводња","фабрика","производња","related","word","word",0.594176343051272,-0.325862275125539,0.526352154999327,0.1519447791887,12,13,14,0,0.928571428571429,13,14,0,0.928571428571429,FALSE,FALSE,FALSE
"фабрикацрево","фабрика","црево","unrelated","word","word",0.425490728237631,-0.428595950821391,0.907808453424775,0.262061727478706,12,13,13,0,1,13,13,0,1,FALSE,FALSE,FALSE
"фазапериод","фаза","период","related","word","word",0.486490147315221,-0.70113318828264,0.403588694547226,0.107863615726506,14,14,14,1,1,14,14,1,1,FALSE,FALSE,FALSE
"фазасан","фаза","сан","unrelated","word","word",0.398809875997837,-0.637197608713654,0.459948046588697,0.153316015529566,9,11,12,1,0.916666666666667,12,12,1,1,FALSE,FALSE,FALSE
"фазасрегле","фаза","срегле","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фајлдокумент","фајл","документ","related","word","word",0.606587247186308,-0.624404503595265,0.477778612351366,0.119444653087841,16,16,16,1,1,14,16,1,0.875,FALSE,FALSE,FALSE
"фајлнадлесда","фајл","надлесда","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фајлоткупнина","фајл","откупнина","unrelated","word","word",0.544581327456578,0.895278531964549,0.744803318607891,0.215006198245796,12,13,15,0,0.866666666666667,10,15,0,0.666666666666667,FALSE,FALSE,FALSE
"факторелемент","фактор","елемент","related","word","word",0.609866566964285,-0.672575436695455,0.319854283944434,0.0666942286003188,23,25,26,1,0.961538461538462,26,26,1,1,FALSE,FALSE,FALSE
"факторподне","фактор","подне","unrelated","word","word",0.38018328503596,-0.47932918911686,0.39187033437541,0.118153351417668,11,11,13,0,0.846153846153846,12,13,0,0.923076923076923,FALSE,FALSE,FALSE
"факторстеј","фактор","стеј","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"факултетисален","факултет","исален","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"факултетузрок","факултет","узрок","unrelated","word","word",0.362428180967348,-0.456369249351028,0.545334924254375,0.125108411853065,19,19,20,0,0.95,19,20,0,0.95,FALSE,FALSE,FALSE
"факултетуниверзитет","факултет","универзитет","related","word","word",0.637353735122111,-0.822899136396433,0.139862512443479,0.037379828772636,14,16,16,0,1,16,16,0,1,FALSE,FALSE,FALSE
"факурургаларм","факурург","аларм","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"факурургалбертегија","факурург","албертегија","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фаралигрупа","фарали","група","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фаралиурови","фарали","урови","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фармердозбедна","фармер","дозбедна","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фармермрак","фармер","мрак","unrelated","word","word",0.402728100827121,-0.799231824059855,0.315411653369788,0.0630823306739575,25,26,27,1,0.962962962962963,24,27,1,0.888888888888889,FALSE,FALSE,FALSE
"фармеррадник","фармер","радник","related","word","word",0.55517900452646,-0.445287531309754,0.745072876055048,0.166603359905036,20,20,20,0,1,18,20,0,0.9,FALSE,FALSE,FALSE
"фастрикадостојан","фастрика","достојан","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фастрикадрешнина","фастрика","дрешнина","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"федерацијадржава","федерација","држава","related","word","word",0.501883583346011,-0.436688915052936,1.76187093979297,0.508608330683424,12,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"федерацијамама","федерација","мама","unrelated","word","word",0.308682005667477,-0.711133207152143,0.307832442363319,0.116349726852995,7,8,8,0,1,8,8,0,1,FALSE,FALSE,FALSE
"федерацијаствада","федерација","ствада","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"федеснојпознати","федесној","познати","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"федеснојстите","федесној","стите","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"феномендогађај","феномен","догађај","related","word","word",0.526399208439418,-0.591793661548543,0.557769700132052,0.168173892251551,11,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"феноменослоцуски","феномен","ослоцуски","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"феноменфантастичан","феномен","фантастичан","unrelated","word","word",0.551167092386761,0.0150823910848836,0.791658521661854,0.192005394366597,17,17,17,0,1,16,17,0,0.941176470588235,FALSE,FALSE,FALSE
"феноштаможиљак","феноштам","ожиљак","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"феноштамскрогантан","феноштам","скрогантан","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"физикагудлак","физика","гудлак","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"физикаматематика","физика","математика","related","word","word",0.700700665204469,-0.948283819494838,0.292096036941419,0.0880702688440434,11,12,12,0,1,12,12,0,1,FALSE,FALSE,FALSE
"физикапреживети","физика","преживети","unrelated","word","word",0.410242963910621,-0.205017732367231,0.582312205736791,0.13725230314806,18,19,19,0,1,19,19,0,1,FALSE,FALSE,FALSE
"филозофијарелигија","филозофија","религија","related","word","word",0.723074768038536,-0.81372611279549,0.302754948737162,0.0809146635946263,14,14,14,0,1,14,14,0,1,FALSE,FALSE,FALSE
"филозофијастарчење","филозофија","старчење","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"филозофијастотина","филозофија","стотина","unrelated","word","word",0.501221402685804,0.0567974693079643,0.971241575702073,0.343385752174622,8,9,9,0,1,8,9,0,0.888888888888889,FALSE,FALSE,FALSE
"фимпрератиминидрум","фимпрерати","минидрум","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"фимпрератиотпуштање","фимпрерати","отпуштање","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"финансијлностђанд","финансијлност","ђанд","nonword","nonword","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"финансијлностметак","финансијлност","метак","nonword","nonword","word",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"финансијскизрачење","финансијски","зрачење","unrelated","word","word",0.507497765043322,-0.26055456362689,0.766513785967081,0.171397693111312,20,21,21,0,1,21,21,0,1,FALSE,FALSE,FALSE
"финансијскиканум","финансијски","канум","nonword","word","nonword",0.584710982607377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
