"sv_cue","sv_target","type","cue_type","target_type","sv_cosine"
"ilska","pråke","nonword","word","nonword",NA
"dvd","nålättsin","nonword","word","nonword",NA
"kultur","någonskott","nonword","word","nonword",NA
"belopp","nådad","nonword","word","nonword",NA
"journalistik","nator","nonword","word","nonword",NA
"banan","vatsa","nonword","word","nonword",NA
"fälla","näspaj","nonword","word","nonword",NA
"turné","nalist","nonword","word","nonword",NA
"rök","nederment","nonword","word","nonword",NA
"serier","negareth","nonword","word","nonword",NA
"nära","nernil","nonword","word","nonword",NA
"färsk","strattuation","nonword","word","nonword",NA
"radio","noey","nonword","word","nonword",NA
"guvernör","nyhening","nonword","word","nonword",NA
"seger","nylitisk","nonword","word","nonword",NA
"nagel","köttsvarig","nonword","word","nonword",NA
"positiv","obedentlig","nonword","word","nonword",NA
"smälta","gne","nonword","word","nonword",NA
"skjorta","mynla","nonword","word","nonword",NA
"nål","officistånd","nonword","word","nonword",NA
"budget","oförqueen","nonword","word","nonword",NA
"ben","rytta","nonword","word","nonword",NA
"kedja","yuänd","nonword","word","nonword",NA
"porr","oktograf","nonword","word","nonword",NA
"portfölj","nz","nonword","word","nonword",NA
"brutal","bakja","nonword","word","nonword",NA
"mask","flufka","nonword","word","nonword",NA
"spindel","flufka","nonword","word","nonword",NA
"jordbävning","omderns","nonword","word","nonword",NA
"sydlig","alakar","nonword","word","nonword",NA
"halv","aia","nonword","word","nonword",NA
"kontakt","spenge","nonword","word","nonword",NA
"lura","trängvis","nonword","word","nonword",NA
"järn","organiseravenscroft","nonword","word","nonword",NA
"tank","eam","nonword","word","nonword",NA
"kommersiell","oruo","nonword","word","nonword",NA
"nuvarande","orrit","nonword","word","nonword",NA
"välgörenhet","tht","nonword","word","nonword",NA
"oförmåga","ekt","nonword","word","nonword",NA
"producent","jeantat","nonword","word","nonword",NA
"åsna","slavdriva","nonword","word","nonword",NA
"hjälp","nadsföra","nonword","word","nonword",NA
"trött","dersge","nonword","word","nonword",NA
"volontär","handleva","nonword","word","nonword",NA
"olaglig","adelste","nonword","word","nonword",NA
"öken","kärnvaka","nonword","word","nonword",NA
"äktenskapsskillnad","övrats","nonword","word","nonword",NA
"befälhavare","fakre","nonword","word","nonword",NA
"officiellt","patro","nonword","word","nonword",NA
"konstruktion","ungpa","nonword","word","nonword",NA
"läsplatta","paralöst","nonword","word","nonword",NA
"hämnd","paranorgiskt","nonword","word","nonword",NA
"orättvisa","paresn","nonword","word","nonword",NA
"söder","misstikel","nonword","word","nonword",NA
"taxi","låss","nonword","word","nonword",NA
"röst","mension","nonword","word","nonword",NA
"gas","påståendeståndskrav","nonword","word","nonword",NA
"bravo","patebjud","nonword","word","nonword",NA
"resten","patrulleravenscroft","nonword","word","nonword",NA
"kille","sperar","nonword","word","nonword",NA
"sheriff","pelev","nonword","word","nonword",NA
"rena","morna","nonword","word","nonword",NA
"offer","perförd","nonword","word","nonword",NA
"förändra","periding","nonword","word","nonword",NA
"röv","perohygglighet","nonword","word","nonword",NA
"artikel","perrongtiv","nonword","word","nonword",NA
"hyra","redler","nonword","word","nonword",NA
"optimistisk","piing","nonword","word","nonword",NA
"bukt","piellt","nonword","word","nonword",NA
"fattigdom","livscera","nonword","word","nonword",NA
"lov","elasbok","nonword","word","nonword",NA
"nanny","livsnera","nonword","word","nonword",NA
"öka","hiast","nonword","word","nonword",NA
"stjäla","våats","nonword","word","nonword",NA
"envis","våikt","nonword","word","nonword",NA
"kirurg","äreke","nonword","word","nonword",NA
"svartsjuk","poste","nonword","word","nonword",NA
"intryck","polikort","nonword","word","nonword",NA
"faktor","polititions","nonword","word","nonword",NA
"koloni","poligens","nonword","word","nonword",NA
"innehålla","poin","nonword","word","nonword",NA
"ödmjuka","praktiskt tterus","nonword","word","nonword",NA
"anlända","prnot","nonword","word","nonword",NA
"gisslan","prediosta","nonword","word","nonword",NA
"september","presiprov","nonword","word","nonword",NA
"undersökning","prekvävda","nonword","word","nonword",NA
"erfarenhet","brookskytt","nonword","word","nonword",NA
"patient","priruk","nonword","word","nonword",NA
"tabell","nkins","nonword","word","nonword",NA
"menande","nois","nonword","word","nonword",NA
"kyss","nois","nonword","word","nonword",NA
"ändamål","nois","nonword","word","nonword",NA
"mjölk","protivt","nonword","word","nonword",NA
"kontrakt","proceröst","nonword","word","nonword",NA
"trofé","produceravenscroft","nonword","word","nonword",NA
"hand","prodeau","nonword","word","nonword",NA
"befolkning","produkland","nonword","word","nonword",NA
"anatomi","professiostånd","nonword","word","nonword",NA
"obekväm","profestens","nonword","word","nonword",NA
"djungel","prodjur","nonword","word","nonword",NA
"arv","prometers","nonword","word","nonword",NA
"fönster","prometers","nonword","word","nonword",NA
"förtroende","protorikt","nonword","word","nonword",NA
"klart","protomart","nonword","word","nonword",NA
"oskyldig","hjärnkologi","nonword","word","nonword",NA
"efterfrågan","psykolokraft","nonword","word","nonword",NA
"natt","publjo","nonword","word","nonword",NA
"okunnighet","fackdare","nonword","word","nonword",NA
"bomba","klisla","nonword","word","nonword",NA
"orgasm","orn","nonword","word","nonword",NA
"inspektör","vänna","nonword","word","nonword",NA
"planen","radis","nonword","word","nonword",NA
"byta ut","växta","nonword","word","nonword",NA
"förberedelse","rättetivt","nonword","word","nonword",NA
"aska","tröttlig","nonword","word","nonword",NA
"november","nordvisa","nonword","word","nonword",NA
"förtjänar","reakfast","nonword","word","nonword",NA
"tumör","realisskydd","nonword","word","nonword",NA
"affär","regevärs","nonword","word","nonword",NA
"karriär","religinellt","nonword","word","nonword",NA
"bio","omp","nonword","word","nonword",NA
"piano","repareravenscroft","nonword","word","nonword",NA
"plötsligt","restaujett","nonword","word","nonword",NA
"motiv","reklamtat","nonword","word","nonword",NA
"rättvist","slagväska","nonword","word","nonword",NA
"olyckligt","rinen","nonword","word","nonword",NA
"månad","msk","nonword","word","nonword",NA
"invasion","rison","nonword","word","nonword",NA
"måndag","rikedomstolstrots","nonword","word","nonword",NA
"få","idilig","nonword","word","nonword",NA
"författare","idilig","nonword","word","nonword",NA
"kyckling","roset","nonword","word","nonword",NA
"mördare","eam","nonword","word","nonword",NA
"hälsa","romanlagt","nonword","word","nonword",NA
"skåp","vadta","nonword","word","nonword",NA
"framgång","roteravenscroft","nonword","word","nonword",NA
"liten","röva triks","nonword","word","nonword",NA
"miljö","leadjur","nonword","word","nonword",NA
"läppstift","runtikt","nonword","word","nonword",NA
"njure","bartning","nonword","word","nonword",NA
"bro","blite","nonword","word","nonword",NA
"naiv","bruståningom","nonword","word","nonword",NA
"namn","sabohopp","nonword","word","nonword",NA
"monster","marga","nonword","word","nonword",NA
"docka","säsynthet","nonword","word","nonword",NA
"räkna","vålra","nonword","word","nonword",NA
"fråga","hugja","nonword","word","nonword",NA
"slutlig","brilad","nonword","word","nonword",NA
"mjuk","anilan","nonword","word","nonword",NA
"tömma","förla","nonword","word","nonword",NA
"nätverk","samuquez","nonword","word","nonword",NA
"romersk","satö","nonword","word","nonword",NA
"hugg","britdare","nonword","word","nonword",NA
"sjukhus","säre","nonword","word","nonword",NA
"naturlig","efs","nonword","word","nonword",NA
"hund","satelkern","nonword","word","nonword",NA
"dotter","gynta","nonword","word","nonword",NA
"moln","svanma","nonword","word","nonword",NA
"katolsk","astla","nonword","word","nonword",NA
"långsamt","sefullter","nonword","word","nonword",NA
"verktyg","serik","nonword","word","nonword",NA
"mod","senalist","nonword","word","nonword",NA
"jobb","servibert","nonword","word","nonword",NA
"bröd","fannal","nonword","word","nonword",NA
"album","signasion","nonword","word","nonword",NA
"nationell","ranver","nonword","word","nonword",NA
"eskort","herma","nonword","word","nonword",NA
"måla","sitja","nonword","word","nonword",NA
"filosofi","bauta","nonword","word","nonword",NA
"bekämpa","främvisk","nonword","word","nonword",NA
"fenomen","stallklart","nonword","word","nonword",NA
"smörgås","kuö","nonword","word","nonword",NA
"värde","garman","nonword","word","nonword",NA
"total","sjlf","nonword","word","nonword",NA
"öva","sjukpas","nonword","word","nonword",NA
"förgifta","vatda","nonword","word","nonword",NA
"svälja","skådespelareklamsnub","nonword","word","nonword",NA
"förbanna","skipg","nonword","word","nonword",NA
"rom","brölle","nonword","word","nonword",NA
"kulle","skaet","nonword","word","nonword",NA
"läpp","kvindal","nonword","word","nonword",NA
"vad","showbil","nonword","word","nonword",NA
"kritisk","gröra","nonword","word","nonword",NA
"typisk","smarka","nonword","word","nonword",NA
"hotell","slavta","nonword","word","nonword",NA
"forskning","ano","nonword","word","nonword",NA
"nöjd","skrl","nonword","word","nonword",NA
"fokus","plala","nonword","word","nonword",NA
"repa","slängpadda","nonword","word","nonword",NA
"charm","skjs","nonword","word","nonword",NA
"stöd","sinthet","nonword","word","nonword",NA
"operativ","stripma","nonword","word","nonword",NA
"tåg","abratt","nonword","word","nonword",NA
"turnering","krypva","nonword","word","nonword",NA
"kampanj","startning","nonword","word","nonword",NA
"bonus","haydd","nonword","word","nonword",NA
"whisky","stötdig","nonword","word","nonword",NA
"smal","slagveln","nonword","word","nonword",NA
"inse","kiang","nonword","word","nonword",NA
"vagina","slabs","nonword","word","nonword",NA
"tjuv","grilka","nonword","word","nonword",NA
"ring upp","slbbs","nonword","word","nonword",NA
"brudgum","slumt","nonword","word","nonword",NA
"make","tävta","nonword","word","nonword",NA
"avgång","slutsce","nonword","word","nonword",NA
"hinder","årå","nonword","word","nonword",NA
"utgång","snabta","nonword","word","nonword",NA
"ingenting","smoe","nonword","word","nonword",NA
"diplom","prätta","nonword","word","nonword",NA
"läger","riabb","nonword","word","nonword",NA
"tålamod","snaboh","nonword","word","nonword",NA
"land","piö","nonword","word","nonword",NA
"skapa","förskig","nonword","word","nonword",NA
"ko","lörda","nonword","word","nonword",NA
"internationell","ndl","nonword","word","nonword",NA
"smart","ndl","nonword","word","nonword",NA
"medicinsk","söeu","nonword","word","nonword",NA
"barnhem","ean","nonword","word","nonword",NA
"klättra","zand","nonword","word","nonword",NA
"tatuering","taldag","nonword","word","nonword",NA
"motsatt","sohan","nonword","word","nonword",NA
"håll","äst","nonword","word","nonword",NA
"aktiva","sovtid","nonword","word","nonword",NA
"distans","apacherti","nonword","word","nonword",NA
"lögn","hänra","nonword","word","nonword",NA
"middag","speciaskepp","nonword","word","nonword",NA
"sensor","spevor","nonword","word","nonword",NA
"drama","brådstakulär","nonword","word","nonword",NA
"erkänna","luel","nonword","word","nonword",NA
"förorening","spela teslängd","nonword","word","nonword",NA
"orkester","misslare","nonword","word","nonword",NA
"dubbel","nyckdera","nonword","word","nonword",NA
"kemi","meis","nonword","word","nonword",NA
"av misstag","spagt","nonword","word","nonword",NA
"onyttig","stelta","nonword","word","nonword",NA
"pinne","stå flyr","nonword","word","nonword",NA
"fjäril","strä","nonword","word","nonword",NA
"fruktansvärd","parket","nonword","word","nonword",NA
"industri","stac","nonword","word","nonword",NA
"projekt","spridigt","nonword","word","nonword",NA
"kapsel","steega","nonword","word","nonword",NA
"populär","struga","nonword","word","nonword",NA
"lasagne","strugd","nonword","word","nonword",NA
"mun","strafning","nonword","word","nonword",NA
"trigger","starlo","nonword","word","nonword",NA
"slav","stri","nonword","word","nonword",NA
"mästare","partion","nonword","word","nonword",NA
"domstol","motty","nonword","word","nonword",NA
"gås","stri","nonword","word","nonword",NA
"entusiasm","stey","nonword","word","nonword",NA
"papper","smärtna","nonword","word","nonword",NA
"skytte","stac","nonword","word","nonword",NA
"kidnappare","känra","nonword","word","nonword",NA
"dödligt","stanm","nonword","word","nonword",NA
"sann","gruppning","nonword","word","nonword",NA
"autograf","brevtegi","nonword","word","nonword",NA
"siffra","stresä","nonword","word","nonword",NA
"måne","fjärrturera","nonword","word","nonword",NA
"bokstavligen","stuans","nonword","word","nonword",NA
"plåga","svet","nonword","word","nonword",NA
"konservativ","utar","nonword","word","nonword",NA
"fly","utart","nonword","word","nonword",NA
"ungdom","symsea","nonword","word","nonword",NA
"tung","apn","nonword","word","nonword",NA
"pappa","oundrom","nonword","word","nonword",NA
"haj","borre","nonword","word","nonword",NA
"binda","systering","nonword","word","nonword",NA
"metod","ta frän","nonword","word","nonword",NA
"idealisk","kedka","nonword","word","nonword",NA
"helt enkelt","känssamhet","nonword","word","nonword",NA
"höger","tades","nonword","word","nonword",NA
"detonator","taalth","nonword","word","nonword",NA
"flagga","triprik","nonword","word","nonword",NA
"vägra","wend","nonword","word","nonword",NA
"sked","tela","nonword","word","nonword",NA
"se","teagnos","nonword","word","nonword",NA
"blod","mupken","nonword","word","nonword",NA
"landa","telepers","nonword","word","nonword",NA
"kontanter","kraftperatur","nonword","word","nonword",NA
"sergeant","undnis","nonword","word","nonword",NA
"någon annanstans","teonens","nonword","word","nonword",NA
"slutet","camta","nonword","word","nonword",NA
"varning","tigast","nonword","word","nonword",NA
"bank","utening","nonword","word","nonword",NA
"kilo","kreskrift","nonword","word","nonword",NA
"hörsel","tillosynlig","nonword","word","nonword",NA
"zombie","tivis","nonword","word","nonword",NA
"sjuk","rabdag","nonword","word","nonword",NA
"aveny","tisan","nonword","word","nonword",NA
"mus","iaktnare","nonword","word","nonword",NA
"beskriva","tjuvk","nonword","word","nonword",NA
"vikt","torig","nonword","word","nonword",NA
"särskild","tonåters","nonword","word","nonword",NA
"verkstad","sjuknado","nonword","word","nonword",NA
"föra","vrrst","nonword","word","nonword",NA
"se","torsås","nonword","word","nonword",NA
"sök","trlå","nonword","word","nonword",NA
"hud","trhh","nonword","word","nonword",NA
"välja","traditioplats","nonword","word","nonword",NA
"låst","strofa","nonword","word","nonword",NA
"mars","trapris","nonword","word","nonword",NA
"förlåta","ewe","nonword","word","nonword",NA
"årsdag","glenlig","nonword","word","nonword",NA
"utanför","triströel","nonword","word","nonword",NA
"smak","kapppel","nonword","word","nonword",NA
"reporter","ruo","nonword","word","nonword",NA
"naturligtvis","ruo","nonword","word","nonword",NA
"faktiskt","rurgen","nonword","word","nonword",NA
"ficka","litligt","nonword","word","nonword",NA
"sväng","trollsell","nonword","word","nonword",NA
"bricka","hton","nonword","word","nonword",NA
"prata","trel","nonword","word","nonword",NA
"protest","tripk","nonword","word","nonword",NA
"först","tripk","nonword","word","nonword",NA
"betong","pojga","nonword","word","nonword",NA
"paradis","lågme","nonword","word","nonword",NA
"tillräckligt","saknel","nonword","word","nonword",NA
"soldat","kå","nonword","word","nonword",NA
"fysik","fältta","nonword","word","nonword",NA
"magi","tvättmjölk","nonword","word","nonword",NA
"kuvert","tvgiga","nonword","word","nonword",NA
"arena","tvart","nonword","word","nonword",NA
"citronsaft","tändnad","nonword","word","nonword",NA
"liknande","undersett","nonword","word","nonword",NA
"verklighet","underrättalangscout","nonword","word","nonword",NA
"ängel","undersökazakstans","nonword","word","nonword",NA
"lag","kog","nonword","word","nonword",NA
"yoga","blik","nonword","word","nonword",NA
"konstnär","statsversitet","nonword","word","nonword",NA
"spela in","nåp","nonword","word","nonword",NA
"golf","upprigt","nonword","word","nonword",NA
"låda","uppsmycka","nonword","word","nonword",NA
"föra in","upphetligt","nonword","word","nonword",NA
"privat","uppgångshålla","nonword","word","nonword",NA
"övernaturlig","uppsägbart","nonword","word","nonword",NA
"personlig","upphjärta","nonword","word","nonword",NA
"artefakt","urqu","nonword","word","nonword",NA
"skatt","ursugn","nonword","word","nonword",NA
"stor","utfattning","nonword","word","nonword",NA
"fast","utmakers","nonword","word","nonword",NA
"playboy","utmordspakt","nonword","word","nonword",NA
"ven","utchansning","nonword","word","nonword",NA
"plåga","utslagta","nonword","word","nonword",NA
"regemente","utsvult","nonword","word","nonword",NA
"politik","utpigt","nonword","word","nonword",NA
"kandidat","utgångsning","nonword","word","nonword",NA
"tyst","utflaska","nonword","word","nonword",NA
"hunger","utvärdestruk","nonword","word","nonword",NA
"gest","utfrämling","nonword","word","nonword",NA
"fil","sälcin","nonword","word","nonword",NA
"privilegium","idg","nonword","word","nonword",NA
"hoppas","ail","nonword","word","nonword",NA
"öde","väyt","nonword","word","nonword",NA
"styrka","stödjare","nonword","word","nonword",NA
"brådskande","vambik","nonword","word","nonword",NA
"hjälte","sén","nonword","word","nonword",NA
"lojala","vavalt","nonword","word","nonword",NA
"jurisdiktion","kralig","nonword","word","nonword",NA
"mile","blodliga","nonword","word","nonword",NA
"grav","domligt","nonword","word","nonword",NA
"suga","vantändvis","nonword","word","nonword",NA
"expert","träskap","nonword","word","nonword",NA
"bebis","svärter","nonword","word","nonword",NA
"toalett","vasar","nonword","word","nonword",NA
"stilla","värdeacon","nonword","word","nonword",NA
"pirat","kridig","nonword","word","nonword",NA
"engagemang","dödsdighet","nonword","word","nonword",NA
"prinsessa","vationse","nonword","word","nonword",NA
"buske","vajt","nonword","word","nonword",NA
"främre","varje veronds","nonword","word","nonword",NA
"kort","väted","nonword","word","nonword",NA
"puls","ameka","nonword","word","nonword",NA
"tusen","brotra","nonword","word","nonword",NA
"sommar","rgt","nonword","word","nonword",NA
"frihet","frite","nonword","word","nonword",NA
"rasist","oändka","nonword","word","nonword",NA
"fläsk","telnad","nonword","word","nonword",NA
"vin","turka","nonword","word","nonword",NA
"grädde","ventilaments","nonword","word","nonword",NA
"tonårs","vegen","nonword","word","nonword",NA
"miljonär","fentlig","nonword","word","nonword",NA
"skrämma","spelligen","nonword","word","nonword",NA
"dramatisk","vetendigt","nonword","word","nonword",NA
"hantera","visör","nonword","word","nonword",NA
"ryggrads","boltig","nonword","word","nonword",NA
"juni","grana","nonword","word","nonword",NA
"potatis","slagnare","nonword","word","nonword",NA
"kejserlig","torter","nonword","word","nonword",NA
"ambassadör","torsla","nonword","word","nonword",NA
"födelse","westte","nonword","word","nonword",NA
"grevskap","vitabelt","nonword","word","nonword",NA
"ibland","vittnesvitt","nonword","word","nonword",NA
"garanti","fänka","nonword","word","nonword",NA
"terapi","kocson","nonword","word","nonword",NA
"zoo","wecs","nonword","word","nonword",NA
"huvudstad","aia","nonword","word","nonword",NA
"slutsats","ytterligareklamsnub","nonword","word","nonword",NA
"aldrig","kén","nonword","word","nonword",NA
"krym","erlingning","nonword","nonword","nonword",NA
"leten","männifisk","nonword","nonword","nonword",NA
"kotet","ârt","nonword","nonword","nonword",NA
"innastin","roset","nonword","nonword","nonword",NA
"rn","urk","nonword","nonword","nonword",NA
"bibna","byggdidat","nonword","nonword","nonword",NA
"dicinsre","förröstning","nonword","nonword","nonword",NA
"vägke","filmpare","nonword","nonword","nonword",NA
"skkk","musition","nonword","nonword","nonword",NA
"rapporteravenscroft","dårum","nonword","nonword","nonword",NA
"erbjudandeståndskrav","använda sskript","nonword","nonword","nonword",NA
"höfe","norrde","nonword","nonword","nonword",NA
"kafröjder","hiast","nonword","nonword","nonword",NA
"pida","investerareklamsnub","nonword","nonword","nonword",NA
"förtrakta","morlie","nonword","nonword","nonword",NA
"hrine","förlys","nonword","nonword","nonword",NA
"pickneys","svärter","nonword","nonword","nonword",NA
"ålig","väyt","nonword","nonword","nonword",NA
"tude","kén","nonword","nonword","nonword",NA
"peo","kännamiljs","nonword","nonword","nonword",NA
"migg","tige","nonword","nonword","nonword",NA
"alrir","officistånd","nonword","nonword","nonword",NA
"värnstift","hitgant","nonword","nonword","nonword",NA
"medirentz","arkihugg","nonword","nonword","nonword",NA
"experimenteravenscroft","gosyssla","nonword","nonword","nonword",NA
"motplats","nyhening","nonword","nonword","nonword",NA
"rible","prometers","nonword","nonword","nonword",NA
"servald","aia","nonword","nonword","nonword",NA
"byggdidat","storlare","nonword","nonword","nonword",NA
"noria","beklagla","nonword","nonword","nonword",NA
"ideaprov","kapark","nonword","nonword","nonword",NA
"sekreterareklamsnub","fullpropdigt","nonword","nonword","nonword",NA
"retta","grelits","nonword","nonword","nonword",NA
"byr","kralig","nonword","nonword","nonword",NA
"instinkensa","efs","nonword","nonword","nonword",NA
"eed","spagt","nonword","nonword","nonword",NA
"âgart","grana","nonword","nonword","nonword",NA
"viil","tades","nonword","nonword","nonword",NA
"karne","myn","nonword","nonword","nonword",NA
"tävga","slavdriva","nonword","nonword","nonword",NA
"vålny","protivt","nonword","nonword","nonword",NA
"disme","tändnad","nonword","nonword","nonword",NA
"playfie","förälligt","nonword","nonword","nonword",NA
"guef","känssamhet","nonword","nonword","nonword",NA
"frammets","avlos","nonword","nonword","nonword",NA
"förstärra","telli","nonword","nonword","nonword",NA
"fomot","växta","nonword","nonword","nonword",NA
"okvy","regevärs","nonword","nonword","nonword",NA
"lalan","redler","nonword","nonword","nonword",NA
"observarulvs","flufka","nonword","nonword","nonword",NA
"nikny","bianskt","nonword","nonword","nonword",NA
"mane","ndl","nonword","nonword","nonword",NA
"emg","förskig","nonword","nonword","nonword",NA
"konkursion","chambabwe","nonword","nonword","nonword",NA
"verktakt","framtänka","nonword","nonword","nonword",NA
"kallla","groop","nonword","nonword","nonword",NA
"cinlå","stödjare","nonword","nonword","nonword",NA
"helna","meis","nonword","nonword","nonword",NA
"ledba","baot","nonword","nonword","nonword",NA
"argen","vektigt","nonword","nonword","nonword",NA
"ta igefling","skådespelareklamsnub","nonword","nonword","nonword",NA
"scoma","longa","nonword","nonword","nonword",NA
"elimineravenscroft","ge siikru","nonword","nonword","nonword",NA
"claulig","inflö","nonword","nonword","nonword",NA
"slutsum","ärforthet","nonword","nonword","nonword",NA
"stilande","fotolern","nonword","nonword","nonword",NA
"århundradeståndskrav","putka","nonword","nonword","nonword",NA
"känna caid","atlanchef","nonword","nonword","nonword",NA
"kröv","rorna","nonword","nonword","nonword",NA
"gamna","illamåendeståndskrav","nonword","nonword","nonword",NA
"artesync","avlägsta","nonword","nonword","nonword",NA
"vecda","hton","nonword","nonword","nonword",NA
"skyddsvilegium","nycten","nonword","nonword","nonword",NA
"grinje","intuiland","nonword","nonword","nonword",NA
"engagegrepp","domligt","nonword","nonword","nonword",NA
"baher","hytesvårt","nonword","nonword","nonword",NA
"misslighet","löpar","nonword","nonword","nonword",NA
"proseln","vationse","nonword","nonword","nonword",NA
"uppja","kartrum","nonword","nonword","nonword",NA
"samra","rskt","nonword","nonword","nonword",NA
"boibs","kämö","nonword","nonword","nonword",NA
"sjeb","museball","nonword","nonword","nonword",NA
"târ","handsig","nonword","nonword","nonword",NA
"mrn","äa","nonword","nonword","nonword",NA
"bråkfa","framrare","nonword","nonword","nonword",NA
"lärajord","livscera","nonword","nonword","nonword",NA
"naboy","alakar","nonword","nonword","nonword",NA
"freyt","handleva","nonword","nonword","nonword",NA
"manför","kvälter","nonword","nonword","nonword",NA
"tilldelst","maxigård","nonword","nonword","nonword",NA
"påkränkning","grupson","nonword","nonword","nonword",NA
"koloween","hårbal","nonword","nonword","nonword",NA
"öt","nådad","nonword","nonword","nonword",NA
"portwalk","kvoket","nonword","nonword","nonword",NA
"muls","dubblare","nonword","nonword","nonword",NA
"ryggfrihet","födelsekvens","nonword","nonword","nonword",NA
"piö","jeantat","nonword","nonword","nonword",NA
"melab","utart","nonword","nonword","nonword",NA
"hosttig","skindedel","nonword","nonword","nonword",NA
"enhör","trängvis","nonword","nonword","nonword",NA
"luringa","maktkare","nonword","nonword","nonword",NA
"rantal","cereställni","nonword","nonword","nonword",NA
"kalitisk","slutsce","nonword","nonword","nonword",NA
"tond","merano","nonword","nonword","nonword",NA
"orscouter","tht","nonword","nonword","nonword",NA
"nermän","piellt","nonword","nonword","nonword",NA
"lilllan","runtikt","nonword","nonword","nonword",NA
"antipsy","hugja","nonword","nonword","nonword",NA
"jurisdikfullt","bekräfma","nonword","nonword","nonword",NA
"flär","lant","nonword","nonword","nonword",NA
"strunka","ykt","nonword","nonword","nonword",NA
"fast egepice","sovtid","nonword","nonword","nonword",NA
"dén","utmakers","nonword","nonword","nonword",NA
"brnz","symsea","nonword","nonword","nonword",NA
"skärginal","reakfast","nonword","nonword","nonword",NA
"komj","idilig","nonword","nonword","nonword",NA
"spatal","svanma","nonword","nonword","nonword",NA
"miljohans","måt","nonword","nonword","nonword",NA
"hyresrymd","piing","nonword","nonword","nonword",NA
"brho","ljuma","nonword","nonword","nonword",NA
"exbod","inkräk","nonword","nonword","nonword",NA
"blankmål","apn","nonword","nonword","nonword",NA
"namni","satelkern","nonword","nonword","nonword",NA
"spera","stac","nonword","nonword","nonword",NA
"natna","tjuvk","nonword","nonword","nonword",NA
"lagaelsk","äreke","nonword","nonword","nonword",NA
"imponerandeståndskrav","utpigt","nonword","nonword","nonword",NA
"konmang","hark","nonword","nonword","nonword",NA
"åsifa","lösnärjd","nonword","nonword","nonword",NA
"vatö","djgt","nonword","nonword","nonword",NA
"sias","trassteratur","nonword","nonword","nonword",NA
"buspa","inäll","nonword","nonword","nonword",NA
"toagnos","frukräm","nonword","nonword","nonword",NA
"utar","skägsam","nonword","nonword","nonword",NA
"krämp","läkemetiskt","nonword","nonword","nonword",NA
"sherlagt","flotdemi","nonword","nonword","nonword",NA
"fata","svärpa","nonword","nonword","nonword",NA
"fläskra","spenge","nonword","nonword","nonword",NA
"exkast","gravidiscjoc","nonword","nonword","nonword",NA
"bokegentligen","skjs","nonword","nonword","nonword",NA
"ekonodrift","livlys","nonword","nonword","nonword",NA
"bius","speciaskepp","nonword","nonword","nonword",NA
"friskna","lanse","nonword","nonword","nonword",NA
"evolustre","törd","nonword","nonword","nonword",NA
"rumä","gynta","nonword","nonword","nonword",NA
"traknamn","kuös","nonword","nonword","nonword",NA
"bondnande","föredard","nonword","nonword","nonword",NA
"cartisk","flufka","nonword","nonword","nonword",NA
"strit","storla om","nonword","nonword","nonword",NA
"marga","ypck","nonword","nonword","nonword",NA
"divart","höba","nonword","nonword","nonword",NA
"termision","traditioplats","nonword","nonword","nonword",NA
"smältanter","sjuknado","nonword","nonword","nonword",NA
"stratera","kiang","nonword","nonword","nonword",NA
"fräja","förflyttdelse","nonword","nonword","nonword",NA
"föringse","piö","nonword","nonword","nonword",NA
"vadbisk","finansiefullt","nonword","nonword","nonword",NA
"zoland","prodeau","nonword","nonword","nonword",NA
"isoel","patrulleravenscroft","nonword","nonword","nonword",NA
"viklig","luceh","nonword","nonword","nonword",NA
"omsku","lörda","nonword","nonword","nonword",NA
"laanyone","tisan","nonword","nonword","nonword",NA
"takarl","divell","nonword","nonword","nonword",NA
"aflys","tvgiga","nonword","nonword","nonword",NA
"förwait","årskörde","nonword","nonword","nonword",NA
"ãll","brookskytt","nonword","nonword","nonword",NA
"bals","nsy","nonword","nonword","nonword",NA
"proskuggvara","telnad","nonword","nonword","nonword",NA
"skräng","vrrst","nonword","nonword","nonword",NA
"tasy","blik","nonword","nonword","nonword",NA
"aliga","teagnos","nonword","nonword","nonword",NA
"vts","nylitisk","nonword","nonword","nonword",NA
"marga","petne","nonword","nonword","nonword",NA
"kameravenscroft","krkt","nonword","nonword","nonword",NA
"burga","federaments","nonword","nonword","nonword",NA
"sexujobb","blodliga","nonword","nonword","nonword",NA
"eskobe","triprik","nonword","nonword","nonword",NA
"atlanttiv","pråke","nonword","nonword","nonword",NA
"krediteravenscroft","kollagts","nonword","nonword","nonword",NA
"patikräm","rn","nonword","nonword","nonword",NA
"någon annaschild","utmordspakt","nonword","nonword","nonword",NA
"håby","luftgubbe","nonword","nonword","nonword",NA
"lörgel","wend","nonword","nonword","nonword",NA
"skram","pacquiativitet","nonword","nonword","nonword",NA
"regioterus","mynga","nonword","nonword","nonword",NA
"odick","kungrika","nonword","nonword","nonword",NA
"helsington","kory","nonword","nonword","nonword",NA
"korssessa","steega","nonword","nonword","nonword",NA
"bomblig","gabri","nonword","nonword","nonword",NA
"kyltig","prekvävda","nonword","nonword","nonword",NA
"svartmisk","passats","nonword","nonword","nonword",NA
"kontvätt","lobåt","nonword","nonword","nonword",NA
"soppel","försvinnandeståndskrav","nonword","nonword","nonword",NA
"uppenbalowskise","lamin","nonword","nonword","nonword",NA
"excelsorn","tyng","nonword","nonword","nonword",NA
"brännnappare","nois","nonword","nonword","nonword",NA
