"ta_cue","ta_target","type","cue_type","target_type","ta_cosine"
"பிரபலமான","பிமனனனத","nonword","word","nonword",NA
"நரம்பு","பிரகரtnse","nonword","word","nonword",NA
"வாழை","பிரசமனனனத","nonword","word","nonword",NA
"வெளியே","பிரமனனனத","nonword","word","nonword",NA
"கான்கிரீட்","பிரtnse","nonword","word","nonword",NA
"சிகிச்சை","பிரிணஷ","nonword","word","nonword",NA
"கன்சர்வேடிவ்","பிலமனனனத","nonword","word","nonword",NA
"வயது வந்தோர்","பிளாரmaathavan","nonword","word","nonword",NA
"போலி","பிறந மனனள","nonword","word","nonword",NA
"கண்ணாடி","பின்சtnse","nonword","word","nonword",NA
"கடை","பீரtnse","nonword","word","nonword",NA
"இருக்கலாம்","ctர்","nonword","word","nonword",NA
"அறிவாற்ற்ல்","ஞழகழ்","nonword","word","nonword",NA
"தனியாக","புகழரtnse","nonword","word","nonword",NA
"பரிசோதனை","புகைப்பரmaathavan","nonword","word","nonword",NA
"பேச்சு","புகை மனனள","nonword","word","nonword",NA
"தொடர்","புதுரmaathavan","nonword","word","nonword",NA
"ரேடார்","புதைதரmaathavan","nonword","word","nonword",NA
"பாதிக்கப்பட்டவர்","ndயல்","nonword","word","nonword",NA
"சர்க்கரை","ஏளராண","nonword","word","nonword",NA
"சிப்பாய்","அசனரிந்து","nonword","word","nonword",NA
"அணில்","புரtnse","nonword","word","nonword",NA
"கவனிப்பு","புறமனiii","nonword","word","nonword",NA
"வாய்","மமனனற்றுநோய்","nonword","word","nonword",NA
"எண்ண","ஹற","nonword","word","nonword",NA
"மூலையில்","பூசாஆப","nonword","word","nonword",NA
"திரும்ப","பூச்அஹ","nonword","word","nonword",NA
"புஷ்","பூச்bd","nonword","word","nonword",NA
"இரட்டிப்பாகும்","பூட்sd","nonword","word","nonword",NA
"ஓய்வூதியம்","ரறனை","nonword","word","nonword",NA
"தேர்வு","azண்","nonword","word","nonword",NA
"கால்பந்து","azண்","nonword","word","nonword",NA
"ஏற்கனவே","azண்","nonword","word","nonword",NA
"திட்டம்","பெரtnse","nonword","word","nonword",NA
"லிப்ஸ்டிக்","வலஃரிதும்","nonword","word","nonword",NA
"திருடு","பெரtnse","nonword","word","nonword",NA
"சோகமாக","பெருமூரmaathavan","nonword","word","nonword",NA
"எஸ்கார்ட்","ననருமை","nonword","word","nonword",NA
"பதிவு","பெருரmaathavan","nonword","word","nonword",NA
"அறியாமை","பெருவாரியாக பரshrikarsan","nonword","word","nonword",NA
"முயற்சி","அரஃற்றோர்","nonword","word","nonword",NA
"சூப்பர்மேன்","பேமனனனத","nonword","word","nonword",NA
"நவம்பர்","rdசு","nonword","word","nonword",NA
"புகைப்பட கருவி","அசனட்மேன்","nonword","word","nonword",NA
"எஜமானி","பேரழனனற","nonword","word","nonword",NA
"துப்பாக்கி","பேரனனச","nonword","word","nonword",NA
"பவுண்டு","பேராரtnse","nonword","word","nonword",NA
"செயல்படு","ஹயனருந்து","nonword","word","nonword",NA
"இரத்தம்","பேஈப","nonword","word","nonword",NA
"கடத்தல்","ஸகனஸ்பால்","nonword","word","nonword",NA
"ஆல்பம்","பைத மனனள","nonword","word","nonword",NA
"நில","பையிஏம","nonword","word","nonword",NA
"அதிகார எல்லை","lnலட்","nonword","word","nonword",NA
"பழைய","பொமனiii","nonword","word","nonword",NA
"துவக்க","பொமனiii","nonword","word","nonword",NA
"அறுவை சிகிச்சை","பொம்fp","nonword","word","nonword",NA
"பரிணாமம்","பொ மனனள","nonword","word","nonword",NA
"ஆரோக்கியமான","பொரமனனனத","nonword","word","nonword",NA
"மாவடை","ஊஜருள்","nonword","word","nonword",NA
"நோபல்","பொறு மனனள","nonword","word","nonword",NA
"விஸ்கி","ஐஈ","nonword","word","nonword",NA
"சாபம்","போசtnse","nonword","word","nonword",NA
"நீதிமன்றம்","njதனை","nonword","word","nonword",NA
"சத்தம்","போ மனனள","nonword","word","nonword",NA
"விருப்பம்","போsp","nonword","word","nonword",NA
"தடை செய்யப்பட்டது","போsp","nonword","word","nonword",NA
"மணமகன்","போர்மனiii","nonword","word","nonword",NA
"சுத்தமான","ப்ஏர","nonword","word","nonword",NA
"ஆச்சரியம்","மகணஷ","nonword","word","nonword",NA
"திறப்பு","மகிமனiii","nonword","word","nonword",NA
"எண்","மகககடட","nonword","word","nonword",NA
"அபத்தமான","மசாஜமனனனத","nonword","word","nonword",NA
"பதிவகம்","மஞபiii","nonword","word","nonword",NA
"புதிய","மடாதனனன","nonword","word","nonword",NA
"பிஷப்","மணபமனiii","nonword","word","nonword",NA
"இளைஞர்","மணஏண","nonword","word","nonword",NA
"ஹோட்டல்","மண்வனனத","nonword","word","nonword",NA
"பித்து","மண் மனனள","nonword","word","nonword",NA
"நீர்மூழ்கிக் கப்பல்","மதஉள","nonword","word","nonword",NA
"வெடிக்க","மதிப்மனனனத","nonword","word","nonword",NA
"மில்லியனர்","மதியரtnse","nonword","word","nonword",NA
"கிரீம்","மதுகரtnse","nonword","word","nonword",NA
"மாணவர்","மயலகைசே","nonword","word","nonword",NA
"ரோடியோ","சறண","nonword","word","nonword",NA
"திருடன்","மரணதணரmaathavan","nonword","word","nonword",NA
"துரதிஷ்டவசமாக","மரபுரரtnse","nonword","word","nonword",NA
"நிபுணர்","மரஒல","nonword","word","nonword",NA
"இரண்டு","மரசtnse","nonword","word","nonword",NA
"நாட்காட்டி","மர மனனள","nonword","word","nonword",NA
"இறுதியாக","மரமனனய","nonword","word","nonword",NA
"பீஸ்ட்","மரடனனற","nonword","word","nonword",NA
"உருவாக்கு","மலவனனத","nonword","word","nonword",NA
"நாய்","சதை","nonword","word","nonword",NA
"நாடகம்","இரை","nonword","word","nonword",NA
"லீக்","மறைமசtnse","nonword","word","nonword",NA
"கூட்டம்","மறமகை","nonword","word","nonword",NA
"மரண்","மன அழமனiii","nonword","word","nonword",NA
"தனிப்பட்ட","மனழனனற","nonword","word","nonword",NA
"சமைக்கவும்","மனலமி","nonword","word","nonword",NA
"மாத்திரை","பசஃத்திரை","nonword","word","nonword",NA
"சங்கடமான","மாநாஷஹ","nonword","word","nonword",NA
"குரங்கு","மாஓன","nonword","word","nonword",NA
"சதி","மார்கரmaathavan","nonword","word","nonword",NA
"யோனி","சரஃர்பின்","nonword","word","nonword",NA
"தொழில்நுட்பம்","மார்kr","nonword","word","nonword",NA
"கடன்","மாவரtnse","nonword","word","nonword",NA
"கட்டுதல்","மாgu","nonword","word","nonword",NA
"பார்க்க","மாஜஙக","nonword","word","nonword",NA
"கொண்டு வாருங்கள்","மா மனனள","nonword","word","nonword",NA
"பொதுவாக","மா மனனள","nonword","word","nonword",NA
"சிற்றுண்டி","wsற்று","nonword","word","nonword",NA
"விளக்கு","மிசtnse","nonword","word","nonword",NA
"மாட்சிமை","மிகைப்படுரmaathavan","nonword","word","nonword",NA
"நிஞ்ஜா","மிசtnse","nonword","word","nonword",NA
"சேனல்","மினசtnse","nonword","word","nonword",NA
"நிர்வாகம்","nhஷன்","nonword","word","nonword",NA
"இடர்","மீமனனனத","nonword","word","nonword",NA
"சகோதரி","மீஇங","nonword","word","nonword",NA
"மூழ்கடிக்கப்பட்டது","மீன்பரmaathavan","nonword","word","nonword",NA
"டிஎன்ஏ","முககடட","nonword","word","nonword",NA
"இணைய முகப்பு","முகனனள","nonword","word","nonword",NA
"திகில் படங்கள்","னரகாம்","nonword","word","nonword",NA
"வணிக ரீதியாக","முக்கிரmaathavan","nonword","word","nonword",NA
"டீனேஜ்","முக் மனனள","nonword","word","nonword",NA
"அசாதாரண","முகமனiii","nonword","word","nonword",NA
"கிரீடம்","முடிமனiii","nonword","word","nonword",NA
"புனைப்பெயர்","நரனட்டாள்","nonword","word","nonword",NA
"சாதாரண","முட்ரmaathavan","nonword","word","nonword",NA
"கவிஞர்","முட்μg","nonword","word","nonword",NA
"அற்புதமான","முதலாளரmaathavan","nonword","word","nonword",NA
"கிராக்","முமனiii","nonword","word","nonword",NA
"ஒற்றை","முதலீ மனனள","nonword","word","nonword",NA
"தெற்கு","pqதன்மை","nonword","word","nonword",NA
"பிரச்சாரம்","ueயல்","nonword","word","nonword",NA
"கலாச்சாரம்","முசtnse","nonword","word","nonword",NA
"ஒப்புக் கொள்ளுங்கள்","முழரtnse","nonword","word","nonword",NA
"இளவரசி","முஇந","nonword","word","nonword",NA
"கனவு","முழுஞண","nonword","word","nonword",NA
"இரும்பு","முள்ரtnse","nonword","word","nonword",NA
"பிளானட்","தயனனற்றிலும்","nonword","word","nonword",NA
"முத்திரை","இலனனன்மாதிரி","nonword","word","nonword",NA
"நபர்","முன்சtnse","nonword","word","nonword",NA
"தாத்தா","வரஃ்னோக்கு","nonword","word","nonword",NA
"மாயை","ueக்கு","nonword","word","nonword",NA
"நதி","டளடல்","nonword","word","nonword",NA
"detonator","zuடிய","nonword","word","nonword",NA
"தள்ள","மூமனனனத","nonword","word","nonword",NA
"கலைப்படைப்பு","மூலமனனனத","nonword","word","nonword",NA
"வாள்","னமழ்கி","nonword","word","nonword",NA
"தங்கியிருங்கள்","ctன்று","nonword","word","nonword",NA
"ஜன்னல்","மெக்கரmaathavan","nonword","word","nonword",NA
"அவசர","மெடமனனனத","nonword","word","nonword",NA
"முறை","மெர்ஏஓ","nonword","word","nonword",NA
"உளவு","மெஊல","nonword","word","nonword",NA
"புகலிடம்","மெழுகரmaathavan","nonword","word","nonword",NA
"நம்பிக்கை","மெனமனiii","nonword","word","nonword",NA
"ஆள்குடி","δhயர்","nonword","word","nonword",NA
"பார்","மேஈஐ","nonword","word","nonword",NA
"லாபம்","மேற்cm","nonword","word","nonword",NA
"தொண்டர்","மேற்பரtnse","nonword","word","nonword",NA
"சூறாவளி","ளனசடி","nonword","word","nonword",NA
"ஓடு","மோமனனக","nonword","word","nonword",NA
"அர்த்தம்","யதார்சtnse","nonword","word","nonword",NA
"படைவீரர்","யோiu","nonword","word","nonword",NA
"உதவி","ரகமனனனத","nonword","word","nonword",NA
"தொலைநோக்கி","ராஇண","nonword","word","nonword",NA
"பொறுமை","ருசtnse","nonword","word","nonword",NA
"பிராண்ட்","ரோந்கஏ","nonword","word","nonword",NA
"க்ளான்","ரோநஸ","nonword","word","nonword",NA
"உருளைக்கிழங்கு","லவஉர","nonword","word","nonword",NA
"சுமை","லிங்னந","nonword","word","nonword",NA
"உறை","லெரmaathavan","nonword","word","nonword",NA
"திருவிவிலியம்","வடககடட","nonword","word","nonword",NA
"ஜீப்","பறு","nonword","word","nonword",NA
"பொறாமை","வட்ட பாதரshrikarsan","nonword","word","nonword",NA
"மேலாண்மை","வணஇந","nonword","word","nonword",NA
"தாழ்மையுடன்","வணககடட","nonword","word","nonword",NA
"இரசாயன","வயிற்ரtnse","nonword","word","nonword",NA
"அனுமதி","வருமனனனத","nonword","word","nonword",NA
"நிலை","வரமனனனத","nonword","word","nonword",NA
"கழிவறை","படை","nonword","word","nonword",NA
"உண்மை","படை","nonword","word","nonword",NA
"குச்சி","வரமனனக","nonword","word","nonword",NA
"அகற்ற","அடி","nonword","word","nonword",NA
"விஷம்","வலதனனக","nonword","word","nonword",NA
"செயல்முறை","உரை","nonword","word","nonword",NA
"அனுபவம் இன்றி","வழக்மனiii","nonword","word","nonword",NA
"கடற்கரை","வழக்கரmaathavan","nonword","word","nonword",NA
"புத்திசாலி","வழங்மனiii","nonword","word","nonword",NA
"அழுக்கு","வழிசtnse","nonword","word","nonword",NA
"மின்னல்","வளரரtnse","nonword","word","nonword",NA
"மெதுவாக","வளிமண்டரmaathavan","nonword","word","nonword",NA
"போதும்","üb","nonword","word","nonword",NA
"கிலோமீட்டர்","வாக்களரmaathavan","nonword","word","nonword",NA
"தீ","வாகசtnse","nonword","word","nonword",NA
"மேதை","வாக மனனள","nonword","word","nonword",NA
"நிகழ்தகவு","பதனனக்குறுதி","nonword","word","nonword",NA
"அமெச்சூர்","வாங்மனனனத","nonword","word","nonword",NA
"சோதனை","ஜபசனை","nonword","word","nonword",NA
"கொள்கை","ஜபசனை","nonword","word","nonword",NA
"நல்லது","oeடகை","nonword","word","nonword",NA
"பொத்தானை","வாடிகரmaathavan","nonword","word","nonword",NA
"பிராந்திய","வாமனனனத","nonword","word","nonword",NA
"நல்ல","வாத்ba","nonword","word","nonword",NA
"கோப்பு","வாமசtnse","nonword","word","nonword",NA
"வாடகை","வாயிஏர","nonword","word","nonword",NA
"உணவு","ஏனனய்ப்பு","nonword","word","nonword",NA
"சில நேரங்களில்","rpரம்","nonword","word","nonword",NA
"விதவை","வாரமனiii","nonword","word","nonword",NA
"ஒழுக்கமான","வாரtnse","nonword","word","nonword",NA
"சுற்று","வாழ்தரmaathavan","nonword","word","nonword",NA
"அநாமதேய","டஐன்","nonword","word","nonword",NA
"சுட்டி","விசtnse","nonword","word","nonword",NA
"எப்போதும்","விசித மனனள","nonword","word","nonword",NA
"ஜூன்","oiசில்","nonword","word","nonword",NA
"மோன்க்","விசசtnse","nonword","word","nonword",NA
"நிற்க","அறனஞ்ஞானம்","nonword","word","nonword",NA
"சேவை","ஒனனஞ்ஞானி","nonword","word","nonword",NA
"முன்","fxடு","nonword","word","nonword",NA
"ஹார்மோன்","இஸஃடுமுறை","nonword","word","nonword",NA
"கத்தோலிக்க","ஈமஃதியின்","nonword","word","nonword",NA
"கட்டி","வி மனனள","nonword","word","nonword",NA
"டிராபி","விமான நரmaathavan","nonword","word","nonword",NA
"இலவங்கப்பட்டை","விஸதனம்","nonword","word","nonword",NA
"மழை","விரசtnse","nonword","word","nonword",NA
"விரல்","விரும்மனiii","nonword","word","nonword",NA
"அதிகாரப்பூர்வமாக","ஸடனஃரும்பும்","nonword","word","nonword",NA
"ஏழை","விரtnse","nonword","word","nonword",NA
"திடீரென்று","விமனiii","nonword","word","nonword",NA
"தற்கொலை","விஓஸ","nonword","word","nonword",NA
"கூடுதல்","விசtnse","nonword","word","nonword",NA
"இணை","விlh","nonword","word","nonword",NA
"அரண்மனை","விlh","nonword","word","nonword",NA
"முட்டாள்","விளமனனனத","nonword","word","nonword",NA
"கவனம்","தயனனளையாட்டு","nonword","word","nonword",NA
"இறங்கும்","தயனனளையாட்டு","nonword","word","nonword",NA
"இருள்","இஜளைவு","nonword","word","nonword",NA
"டெலிகிராம்","இஜளைவு","nonword","word","nonword",NA
"சேறு","ஹலஃறைப்பு","nonword","word","nonword",NA
"கன","விநஸக","nonword","word","nonword",NA
"கலைஞர்","வி மனனள","nonword","word","nonword",NA
"சுற்றுச்சூழல்","வெமனiii","nonword","word","nonword",NA
"கிறிஸ்துமஸ்","வெஙரtnse","nonword","word","nonword",NA
"தூண்டுதல்","இலனனடிக்கும்","nonword","word","nonword",NA
"காலியாக","லரனடிப்பு","nonword","word","nonword",NA
"தண்டிக்கவும்","லரனடிப்பு","nonword","word","nonword",NA
"முன்னேற்றம்","வெட்ஏம","nonword","word","nonword",NA
"ஆலோசனை","நயஃண்ணிலா","nonword","word","nonword",NA
"வலுவான","அடனண்ணெய்","nonword","word","nonword",NA
"முனையத்தில்","ஸடனஃப்ப நிலை","nonword","word","nonword",NA
"கீழ்","அரனவ்வேறு","nonword","word","nonword",NA
"பிக்னிக்","வெளிபமனனனத","nonword","word","nonword",NA
"தண்டம்","வெளமனiii","nonword","word","nonword",NA
"விருந்தோம்பல்","ivள்ளி","nonword","word","nonword",NA
"இல்லை","ivள்ளி","nonword","word","nonword",NA
"மறந்துவேக்கம்","வெறுபரmaathavan","nonword","word","nonword",NA
"வதந்திகள்","வெற்fp","nonword","word","nonword",NA
"சங்கம்","வெற்fp","nonword","word","nonword",NA
"மேற்கு","வெற்fp","nonword","word","nonword",NA
"ஏற","வேதனனக","nonword","word","nonword",NA
"மீட்பு","அனகம்","nonword","word","nonword",NA
"மோதிரம்","ஏளனடிக்கை","nonword","word","nonword",NA
"வேதியியல்","பஒட்கை","nonword","word","nonword",NA
"பிரபஞ்சம்","ஸடனஃட்டையாடு","nonword","word","nonword",NA
"கேள்வி","மமனனண்டுகோள்","nonword","word","nonword",NA
"தூதரகம்","வேணரmaathavan","nonword","word","nonword",NA
"தொழிற்சாலை","ogலி","nonword","word","nonword",NA
"பிளேபாய்","vuலை","nonword","word","nonword",NA
"அணு","வேலை மனனள","nonword","word","nonword",NA
"கட்டுமான","வேலைநரmaathavan","nonword","word","nonword",NA
"தேனீ","ال","nonword","word","nonword",NA
"நோயாளி","வைட மனனள","nonword","word","nonword",NA
"நரி","qtத்து","nonword","word","nonword",NA
"சைகை","ஜனநா மனனள","nonword","word","nonword",NA
"அடிமை","ஜனாரtnse","nonword","word","nonword",NA
"உண்மை","ரபஃக்கெட்","nonword","word","nonword",NA
"கையூட்டு","ஜூமனனனத","nonword","word","nonword",NA
"குறைந்தபட்சம்","ஜூஐன","nonword","word","nonword",NA
"கருத்து","ஜூமனனனத","nonword","word","nonword",NA
"பெரிய","ஜகனனட்ராபெரி","nonword","word","nonword",NA
"சுதந்திரம்","ஈமஃட்ரோல்","nonword","word","nonword",NA
"சூதாட்டம்","தயனனபாகெட்டி","nonword","word","nonword",NA
"மாட்டு","ஹாம்ரtnse","nonword","word","nonword",NA
"அதிகரி","வரஃரோயின்","nonword","word","nonword",NA
"தப்பி","ஹெலிசtnse","nonword","word","nonword",NA
"பெரும்பான்மை","ஹைடமனனனத","nonword","word","nonword",NA
"விற்ப மனனள","ooளம்","nonword","nonword","nonword",NA
"சழgiment","பிரமனனனத","nonword","nonword","nonword",NA
"ஜன்னஉர","ழரசி","nonword","nonword","nonword",NA
"பின்ப மனனள","நிமனனனத","nonword","nonword","nonword",NA
"ஆலசனனல","உறமனனனத","nonword","nonword","nonword",NA
"கவமனiii","கடறகதயல","nonword","nonword","nonword",NA
"உனனலத","சுறரtnse","nonword","nonword","nonword",NA
"நரமjpg","தயனனற்றிலும்","nonword","nonword","nonword",NA
"ஸ்பூgu","எதிரtnse","nonword","nonword","nonword",NA
"கவமனனக","requerosr","nonword","nonword","nonword",NA
"gkறும்","உப்பரtnse","nonword","nonword","nonword",NA
"நினைரshrikarsan","கதனனைவில்","nonword","nonword","nonword",NA
"மூpv","துரதிரtnse","nonword","nonword","nonword",NA
"இஓல்ஃப்","நிரtnse","nonword","nonword","nonword",NA
"ஓமனருட்டு","தாவி ரmaathavan","nonword","nonword","nonword",NA
"மறந்துரtnse","உளை","nonword","nonword","nonword",NA
"zhகா","வேதனனக","nonword","nonword","nonword",NA
"இறை","எற மனனள","nonword","nonword","nonword",NA
"கவரமனiii","பொ மனனள","nonword","nonword","nonword",NA
"நிலசtnse","எழசசு","nonword","nonword","nonword",NA
"நவஒம","δhயர்","nonword","nonword","nonword",NA
"ளள","மலவனனத","nonword","nonword","nonword",NA
"நாடனனற","parakermal","nonword","nonword","nonword",NA
"நிரtnse","நம்சtnse","nonword","nonword","nonword",NA
"தொழிரtnse","அட்லரtnse","nonword","nonword","nonword",NA
"பாககடட","தயனனளையாட்டு","nonword","nonword","nonword",NA
"வர்","எழுத மனனள","nonword","nonword","nonword",NA
"தொ மனனள","முதலாளரmaathavan","nonword","nonword","nonword",NA
"விளசtnse","ஏமாசtnse","nonword","nonword","nonword",NA
"கடகதயல","சோநஜ","nonword","nonword","nonword",NA
"வங்கமனiii","வயிற்ரtnse","nonword","nonword","nonword",NA
"உடtk","ஃபனனண்ணோக்கி","nonword","nonword","nonword",NA
"விnl","கண்ரtnse","nonword","nonword","nonword",NA
"ரபஃத்திரு","நிர்மனiii","nonword","nonword","nonword",NA
"சர்மjpg","பையிஏம","nonword","nonword","nonword",NA
"தங்","பளனட்கேஸ்","nonword","nonword","nonword",NA
"துண்ua","ஃபனனழில்முறை","nonword","nonword","nonword",NA
"தபனவ்வாய்","புகழரtnse","nonword","nonword","nonword",NA
"துரதிஷ்ரmaathavan","நனறகு","nonword","nonword","nonword",NA
"எதி மனனள","னடழு","nonword","nonword","nonword",NA
"குமனiii","கட்டட வடிவரshrikarsan","nonword","nonword","nonword",NA
"அடனக்கெட்","கடறகதயல","nonword","nonword","nonword",NA
"பவஸஏ","உடககடட","nonword","nonword","nonword",NA
"ntழ்","வலஃரிதும்","nonword","nonword","nonword",NA
"ஹீhn","காஓத","nonword","nonword","nonword",NA
"விசுவமனனனத","வெறுபரmaathavan","nonword","nonword","nonword",NA
"கரனஃங்காவில்","ணடனலைபேசி","nonword","nonword","nonword",NA
"மெரtnse","மரணதணரmaathavan","nonword","nonword","nonword",NA
"உதku","டளடல்","nonword","nonword","nonword",NA
"போpd","yrறிய","nonword","nonword","nonword",NA
"சிமனனனத","hrன்னிஸ்","nonword","nonword","nonword",NA
"இரஞய","படப்பரtnse","nonword","nonword","nonword",NA
"tbசர்","பைத மனனள","nonword","nonword","nonword",NA
"ஹலஃடிப்பு","அமை","nonword","nonword","nonword",NA
"இணையசtnse","உதவிமனiii","nonword","nonword","nonword",NA
"நங்மனனனத","வாடிகரmaathavan","nonword","nonword","nonword",NA
"பிரதிசtnse","மசஃட்பாடு","nonword","nonword","nonword",NA
"கொண்டரmaathavan","கட்டிமனனனத","nonword","nonword","nonword",NA
"கரமனiii","தங்க மனனள","nonword","nonword","nonword",NA
"ohயம்","அரனவ்வேறு","nonword","nonword","nonword",NA
"அடிதரtnse","சந்தரtnse","nonword","nonword","nonword",NA
"நோயாஇற","ஆறதனனன","nonword","nonword","nonword",NA
"மஆச்சு","குரtnse","nonword","nonword","nonword",NA
"நோ மனனள","துப் மனனள","nonword","nonword","nonword",NA
"குதிரtnse","அம மனனள","nonword","nonword","nonword",NA
"அகவனங","எச்சரtnse","nonword","nonword","nonword",NA
"பலனனளிப்பாடு","குறிப்பிரmaathavan","nonword","nonword","nonword",NA
"னறரடி","பயன்படுரtnse","nonword","nonword","nonword",NA
"füற்கு","துரோbp","nonword","nonword","nonword",NA
"உழமனஷ","அறனஞ்ஞானம்","nonword","nonword","nonword",NA
"விnl","ogலி","nonword","nonword","nonword",NA
"கரயயி","ஆயகதயல","nonword","nonword","nonword",NA
"ஓஊதவை","தொடரtnse","nonword","nonword","nonword",NA
"பயனறவதயம","தொடரtnse","nonword","nonword","nonword",NA
"இனவனனத","வெஙரtnse","nonword","nonword","nonword",NA
"மகpv","துறமனiii","nonword","nonword","nonword",NA
"இஸஃதிப்பு","மிசtnse","nonword","nonword","nonword",NA
"ஆதநலம","வழிசtnse","nonword","nonword","nonword",NA
"இறசனனல","போsp","nonword","nonword","nonword",NA
"நி மனனள","உண்மனனனத","nonword","nonword","nonword",NA
"வெமனனனத","உயரtnse","nonword","nonword","nonword",NA
"ஒப்புக் ரshrikarsan","சுவதயம","nonword","nonword","nonword",NA
"கலைப்ரtnse","ihதனை","nonword","nonword","nonword",NA
"கழயகு","ال","nonword","nonword","nonword",NA
"கொள்ஹக","கொடுஏற","nonword","nonword","nonword",NA
"பாரம்சtnse","நட்சதமனனனத","nonword","nonword","nonword",NA
"நிதஆ","வாயிஏர","nonword","nonword","nonword",NA
"ரறதர்","பரனஸு","nonword","nonword","nonword",NA
"பெரரmaathavan","பராமரtnse","nonword","nonword","nonword",NA
"செயசtnse","அண்ணனமனனனத","nonword","nonword","nonword",NA
"நலமjpg","சூனிசtnse","nonword","nonword","nonword",NA
"கைப்பமனiii","றஹமர்","nonword","nonword","nonword",NA
"விரமனனனத","ஸடனஃப்ப நிலை","nonword","nonword","nonword",NA
"கூடைமனனனத","பயங்கரmaathavan","nonword","nonword","nonword",NA
"இரவுசtnse","நர ஒர","nonword","nonword","nonword",NA
"நதமபை","உடஇள","nonword","nonword","nonword",NA
"மண	மநல","கடயஜ","nonword","nonword","nonword",NA
"தவuw","பல்கலைகரmaathavan","nonword","nonword","nonword",NA
"இறபiii","விநஸக","nonword","nonword","nonword",NA
"பிஐஇ","தடறனனத","nonword","nonword","nonword",NA
"எச்சரtnse","ஜூமனனனத","nonword","nonword","nonword",NA
"பாதுசtnse","நணதனனன","nonword","nonword","nonword",NA
"கழயகை","இரஜஜ்","nonword","nonword","nonword",NA
"dwட்டி","கவ மனனள","nonword","nonword","nonword",NA
"பணனற்றுலா","rgரவ","nonword","nonword","nonword",NA
"rrன்","துநந","nonword","nonword","nonword",NA
"wg","வி மனனள","nonword","nonword","nonword",NA
"வலஃமெத்து","மதுகரtnse","nonword","nonword","nonword",NA
"மூநனவ","அசனரிந்து","nonword","nonword","nonword",NA
"fhடிய","பெரtnse","nonword","nonword","nonword",NA
"தேகஹ","நிtv","nonword","nonword","nonword",NA
"சூப்பர்ரmaathavan","மோமனனக","nonword","nonword","nonword",NA
"திரtnse","அசனட்மேன்","nonword","nonword","nonword",NA
"சூப் மனனள","ஆரறனனம","nonword","nonword","nonword",NA
"கொnb","சேகரtnse","nonword","nonword","nonword",NA
"digustylg","தனிமனனனத","nonword","nonword","nonword",NA
"நூலாசtnse","கைரேxm","nonword","nonword","nonword",NA
"பதனனற்றுண்டி","முக் மனனள","nonword","nonword","nonword",NA
"ககனறுப்பு","வாழ்தரmaathavan","nonword","nonword","nonword",NA
"உடற்கசtnse","நேர மனனள","nonword","nonword","nonword",NA
"கரனஃல்லியனர்","ransel","nonword","nonword","nonword",NA
"ரகசதனனன","தொழிலரmaathavan","nonword","nonword","nonword",NA
"kwசை","நன மனனள","nonword","nonword","nonword",NA
"zhய","உற்ரtnse","nonword","nonword","nonword",NA
"காரtnse","செவ்வாரmaathavan","nonword","nonword","nonword",NA
"பிரபரtnse","கண மனனள","nonword","nonword","nonword",NA
"அபத்சtnse","கேஆஷ","nonword","nonword","nonword",NA
"நிலநடசtnse","இறசtnse","nonword","nonword","nonword",NA
"மெமனiii","படுகரtnse","nonword","nonword","nonword",NA
"ஆயசனனத","பிரகரtnse","nonword","nonword","nonword",NA
"மூழ்கடிக்ரmaathavan","தொலைரmaathavan","nonword","nonword","nonword",NA
"பதலயு","மறி","nonword","nonword","nonword",NA
"தண்டிமனiii","wgஃப்","nonword","nonword","nonword",NA
"தறமனனனத","நாகரtnse","nonword","nonword","nonword",NA
"கூநங","ஏளனடிக்கை","nonword","nonword","nonword",NA
"விவாமனனனத","பாரtnse","nonword","nonword","nonword",NA
"துதனனக","இறுரtnse","nonword","nonword","nonword",NA
"ஆண்டரmaathavan","ஆரயலய","nonword","nonword","nonword",NA
"ndம்பை","இனிமனனனத","nonword","nonword","nonword",NA
"டீனேஒல","டீமனiii","nonword","nonword","nonword",NA
"ஆதவதயம","திர மனனள","nonword","nonword","nonword",NA
"qiடான","கொஓன","nonword","nonword","nonword",NA
"படரtnse","கையமனனனத","nonword","nonword","nonword",NA
"அறஇற","அறுவைரmaathavan","nonword","nonword","nonword",NA
"சுதநரtnse","ugழாய்","nonword","nonword","nonword",NA
"பதமனனக","தகவல்தரmaathavan","nonword","nonword","nonword",NA
"ஏளவை","ஏளராண","nonword","nonword","nonword",NA
"எஎருள்","மிசtnse","nonword","nonword","nonword",NA
"அளஇக","lnலட்","nonword","nonword","nonword",NA
"சோரtnse","துயர மனனள","nonword","nonword","nonword",NA
"dwழை","கவஆஷ","nonword","nonword","nonword",NA
"எதிரtnse","பரனஃய்க்குறி","nonword","nonword","nonword",NA
"வரி","bgம்பு","nonword","nonword","nonword",NA
"விவதயம","னரகாம்","nonword","nonword","nonword",NA
"	rவதை","இரட்சரmaathavan","nonword","nonword","nonword",NA
"புனைசtnse","லரனடிப்பு","nonword","nonword","nonword",NA
"மஅபோ","பறதரி","nonword","nonword","nonword",NA
"வசதடனனற","விமான நரmaathavan","nonword","nonword","nonword",NA
"ssp","கமகமி","nonword","nonword","nonword",NA
"ஈர்க்க மனனள","udகிழி","nonword","nonword","nonword",NA
"திசtnse","வரஃ்னோக்கு","nonword","nonword","nonword",NA
"füற்று","ugளிர்","nonword","nonword","nonword",NA
"lpவர்","ctர்","nonword","nonword","nonword",NA
