"es_cue","es_target","type","cue_type","target_type","es_cosine"
"pirámide","sehil","nonword","word","nonword",NA
"dios","selfillo","nonword","word","nonword",NA
"barón","señáero","nonword","word","nonword",NA
"celebridad","señole","nonword","word","nonword",NA
"ritmo","sensatle","nonword","word","nonword",NA
"abuelo","espiarse","nonword","word","nonword",NA
"fenómeno","seshimiento","nonword","word","nonword",NA
"vacío","semeón","nonword","word","nonword",NA
"pensión","seofiente","nonword","word","nonword",NA
"campaña","serveror","nonword","word","nonword",NA
"contacto","né","nonword","word","nonword",NA
"triste","siemuge","nonword","word","nonword",NA
"punto","siemuge","nonword","word","nonword",NA
"paranoico","sirjar","nonword","word","nonword",NA
"viento","aplencio","nonword","word","nonword",NA
"nieto","singa","nonword","word","nonword",NA
"hermana","zimbolo","nonword","word","nonword",NA
"apertura","sicovalor","nonword","word","nonword",NA
"lágrima","igndrome","nonword","word","nonword",NA
"susto","sistréa","nonword","word","nonword",NA
"ruta","sonme","nonword","word","nonword",NA
"manzana","sobrevafir","nonword","word","nonword",NA
"olvidar","soimino","nonword","word","nonword",NA
"señor","soun","nonword","word","nonword",NA
"maletín","zel","nonword","word","nonword",NA
"escritorio","allar","nonword","word","nonword",NA
"cima","soliciatd","nonword","word","nonword",NA
"sufrimiento","polítirio","nonword","word","nonword",NA
"inteligente","sombtiro","nonword","word","nonword",NA
"aterrador","annar","nonword","word","nonword",NA
"bajo","solgo","nonword","word","nonword",NA
"carga","sofoo","nonword","word","nonword",NA
"raro","sospectir","nonword","word","nonword",NA
"sensacional","asceder","nonword","word","nonword",NA
"personaje","suojo","nonword","word","nonword",NA
"naval","sufinaente","nonword","word","nonword",NA
"remolque","subtrir","nonword","word","nonword",NA
"humilde","supelticie","nonword","word","nonword",NA
"ingenuo","supebais","nonword","word","nonword",NA
"informe","suat","nonword","word","nonword",NA
"síntoma","sumener","nonword","word","nonword",NA
"aterrizaje","suposiblón","nonword","word","nonword",NA
"cultura","sustitisr","nonword","word","nonword",NA
"contratar","tarmnto","nonword","word","nonword",NA
"contar","onatro","nonword","word","nonword",NA
"quizás","duchaca","nonword","word","nonword",NA
"monumento","texado","nonword","word","nonword",NA
"guardia","tefafono","nonword","word","nonword",NA
"factor","teleinsión","nonword","word","nonword",NA
"opuesto","tecl","nonword","word","nonword",NA
"lugar","tempamatura","nonword","word","nonword",NA
"internacional","simpatizador","nonword","word","nonword",NA
"registro","tegerano","nonword","word","nonword",NA
"taxi","tehador","nonword","word","nonword",NA
"describir","teningte","nonword","word","nonword",NA
"victoria","teets","nonword","word","nonword",NA
"insertar","teortu","nonword","word","nonword",NA
"taller","testttonio","nonword","word","nonword",NA
"casa","noenda","nonword","word","nonword",NA
"equipo","ticare","nonword","word","nonword",NA
"política","kntulo","nonword","word","nonword",NA
"cantidad","totala","nonword","word","nonword",NA
"trabajo","toorno","nonword","word","nonword",NA
"cansado","totovía","nonword","word","nonword",NA
"servicio","tomano","nonword","word","nonword",NA
"tanque","tompenta","nonword","word","nonword",NA
"acampar","tomárdo","nonword","word","nonword",NA
"clavo","tortoja","nonword","word","nonword",NA
"falso","certura","nonword","word","nonword",NA
"crítico","hollinador","nonword","word","nonword",NA
"dinastía","trabldo","nonword","word","nonword",NA
"aprender","traderional","nonword","word","nonword",NA
"entrenar","trabaco","nonword","word","nonword",NA
"fuente","traigar","nonword","word","nonword",NA
"mono","tranquodo","nonword","word","nonword",NA
"pan","transferma","nonword","word","nonword",NA
"encanto","tranbrisor","nonword","word","nonword",NA
"enemigo","patosero","nonword","word","nonword",NA
"bol","trattoiento","nonword","word","nonword",NA
"hotel","trom","nonword","word","nonword",NA
"pacífico","trwangulo","nonword","word","nonword",NA
"reconocer","trimaltre","nonword","word","nonword",NA
"pequeño","trrtle","nonword","word","nonword",NA
"sexual","triuusar","nonword","word","nonword",NA
"vendedor","trado","nonword","word","nonword",NA
"oeste","trueme","nonword","word","nonword",NA
"total","túsal","nonword","word","nonword",NA
"hombro","drogación","nonword","word","nonword",NA
"horno","hwtimo","nonword","word","nonword",NA
"preocupado","hwtimo","nonword","word","nonword",NA
"líquido","ovaco","nonword","word","nonword",NA
"anónimo","unutorme","nonword","word","nonword",NA
"postre","koiversidad","nonword","word","nonword",NA
"llave","scual","nonword","word","nonword",NA
"cielo","oiilizar","nonword","word","nonword",NA
"fase","varmna","nonword","word","nonword",NA
"atractivo","vainepla","nonword","word","nonword",NA
"camisa","vaerente","nonword","word","nonword",NA
"romano","volcaso","nonword","word","nonword",NA
"conservador","vadia","nonword","word","nonword",NA
"humo","vaque","nonword","word","nonword",NA
"personal","vaatiro","nonword","word","nonword",NA
"eterno","noquero","nonword","word","nonword",NA
"inquilino","veri","nonword","word","nonword",NA
"cavar","velojadad","nonword","word","nonword",NA
"soldado","cander","nonword","word","nonword",NA
"piano","vejer","nonword","word","nonword",NA
"civil","destinación","nonword","word","nonword",NA
"típico","vecks","nonword","word","nonword",NA
"chisme","verdevero","nonword","word","nonword",NA
"justo","verivecar","nonword","word","nonword",NA
"condado","vensido","nonword","word","nonword",NA
"comisión","virad","nonword","word","nonword",NA
"oso","deh","nonword","word","nonword",NA
"papa","insión","nonword","word","nonword",NA
"éxito","vistmina","nonword","word","nonword",NA
"imperial","vocãa","nonword","word","nonword",NA
"ganar","ilustrariamente","nonword","word","nonword",NA
"magnético","uetante","nonword","word","nonword",NA
"siempre","uetar","nonword","word","nonword",NA
"estrecho","ejelo","nonword","word","nonword",NA
"pólvora","wancon","nonword","word","nonword",NA
"viejo","kob","nonword","word","nonword",NA
"hambre","zaluto","nonword","word","nonword",NA
"clan","skna","nonword","word","nonword",NA
"incer","vainepla","nonword","nonword","nonword",NA
"rdera","asceder","nonword","nonword","nonword",NA
"secaal","revitaa","nonword","nonword","nonword",NA
"tagg","cofofrecuencia","nonword","nonword","nonword",NA
"compasero","nsificio","nonword","nonword","nonword",NA
"alcousl","pealecto","nonword","nonword","nonword",NA
"jais","nantor","nonword","nonword","nonword",NA
"incurme","nombe","nonword","nonword","nonword",NA
"rver","custón","nonword","nonword","nonword",NA
"modeego","investncar","nonword","nonword","nonword",NA
"pecinar","señáero","nonword","nonword","nonword",NA
"especializabase","prdresional","nonword","nonword","nonword",NA
"polida","cuestionación","nonword","nonword","nonword",NA
"jarse","veri","nonword","nonword","nonword",NA
"blindail","andada","nonword","nonword","nonword",NA
"insunso","edria","nonword","nonword","nonword",NA
"rinigo","vanta","nonword","nonword","nonword",NA
"sond","hwtimo","nonword","nonword","nonword",NA
"insignom","bathra","nonword","nonword","nonword",NA
"hoduro","agradamae","nonword","nonword","nonword",NA
"suer","sonme","nonword","nonword","nonword",NA
"sufinaente","insemao","nonword","nonword","nonword",NA
"blrico","caque","nonword","nonword","nonword",NA
"celeicidad","el plastate","nonword","nonword","nonword",NA
"admibar","cuadda","nonword","nonword","nonword",NA
"lorar","aduanalina","nonword","nonword","nonword",NA
"salsa dedíomate","malu","nonword","nonword","nonword",NA
"clúl","refrate","nonword","nonword","nonword",NA
"comona","prinable","nonword","nonword","nonword",NA
"trfeo","epsmemia","nonword","nonword","nonword",NA
"verranza","grwhis","nonword","nonword","nonword",NA
"rga","juizo","nonword","nonword","nonword",NA
"menscer","fiargrafo","nonword","nonword","nonword",NA
"camer","aconselfr","nonword","nonword","nonword",NA
"ragar","oboria","nonword","nonword","nonword",NA
"mariconario","embasmacion","nonword","nonword","nonword",NA
"enxxivo","drtúa","nonword","nonword","nonword",NA
"impuen","temeraso","nonword","nonword","nonword",NA
"pasq","confesmar","nonword","nonword","nonword",NA
"malecon","pelena","nonword","nonword","nonword",NA
"rrogada","cocili","nonword","nonword","nonword",NA
"maquinario","señole","nonword","nonword","nonword",NA
"sucursión","ary","nonword","nonword","nonword",NA
"incorrasto","algun ldón","nonword","nonword","nonword",NA
"descanez","colazio","nonword","nonword","nonword",NA
"sangto","confesnza","nonword","nonword","nonword",NA
"tona","idsata","nonword","nonword","nonword",NA
"cirumbno","concieazo","nonword","nonword","nonword",NA
"imb","invierti","nonword","nonword","nonword",NA
"qulta","traumatizador","nonword","nonword","nonword",NA
"cesanto","galapea","nonword","nonword","nonword",NA
"castiar","raquierda","nonword","nonword","nonword",NA
"maracun","encargación","nonword","nonword","nonword",NA
"tirona","depido","nonword","nonword","nonword",NA
"terf","tranquodo","nonword","nonword","nonword",NA
"romu","monteca","nonword","nonword","nonword",NA
"huyeo","orvia","nonword","nonword","nonword",NA
"nurbo","unutorme","nonword","nonword","nonword",NA
"ntr","poncue","nonword","nonword","nonword",NA
"patinario","sawar","nonword","nonword","nonword",NA
"milfbro","armosea","nonword","nonword","nonword",NA
"mengo","saonlite","nonword","nonword","nonword",NA
"acete","trrtle","nonword","nonword","nonword",NA
"tatuíae","puocar","nonword","nonword","nonword",NA
"vitaa","dentnder","nonword","nonword","nonword",NA
"concorto","sursa","nonword","nonword","nonword",NA
"udente","mariciro","nonword","nonword","nonword",NA
"valicitar","teleinsión","nonword","nonword","nonword",NA
"ártirable","insión","nonword","nonword","nonword",NA
"casoro","mejorasmente","nonword","nonword","nonword",NA
"redaexión","ceretenia","nonword","nonword","nonword",NA
"seminada","hatel","nonword","nonword","nonword",NA
"rsso","ficilizar","nonword","nonword","nonword",NA
"atraico","neojo","nonword","nonword","nonword",NA
"butto","construyemente","nonword","nonword","nonword",NA
"pontncial","rencuesta","nonword","nonword","nonword",NA
"popu","deyación","nonword","nonword","nonword",NA
"sufreíiento","verdevero","nonword","nonword","nonword",NA
"predado","cerraríaon llave","nonword","nonword","nonword",NA
"sínorancia","fukao","nonword","nonword","nonword",NA
"blido","solitaco","nonword","nonword","nonword",NA
"seguíao","dominarco","nonword","nonword","nonword",NA
"cereoso","apestoco","nonword","nonword","nonword",NA
"espinorio","tomárdo","nonword","nonword","nonword",NA
"laneo","soun","nonword","nonword","nonword",NA
"pasol","tox","nonword","nonword","nonword",NA
"hollinador","humaga","nonword","nonword","nonword",NA
"terrorle","leeción","nonword","nonword","nonword",NA
"ognes","invoeso","nonword","nonword","nonword",NA
"ferroviado","caibón","nonword","nonword","nonword",NA
"licía","moabsterio","nonword","nonword","nonword",NA
"soqi","sombtiro","nonword","nonword","nonword",NA
"qulmate","aincer","nonword","nonword","nonword",NA
"desda","amplát","nonword","nonword","nonword",NA
"rooka","escumpar","nonword","nonword","nonword",NA
"iditl","prrdio","nonword","nonword","nonword",NA
"andarador","rexo","nonword","nonword","nonword",NA
"peución","acoralizar","nonword","nonword","nonword",NA
"pilemide","lahieguridad","nonword","nonword","nonword",NA
"huhalde","inveoyor","nonword","nonword","nonword",NA
"caez","minnria","nonword","nonword","nonword",NA
"beza","aspartamento","nonword","nonword","nonword",NA
"nté","gre","nonword","nonword","nonword",NA
"prtrecto","páebro","nonword","nonword","nonword",NA
"seveión","cronoco","nonword","nonword","nonword",NA
"piri","siemuge","nonword","nonword","nonword",NA
"socisoad","nifie","nonword","nonword","nonword",NA
"ahsmar","pagaete","nonword","nonword","nonword",NA
"equilibrow","ocutdental","nonword","nonword","nonword",NA
"neudio","etz","nonword","nonword","nonword",NA
"ingeggo","orinalógico","nonword","nonword","nonword",NA
"puesta drksol","vaque","nonword","nonword","nonword",NA
"arezculo","loiel","nonword","nonword","nonword",NA
"dåveces","teortu","nonword","nonword","nonword",NA
"balc","ensenor","nonword","nonword","nonword",NA
"amparada","detetor","nonword","nonword","nonword",NA
"bozca","obstinaso","nonword","nonword","nonword",NA
"pregpita","limpral","nonword","nonword","nonword",NA
"falce","coelleto","nonword","nonword","nonword",NA
"ídamen","represionar","nonword","nonword","nonword",NA
"riyaculo","indivisaal","nonword","nonword","nonword",NA
"maries","espidio","nonword","nonword","nonword",NA
"ilegim","debor","nonword","nonword","nonword",NA
"kaburón","ditimo","nonword","nonword","nonword",NA
"caliane","cartir","nonword","nonword","nonword",NA
"quizty","exegosión","nonword","nonword","nonword",NA
"enrevesario","desesperarmente","nonword","nonword","nonword",NA
"imposicie","zimbolo","nonword","nonword","nonword",NA
"taener","inono","nonword","nonword","nonword",NA
"insenaar","cardillo","nonword","nonword","nonword",NA
"reaccionador","noenda","nonword","nonword","nonword",NA
"raono","lmlar","nonword","nonword","nonword",NA
"seeve","desinserción","nonword","nonword","nonword",NA
"ardeco","artitacial","nonword","nonword","nonword",NA
"descripor","inteorgente","nonword","nonword","nonword",NA
"seilicio","mopar","nonword","nonword","nonword",NA
"reclutario","carrchera","nonword","nonword","nonword",NA
"listinto","preocallase","nonword","nonword","nonword",NA
"mackna","elreante","nonword","nonword","nonword",NA
"planteario","congelig","nonword","nonword","nonword",NA
"duje","alfrdedor","nonword","nonword","nonword",NA
"agricurior","mimel","nonword","nonword","nonword",NA
"vadao","cupado","nonword","nonword","nonword",NA
"cargente","intereocupe","nonword","nonword","nonword",NA
"pistaña","laber","nonword","nonword","nonword",NA
"blicidio","alber","nonword","nonword","nonword",NA
"bascn","refuejo","nonword","nonword","nonword",NA
"ingrlear","nsisión","nonword","nonword","nonword",NA
"majeacad","juzgete","nonword","nonword","nonword",NA
"bolldillo","convencá","nonword","nonword","nonword",NA
"armosto","larmrto","nonword","nonword","nonword",NA
"azurar","hutura","nonword","nonword","nonword",NA
"póteora","rir","nonword","nonword","nonword",NA
"sertado","fanflia","nonword","nonword","nonword",NA
"proporcionararo","mogaina","nonword","nonword","nonword",NA
"compararción","combmpiente","nonword","nonword","nonword",NA
"picnur","aldebación","nonword","nonword","nonword",NA
"ticiente","usarrio","nonword","nonword","nonword",NA
"adhito","ricoexistencia","nonword","nonword","nonword",NA
"abatlo","celoo","nonword","nonword","nonword",NA
"circepo","inalerno","nonword","nonword","nonword",NA
"yorí","espelutiante","nonword","nonword","nonword",NA
"tellete","recopilasa","nonword","nonword","nonword",NA
"paquamento","endantrar","nonword","nonword","nonword",NA
"monuesnto","mediasa","nonword","nonword","nonword",NA
"mueja","descgaso","nonword","nonword","nonword",NA
"inpusión","corrasto","nonword","nonword","nonword",NA
"awbum","zel","nonword","nonword","nonword",NA
"moal","asveino","nonword","nonword","nonword",NA
"busar","mutaco","nonword","nonword","nonword",NA
"plpleta","ducasa","nonword","nonword","nonword",NA
"chgime","ilustar","nonword","nonword","nonword",NA
"juniza","pagación","nonword","nonword","nonword",NA
"expligo","opiaón","nonword","nonword","nonword",NA
"evtear","nestar","nonword","nonword","nonword",NA
"daves","nucil","nonword","nonword","nonword",NA
"evolnsión","incer","nonword","nonword","nonword",NA
"cuunir","casión","nonword","nonword","nonword",NA
"corthr","medaina","nonword","nonword","nonword",NA
"hollinador","guarremente","nonword","nonword","nonword",NA
"wello","degeneción","nonword","nonword","nonword",NA
"niñete","pistíaa","nonword","nonword","nonword",NA
"samento","patrue","nonword","nonword","nonword",NA
"apmilar","alteda","nonword","nonword","nonword",NA
"inacer","ejerto","nonword","nonword","nonword",NA
"rtos","rotir","nonword","nonword","nonword",NA
"regridad","críoeo","nonword","nonword","nonword",NA
"platafasma","monero","nonword","nonword","nonword",NA
"catago","dekie","nonword","nonword","nonword",NA
"netual","mbolescente","nonword","nonword","nonword",NA
"neñón","brrto","nonword","nonword","nonword",NA
"seucir","kindos","nonword","nonword","nonword",NA
"trular","apy","nonword","nonword","nonword",NA
"pusuicidad","arhagancia","nonword","nonword","nonword",NA
"mentel","participador","nonword","nonword","nonword",NA
"siemdee","cumero","nonword","nonword","nonword",NA
"senbiembre","vistmina","nonword","nonword","nonword",NA
"fuforo","memera","nonword","nonword","nonword",NA
"tornis","litto","nonword","nonword","nonword",NA
"mediado","miseancordia","nonword","nonword","nonword",NA
"eneríoa","iverto","nonword","nonword","nonword",NA
"tocao","athysfera","nonword","nonword","nonword",NA
"escojea","bohilla","nonword","nonword","nonword",NA
"problean","machta","nonword","nonword","nonword",NA
"llejo","coer","nonword","nonword","nonword",NA
"rierta","muesachas","nonword","nonword","nonword",NA
"muano","ardeco","nonword","nonword","nonword",NA
"honsor","direllor","nonword","nonword","nonword",NA
"elecerón","constromr","nonword","nonword","nonword",NA
"equiit","hortr","nonword","nonword","nonword",NA
"poice","hambalento","nonword","nonword","nonword",NA
"pldea","oey","nonword","nonword","nonword",NA
"circulario","desamoró","nonword","nonword","nonword",NA
"recupeler","epto","nonword","nonword","nonword",NA
"nocepcional","calladón","nonword","nonword","nonword",NA
"arianal","negangvo","nonword","nonword","nonword",NA
"atraíco","faldl","nonword","nonword","nonword",NA
"fuercude","cereugal","nonword","nonword","nonword",NA
"acomodación","pajae","nonword","nonword","nonword",NA
"inapligente","rood","nonword","nonword","nonword",NA
"artemocto","kajo","nonword","nonword","nonword",NA
"nazodad","disgustación","nonword","nonword","nonword",NA
"párpaso","loatitud","nonword","nonword","nonword",NA
"sonryor","cumpletóos","nonword","nonword","nonword",NA
"ferroviado","recolergar","nonword","nonword","nonword",NA
"rmesta","eralción","nonword","nonword","nonword",NA
"tebulo","poita","nonword","nonword","nonword",NA
"inona","cesella","nonword","nonword","nonword",NA
"bksalvo","instjimento","nonword","nonword","nonword",NA
"vabir","curaje","nonword","nonword","nonword",NA
"misto","grosias","nonword","nonword","nonword",NA
"talentoco","fantunía","nonword","nonword","nonword",NA
"vindicación","wella","nonword","nonword","nonword",NA
"tuzca","escocialista","nonword","nonword","nonword",NA
"guartaa","eryar","nonword","nonword","nonword",NA
"quitarción","equicir","nonword","nonword","nonword",NA
"siómo","dependedor","nonword","nonword","nonword",NA
"modeme","coleejo","nonword","nonword","nonword",NA
"itora","peonmetro","nonword","nonword","nonword",NA
"bailarum","en el insertar","nonword","nonword","nonword",NA
"sect","amanecci","nonword","nonword","nonword",NA
"entrenía","desarían","nonword","nonword","nonword",NA
"mentso","difumita","nonword","nonword","nonword",NA
"rderza","goeela","nonword","nonword","nonword",NA
"ogrente","maphillo","nonword","nonword","nonword",NA
"seapridad","humorado","nonword","nonword","nonword",NA
"sepeor","gutearra","nonword","nonword","nonword",NA
"inteizo","laug","nonword","nonword","nonword",NA
"respmbo","tehador","nonword","nonword","nonword",NA
"sonancia","privalogía","nonword","nonword","nonword",NA
"pací","comproadora","nonword","nonword","nonword",NA
"apiso","fvker","nonword","nonword","nonword",NA
"ordynato","aviado","nonword","nonword","nonword",NA
"costoco","artistiría","nonword","nonword","nonword",NA
"carata","ansca","nonword","nonword","nonword",NA
"respsider","abrató","nonword","nonword","nonword",NA
"luan","prueme","nonword","nonword","nonword",NA
"aflo","alcama","nonword","nonword","nonword",NA
"ralyn","varmna","nonword","nonword","nonword",NA
"cumbra","sistréa","nonword","nonword","nonword",NA
"indentnso","sonriga","nonword","nonword","nonword",NA
"cordegrafía","rechazación","nonword","nonword","nonword",NA
"poinal","impeolo","nonword","nonword","nonword",NA
"cibel","domitoo","nonword","nonword","nonword",NA
"patentario","rediencia","nonword","nonword","nonword",NA
"naquido","armascra","nonword","nonword","nonword",NA
"gacianta","soimino","nonword","nonword","nonword",NA
"noja","clime","nonword","nonword","nonword",NA
"aplbo","sarodar","nonword","nonword","nonword",NA
"xxmero","impoonante","nonword","nonword","nonword",NA
"vincoria","remada","nonword","nonword","nonword",NA
"savor","inento","nonword","nonword","nonword",NA
"caarón","prodede","nonword","nonword","nonword",NA
"curarhombre","azds","nonword","nonword","nonword",NA
"letúmbres","enfesio","nonword","nonword","nonword",NA
"sanje","presaln","nonword","nonword","nonword",NA
"precioca","tible","nonword","nonword","nonword",NA
"rasgíbo","glctal","nonword","nonword","nonword",NA
"continner","meteoroso","nonword","nonword","nonword",NA
"agtua","geencia","nonword","nonword","nonword",NA
"desperzacio","crkal","nonword","nonword","nonword",NA
"nicha","tempamatura","nonword","nonword","nonword",NA
"protnser","gristente","nonword","nonword","nonword",NA
"aliñada","ardi","nonword","nonword","nonword",NA
"sacrificación","almorzación","nonword","nonword","nonword",NA
"prurreso","lización","nonword","nonword","nonword",NA
"ejerte","desigualable","nonword","nonword","nonword",NA
"lautón","huesado","nonword","nonword","nonword",NA
"marroj","redija","nonword","nonword","nonword",NA
"tín","kntulo","nonword","nonword","nonword",NA
"tible","aqisodio","nonword","nonword","nonword",NA
"arima","cardened","nonword","nonword","nonword",NA
"aina","tompenta","nonword","nonword","nonword",NA
"cupado","najer","nonword","nonword","nonword",NA
"napsula","gratitzó","nonword","nonword","nonword",NA
"docas","patreala","nonword","nonword","nonword",NA
"libertió","heresor","nonword","nonword","nonword",NA
"lasto","tarmnto","nonword","nonword","nonword",NA
"yunado","uetar","nonword","nonword","nonword",NA
"pecura","aleglea","nonword","nonword","nonword",NA
"cecia","comprendedo","nonword","nonword","nonword",NA
"abuca","ectar","nonword","nonword","nonword",NA
"tentante","petiar","nonword","nonword","nonword",NA
"mism","volcaso","nonword","nonword","nonword",NA
"idér","otor","nonword","nonword","nonword",NA
"plhwano","fresaso","nonword","nonword","nonword",NA
"prtioner","lizador","nonword","nonword","nonword",NA
"impresiopinte","prcresor","nonword","nonword","nonword",NA
"hentamienta","discrente","nonword","nonword","nonword",NA
"reessar","extrpso","nonword","nonword","nonword",NA
"inquspino","lsusea","nonword","nonword","nonword",NA
"disecil","comercronte","nonword","nonword","nonword",NA
"ingeggo","rvicial","nonword","nonword","nonword",NA
"merán","coneazón","nonword","nonword","nonword",NA
"mática","sumener","nonword","nonword","nonword",NA
"multitán","decterdad","nonword","nonword","nonword",NA
"coloraso","exagotar","nonword","nonword","nonword",NA
"eptón","boriue","nonword","nonword","nonword",NA
"romate","supervisación","nonword","nonword","nonword",NA
"pranesta","pirador","nonword","nonword","nonword",NA
"denunciasmente","regara","nonword","nonword","nonword",NA
"desencuentro","festrbal","nonword","nonword","nonword",NA
"emanjar","dobir","nonword","nonword","nonword",NA
"baloncilto","trabaco","nonword","nonword","nonword",NA
"prcravera","cámpeog","nonword","nonword","nonword",NA
"goyó","orlla","nonword","nonword","nonword",NA
"goroe","subtrir","nonword","nonword","nonword",NA
"remorzue","cauna","nonword","nonword","nonword",NA
"vegino","espebeacular","nonword","nonword","nonword",NA
"milley","jumm","nonword","nonword","nonword",NA
"pastcio","ocngbre","nonword","nonword","nonword",NA
"sandwitt","lemm","nonword","nonword","nonword",NA
"aplbido","eserndalo","nonword","nonword","nonword",NA
"rdeto","cantdad","nonword","nonword","nonword",NA
"pesadiina","shiente","nonword","nonword","nonword",NA
"bosqto","escalación","nonword","nonword","nonword",NA
"contraba","guarremente","nonword","nonword","nonword",NA
"rantes","coome","nonword","nonword","nonword",NA
"atascador","manisplar","nonword","nonword","nonword",NA
"manipularso","autonís","nonword","nonword","nonword",NA
"taploma","eshuritu","nonword","nonword","nonword",NA
"zacina","badi","nonword","nonword","nonword",NA
"confrocto","estaxia","nonword","nonword","nonword",NA
"sesperación","hirmal","nonword","nonword","nonword",NA
"expa","citio","nonword","nonword","nonword",NA
"pluna","agitero","nonword","nonword","nonword",NA
"guacno","lato","nonword","nonword","nonword",NA
"lláiia","peonodo","nonword","nonword","nonword",NA
"amparada","cataión","nonword","nonword","nonword",NA
"orientario","najer","nonword","nonword","nonword",NA
"ciizo","suposiblón","nonword","nonword","nonword",NA
"andiista","detectrie","nonword","nonword","nonword",NA
"annilo","fimía","nonword","nonword","nonword",NA
"nutt","frmó","nonword","nonword","nonword",NA
"perderar","ind","nonword","nonword","nonword",NA
"esmbre","intuttión","nonword","nonword","nonword",NA
"octerir","investigneion","nonword","nonword","nonword",NA
"brrso","mantennaiento","nonword","nonword","nonword",NA
"expeazo","persfactiva","nonword","nonword","nonword",NA
"corrag","fuerde","nonword","nonword","nonword",NA
"implisa","paojo","nonword","nonword","nonword",NA
"máenbajo","platlborma","nonword","nonword","nonword",NA
"algucril","religias","nonword","nonword","nonword",NA
"habére","resistobse","nonword","nonword","nonword",NA
"coome","arripc","nonword","nonword","nonword",NA
"ambuvencia","reucial","nonword","nonword","nonword",NA
"trodajo","ront","nonword","nonword","nonword",NA
"beyl","inyencia","nonword","nonword","nonword",NA
"cuneura","herocoa","nonword","nonword","nonword",NA
"catailler","thbol","nonword","nonword","nonword",NA
"antado","egtásta","nonword","nonword","nonword",NA
"cuadpo","arrancador","nonword","nonword","nonword",NA
"contnstar","bétabol","nonword","nonword","nonword",NA
"castica","dirigíamente","nonword","nonword","nonword",NA
"teumo","prgarama","nonword","nonword","nonword",NA
"bor","centabar","nonword","nonword","nonword",NA
"atrnd","kache","nonword","nonword","nonword",NA
"silicar","wancon","nonword","nonword","nonword",NA
"vincionar","videsto","nonword","nonword","nonword",NA
"samuento","mangobra","nonword","nonword","nonword",NA
"conttel","oralogía","nonword","nonword","nonword",NA
"sotodo","morevan","nonword","nonword","nonword",NA
"wahicieron","fiscre","nonword","nonword","nonword",NA
"temporación","alterio","nonword","nonword","nonword",NA
"iniestimar","alte","nonword","nonword","nonword",NA
"compidencia","cupilo","nonword","nonword","nonword",NA
"hackeaco","personecidad","nonword","nonword","nonword",NA
"plciboy","dicizobre","nonword","nonword","nonword",NA
"pector","grabarso","nonword","nonword","nonword",NA
"víctela","ttero","nonword","nonword","nonword",NA
"igio","ceni","nonword","nonword","nonword",NA
"audrio","mantendise","nonword","nonword","nonword",NA
"ogo","ateler","nonword","nonword","nonword",NA
"crgia","medanión","nonword","nonword","nonword",NA
"aluc","humate","nonword","nonword","nonword",NA
"ertivo","ciblrro","nonword","nonword","nonword",NA
"trbrar","sustitisr","nonword","nonword","nonword",NA
"fanto","desareando","nonword","nonword","nonword",NA
"permodo","parteno","nonword","nonword","nonword",NA
"tuanchar","igndrome","nonword","nonword","nonword",NA
"resfriación","acisar","nonword","nonword","nonword",NA
"ril","prepliar","nonword","nonword","nonword",NA
"tranqutto","kada","nonword","nonword","nonword",NA
"bromlar","cudominal","nonword","nonword","nonword",NA
"testo","campo deyoatalla","nonword","nonword","nonword",NA
"jio","puhilo","nonword","nonword","nonword",NA
"boicn","seronal","nonword","nonword","nonword",NA
"atoc","senasa","nonword","nonword","nonword",NA
"wendimente","frjade","nonword","nonword","nonword",NA
"sondio","escrlte","nonword","nonword","nonword",NA
"espagea","crueblad","nonword","nonword","nonword",NA
"jurieficción","perimaista","nonword","nonword","nonword",NA
"desigualable","colgarrio","nonword","nonword","nonword",NA
"preobiendo","ituta","nonword","nonword","nonword",NA
"túo","zandir","nonword","nonword","nonword",NA
"envidar","prcrio","nonword","nonword","nonword",NA
"válula","presetente","nonword","nonword","nonword",NA
"optisfsta","caterno","nonword","nonword","nonword",NA
"nantura","trazario","nonword","nonword","nonword",NA
"entento","conocillento","nonword","nonword","nonword",NA
"procnio","espaguetec","nonword","nonword","nonword",NA
"inteagrupar","atrasgr","nonword","nonword","nonword",NA
"dignrcio","oblico","nonword","nonword","nonword",NA
"rlicalar","accidefee","nonword","nonword","nonword",NA
"impourar","frasa","nonword","nonword","nonword",NA
"magar","cumero","nonword","nonword","nonword",NA
"mevadional","uetante","nonword","nonword","nonword",NA
"suavarino","intisfdad","nonword","nonword","nonword",NA
"talo","alad","nonword","nonword","nonword",NA
"iderlock","actiber","nonword","nonword","nonword",NA
"bibliotení","enerlga","nonword","nonword","nonword",NA
"prena","trado","nonword","nonword","nonword",NA
"cabaño","tranbrisor","nonword","nonword","nonword",NA
"taggeta","notía","nonword","nonword","nonword",NA
"asen","arrendario","nonword","nonword","nonword",NA
"camicr","prohshir","nonword","nonword","nonword",NA
"crrlito","nassr","nonword","nonword","nonword",NA
"jueso","inlucción","nonword","nonword","nonword",NA
"extraditamente","arconal","nonword","nonword","nonword",NA
"canz","irredar","nonword","nonword","nonword",NA
"caoma","minoón","nonword","nonword","nonword",NA
"ramer","eliminardo","nonword","nonword","nonword",NA
"liadio","grgao","nonword","nonword","nonword",NA
"rald","arisitecto","nonword","nonword","nonword",NA
"planteaco","polítirio","nonword","nonword","nonword",NA
"bage","izante","nonword","nonword","nonword",NA
