en_cue,en_target,unique,en_cosine,en_fake_cue,en_fake_target,af_target,af_cue,af_cosine,af_fake_cue,af_fake_target,ar_target,ar_cue,ar_cosine,ar_fake_cue,ar_fake_target,bg_target,bg_cue,bg_cosine,bg_fake_cue,bg_fake_target,ca_target,ca_cue,ca_cosine,ca_fake_cue,ca_fake_target,cs_target,cs_cue,cs_cosine,cs_fake_cue,cs_fake_target,da_target,da_cue,da_cosine,da_fake_cue,da_fake_target,de_target,de_cue,de_cosine,de_fake_cue,de_fake_target,el_target,el_cue,el_cosine,el_fake_cue,el_fake_target,es_target,es_cue,es_cosine,es_fake_cue,es_fake_target,et_target,et_cue,et_cosine,et_fake_cue,et_fake_target,eu_target,eu_cue,eu_cosine,eu_fake_cue,eu_fake_target,fa_target,fa_cue,fa_cosine,fa_fake_cue,fa_fake_target,fi_target,fi_cue,fi_cosine,fi_fake_cue,fi_fake_target,fr_target,fr_cue,fr_cosine,fr_fake_cue,fr_fake_target,gl_target,gl_cue,gl_cosine,gl_fake_cue,gl_fake_target,he_target,he_cue,he_cosine,he_fake_cue,he_fake_target,hi_target,hi_cue,hi_cosine,hi_fake_cue,hi_fake_target,hr_target,hr_cue,hr_cosine,hr_fake_cue,hr_fake_target,hu_target,hu_cue,hu_cosine,hu_fake_cue,hu_fake_target,hy_target,hy_cue,hy_cosine,hy_fake_cue,hy_fake_target,id_target,id_cue,id_cosine,id_fake_cue,id_fake_target,it_target,it_cue,it_cosine,it_fake_cue,it_fake_target,ja_target,ja_cue,ja_cosine,ja_fake_cue,ja_fake_target,ko_target,ko_cue,ko_cosine,ko_fake_cue,ko_fake_target,lt_target,lt_cue,lt_cosine,lt_fake_cue,lt_fake_target,lv_target,lv_cue,lv_cosine,lv_fake_cue,lv_fake_target,nl_target,nl_cue,nl_cosine,nl_fake_cue,nl_fake_target,no_target,no_cue,no_cosine,no_fake_cue,no_fake_target,pl_target,pl_cue,pl_cosine,pl_fake_cue,pl_fake_target,pt_target,pt_cue,pt_cosine,pt_fake_cue,pt_fake_target,ro_target,ro_cue,ro_cosine,ro_fake_cue,ro_fake_target,ru_target,ru_cue,ru_cosine,ru_fake_cue,ru_fake_target,sk_target,sk_cue,sk_cosine,sk_fake_cue,sk_fake_target,sl_target,sl_cue,sl_cosine,sl_fake_cue,sl_fake_target,sr_target,sr_cue,sr_cosine,sr_fake_cue,sr_fake_target,sv_target,sv_cue,sv_cosine,sv_fake_cue,sv_fake_target,ta_target,ta_cue,ta_cosine,ta_fake_cue,ta_fake_target,tr_target,tr_cue,tr_cosine,tr_fake_cue,tr_fake_target,uk_target,uk_cue,uk_cosine,uk_fake_cue,uk_fake_target,ur_target,ur_cue,ur_cosine,ur_fake_cue,ur_fake_target,vi_target,vi_cue,vi_cosine,vi_fake_cue,vi_fake_target,zh_cn_target,zh_cn_cue,zh_cn_cosine,zh_cn_fake_cue,zh_cn_fake_target,zh_tw_target,zh_tw_cue,zh_tw_cosine,zh_tw_fake_cue,zh_tw_fake_target,total
ambassador,minister,ambassadorminister,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,министър,посланик,0.550541459,посланзк,министчр,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,υπουργός,πρέσβης,0.517779109,πρέσβός,υπουργός,ministro,embajador,0.513024667,émbajador,manistro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ministeri,suurlähettiläs,0.580226956,suurlähettilää,mwnisteri,ministre,ambassadeur,0.524025774,âmbassadeur,monistre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ministar,veleposlanik,0.520862918,yeleposlanik,sinistar,miniszter,nagykövet,0.579204792,nagyköeet,miöiszter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,minister,ambassadeur,0.538004077,pmbassadeur,minisder,NA,NA,NA,NA,NA,minister,ambasador,0.537711684,ambssador,ministnr,ministro,embaixador,0.491503386,embaixadbr,minissro,ministru,ambasador,0.521628475,ambalador,mițistru,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,minister,ambasador,0.489473133,ambšsador,minisfer,ministar,ambasador,0.601055898,ambpsador,miuistar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.72972973
ambulance,helicopter,ambulancehelicopter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,хеликоптер,линейка,0.472672034,синейка,хеликопаер,NA,NA,NA,NA,NA,vrtulník,sanitek,0.408613851,sanmtek,vrtulnyk,NA,NA,NA,NA,NA,hubschrauber,krankenwagen,0.517319208,krankenwaaen,hubschrauser,NA,NA,NA,NA,NA,helicóptero,ambulancia,0.504963002,ambuñancia,helicnptero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,helikopter,ambulans,0.440547975,ambulais,helidopter,elicottero,ambulanza,0.527761225,ambelanza,eliccttero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,helikopter,ambulance,0.524046944,ambulance,helykopter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,helicóptero,ambulância,0.490254674,ambulânmia,eelicóptero,elicopter,ambulanta,0.475970498,ambulakta,zlicopter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,helikopter,ambulans,0.570084402,acbulans,hılikopter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.97297297
angel,devil,angeldevil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,djævel,engel,0.471600478,enghl,djæiel,NA,NA,NA,NA,NA,διάβολος,άγγελος,0.541874851,άγγελθς,διάάολος,demonio,ángel,0.524672528,ánlel,ñemonio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paholainen,enkeli,0.510782075,enkeoi,paholaisen,démon,ange,0.534414054,ance,démor,NA,NA,NA,NA,NA,שטן,מלאך,0.489764753,מלגך,שטח,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ördög,angyal,0.516891954,aögyal,öröög,սատանա,հրեշտակ,0.431884921,հռեշտակ,սմտանա,iblis,malaikat,0.453777342,balaikat,rblis,demonio,angelo,0.500307553,abgelo,demonio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,duivel,engel,0.577793929,ezgel,durvel,djevel,engel,0.411664472,endel,djevsl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,diavol,îngere,0.445316446,şngere,diavăl,дьявол,ангел,0.507794391,анжел,жьявол,NA,NA,NA,NA,NA,hudič,angel,0.40981666,angeb,qudič,NA,NA,NA,NA,NA,djävul,ängel,0.469327653,änfel,djäjul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.48648649
anonymous,unknown,anonymousunknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,неизвестен,анонимен,0.490476478,анонрмен,rеизвестен,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unbekannt,anonym,0.376294131,antnym,unbukannt,NA,NA,NA,NA,NA,desconocido,anónimo,0.489244641,anynimo,desconocrdo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ناشناخته,ناشناس,0.511146731,ناشنقس,ناشناختب,tuntematon,nimetön,0.472533459,nimeäön,vuntematon,inconnu,anonyme,0.390801574,anoryme,ieconnu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nepoznat,anoniman,0.492918935,ahoniman,nepomnat,ismeretlen,névtelen,0.433136556,névteley,ismerptlen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meçhul,isimsiz,0.430362102,usimsiz,mnçhul,NA,NA,NA,NA,NA,نامعلوم,گمنام,0.332081553,گمناد,نامعلڈم,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.97297297
antidote,vaccine,antidotevaccine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vaccine,modgift,0.574246196,modgifn,øaccine,impfstoff,gegenmittel,0.588700091,gegenmpttel,impfshoff,NA,NA,NA,NA,NA,vacuna,antídoto,0.605040193,antídotd,valuna,vaktsiin,vastumürk,0.601219933,vasiumürk,vakssiin,NA,NA,NA,NA,NA,واکسن,پادزهر,0.481353358,پادگهر,ءاکسن,NA,NA,NA,NA,NA,vaccin,antidote,0.630102759,anmidote,vaccin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cjepivo,protuotrov,0.553158851,protuotro¹,cjepjvo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vaccino,antidoto,0.612580126,antidtto,vacrino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vaksine,motgift,0.47418948,mokgift,vakshne,NA,NA,NA,NA,NA,vacina,antídoto,0.633828834,antídato,íacina,vaccin,antidot,0.668448931,anttdot,vancin,вакцина,противоядие,0.463858417,пдотивоядие,вакцида,NA,NA,NA,NA,NA,cepivo,protistrup,0.545434103,propistrup,cepivj,NA,NA,NA,NA,NA,vaccin,motgift,0.550025587,mohgift,naccin,NA,NA,NA,NA,NA,aşı,panzehir,0.46997645,panzehim,aiı,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.23423423
apply,use,applyuse,NA,NA,NA,gebruik,aanwend,0.433758314,aanwfnd,gbbruik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,benytte,anvende,0.45926783,anvendb,yenytte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,utilizar,aplicar,0.534735024,apcicar,utilnzar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,használ,alkalmaz,0.533089992,élkalmaz,hasznzl,օգտագործել,կիրառել,0.657717439,կիրևռել,мգտագործել,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stosować,zastosować,0.806036434,żastosować,suosować,NA,NA,NA,NA,NA,utiliza,aplica,0.390558555,aplicv,utiuiza,использовать,применить,0.609938706,примеюить,исполёзовать,NA,NA,NA,NA,NA,izrabiti,uporabiti,0.639453412,uporaciti,izramiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kullan,uygula,0.416506636,uygzla,sullan,NA,NA,NA,NA,NA,استعمال,اطلاق,0.428400598,اطلاl,استعذال,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.22522523
arrive,come,arrivecome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,идвам,пристигам,0.613585745,птистигам,ифвам,NA,NA,NA,NA,NA,přicházet,přijíždět,0.667930483,přijíždřt,přicrázet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tulema,saabuma,0.473260718,sacbuma,tugema,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,arrive,arriveras,0.53908283,ûrriveras,arryve,NA,NA,NA,NA,NA,תבוא,תגיע,0.621819502,תאיע,תןוא,NA,NA,NA,NA,NA,doći,stići,0.604915553,stioi,dohi,jön,érkezik,0.623322274,érkezik,jon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,komme,ankomme,0.379610334,ackomme,knmme,dojść,dotrzeć,0.607631158,dodrzeć,dcjść,NA,NA,NA,NA,NA,veni,sosi,0.542088625,sosf,vîni,приезжать,прибывать,0.52837338,пвибывать,приезжарь,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,doæi,stiže,0.456597453,stižv,doji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,приїжджати,приїхати,0.754883153,приїхжти,приїхджати,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.72972973
artifact,medallion,artifactmedallion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,медальон,артефакт,0.437160392,аотефакт,медальон,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medaillon,artefakt,0.413680602,arfefakt,medailloo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,médaillon,artefact,0.446765926,artsfact,médnillon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medaglione,manufatto,0.49930889,matufatto,medaolione,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medalion,artefakt,0.478367742,artefrkt,meealion,medalhão,artefacto,0.502634234,artefacio,medalhãb,NA,NA,NA,NA,NA,медальон,артефакт,0.446035027,артефакт,мешальон,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.21621622
attractive,charming,attractivecharming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,чаровен,привлекателен,0.673329632,приалекателен,чуровен,NA,NA,NA,NA,NA,okouzlující,atraktívní,0.540635326,attaktívní,okočzlující,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,γοητευτικός,ελκυστικός,0.747167065,ελκυστικός,γοητχυτικός,encantador,atractivo,0.638117503,atrlctivo,encattador,võluv,atraktiivne,0.506846186,ztraktiivne,võluo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charmant,séduisant,0.652286811,séduisint,iharmant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charmant,aantrekkelijke,0.457510212,amntrekkelijke,clarmant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charmoso,atraente,0.604392061,ntraente,charmosj,fermecător,atrăgător,0.675613168,atrăgmtor,fermecetor,очаровательный,привлекательный,0.722824683,ьривлекательный,очароватебьный,NA,NA,NA,NA,NA,očarljivo,privlačno,0.580387215,primlačno,ačarljivo,šarmantan,privlaèan,0.619781553,privlaèkn,šarðantan,charmerande,attraktiv,0.483640943,attrektiv,charmeranle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.72972973
author,actor,authoractor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skuespiller,forfatter,0.57409708,foyfatter,skuespiuler,NA,NA,NA,NA,NA,ηθοποιός,συγγραφέας,0.607519563,σκγγραφέας,άθοποιός,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,näyttelijä,kirjailija,0.554183746,kirfailija,nätttelijä,acteur,auteur,0.494913088,ayteur,acteue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,attore,autore,0.517839988,autoru,attorf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aktorius,autorius,0.808251325,autorlus,akšorius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skuespiller,forfatter,0.464392498,fsrfatter,skuespillea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skådespelare,författare,0.615068806,furfattare,skåmespelare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,актор,автор,0.627152867,авкор,актор,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72072072
autograph,photographer,autographphotographer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,фотограф,автограф,0.455325769,автопраф,фмтограф,fotògraf,autògraf,0.770908014,autògraf,fmtògraf,NA,NA,NA,NA,NA,fotograf,autograf,0.476930522,øutograf,fotograf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,photographe,autographe,0.447961722,autograpfe,photpgraphe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fotograf,autogram,0.41588121,autodram,čotograf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fotograf,autograf,0.593320512,yutograf,fotograø,fotograf,autograf,0.479224092,autógraf,fotngraf,fotógrafo,autógrafo,0.464590345,autdgrafo,fotóguafo,fotograf,autograf,0.413643566,şutograf,fotograr,фотограф,автограф,0.563562624,автoграф,фмтограф,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fotograf,autogram,0.439079997,autokram,fltograf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,фотограф,автограф,0.725573664,автогкаф,фомограф,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.47747748
autopsy,analysis,autopsyanalysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,analyse,obduktion,0.462146194,olduktion,anavyse,analyse,autopsie,0.531609586,antopsie,ahalyse,NA,NA,NA,NA,NA,análisis,autopsia,0.565208688,autopsia,únálisis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,analyysi,ruumiinavaus,0.513909989,ruumiinavaul,analgysi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,analiza,autopsija,0.52728849,autopsije,snaliza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,análise,autópsia,0.547168313,autópéia,anllise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,analiza,obdukcija,0.489195421,obdfkcija,anvliza,analiza,autopsija,0.547215635,autrpsija,analifa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.46846847
banana,strawberry,bananastrawberry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jordbær,banan,0.423732076,bunan,jowdbær,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fraise,banane,0.59414494,bananç,frnise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jagoda,banana,0.537229941,banaha,jagoha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stroberi,pisang,0.474396977,pisahg,ftroberi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jordbær,banan,0.472306246,bcnan,joodbær,NA,NA,NA,NA,NA,morango,banana,0.563850383,yanana,morangi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jordgubb,banan,0.380304377,banas,jorggubb,NA,NA,NA,NA,NA,çilek,muz,0.469634595,mur,çileu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.46846847
banker,investor,bankerinvestor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,инвеститор,банкер,0.514774033,банйер,инвестштор,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,investisseur,banquier,0.546480845,bunquier,investasseur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,befektető,bankár,0.506954335,bankát,beftktető,NA,NA,NA,NA,NA,investor,bankir,0.412027224,bankar,invostor,investitore,banchiera,0.442411729,eanchiera,investitope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,investeerder,bankier,0.48512356,bcnkier,jnvesteerder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,investidor,banqueiro,0.588800421,banqueiro,investiior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.21621622
banking,financial,bankingfinancial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finanční,bankovní,0.614706317,bínkovní,finknční,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,financiero,bancaria,0.48115033,bancúria,flnanciero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,financier,bancaire,0.54211166,bancairô,œinancier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finanziaria,bancario,0.515788141,bancvrio,finanriaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finansowy,bankowy,0.59353555,baskowy,finansuwy,financeiro,bancária,0.458489688,brncária,financefro,financiar,bancar,0.526349369,bancâr,financior,финансовая,банковская,0.641990098,банковскаg,финаесовая,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.46846847
