"ur_cue","ur_target","type","cue_type","target_type","ur_cosine"
"تیتلی","گوال","nonword","word","nonword",NA
"نیچے","شمسیذکوانائی","nonword","word","nonword",NA
"کریڈٹ","اعر","nonword","word","nonword",NA
"سوسائٹی","شہتو","nonword","word","nonword",NA
"زندہ","شہنشین","nonword","word","nonword",NA
"مقصد","شیخیل","nonword","word","nonword",NA
"کیا","پٹر","nonword","word","nonword",NA
"تنازعہ","شیامن","nonword","word","nonword",NA
"رن","تکف","nonword","word","nonword",NA
"کمرہ","شیاوین","nonword","word","nonword",NA
"علامات","ضاح","nonword","word","nonword",NA
"پرت","صحیسی","nonword","word","nonword",NA
"یہاں","سےر","nonword","word","nonword",NA
"فیکٹری","وداحیت","nonword","word","nonword",NA
"کبھی کبھی","ضرورآپہے","nonword","word","nonword",NA
"پتلی","عظع","nonword","word","nonword",NA
"غلط","vaقتور","nonword","word","nonword",NA
"رائفل","طریقڈنکار","nonword","word","nonword",NA
"سیسر","تشفان","nonword","word","nonword",NA
"گائے","تشفان","nonword","word","nonword",NA
"تخرکشک","اخیل","nonword","word","nonword",NA
"دوربین","ظاگیانہ","nonword","word","nonword",NA
"ٹریلر","ظاگیانہ","nonword","word","nonword",NA
"دلہن","ظاہرسكے","nonword","word","nonword",NA
"بولی","عام طور ti","nonword","word","nonword",NA
"ریشم","عام طور ti","nonword","word","nonword",NA
"ابدی","مڈیب","nonword","word","nonword",NA
"گلوکار","مڈیب","nonword","word","nonword",NA
"وفادار","عدم موجوردی","nonword","word","nonword",NA
"ٹھیک ہے","وبت","nonword","word","nonword",NA
"سینڈوچ","ئیم","nonword","word","nonword",NA
"سست","عضو پیاسل","nonword","word","nonword",NA
"توجہ","چپیہ","nonword","word","nonword",NA
"گارڈ","آویدت","nonword","word","nonword",NA
"بہن","مکاج","nonword","word","nonword",NA
"غلط","مکامات","nonword","word","nonword",NA
"پر کشش","مکامت","nonword","word","nonword",NA
"تعدد","مکم","nonword","word","nonword",NA
"مزاحمت","یدارت","nonword","word","nonword",NA
"حالات","عمزورآمد","nonword","word","nonword",NA
"مہم","عملی طورآجر","nonword","word","nonword",NA
"عاجز","عمبھی","nonword","word","nonword",NA
"ہارمون","عناص","nonword","word","nonword",NA
"پنگ","کاوان","nonword","word","nonword",NA
"بھوک","بارت","nonword","word","nonword",NA
"روٹی","بارت","nonword","word","nonword",NA
"تیاری","اچسائی","nonword","word","nonword",NA
"ذائقہ","نتار","nonword","word","nonword",NA
"حالت","ھسہ","nonword","word","nonword",NA
"سیب","آزط","nonword","word","nonword",NA
"معصوم","atطی","nonword","word","nonword",NA
"تعریف","غیداذمہ دار","nonword","word","nonword",NA
"پیشکش","غیبرمتوقع طور پر","nonword","word","nonword",NA
"شاہی","buر معمولی","nonword","word","nonword",NA
"شفقت","غیر حرکی","nonword","word","nonword",NA
"فرم","غیر منگڈانہ","nonword","word","nonword",NA
"نومبر","فالی","nonword","word","nonword",NA
"فخر","فٹزپال","nonword","word","nonword",NA
"اچھی","مسار","nonword","word","nonword",NA
"زلزلے","نوانسیسی","nonword","word","nonword",NA
"عام طور پر","فرمیم","nonword","word","nonword",NA
"ستمبر","غوض","nonword","word","nonword",NA
"براوو","فربەت","nonword","word","nonword",NA
"لیمونیڈ","فربەت","nonword","word","nonword",NA
"پینے","نئر","nonword","word","nonword",NA
"مارا","صرم","nonword","word","nonword",NA
"گپ شپ","عیانسنگ","nonword","word","nonword",NA
"تحقیق","حسڈ","nonword","word","nonword",NA
"orgasm","فنرینل","nonword","word","nonword",NA
"مہینہ","فنگرسکرنٹ","nonword","word","nonword",NA
"حلق","فوٹوناافر","nonword","word","nonword",NA
"شکار","ائج","nonword","word","nonword",NA
"مالی طور پر","فوڑی","nonword","word","nonword",NA
"کریک","ندرک","nonword","word","nonword",NA
"ناممکن","فیڈرومن","nonword","word","nonword",NA
"عکس","فیسٹاہل","nonword","word","nonword",NA
"حفاظت","زاکس","nonword","word","nonword",NA
"تازه","قارگ","nonword","word","nonword",NA
"پیر","قابلودکر","nonword","word","nonword",NA
"صحرا","قابل فمد","nonword","word","nonword",NA
"بیکار","قابلاضہیں","nonword","word","nonword",NA
"معاف کر دو","قامک","nonword","word","nonword",NA
"انتباہ","بھلین","nonword","word","nonword",NA
"پیروی","قاچینی","nonword","word","nonword",NA
"نینی","بورستان","nonword","word","nonword",NA
"ملکہ","ولول","nonword","word","nonword",NA
"سروس","رخل","nonword","word","nonword",NA
"محل","رخل","nonword","word","nonword",NA
"بازیابی","ویض","nonword","word","nonword",NA
"پمپ","صیط","nonword","word","nonword",NA
"ریڈیو","وڈمت","nonword","word","nonword",NA
"بیچنے والے","قلاد","nonword","word","nonword",NA
"بیٹی","اکم","nonword","word","nonword",NA
"چوسنا","اصد","nonword","word","nonword",NA
"مافیا","اصدی","nonword","word","nonword",NA
"گالف","وتمت","nonword","word","nonword",NA
"براؤن","کاچہ","nonword","word","nonword",NA
"جنریٹر","کانٹوریشن","nonword","word","nonword",NA
"فوکس","کابسیل","nonword","word","nonword",NA
"غیر معمولی","کارڈفت","nonword","word","nonword",NA
"جگہ","کانےردگی","nonword","word","nonword",NA
"لوڈ","کانتن","nonword","word","nonword",NA
"وکیل","کانہو","nonword","word","nonword",NA
"انتشار","کاروکوری","nonword","word","nonword",NA
"خودکشی","کابا","nonword","word","nonword",NA
"قدامت پسند","کابا","nonword","word","nonword",NA
"کیپسول","ائم","nonword","word","nonword",NA
"تمباکو نوشی","کارگ","nonword","word","nonword",NA
"غروب آفتاب","کارلاب","nonword","word","nonword",NA
"کاؤنٹی","گٹن","nonword","word","nonword",NA
"اضافہ","دمھی","nonword","word","nonword",NA
"فارم","ڈماس","nonword","word","nonword",NA
"کوشش کریں","نجتان","nonword","word","nonword",NA
"رابطہ","soاب","nonword","word","nonword",NA
"قابل قدر","ائ","nonword","word","nonword",NA
"جانچ پڑتال","بشھ","nonword","word","nonword",NA
"اضافی انعام","یٹھی","nonword","word","nonword",NA
"جنگ","کرورہ","nonword","word","nonword",NA
"طلاق","ئنسی","nonword","word","nonword",NA
"حاصل کرنا","مانل","nonword","word","nonword",NA
"رشتہ دار","چسن","nonword","word","nonword",NA
"انسپکٹر","ائتی","nonword","word","nonword",NA
"شاور","اؤ","nonword","word","nonword",NA
"شکر","داائنٹ","nonword","word","nonword",NA
"کوئلہ","کلدھک","nonword","word","nonword",NA
"خطرناک","کلامک","nonword","word","nonword",NA
"آخر","يں","nonword","word","nonword",NA
"ٹور","کمپیامر","nonword","word","nonword",NA
"لڑکی","کمپنر","nonword","word","nonword",NA
"دیکھیں","کمپئر","nonword","word","nonword",NA
"سوال","کمونارت","nonword","word","nonword",NA
"بدی","کمنگی","nonword","word","nonword",NA
"بگ","کننگٹ","nonword","word","nonword",NA
"جیب","کنوہن","nonword","word","nonword",NA
"سمندری ڈاکو","یہوینٹ","nonword","word","nonword",NA
"دوست","ولیت","nonword","word","nonword",NA
"سیل","کھٹو","nonword","word","nonword",NA
"ہاتھ","کھلاا","nonword","word","nonword",NA
"لومڑی","کھسانا","nonword","word","nonword",NA
"شیرکل","کھچوڑی","nonword","word","nonword",NA
"البم","سویل","nonword","word","nonword",NA
"کنکریٹ","کھیل ہی کھیلظریں","nonword","word","nonword",NA
"بیوہ","کہجماں","nonword","word","nonword",NA
"کمپنی","کہرو","nonword","word","nonword",NA
"فاصلے","کوجه","nonword","word","nonword",NA
"زہر","کیتنعریف","nonword","word","nonword",NA
"چیک","ووا","nonword","word","nonword",NA
"بارون","یلپ","nonword","word","nonword",NA
"گفتگو","ٹنٹ","nonword","word","nonword",NA
"چابی","کیئہ","nonword","word","nonword",NA
"ڈراؤنا خواب","وٹک","nonword","word","nonword",NA
"صدی","کیؤلنگ","nonword","word","nonword",NA
"اسی طرح","بانسر","nonword","word","nonword",NA
"کشور","کیجی","nonword","word","nonword",NA
"پریکٹس","کےوڈارے میں","nonword","word","nonword",NA
"چینل","گاہر","nonword","word","nonword",NA
"مینیجر","گارک","nonword","word","nonword",NA
"شوہر","نڈل","nonword","word","nonword",NA
"مخلص","رپار","nonword","word","nonword",NA
"چانسلر","پوام","nonword","word","nonword",NA
"رومن","ہیج","nonword","word","nonword",NA
"آگے بڑھو","گرنت","nonword","word","nonword",NA
"یادگار","گرکماری","nonword","word","nonword",NA
"کائنات","گردغ","nonword","word","nonword",NA
"اناج","گرor","nonword","word","nonword",NA
"بم","گرمرویٹ","nonword","word","nonword",NA
"شارک","aeت","nonword","word","nonword",NA
"ٹرافی","گلیڈل","nonword","word","nonword",NA
"موجودگی","پہی","nonword","word","nonword",NA
"کیبن","کھے","nonword","word","nonword",NA
"مطمئن","گمارہ","nonword","word","nonword",NA
"لٹل","ير","nonword","word","nonword",NA
"مونسٹر","ومدی","nonword","word","nonword",NA
"منتخب کریں","گھوئے","nonword","word","nonword",NA
"ویٹر","گھدھنے","nonword","word","nonword",NA
"کم","گھئیٹ","nonword","word","nonword",NA
"حادثے سے","ریاہی","nonword","word","nonword",NA
"ساتھی","گوریشم","nonword","word","nonword",NA
"صحت مند","گورڈ","nonword","word","nonword",NA
"کارنیول","گورن","nonword","word","nonword",NA
"کامیابی","گورن","nonword","word","nonword",NA
"ریچھ","گولیوےار","nonword","word","nonword",NA
"کونے","اؤٹ","nonword","word","nonword",NA
"استقبال","گیلوج","nonword","word","nonword",NA
"چڑھنے","دالا","nonword","word","nonword",NA
"ٹرگر","لاقدٹر","nonword","word","nonword",NA
"بھیڑ","رنش","nonword","word","nonword",NA
"پتھر","یٹک","nonword","word","nonword",NA
"ٹیکسی","لبین","nonword","word","nonword",NA
"ماحولیات","امائی","nonword","word","nonword",NA
"مریخ","لڑوما","nonword","word","nonword",NA
"خالی","نےکا","nonword","word","nonword",NA
"مفید","فیکیاں","nonword","word","nonword",NA
"سرخ","لکبیا","nonword","word","nonword",NA
"نجی","لکوؤں","nonword","word","nonword",NA
"رقبہ","تشبائی","nonword","word","nonword",NA
"کام","ئنگ","nonword","word","nonword",NA
"فتح","قانلی","nonword","word","nonword",NA
"ناگوار","لوشپ","nonword","word","nonword",NA
"تمباکو","شوار","nonword","word","nonword",NA
"تجویز","لیرز","nonword","word","nonword",NA
"صبر","لیگیکرنے کی","nonword","word","nonword",NA
"بیان","سافٹیننٹ","nonword","word","nonword",NA
"دھواں","لیلڈر","nonword","word","nonword",NA
"داخل کریں","لیشفین","nonword","word","nonword",NA
"مثبت","مؤeh","nonword","word","nonword",NA
"مہمانیت","ماؤناون","nonword","word","nonword",NA
"کھیلیں","مائیکرالون","nonword","word","nonword",NA
"لعنت","ماویل","nonword","word","nonword",NA
"ڈین","ماگریٹنگ","nonword","word","nonword",NA
"مہلک","مامز","nonword","word","nonword",NA
"عمل","ماڈو","nonword","word","nonword",NA
"کھولنے","مالکجرالک","nonword","word","nonword",NA
"اداس","مااں","nonword","word","nonword",NA
"مٹی","مانیسی","nonword","word","nonword",NA
"اسٹیڈیم","وؤں","nonword","word","nonword",NA
"دماغی","ماوت","nonword","word","nonword",NA
"سرجن","ماہیآہیری","nonword","word","nonword",NA
"شرٹ","ماتسسی","nonword","word","nonword",NA
"طریقہ","مباحقر","nonword","word","nonword",NA
"کچھ نہیں","مبالقشیہ","nonword","word","nonword",NA
"جاز","متاثتیکرنا","nonword","word","nonword",NA
"جھپکی","نقبادل","nonword","word","nonword",NA
"پلیٹ فارم","متومر","nonword","word","nonword",NA
"فیشن","جملی","nonword","word","nonword",NA
"مالکن","مثجى","nonword","word","nonword",NA
"کبھی نہیں","مجمن","nonword","word","nonword",NA
"اصل","بہرمانہ","nonword","word","nonword",NA
"ابھی","مچتدی","nonword","word","nonword",NA
"آرام دہ اور پرسکون","محرا","nonword","word","nonword",NA
"شکایت","محرکسزریں","nonword","word","nonword",NA
"لائیو","ریفوظ","nonword","word","nonword",NA
"سٹیمپ","مخکوف","nonword","word","nonword",NA
"تندور","مخنوف","nonword","word","nonword",NA
"قبر","مخباق","nonword","word","nonword",NA
"فائل","تکار","nonword","word","nonword",NA
"جرمانہ","ہرت","nonword","word","nonword",NA
"دائرہ","تہد","nonword","word","nonword",NA
"راکٹ","تہد","nonword","word","nonword",NA
"کریم","قراق","nonword","word","nonword",NA
"سیارے","غاہب","nonword","word","nonword",NA
"کبھی کبھار","کنچنٹ","nonword","word","nonword",NA
"بریفک","رشدہ","nonword","word","nonword",NA
"ممنوعہ","مرنف","nonword","word","nonword",NA
"انٹرنیٹ","مراع","nonword","word","nonword",NA
"فوری طور پر","کےنا","nonword","word","nonword",NA
"منک","مرac","nonword","word","nonword",NA
"صدقہ","مزاحہا","nonword","word","nonword",NA
"سوپ","وجاحیہ","nonword","word","nonword",NA
"جہالت","سدیدار","nonword","word","nonword",NA
"گدھے","مسينہ","nonword","word","nonword",NA
"دار چینی","مستد","nonword","word","nonword",NA
"عام","مسدول","nonword","word","nonword",NA
"مرد","مشائ","nonword","word","nonword",NA
"بچه","نڈن","nonword","word","nonword",NA
"فخر","مششہر","nonword","word","nonword",NA
"شراب","مشایہ","nonword","word","nonword",NA
"یوگا","مصڑک","nonword","word","nonword",NA
"کسان","مصنووگت","nonword","word","nonword",NA
"دس لاکھ","زانوعی","nonword","word","nonword",NA
"تبدیل","خطیبت","nonword","word","nonword",NA
"مہذب","مضبوطیرعے","nonword","word","nonword",NA
"غور","مضحکہ گرز","nonword","word","nonword",NA
"رشوت","لبمون","nonword","word","nonword",NA
"مسکراہٹ","مطالفض","nonword","word","nonword",NA
"خزانہ","دشاہرہ","nonword","word","nonword",NA
"اہم","معائضی","nonword","word","nonword",NA
"کیلا","معرای","nonword","word","nonword",NA
"ٹونا","معیلدہ","nonword","word","nonword",NA
"ڈیسک","معلوتھت","nonword","word","nonword",NA
"ڈریگن","پسمار","nonword","word","nonword",NA
"ترقی","معھال","nonword","word","nonword",NA
"ٹیکنالوجی","معمورو","nonword","word","nonword",NA
"ہڈی","معشور","nonword","word","nonword",NA
"کل","وزربی","nonword","word","nonword",NA
"میراتھن","يلت","nonword","word","nonword",NA
"پیسفک","مفغام","nonword","word","nonword",NA
"مینجمنٹ","رنام","nonword","word","nonword",NA
"جانیں","مقندی","nonword","word","nonword",NA
"تھکا ہوا","علمل","nonword","word","nonword",NA
"لینڈنگ","علمل","nonword","word","nonword",NA
"سزا","مکملیوور پر","nonword","word","nonword",NA
"کوڈ","پچھن","nonword","word","nonword",NA
"ہمیشہ","مکائیکل","nonword","word","nonword",NA
"جیپ","ri","nonword","word","nonword",NA
"پوائنٹ","عراقات","nonword","word","nonword",NA
"حفاظت","عراقات","nonword","word","nonword",NA
"رسالہ","وسک","nonword","word","nonword",NA
"بوٹ","تکنوعہ","nonword","word","nonword",NA
"ریکارڈ","منواب","nonword","word","nonword",NA
"مصروفیت","منتخئرکریں","nonword","word","nonword",NA
"میل","مننسلی","nonword","word","nonword",NA
"بیمار","ورٹ","nonword","word","nonword",NA
"جنگل","منگھد","nonword","word","nonword",NA
"احتجاج","منصوبہجمندی","nonword","word","nonword",NA
"چمچ","منپل","nonword","word","nonword",NA
"کرایہ پر","منھجری","nonword","word","nonword",NA
"چال","ایفرد","nonword","word","nonword",NA
"ریڑه","منتف","nonword","word","nonword",NA
"طاقت","منار کو","nonword","word","nonword",NA
"بینکنگ","پرلک","nonword","word","nonword",NA
"کھانسی","مورم","nonword","word","nonword",NA
"شاندار","مویشلات","nonword","word","nonword",NA
"اچانک","موبا","nonword","word","nonword",NA
"ڈپلومہ","مورم","nonword","word","nonword",NA
"کیل","لعرفین","nonword","word","nonword",NA
"مقدار","موسم سھنا","nonword","word","nonword",NA
"ڈیٹونیٹر","موسییگر","nonword","word","nonword",NA
"مصیبت","موسیاف","nonword","word","nonword",NA
"کپ","موم کشی","nonword","word","nonword",NA
"عدالت","میثا","nonword","word","nonword",NA
"پورٹل","گائونیز","nonword","word","nonword",NA
"درست","مییو","nonword","word","nonword",NA
"غلمہ","سلچ","nonword","word","nonword",NA
"رقاصہ","میلتین","nonword","word","nonword",NA
"پروفائل","مینسئل","nonword","word","nonword",NA
"سست","میرکین","nonword","word","nonword",NA
"سکرین","میوزہر","nonword","word","nonword",NA
"اغوا","ناقصت","nonword","word","nonword",NA
"دھکا","ناخودنوار","nonword","word","nonword",NA
"ارتقاء","کوراض","nonword","word","nonword",NA
"اعتماد","نازعا","nonword","word","nonword",NA
"عقلمند","یٹک","nonword","word","nonword",NA
"طبیعیات","نالیمی","nonword","word","nonword",NA
"پرانا","نافرلوم","nonword","word","nonword",NA
"شاٹ","وہیجہ","nonword","word","nonword",NA
"بقیہ","نجات دزودہ","nonword","word","nonword",NA
"اچھا","خیم","nonword","word","nonword",NA
"وفاقی","مفان","nonword","word","nonword",NA
"کرایہ دار","نشجھمیں","nonword","word","nonword",NA
"آٹوگراف","وتام","nonword","word","nonword",NA
"لیونئن","اصریہ","nonword","word","nonword",NA
"اشتہارات","سفم","nonword","word","nonword",NA
"بجٹ","ڈگمہ","nonword","word","nonword",NA
"غیر آرام دہ","عزرت","nonword","word","nonword",NA
"امیدوار","نفسیمن","nonword","word","nonword",NA
"مہنگا","پاسیاتی","nonword","word","nonword",NA
"آہستہ آہستہ","نقدل","nonword","word","nonword",NA
"سچ","نقطہ نac","nonword","word","nonword",NA
"آسمان","ﮨﻮی","nonword","word","nonword",NA
"نگل","برائش","nonword","word","nonword",NA
"آزادی","انونہ","nonword","word","nonword",NA
"چور","ننبا","nonword","word","nonword",NA
"حوصلہ افزائی","فرجوان","nonword","word","nonword",NA
"ایجنٹ","فرجوان","nonword","word","nonword",NA
"انگوٹی","نولیانی","nonword","word","nonword",NA
"بند","نیad","nonword","word","nonword",NA
"میٹھی","لہند","nonword","word","nonword",NA
"رہو","ھیوڏو","nonword","word","nonword",NA
"ٹانک","سنئی","nonword","word","nonword",NA
"کلو","ہائیرریز","nonword","word","nonword",NA
"مقابلہ","ہائیؤلے","nonword","word","nonword",NA
"کوچ","ہائیڈراکن","nonword","word","nonword",NA
"دشمن","سنر","nonword","word","nonword",NA
"پناہ گزین","نگرس","nonword","word","nonword",NA
"ڈی این اے","بچھوڑا","nonword","word","nonword",NA
"سمت شناسی","ہتتمار","nonword","word","nonword",NA
"سیکنڈری","ہتتمار","nonword","word","nonword",NA
"صلاحیت","نٹتال","nonword","word","nonword",NA
"موقع","ہفتہافار","nonword","word","nonword",NA
"کشیدگی","سیتے","nonword","word","nonword",NA
"تشویش","ہم آخفگی","nonword","word","nonword",NA
"راھ","ہم جنس پبوت","nonword","word","nonword",NA
"گلی","ہمیشہ کےذہئے","nonword","word","nonword",NA
"پلس","لتسی","nonword","word","nonword",NA
"زخم","ڈز","nonword","word","nonword",NA
"روڈ","ورائی اڈہ","nonword","word","nonword",NA
"جھوٹ","ہیتسوارٹر","nonword","word","nonword",NA
"تاثر","ہیرونگ","nonword","word","nonword",NA
"آرٹفیکٹ","ہیلیڈیاپٹر","nonword","word","nonword",NA
"صنعت","ہیانرگر","nonword","word","nonword",NA
"کلاس","واندی","nonword","word","nonword",NA
"بنانا","واوئن","nonword","word","nonword",NA
"ٹیومر","اندی","nonword","word","nonword",NA
"جوہری","وادۂ","nonword","word","nonword",NA
"خاموش","اکش","nonword","word","nonword",NA
"طوفان","واcn","nonword","word","nonword",NA
"طالب علم","واللی","nonword","word","nonword",NA
"خوراک","واکی","nonword","word","nonword",NA
"ماؤس","واhs","nonword","word","nonword",NA
"قدرتی","واامین","nonword","word","nonword",NA
"طلاق","گٹن","nonword","word","nonword",NA
"اجتماعی","نفا","nonword","word","nonword",NA
"دیوار","أنامن","nonword","word","nonword",NA
"متن","دسہ","nonword","word","nonword",NA
"خرگوش","ورکا","nonword","word","nonword",NA
"ضد","اوارت","nonword","word","nonword",NA
"رڈار","viیر","nonword","word","nonword",NA
"وفاداری","وسرا","nonword","word","nonword",NA
"تلاش","وعاق","nonword","word","nonword",NA
"توجہ","عقادار","nonword","word","nonword",NA
"عذاب","یہار","nonword","word","nonword",NA
"بیت الخلاء","وقجم","nonword","word","nonword",NA
"گاڑی","آگاں","nonword","word","nonword",NA
"سے نفرت","رقی","nonword","word","nonword",NA
"چھڑی","بنٹ","nonword","word","nonword",NA
"خلائی مسافر","وویت","nonword","word","nonword",NA
"ٹوسٹ","ووھذا","nonword","word","nonword",NA
"آدھی رات","اجب","nonword","word","nonword",NA
"کافی","ویسایس","nonword","word","nonword",NA
"پلس","جوڈیو","nonword","word","nonword",NA
"منگ","ویکسلی","nonword","word","nonword",NA
"غیر معمولی","ویشعائر","nonword","word","nonword",NA
"مائع","وینٹانیشن","nonword","word","nonword",NA
"ہم جنس پرست","وینیشن","nonword","word","nonword",NA
"بدقسمتی","یاہررکھیں","nonword","word","nonword",NA
"جسم","flین","nonword","word","nonword",NA
"سافٹ ویئر","یہکالہ","nonword","word","nonword",NA
"مسافر","کینانی","nonword","word","nonword",NA
"چین","یونیفامن","nonword","word","nonword",NA
"راڈو","کیتنعریف","nonword","nonword","nonword",NA
"اییرٹ","لبین","nonword","nonword","nonword",NA
"موجونشی","ریرچی","nonword","nonword","nonword",NA
"مصثات","فنگرسکرنٹ","nonword","nonword","nonword",NA
"یفور","آگاں","nonword","nonword","nonword",NA
"کابا","نڈل","nonword","nonword","nonword",NA
"تبدیل کراد","ﻮﯼ","nonword","nonword","nonword",NA
"غلالت","شہتو","nonword","nonword","nonword",NA
"ڈلر","انونہ","nonword","nonword","nonword",NA
"اکریا","مانیسی","nonword","nonword","nonword",NA
"پاریڈ","یدارت","nonword","nonword","nonword",NA
"برگجو","مااں","nonword","nonword","nonword",NA
"ھاٹ","بوزد","nonword","nonword","nonword",NA
"جھموی","حقدنی","nonword","nonword","nonword",NA
"گلورہ","ثانی طرف متوجہ","nonword","nonword","nonword",NA
"ویوار","یٹک","nonword","nonword","nonword",NA
"ریئى","پولسشن","nonword","nonword","nonword",NA
"صوھی","کفالی","nonword","nonword","nonword",NA
"برکےس","وعاق","nonword","nonword","nonword",NA
"پلیٹدسارم","نزلنے","nonword","nonword","nonword",NA
"مرانا","ایکسٹنیس","nonword","nonword","nonword",NA
"ہملبہ","عرانا","nonword","nonword","nonword",NA
"آراوٹرا","بندرابہ","nonword","nonword","nonword",NA
"ائلی","نہاہی","nonword","nonword","nonword",NA
"soب خانہ","atمت عملی","nonword","nonword","nonword",NA
"اسماود","بکلہ","nonword","nonword","nonword",NA
"پوغسل","پیظیم","nonword","nonword","nonword",NA
"exترام","رنش","nonword","nonword","nonword",NA
"بیاکر","ھام","nonword","nonword","nonword",NA
"اندام زنانی","رپار","nonword","nonword","nonword",NA
"زیم","تنصیاہ","nonword","nonword","nonword",NA
"نٹل","ضیح","nonword","nonword","nonword",NA
"کاندر","سیڑھ","nonword","nonword","nonword",NA
"شیڈا","ویض","nonword","nonword","nonword",NA
"وکا","کانےردگی","nonword","nonword","nonword",NA
"نیگا","محرکسزریں","nonword","nonword","nonword",NA
"عشی","پیرالباف","nonword","nonword","nonword",NA
"ھڑ","dbصورت","nonword","nonword","nonword",NA
"auید","متومر","nonword","nonword","nonword",NA
"اثا","وکو","nonword","nonword","nonword",NA
"diگ","جیریہ","nonword","nonword","nonword",NA
"جدسن","تبلی","nonword","nonword","nonword",NA
"منتختزکریں","تخلیقی صلاوتت","nonword","nonword","nonword",NA
"نچم","خوینش","nonword","nonword","nonword",NA
"الاری","واندی","nonword","nonword","nonword",NA
"فلین","بیوکاٹ","nonword","nonword","nonword",NA
"کییتے","زل","nonword","nonword","nonword",NA
"نلز","موسییگر","nonword","nonword","nonword",NA
"دلتاپ","نڈیل","nonword","nonword","nonword",NA
"ہیne","صحیسی","nonword","nonword","nonword",NA
"بیحیالخلاء","وئہ","nonword","nonword","nonword",NA
"فاقعے","خطبےاک","nonword","nonword","nonword",NA
"مہمالات","پیغم","nonword","nonword","nonword",NA
"چرصل","نقبادل","nonword","nonword","nonword",NA
"سنجیی","فربەت","nonword","nonword","nonword",NA
"گلپنی","قومیر","nonword","nonword","nonword",NA
"ڈرائٹر","میرکین","nonword","nonword","nonword",NA
"جنریکو","buر معمولی","nonword","nonword","nonword",NA
"معامند","پیدامور","nonword","nonword","nonword",NA
"ترستہ آہستہ","یٹک","nonword","nonword","nonword",NA
"گیامی، نگارخانہ","سیدھائٹ","nonword","nonword","nonword",NA
"حدوت","ڈويمن","nonword","nonword","nonword",NA
"رشتہإشار","نٹم","nonword","nonword","nonword",NA
"اقت","کھٹو","nonword","nonword","nonword",NA
"نویسانوں","السم","nonword","nonword","nonword",NA
"لییمنگ","یشاں","nonword","nonword","nonword",NA
"پرھتشش","کنچنٹ","nonword","nonword","nonword",NA
"ریکرو","سلز","nonword","nonword","nonword",NA
"زیم","نےکا","nonword","nonword","nonword",NA
"صارمین","خوردخان","nonword","nonword","nonword",NA
"ڈپلوتی","مبزیہ","nonword","nonword","nonword",NA
"دیسکیں","نییر","nonword","nonword","nonword",NA
"رولیم","مواسی","nonword","nonword","nonword",NA
"مپس","کنوہن","nonword","nonword","nonword",NA
"شیخال","غیر منگڈانہ","nonword","nonword","nonword",NA
"سرکاری طورجنر","ئیم","nonword","nonword","nonword",NA
"سشوت","گھوئے","nonword","nonword","nonword",NA
"abیجہ","براہتےاست","nonword","nonword","nonword",NA
"سممیت","سیاسمہان","nonword","nonword","nonword",NA
"diدور","ڈھہن","nonword","nonword","nonword",NA
"ایشف","ڈانز","nonword","nonword","nonword",NA
"ممکنہ،دہستعداد","پااڑی","nonword","nonword","nonword",NA
"شنان","تكف","nonword","nonword","nonword",NA
"بوط ","مجمن","nonword","nonword","nonword",NA
"مطریہ","پررڈز","nonword","nonword","nonword",NA
"زلجرے","غیبرمتوقع طور پر","nonword","nonword","nonword",NA
"خنس","يع","nonword","nonword","nonword",NA
"آزطی","پیکاری","nonword","nonword","nonword",NA
"ڈرجمنا","انگوپاے","nonword","nonword","nonword",NA
"وڈمت","نگول","nonword","nonword","nonword",NA
"پہسمنا","بیال","nonword","nonword","nonword",NA
"جالیس","دستگر","nonword","nonword","nonword",NA
"تسا","برندفی","nonword","nonword","nonword",NA
"سیکنچھی","مطالفض","nonword","nonword","nonword",NA
"نڈس","موم کشی","nonword","nonword","nonword",NA
"piبت","leیا","nonword","nonword","nonword",NA
"buریشنل","سائنیبان","nonword","nonword","nonword",NA
"نگلو","ادریار","nonword","nonword","nonword",NA
"ڈرشون","ٹکرہ","nonword","nonword","nonword",NA
"کواسن","پرائیشی","nonword","nonword","nonword",NA
"شکر بخار","قابل فمد","nonword","nonword","nonword",NA
"ورمبر","کلامک","nonword","nonword","nonword",NA
"ڈرامرتی","سافٹیننٹ","nonword","nonword","nonword",NA
"جمشی","مونیٹ","nonword","nonword","nonword",NA
"دالنہ","گردغ","nonword","nonword","nonword",NA
"غروبكمفتاب","شہنشین","nonword","nonword","nonword",NA
"نٹل","نزر میں","nonword","nonword","nonword",NA
"بجصرہ","حیرتوؤنگیز","nonword","nonword","nonword",NA
"ڈام","مہاب","nonword","nonword","nonword",NA
"حوید","وادۂ","nonword","nonword","nonword",NA
"ہیتھیٹ","معمورو","nonword","nonword","nonword",NA
"انم","ملکاریاں","nonword","nonword","nonword",NA
"چاجی","وؤں","nonword","nonword","nonword",NA
"نوربی","سٹائیں","nonword","nonword","nonword",NA
"ئۃ","زاکس","nonword","nonword","nonword",NA
"تسل","نٹتال","nonword","nonword","nonword",NA
"دامبر","مورم","nonword","nonword","nonword",NA
"اعمان","تکار","nonword","nonword","nonword",NA
"ڈی وٹسڈی","ینن","nonword","nonword","nonword",NA
"جاسونا","موسیاف","nonword","nonword","nonword",NA
"یوط","مضحکہ گرز","nonword","nonword","nonword",NA
"کلوم","زانوعی","nonword","nonword","nonword",NA
