"word_combo","el_cue","el_target","type","cue_type","target_type","el_cosine","M_Z","SD_Z","SE_Z","sampleN","target_correct","target_answeredN","target_timeoutN","target_prop_correct","cue_correct","cue_answeredN","cue_timeoutN","cue_prop_correct","done_both","done_totalN","done"
"συνωμοσίαγαλλικά","συνωμοσία","γαλλικά","unrelated","word","word",0.121675067034741,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συνωμοσίαεπείδιν","συνωμοσία","επείδιν","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συουδείαγορίποας","συουδεία","γορίποας","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συουδείασταμάτα","συουδεία","σταμάτα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συχθούνφρικτός","συχθούν","φρικτός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συχθούνχυσες","συχθούν","χυσες","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σύχιασηκαμψς","σύχιαση","καμψς","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σύχιασημεσημέρι","σύχιαση","μεσημέρι","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συχνότηταδυνατόνιτα","συχνότητα","δυνατόνιτα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συχνότηταπρωινό","συχνότητα","πρωινό","unrelated","word","word",0.0450058474822684,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συχνότητασήμα","συχνότητα","σήμα","related","word","word",0.418568855900923,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συωμαιρώευαίρεση","συωμαιρώ","ευαίρεση","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"συωμαιρώπαίχτης","συωμαιρώ","παίχτης","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφάλμαηρζώνη","σφάλμα","ηρζώνη","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφάλμαλάθος","σφάλμα","λάθος","related","word","word",0.60889617486062,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφάλματυρί","σφάλμα","τυρί","unrelated","word","word",0.142437559109881,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφραγίδακλινική","σφραγίδα","κλινική","unrelated","word","word",0.134590780084743,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφραγίδατίάκος","σφραγίδα","τίάκος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφραγίδαυπογραφή","σφραγίδα","υπογραφή","related","word","word",0.479591243103606,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφρατήδαπρόβλημα","σφρατήδα","πρόβλημα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφρατήδασίμος","σφρατήδα","σίμος","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφυγιοςγρύγω","σφυγιος","γρύγω","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφυγιοςθρύλος","σφυγιος","θρύλος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφυγμόςαπαρτηση","σφυγμός","απαρτηση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφυγμόςπετώ","σφυγμός","πετώ","unrelated","word","word",0.0741851474294048,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σφυγμόςπίεση","σφυγμός","πίεση","related","word","word",0.486408317913645,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχέδεςοικειοθείσς","σχέδες","οικειοθείσς","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχέδεςτρία","σχέδες","τρία","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχέδιοπομιμα","σχέδιο","πομιμα","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχέδιοστρατηγική","σχέδιο","στρατηγική","related","word","word",0.503397691328595,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχέδιοφιλικός","σχέδιο","φιλικός","unrelated","word","word",0.0846801566473016,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχέσηλάδι","σχέση","λάδι","unrelated","word","word",0.112493012517937,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχέσηφιλία","σχέση","φιλία","related","word","word",0.51850545082397,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχέσηχειπρουτρηκή","σχέση","χειπρουτρηκή","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχίσιμογερουσία","σχίσιμο","γερουσία","unrelated","word","word",0.12142430852018,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχίσιμοκαλοκύι","σχίσιμο","καλοκύι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχίσιμοτομή","σχίσιμο","τομή","related","word","word",0.445208071292603,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχννιοαπρόσμενα","σχννιο","απρόσμενα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχννιοβόθρα","σχννιο","βόθρα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχόλιοαδελφός","σχόλιο","αδελφός","unrelated","word","word",0.0991361509985892,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχόλιοαξιοδοέπεια","σχόλιο","αξιοδοέπεια","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σχόλιοδήλωση","σχόλιο","δήλωση","related","word","word",0.397604865665377,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σώμαμονογκτι","σώμα","μονογκτι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σώμαπτώμα","σώμα","πτώμα","related","word","word",0.5353839045075,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"σώμαχρηματοοικονομική","σώμα","χρηματοοικονομική","unrelated","word","word",0.0332308935432872,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάζοαιτία","τάζο","αιτία","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάζολαδρός","τάζο","λαδρός","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταίζωάτομο","ταίζω","άτομο","unrelated","word","word",0.0669705491973786,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταίζωκουαάκ","ταίζω","κουαάκ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταίζωτρώω","ταίζω","τρώω","related","word","word",0.61163551990665,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπντίααξιουλπητο","ταλαιπντία","αξιουλπητο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπντίαβόλτα","ταλαιπντία","βόλτα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπντίαδορυσμρος","ταλαιπντία","δορυσμρος","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπντίαμηχανή","ταλαιπντία","μηχανή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπωρίαάλέι","ταλαιπωρία","άλέι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπωρίαανεύμανος","ταλαιπωρία","ανεύμανος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπωρίαγερουσιαστής","ταλαιπωρία","γερουσιαστής","unrelated","word","word",0.0787449057576806,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπωρίαμηχανή","ταλαιπωρία","μηχανή","unrelated","word","word",0.147819070944895,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπωρίαπόνος","ταλαιπωρία","πόνος","related","word","word",0.387318920999006,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταλαιπωρίαπρόβλημα","ταλαιπωρία","πρόβλημα","related","word","word",0.223897658747764,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάμπελμακροψ","τάμπελ","μακροψ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάμπελφτηνός","τάμπελ","φτηνός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάμπρόςπαιδί","τάμπρός","παιδί","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάμπρόςσημαυτα","τάμπρός","σημαυτα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τανάδαμμισθεν","τανάδα","μμισθεν","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τανάδατιμή","τανάδα","τιμή","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάξηακτινοβολία","τάξη","ακτινοβολία","unrelated","word","word",0.132843866891023,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάξηπλαστικήπιλη","τάξη","πλαστικήπιλη","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάξησχολείο","τάξη","σχολείο","related","word","word",0.411461672588434,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταξίάνευαιξίας","ταξί","άνευαιξίας","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταξίλιμουζίνα","ταξί","λιμουζίνα","related","word","word",0.586132851925306,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταξίμετριόφρων","ταξί","μετριόφρων","unrelated","word","word",0.127666043923624,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταπεινητατλαντικός","ταπεινητ","ατλαντικός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταπεινητπομπάξ","ταπεινητ","πομπάξ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταπεινόςγειαυσία","ταπεινός","γειαυσία","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταπεινόςεπικοινωνία","ταπεινός","επικοινωνία","unrelated","word","word",0.0836103363583664,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταπεινόςμετριόφρων","ταπεινός","μετριόφρων","related","word","word",0.414106222181724,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάρηστιζ","τάρη","στιζ","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάρηψηφοφόρος","τάρη","ψηφοφόρος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τατλισαγκέι","τατλισα","γκέι","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τατλισατριπλοκά","τατλισα","τριπλοκά","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τατοκαζμεθυσμένος","τατοκαζ","μεθυσμένος","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τατοκαζσυνεοις","τατοκαζ","συνεοις","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τατουάζwacken","τατουάζ","wacken","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τατουάζμείον","τατουάζ","μείον","unrelated","word","word",0.0897585996985329,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τατουάζουλή","τατουάζ","ουλή","related","word","word",0.501906141291207,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταφεδρομείογερουσία","ταφεδρομείο","γερουσία","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταφεδρομείομόλυβόη","ταφεδρομείο","μόλυβόη","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάφοςνεκροταφείο","τάφος","νεκροταφείο","related","word","word",0.537001568515509,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάφοςσαμπχλάζ","τάφος","σαμπχλάζ","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τάφοςσυνοδεύω","τάφος","συνοδεύω","unrelated","word","word",0.0744292937806529,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταχυδρομείοηθοποιός","ταχυδρομείο","ηθοποιός","unrelated","word","word",0.138052522240319,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταχυδρομείουπολλειστή","ταχυδρομείο","υπολλειστή","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταχυδρομείοφαξ","ταχυδρομείο","φαξ","related","word","word",0.522549605105326,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταωλτηλέντνο","ταωλ","τηλέντνο","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"ταωλτρίτη","ταωλ","τρίτη","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέαβηαπόγευμα","τέαβη","απόγευμα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέαβηεκτέφαση","τέαβη","εκτέφαση","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεαλικόςασφάήρια","τεαλικός","ασφάήρια","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεαλικόςφεστιβάλ","τεαλικός","φεστιβάλ","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεγιοςαπατιυχι","τεγιος","απατιυχι","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεγιοςζάλη","τεγιος","ζάλη","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέγοεξουάρα","τέγο","εξουάρα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέγοποίημα","τέγο","ποίημα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέήμασμαμυρμήγκι","τέήμασμα","μυρμήγκι","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέήμασμαπρεπατήσμα","τέήμασμα","πρεπατήσμα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τείνκόςευτυπώσμένος","τείνκός","ευτυπώσμένος","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τείνκόςσυνταγματάρχης","τείνκός","συνταγματάρχης","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τείχοςοπεση","τείχος","οπεση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τείχοςφράκτης","τείχος","φράκτης","related","word","word",0.39857241429094,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τείχοςχειραγωγώ","τείχος","χειραγωγώ","unrelated","word","word",0.0931916722820175,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τελετουργίαμαμά","τελετουργία","μαμά","unrelated","word","word",0.116744817061021,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τελετουργίαμυγάδιά","τελετουργία","μυγάδιά","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τελετουργίατελετή","τελετουργία","τελετή","related","word","word",0.609655853391285,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τελετουρτσαπολιτική","τελετουρτσα","πολιτική","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τελετουρτσαύπα","τελετουρτσα","ύπα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τελικόςταλέντο","τελικός","ταλέντο","unrelated","word","word",0.11488808152148,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τελικόςύστατος","τελικός","ύστατος","related","word","word",0.426009551585146,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τελικόςφορτια","τελικός","φορτια","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέλοςεξαφάνιση","τέλος","εξαφάνιση","unrelated","word","word",0.130209797698957,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέλοςόστηση","τέλος","όστηση","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέλοςφινίρισμα","τέλος","φινίρισμα","related","word","word",0.132891581782556,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεμαναύτης","τεμα","ναύτης","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεμαψυχολουσα","τεμα","ψυχολουσα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέραςεξωτερικεί","τέρας","εξωτερικεί","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέραςπαρεκκλήσι","τέρας","παρεκκλήσι","unrelated","word","word",0.12328083979295,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέραςπλάσμα","τέρας","πλάσμα","related","word","word",0.662079136193484,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τερματικόαεροδρομιο","τερματικό","αεροδρομιο","related","word","word",0.293237350748136,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τερματικόδίνω","τερματικό","δίνω","unrelated","word","word",0.0863342968456255,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τερματικόπόφια","τερματικό","πόφια","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεστατικόμηχανικός","τεστατικό","μηχανικός","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεστατικόουξα","τεστατικό","ουξα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέχνασμααστείο","τέχνασμα","αστείο","related","word","word",0.343652370577562,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέχνασμαβριητή","τέχνασμα","βριητή","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέχνασμαυποδεικνύω","τέχνασμα","υποδεικνύω","unrelated","word","word",0.0631822925303208,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέχνηβάζω","τέχνη","βάζω","unrelated","word","word",0.124535570230883,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέχνηβιβλιογραφία","τέχνη","βιβλιογραφία","related","word","word",0.33683385319539,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τέχνηβοστρεος","τέχνη","βοστρεος","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνικόςαφροδίτη","τεχνικός","αφροδίτη","unrelated","word","word",0.136116677297807,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνικόςμεντμεριανό","τεχνικός","μεντμεριανό","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνικόςμηχανικός","τεχνικός","μηχανικός","related","word","word",0.670052981214294,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνολογίαεπιστήμη","τεχνολογία","επιστήμη","related","word","word",0.527710377923076,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνολογίασκδυάδι","τεχνολογία","σκδυάδι","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνολογίασκληρός","τεχνολογία","σκληρός","unrelated","word","word",0.080039081509824,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνολογοηαστεκη","τεχνολογοη","αστεκη","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνολογοηγράμμα","τεχνολογοη","γράμμα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνούργημαδικαλύσύνη","τεχνούργημα","δικαλύσύνη","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνούργημαδροσερός","τεχνούργημα","δροσερός","unrelated","word","word",0.061158338738846,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνούργημαμενταγιόν","τεχνούργημα","μενταγιόν","related","word","word",0.432044320892187,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνούσθημαέκθεση","τεχνούσθημα","έκθεση","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τεχνούσθηματσπου","τεχνούσθημα","τσπου","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζbiαπόγκαμα","τζbi","απόγκαμα","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζbiμεταφορα","τζbi","μεταφορα","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζodμεορμέρι","τζod","μεορμέρι","nonword","nonword","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζodπεριορίζω","τζod","περιορίζω","nonword","nonword","word",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζαζακτή","τζαζ","ακτή","unrelated","word","word",0.128227580265194,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζαζμετριόγκων","τζαζ","μετριόγκων","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζαζμουσικη","τζαζ","μουσικη","related","word","word",0.531850716130963,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζίπγνώση","τζίπ","γνώση","unrelated","word","word",0.0836130395478069,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζίππροφαλά","τζίπ","προφαλά","nonword","word","nonword",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
"τζίπφορτηγό","τζίπ","φορτηγό","related","word","word",0.495522338580676,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,FALSE,FALSE,FALSE
