"word_combo","ja_cue","ja_target","type","cue_type","target_type","ja_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"続行する継続する","続行する","継続する","related","word","word",0,NA,NA,NA,NA,NA
"続行する蜜概盲","続行する","蜜概盲","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"維侍作操こ","維侍","作操こ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"維侍卒業生","維侍","卒業生","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"綺麗なシェワード","綺麗な","シェワード","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"綺麗な勃起","綺麗な","勃起","unrelated","word","word",0,NA,NA,NA,NA,NA
"綺麗な洗う","綺麗な","洗う","related","word","word",0,NA,NA,NA,NA,NA
"総土数酸の","総土","数酸の","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"総土総合大学","総土","総合大学","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"緑オレンジ","緑","オレンジ","related","word","word",0.718716164894068,NA,NA,NA,NA,NA
"緑バン手","緑","バン手","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"緑威厳","緑","威厳","unrelated","word","word",0,NA,NA,NA,NA,NA
"締結嶷ね","締結","嶷ね","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"締結発展","締結","発展","unrelated","word","word",0.95249874763769,NA,NA,NA,NA,NA
"締結遂行","締結","遂行","related","word","word",0,NA,NA,NA,NA,NA
"練習エクササイズ","練習","エクササイズ","related","word","word",0,NA,NA,NA,NA,NA
"練習出来事","練習","出来事","unrelated","word","word",0.779074722919076,NA,NA,NA,NA,NA
"練習禁段","練習","禁段","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"縛るいつもの","縛る","いつもの","unrelated","word","word",0,NA,NA,NA,NA,NA
"縛るしば夜体","縛る","しば夜体","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"縛る結ぶ","縛る","結ぶ","related","word","word",0,NA,NA,NA,NA,NA
"縣衿卮践け","縣衿","卮践け","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"縣衿資金","縣衿","資金","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"繊細センシティブ","繊細","センシティブ","related","word","word",0,NA,NA,NA,NA,NA
"繊細州のリカ","繊細","州のリカ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"繊細設計者","繊細","設計者","unrelated","word","word",0,NA,NA,NA,NA,NA
"罪カメ","罪","カメ","unrelated","word","word",0.928732315102229,NA,NA,NA,NA,NA
"罪房苑","罪","房苑","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"罪犯罪","罪","犯罪","related","word","word",0.88469495713531,NA,NA,NA,NA,NA
"罰するレース","罰する","レース","unrelated","word","word",0,NA,NA,NA,NA,NA
"罰する是供ミン","罰する","是供ミン","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"罰する逮捕する","罰する","逮捕する","related","word","word",0,NA,NA,NA,NA,NA
"羌瑤ふもと","羌瑤","ふもと","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"羌瑤温渡金","羌瑤","温渡金","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"美術スグン","美術","スグン","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"美術文学","美術","文学","related","word","word",0.912250382647408,NA,NA,NA,NA,NA
"美術記入する","美術","記入する","unrelated","word","word",0,NA,NA,NA,NA,NA
"群だきん恵勘きむろ","群だきん","恵勘きむろ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"群だきん遂行","群だきん","遂行","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"群衆ポーカー","群衆","ポーカー","unrelated","word","word",0.702628037901351,NA,NA,NA,NA,NA
"群衆炡始室","群衆","炡始室","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"群衆観客","群衆","観客","related","word","word",0.824393428810435,NA,NA,NA,NA,NA
"義援分","義援","分","unrelated","word","word",0,NA,NA,NA,NA,NA
"義援宏き","義援","宏き","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"義援寄付","義援","寄付","related","word","word",0,NA,NA,NA,NA,NA
"翻熱けのチーム","翻熱けの","チーム","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"翻熱けの救むぬ","翻熱けの","救むぬ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"考いめパイロット","考いめ","パイロット","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"考いめ却えー","考いめ","却えー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"考えぺド","考え","ぺド","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"考え仮説","考え","仮説","related","word","word",0.958452019253259,NA,NA,NA,NA,NA
"考え提案する","考え","提案する","unrelated","word","word",0.876756547618274,NA,NA,NA,NA,NA
"考慮するスミョーセンマ","考慮する","スミョーセンマ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"考慮する光","考慮する","光","unrelated","word","word",0,NA,NA,NA,NA,NA
"考慮する考える","考慮する","考える","related","word","word",0,NA,NA,NA,NA,NA
"聖書提丁","聖書","提丁","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"聖書本","聖書","本","related","word","word",0.898879652664944,NA,NA,NA,NA,NA
"聖書間違い","聖書","間違い","unrelated","word","word",0.853887229361533,NA,NA,NA,NA,NA
"聴くトマト","聴く","トマト","unrelated","word","word",0.925200775286931,NA,NA,NA,NA,NA
"聴く変欧重議","聴く","変欧重議","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"聴く聞く","聴く","聞く","related","word","word",0.941522186348211,NA,NA,NA,NA,NA
"職夕ナーズ","職夕","ナーズ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"職夕孤独な","職夕","孤独な","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"肌浦倉考","肌","浦倉考","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"肌皮膚","肌","皮膚","related","word","word",0.720854661523589,NA,NA,NA,NA,NA
"肌買い手","肌","買い手","unrelated","word","word",0,NA,NA,NA,NA,NA
"肘罪一般的","肘罪","一般的","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"肘罪具実首路","肘罪","具実首路","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"肩たばこ","肩","たばこ","unrelated","word","word",0.210341703715901,NA,NA,NA,NA,NA
"肩膝","肩","膝","related","word","word",0.215841619527117,NA,NA,NA,NA,NA
"肩触界","肩","触界","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"肯客キャプ手","肯客","キャプ手","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"肯客押す","肯客","押す","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"胃十熊","胃","十熊","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"胃完全な","胃","完全な","unrelated","word","word",0.845919755010253,NA,NA,NA,NA,NA
"胃胸","胃","胸","related","word","word",0.853121818756639,NA,NA,NA,NA,NA
"胃郡スーツケース","胃郡","スーツケース","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"胃郡ト二","胃郡","ト二","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"胸糞悪いプレッシャー","胸糞悪い","プレッシャー","unrelated","word","word",0,NA,NA,NA,NA,NA
"胸糞悪い或助","胸糞悪い","或助","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"胸糞悪い醜い","胸糞悪い","醜い","related","word","word",0,NA,NA,NA,NA,NA
"脂輪リック冬","脂輪リック","冬","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"脂輪リック夬皐","脂輪リック","夬皐","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"脈拍プレッシャー","脈拍","プレッシャー","related","word","word",0.747479103004761,NA,NA,NA,NA,NA
"脈拍ミサジュール","脈拍","ミサジュール","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"脈拍飛行する","脈拍","飛行する","unrelated","word","word",0,NA,NA,NA,NA,NA
"脊髄の感動させる","脊髄の","感動させる","unrelated","word","word",0,NA,NA,NA,NA,NA
"脊髄の李唐企","脊髄の","李唐企","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"脊髄の腹部の","脊髄の","腹部の","related","word","word",0,NA,NA,NA,NA,NA
"脳源子","脳","源子","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"脳脳の","脳","脳の","related","word","word",0,NA,NA,NA,NA,NA
"脳詐欺","脳","詐欺","unrelated","word","word",0.939627960510537,NA,NA,NA,NA,NA
"腎へ冷たい","腎へ","冷たい","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"腎へ恕朶","腎へ","恕朶","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"腎臓王位","腎臓","王位","unrelated","word","word",0.831278062844808,NA,NA,NA,NA,NA
"腎臓矩葎ノぼみ","腎臓","矩葎ノぼみ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"腎臓肝臓","腎臓","肝臓","related","word","word",0.712395321670933,NA,NA,NA,NA,NA
"腫瘍ディ","腫瘍","ディ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"腫瘍ミッション","腫瘍","ミッション","unrelated","word","word",0.656964401244087,NA,NA,NA,NA,NA
"腫瘍癌","腫瘍","癌","related","word","word",0.933578170202645,NA,NA,NA,NA,NA
"腹誌テレビ","腹誌","テレビ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"腹誌貽乖","腹誌","貽乖","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"膣囚大官","膣","囚大官","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"膣裸","膣","裸","unrelated","word","word",0.820996491461521,NA,NA,NA,NA,NA
"膣陰茎","膣","陰茎","related","word","word",0.907191026416789,NA,NA,NA,NA,NA
"自子のコンサート","自子の","コンサート","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"自子のランルター","自子の","ランルター","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"自殺ロガ","自殺","ロガ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"自殺友情","自殺","友情","unrelated","word","word",0.717554281449779,NA,NA,NA,NA,NA
"自殺殺人","自殺","殺人","related","word","word",0.93008076014019,NA,NA,NA,NA,NA
"自然のグループ","自然の","グループ","unrelated","word","word",0,NA,NA,NA,NA,NA
"自然の人工的な","自然の","人工的な","related","word","word",0,NA,NA,NA,NA,NA
"自然の故既㣐","自然の","故既㣐","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"自由に吐き気","自由に","吐き気","unrelated","word","word",0.895286883467082,NA,NA,NA,NA,NA
"自由に堅くッスル","自由に","堅くッスル","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"自由に自由な","自由に","自由な","related","word","word",0,NA,NA,NA,NA,NA
"自由典刑鳥","自由","典刑鳥","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"自由民主主義","自由","民主主義","related","word","word",0.912151709910988,NA,NA,NA,NA,NA
"自由聴覚障がい","自由","聴覚障がい","unrelated","word","word",0,NA,NA,NA,NA,NA
"自言荷サインパン","自言荷","サインパン","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"自言荷乗用車","自言荷","乗用車","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"至急スキャンダル","至急","スキャンダル","unrelated","word","word",0.771071765542318,NA,NA,NA,NA,NA
"至急弦へ","至急","弦へ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"至急緊急","至急","緊急","related","word","word",0.711279202314637,NA,NA,NA,NA,NA
"舌スルへ","舌ス","ルへ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"舌ス現実的","舌ス","現実的","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"舒けボヲ","舒け","ボヲ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"舒け腕","舒け","腕","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"良いヌト","良い","ヌト","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"良い悪い","良い","悪い","related","word","word",0.987057101790789,NA,NA,NA,NA,NA
"良い早い","良い","早い","unrelated","word","word",0.933682169005369,NA,NA,NA,NA,NA
"良い歩い着くた","良い","歩い着くた","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"良い素敵な","良い","素敵な","related","word","word",0.972880532863565,NA,NA,NA,NA,NA
"良い興味深い","良い","興味深い","unrelated","word","word",0.960317605220533,NA,NA,NA,NA,NA
"芸術家チャペル","芸術家","チャペル","unrelated","word","word",0.754504881456962,NA,NA,NA,NA,NA
"芸術家ミヂ","芸術家","ミヂ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"芸術家画家","芸術家","画家","related","word","word",0.73837110512837,NA,NA,NA,NA,NA
"芹静ほこス","芹静","ほこス","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"芹静政治","芹静","政治","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"苆資ゲート","苆資","ゲート","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"苆資トフイアル","苆資","トフイアル","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"若下ート移働グーリン","若下ート","移働グーリン","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"若下ート西部の","若下ート","西部の","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"若惜ボー","若惜","ボー","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"若惜症候群","若惜","症候群","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"苦しみエンジン","苦しみ","エンジン","unrelated","word","word",0,NA,NA,NA,NA,NA
"苦しみ昔り戸","苦しみ","昔り戸","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"苦しみ痛み","苦しみ","痛み","related","word","word",0,NA,NA,NA,NA,NA
"苦しむ愛嬌がある","苦しむ","愛嬌がある","unrelated","word","word",0,NA,NA,NA,NA,NA
"苦しむ握某みら","苦しむ","握某みら","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"苦しむ死ぬ","苦しむ","死ぬ","related","word","word",0,NA,NA,NA,NA,NA
"苦情タソヌ","苦情","タソヌ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"苦情告発","苦情","告発","related","word","word",0.933545096214952,NA,NA,NA,NA,NA
"苦情探偵","苦情","探偵","unrelated","word","word",0.700051886998494,NA,NA,NA,NA,NA
"苦痛スポース","苦痛","スポース","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"苦痛大佐","苦痛","大佐","unrelated","word","word",0.936299175081452,NA,NA,NA,NA,NA
"苦痛拷問","苦痛","拷問","related","word","word",0.871433299256225,NA,NA,NA,NA,NA
"英語フランス語","英語","フランス語","related","word","word",0.543143998852937,NA,NA,NA,NA,NA
"英語態侌","英語","態侌","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"英語減らす","英語","減らす","unrelated","word","word",0,NA,NA,NA,NA,NA
"英雄ストコル―","英雄","ストコル―","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"英雄考える","英雄","考える","unrelated","word","word",0.646152946947107,NA,NA,NA,NA,NA
"英雄闘士","英雄","闘士","related","word","word",0,NA,NA,NA,NA,NA
"茂みテスト","茂み","テスト","unrelated","word","word",0,NA,NA,NA,NA,NA
"茂みマラかりと","茂み","マラかりと","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"茂み木","茂み","木","related","word","word",0,NA,NA,NA,NA,NA
"茂果ーフゲース変欧重議","茂果ーフゲース","変欧重議","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"茂果ーフゲース違う","茂果ーフゲース","違う","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"茶己げしな揚も","茶己げしな","揚も","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"茶己げしな酸素","茶己げしな","酸素","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"茶色メチ","茶色","メチ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"茶色変わった","茶色","変わった","unrelated","word","word",0.922019162013602,NA,NA,NA,NA,NA
"茶色青色","茶色","青色","related","word","word",0.895336465815969,NA,NA,NA,NA,NA
"菜け愚か者","菜け","愚か者","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"菜け減敢","菜け","減敢","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"菩不ギひン","菩不","ギひン","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"菩不動物","菩不","動物","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"著稔台恵","著稔","台恵","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"著稔維持する","著稔","維持する","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"著者俳優","著者","俳優","related","word","word",0.803451761193624,NA,NA,NA,NA,NA
"著者水素","著者","水素","unrelated","word","word",0.787465585632813,NA,NA,NA,NA,NA
"著者臼馬","著者","臼馬","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"落下うふ","落下","うふ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"落下崩壊する","落下","崩壊する","related","word","word",0,NA,NA,NA,NA,NA
"落下態度","落下","態度","unrelated","word","word",0.961799333465233,NA,NA,NA,NA,NA
"葱冊お肉","葱冊","お肉","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"葱冊たの","葱冊","たの","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"葻バン","葻","バン","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"葻鍵康キ","葻","鍵康キ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"薄いハン見実","薄い","ハン見実","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"薄い厚い","薄い","厚い","related","word","word",0,NA,NA,NA,NA,NA
"薄い神父","薄い","神父","unrelated","word","word",0,NA,NA,NA,NA,NA
"薪目ーズ七面鳥","薪目ーズ","七面鳥","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"薪目ーズ合ほ","薪目ーズ","合ほ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"藤梨どぬ","藤梨","どぬ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"藤梨椅子","藤梨","椅子","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"藩りエージェンシー","藩り","エージェンシー","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"藩り茗ち","藩り","茗ち","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"虫奏ま専門家","虫奏ま","専門家","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"虫奏ま杏資","虫奏ま","杏資","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"虫自どひ","虫自","どひ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"虫自講義","虫自","講義","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"蚕契托さ時はろ","蚕契","托さ時はろ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"蚕契課題","蚕契","課題","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"蛇御ちけコミュニティ","蛇御ちけ","コミュニティ","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"蛇御ちけ浅刃","蛇御ちけ","浅刃","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"蜂取り除く","蜂","取り除く","unrelated","word","word",0,NA,NA,NA,NA,NA
"蜂脂絆","蜂","脂絆","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"蜂蜜バター","蜂蜜","バター","related","word","word",0.822941385738078,NA,NA,NA,NA,NA
"蜂蜜りね","蜂蜜","りね","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"蜂蜜計算する","蜂蜜","計算する","unrelated","word","word",0,NA,NA,NA,NA,NA
"蜂蟻","蜂","蟻","related","word","word",0.635109694291438,NA,NA,NA,NA,NA
"蜣成オコン","蜣成","オコン","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"蜣成敗北","蜣成","敗北","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"蝉場ム筈す争","蝉場ム","筈す争","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"蝉場ム高い","蝉場ム","高い","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"蝶政治的な","蝶","政治的な","unrelated","word","word",0,NA,NA,NA,NA,NA
"蝶段貨みら","蝶","段貨みら","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"蝶鳥","蝶","鳥","related","word","word",0.866340066595863,NA,NA,NA,NA,NA
"融資ウグ","融資","ウグ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"融資投資する","融資","投資する","related","word","word",0,NA,NA,NA,NA,NA
"融資過去","融資","過去","unrelated","word","word",0.488179053770532,NA,NA,NA,NA,NA
"蟻窓是羞","蟻窓","是羞","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"蟻窓聞く","蟻窓","聞く","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"血液テミ","血液","テミ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"血液学校","血液","学校","unrelated","word","word",0.874173946144214,NA,NA,NA,NA,NA
"血液尿","血液","尿","related","word","word",0.706068068598555,NA,NA,NA,NA,NA
"被害者ペマ","被害者","ペマ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"被害者加害者","被害者","加害者","related","word","word",0.972624173285402,NA,NA,NA,NA,NA
"被害者誠実な","被害者","誠実な","unrelated","word","word",0,NA,NA,NA,NA,NA
"製作者ぢら","製作者","ぢら","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"製作者提供する","製作者","提供する","unrelated","word","word",0.876346623738704,NA,NA,NA,NA,NA
"製作者監督","製作者","監督","related","word","word",0.795849958032377,NA,NA,NA,NA,NA
"褒い致心華る","褒い致心","華る","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"褒い致心過去","褒い致心","過去","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"褒ぬ十年","褒ぬ","十年","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"褒ぬ辞ち","褒ぬ","辞ち","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"褒め言葉ゲート","褒め言葉","ゲート","unrelated","word","word",0,NA,NA,NA,NA,NA
"褒め言葉弦さへりも","褒め言葉","弦さへりも","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"褒め言葉贈り物","褒め言葉","贈り物","related","word","word",0,NA,NA,NA,NA,NA
"西お食事","西","お食事","unrelated","word","word",0,NA,NA,NA,NA,NA
"西東","西","東","related","word","word",0.812971312894987,NA,NA,NA,NA,NA
"西陣命ンストレーション","西","陣命ンストレーション","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"西類っき書く","西類っき","書く","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"西類っき陛上卿","西類っき","陛上卿","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"要因ビデオ","要因","ビデオ","unrelated","word","word",0.791162378396739,NA,NA,NA,NA,NA
"要因フー","要因","フー","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"要因要素","要因","要素","related","word","word",0.847323742689086,NA,NA,NA,NA,NA
"要求するテレビ","要求する","テレビ","unrelated","word","word",0.583936745790377,NA,NA,NA,NA,NA
"要求するリクエスト","要求する","リクエスト","related","word","word",0.59350909765659,NA,NA,NA,NA,NA
"要求する囲産せけ","要求する","囲産せけ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"覆い隠すクレイジー","覆い隠す","クレイジー","unrelated","word","word",0,NA,NA,NA,NA,NA
"覆い隠す所街","覆い隠す","所街","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"覆い隠す隠す","覆い隠す","隠す","related","word","word",0,NA,NA,NA,NA,NA
"見るエピデミック","見る","エピデミック","unrelated","word","word",0,NA,NA,NA,NA,NA
"見る会う","見る","会う","related","word","word",0,NA,NA,NA,NA,NA
"見る貭","見る","貭","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"見事な乗る","見事な","乗る","unrelated","word","word",0.936072412682498,NA,NA,NA,NA,NA
"見事な素晴らしい","見事な","素晴らしい","related","word","word",0.96409070859391,NA,NA,NA,NA,NA
"見事な近鋲きん","見事な","近鋲きん","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"見袋プイ","見袋","プイ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"見袋説明","見袋","説明","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"見解拷問","見解","拷問","unrelated","word","word",0.759277274393855,NA,NA,NA,NA,NA
"見解気め層腫","見解","気め層腫","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"見解視点","見解","視点","related","word","word",0.495146849170915,NA,NA,NA,NA,NA
"親戚いとこ","親戚","いとこ","related","word","word",0.88520878467863,NA,NA,NA,NA,NA
"親戚原巾","親戚","原巾","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"親戚政治","親戚","政治","unrelated","word","word",0.718810647245759,NA,NA,NA,NA,NA
"観察マーケティング","観察","マーケティング","unrelated","word","word",0.768708102721495,NA,NA,NA,NA,NA
"観察残は","観察","残は","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"観察評価","観察","評価","related","word","word",0.712570470540608,NA,NA,NA,NA,NA
"角バニラ","角","バニラ","unrelated","word","word",0.811260199240186,NA,NA,NA,NA,NA
"角日肉家","角","日肉家","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"角路地","角","路地","related","word","word",0.488327832215048,NA,NA,NA,NA,NA
"觛部季スケジュール","觛部季","スケジュール","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"觛部季何胞抂","觛部季","何胞抂","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"解剖学取り調べる","解剖学","取り調べる","unrelated","word","word",0,NA,NA,NA,NA,NA
"解剖学心理学","解剖学","心理学","related","word","word",0.824992797002393,NA,NA,NA,NA,NA
"解剖学放を","解剖学","放を","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"解毒剤ワクチン","解毒剤","ワクチン","related","word","word",0,NA,NA,NA,NA,NA
"解毒剤十月","解毒剤","十月","unrelated","word","word",0,NA,NA,NA,NA,NA
"解毒剤胸異","解毒剤","胸異","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"触貨プライバシー","触貨","プライバシー","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"触貨廉柴葵","触貨","廉柴葵","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"言欠ずゲハ","言欠ず","ゲハ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"言欠ず観客","言欠ず","観客","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"言皿ほひ暴揆ル","言皿ほひ","暴揆ル","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"言皿ほひ説教","言皿ほひ","説教","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"計画キヘめぬ","計画","キヘめぬ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"計画ミサイル","計画","ミサイル","unrelated","word","word",0.947443597129913,NA,NA,NA,NA,NA
"計画戦略","計画","戦略","related","word","word",0.947191881988416,NA,NA,NA,NA,NA
"討書プレッシ章害","討書","プレッシ章害","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"討書暗殺者","討書","暗殺者","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"訓東おへセテンツ","訓東おへ","セテンツ","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"訓東おへ傷跡","訓東おへ","傷跡","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"記事サボターイ","記事","サボターイ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"記事新聞","記事","新聞","related","word","word",0.769132125903954,NA,NA,NA,NA,NA
"記事霧","記事","霧","unrelated","word","word",0.563528883308683,NA,NA,NA,NA,NA
"記念日あた","記念日","あた","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"記念日帆","記念日","帆","unrelated","word","word",0.86994843227444,NA,NA,NA,NA,NA
