"lt_cue","lt_target","type","cue_type","target_type","lt_cosine"
"vyras","rasilpna","nonword","word","nonword",NA
"viešpats","raliu","nonword","word","nonword",NA
"smegenys","viška","nonword","word","nonword",NA
"prekės ženklas","longstraitis","nonword","word","nonword",NA
"loyal","ranvėj","nonword","word","nonword",NA
"rūmai","rabentlis","nonword","word","nonword",NA
"viešbutis","kinti","nonword","word","nonword",NA
"politika","rakreipkite","nonword","word","nonword",NA
"tablėtė","rašydžia","nonword","word","nonword",NA
"kliūtis","rašytonight","nonword","word","nonword",NA
"runsing","rautat","nonword","word","nonword",NA
"slapyvardis","reaktosakėt","nonword","word","nonword",NA
"badge","andlus","nonword","word","nonword",NA
"tikimybė","karkia","nonword","word","nonword",NA
"dangus","reįžvelgija","nonword","word","nonword",NA
"entuziazmas","režiuotas","nonword","word","nonword",NA
"vyras","žvaigžutacija","nonword","word","nonword",NA
"saldus","šlykštoranas","nonword","word","nonword",NA
"jūra","resur","nonword","word","nonword",NA
"kerštas","resraigtatas","nonword","word","nonword",NA
"trumpas","agurkėjas","nonword","word","nonword",NA
"robotas","tvarkimai","nonword","word","nonword",NA
"raudona","elektkodara","nonword","word","nonword",NA
"siela","vib","nonword","word","nonword",NA
"kišenė","įsima","nonword","word","nonword",NA
"namai","roegoistiškas","nonword","word","nonword",NA
"drama","ruėdė","nonword","word","nonword",NA
"legionas","rūpim","nonword","word","nonword",NA
"suck","masktynės","nonword","word","nonword",NA
"santykiai","rynot","nonword","word","nonword",NA
"paveldas","rykim","nonword","word","nonword",NA
"įspūdingas","sabotasxdel","nonword","word","nonword",NA
"medžioklė","saidzė","nonword","word","nonword",NA
"bokštas","sakiriau","nonword","word","nonword",NA
"ataskaita","šaprastė","nonword","word","nonword",NA
"paslauga","saloniai","nonword","word","nonword",NA
"narys","porta","nonword","word","nonword",NA
"patraukti","spygpanas","nonword","word","nonword",NA
"nuolankus","samusiems","nonword","word","nonword",NA
"judėti","skirtažas","nonword","word","nonword",NA
"antgamtinis","sankostka","nonword","word","nonword",NA
"apskritis","riavai","nonword","word","nonword",NA
"upė","sakingslite","nonword","word","nonword",NA
"pasirinkite","benddyti","nonword","word","nonword",NA
"hit","priegoma","nonword","word","nonword",NA
"ven","blizgumas","nonword","word","nonword",NA
"dubuo","verlė","nonword","word","nonword",NA
"gyvena","saulės sarimpl","nonword","word","nonword",NA
"iš viso","cionus","nonword","word","nonword",NA
"pride","savairuok","nonword","word","nonword",NA
"pusė","sarykštė","nonword","word","nonword",NA
"sekite","savasprendis","nonword","word","nonword",NA
"atvykimas","savanorištrenks","nonword","word","nonword",NA
"vaizduotė","savistreikas","nonword","word","nonword",NA
"lobis","sąžiningukreipk","nonword","word","nonword",NA
"auka","scns","nonword","word","nonword",NA
"naivus","brandėti","nonword","word","nonword",NA
"šaltinis","farma","nonword","word","nonword",NA
"triukas","plastmadienis","nonword","word","nonword",NA
"priešingas","džiumingai","nonword","word","nonword",NA
"turnyras","senamiui","nonword","word","nonword",NA
"malonumas","senatojungt","nonword","word","nonword",NA
"pabėgėlis","vinga","nonword","word","nonword",NA
"klasė","prasrė","nonword","word","nonword",NA
"kultūra","sidašalk","nonword","word","nonword",NA
"pistoletas","enernalas","nonword","word","nonword",NA
"visata","stianas","nonword","word","nonword",NA
"yra","simbooger","nonword","word","nonword",NA
"atgal","sentas","nonword","word","nonword",NA
"pavargęs","aparromas","nonword","word","nonword",NA
"leidimas","amp","nonword","word","nonword",NA
"job","blaitema","nonword","word","nonword",NA
"nuomininkas","trauklių","nonword","word","nonword",NA
"saulėlydis","vaisti","nonword","word","nonword",NA
"premija","bliztuvas","nonword","word","nonword",NA
"kavalerija","žiuodalas","nonword","word","nonword",NA
"caliber","blonus","nonword","word","nonword",NA
"šautuvas","sraigmas","nonword","word","nonword",NA
"šaukštas","skiapelsi","nonword","word","nonword",NA
"išsaugoti","skrišyt","nonword","word","nonword",NA
"nekaltas","skleistas","nonword","word","nonword",NA
"sesuo","stikdis","nonword","word","nonword",NA
"vienas","skubus atvbuklai","nonword","word","nonword",NA
"patikrinti","kaull","nonword","word","nonword",NA
"rizika","renlė","nonword","word","nonword",NA
"naivus","šalrius","nonword","word","nonword",NA
"panašus","juostis","nonword","word","nonword",NA
"dauguma","šlageis","nonword","word","nonword",NA
"karstas","krikšpimas","nonword","word","nonword",NA
"aišku","trūkstažodis","nonword","word","nonword",NA
"regioninis","nuogis","nonword","word","nonword",NA
"dukra","brinis","nonword","word","nonword",NA
"kalbėti","wilvė","nonword","word","nonword",NA
"sutartis","giplis","nonword","word","nonword",NA
"ming","įjunperis","nonword","word","nonword",NA
"svaras","faške","nonword","word","nonword",NA
"skaitymas","sburgas","nonword","word","nonword",NA
"egzaminas","somis","nonword","word","nonword",NA
"seminaras","kreipkinėti","nonword","word","nonword",NA
"orkestras","šonuo","nonword","word","nonword",NA
"patirtis","šokolažiuok","nonword","word","nonword",NA
"arsenal","amitas","nonword","word","nonword",NA
"teisininkas","sofąd","nonword","word","nonword",NA
"visuomenė","piršgeti","nonword","word","nonword",NA
"rasistinis","spalioreis","nonword","word","nonword",NA
"drąsa","triuda","nonword","word","nonword",NA
"vargšas","speciatrauktas","nonword","word","nonword",NA
"raundas","speksaulls","nonword","word","nonword",NA
"nuvertinti","guista","nonword","word","nonword",NA
"dykuma","slėgtas","nonword","word","nonword",NA
"drakonas","gaisgimas","nonword","word","nonword",NA
"mile","pliaukštamoji dalis","nonword","word","nonword",NA
"nuostabus","sielgti","nonword","word","nonword",NA
"matyti","žingstasparnis","nonword","word","nonword",NA
"džiazas","stių","nonword","word","nonword",NA
"paveikslėlis","nykštula","nonword","word","nonword",NA
"realybė","rielius","nonword","word","nonword",NA
"plaukų","skamriai","nonword","word","nonword",NA
"niekada","skamriai","nonword","word","nonword",NA
"apskritai","imbri","nonword","word","nonword",NA
"įtaka","lantis","nonword","word","nonword",NA
"phenomenon","minkštegija","nonword","word","nonword",NA
"magnetinis","triumkuoti","nonword","word","nonword",NA
"krekas","skirskė","nonword","word","nonword",NA
"angelas","skerstūra","nonword","word","nonword",NA
"ypač","frandija","nonword","word","nonword",NA
"minkštas","transčiavimas","nonword","word","nonword",NA
"priekaba","kiaunelė","nonword","word","nonword",NA
"motina","aletys","nonword","word","nonword",NA
"protestas","susto","nonword","word","nonword",NA
"žiedas","sumatraukti","nonword","word","nonword",NA
"radijas","susprogskinimas","nonword","word","nonword",NA
"žaibas","sūnėliui","nonword","word","nonword",NA
"katalikų","liuku","nonword","word","nonword",NA
"atviras","švaisvežimis","nonword","word","nonword",NA
"kapsulė","sūkiu","nonword","word","nonword",NA
"kabantis","supaispausti","nonword","word","nonword",NA
"veikia","sukrikštyti","nonword","word","nonword",NA
"pavasaris","suaukšti","nonword","word","nonword",NA
"baronas","suprosti","nonword","word","nonword",NA
"pasiūlymas","sūtum","nonword","word","nonword",NA
"limonadas","susijaudidžiuiė","nonword","word","nonword",NA
"nubausti","susitikikreipk","nonword","word","nonword",NA
"maras","susikrausti","nonword","word","nonword",NA
"šaulys","sutriušdyti","nonword","word","nonword",NA
"ironija","sukonstpyti","nonword","word","nonword",NA
"forma","sutikibirkš","nonword","word","nonword",NA
"sostinė","sureagadyti","nonword","word","nonword",NA
"komisija","sužalojikreipk","nonword","word","nonword",NA
"naudinga","įkalba","nonword","word","nonword",NA
"žodis","skrebu","nonword","word","nonword",NA
"situacija","ideanus","nonword","word","nonword",NA
"ramiojo vandenyno","klestė","nonword","word","nonword",NA
"federalinis","siaustas","nonword","word","nonword",NA
"sveikata","laužtimas","nonword","word","nonword",NA
"nuodėmė","ziaupukas","nonword","word","nonword",NA
"stumti","tuiruotas","nonword","word","nonword",NA
"du","plakgūnai","nonword","word","nonword",NA
"nelaimingas","tašy","nonword","word","nonword",NA
"sandwich","tamirštas","nonword","word","nonword",NA
"spindulys","iem","nonword","word","nonword",NA
"adata","kursiai","nonword","word","nonword",NA
"idėja","tarskirstojas","nonword","word","nonword",NA
"didenybė","šikta","nonword","word","nonword",NA
"monkey","teatviru","nonword","word","nonword",NA
"romanas","laiknika","nonword","word","nonword",NA
"stovykla","teisėdžiu","nonword","word","nonword",NA
"graži","teisinė teblokšk","nonword","word","nonword",NA
"kosulys","teižvalgai","nonword","word","nonword",NA
"spąstai","teiįžvalgumas","nonword","word","nonword",NA
"cukrus","telefodžiui","nonword","word","nonword",NA
"švarus","neklystatelevizija","nonword","word","nonword",NA
"galia","paskaiperatūra","nonword","word","nonword",NA
"progresas","ion","nonword","word","nonword",NA
"nevykęs","tenitrik","nonword","word","nonword",NA
"minimumas","vamzrija","nonword","word","nonword",NA
"giminaitis","teries","nonword","word","nonword",NA
"dievui","kakti","nonword","word","nonword",NA
"stadionas","tėjui","nonword","word","nonword",NA
"tiesioginė","tėjot","nonword","word","nonword",NA
"saugus","tėjot","nonword","word","nonword",NA
"romeo","lūirst","nonword","word","nonword",NA
"užkirsti kelią","tiesiotams","nonword","word","nonword",NA
"agentas","praskaidrintikėjimas","nonword","word","nonword",NA
"teisė","praskaidrintikėtina","nonword","word","nonword",NA
"sprogimas","praskaidrintiki","nonword","word","nonword",NA
"patogus","praskaidrintikisi","nonword","word","nonword",NA
"vagis","tikniu","nonword","word","nonword",NA
"kenčia","nebras","nonword","word","nonword",NA
"bičių","tikšviesiai","nonword","word","nonword",NA
"tiesiog","greipfrutobulėjimas","nonword","word","nonword",NA
"vieni","tonės","nonword","word","nonword",NA
"kompasas","spaunadas","nonword","word","nonword",NA
"prisiekti","sietas","nonword","word","nonword",NA
"maratonas","linksdicinis","nonword","word","nonword",NA
"kabina","tratoi","nonword","word","nonword",NA
"studentas","plaukampis","nonword","word","nonword",NA
"surinkite","triuėmė","nonword","word","nonword",NA
"priėmimas","tripuoštis","nonword","word","nonword",NA
"krūmas","trie","nonword","word","nonword",NA
"karas","tuneskam","nonword","word","nonword",NA
"sluoksnis","turikiuo","nonword","word","nonword",NA
"akis","slėpkija","nonword","word","nonword",NA
"jubiliejus","nintas","nonword","word","nonword",NA
"chemija","brantingas","nonword","word","nonword",NA
"vieta","sprunkaraštis","nonword","word","nonword",NA
"puodelis","mjera","nonword","word","nonword",NA
"nuogas","tyrei","nonword","word","nonword",NA
"velnias","tyvio","nonword","word","nonword",NA
"čempionai","tyrėliui","nonword","word","nonword",NA
"daddy","verly","nonword","word","nonword",NA
"karalienė","spiegtimate","nonword","word","nonword",NA
"atspindys","sparforma","nonword","word","nonword",NA
"straipsnis","mokskalus","nonword","word","nonword",NA
"ritualas","paskamversitetas","nonword","word","nonword",NA
"užrakinta","pletas","nonword","word","nonword",NA
"vienuolis","užidenti","nonword","word","nonword",NA
"nobel","uždarydžiui","nonword","word","nonword",NA
"karšta","uždadiserta","nonword","word","nonword",NA
"alkoholis","uždaspausti","nonword","word","nonword",NA
"vergas","užšviesti","nonword","word","nonword",NA
"svoris","užsikrulikas","nonword","word","nonword",NA
"savanoriškai","užsikrulimas","nonword","word","nonword",NA
"lūpų dažai","užratraukti","nonword","word","nonword",NA
"kūdikis","užsikrudyti","nonword","word","nonword",NA
"factor","liaujauta","nonword","word","nonword",NA
"grūdai","grizdys","nonword","word","nonword",NA
"šnipinėjimas","ieškas","nonword","word","nonword",NA
"ambasadorius","vaišvietė","nonword","word","nonword",NA
"invazija","vaisvarstojas","nonword","word","nonword",NA
"turas","vaišink","nonword","word","nonword",NA
"komanda","girstas","nonword","word","nonword",NA
"ligoninė","vasok","nonword","word","nonword",NA
"dušas","vakabint","nonword","word","nonword",NA
"paranoi","vakarėtrauk","nonword","word","nonword",NA
"land","vakalais","nonword","word","nonword",NA
"kilometras","kryžcina","nonword","word","nonword",NA
"nuodų","priegyti","nonword","word","nonword",NA
"pagalba","komptybė","nonword","word","nonword",NA
"šalmas","suotis","nonword","word","nonword",NA
"šmaikštus","flirpire","nonword","word","nonword",NA
"viltis","elektdenilis","nonword","word","nonword",NA
"prakeikimas","elektdenynas","nonword","word","nonword",NA
"neįmanomas","vatuoklė","nonword","word","nonword",NA
"suaugusieji","vabentlis","nonword","word","nonword",NA
"kalėdos","vardin","nonword","word","nonword",NA
"fortepijonas","vaplasti","nonword","word","nonword",NA
"biudžetas","venau","nonword","word","nonword",NA
"maitinti","vėdinifique","nonword","word","nonword",NA
"išskirtinis","skalrodis","nonword","word","nonword",NA
"vienetas","griela","nonword","word","nonword",NA
"mistress","velkaus","nonword","word","nonword",NA
"pulkas","partnera","nonword","word","nonword",NA
"pump","versigs","nonword","word","nonword",NA
"oficialiai","šlykšlininkas","nonword","word","nonword",NA
"atsitiktinai","distas","nonword","word","nonword",NA
"dažyti","trauktinimas","nonword","word","nonword",NA
"eksperimentas","slaptuvės","nonword","word","nonword",NA
"marškinėliai","amalys","nonword","word","nonword",NA
"monstras","vėcho","nonword","word","nonword",NA
"gyvas","viore","nonword","word","nonword",NA
"ląstelė","viduriam","nonword","word","nonword",NA
"pyramid","vidurgurkšnis","nonword","word","nonword",NA
"tęskite","bukla","nonword","word","nonword",NA
"neįprastas","vieniruok","nonword","word","nonword",NA
"nagai","vienuolygiuot","nonword","word","nonword",NA
"susirūpinimą","vienuolygiuot","nonword","word","nonword",NA
"vožtuvas","zenta","nonword","word","nonword",NA
"madingi","plastinis","nonword","word","nonword",NA
"žaizda","tuokas","nonword","word","nonword",NA
"draudžiama","virėliuo","nonword","word","nonword",NA
"purvo","klaušuje","nonword","word","nonword",NA
"neteisybė","višerilė","nonword","word","nonword",NA
"sijonas","visaver","nonword","word","nonword",NA
"navigacija","vitvarkai","nonword","word","nonword",NA
"jaunikis","vitamidžiui","nonword","word","nonword",NA
"bandyti","vikrauja","nonword","word","nonword",NA
"doll","een","nonword","word","nonword",NA
"piratas","vojui","nonword","word","nonword",NA
"plus","keisdymas","nonword","word","nonword",NA
"suprasti","vyriausykiais","nonword","word","nonword",NA
"neteisėtas","vykom","nonword","word","nonword",NA
"mažesnis","izilrior","nonword","word","nonword",NA
"stalas","rezson","nonword","word","nonword",NA
"viskis","yorkg","nonword","word","nonword",NA
"raktas","žadinėjikreipk","nonword","word","nonword",NA
"baltymas","žaidėliok","nonword","word","nonword",NA
"triukšmas","blondimas","nonword","word","nonword",NA
"žalias","žaivils","nonword","word","nonword",NA
"tyliai","bokna","nonword","word","nonword",NA
"rodeo","žagin","nonword","word","nonword",NA
"apsvarstykite","žemėlatrauk","nonword","word","nonword",NA
"tiltas","purklas","nonword","word","nonword",NA
"view","lengrumas","nonword","word","nonword",NA
"vyresnysis","nistrus","nonword","word","nonword",NA
"afrika","žiemos mšėjai","nonword","word","nonword",NA
"patenkintas","žiniatinktrauk","nonword","word","nonword",NA
"zoologijos sodas","žižiai","nonword","word","nonword",NA
"neteisingas","žižiai","nonword","word","nonword",NA
"akiniai","žinosios","nonword","word","nonword",NA
"padavėjas","žiplasti","nonword","word","nonword",NA
"pasirinkimas","traurėti","nonword","word","nonword",NA
"didžiuojasi","kiekkė","nonword","word","nonword",NA
"kampanija","dėv","nonword","word","nonword",NA
"gestas","baršgimas","nonword","word","nonword",NA
"povandeninis","žmosių","nonword","word","nonword",NA
"statyba","ziana","nonword","word","nonword",NA
"kitur","filnės","nonword","word","nonword",NA
"plotas","skana","nonword","word","nonword",NA
"dozė","hebdas","nonword","word","nonword",NA
"kūnas","žudidžia","nonword","word","nonword",NA
"buvimas","žudidžia","nonword","word","nonword",NA
"mirtinas","grįžnalas","nonword","word","nonword",NA
"kareivis","šlykšnalistas","nonword","word","nonword",NA
"pavydus","žuron","nonword","word","nonword",NA
"į vakarus","slokė","nonword","word","nonword",NA
"dvigubai","smurjyba","nonword","word","nonword",NA
"liančius","maištis","nonword","nonword","nonword",NA
"papraska","džiotukas","nonword","nonword","nonword",NA
"aptauška","konsliundratas","nonword","nonword","nonword",NA
"džiaugsnis","fudrumstive","nonword","nonword","nonword",NA
"žvaigžrisdikcija","atskrenfera","nonword","nonword","nonword",NA
"lazde","mogorila","nonword","nonword","nonword",NA
"retrūkstatas","gaversti","nonword","nonword","nonword",NA
"neapyįvyksta","limuzidžiui","nonword","nonword","nonword",NA
"nepablokštas","bapt","nonword","nonword","nonword",NA
"ritusėst","buvud","nonword","nonword","nonword",NA
"liktus","liuotis","nonword","nonword","nonword",NA
"kašiukšlinė","griebkinimas","nonword","nonword","nonword",NA
"blonmė","sparlas","nonword","nonword","nonword",NA
"turnyčiui","barztumas","nonword","nonword","nonword",NA
"giukas","komiteschen","nonword","nonword","nonword",NA
"kačiuotis","tėjui","nonword","nonword","nonword",NA
"dykusius","tuotai","nonword","nonword","nonword",NA
"anttus","tačboy","nonword","nonword","nonword",NA
"gib","gudbi","nonword","nonword","nonword",NA
"kaanagra","bračas","nonword","nonword","nonword",NA
"popiedžia","kakti","nonword","nonword","nonword",NA
"calizuok","nuogėn","nonword","nonword","nonword",NA
"espby","pilowell","nonword","nonword","nonword",NA
"difornljasi","sparforma","nonword","nonword","nonword",NA
"gazmas","šlageis","nonword","nonword","nonword",NA
"blizguma","išpažinikreipk","nonword","nonword","nonword",NA
"trumrei","liūkštis","nonword","nonword","nonword",NA
"galmilt","gebėjidžiui","nonword","nonword","nonword",NA
"prankata","juomė","nonword","nonword","nonword",NA
"proceciot","kardinorójot","nonword","nonword","nonword",NA
"sepvus","grizdys","nonword","nonword","nonword",NA
"snargdis","indivivaiuok","nonword","nonword","nonword",NA
"kalendosakėt","sakingslite","nonword","nonword","nonword",NA
"pasiūlygiuot","kunitrik","nonword","nonword","nonword",NA
"korisonas","angkus","nonword","nonword","nonword",NA
"spraliktas","linksglauda","nonword","nonword","nonword",NA
"nusilinksno","lytės","nonword","nonword","nonword",NA
"siukų","stenggancija","nonword","nonword","nonword",NA
"entušauksmas","tuneskam","nonword","nonword","nonword",NA
"užsileiskręs","simbooger","nonword","nonword","nonword",NA
"ohaty","wilvė","nonword","nonword","nonword",NA
"fee","gardai","nonword","nonword","nonword",NA
"užuomija","misandras","nonword","nonword","nonword",NA
"trintas","aikšgija","nonword","nonword","nonword",NA
"ukt","praskaidrintiki","nonword","nonword","nonword",NA
"alkohotrauk","amžimiuo","nonword","nonword","nonword",NA
"užkirsti ktrėkšk","iššūjant","nonword","nonword","nonword",NA
"vaitis","teatviru","nonword","nonword","nonword",NA
"natūramount","viška","nonword","nonword","nonword",NA
"popumonstrus","žudidžia","nonword","nonword","nonword",NA
"neutgenys","pierim","nonword","nonword","nonword",NA
"aikššinis","ronse","nonword","nonword","nonword",NA
"milsuok","kliūcinis","nonword","nonword","nonword",NA
"nežinojikreipk","kiaunelė","nonword","nonword","nonword",NA
"paebellas","kvaišot","nonword","nonword","nonword",NA
"morttymas","tto","nonword","nonword","nonword",NA
"pasielgkamai","destrukcivilizacija","nonword","nonword","nonword",NA
"spausliadėžė","vaikšruomenė","nonword","nonword","nonword",NA
"kired","brandėti","nonword","nonword","nonword",NA
"tekonstrama","teisinė teblokšk","nonword","nonword","nonword",NA
"siaugin","pletas","nonword","nonword","nonword",NA
"pici","nešvanmė","nonword","nonword","nonword",NA
"kolevenstja","rautat","nonword","nonword","nonword",NA
"paskampinėjimas","susto","nonword","nonword","nonword",NA
"žvilgsdinta duona","kompkymas","nonword","nonword","nonword",NA
"elgti","daiklas","nonword","nonword","nonword",NA
"sijokiom","ziana","nonword","nonword","nonword",NA
"ligonigaikš","ideanus","nonword","nonword","nonword",NA
"praskaidrintikimybė","somis","nonword","nonword","nonword",NA
"pasriuba","nusprendyti","nonword","nonword","nonword",NA
"atšliau","angkus","nonword","nonword","nonword",NA
"fiedmundsofija","bendgystė","nonword","nonword","nonword",NA
"flitas","motekant","nonword","nonword","nonword",NA
"jungtika","dugei","nonword","nonword","nonword",NA
"mankštingumas","šlykšpionatas","nonword","nonword","nonword",NA
"riziįžvalga","vakabint","nonword","nonword","nonword",NA
"patarikiuos","efekkite","nonword","nonword","nonword",NA
"nebaigkas","džoti","nonword","nonword","nonword",NA
"vikels","užratraukti","nonword","nonword","nonword",NA
"ketflllpas","bliztuvas","nonword","nonword","nonword",NA
"repko","braurus","nonword","nonword","nonword",NA
"siurnyčia","nintas","nonword","nonword","nonword",NA
"optimistišdžiuok","komisijos nriebkim","nonword","nonword","nonword",NA
"insvaistas","skystablauzdiskusija","nonword","nonword","nonword",NA
"spinbu","sakiriau","nonword","nonword","nonword",NA
"auknisusija","orkaršta","nonword","nonword","nonword",NA
"reištive","sietas","nonword","nonword","nonword",NA
"tepliurpija","trenkėjas","nonword","nonword","nonword",NA
"kopen","gaisgimas","nonword","nonword","nonword",NA
"raišgimas","skana","nonword","nonword","nonword",NA
"veikslėlydis","gaestaba","nonword","nonword","nonword",NA
"kosiosda","pažvelgkite","nonword","nonword","nonword",NA
"žaizforma","distas","nonword","nonword","nonword",NA
"bučindžiui","užsikrulikas","nonword","nonword","nonword",NA
"nepatoshiba","veikstelė","nonword","nonword","nonword",NA
"rasistitraukt","potrauktika","nonword","nonword","nonword",NA
"aspirikiuot","psiprisvilogija","nonword","nonword","nonword",NA
"išjuokda","uždadiserta","nonword","nonword","nonword",NA
"sąebellas","pervedidžiuo","nonword","nonword","nonword",NA
"paplėšti","konstas","nonword","nonword","nonword",NA
"egzamidžiui","plautinas","nonword","nonword","nonword",NA
"spema","kaliriau","nonword","nonword","nonword",NA
"centrika","finansavikreipk","nonword","nonword","nonword",NA
"derikiuo","patraukdomas","nonword","nonword","nonword",NA
"ins","desmulkmetis","nonword","nonword","nonword",NA
"plandas","pasakykiteneriūkš","nonword","nonword","nonword",NA
"spradas","komgangsteris","nonword","nonword","nonword",NA
"tusiunti","nukreiptymas","nonword","nonword","nonword",NA
"potchbladeninis","mónetain","nonword","nonword","nonword",NA
"verži","liniamsralų","nonword","nonword","nonword",NA
"teišėlsmas","šingai","nonword","nonword","nonword",NA
"kydėm","švaisvežimis","nonword","nonword","nonword",NA
"pieštelė","gyvūdžia","nonword","nonword","nonword",NA
"įėė","resur","nonword","nonword","nonword",NA
"nevykėtrauk","galiniaisbė","nonword","nonword","nonword",NA
"jonėm","paranorčiups","nonword","nonword","nonword",NA
"navizistencija","svarsdemija","nonword","nonword","nonword",NA
"bagrus","supaispausti","nonword","nonword","nonword",NA
"betoriui","elektdenynas","nonword","nonword","nonword",NA
"absoliuversk","kenuos","nonword","nonword","nonword",NA
"kąžtor","susikrausti","nonword","nonword","nonword",NA
"orislamas","migniai","nonword","nonword","nonword",NA
"sluoksmas","riavai","nonword","nonword","nonword",NA
"plačio","pavaduojantis nstebčiau","nonword","nonword","nonword",NA
"kespalvis","sielgsimalus","nonword","nonword","nonword",NA
"varzyriui","šikta","nonword","nonword","nonword",NA
"ütus","kebendri","nonword","nonword","nonword",NA
"dmitchija","aukšduolys","nonword","nonword","nonword",NA
"neplauksybė","lysen","nonword","nonword","nonword",NA
"skerfelis","skustymas","nonword","nonword","nonword",NA
"pasispjautkimas","siauvirta","nonword","nonword","nonword",NA
"banašiai","skystablauzdidelis","nonword","nonword","nonword",NA
"origivins","triuėmė","nonword","nonword","nonword",NA
"kliūtinė","praskaidrinosinė","nonword","nonword","nonword",NA
"išeitithout","šachsile","nonword","nonword","nonword",NA
"konservatykreipk","tyvio","nonword","nonword","nonword",NA
"atpapastumkite","lickt","nonword","nonword","nonword",NA
"supjauskite","bulen","nonword","nonword","nonword",NA
"riaugė","ryšam","nonword","nonword","nonword",NA
"fotoaparasikrušk","vaišvietė","nonword","nonword","nonword",NA
"smerktas","pimui","nonword","nonword","nonword",NA
"plauktas","netikėsiuos","nonword","nonword","nonword",NA
"apaukštis","skamriai","nonword","nonword","nonword",NA
"buvičium","užidenti","nonword","nonword","nonword",NA
"vienninkas","nykštula","nonword","nonword","nonword",NA
"bendtymas","tenitrik","nonword","nonword","nonword",NA
"dakreiptinis","plabė","nonword","nonword","nonword",NA
"naviniuo","skalrodis","nonword","nonword","nonword",NA
"balią","belmus","nonword","nonword","nonword",NA
"slankstepijonas","atsikrausti","nonword","nonword","nonword",NA
"ugtai","protokodžiui","nonword","nonword","nonword",NA
"efektinti","psimaksveloginis","nonword","nonword","nonword",NA
"niekiai","žingsnelaimingas atsitikimas","nonword","nonword","nonword",NA
"pasprukstinimas","suotas","nonword","nonword","nonword",NA
"doa","pragabenk","nonword","nonword","nonword",NA
"rundier","audidžiaisrija","nonword","nonword","nonword",NA
"šiutais","čiuži","nonword","nonword","nonword",NA
"stati","saidzė","nonword","nonword","nonword",NA
"varsė","pasivaikščiojisikrušk","nonword","nonword","nonword",NA
"tuįkaitas","kuten","nonword","nonword","nonword",NA
"ramiojo vandengriebsiu","žingstasparnis","nonword","nonword","nonword",NA
"žantas","siektinė","nonword","nonword","nonword",NA
"tyčiot","pyklė","nonword","nonword","nonword",NA
"paveiksšimas","spiegtimate","nonword","nonword","nonword",NA
"danhas","izilrior","nonword","nonword","nonword",NA
"žemės drebėjtakliui","prachavje","nonword","nonword","nonword",NA
"nasta","kosiosda","nonword","nonword","nonword",NA
"suuo","vatuoklė","nonword","nonword","nonword",NA
"sepes","bokna","nonword","nonword","nonword",NA
"dastų","organiskleisti","nonword","nonword","nonword",NA
"šiutais","padaniel","nonword","nonword","nonword",NA
"doka","skleista","nonword","nonword","nonword",NA
"lydaniel","faške","nonword","nonword","nonword",NA
"patentrauktas","virėliuo","nonword","nonword","nonword",NA
"bejėjant","aperų","nonword","nonword","nonword",NA
"iikge","brulis","nonword","nonword","nonword",NA
"doksas","skirskė","nonword","nonword","nonword",NA
"griebkinimas","teiįžvalgumas","nonword","nonword","nonword",NA
"irkt","užsikrulimas","nonword","nonword","nonword",NA
"gorpa","skaita","nonword","nonword","nonword",NA
"vazov","sluokscūzų kalba","nonword","nonword","nonword",NA
"nuplauktinti","sburgas","nonword","nonword","nonword",NA
"minklas","sąžiningukreipk","nonword","nonword","nonword",NA
"ekrakink","duat","nonword","nonword","nonword",NA
"radrįsta","uždarydžiui","nonword","nonword","nonword",NA
"įkaidis","leitespręstas","nonword","nonword","nonword",NA
"hoje","atgreipfruto vandenynas","nonword","nonword","nonword",NA
"pelerius","uld","nonword","nonword","nonword",NA
"paskamnalistika","gromet","nonword","nonword","nonword",NA
"sutarnauk","partvirti","nonword","nonword","nonword",NA
"playpats","branviškas","nonword","nonword","nonword",NA
"luskey","tinklaida","nonword","nonword","nonword",NA
"nib","pigį","nonword","nonword","nonword",NA
"autovaiz","nugatraukti","nonword","nonword","nonword",NA
"vieniruok","bažę","nonword","nonword","nonword",NA
"idšėl","farma","nonword","nonword","nonword",NA
"troškite","nebuvidžiui","nonword","nonword","nonword",NA
"blizgumas","stikdis","nonword","nonword","nonword",NA
"micha","susprogskinimas","nonword","nonword","nonword",NA
"nasus","rielius","nonword","nonword","nonword",NA
"nuteršti","nesebast","nonword","nonword","nonword",NA
"diecas","kūrybiškukreipk","nonword","nonword","nonword",NA
"vyksa","kriptonas","nonword","nonword","nonword",NA
"protis","ginve","nonword","nonword","nonword",NA
"pasispjautkite","priegoma","nonword","nonword","nonword",NA
"smaukyje","finansavikreipk","nonword","nonword","nonword",NA
"pasatraukti","nusišniukštimas","nonword","nonword","nonword",NA
"žotei","mėlyčiau","nonword","nonword","nonword",NA
"stengkinėliai","tiesiotams","nonword","nonword","nonword",NA
"bendsimas","daiklas","nonword","nonword","nonword",NA
"paršviestuvė","aparromas","nonword","nonword","nonword",NA
"švendona","vakalais","nonword","nonword","nonword",NA
"dėmėmsgas","klaustas","nonword","nonword","nonword",NA
"tvirtingas","pažaviuo","nonword","nonword","nonword",NA
"geniniai","eir","nonword","nonword","nonword",NA
"itamė","smurjyba","nonword","nonword","nonword",NA
"medispjauna","klaužiūra","nonword","nonword","nonword",NA
"konsmybė","peričiuokras","nonword","nonword","nonword",NA
