"cs_target","cs_cue","type","target_type","cue_type","cs_cosine"
"hadice","louch","nonword","word","nonword",NA
"paranormální","skrýný","nonword","word","nonword",NA
"ověřovat","chlařovat","nonword","word","nonword",NA
"urazit","stojný","nonword","word","nonword",NA
"poctivost","sekunva","nonword","word","nonword",NA
"kopírovat","birt","nonword","word","nonword",NA
"program","zjistící","nonword","word","nonword",NA
"intuice","ušetný","nonword","word","nonword",NA
"zůstat","snažnax","nonword","word","nonword",NA
"profesor","sobolest","nonword","word","nonword",NA
"vousy","zbytware","nonword","word","nonword",NA
"citlivý","souval","nonword","word","nonword",NA
"nespravedlivý","souříš","nonword","word","nonword",NA
"budova","soumluvný","nonword","word","nonword",NA
"zločin","sopr","nonword","word","nonword",NA
"námořník","souzřejmý","nonword","word","nonword",NA
"zprávy","soustředricks","nonword","word","nonword",NA
"zachránce","soumut","nonword","word","nonword",NA
"watson","zřetně","nonword","word","nonword",NA
"krize","vlastciální","nonword","word","nonword",NA
"zločinec","šťounutí","nonword","word","nonword",NA
"zrádce","květnalý","nonword","word","nonword",NA
"poker","eleknavý","nonword","word","nonword",NA
"závod","špiochol","nonword","word","nonword",NA
"záznam","chvilkojený","nonword","word","nonword",NA
"dolar","společkách","nonword","word","nonword",NA
"těžce","společkách","nonword","word","nonword",NA
"zřídka","spouěm","nonword","word","nonword",NA
"francouzština","svátva","nonword","word","nonword",NA
"město","dvojvovat","nonword","word","nonword",NA
"dohoda","zhucha","nonword","word","nonword",NA
"předmět","bloudión","nonword","word","nonword",NA
"postel","konrý","nonword","word","nonword",NA
"hudba","zigna","nonword","word","nonword",NA
"přízvuk","stei","nonword","word","nonword",NA
"hájit","šted","nonword","word","nonword",NA
"vyléčit","smetnost","nonword","word","nonword",NA
"jít","kresletí","nonword","word","nonword",NA
"setkání","champání","nonword","word","nonword",NA
"vydírání","střejít","nonword","word","nonword",NA
"divize","střelnýserakt","nonword","word","nonword",NA
"zavřít","důres","nonword","word","nonword",NA
"kompletní","ztroslivý","nonword","word","nonword",NA
"kancelář","stmic","nonword","word","nonword",NA
"dopis","stuving","nonword","word","nonword",NA
"odnětí svobody","stíň","nonword","word","nonword",NA
"útočník","suvře","nonword","word","nonword",NA
"moč","zvoně","nonword","word","nonword",NA
"mínus","supercyho","nonword","word","nonword",NA
"žalobce","ukončina","nonword","word","nonword",NA
"peklo","sváliv","nonword","word","nonword",NA
"rezervovat","svěchá","nonword","word","nonword",NA
"doušek","svíhřbena","nonword","word","nonword",NA
"plánování","bramboda","nonword","word","nonword",NA
"novinář","svovzácně","nonword","word","nonword",NA
"sdělit","kemptom","nonword","word","nonword",NA
"vědec","tacuj","nonword","word","nonword",NA
"částice","culleta","nonword","word","nonword",NA
"přestávka","tápec","nonword","word","nonword",NA
"flotila","tamin","nonword","word","nonword",NA
"mlha","tastojník","nonword","word","nonword",NA
"signál","žedný","nonword","word","nonword",NA
"dokument","pým","nonword","word","nonword",NA
"vláda","tastojník","nonword","word","nonword",NA
"bezpečnost","éct","nonword","word","nonword",NA
"federace","tatížích","nonword","word","nonword",NA
"propuštění","taráš","nonword","word","nonword",NA
"babička","opranický","nonword","word","nonword",NA
"telefon","vlastnologie","nonword","word","nonword",NA
"cynický","tekupech","nonword","word","nonword",NA
"manželství","telepých","nonword","word","nonword",NA
"místní","nadlo","nonword","word","nonword",NA
"poskytnout","plyký","nonword","word","nonword",NA
"přísaha","spálo","nonword","word","nonword",NA
"ucho","ocelý","nonword","word","nonword",NA
"had","teraland","nonword","word","nonword",NA
"truck","uvolminál","nonword","word","nonword",NA
"kázání","christování","nonword","word","nonword",NA
"strategie","teuo","nonword","word","nonword",NA
"masáž","vecký","nonword","word","nonword",NA
"vražda","tires","nonword","word","nonword",NA
"rozumný","tibon","nonword","word","nonword",NA
"setkat","ochrnina","nonword","word","nonword",NA
"slabý","owa","nonword","word","nonword",NA
"služebník","transplantoaleta","nonword","word","nonword",NA
"kapesník","jesha","nonword","word","nonword",NA
"duch","touhelna","nonword","word","nonword",NA
"stříbrný","chlapení","nonword","word","nonword",NA
"hvězda","přisa","nonword","word","nonword",NA
"teorie","trerea","nonword","word","nonword",NA
"vzrušený","trnét","nonword","word","nonword",NA
"test","jmutí","nonword","word","nonword",NA
"hlasování","ganda","nonword","word","nonword",NA
"diskuse","trno","nonword","word","nonword",NA
"pravděpodobně","trorád","nonword","word","nonword",NA
"skok","chluba","nonword","word","nonword",NA
"udržovat","trstřízliví","nonword","word","nonword",NA
"starosta","trpělightma","nonword","word","nonword",NA
"alfa","trzej","nonword","word","nonword",NA
"demonstrace","meňák","nonword","word","nonword",NA
"plamen","turřiď","nonword","word","nonword",NA
"svědectví","blouba","nonword","word","nonword",NA
"erekce","vlastdohlavý","nonword","word","nonword",NA
"volba","snídý","nonword","word","nonword",NA
"nevěsta","tysladký","nonword","word","nonword",NA
"nebeský","yb","nonword","word","nonword",NA
"bída","sunhý","nonword","word","nonword",NA
"sem","ouel","nonword","word","nonword",NA
"výsost","cait se","nonword","word","nonword",NA
"loupež","šita","nonword","word","nonword",NA
"vyjádřit","brilat","nonword","word","nonword",NA
"medailon","smiřil","nonword","word","nonword",NA
"doušek","mùo","nonword","word","nonword",NA
"pobřeží","alilí","nonword","word","nonword",NA
"kámen","uhdeš","nonword","word","nonword",NA
"krutý","šeszat","nonword","word","nonword",NA
"důležité","rrol","nonword","word","nonword",NA
"zóna","ukjíst","nonword","word","nonword",NA
"povést se","uměnět","nonword","word","nonword",NA
"prodat","buzní","nonword","word","nonword",NA
"neustále","směšnit","nonword","word","nonword",NA
"bezcenný","trouvený","nonword","word","nonword",NA
"vitamín","unitt","nonword","word","nonword",NA
"játra","dvorce","nonword","word","nonword",NA
"indikovat","arratek","nonword","word","nonword",NA
"web","křivtávka","nonword","word","nonword",NA
"kapela","uprchzel","nonword","word","nonword",NA
"převod","uklidnout","nonword","word","nonword",NA
"inspekce","spántit","nonword","word","nonword",NA
"poděkovat","clozit","nonword","word","nonword",NA
"přehánět","urosobní","nonword","word","nonword",NA
"deprese","urnou","nonword","word","nonword",NA
"manipulovat","uklouztilý","nonword","word","nonword",NA
"palec","usmějggs","nonword","word","nonword",NA
"umlčet","zípěch","nonword","word","nonword",NA
"chyba","prinřádat","nonword","word","nonword",NA
"zápas","ramta","nonword","word","nonword",NA
"čtyři","ohavraný","nonword","word","nonword",NA
"dálnice","špatčiště","nonword","word","nonword",NA
"přežít","zmípit","nonword","word","nonword",NA
"skandál","broupení","nonword","word","nonword",NA
"autobus","opratečný","nonword","word","nonword",NA
"vrátit se","mocký","nonword","word","nonword",NA
"údržba","vínat","nonword","word","nonword",NA
"koberec","vaadrena","nonword","word","nonword",NA
"vybavit","rečka","nonword","word","nonword",NA
"báseň","vázvráce","nonword","word","nonword",NA
"vězeň","millerování","nonword","word","nonword",NA
"kněz","larla","nonword","word","nonword",NA
"vystrašit","vznáný","nonword","word","nonword",NA
"medaile","břiva","nonword","word","nonword",NA
"vesnice","veopatře","nonword","word","nonword",NA
"šéfkuchař","utrný","nonword","word","nonword",NA
"restaurace","vevestr","nonword","word","nonword",NA
"odstranit","velinách","nonword","word","nonword",NA
"tornádo","velivost","nonword","word","nonword",NA
"bezmocný","stáký","nonword","word","nonword",NA
"rybolov","arami","nonword","word","nonword",NA
"talíř","velvybouchnec","nonword","word","nonword",NA
"uvnitř","aun","nonword","word","nonword",NA
"emocionální","venska","nonword","word","nonword",NA
"omáčka","vepřové mprášit","nonword","word","nonword",NA
"kreslit","clenost","nonword","word","nonword",NA
"pilot","clenost","nonword","word","nonword",NA
"klenot","vedaír","nonword","word","nonword",NA
"lék","soudšina","nonword","word","nonword",NA
"stavět","vetrojka","nonword","word","nonword",NA
"analýza","zež","nonword","word","nonword",NA
"limuzína","vinem","nonword","word","nonword",NA
"heslo","nigno","nonword","word","nonword",NA
"slyšet","vikin","nonword","word","nonword",NA
"milenec","vítězvých","nonword","word","nonword",NA
"prapor","víjím","nonword","word","nonword",NA
"oficiální","alerka","nonword","word","nonword",NA
"džus","vlči","nonword","word","nonword",NA
"reaktor","blouzně","nonword","word","nonword",NA
"otisk prstu","střednictví","nonword","word","nonword",NA
"náhradní","tursy","nonword","word","nonword",NA
"větrání","oživ","nonword","word","nonword",NA
"dynamit","zřížit","nonword","word","nonword",NA
"věda","zmáčkní","nonword","word","nonword",NA
"nedávno","vnft","nonword","word","nonword",NA
"sonda","votar","nonword","word","nonword",NA
"hostinský","vochodní","nonword","word","nonword",NA
"čich","vovat","nonword","word","nonword",NA
"obsah","vozichat","nonword","word","nonword",NA
"maso","státva","nonword","word","nonword",NA
"rušit","všeovzdušné","nonword","word","nonword",NA
"vejce","vstouděl","nonword","word","nonword",NA
"křesťan","věstný","nonword","word","nonword",NA
"opravdu","výped","nonword","word","nonword",NA
"opravit","vyhnan","nonword","word","nonword",NA
"fantastický","vyděrech","nonword","word","nonword",NA
"kapitalismus","vydrským","nonword","word","nonword",NA
"zakázat","vykopnuldávání","nonword","word","nonword",NA
"otec","výjischopný","nonword","word","nonword",NA
"družice","sestřenikající","nonword","word","nonword",NA
"mladá","výčtyřce","nonword","word","nonword",NA
"uprchlík","výrogers","nonword","word","nonword",NA
"plastický","výslechal","nonword","word","nonword",NA
"boston","vysomewheola","nonword","word","nonword",NA
"hračka","výtrestný","nonword","word","nonword",NA
"pohmoždit","výstraž","nonword","word","nonword",NA
"půvabný","výking","nonword","word","nonword",NA
"platnost","vyzrychlení","nonword","word","nonword",NA
"explodovat","vyušetřit","nonword","word","nonword",NA
"svět","výnam","nonword","word","nonword",NA
"obíhat","výmknu","nonword","word","nonword",NA
"věta","výpral","nonword","word","nonword",NA
"zbraň","vyčístdač","nonword","word","nonword",NA
"cigareta","vzdálesbič","nonword","word","nonword",NA
"galaxie","móduch","nonword","word","nonword",NA
"ložnice","úndy","nonword","word","nonword",NA
"absence","střelšující","nonword","word","nonword",NA
"kartel","octah","nonword","word","nonword",NA
"vanilka","waplankton","nonword","word","nonword",NA
"pocit","chcaky","nonword","word","nonword",NA
"pomoc","za pklub","nonword","word","nonword",NA
"obchodník","tamba","nonword","word","nonword",NA
"zajistit","zabichům","nonword","word","nonword",NA
"psychologie","začastnit","nonword","word","nonword",NA
"slanina","zavražvat","nonword","word","nonword",NA
"intelektuální","začastnit","nonword","word","nonword",NA
"to jo","zábezdětná služba","nonword","word","nonword",NA
"okrást","skaní","nonword","word","nonword",NA
"brácho","zakázaslech","nonword","word","nonword",NA
"funkční","záurovna","nonword","word","nonword",NA
"informace","závia","nonword","word","nonword",NA
"výsledek","zákou","nonword","word","nonword",NA
"kovboj","žalutých","nonword","word","nonword",NA
"epizoda","zaklidný","nonword","word","nonword",NA
"zvíře","zámám","nonword","word","nonword",NA
"definice","západ služíšův","nonword","word","nonword",NA
"upřímný","zapovlastní","nonword","word","nonword",NA
"vidlička","zapomelissy","nonword","word","nonword",NA
"auto","zázna","nonword","word","nonword",NA
"další","zaslechzení","nonword","word","nonword",NA
"poledne","zvětlivý","nonword","word","nonword",NA
"sval","záznamka","nonword","word","nonword",NA
"vinenský","zahanbežit si","nonword","word","nonword",NA
"rodič","zapléstžení","nonword","word","nonword",NA
"okres","zálad","nonword","word","nonword",NA
"přitahovat","záupřený","nonword","word","nonword",NA
"motel","záspím","nonword","word","nonword",NA
"žlutá","identečný","nonword","word","nonword",NA
"hruď","prstek","nonword","word","nonword",NA
"čest","vštíví","nonword","word","nonword",NA
"komisař","vzpový","nonword","word","nonword",NA
"vyrobit","otřesnutí","nonword","word","nonword",NA
"víra","ovroj","nonword","word","nonword",NA
"otvor","efekřilý","nonword","word","nonword",NA
"penis","žesho","nonword","word","nonword",NA
"držet","vstalička","nonword","word","nonword",NA
"strom","střílený","nonword","word","nonword",NA
"šampaňské","zevíš","nonword","word","nonword",NA
"vztek","zeměděstvím","nonword","word","nonword",NA
"dáma","zevnějšsení","nonword","word","nonword",NA
"zbrojnice","žečils","nonword","word","nonword",NA
"ubohý","snála","nonword","word","nonword",NA
"plný","čísk","nonword","word","nonword",NA
"kravata","meškat","nonword","word","nonword",NA
"klášter","kvt","nonword","word","nonword",NA
"synovec","skrytra","nonword","word","nonword",NA
"honit","životní prostřgonball","nonword","word","nonword",NA
"námořnický","dlužvení","nonword","word","nonword",NA
"elektrický","zklidka","nonword","word","nonword",NA
"podzim","strážšenosti","nonword","word","nonword",NA
"stop","histý","nonword","word","nonword",NA
"zpráva","ošo","nonword","word","nonword",NA
"divadlo","zlonin","nonword","word","nonword",NA
"hora","delna","nonword","word","nonword",NA
"romantický","ztráka","nonword","word","nonword",NA
"tanec","ochranpokojení","nonword","word","nonword",NA
"komunistický","círdák","nonword","word","nonword",NA
"podepsat","juabie","nonword","word","nonword",NA
"minulý","žao","nonword","word","nonword",NA
"přijmout","zotavštěvy","nonword","word","nonword",NA
"silně","dorvák","nonword","word","nonword",NA
"atmosféra","znerva","nonword","word","nonword",NA
"právní","dlouvodaj","nonword","word","nonword",NA
"matematika","žratuď","nonword","word","nonword",NA
"obvykle","chcípkotanec","nonword","word","nonword",NA
"strašidelný","disneynalistika","nonword","word","nonword",NA
"fotbal","zůstakách","nonword","word","nonword",NA
"poručík","němžit","nonword","word","nonword",NA
"svatba","štěšit","nonword","word","nonword",NA
"burně","obdivoských","nonword","nonword","nonword",NA
"opradaně","lousknout","nonword","nonword","nonword",NA
"kněžžový","sváliv","nonword","nonword","nonword",NA
"venutách","akzpacka","nonword","nonword","nonword",NA
"důroj","svěře","nonword","nonword","nonword",NA
"zmitit se","bubno","nonword","nonword","nonword",NA
"důohavnost","clenost","nonword","nonword","nonword",NA
"nevolbách","kanditknu","nonword","nonword","nonword",NA
"s tup","telepých","nonword","nonword","nonword",NA
"hloupoté","ruskejm","nonword","nonword","nonword",NA
"konstro","příživ","nonword","nonword","nonword",NA
"donět","niřek","nonword","nonword","nonword",NA
"transporace","výstraž","nonword","nonword","nonword",NA
"paranorstrukční","tčena","nonword","nonword","nonword",NA
"nezvěstdivé","dorozhněvající","nonword","nonword","nonword",NA
"nds","batáš","nonword","nonword","nonword",NA
"apartty","seninách","nonword","nonword","nonword",NA
"neagenta","schvalometr","nonword","nonword","nonword",NA
"poslanží","vaadrena","nonword","nonword","nonword",NA
"troukávat","angantarktina","nonword","nonword","nonword",NA
"palučišt","kajma","nonword","nonword","nonword",NA
"uvolnice","buzdatnost","nonword","nonword","nonword",NA
"odland","obrádius","nonword","nonword","nonword",NA
"nepředle","artedink","nonword","nonword","nonword",NA
"atlangley","svátva","nonword","nonword","nonword",NA
"vávio","kancba","nonword","nonword","nonword",NA
"zboší","øív","nonword","nonword","nonword",NA
"liše","zapomelissy","nonword","nonword","nonword",NA
"žácent","sestřenikající","nonword","nonword","nonword",NA
"pereo","protrou","nonword","nonword","nonword",NA
"struktuice","stihneta","nonword","nonword","nonword",NA
"ještě pmral","wid","nonword","nonword","nonword",NA
"basespal","hraaa","nonword","nonword","nonword",NA
"myssa","honný","nonword","nonword","nonword",NA
"dozrychlená","vačce","nonword","nonword","nonword",NA
"prozře","nestupný","nonword","nonword","nonword",NA
"vlítní","pým","nonword","nonword","nonword",NA
"hohlídky","kresletí","nonword","nonword","nonword",NA
"křesšlu","pomajoné","nonword","nonword","nonword",NA
"manou","branný","nonword","nonword","nonword",NA
"elevládní","plré","nonword","nonword","nonword",NA
"lý","přid","nonword","nonword","nonword",NA
"nástřed","turřiď","nonword","nonword","nonword",NA
"výzkumní","sobně","nonword","nonword","nonword",NA
"zated","lispustit","nonword","nonword","nonword",NA
"trolk","nanka","nonword","nonword","nonword",NA
"fedešlýchce","doprobral","nonword","nonword","nonword",NA
"mravný","plyký","nonword","nonword","nonword",NA
"paligent","vlastdohlavý","nonword","nonword","nonword",NA
"tvořinech","filozostvím","nonword","nonword","nonword",NA
"slijmout","zahanbežit si","nonword","nonword","nonword",NA
"jaovláda","náslance","nonword","nonword","nonword",NA
"obtelle","odích","nonword","nonword","nonword",NA
"smhr","navistrukce","nonword","nonword","nonword",NA
"hurce","křiklo","nonword","nonword","nonword",NA
"mapráska","zklidka","nonword","nonword","nonword",NA
"dly","dlel","nonword","nonword","nonword",NA
"oslarika","hýbatbuci","nonword","nonword","nonword",NA
"odvzteklání","soumut","nonword","nonword","nonword",NA
"indikolosál","přispíš","nonword","nonword","nonword",NA
"patit","lenouška","nonword","nonword","nonword",NA
"porachal","stmic","nonword","nonword","nonword",NA
"skul","poslouským","nonword","nonword","nonword",NA
"hlášek","nup","nonword","nonword","nonword",NA
"uchána","chlastuace","nonword","nonword","nonword",NA
"umožnost","kalenlals","nonword","nonword","nonword",NA
"usmívata","kokní","nonword","nonword","nonword",NA
"klehák","žíea","nonword","nonword","nonword",NA
"prométheus si","kaž","nonword","nonword","nonword",NA
"dotánathan","vzpový","nonword","nonword","nonword",NA
"žvejkačka","plzů","nonword","nonword","nonword",NA
"svaní","kobyl","nonword","nonword","nonword",NA
"novitost","nářád","nonword","nonword","nonword",NA
"láxid","rokua","nonword","nonword","nonword",NA
"vitaváhu","tápec","nonword","nonword","nonword",NA
"firewallucování","emova","nonword","nonword","nonword",NA
"přehálích","úndy","nonword","nonword","nonword",NA
"louisaha","krávěd","nonword","nonword","nonword",NA
"atmokellera","cekrát","nonword","nonword","nonword",NA
"reyto","přisa","nonword","nonword","nonword",NA
"pertravní","svěchá","nonword","nonword","nonword",NA
"organizotečnej","otkaž","nonword","nonword","nonword",NA
"jahnusný","drhou","nonword","nonword","nonword",NA
"náboženpadla","komplicích","nonword","nonword","nonword",NA
"přífekční","spántit","nonword","nonword","nonword",NA
"gö","mlouvaze","nonword","nonword","nonword",NA
"smida","tibon","nonword","nonword","nonword",NA
"souzve","puntr","nonword","nonword","nonword",NA
"důstaura","jizvamikálie","nonword","nonword","nonword",NA
"vznikní sídlo","odmítcích","nonword","nonword","nonword",NA
"sabav","trstřízliví","nonword","nonword","nonword",NA
"uvíton","řít","nonword","nonword","nonword",NA
"nadtr","lepen","nonword","nonword","nonword",NA
"kristý","hrbert","nonword","nonword","nonword",NA
"manipulothbrok","rozpostří","nonword","nonword","nonword",NA
"časobách","ronto","nonword","nonword","nonword",NA
"ševně","dorvák","nonword","nonword","nonword",NA
"hlídličí","blouba","nonword","nonword","nonword",NA
"neomdlelvedlivý","hlemžik","nonword","nonword","nonword",NA
"konagi","tzs","nonword","nonword","nonword",NA
"slušlý","ukončina","nonword","nonword","nonword",NA
"mizpřetr","konzkrouce","nonword","nonword","nonword",NA
"enerkovník","soumluvný","nonword","nonword","nonword",NA
"slťo","makistán","nonword","nonword","nonword",NA
"senákých","štěšit","nonword","nonword","nonword",NA
"příkdejší","nadent","nonword","nonword","nonword",NA
"rhočet","zřetně","nonword","nonword","nonword",NA
"kouna","gallagherealizovat","nonword","nonword","nonword",NA
"chejtegie","čtvrzační","nonword","nonword","nonword",NA
"zprošpování","usmějggs","nonword","nonword","nonword",NA
"rentnice","vykopnuldávání","nonword","nonword","nonword",NA
"klela","eleknavý","nonword","nonword","nonword",NA
"výlyn","zípěch","nonword","nonword","nonword",NA
"odolba","avelěj","nonword","nonword","nonword",NA
"vtáhtival","zmůtek","nonword","nonword","nonword",NA
"pevzbuze","odkrat","nonword","nonword","nonword",NA
"trojkovat","přistoutit","nonword","nonword","nonword",NA
"časolích","pobližte","nonword","nonword","nonword",NA
"zrcachat","svrva","nonword","nonword","nonword",NA
"alhů","přístupní","nonword","nonword","nonword",NA
"odbláznit","uměnět","nonword","nonword","nonword",NA
"nepřísprávný","sebesekunda","nonword","nonword","nonword",NA
"židií","lécouzský","nonword","nonword","nonword",NA
"strý","aun","nonword","nonword","nonword",NA
"hráb","broupení","nonword","nonword","nonword",NA
"obrantura","vetrojka","nonword","nonword","nonword",NA
"přistein","venska","nonword","nonword","nonword",NA
"zhuson","goět","nonword","nonword","nonword",NA
"bioloostro","éct","nonword","nonword","nonword",NA
"graffium","pohnut","nonword","nonword","nonword",NA
"glězda","vikin","nonword","nonword","nonword",NA
"gochvála","záznamka","nonword","nonword","nonword",NA
"maxitkne","obrastránka","nonword","nonword","nonword",NA
"hopře","lebnik","nonword","nonword","nonword",NA
"muzerval","kučástka","nonword","nonword","nonword",NA
"věmém","manříš","nonword","nonword","nonword",NA
"lenosttě","výking","nonword","nonword","nonword",NA
"umožlivý","paidu","nonword","nonword","nonword",NA
"překey","dlouživu","nonword","nonword","nonword",NA
"zdvihnice","ličce","nonword","nonword","nonword",NA
"vybalerí","strážtující","nonword","nonword","nonword",NA
"kapitalistečnej","hintie","nonword","nonword","nonword",NA
"vevis","opranický","nonword","nonword","nonword",NA
"vrbí","začastnit","nonword","nonword","nonword",NA
"vzdámělý","obgr","nonword","nonword","nonword",NA
"deantarktiletí","clenost","nonword","nonword","nonword",NA
"zkutor","chyttura","nonword","nonword","nonword",NA
"lejba","blika","nonword","nonword","nonword",NA
"pím","presk","nonword","nonword","nonword",NA
"hrasmyčka","hurka","nonword","nonword","nonword",NA
"ejm","regiostrukční","nonword","nonword","nonword",NA
"planii","vštívice","nonword","nonword","nonword",NA
"podra","posmím","nonword","nonword","nonword",NA
"scházení","vást","nonword","nonword","nonword",NA
"stelh","šted","nonword","nonword","nonword",NA
"banva","opranice","nonword","nonword","nonword",NA
"movým","poneslyšení","nonword","nonword","nonword",NA
"vražvový","bochu","nonword","nonword","nonword",NA
"nezodpotrestaný","velvybouchnec","nonword","nonword","nonword",NA
"záchvaní","výnam","nonword","nonword","nonword",NA
"posha","paranolegrační","nonword","nonword","nonword",NA
"fantashou","nezvykleměřeně","nonword","nonword","nonword",NA
"býb","středka","nonword","nonword","nonword",NA
"tlakat","svívit","nonword","nonword","nonword",NA
"pidér","tacuj","nonword","nonword","nonword",NA
"pižit","čerpažích","nonword","nonword","nonword",NA
"obzkumník","ošo","nonword","nonword","nonword",NA
"mateleskoptika","srovvina","nonword","nonword","nonword",NA
"svědecvost","ruč","nonword","nonword","nonword",NA
"opranika","souval","nonword","nonword","nonword",NA
"akatá","autokost","nonword","nonword","nonword",NA
"ocitlání","výrogers","nonword","nonword","nonword",NA
"ovlávit","aljah","nonword","nonword","nonword",NA
"uvolnika","prstek","nonword","nonword","nonword",NA
"hlouyo","rámeš","nonword","nonword","nonword",NA
"stprch","asoze","nonword","nonword","nonword",NA
"charní","přípinách","nonword","nonword","nonword",NA
"tánní","richarko","nonword","nonword","nonword",NA
"bipia","neprázdnice","nonword","nonword","nonword",NA
"preziznám","rozleh","nonword","nonword","nonword",NA
"zánostní","ratii","nonword","nonword","nonword",NA
"spartara","zmírgální","nonword","nonword","nonword",NA
"užiha","důchytra","nonword","nonword","nonword",NA
"líbán","lív","nonword","nonword","nonword",NA
"chvátěrka","česnrý","nonword","nonword","nonword",NA
"snrj","hnig","nonword","nonword","nonword",NA
"asisview","luv","nonword","nonword","nonword",NA
"inshingtovat","protklo","nonword","nonword","nonword",NA
"pozdravilizace","vdich","nonword","nonword","nonword",NA
"povinkách","alerka","nonword","nonword","nonword",NA
"svza","laflynna","nonword","nonword","nonword",NA
"chirurgická operdustrial","trhja","nonword","nonword","nonword",NA
"vlastvedlnost","stihlaha","nonword","nonword","nonword",NA
"zežant","osak","nonword","nonword","nonword",NA
"pravdění","očira","nonword","nonword","nonword",NA
"exchanní","stýnie","nonword","nonword","nonword",NA
"doovláda","evaný","nonword","nonword","nonword",NA
"vyrodých","žratuď","nonword","nonword","nonword",NA
"prošpička","souříš","nonword","nonword","nonword",NA
"lhír","bishry","nonword","nonword","nonword",NA
"smrnent","supro","nonword","nonword","nonword",NA
"rost","nenáfolk","nonword","nonword","nonword",NA
"tidža","nyanek","nonword","nonword","nonword",NA
"guilo","kvt","nonword","nonword","nonword",NA
"čtvržeš","inmillerovat","nonword","nonword","nonword",NA
"zklaticky","jesha","nonword","nonword","nonword",NA
"leokráda","jemci","nonword","nonword","nonword",NA
"fův","fešáment","nonword","nonword","nonword",NA
"ručka","konhypnózace","nonword","nonword","nonword",NA
"krystace","kopřísní","nonword","nonword","nonword",NA
"prostředšení","koger","nonword","nonword","nonword",NA
"sokrátký","kancbye","nonword","nonword","nonword",NA
"ohrotelský","rašachta","nonword","nonword","nonword",NA
"příbou","snídý","nonword","nonword","nonword",NA
"oplznalin","diabron","nonword","nonword","nonword",NA
"budoních","pacicech","nonword","nonword","nonword",NA
"profepřít","arabvábí","nonword","nonword","nonword",NA
"bodeštník","daiquiritativní","nonword","nonword","nonword",NA
"zajímanager","jaoh","nonword","nonword","nonword",NA
"hrtj","znerva","nonword","nonword","nonword",NA
"příkrásný","champání","nonword","nonword","nonword",NA
"červejdou","beším","nonword","nonword","nonword",NA
"skau se","koúm","nonword","nonword","nonword",NA
"náling","davce","nonword","nonword","nonword",NA
"rozse","mahon","nonword","nonword","nonword",NA
"ovlivúhelník","vydrským","nonword","nonword","nonword",NA
"krouka","déjk","nonword","nonword","nonword",NA
"sklele","společkách","nonword","nonword","nonword",NA
"mailost","kalko","nonword","nonword","nonword",NA
"přístřeš","dvoulík","nonword","nonword","nonword",NA
"hosškolský","odstřihtění","nonword","nonword","nonword",NA
"ministerfield","instrast","nonword","nonword","nonword",NA
"prázdnit","nadlo","nonword","nonword","nonword",NA
"blázný","ověře","nonword","nonword","nonword",NA
"adresamozdřejmě","sagní","nonword","nonword","nonword",NA
"výnud","mrza","nonword","nonword","nonword",NA
"ynn","dalekovejch","nonword","nonword","nonword",NA
"ziček","plag","nonword","nonword","nonword",NA
"odbrenna","ouel","nonword","nonword","nonword",NA
"dřebi","střejít","nonword","nonword","nonword",NA
"warrenování","skrytra","nonword","nonword","nonword",NA
"teně","skrýný","nonword","nonword","nonword",NA
"fiaj","kvazen","nonword","nonword","nonword",NA
"icroj","poaranka","nonword","nonword","nonword",NA
"vér","zevnějšsení","nonword","nonword","nonword",NA
"gabař","utrný","nonword","nonword","nonword",NA
"vzpovenec","listohrál","nonword","nonword","nonword",NA
"hret","tučta","nonword","nonword","nonword",NA
"dovýchka","koprávně","nonword","nonword","nonword",NA
"nádum","okralina","nonword","nonword","nonword",NA
"společenpadla","šílentýnu","nonword","nonword","nonword",NA
"nahokage","lum","nonword","nonword","nonword",NA
"lhosredý","děvio","nonword","nonword","nonword",NA
"visty","strukcenění","nonword","nonword","nonword",NA
"rolda","warrenoduše","nonword","nonword","nonword",NA
"rosexistický","milichům","nonword","nonword","nonword",NA
"dašpičko","cuub","nonword","nonword","nonword",NA
"žacházce","tysladký","nonword","nonword","nonword",NA
"úklicína","nigno","nonword","nonword","nonword",NA
"kamda","souzřejmý","nonword","nonword","nonword",NA
"atentání","tursy","nonword","nonword","nonword",NA
"tuír","pošoustat","nonword","nonword","nonword",NA
"inarthurace","stojný","nonword","nonword","nonword",NA
"slýlat","holín","nonword","nonword","nonword",NA
"miskvělý","inževích","nonword","nonword","nonword",NA
"věsit","rvala","nonword","nonword","nonword",NA
"milostře","hrátpín","nonword","nonword","nonword",NA
"ukraření","akcentní","nonword","nonword","nonword",NA
"pierka","plív","nonword","nonword","nonword",NA
"makdo","snažnax","nonword","nonword","nonword",NA
"kůel","konfeskládce","nonword","nonword","nonword",NA
"střeleno","odedii","nonword","nonword","nonword",NA
"maho","čersil","nonword","nonword","nonword",NA
"něors","hrtáš","nonword","nonword","nonword",NA
"televiathan","zmlámový","nonword","nonword","nonword",NA
"kenvý","neplá","nonword","nonword","nonword",NA
"můrást","nejos","nonword","nonword","nonword",NA
"mícii","agenginál","nonword","nonword","nonword",NA
"vštívit","stuma","nonword","nonword","nonword",NA
"demonhloubce","mùo","nonword","nonword","nonword",NA
"mrňava","dojdemva","nonword","nonword","nonword",NA
"prokham","loaschopní","nonword","nonword","nonword",NA
"vysíctou","vlastnologie","nonword","nonword","nonword",NA
