"el_target","el_cue","type","target_type","cue_type","el_cosine"
"ασφαλής","οππέστάσιο","nonword","word","nonword",NA
"κάτι","ορπεσμός","nonword","word","nonword",NA
"κεντρικά γραφεία","ορκίεςμαι","nonword","word","nonword",NA
"θεωρία","ορμόλο","nonword","word","nonword",NA
"αγοραστής","μόμος","nonword","word","nonword",NA
"ζώο","ορφαεξτροφείο","nonword","word","nonword",NA
"ζώνη","οροαστρα","nonword","word","nonword",NA
"πτήση","οσμη","nonword","word","nonword",NA
"ευγνωμοσύνη","ουίσσε","nonword","word","nonword",NA
"πορτοκάλι","ουραφές","nonword","word","nonword",NA
"αιτία","ήγημα","nonword","word","nonword",NA
"συχνά","παγίστ","nonword","word","nonword",NA
"όραμα","πανάω","nonword","word","nonword",NA
"αλαζονεία","παλατες","nonword","word","nonword",NA
"παπούτσι","παλάνγ","nonword","word","nonword",NA
"φανταστικός","παιβ","nonword","word","nonword",NA
"φωτογράφος","πανοδηλα","nonword","word","nonword",NA
"μπέιζμπολ","πάκια","nonword","word","nonword",NA
"πακέτο","παεβούς","nonword","word","nonword",NA
"καρτέλ","παχηγοντας","nonword","word","nonword",NA
"πίστη","παραγωνής","nonword","word","nonword",NA
"άγνωστος","παράδεώρος","nonword","word","nonword",NA
"σαμπάνια","παράθυνσ","nonword","word","nonword",NA
"κίνδυνος","παραώνηση","nonword","word","nonword",NA
"καφές","παραυλα","nonword","word","nonword",NA
"περίπου","παράσωγος","nonword","word","nonword",NA
"τελικά","παρανοαλός","nonword","word","nonword",NA
"δυσάρεστος","παράαρμος","nonword","word","nonword",NA
"μαγιονέζα","παραβάευή","nonword","word","nonword",NA
"σύριγγα","παραδιρηση","nonword","word","nonword",NA
"σόδα","παρατσούλωι","nonword","word","nonword",NA
"φιλικός","παρανςοσύνη","nonword","word","nonword",NA
"καθηγητής","παρόγριος","nonword","word","nonword",NA
"φρικτός","παροτεία","nonword","word","nonword",NA
"βοηθός","παίζτα","nonword","word","nonword",NA
"καρέκλα","παταμέκι","nonword","word","nonword",NA
"συνεχώς","παγίρούλης","nonword","word","nonword",NA
"επιστροφη","ύφτωμα","nonword","word","nonword",NA
"εγκαταλείπω","ραίνα","nonword","word","nonword",NA
"παράγραφος","πετσαμα","nonword","word","nonword",NA
"πρίγκιπας","πειρομής","nonword","word","nonword",NA
"βαν","πεισμαιέρης","nonword","word","nonword",NA
"κόσμημα","περιαςλλον","nonword","word","nonword",NA
"πάπια","περιγρταω","nonword","word","nonword",NA
"δυνατά","περιχνω","nonword","word","nonword",NA
"φορτίο","περίνινε","nonword","word","nonword",NA
"κατάσταση","περιζόεία","nonword","word","nonword",NA
"εβδομαδιαίος","περιξεή","nonword","word","nonword",NA
"απόλυση","περιρματικό","nonword","word","nonword",NA
"δομή","περιφερεύοκό","nonword","word","nonword",NA
"μήκος","πετατάύδα","nonword","word","nonword",NA
"ανταμοιβή","πηκτ","nonword","word","nonword",NA
"σκόνη","φράνο","nonword","word","nonword",NA
"διαίσθηση","πιθαέστητα","nonword","word","nonword",NA
"πυροβολικό","πίθηγης","nonword","word","nonword",NA
"φράκτης","πιρδίκ","nonword","word","nonword",NA
"ακτινοβολία","πιθήκ","nonword","word","nonword",NA
"πρόσθετος","πιο χακυλα","nonword","word","nonword",NA
"υπηρέτρια","πισταύι","nonword","word","nonword",NA
"σήμα","πιστήθ","nonword","word","nonword",NA
"πάγωμα","πιστεωητα","nonword","word","nonword",NA
"λίμνη","πίστήλη","nonword","word","nonword",NA
"εμβόλιο","οπσω","nonword","word","nonword",NA
"μετάλλιο","πλανύνης","nonword","word","nonword",NA
"πλούσιος","πλατάμρμα","nonword","word","nonword",NA
"κλείσε","πλχνή","nonword","word","nonword",NA
"ερευνώ","πλυκος","nonword","word","nonword",NA
"φιλία","πλναυσμός","nonword","word","nonword",NA
"ρώμη","πλσπωμα","nonword","word","nonword",NA
"παράγω","πλήκγηση","nonword","word","nonword",NA
"υπουργός","έφευματώδης","nonword","word","nonword",NA
"κλασσικός","πνεφω","nonword","word","nonword",NA
"ηλεκτρικός","ποιηθώς","nonword","word","nonword",NA
"εξουσία","κλινή","nonword","word","nonword",NA
"αφροδίτη","πόλειας","nonword","word","nonword",NA
"κηδεία","πουλτική","nonword","word","nonword",NA
"σημάδι","πουλτισμός","nonword","word","nonword",NA
"καθετήρας","ποεπτιμος","nonword","word","nonword",NA
"υπερβάλλω","ποντύνι","nonword","word","nonword",NA
"δυνατότητα","ποαιογραφία","nonword","word","nonword",NA
"καταστροφή","πονητητα","nonword","word","nonword",NA
"κατασκήνωση","ποτάιρ","nonword","word","nonword",NA
"επενδύω","νητέ","nonword","word","nonword",NA
"ναύτης","πολώρι","nonword","word","nonword",NA
"αποτυχία","ιπτό","nonword","word","nonword",NA
"θυμάμαι","πουκύτισο","nonword","word","nonword",NA
"οπλοστάσιο","αγάγματι","nonword","word","nonword",NA
"παραμένει","προχματικότητα","nonword","word","nonword",NA
"σήραγγα","προωτική","nonword","word","nonword",NA
"ρομαντικός","πρμεινος","nonword","word","nonword",NA
"λάθος","πρεσινία","nonword","word","nonword",NA
"εξαφάνιση","πρεσβερίής","nonword","word","nonword",NA
"διάλεξη","πριγκίντσσα","nonword","word","nonword",NA
"χελώνα","πρσιολή","nonword","word","nonword",NA
"κρεμμύδι","προευποποίηση","nonword","word","nonword",NA
"διδάσκω","προνολιο","nonword","word","nonword",NA
"υψηλότητα","πρόουμς","nonword","word","nonword",NA
"μεταφορα","προπονολής","nonword","word","nonword",NA
"διακοπή","προσάρλή","nonword","word","nonword",NA
"προσελκύω","προστηίωση","nonword","word","nonword",NA
"παιχνίδι","προσηλή","nonword","word","nonword",NA
"εκατοστόμετρο","προσπαβέστε","nonword","word","nonword",NA
"κατώτερος","προστατεμά","nonword","word","nonword",NA
"επίσημος","προσφοντ","nonword","word","nonword",NA
"μισθός","πρόσφυμπς","nonword","word","nonword",NA
"νόστιμο","προσωπικεί","nonword","word","nonword",NA
"κοιλιακός","πρόσυνο","nonword","word","nonword",NA
"πρόκληση","προτώννω","nonword","word","nonword",NA
"προσωπικότητα","προϋαπλογισμός","nonword","word","nonword",NA
"πατέρας","προφές","nonword","word","nonword",NA
"εκεί","πρόχειροχόαγητό","nonword","word","nonword",NA
"ύψος","προχυθώ","nonword","word","nonword",NA
"ναι","πράιανης","nonword","word","nonword",NA
"πολεμικο ναυτικο","πρίπα","nonword","word","nonword",NA
"ουράνιος","πρωτοςλητής","nonword","word","nonword",NA
"βαμβάκι","πρωτέανη","nonword","word","nonword",NA
"αυγή","προχότυπο","nonword","word","nonword",NA
"περίμετρος","πτηλη","nonword","word","nonword",NA
"φεστιβάλ","πτηλη","nonword","word","nonword",NA
"μυστικότητα","ληλη","nonword","word","nonword",NA
"πύλη","πυξίωσ","nonword","word","nonword",NA
"φυλακισμένος","ιεραμίδα","nonword","word","nonword",NA
"πυρετός","ζυργος","nonword","word","nonword",NA
"πετυχαίνω","πυρίγεδα","nonword","word","nonword",NA
"γυμνός","πυρογόοτητής","nonword","word","nonword",NA
"ιστός","kαλητής","nonword","word","nonword",NA
"μουσικός","ραδωί","nonword","word","nonword",NA
"τεράστιος","ρατήόφωνο","nonword","word","nonword",NA
"γάτα","ρατιάρ","nonword","word","nonword",NA
"πληροφορώ","ραρτιστής","nonword","word","nonword",NA
"πρόγραμμα","υακόρ","nonword","word","nonword",NA
"σχεδίαση","ρεύτψιόν","nonword","word","nonword",NA
"αφαιρώ","ρεωτα","nonword","word","nonword",NA
"κτίριο","ρομπευ","nonword","word","nonword",NA
"τηλέφωνο","ροντωθ","nonword","word","nonword",NA
"ατμόσφαιρα","ροπίέτα","nonword","word","nonword",NA
"ιδιοκτήτης","ρομει","nonword","word","nonword",NA
"καρδινάλιος","ρορσώ","nonword","word","nonword",NA
"σφυρίζω","ρυθμικ","nonword","word","nonword",NA
"κόσμος","ρωσσή","nonword","word","nonword",NA
"πετώ","ρωμαφιός","nonword","word","nonword",NA
"πολιτισμός","ρωμαδές","nonword","word","nonword",NA
"υπουργείο","σάνγατο","nonword","word","nonword",NA
"σφαίρα","σαπογκάρι","nonword","word","nonword",NA
"ανετα","σάντφλιτς","nonword","word","nonword",NA
"σφυρί","σαιγς","nonword","word","nonword",NA
"δικαστής","σελεσμός","nonword","word","nonword",NA
"φίδι","σευκά","nonword","word","nonword",NA
"μαντήλι","άνισμός","nonword","word","nonword",NA
"το αεροδρομιο","σεκινιακός","nonword","word","nonword",NA
"παραίσθηση","σερενάριο","nonword","word","nonword",NA
"λύτρα","σεξοσίλικός","nonword","word","nonword",NA
"πλάκα","σεπτέμήσιος","nonword","word","nonword",NA
"αστείος","σερβιτρεος","nonword","word","nonword",NA
"διαμέρισμα","σερίπλς","nonword","word","nonword",NA
"επιφάνεια","σέλολου","nonword","word","nonword",NA
"χρηματοοικονομική","fiμα","nonword","word","nonword",NA
"παράξενος","σηδεία","nonword","word","nonword",NA
"κονιάκ","σημετώ","nonword","word","nonword",NA
"ασήμι","δαμερα","nonword","word","nonword",NA
"δακτυλικό αποτύπωμα","σίληρο","nonword","word","nonword",NA
"ενοχλεί","σιζόρά","nonword","word","nonword",NA
"βόλτα","σιωπηλθε","nonword","word","nonword",NA
"ιουλιέτα","σκέψω","nonword","word","nonword",NA
"προετοιμάζω","σκδετείτε","nonword","word","nonword",NA
"ντεντεκτίβ","σκρα","nonword","word","nonword",NA
"τέταρτος","σκειυρος","nonword","word","nonword",NA
"απουσία","σκληγες","nonword","word","nonword",NA
"ψηφοφόρος","σκοπικτής","nonword","word","nonword",NA
"σύγχυση","σκοπλέ","nonword","word","nonword",NA
"ειρωνικός","σκόραμ","nonword","word","nonword",NA
"πούρο","σκοτακι","nonword","word","nonword",NA
"χτίζω","σκουλήξη","nonword","word","nonword",NA
"κατευθείαν","σκουπίζαα","nonword","word","nonword",NA
"γάμος","σκουριπομένος","nonword","word","nonword",NA
"βλάκας","σκσμος","nonword","word","nonword",NA
"συκώτι","σκάγόδεμα","nonword","word","nonword",NA
"οργανώνω","σοίβα","nonword","word","nonword",NA
"διεύθυνση","σποτί","nonword","word","nonword",NA
"αποθηκεύσετε","σπωριμο","nonword","word","nonword",NA
"δωρεά","δρίτι","nonword","word","nonword",NA
"πουλί","σπρώδεε","nonword","word","nonword",NA
"σκάφος","ινάδιο","nonword","word","nonword",NA
"τελετή","στγκερά","nonword","word","nonword",NA
"μπράτσο","στόνη","nonword","word","nonword",NA
"αγκαλιάζω","σταρμα","nonword","word","nonword",NA
"απόγευμα","στενυδ","nonword","word","nonword",NA
"αλιεία","στύκα","nonword","word","nonword",NA
"εξοπλίζω","στομτέι","nonword","word","nonword",NA
"μαμά","στρατιδιης","nonword","word","nonword",NA
"μάχη","φέρες","nonword","word","nonword",NA
"εκβιασμός","στρουτυλό","nonword","word","nonword",NA
"πλοίο","στροώς","nonword","word","nonword",NA
"δολοφόνος","στλεμα","nonword","word","nonword",NA
"παντρεμένος","συίμενής","nonword","word","nonword",NA
"νίκη","συκέραφέας","nonword","word","nonword",NA
"αποφοιτώ","συγκεντρόπω","nonword","word","nonword",NA
"άρρωστος","σύειρουση","nonword","word","nonword",NA
"σταθμός","συωμαιρώ","nonword","word","nonword",NA
"τρελός","συγχντεση","nonword","word","nonword",NA
"κομμουνιστικός","συγχυθώ","nonword","word","nonword",NA
"γλείψιμο","σύλίγος","nonword","word","nonword",NA
"νωρίς","συλλάφω","nonword","word","nonword",NA
"καπιταλισμός","σύχιαση","nonword","word","nonword",NA
"πανεμορφη","συμβουγε","nonword","word","nonword",NA
"αξιοσημείωτος","συχθούν","nonword","word","nonword",NA
"δρομάκι","συμμορού","nonword","word","nonword",NA
"νέα","σύγκαν","nonword","word","nonword",NA
"χαζος","συμπέρρεμα","nonword","word","nonword",NA
"θρύλος","αλμπλεξη","nonword","word","nonword",NA
"επώνυμο","συμπτσετικός","nonword","word","nonword",NA
"τεχνητός","σύγκτωμα","nonword","word","nonword",NA
"ενοίκιο","ίην","nonword","word","nonword",NA
"ατύχημα","συναγερμαί","nonword","word","nonword",NA
"εκδήλωση","συνάδελφίν","nonword","word","nonword",NA
"χειμώνας","συνασυαστικός","nonword","word","nonword",NA
"συμπόνια","σύνδνιμος","nonword","word","nonword",NA
"αμερική","συνδπεσμός","nonword","word","nonword",NA
"ευαίσθητος","συνειδητοπνοώ","nonword","word","nonword",NA
"βαρέλι","συνήυνς","nonword","word","nonword",NA
"επιτεθείς","σύνντέο","nonword","word","nonword",NA
"νέος","συουδεία","nonword","word","nonword",NA
"μόλυνση","θάνολο","nonword","word","nonword",NA
"ψεύτης","συνοπαλία","nonword","word","nonword",NA
"πρόταση","σύντραμα","nonword","word","nonword",NA
"άγαλμα","υίνταξη","nonword","word","nonword",NA
"κομμάτι","συνταλητικός","nonword","word","nonword",NA
"δυναμίτιδα","συνωμοίρα","nonword","word","nonword",NA
"εκατό","ψάχνότητα","nonword","word","nonword",NA
"μουσικη","σφρατήδα","nonword","word","nonword",NA
"μώλωπας","σφυγιος","nonword","word","nonword",NA
"τύπος","σχέδες","nonword","word","nonword",NA
"δολοφονία","ορέση","nonword","word","nonword",NA
"συζήτηση","ρτίσιμο","nonword","word","nonword",NA
"λιμάνι","σχννιο","nonword","word","nonword",NA
"δημιουργικότητα","τεμα","nonword","word","nonword",NA
"εγκυμοσύνη","λίστά","nonword","word","nonword",NA
"ελικόπτερο","τατλισα","nonword","word","nonword",NA
"παιδί","αδίζω","nonword","word","nonword",NA
"δροσερός","ταλαιπντία","nonword","word","nonword",NA
"γυναίκα","ταλαιπντία","nonword","word","nonword",NA
"πέτρα","τάζο","nonword","word","nonword",NA
"κρεβάτι","ταωλ","nonword","word","nonword",NA
"περιγραφή","ταπεινητ","nonword","word","nonword",NA
"δήμαρχος","τατοκαζ","nonword","word","nonword",NA
"νευρικός","ρόφος","nonword","word","nonword",NA
"τρώω","ταφεδρομείο","nonword","word","nonword",NA
"επιστήμονας","τεγιος","nonword","word","nonword",NA
"βοηθώ","τελετουρτσα","nonword","word","nonword",NA
"καθρέφτης","φάλικά","nonword","word","nonword",NA
"λύκος","τείνκός","nonword","word","nonword",NA
"κινητήρας","σόλος","nonword","word","nonword",NA
"στρατός","λίρας","nonword","word","nonword",NA
"θεραπεύω","τεστατικό","nonword","word","nonword",NA
"αντιδραστήρας","τέήμασμα","nonword","word","nonword",NA
"ηρεμία","τέαβη","nonword","word","nonword",NA
"παρακολουθώ","τεαλικός","nonword","word","nonword",NA
"βοστώνος","τεχνολογοη","nonword","word","nonword",NA
"σαλάτα","τεχνούσθημα","nonword","word","nonword",NA
"επικοινωνία","τζod","nonword","word","nonword",NA
"πραγματικά","τζbi","nonword","word","nonword",NA
"λαμπρόσ","ιβκω","nonword","word","nonword",NA
"ντουλαπα ρουχων","τηλεγράφορα","nonword","word","nonword",NA
"αυτοκινητόδρομος","τημίσκόπιο","nonword","word","nonword",NA
"για πάντα","γλ","nonword","word","nonword",NA
"διαφυγή","τίουτα","nonword","word","nonword",NA
"γιαγιά","τοσεόκκινο","nonword","word","nonword",NA
"ανατολή","τοτόκάω","nonword","word","nonword",NA
"κρύβω","λίνος","nonword","word","nonword",NA
"θυμωμένος","τολι","nonword","word","nonword",NA
"υπολογίζω","τουαρχτα","nonword","word","nonword",NA
"πλύση","τουρνοπό","nonword","word","nonword",NA
"γενναιόδωρος","τουφλόι","nonword","word","nonword",NA
"εγωιστικός","τρεξουδιστής","nonword","word","nonword",NA
"μακριά","τραπόσι","nonword","word","nonword",NA
"υψηλός","τραπεζικεσέvργασιεσ","nonword","word","nonword",NA
"μπέικον","τραπσσίτης","nonword","word","nonword",NA
"σερβιτόρα","τρίαο","nonword","word","nonword",NA
"μέσα","τραψιμο","nonword","word","nonword",NA
"μοναστήρι","τρίτια","nonword","word","nonword",NA
"μοτέλ","τρομοντικός","nonword","word","nonword",NA
"άλογο","τρομερώσ","nonword","word","nonword",NA
"ωραίος","τρόπολο","nonword","word","nonword",NA
"τιμή","τροχόσπινά","nonword","word","nonword",NA
"μετριόφρων","τσαμη","nonword","word","nonword",NA
"ψευδησ","τσαρέντο","nonword","word","nonword",NA
"αυτοκράτορας","ορπικός","nonword","word","nonword",NA
"διάβολος","τυφλωτ","nonword","word","nonword",NA
"εταιρεία","τυούνας","nonword","word","nonword",NA
"ακούω","τυχερα παιγόιδια","nonword","word","nonword",NA
"δέντρο","θίρα","nonword","word","nonword",NA
"ήχος","εχεία","nonword","word","nonword",NA
"πιστός","άφιής","nonword","word","nonword",NA
"άνευ αξίας","shρό","nonword","word","nonword",NA
"αφεντικό","σθη","nonword","word","nonword",NA
"αυτί","ʼσα","nonword","word","nonword",NA
"ειδικός","υπερολθρωπος","nonword","word","nonword",NA
"κωμωδία","υπερίαάνεια","nonword","word","nonword",NA
"νεροχύτης","υπερόπανος","nonword","word","nonword",NA
"οικειοθελώς","υπασφυσικός","nonword","word","nonword",NA
"πανι πλοιου","υπηρεσβε","nonword","word","nonword",NA
"χρηματοδότηση","υπασκο","nonword","word","nonword",NA
"αξιοπρέπεια","υποβρύρνο","nonword","word","nonword",NA
"γρήγορα","υπόλσαπο","nonword","word","nonword",NA
"πρακτικά","υπομάβετικος","nonword","word","nonword",NA
"μιλώ","υπομική","nonword","word","nonword",NA
"ο άνθρωπος","υποστήριάλ","nonword","word","nonword",NA
"γενειάδα","υποτηχώ","nonword","word","nonword",NA
"ζωγράφος","υπουργικντσυμβούλιο","nonword","word","nonword",NA
"βελτίωση","υπόγέρω","nonword","word","nonword",NA
"συντήρηση","υποψιάιος","nonword","word","nonword",NA
"μαθηματικά","ξηγητό","nonword","word","nonword",NA
"δικαιοσύνη","επινόμενο","nonword","word","nonword",NA
"άμμος","φάσολος","nonword","word","nonword",NA
"κωδικός πρόσβασης","φανταστέ","nonword","word","nonword",NA
"υπερασπίζω","ουση","nonword","word","nonword",NA
"δαπανούν","φεοράρι","nonword","word","nonword",NA
"διαφορετικός","φέκίτρο","nonword","word","nonword",NA
"τέλειος","ανάνω","nonword","word","nonword",NA
"αντιστέκομαι","φιλανθρωχτα","nonword","word","nonword",NA
"οικείος","ξυλε","nonword","word","nonword",NA
"στήθος","φιpe","nonword","word","nonword",NA
"αντίθετος","φιλοξειδα","nonword","word","nonword",NA
"δρόμος","φιλούιφία","nonword","word","nonword",NA
"θρόνος","φιλοταόνηση","nonword","word","nonword",NA
"αυγό","φλοτουριά","nonword","word","nonword",NA
"μηχανικός","φλρρα","nonword","word","nonword",NA
"θεϊκός","θυιτζάνι","nonword","word","nonword",NA
"φαντασία","ρυβος","nonword","word","nonword",NA
"σύνδεση","φονιβα","nonword","word","nonword",NA
"βαλίτσα","φολιώνω","nonword","word","nonword",NA
"θάβω","φοβίνος","nonword","word","nonword",NA
"βρεγμένος","φοπέτα","nonword","word","nonword",NA
"σωτήρας","επέσκο","nonword","word","nonword",NA
"ανατριχιαστικός","φρωπη","nonword","word","nonword",NA
"μείον","έσουρά","nonword","word","nonword",NA
"ήλιος","φτιαχνω,ιωανω","nonword","word","nonword",NA
"ότι","φτΐσεια","nonword","word","nonword",NA
"ηθοποιός","φτεvός","nonword","word","nonword",NA
"συναυλία","ελλή","nonword","word","nonword",NA
"βανίλια","λισικά","nonword","word","nonword",NA
"πρακτορείο","φυσιεύς","nonword","word","nonword",NA
"χορός","φυΐε","nonword","word","nonword",NA
"σύνταγμα","μπλιά","nonword","word","nonword",NA
"καταιγίδα","φωψω","nonword","word","nonword",NA
"σπιτονοικοκύρης","φωωμά","nonword","word","nonword",NA
"στάση","φωτογραφικρημηχανη","nonword","word","nonword",NA
"διατήρηση","χαζοετε","nonword","word","nonword",NA
"κλειδαριά","χαλάλός","nonword","word","nonword",NA
"σωματίδιο","χαρηγελο","nonword","word","nonword",NA
"τρίτη","κνος","nonword","word","nonword",NA
"επιτροπή","χαρακτημας","nonword","word","nonword",NA
"εκραγεί","χαϊύί","nonword","word","nonword",NA
"σκληρός","χαρτρούλακας","nonword","word","nonword",NA
"τσάντα","χετιος","nonword","word","nonword",NA
"μονοπάτι","χερμονομία","nonword","word","nonword",NA
"εκρηκτικός","χειρουερός","nonword","word","nonword",NA
"ανιψιός","αίρι","nonword","word","nonword",NA
"ομορφιά","ρόμεία","nonword","word","nonword",NA
"ανεμοστρόβιλος","kiμική ουσία","nonword","word","nonword",NA
"εμπορία","οινα","nonword","word","nonword",NA
"τηλεόραση","orρα","nonword","word","nonword",NA
"τομή","ελλια","nonword","word","nonword",NA
"τεχνική","χιλιόμετημ","nonword","word","nonword",NA
"πλήρης","χοτεινό","nonword","word","nonword",NA
"μάγουλο","χόρει","nonword","word","nonword",NA
"κλινική","χορεύτικα","nonword","word","nonword",NA
"σκοινί","χρηματήρότηση","nonword","word","nonword",NA
"χοίρος","χρστιμος","nonword","word","nonword",NA
"ζάλη","χριστούγενάμ","nonword","word","nonword",NA
"μηχανή","χρυσαφμαιος","nonword","word","nonword",NA
"παραφυσικός","χρωρα","nonword","word","nonword",NA
"πρωί","χώθη","nonword","word","nonword",NA
"μασάω","χωούτικότητα","nonword","word","nonword",NA
"νεαρός","aνμα","nonword","word","nonword",NA
"καταφύγιο","ψευδουσθηση","nonword","word","nonword",NA
"φοβερο","ψυκτ","nonword","word","nonword",NA
"ρεαλιστικός","ψωβς","nonword","word","nonword",NA
"αποτέλεσμα","κιος","nonword","word","nonword",NA
"δημοσιογράφος","ημες ωρες","nonword","word","nonword",NA
"ινητευτικός","ανησυχισ","nonword","nonword","nonword",NA
"γαλικός","ενόύτε","nonword","nonword","nonword",NA
"ευλάμπια","γνόμος","nonword","nonword","nonword",NA
"taστεία","υπερόπανος","nonword","nonword","nonword",NA
"περιουλία","ορπεσμός","nonword","nonword","nonword",NA
"βόθρα","αναγταση","nonword","nonword","nonword",NA
"ζωγρντος","ινάδιο","nonword","nonword","nonword",NA
"εξωτερικεί","κατάλικός","nonword","nonword","nonword",NA
"τρεμα","έρευ","nonword","nonword","nonword",NA
"στίαό","διάρροσύ","nonword","nonword","nonword",NA
"αντίβολος","υποβρύρνο","nonword","nonword","nonword",NA
"τέξ","ρετι","nonword","nonword","nonword",NA
"εκενό","κβανικός","nonword","nonword","nonword",NA
"ινικόπτερο","πρόσφυμπς","nonword","nonword","nonword",NA
"οδωπός","εμποριορς","nonword","nonword","nonword",NA
"ικανεςητα","τρομερώσ","nonword","nonword","nonword",NA
"σεηνά","εγπτηση","nonword","nonword","nonword",NA
"μιράρια","πρωτέανη","nonword","nonword","nonword",NA
"ευρεσθητος","μυεγχος","nonword","nonword","nonword",NA
"αφύγω","επιθτήρητής","nonword","nonword","nonword",NA
"τεράσταίς","κολακενς","nonword","nonword","nonword",NA
"καιείνος","παράδεώρος","nonword","nonword","nonword",NA
"επισπόμονας","προευποποίηση","nonword","nonword","nonword",NA
"ικάντα","συμβουγε","nonword","nonword","nonword",NA
"νυχθ","ύφτωμα","nonword","nonword","nonword",NA
"σύριοία","παλάνγ","nonword","nonword","nonword",NA
"σημαυτα","προϋαπλογισμός","nonword","nonword","nonword",NA
"μακαζ","τυούνας","nonword","nonword","nonword",NA
"σαμακι","επεξεργάζομαι, διαδικαμοα","nonword","nonword","nonword",NA
"αιναα","συίμενής","nonword","nonword","nonword",NA
"γυναολα","στώνας","nonword","nonword","nonword",NA
"υπειρίνομαι","κιος","nonword","nonword","nonword",NA
"καταιγισα","ασυνεξης","nonword","nonword","nonword",NA
"εξωγκόνο","μήπω","nonword","nonword","nonword",NA
"επιτοδείς","εποιγων","nonword","nonword","nonword",NA
"tεεανός","πράιανης","nonword","nonword","nonword",NA
"φάλικός","ομας","nonword","nonword","nonword",NA
"πάμές","προσπαβέστε","nonword","nonword","nonword",NA
"καταστρούς","μηχαμηκός","nonword","nonword","nonword",NA
"μενικός","κοκιά","nonword","nonword","nonword",NA
"περισσαφή","θαυμπίω","nonword","nonword","nonword",NA
"άλμύθι","ρομπευ","nonword","nonword","nonword",NA
"επαλιστικός","ενηςητα","nonword","nonword","nonword",NA
"μίδεα","αληθhu","nonword","nonword","nonword",NA
"καρδμβάλιος","απεναντιtίπο","nonword","nonword","nonword",NA
"γορίποας","τάρη","nonword","nonword","nonword",NA
"δίst","ενοιτραση","nonword","nonword","nonword",NA
"ομοσποληία","άννάξε","nonword","nonword","nonword",NA
"στυσος","ενουξει","nonword","nonword","nonword",NA
"κυτια","στροώς","nonword","nonword","nonword",NA
"διαφέθή","κετρενο","nonword","nonword","nonword",NA
"εκτιπo","ύπνοια","nonword","nonword","nonword",NA
"πανις","τραπόσι","nonword","nonword","nonword",NA
"μάάγκα","ναικικός","nonword","nonword","nonword",NA
"κόμινχα","γήωας","nonword","nonword","nonword",NA
"μαίδω","μιλάοφόρος","nonword","nonword","nonword",NA
"κομψίνα","λέΐνη","nonword","nonword","nonword",NA
"εξεγές","πρμεινος","nonword","nonword","nonword",NA
"συναηγώ","καπνοπ","nonword","nonword","nonword",NA
"πάθεα","δοαιος","nonword","nonword","nonword",NA
"τριπλοκά","ηκτικά","nonword","nonword","nonword",NA
"πρόγρααγα","άφιής","nonword","nonword","nonword",NA
"μπέλμαν","νόνδυνος","nonword","nonword","nonword",NA
"χειραγοπώ","γοδομένα","nonword","nonword","nonword",NA
"εφτήρας","ομοφία","nonword","nonword","nonword",NA
"εσορατόριο","naλιος","nonword","nonword","nonword",NA
"διαμύνισμα","ναεμος","nonword","nonword","nonword",NA
"γοασιά","διωινές","nonword","nonword","nonword",NA
"σκοτροω","εισαλώ","nonword","nonword","nonword",NA
"μεθυμάένος","απότκία","nonword","nonword","nonword",NA
"σίμος","ειντολή","nonword","nonword","nonword",NA
"διαδικοπία","βαεθνιστήριο","nonword","nonword","nonword",NA
"ρυφοφόρος","ανάνω","nonword","nonword","nonword",NA
"τρελια","μασωα","nonword","nonword","nonword",NA
"δοζόριο","απαγδρέας","nonword","nonword","nonword",NA
"ανίσετρος","βράχτε","nonword","nonword","nonword",NA
"υδροεθνο","οροαστρα","nonword","nonword","nonword",NA
"όγνη","αυήινουν","nonword","nonword","nonword",NA
"παλέτης","εφλπική","nonword","nonword","nonword",NA
"λέκογένεια","λεμονάρκ","nonword","nonword","nonword",NA
"διακάτή","ταλαιπντία","nonword","nonword","nonword",NA
"συμπαίια","νόμπουμ","nonword","nonword","nonword",NA
"γρατορα","τρεξουδιστής","nonword","nonword","nonword",NA
"εκπαάτευση","κοινλλούλιο","nonword","nonword","nonword",NA
"στρατηρεκή","οφμα","nonword","nonword","nonword",NA
"μιιμό","μοηλή","nonword","nonword","nonword",NA
"βαελλειο","eβη","nonword","nonword","nonword",NA
"geλη","τημίσκόπιο","nonword","nonword","nonword",NA
"μπράλλο","ρτίσιμο","nonword","nonword","nonword",NA
"αγβρη","πεισμαιέρης","nonword","nonword","nonword",NA
"hyμη","κατά λώτος","nonword","nonword","nonword",NA
"ανακρινές","δημοφιπος","nonword","nonword","nonword",NA
"δάνεαν","ουίσσε","nonword","nonword","nonword",NA
"πίλοστάσιο","ηφθεση","nonword","nonword","nonword",NA
"πισωύνι","αυτοκτχεία","nonword","nonword","nonword",NA
"τρημικός","διανάρτικός","nonword","nonword","nonword",NA
"κολλός","ποτάιρ","nonword","nonword","nonword",NA
"μπνυ","ψευδουσθηση","nonword","nonword","nonword",NA
"βλέφη","ληλη","nonword","nonword","nonword",NA
"νεκρέπαφείο","αβηρος","nonword","nonword","nonword",NA
"σκδυάδι","σηδεία","nonword","nonword","nonword",NA
"μώοιπας","επιδόρύρο","nonword","nonword","nonword",NA
"σλξα","έρθεος","nonword","nonword","nonword",NA
"αγώνομ","κυσθητήρας","nonword","nonword","nonword",NA
"υπερασιάζω","επέσκο","nonword","nonword","nonword",NA
