"hy_target","hy_cue","type","target_type","cue_type","hy_cosine"
"ծառուղի","ռադաստ","nonword","word","nonword",NA
"ջերմաստիճան","ռիcn","nonword","word","nonword",NA
"կառավարություն","ռիառ","nonword","word","nonword",NA
"ձերբակալել","մասկոտ","nonword","word","nonword",NA
"ազգ","ռուատ","nonword","word","nonword",NA
"տալ","ռոռնո","nonword","word","nonword",NA
"ապրանքի","ոլմ","nonword","word","nonword",NA
"դեռահաս","թիմեո","nonword","word","nonword",NA
"ալյուր","ծաւմբ","nonword","word","nonword",NA
"հոկտեմբեր","ղեգ","nonword","word","nonword",NA
"խոհարար","սաստվարտ","nonword","word","nonword",NA
"վախենալ","սաիր","nonword","word","nonword",NA
"գրել","սարսճի","nonword","word","nonword",NA
"պարել","պերսափելի","nonword","word","nonword",NA
"ահավոր","սանսավորում","nonword","word","nonword",NA
"փրկիչ","սեձեն","nonword","word","nonword",NA
"ֆինանսական","սեմիջնր","nonword","word","nonword",NA
"քաղաքակրթություն","սեմիջնր","nonword","word","nonword",NA
"հղիություն","սենդեղչ","nonword","word","nonword",NA
"պահպանել","սեգրակ","nonword","word","nonword",NA
"փախստական","սեհնացիոն","nonword","word","nonword",NA
"հանցանք","սեիմոր","nonword","word","nonword",NA
"գլխարկ","սեռաեմբեր","nonword","word","nonword",NA
"ոխակալ","սեպտկան","nonword","word","nonword",NA
"համազգեստ","սեւշանտ","nonword","word","nonword",NA
"բեկոն","սթки","nonword","word","nonword",NA
"գայլ","քերես","nonword","word","nonword",NA
"հավանականություն","սիրոյիկան","nonword","word","nonword",NA
"աջակցել","սիրոեսի","nonword","word","nonword",NA
"արարած","ասրուն","nonword","word","nonword",NA
"ֆանտազիա","աոալ","nonword","word","nonword",NA
"ծաղիկ","աոալ","nonword","word","nonword",NA
"ճիշտ","մպտոր","nonword","word","nonword",NA
"շեշտ","սկյոds","nonword","word","nonword",NA
"ցավ","սնկենդ","nonword","word","nonword",NA
"պայթյուն","գեվ","nonword","word","nonword",NA
"հնդկահավ","սովորագիր","nonword","word","nonword",NA
"սեփականատեր","սոճարական","nonword","word","nonword",NA
"նավահանգիստ","սովութլ","nonword","word","nonword",NA
"երկարություն","սոնաանավ","nonword","word","nonword",NA
"շաբաթ","սորո","nonword","word","nonword",NA
"գեղեցկուհի","սուրջիծնունդ","nonword","word","nonword",NA
"դիմադրել","սպխվել","nonword","word","nonword",NA
"ջրարջ","սպիտուուց","nonword","word","nonword",NA
"ներսի","սպիտուուց","nonword","word","nonword",NA
"ճգնաժամ","ստինիոն","nonword","word","nonword",NA
"գոյատեւել","ստամկիս","nonword","word","nonword",NA
"քաղաքական","ստեղկալ","nonword","word","nonword",NA
"որ","ստուծում","nonword","word","nonword",NA
"հաստ","ստւցաբաժանում","nonword","word","nonword",NA
"կեղտոտ","ստուրժւմ","nonword","word","nonword",NA
"երկնային","ստրկր","nonword","word","nonword",NA
"հեռու","սրգա","nonword","word","nonword",NA
"վիրաբուժություն","սրվոիտ","nonword","word","nonword",NA
"քննարկում","վաsp","nonword","word","nonword",NA
"չորս","վածացնել","nonword","word","nonword",NA
"գործունեություն","վաարն","nonword","word","nonword",NA
"արծաթ","վանև","nonword","word","nonword",NA
"դրամապանակ","վաճաննղ","nonword","word","nonword",NA
"զենք ու զրահ","վայրագք","nonword","word","nonword",NA
"անարդար","վածքկան","nonword","word","nonword",NA
"շատ","վանենգտոն","nonword","word","nonword",NA
"արեգակնային","վարերան","nonword","word","nonword",NA
"ձայն","վահրել","nonword","word","nonword",NA
"թենիս","վառալ","nonword","word","nonword",NA
"վստահություն","վահը","nonword","word","nonword",NA
"ամուսնություն","վածոակալ","nonword","word","nonword",NA
"ծիծաղել","վաղվել","nonword","word","nonword",NA
"համերգ","վատթունք","nonword","word","nonword",NA
"թաղել","վեսեւթյուն","nonword","word","nonword",NA
"հաճախորդ","վերակամանել","nonword","word","nonword",NA
"փորձ","վերանըել","nonword","word","nonword",NA
"ինչ-որ տեղ","վեոնուծող","nonword","word","nonword",NA
"ուղարկել","վեժնակ","nonword","word","nonword",NA
"արեւելք","վերնաշտիիկ","nonword","word","nonword",NA
"գրասենյակ","վեցք","nonword","word","nonword",NA
"գիտելիք","վեմտապես","nonword","word","nonword",NA
"ի վերջո","ուրք","nonword","word","nonword",NA
"կրոն","վիռիկ","nonword","word","nonword",NA
"գտնվելու վայր","վիզեպ","nonword","word","nonword",NA
"արտադրություն","ոդսկի","nonword","word","nonword",NA
"փոշի","վիրայեւյժ","nonword","word","nonword",NA
"կտոր","շարավորանք","nonword","word","nonword",NA
"ձեռնարկատեր","րդրուս","nonword","word","nonword",NA
"բարձր գնահատել","стա","nonword","word","nonword",NA
"ներդնել","faայություն","nonword","word","nonword",NA
"թռչուն","կվտահել","nonword","word","nonword",NA
"հասկանալ","վրст","nonword","word","nonword",NA
"նվիրատվություն","տապիր","nonword","word","nonword",NA
"գնդապետ","տարբանք","nonword","word","nonword",NA
"բրո","տառապայի","nonword","word","nonword",NA
"բայ","տառաւոլ","nonword","word","nonword",NA
"միլիարդ","տարանտշրջանային","nonword","word","nonword",NA
"անհատ","տարանըւթյուն","nonword","word","nonword",NA
"հարստություն","տարեթիրձ","nonword","word","nonword",NA
"մայրիկ","մոք","nonword","word","nonword",NA
"տարր","մոք","nonword","word","nonword",NA
"դինամիկ","տարքւթյուն","nonword","word","nonword",NA
"բարելավում","տաւլի","nonword","word","nonword",NA
"վագոն","տեխնգրական","nonword","word","nonword",NA
"քաղաքականություն","տեատոլոգիա","nonword","word","nonword",NA
"շարունակել","խող","nonword","word","nonword",NA
"պատճառ","տեղատվել","nonword","word","nonword",NA
"առեվանգել","տեղավութլ","nonword","word","nonword",NA
"կեղծ","տեղավութլ","nonword","word","nonword",NA
"գեղեցիկ","տեսացոիկ","nonword","word","nonword",NA
"խնդրել","տենիել","nonword","word","nonword",NA
"խաբեբա","տեսովր","nonword","word","nonword",NA
"նախարար","տերմստալ","nonword","word","nonword",NA
"այտ","տեռոտ","nonword","word","nonword",NA
"զենք","տիեզերագայց","nonword","word","nonword",NA
"սուզել","տիհներք","nonword","word","nonword",NA
"կայան","տիզմիկ","nonword","word","nonword",NA
"սահմանադրություն","հբուր","nonword","word","nonword",NA
"քնել","աժաճ","nonword","word","nonword",NA
"սահմանում","իզաներ","nonword","word","nonword",NA
"ոսկեգույն","stակ","nonword","word","nonword",NA
"վթար","տոկե","nonword","word","nonword",NA
"ատլանտյան","տուո","nonword","word","nonword",NA
"սպանություն","տոբոանք","nonword","word","nonword",NA
"վնասվածք","լաւն","nonword","word","nonword",NA
"ներդրող","տպավորաբ","nonword","word","nonword",NA
"քրիստոնյա","չոում","nonword","word","nonword",NA
"խոզ","էյյալներ","nonword","word","nonword",NA
"հաջողության հասնել","ցավե","nonword","word","nonword",NA
"ռեստորան","reնկություն","nonword","word","nonword",NA
"տրամադրել","reնց","nonword","word","nonword",NA
"կառուցել","րոխ","nonword","word","nonword",NA
"ավարտել","սնմենտ","nonword","word","nonword",NA
"երեք","ցնցորմ","nonword","word","nonword",NA
"ապացույց","սկւցադրում","nonword","word","nonword",NA
"ատոմային","փաեկել","nonword","word","nonword",NA
"բարձր","փամփտական","nonword","word","nonword",NA
"ընտրել","փաուուն","nonword","word","nonword",NA
"հոգեբանություն","փալիվոր","nonword","word","nonword",NA
"ցինիկ","փալտ","nonword","word","nonword",NA
"շանտաժ","փափոre","nonword","word","nonword",NA
"հաբ","փեվեն","nonword","word","nonword",NA
"բանտարկություն","փիլիսոյթյություն","nonword","word","nonword",NA
"հարյուր","գշրուն","nonword","word","nonword",NA
"տեխնիկա","փոմբրիկ","nonword","word","nonword",NA
"սխալվել","փոխադրամոնոց","nonword","word","nonword",NA
"ձու","փոխաոցնել","nonword","word","nonword",NA
"մեծահոգի","ընխում","nonword","word","nonword",NA
"սովորեցնել","ամստ","nonword","word","nonword",NA
"կրծքավանդակ","նկրել","nonword","word","nonword",NA
"անկարող","փորլուրգւթյուն","nonword","word","nonword",NA
"դուռ","փոет","nonword","word","nonword",NA
"համաճարակ","փոет","nonword","word","nonword",NA
"ծառա","փոձնագետ","nonword","word","nonword",NA
"բոց","փորձվա","nonword","word","nonword",NA
"լրացուցիչ","փոin","nonword","word","nonword",NA
"ստեղծագործություն","փոքրմտանակություն","nonword","word","nonword",NA
"աղքատություն","մեկել","nonword","word","nonword",NA
"խայծ","քաղադրկանություն","nonword","word","nonword",NA
"հարձակվել","քաղաիլվարի","nonword","word","nonword",NA
"մամուլ","քաղաքաջնական","nonword","word","nonword",NA
"բանտ","քանիր","nonword","word","nonword",NA
"մերսել","նոմի","nonword","word","nonword",NA
"եզակի","ղինակ","nonword","word","nonword",NA
"անելանելի","լիշ","nonword","word","nonword",NA
"ռոմանտիկ","դիոս","nonword","word","nonword",NA
"սողացող","քեստ","nonword","word","nonword",NA
"վառելանյութ","ռիրել","nonword","word","nonword",NA
"իրապես","քիատա","nonword","word","nonword",NA
"փառք","քիմիսիան","nonword","word","nonword",NA
"ճակատագրական","mdնել","nonword","word","nonword",NA
"շարժիչ","ձանադատական","nonword","word","nonword",NA
"դուրեկան","իճնել","nonword","word","nonword",NA
"կապտուկ","ձանություն","nonword","word","nonword",NA
"հայր","фиել","nonword","word","nonword",NA
"հայելի","մպլեջ","nonword","word","nonword",NA
"խումբ","նվւյր","nonword","word","nonword",NA
"պատահել","anյեկտ","nonword","word","nonword",NA
"անվտանգություն","ադնություն","nonword","word","nonword",NA
"քաղաքագետ","ադտակար","nonword","word","nonword",NA
"մորֆին","ողային","nonword","word","nonword",NA
"անջատում","woակ","nonword","word","nonword",NA
"զզվելի","ая","nonword","word","nonword",NA
"խուլ","ուական","nonword","word","nonword",NA
"բաժին","օրացուրծ","nonword","word","nonword",NA
"իշխանություն","օրգաow","nonword","word","nonword",NA
"արշալույս","ֆագա","nonword","word","nonword",NA
"արդարացում","մինոմեն","nonword","word","nonword",NA
"հայտարարություն","ֆեէներ","nonword","word","nonword",NA
"հաղորդագրություն","ֆիզիիչ","nonword","word","nonword",NA
"ավտոտնակ","ֆինանստիես","nonword","word","nonword",NA
"հեռախոս","ֆինանսոլր","nonword","word","nonword",NA
"քիթ","ֆոնոտ","nonword","word","nonword",NA
"նախածիշ","օրգաow","nonword","nonword","nonword",NA
"ուղեճեր","շրթնանզակ","nonword","nonword","nonword",NA
"եստի","լիրին","nonword","nonword","nonword",NA
"եռերատիկ","բարեղբրծություն","nonword","nonword","nonword",NA
"ունդանի","փոխաոցնել","nonword","nonword","nonword",NA
"հատկակվող","daսական","nonword","nonword","nonword",NA
"զաեզերակ","ֆիզիիչ","nonword","nonword","nonword",NA
"քարտee","վաsp","nonword","nonword","nonword",NA
"գրկա","մարզավոր","nonword","nonword","nonword",NA
"հավածքկան","հրամանատլը","nonword","nonword","nonword",NA
"սահմիրադրություն","նկլը","nonword","nonword","nonword",NA
"շահաացել","լաակտես","nonword","nonword","nonword",NA
"պաշտպայթլ","սպիտուուց","nonword","nonword","nonword",NA
"կեղևր","սիրտիկ","nonword","nonword","nonword",NA
"պոնար","հիվաաս","nonword","nonword","nonword",NA
"վաճանչլ","սովութլ","nonword","nonword","nonword",NA
"ադնություն","ընատանուր","nonword","nonword","nonword",NA
"վետ","ոլ","nonword","nonword","nonword",NA
"ֆանտազցի","բանասյվ","nonword","nonword","nonword",NA
"արկոլել","սեռաեմբեր","nonword","nonword","nonword",NA
"ղերոզ","չափանիս","nonword","nonword","nonword",NA
"դիցա","ոդսկի","nonword","nonword","nonword",NA
"դակնաս","ւանի","nonword","nonword","nonword",NA
"մեհյլ","հահեռ","nonword","nonword","nonword",NA
"խարտարել","տեատոլոգիա","nonword","nonword","nonword",NA
"ճակատանկր","վաճաննղ","nonword","nonword","nonword",NA
"ընթազն","յոէս","nonword","nonword","nonword",NA
"ընիտություն","սպիտուուց","nonword","nonword","nonword",NA
"ւոր","ռսալ","nonword","nonword","nonword",NA
"արտահաիրություն","բանաստզած","nonword","nonword","nonword",NA
"օտլը","ժամանակ առդյամանակ","nonword","nonword","nonword",NA
"ռիամ","թերազիահատում","nonword","nonword","nonword",NA
"մաքրն","քիմիսիան","nonword","nonword","nonword",NA
"հոռմբանություն","նեմինչել","nonword","nonword","nonword",NA
"ուջողային","համադաություն","nonword","nonword","nonword",NA
"ծաց","ինքնագետ","nonword","nonword","nonword",NA
"վաճախա","քրություն","nonword","nonword","nonword",NA
"րտակել","դրիատ","nonword","nonword","nonword",NA
"ինգեւիցիա","ցավե","nonword","nonword","nonword",NA
"ադտագործել","պարոեսի","nonword","nonword","nonword",NA
"հյուածել","ամառում","nonword","nonword","nonword",NA
"զգացմոածք","ջունտրիներում","nonword","nonword","nonword",NA
"հանոտություն","դանդզմկոտ","nonword","nonword","nonword",NA
"ստղ","օրացուրծ","nonword","nonword","nonword",NA
"շարին","պահաեւել","nonword","nonword","nonword",NA
"րզ","երսար","nonword","nonword","nonword",NA
"վարա","մասոել","nonword","nonword","nonword",NA
"ութրակիորեն","ազռնական","nonword","nonword","nonword",NA
"մաիտասպան","ях","nonword","nonword","nonword",NA
"ստնգել","գատկատ","nonword","nonword","nonword",NA
"ռեժիցեր","տաժ","nonword","nonword","nonword",NA
"սբակալ","տիզմիկ","nonword","nonword","nonword",NA
"օսիվ","մեик","nonword","nonword","nonword",NA
"պալիկ","կարտնչիլ","nonword","nonword","nonword",NA
"փլավոր","պոնցո","nonword","nonword","nonword",NA
"ժողովրծովարություն","стա","nonword","nonword","nonword",NA
"վաուկ","փորորդ","nonword","nonword","nonword",NA
"անհանգստանտը","ստամկիս","nonword","nonword","nonword",NA
"արցոակնային","փոքրմտանակություն","nonword","nonword","nonword",NA
"հողքված","կաբիկոտ","nonword","nonword","nonword",NA
"նեխ","կողմնացոյաց","nonword","nonword","nonword",NA
"բրտություն","հարվրսել","nonword","nonword","nonword",NA
"թեկո","սաստվարտ","nonword","nonword","nonword",NA
"ուսոմյում","պահպւհան","nonword","nonword","nonword",NA
"գլխաch","րիջ","nonword","nonword","nonword",NA
"լոյէլ","յզել","nonword","nonword","nonword",NA
"բոցն","տառաւոլ","nonword","nonword","nonword",NA
"փաինթ","գրած քարտուղար","nonword","nonword","nonword",NA
"սիրապեր","լաւն","nonword","nonword","nonword",NA
"իրտ","գաղաթըր","nonword","nonword","nonword",NA
"պակակություն","կեչբուպ","nonword","nonword","nonword",NA
"տասներ","դենդնոց","nonword","nonword","nonword",NA
"կախորություն","լեբել","nonword","nonword","nonword",NA
"սպանյա","ասրուն","nonword","nonword","nonword",NA
"յոնթ","կագրիր","nonword","nonword","nonword",NA
"մետաղախոր","հարավարություն","nonword","nonword","nonword",NA
"վափանալ","նետիլ","nonword","nonword","nonword",NA
"երւսո","հրնտարվել","nonword","nonword","nonword",NA
"նրադրություն","օժնամի","nonword","nonword","nonword",NA
"գործունեանթյուն","արգեր","nonword","nonword","nonword",NA
"գեղեափուհի","թաադարան","nonword","nonword","nonword",NA
"ծաчь","արսգվ","nonword","nonword","nonword",NA
"հաունկնում","կաւպիկ","nonword","nonword","nonword",NA
"բիթադրություն","քլուխ","nonword","nonword","nonword",NA
"նմնել","ուռոժէք","nonword","nonword","nonword",NA
"արասն","զրպագնող","nonword","nonword","nonword",NA
"բանտարգեւթյուն","վերակամանել","nonword","nonword","nonword",NA
"քննալիում","օրթ","nonword","nonword","nonword",NA
"դրամյգանակ","հրրձարական","nonword","nonword","nonword",NA
"անոնգ","անկմնական","nonword","nonword","nonword",NA
"զենք ու զրյլ","աղորոշ","nonword","nonword","nonword",NA
"փնզախ","կուլէաալը","nonword","nonword","nonword",NA
"արds","հեշտմա","nonword","nonword","nonword",NA
"առւյտ","սեպտկան","nonword","nonword","nonword",NA
"զբեֆանք","ոշվել","nonword","nonword","nonword",NA
"կատաւոր","էյյալներ","nonword","nonword","nonword",NA
"լեթություն","խազիլ","nonword","nonword","nonword",NA
"ներելի","reնկություն","nonword","nonword","nonword",NA
"գումլը","վածոակալ","nonword","nonword","nonword",NA
"վեհրացնել","ծածկքն","nonword","nonword","nonword",NA
"գոյարկւել","վիզեպ","nonword","nonword","nonword",NA
"հվանելիք","ֆինանսոլր","nonword","nonword","nonword",NA
"խանորէ","չոում","nonword","nonword","nonword",NA
"ընւմբ","ընաբել","nonword","nonword","nonword",NA
"րջացան","հավեօրական","nonword","nonword","nonword",NA
"անկոve","թոսի","nonword","nonword","nonword",NA
"reվ","միդժվայր","nonword","nonword","nonword",NA
"փանիլ","ակելվ","nonword","nonword","nonword",NA
"կոտյուհի","իզաներ","nonword","nonword","nonword",NA
"նեկունք","չաամ","nonword","nonword","nonword",NA
"սովորացվր","հոսպոն","nonword","nonword","nonword",NA
"պալին","հաաճուրել","nonword","nonword","nonword",NA
"ճաիտրուկ","աղակչություն","nonword","nonword","nonword",NA
"հոնկեմբեր","զանգահարտե","nonword","nonword","nonword",NA
"չոլն","հակորդ","nonword","nonword","nonword",NA
"նեիրի","երլը","nonword","nonword","nonword",NA
"նախաորհ","փալտ","nonword","nonword","nonword",NA
"ձկնուղություն","տարանտշրջանային","nonword","nonword","nonword",NA
"ուրգացում","hiշտ","nonword","nonword","nonword",NA
"պահեստական","կիեռմադ","nonword","nonword","nonword",NA
"պաշտոնատարջքնձ","արձաան","nonword","nonword","nonword",NA
"ակդի","դիլիստիա","nonword","nonword","nonword",NA
"փառածին","ադնություն","nonword","nonword","nonword",NA
"խառնփրփոթություն","պնանք","nonword","nonword","nonword",NA
"վերադաет","տմուր","nonword","nonword","nonword",NA
"երբերություն","կերալվել","nonword","nonword","nonword",NA
"ցոսրահանդես","առսթին","nonword","nonword","nonword",NA
"համակարգկա","վածացնել","nonword","nonword","nonword",NA
"բոլոում","պատատյան","nonword","nonword","nonword",NA
"ճանը","օթատ","nonword","nonword","nonword",NA
"անարուք","եկտեսություն","nonword","nonword","nonword",NA
"բաահակ","կագան","nonword","nonword","nonword",NA
"արկիրացում","թոնեթ","nonword","nonword","nonword",NA
"աշակարան","առնաջապահություն","nonword","nonword","nonword",NA
"կիսանկար","ուղեբյորդ","nonword","nonword","nonword",NA
"թաքցլ","ձենցվորել","nonword","nonword","nonword",NA
"պտոնլ","անցմարին","nonword","nonword","nonword",NA
"acնչացում","պաւրկ","nonword","nonword","nonword",NA
"կապիտալիաղ","հաիվանակ","nonword","nonword","nonword",NA
"ախարդ","հայծ","nonword","nonword","nonword",NA
"կառաբերություն","անախորմէւթյուն","nonword","nonword","nonword",NA
"հահոլի","գրավվո","nonword","nonword","nonword",NA
"կոլեւմ","unում","nonword","nonword","nonword",NA
"սառենդել","սամեղ","nonword","nonword","nonword",NA
"կոկտեմբեր","նվագլիումբ","nonword","nonword","nonword",NA
"ստբնագրություն","պերել","nonword","nonword","nonword",NA
"reնկություն","ամստ","nonword","nonword","nonword",NA
"որիչ","կառավառալ","nonword","nonword","nonword",NA
"մտրսել","պարանողո","nonword","nonword","nonword",NA
"օզուն","կարիկյա","nonword","nonword","nonword",NA
"առնգարկել","հուժած","nonword","nonword","nonword",NA
"մառախոոջ","սկւցադրում","nonword","nonword","nonword",NA
"ծոշիկ","սորո","nonword","nonword","nonword",NA
"ելարդային","նոմի","nonword","nonword","nonword",NA
"ավարելլ","կառաբերում","nonword","nonword","nonword",NA
"մեկտ","շրջիւնք","nonword","nonword","nonword",NA
"պածիք","երարտ","nonword","nonword","nonword",NA
"ընդմճատ","սաիր","nonword","nonword","nonword",NA
"ագավորվել","faայություն","nonword","nonword","nonword",NA
"ճակատամանդ","եկագրություն","nonword","nonword","nonword",NA
"կեշտաբանություն","նիզ","nonword","nonword","nonword",NA
"գործադուիվանել","արքայադոփետր","nonword","nonword","nonword",NA
"մրցավաcn","շեզէֆ","nonword","nonword","nonword",NA
"արարող","կվտահել","nonword","nonword","nonword",NA
"եստանիք","զբաղմոածք","nonword","nonword","nonword",NA
"ժոմավուրդ","քանիր","nonword","nonword","nonword",NA
"ւյլ","լեեդոն","nonword","nonword","nonword",NA
"կրոտ","ժաականում","nonword","nonword","nonword",NA
"շարունակտի","համատյղով","nonword","nonword","nonword",NA
"գրտրոն","փոմբրիկ","nonword","nonword","nonword",NA
"ոզա","մուտհօգործել","nonword","nonword","nonword",NA
"որհ","արցոլված","nonword","nonword","nonword",NA
"պարառոծ","վեցք","nonword","nonword","nonword",NA
"երրիույթ","կազմակերվոլ","nonword","nonword","nonword",NA
"թաեմնել","բերաթոն","nonword","nonword","nonword",NA
"հաասխ","հավայրրակշռություն","nonword","nonword","nonword",NA
"բարեցիմական","հետալիտություն","nonword","nonword","nonword",NA
"փոет","есmbie","nonword","nonword","nonword",NA
"մասնագիր","զուգուան","nonword","nonword","nonword",NA
"ծան","խով","nonword","nonword","nonword",NA
"ֆաահաստիկ","խոստմիանել","nonword","nonword","nonword",NA
"ծախ","մեէյ","nonword","nonword","nonword",NA
"հայրենծի","կրօդակի","nonword","nonword","nonword",NA
"թմբորորդի","կոուն","nonword","nonword","nonword",NA
"մայրկյ","հրատչե","nonword","nonword","nonword",NA
"ովակ","վիրայեւյժ","nonword","nonword","nonword",NA
"նախադրր","գրառ","nonword","nonword","nonword",NA
"ջեեկտրականություն","վաղվել","nonword","nonword","nonword",NA
"եանել","աստվածաշոււխ","nonword","nonword","nonword",NA
"գրագ","նոմիբ","nonword","nonword","nonword",NA
"զայիանալի","արդյն","nonword","nonword","nonword",NA
"ներալաում","աոալ","nonword","nonword","nonword",NA
"յոֆ","իրներատոր","nonword","nonword","nonword",NA
"կոնդորացիա","գաբենի","nonword","nonword","nonword",NA
"համեխի","սրգա","nonword","nonword","nonword",NA
"լոյէլ","ուրգացում","nonword","nonword","nonword",NA
"կորյո","տակում","nonword","nonword","nonword",NA
"գիայր","անհանձղ","nonword","nonword","nonword",NA
"պարգեւատկաւմ","ուղեսիր","nonword","nonword","nonword",NA
"վերաբելիունք","սեիմոր","nonword","nonword","nonword",NA
"տեուղություն","հանգվատ","nonword","nonword","nonword",NA
"նվան","ժանտպևտ","nonword","nonword","nonword",NA
"բավանդ","մաւյա","nonword","nonword","nonword",NA
"դատախազոիդյուն","նախաչիուշացում","nonword","nonword","nonword",NA
"երրո","էմրափակիչ","nonword","nonword","nonword",NA
"կրջբեր","թիաստ","nonword","nonword","nonword",NA
"մորկացիա","գնսեք","nonword","nonword","nonword",NA
"տեոսկություն","միիչնել","nonword","nonword","nonword",NA
"կոմիֆը","ях","nonword","nonword","nonword",NA
"խոպեչ","լոly","nonword","nonword","nonword",NA
"ախմբար","ցնցորմ","nonword","nonword","nonword",NA
"viտել","գահոթ","nonword","nonword","nonword",NA
"շտնչ","հրտահ","nonword","nonword","nonword",NA
"հովնարկավորություն","ծոկնակ","nonword","nonword","nonword",NA
"խնտվել","րածելազոր","nonword","nonword","nonword",NA
"թխնաժամ","արեւմոերք","nonword","nonword","nonword",NA
"քնխողում","ատտեանակ","nonword","nonword","nonword",NA
"զո","ուկեղ","nonword","nonword","nonword",NA
"ծան","նկարտե","nonword","nonword","nonword",NA
"փաин","րգախտապարտ","nonword","nonword","nonword",NA
"դասակիսություն","տիտոտում","nonword","nonword","nonword",NA
"շրսեն","ֆագա","nonword","nonword","nonword",NA
"ռիութ","կաիպալ","nonword","nonword","nonword",NA
"պաif","դավահեն","nonword","nonword","nonword",NA
"պայթերություն","որհ","nonword","nonword","nonword",NA
"տվո","կենդանաբանականթեյգի","nonword","nonword","nonword",NA
"պատճսկ","մաարատուն","nonword","nonword","nonword",NA
"ւյգար","գոհաւթյուն","nonword","nonword","nonword",NA
"ձերբակալվա","շանց","nonword","nonword","nonword",NA
"բոգդոն","հաֆալի","nonword","nonword","nonword",NA
"կախաիր","գակոթ","nonword","nonword","nonword",NA
"կողոցիւտ","բնակհրաբար","nonword","nonword","nonword",NA
"հանդկրել","տերմստալ","nonword","nonword","nonword",NA
"վերանորոպեւմ","զայրուռը","nonword","nonword","nonword",NA
"գտնվելուվմայր","բասդիր","nonword","nonword","nonword",NA
"դուրաձան","աղմոդո","nonword","nonword","nonword",NA
"արնեություն","արտաղալում","nonword","nonword","nonword",NA
"էքրոց","սեգրակ","nonword","nonword","nonword",NA
"կարդռեալ","հյուրըցիալություն","nonword","nonword","nonword",NA
"առանծկասենյակ","պաբենդ","nonword","nonword","nonword",NA
"ավld","woակ","nonword","nonword","nonword",NA
"անդոռ","դատալո","nonword","nonword","nonword",NA
"մեբոլ","հաճոերք","nonword","nonword","nonword",NA
"փորձարգեւմ","հասեել","nonword","nonword","nonword",NA
"փաբաւստ","արշացած","nonword","nonword","nonword",NA
"կատաուլը","վանենգտոն","nonword","nonword","nonword",NA
"հակադաus","րատ","nonword","nonword","nonword",NA
"ոնել","մոք","nonword","nonword","nonword",NA
"խորհրդանփը","դեդինատոր","nonword","nonword","nonword",NA
"հանցագռած","օգամանդ","nonword","nonword","nonword",NA
"երպ","հաճոերք","nonword","nonword","nonword",NA
"ֆուտթալ","հզախոտ","nonword","nonword","nonword",NA
"զաբնիկ","hiշտ","nonword","nonword","nonword",NA
"խորհուրդիդալ","fiրիկա","nonword","nonword","nonword",NA
"արանդրություն","դերյան","nonword","nonword","nonword",NA
"մերդել","անակցիալ","nonword","nonword","nonword",NA
"հաղորդկա","անապահայ","nonword","nonword","nonword",NA
"իկանավորում","միլինիատեր","nonword","nonword","nonword",NA
"շաեղծագործություն","տարանըւթյուն","nonword","nonword","nonword",NA
"տեղեկաղաւ","արահյական","nonword","nonword","nonword",NA
"շանտրց","մեոսւ","nonword","nonword","nonword",NA
"բալիստեղծություն","կատիւմ","nonword","nonword","nonword",NA
"աղետանի","շատերել","nonword","nonword","nonword",NA
"սակաանում","պորտկո","nonword","nonword","nonword",NA
"մոնտкт","արբաւթյուն","nonword","nonword","nonword",NA
"քաղաքավատ","սարսճի","nonword","nonword","nonword",NA
"սոսիցող","մերծմասնություն","nonword","nonword","nonword",NA
"վոտխառնոց","վեժնակ","nonword","nonword","nonword",NA
"muշտ","միջատնպ","nonword","nonword","nonword",NA
"ամունկացած","արուք","nonword","nonword","nonword",NA
"հանձել","կասկծվել","nonword","nonword","nonword",NA
"սովոնացնել","լսակցություն","nonword","nonword","nonword",NA
"սլավելագույն","փորլուրգւթյուն","nonword","nonword","nonword",NA
"прուղ","նկատտաառնել","nonword","nonword","nonword",NA
"չոբյորդ","թաue","nonword","nonword","nonword",NA
"դինավեկ","նմուրդ","nonword","nonword","nonword",NA
"լրել","դարկվորել","nonword","nonword","nonword",NA
"արարնյություն","պիադ","nonword","nonword","nonword",NA
"ճուտնակ","սեւշանտ","nonword","nonword","nonword",NA
"ցինիս","լրլաս","nonword","nonword","nonword",NA
"հանստարիմ","ողային","nonword","nonword","nonword",NA
"ծալրել","երազչ","nonword","nonword","nonword",NA
"հավանագիր","նաչ","nonword","nonword","nonword",NA
"ուշալույս","շարժկա","nonword","nonword","nonword",NA
"տեղափոն","իրավրվություն","nonword","nonword","nonword",NA
"ճանգարապետ","սեձեն","nonword","nonword","nonword",NA
"ասկկ","ռաելո","nonword","nonword","nonword",NA
"պինիչ","մաen","nonword","nonword","nonword",NA
"ապացուий","իմթեռ","nonword","nonword","nonword",NA
"կծկոլադ","մովէր","nonword","nonword","nonword",NA
"հանքնացու","անցմեւ","nonword","nonword","nonword",NA
"տաքատություն","որէնանել","nonword","nonword","nonword",NA
"խոin","առրտարկել","nonword","nonword","nonword",NA
"քնյն","դերյանություն","nonword","nonword","nonword",NA
"դիյր","րեղ","nonword","nonword","nonword",NA
"մոլվին","տեղավութլ","nonword","nonword","nonword",NA
"ցուցմոածք","ճանալդլ","nonword","nonword","nonword",NA
"թռեյք","խաձնավառություն","nonword","nonword","nonword",NA
"շակոթ","stակ","nonword","nonword","nonword",NA
