"he_target","he_cue","type","target_type","cue_type","he_cosine"
"פְּרָטִיוּת","ש ו ש  לתפ","nonword","word","nonword",NA
"להפחיד","שבצורצון","nonword","word","nonword",NA
"עוֹזֵר","שגרישית","nonword","word","nonword",NA
"פלסטיק","שוטל","nonword","word","nonword",NA
"אמיתי","שוצון","nonword","word","nonword",NA
"ארוחה","בחם","nonword","word","nonword",NA
"עֵסֶק","לסם דבר","nonword","word","nonword",NA
"סָגוּר","שוחו","nonword","word","nonword",NA
"מקצועי","שודד לעבודה","nonword","word","nonword",NA
"לִכתוֹב","ונח","nonword","word","nonword",NA
"חֲסַר אוֹנִים","שיוו","nonword","word","nonword",NA
"בעל חיים","שימאי","nonword","word","nonword",NA
"שכר","שיקן","nonword","word","nonword",NA
"נְמָלָה","וחב","nonword","word","nonword",NA
"לַעֲנוֹת","שלכו","nonword","word","nonword",NA
"צינור","שמבקה","nonword","word","nonword",NA
"חָשׁוּב","שמסקי","nonword","word","nonword",NA
"פְּלִילִי","העתום","nonword","word","nonword",NA
"מפרש","טנט","nonword","word","nonword",NA
"חלק אחורי","שקיעת ששמה","nonword","word","nonword",NA
"פראנורמלית","וחר","nonword","word","nonword",NA
"קֵיסָר","שרתוה","nonword","word","nonword",NA
"חוֹלֶה","שתנום","nonword","word","nonword",NA
"תמונה","ןעא","nonword","word","nonword",NA
"הִתמוֹטְטוּת","ןעא","nonword","word","nonword",NA
"לְתַפְעֵל","ת בוחט ה","nonword","word","nonword",NA
"חוף","ckג","nonword","word","nonword",NA
"גזע","רץזמו ר ת","nonword","word","nonword",NA
"יזם","ת ח רוtu","nonword","word","nonword",NA
"ליצר","jiח ת","nonword","word","nonword",NA
"בָּשָׂר","כךחב  יב","nonword","word","nonword",NA
"דֵמוֹקרָטִיָה","vxינו ק","nonword","word","nonword",NA
"בדרך כלל","ת ל בפה","nonword","word","nonword",NA
"צג","ת לו נoo","nonword","word","nonword",NA
"בוגר","סךמו נ ה","nonword","word","nonword",NA
"מֵימָן","כךנו מ ה","nonword","word","nonword",NA
"גוֹרָל","ת ע ש  יאנ","nonword","word","nonword",NA
"מִשׂרָד","ךנצ פ  ית","nonword","word","nonword",NA
"פּוֹלִיטִי","dbקצ יב","nonword","word","nonword",NA
"ling","לנקר ית","nonword","word","nonword",NA
"נוֹרמָלִי","dmר ב ו ת","nonword","word","nonword",NA
"סַנטִימֶטֶר","וxר פ י ה","nonword","word","nonword",NA
"תכנית","סבובה","nonword","word","nonword",NA
"התקן","לתירות","nonword","word","nonword",NA
"תשובה","חיליך","nonword","word","nonword",NA
"קלַאסִי","תודרנ ה","nonword","word","nonword",NA
"מוֹטֶל","תו ל עשכ","nonword","word","nonword",NA
"יוֹפִי","תו ס פדפ","nonword","word","nonword",NA
"חנות","תו צ אqu","nonword","word","nonword",NA
"מָתֵימָטִיקָה","תווךה","nonword","word","nonword",NA
"נוהל","ורר","nonword","word","nonword",NA
"מְכוֹעָר","תיק מסהלים","nonword","word","nonword",NA
"מצליח","בקונה","nonword","word","nonword",NA
"מוּמחֶה","תמשי","nonword","word","nonword",NA
"קרב","להיכה","nonword","word","nonword",NA
"לֹא הוֹגֶן","שכים","nonword","word","nonword",NA
"לֹא אַחֲרַאִי","שכים","nonword","word","nonword",NA
"מוצר","שכים","nonword","word","nonword",NA
"מִשׂרָד","יפועות","nonword","word","nonword",NA
"לְאַרגֵן","תנתי","nonword","word","nonword",NA
"לִשְׁפּוֹט","שכוח אדמה","nonword","word","nonword",NA
"תחזוקה","שדוח עץ","nonword","word","nonword",NA
"תַאֲגִיד","נעליט","nonword","word","nonword",NA
"לאמר","התאה","nonword","word","nonword",NA
"באופן בלתי צפוי","למגול","nonword","word","nonword",NA
"מַחֲלוֹקֶת","תשליה","nonword","word","nonword",NA
"עֵירוֹם","תשומבזהלב","nonword","word","nonword",NA
"riיבֵּרָלִי","מודס  ך","nonword","nonword","nonword",NA
"אֲהשם","למוסת","nonword","nonword","nonword",NA
"מוסום","ש  ד רag","nonword","nonword","nonword",NA
"נםרְקוֹד","נסק","nonword","nonword","nonword",NA
"ןחשׁפָּט","עומד דין","nonword","nonword","nonword",NA
"bpשִׂיא","רו ב וtc","nonword","nonword","nonword",NA
"סתור","בפודות","nonword","nonword","nonword",NA
"wuעֲצוּעַ","עףצ יל י","nonword","nonword","nonword",NA
"ieדִין","חו מכצ","nonword","nonword","nonword",NA
"ירב","צוחצ ל ת","nonword","nonword","nonword",NA
"פְּתָיטקן","מו ע מuv","nonword","nonword","nonword",NA
"כּוֹטכס","ישרד","nonword","nonword","nonword",NA
"המהים","מו שהדל","nonword","nonword","nonword",NA
"שועללד","משביות","nonword","nonword","nonword",NA
"דִיוoh","og ג יא ה","nonword","nonword","nonword",NA
"תךדֶק","rjס ם","nonword","nonword","nonword",NA
"תַרְבּשסת","ptחפ ו ר","nonword","nonword","nonword",NA
"יירת","תמשי","nonword","nonword","nonword",NA
"מןוּת","rbו ב  ה","nonword","nonword","nonword",NA
"מוצמֶה","אובח","nonword","nonword","nonword",NA
"מחלת הנהטן","קישרלת","nonword","nonword","nonword",NA
"נםל","פ  צ צbp","nonword","nonword","nonword",NA
"ייתעדי","בירסמשפט","nonword","nonword","nonword",NA
"גדרה","ל ק נוmu","nonword","nonword","nonword",NA
"הוֹמfa","נוהב","nonword","nonword","nonword",NA
"ודלה","יןז ק","nonword","nonword","nonword",NA
"המבואקר","lp ר יף","nonword","nonword","nonword",NA
"xxלדוּת","מחלו","nonword","nonword","nonword",NA
"דםעַר","סבובה","nonword","nonword","nonword",NA
"שינדר","ח ס ר תו ע לyo","nonword","nonword","nonword",NA
"מוּסif","פיתי","nonword","nonword","nonword",NA
"עלוחודות","חואגת","nonword","nonword","nonword",NA
"מֵימlm","רומיסת","nonword","nonword","nonword",NA
"הבאפ","oxצ ע ה","nonword","nonword","nonword",NA
"oxוֹבַע","מהאה","nonword","nonword","nonword",NA
"מךנָט","טמה","nonword","nonword","nonword",NA
"nzנֶרְגִיָה","להגיש גיונה","nonword","nonword","nonword",NA
"צףבַלוֹת","והי","nonword","nonword","nonword",NA
"ארבק","ftע ט פ ה","nonword","nonword","nonword",NA
"מוקל מאליו","א נ טו מ יtr","nonword","nonword","nonword",NA
"לְדַבֵpn","fmפ תו ח ","nonword","nonword","nonword",NA
"מִמחָטvx","ng ל ל","nonword","nonword","nonword",NA
"בְּעָיnn","טץר ס ק","nonword","nonword","nonword",NA
"כוהיה","מ פו אsb","nonword","nonword","nonword",NA
"מיאן","מ זוגך ף","nonword","nonword","nonword",NA
"הניפ","פ  רל שדנט","nonword","nonword","nonword",NA
"קםעִיל","לקטיא","nonword","nonword","nonword",NA
"fpחֲלָה","ווקה","nonword","nonword","nonword",NA
"סשׁרִיר","קטאשי","nonword","nonword","nonword",NA
"ttּדִיקָה","דו פעא","nonword","nonword","nonword",NA
"לביו","ל ש  לקמט","nonword","nonword","nonword",NA
"זוֹכdb","רסם","nonword","nonword","nonword",NA
"axדַלִיוֹן","כיעו ל","nonword","nonword","nonword",NA
"uvכתוֹב","סוזו ר","nonword","nonword","nonword",NA
"nsּלִילִי","לו חןו","nonword","nonword","nonword",NA
"ftהַעֲבִיר","ש ו ש  לתפ","nonword","nonword","nonword",NA
"ךנסְחוֹט","שלכו","nonword","nonword","nonword",NA
"ghזוֹן","riלח מ ה","nonword","nonword","nonword",NA
"סףיסָר","ד רוvo","nonword","nonword","nonword",NA
"הַשׁבָּחjj","דמבל","nonword","nonword","nonword",NA
"mtחָשׁ","fb תו ק ף","nonword","nonword","nonword",NA
"גותר","ג ו נגex","nonword","nonword","nonword",NA
"וטב","ptד","nonword","nonword","nonword",NA
"תְרוחלָה","עום","nonword","nonword","nonword",NA
"nzהַכּוֹת","zsטו מ י","nonword","nonword","nonword",NA
"מַשָׂאהצת","tl ת יח ה","nonword","nonword","nonword",NA
"הֵרוֹאבהן","krגד ל","nonword","nonword","nonword",NA
"בָru","ל א רגku","nonword","nonword","nonword",NA
"בסופו שלגזבר","צףג ם","nonword","nonword","nonword",NA
"אימית","מ סוסה  ן","nonword","nonword","nonword",NA
"syׁחוֹר","twחו ת","nonword","nonword","nonword",NA
"בצר","מהלך   לזויף  לעבור","nonword","nonword","nonword",NA
"אותלוֹבּוּס","רסה","nonword","nonword","nonword",NA
"נוסן","מדדו ד","nonword","nonword","nonword",NA
"קטיב","ה פת עaa","nonword","nonword","nonword",NA
"ספלשי","בעמלערך","nonword","nonword","nonword",NA
"הַעֲרָלעה","ט ל סקו צש","nonword","nonword","nonword",NA
"איוצריה","ש  בןו","nonword","nonword","nonword",NA
"dlהַפחִית","להגימסמועמדות","nonword","nonword","nonword",NA
"יץמוֹקרָטִיָה","שם יס","nonword","nonword","nonword",NA
"לִשְׁטהקף","טשיל ה פ  ר ש  ים","nonword","nonword","nonword",NA
"עֶסתיוֹן","יכום","nonword","nonword","nonword",NA
"qsּן","נינגut","nonword","nonword","nonword",NA
"בירכבול","אבולשחיה","nonword","nonword","nonword",NA
"חדטרשינה","מו כjp","nonword","nonword","nonword",NA
"מִכְטלב","טםג ע ה","nonword","nonword","nonword",NA
"חוספ","תפשופ","nonword","nonword","nonword",NA
"טֵלֵפוpm","רמני","nonword","nonword","nonword",NA
"wwע","בטיק","nonword","nonword","nonword",NA
"הזדה","קופג ץ","nonword","nonword","nonword",NA
"הסליך","םר ע יט ה","nonword","nonword","nonword",NA
"תשליה","בלתיטופשרי","nonword","nonword","nonword",NA
"אדבוֹדָה","א צבןיע","nonword","nonword","nonword",NA
"עופשָם","wrב ד","nonword","nonword","nonword",NA
"הֶתיס","עיתוהמות","nonword","nonword","nonword",NA
"ףלכנוּן","ת בוחט ה","nonword","nonword","nonword",NA
"tjדבָּקָה","שודד לעבודה","nonword","nonword","nonword",NA
"igשְׂרוֹד","אמתון","nonword","nonword","nonword",NA
"אוינְטוֹבֶּר","החסק","nonword","nonword","nonword",NA
"וזובת","מ גנ טyo","nonword","nonword","nonword",NA
"יוֹשעגר","חובק ש ","nonword","nonword","nonword",NA
"ופף","א יד א לסז","nonword","nonword","nonword",NA
"לָשֶׁבph","ביקרקולנוע","nonword","nonword","nonword",NA
"בתצפודה","ttפ ע מ ים","nonword","nonword","nonword",NA
"חץבוֹהַ","חיאו","nonword","nonword","nonword",NA
"מקצואר","zhי ן","nonword","nonword","nonword",NA
"ffקָה","זך רסו ם","nonword","nonword","nonword",NA
"רוור","ohה ע נ יש ","nonword","nonword","nonword",NA
"שףתנַקֵשׁ","nc","nonword","nonword","nonword",NA
"סקשאל","הבהר","nonword","nonword","nonword",NA
"חומריטפץ","פרנוודדית","nonword","nonword","nonword",NA
"fpּין","נו עpj","nonword","nonword","nonword",NA
"xbּספִּי","צילה","nonword","nonword","nonword",NA
"ןקא הוֹגֶן","רחה","nonword","nonword","nonword",NA
"גדור","גיעהר","nonword","nonword","nonword",NA
"הץקס","אוהר לו ס י ה","nonword","nonword","nonword",NA
"lfשׁדֵר","פשוטענכמשמעו","nonword","nonword","nonword",NA
"לנהו","ש  נהתן","nonword","nonword","nonword",NA
"קוֹנלטרט","מו קun","nonword","nonword","nonword",NA
"טוֹרכקדוֹ","ח ת ימoo","nonword","nonword","nonword",NA
"ttּדִיקָה","bfג ף","nonword","nonword","nonword",NA
"ורר","בקונה","nonword","nonword","nonword",NA
"וסינה","או צac","nonword","nonword","nonword",NA
"השאטה","כףרנ ב ל","nonword","nonword","nonword",NA
"שוין","iq טו ן","nonword","nonword","nonword",NA
"בְּתסבך","otה מע יט ב  ע רכ ו ","nonword","nonword","nonword",NA
"נכל","כךל ב ו ן","nonword","nonword","nonword",NA
"נהמוּד","ונש","nonword","nonword","nonword",NA
"pdמָא","חץח ית ה","nonword","nonword","nonword",NA
"דםנָשִׁים","חיד","nonword","nonword","nonword",NA
"txשָׁה","ט ןאי","nonword","nonword","nonword",NA
"יוֹם שְׁלִישעמי","אץל יח ה","nonword","nonword","nonword",NA
"פחול","שכים","nonword","nonword","nonword",NA
"אָרוwa","ים צ ע","nonword","nonword","nonword",NA
"להטרין","cmכנו לו ג י ה","nonword","nonword","nonword",NA
"הַצהָרpn","יו רxt","nonword","nonword","nonword",NA
"שמביע","לם יר מ יד ה","nonword","nonword","nonword",NA
"מרוסה","עגות","nonword","nonword","nonword",NA
"גָלַקסִיci","שוצון","nonword","nonword","nonword",NA
"קקים","ג je","nonword","nonword","nonword",NA
"ohטָאָה","תנה","nonword","nonword","nonword",NA
"חגם","שיקן","nonword","nonword","nonword",NA
"עכברשי","אכר","nonword","nonword","nonword",NA
"osקְבּוֹר","מיומ","nonword","nonword","nonword",NA
"להיר","יו ם ה ש  בפה","nonword","nonword","nonword",NA
"אזג","ןעא","nonword","nonword","nonword",NA
"למוני","מ ינסנ","nonword","nonword","nonword",NA
"קןּדֶרֶך כְּלַל","שוטל","nonword","nonword","nonword",NA
"זתלֶד","ב  כהתר","nonword","nonword","nonword",NA
"בווד","wuה ת נ ג ד","nonword","nonword","nonword",NA
"תינדרון","snיל","nonword","nonword","nonword",NA
"תִקשׁוֹרסנ","bpח ט","nonword","nonword","nonword",NA
"דףפֶר","לזיןה","nonword","nonword","nonword",NA
"חדתםאמבטיה","מ חוio","nonword","nonword","nonword",NA
"hmכָּאוֹן","יםצ י","nonword","nonword","nonword",NA
"להשתקן","sq תב י ה קו ד ש ","nonword","nonword","nonword",NA
"א brinנִיָה","לשותר","nonword","nonword","nonword",NA
"יולה רִאשׁוֹן","לחליה","nonword","nonword","nonword",NA
"עביש","אתרת","nonword","nonword","nonword",NA
"ufצַפּוֹת","חוטה ש ","nonword","nonword","nonword",NA
"ewחַבֵּר","לזיכת","nonword","nonword","nonword",NA
"צץחתִית","ל ה ת פ  עou","nonword","nonword","nonword",NA
"כשניאק","רו מxt","nonword","nonword","nonword",NA
"לתם","גוגן ל","nonword","nonword","nonword",NA
"jbסוּכָּן","dsר ת יק","nonword","nonword","nonword",NA
"בּוֹהגר","gpה חז יק","nonword","nonword","nonword",NA
"מוֹרנקין","ב  לת י חו קdd","nonword","nonword","nonword",NA
"חםיפּוּן","wrא ד ים","nonword","nonword","nonword",NA
"אִינטִימhn","sbע ר ב","nonword","nonword","nonword",NA
"cjשׁוֹך","jjל א ך","nonword","nonword","nonword",NA
"לְהִתְהַבסך","פ ל טפו רמyo","nonword","nonword","nonword",NA
"רֶםכח","tt יח ה","nonword","nonword","nonword",NA
"bmנִיס","זן רו ת","nonword","nonword","nonword",NA
"nzסתוֹרִין","ףלש ו ר","nonword","nonword","nonword",NA
"אטן","ציפי","nonword","nonword","nonword",NA
"חֲתִימex","יןו ץ","nonword","nonword","nonword",NA
"כךשֶׁק","פ jr","nonword","nonword","nonword",NA
"גורהולת","נ פ חצ","nonword","nonword","nonword",NA
"יהף","dbקצ יב","nonword","nonword","nonword",NA
"nsעַל","il ב ב","nonword","nonword","nonword",NA
"סתיר","שבגל","nonword","nonword","nonword",NA
"הזמי","ב  חו פ ש  ינמת","nonword","nonword","nonword",NA
"נץּחִירָה","טםסת ב  רו ת","nonword","nonword","nonword",NA
"lyעְצָר","לביטי","nonword","nonword","nonword",NA
"מילדז","עדץ","nonword","nonword","nonword",NA
"ציא","חוונ","nonword","nonword","nonword",NA
"חיתת","ג  יםא","nonword","nonword","nonword",NA
"גתי","cmה ש  יג","nonword","nonword","nonword",NA
"הוֹדָעhq","וםנ רכ י ה","nonword","nonword","nonword",NA
"wuפוֹן","כךנו מ ה","nonword","nonword","nonword",NA
"לאסתדוע","lyנ ב ה","nonword","nonword","nonword",NA
"הנמללות","wr ל ג יל ה ע ש ר ה","nonword","nonword","nonword",NA
"cfגִיל","cfנד רט ה","nonword","nonword","nonword",NA
"שמכיה","fs ק ט","nonword","nonword","nonword",NA
"מסתר","לששכח","nonword","nonword","nonword",NA
"קָשֶxy","סודן  רמ ן","nonword","nonword","nonword",NA
"מעה","חלברעליון","nonword","nonword","nonword",NA
"יאות","תין","nonword","nonword","nonword",NA
"מְכַשֵׁפככ","ת ל בפה","nonword","nonword","nonword",NA
"gtּלָדָה","להקשיר","nonword","nonword","nonword",NA
"יוענהולדת","לתרז","nonword","nonword","nonword",NA
"ttרמוֹנִיָה","נכר","nonword","nonword","nonword",NA
"笙ェנָטוֹר","fb ר פ  ר","nonword","nonword","nonword",NA
"ופס","adג יד","nonword","nonword","nonword",NA
"רָאוג ","כ  בםח","nonword","nonword","nonword",NA
"מתש","חוצמ  ך","nonword","nonword","nonword",NA
"תִפאֶרjo","icש  ם","nonword","nonword","nonword",NA
"םרגשִׁי","ר ע zo","nonword","nonword","nonword",NA
"ןחתקָבֵּל עַל הַדַעַת","מ ינרקמו ם","nonword","nonword","nonword",NA
"liעץ","נ פלשה","nonword","nonword","nonword",NA
"oaירוֹנִי","בלתילךגרתי","nonword","nonword","nonword",NA
"ךברֶק","כךר נ י","nonword","nonword","nonword",NA
"חןרֶן","מךג ה מו ל ד","nonword","nonword","nonword",NA
"אלרץ","qc פ תו ן","nonword","nonword","nonword",NA
"מְסִירתזת","זקים","nonword","nonword","nonword",NA
"טאדה","אירועון","nonword","nonword","nonword",NA
"פהזָיָה","איתןדר","nonword","nonword","nonword",NA
"ופק","הקלי","nonword","nonword","nonword",NA
"נכל","כץצט דיו ן","nonword","nonword","nonword",NA
"ראוי לגעון","מ בו גהע","nonword","nonword","nonword",NA
"השקיינוס","רורה","nonword","nonword","nonword",NA
"ffרְפָתִית","סויי","nonword","nonword","nonword",NA
"מִיקרופלקוֹפּ","תיפר","nonword","nonword","nonword",NA
"חשיםי","oa נס י ה","nonword","nonword","nonword",NA
"קוֹנתנ","או יqu","nonword","nonword","nonword",NA
"חםימָן","תשומבזהלב","nonword","nonword","nonword",NA
"ckרֶשֶׁת","רוצד ","nonword","nonword","nonword",NA
"כיפרון","כיר","nonword","nonword","nonword",NA
"srבְחָן","jj ר ה","nonword","nonword","nonword",NA
"ביאנ","fmש  ל י ה","nonword","nonword","nonword",NA
"מוֹחjj","נםלמ נ ה","nonword","nonword","nonword",NA
"lyלַחַת","פיתי","nonword","nonword","nonword",NA
"דוונטוֹר","ה תל ה בגסת","nonword","nonword","nonword",NA
"קְבוּצhk","א זר חjt","nonword","nonword","nonword",NA
"חֲחציר","לנקר ית","nonword","nonword","nonword",NA
"התבאחות","מ כל לjr","nonword","nonword","nonword",NA
"הפסלה","כףדו ם","nonword","nonword","nonword",NA
"רָטועכ","מו עלעל","nonword","nonword","nonword",NA
"וגים","עיכובירה","nonword","nonword","nonword",NA
"ןעכנִיקָה","תםל צ ר","nonword","nonword","nonword",NA
"תַאֲמניד","ש  רש  רןה","nonword","nonword","nonword",NA
"sbרִיב","hpקל ח ת","nonword","nonword","nonword",NA
"zsיר","ויכותי","nonword","nonword","nonword",NA
"לשיעת אצבע","עירנ","nonword","nonword","nonword",NA
"lyתֵת","ריפיק","nonword","nonword","nonword",NA
"היאו","מכירה יימבית","nonword","nonword","nonword",NA
"כון","bmש נ י","nonword","nonword","nonword",NA
"והלי","ahחס ן נ ש  ק","nonword","nonword","nonword",NA
"笙ェרֶב","שךיר","nonword","nonword","nonword",NA
"רביתי","כיגני","nonword","nonword","nonword",NA
"ולשב","זכגיית","nonword","nonword","nonword",NA
"מוֹטגך","באופיכטבעי","nonword","nonword","nonword",NA
"ckסְפִּיק","ואיד","nonword","nonword","nonword",NA
"בֶּאֱמתץ","חצן","nonword","nonword","nonword",NA
"זת","קואהב  ינ צ י ה","nonword","nonword","nonword",NA
"יְצִיאספ","אבקתקעריפה","nonword","nonword","nonword",NA
"איינה","ג זעםו","nonword","nonword","nonword",NA
"שלוב","סכה","nonword","nonword","nonword",NA
"oaשָׁף","סטו סצנט","nonword","nonword","nonword",NA
"ערמון","צליגה","nonword","nonword","nonword",NA
"מזשל","דכם","nonword","nonword","nonword",NA
"cjקָן","cjס ח ר י","nonword","nonword","nonword",NA
"בקייד","bsו ט ה","nonword","nonword","nonword",NA
"xbקַבֵּל","ק ילft","nonword","nonword","nonword",NA
"בזנית","סבחצי","nonword","nonword","nonword",NA
"באופלהבלתי צפוי","כרישן","nonword","nonword","nonword",NA
"סוxo","מצתח","nonword","nonword","nonword",NA
"אוdd","lnירו נ י ה","nonword","nonword","nonword",NA
"ןהבּסוּרדִי","נסתיה","nonword","nonword","nonword",NA
"מְנַרחל","ב  נק אודב","nonword","nonword","nonword",NA
"אַדְרִיכdj","ז ליר","nonword","nonword","nonword",NA
"צַרעף","א לוiq","nonword","nonword","nonword",NA
"iאכשִׁיט","יהוף","nonword","nonword","nonword",NA
"שיות","וכר","nonword","nonword","nonword",NA
"מךוֹפֶר","wrג ל","nonword","nonword","nonword",NA
"ivחַס","רכור","nonword","nonword","nonword",NA
"מפספ","ahי ל ה","nonword","nonword","nonword",NA
"להיטות","ויאו ד","nonword","nonword","nonword",NA
"שֶׁקft","fdב ש ","nonword","nonword","nonword",NA
"הםט","הלוחד","nonword","nonword","nonword",NA
" ודא","בסוט","nonword","nonword","nonword",NA
"בfּיוֹר","ה גוfr","nonword","nonword","nonword",NA
"סֵןכל","msלמו ד","nonword","nonword","nonword",NA
"md אנוש","רדר","nonword","nonword","nonword",NA
"לוֹחpj","zhו לח ן","nonword","nonword","nonword",NA
"שחלמ","צץיל יו ן","nonword","nonword","nonword",NA
"תוֹכpn","שמבקה","nonword","nonword","nonword",NA
"עריך","סקרטר","nonword","nonword","nonword",NA
"קוהוֶדִיָה","מ קובצ","nonword","nonword","nonword",NA
"מָדזיר","ויידה","nonword","nonword","nonword",NA
"בשווח","נותפן","nonword","nonword","nonword",NA
"עולת","י צ יאםע","nonword","nonword","nonword",NA
"דכם","lhר קו ן","nonword","nonword","nonword",NA
"מודו","ajפ ר י ה","nonword","nonword","nonword",NA
"sqלָם","ל ל ווגנ","nonword","nonword","nonword",NA
"jbחוֹב","phכו ת","nonword","nonword","nonword",NA
"שןטֶה","אוינר","nonword","nonword","nonword",NA
"הַגדָרho","תיק מסהלים","nonword","nonword","nonword",NA
"בפק","דוxo","nonword","nonword","nonword",NA
"דקרדִינָל","לקוט","nonword","nonword","nonword",NA
"רוכי","תרי","nonword","nonword","nonword",NA
"גלוֹבָּלjp","אניכית","nonword","nonword","nonword",NA
"מטבס","ב  נ יmk","nonword","nonword","nonword",NA
"שןשׂרָד","jiצ ב","nonword","nonword","nonword",NA
"התננה","מגוו","nonword","nonword","nonword",NA
"יץלֶקֶת","msה ת ג ר ש ","nonword","nonword","nonword",NA
"אךּפָר","זגב  ק","nonword","nonword","nonword",NA
"יףלַקֵק","כףסד ה","nonword","nonword","nonword",NA
"נשכך","וערפ","nonword","nonword","nonword",NA
"gtּקָשָׁה","סםע ל","nonword","nonword","nonword",NA
"שוקה","zv י ת","nonword","nonword","nonword",NA
"xyצַמרֵר","סיות","nonword","nonword","nonword",NA
"לייעץ בזה","ואיס","nonword","nonword","nonword",NA
"ףאדָחָה","דמודה","nonword","nonword","nonword",NA
"והולש","ע צוap","nonword","nonword","nonword",NA
"hpחִי","ק יס רןו","nonword","nonword","nonword",NA
"צוֹרךת","ק תו לey","nonword","nonword","nonword",NA
"אחורגל","קםפ ר ד ע ","nonword","nonword","nonword",NA
"lhׁחַר","מסינ","nonword","nonword","nonword",NA
"סןסַפֵּק","מעה","nonword","nonword","nonword",NA
"חורמָה","ש zi","nonword","nonword","nonword",NA
"ברשפז","ת ע ש  יאנ","nonword","nonword","nonword",NA
"נִמלjr","יפט","nonword","nonword","nonword",NA
"להתחאק","zuא פש  ר","nonword","nonword","nonword",NA
"זןח","tlמ מ ן","nonword","nonword","nonword",NA
"בֵּית קְבָרוtc","בחרט","nonword","nonword","nonword",NA
"ew'","שכים","nonword","nonword","nonword",NA
"חֲלוּקםו","זך לש ו ל","nonword","nonword","nonword",NA
"סִיגַרִיls","zuע יו ן","nonword","nonword","nonword",NA
"חוזין","יפועות","nonword","nonword","nonword",NA
"חָשׁשרב","ג רוof","nonword","nonword","nonword",NA
"לבתנ","קץל ה","nonword","nonword","nonword",NA
"יץבֶן","הנפי","nonword","nonword","nonword",NA
"ההומה","סוןמ","nonword","nonword","nonword",NA
"חןרְאָה","כ  תka","nonword","nonword","nonword",NA
"מואץִיקָאִי","tcדו ן","nonword","nonword","nonword",NA
"umידיוֹט","לתירות","nonword","nonword","nonword",NA
"pdהַגזִים","פיגל","nonword","nonword","nonword",NA
"ילנטַסטִי","רךל","nonword","nonword","nonword",NA
"לִשְׁאלדל","הו ל דכג","nonword","nonword","nonword",NA
"כםהַפְרִיעַ","נולטות","nonword","nonword","nonword",NA
"אֶקְסְפּממס","דם כב ה","nonword","nonword","nonword",NA
"מְקוֹמjr","ז הוjc","nonword","nonword","nonword",NA
"djאוֹרִיָה","דירי","nonword","nonword","nonword",NA
"אברחיפוס","תךפ ת ח ","nonword","nonword","nonword",NA
"המולוגיה","בטכם","nonword","nonword","nonword",NA
"ג דֵרַצִיָה","שוחו","nonword","nonword","nonword",NA
"iאחֲמִים","בזוכז","nonword","nonword","nonword",NA
"באמהן","אסירלטודה","nonword","nonword","nonword",NA
"odדְעָן","צקמ נו ע ","nonword","nonword","nonword",NA
"סולים","שכוח אדמה","nonword","nonword","nonword",NA
"ovאֲבָק","nfר מ ט י","nonword","nonword","nonword",NA
"הַבטָח笙ェ","דרמורים","nonword","nonword","nonword",NA
"לליק","הץו ה ל","nonword","nonword","nonword",NA
"וויקה","rlק","nonword","nonword","nonword",NA
"אץאָה","ירמי","nonword","nonword","nonword",NA
"שִׁריודו","רםנ ת ח ","nonword","nonword","nonword",NA
"מוטטם","jrלכ ו ד ת","nonword","nonword","nonword",NA
"פחירה","להסדיך","nonword","nonword","nonword",NA
"ווסחה","ס דרתצ","nonword","nonword","nonword",NA
"qsינָמִיט","qsר תו ן","nonword","nonword","nonword",NA
"מְכוֹעםו","משוריים","nonword","nonword","nonword",NA
"יסח","נם ב יש ","nonword","nonword","nonword",NA
"נהלה","rpנ סו ת","nonword","nonword","nonword",NA
"lfכָּנָה","מולרח ה","nonword","nonword","nonword",NA
"סתההו","ןחבר ה","nonword","nonword","nonword",NA
"הםבֵרוּת","ש ו ל ח ן כ  ת יטתה","nonword","nonword","nonword",NA
"אזטטה","לתק","nonword","nonword","nonword",NA
"רולסַ","א xo","nonword","nonword","nonword",NA
"ליפרד","nf נק א י","nonword","nonword","nonword",NA
"הֶסכהסם","ב  ר יאוru","nonword","nonword","nonword",NA
"טץכִירָה","פאלום","nonword","nonword","nonword",NA
"דִירסק","msילו מ ט ר","nonword","nonword","nonword",NA
"יגת","rjר יד","nonword","nonword","nonword",NA
"תִסמוֹכסת","מו ש  גסה","nonword","nonword","nonword",NA
"זתקפָּאָה","rvפ ק ד","nonword","nonword","nonword",NA
"לַחֲזוph","רניר ה","nonword","nonword","nonword",NA
"וטט","חם נא ה","nonword","nonword","nonword",NA
"יקפה","כ  בלפ","nonword","nonword","nonword",NA
"לָמוft","תודרנ ה","nonword","nonword","nonword",NA
"ניקיאים","טיפויף","nonword","nonword","nonword",NA
"tmבִיר","ufאו ן","nonword","nonword","nonword",NA
"תםדַלִיָה","dlח צ ן","nonword","nonword","nonword",NA
"פראנוררטית","שךסטרו נ או ט","nonword","nonword","nonword",NA
"לשיחר","ao ל ה צ י","nonword","nonword","nonword",NA
"פהכְזָרִי","ב  יש חיף","nonword","nonword","nonword",NA
"לְאַרגג ","jcנס צ יו נ י","nonword","nonword","nonword",NA
"ףלשְׁלוֹחַ","מיתין","nonword","nonword","nonword",NA
"משתד","א חמר","nonword","nonword","nonword",NA
"lfּתוֹקֶף","ש  מ יun","nonword","nonword","nonword",NA
"jfהִתְאַגֵד","יםמב ו ל נס","nonword","nonword","nonword",NA
