"sk_cue","sk_target","type","cue_type","target_type","sk_cosine"
"chirurg","vázán","nonword","word","nonword",NA
"pristátie","väzetách","nonword","word","nonword",NA
"invázia","penňa","nonword","word","nonword",NA
"nevinný","torra","nonword","word","nonword",NA
"vnútorný","pdhod","nonword","word","nonword",NA
"otrok","šťasnosť","nonword","word","nonword",NA
"konzervatívny","vekan","nonword","word","nonword",NA
"mozog","podda","nonword","word","nonword",NA
"orchester","veňuj","nonword","word","nonword",NA
"aukcia","venou","nonword","word","nonword",NA
"pokorný","velikoch","nonword","word","nonword",NA
"zombie","stroskolepý","nonword","word","nonword",NA
"eskort","stroskorysý","nonword","word","nonword",NA
"zajtra","tormi","nonword","word","nonword",NA
"taxík","uzdratilácia","nonword","word","nonword",NA
"plus","vedač","nonword","word","nonword",NA
"lichotiť","veskonci","nonword","word","nonword",NA
"neschopnosť","veným","nonword","word","nonword",NA
"tajný","posta","nonword","word","nonword",NA
"spoločnosť","videcent","nonword","word","nonword",NA
"mrhať","vijav","nonword","word","nonword",NA
"september","štetlička","nonword","word","nonword",NA
"nočná mora","brára","nonword","word","nonword",NA
"raj","polný","nonword","word","nonword",NA
"povolenie","vitadých","nonword","word","nonword",NA
"význam","víhla","nonword","word","nonword",NA
"filozofia","conda","nonword","word","nonword",NA
"spomaliť","úbyvo","nonword","word","nonword",NA
"vhodný","lík","nonword","word","nonword",NA
"koniec","vlajri","nonword","word","nonword",NA
"proteín","vôsat","nonword","word","nonword",NA
"handričko","hluca","nonword","word","nonword",NA
"rock","votar","nonword","word","nonword",NA
"tekutý","volot","nonword","word","nonword",NA
"viazať sa","penka","nonword","word","nonword",NA
"katolík","vobritský","nonword","word","nonword",NA
"seržant","hluba","nonword","word","nonword",NA
"v blízkosti","vohar","nonword","word","nonword",NA
"trest","alaňa","nonword","word","nonword",NA
"teraz","votrebars","nonword","word","nonword",NA
"milionár","vrej","nonword","word","nonword",NA
"prehliadka","vrej","nonword","word","nonword",NA
"hmotnosť","škanda","nonword","word","nonword",NA
"korisť","vrša","nonword","word","nonword",NA
"utečenec","čierko","nonword","word","nonword",NA
"hrob","spodkovka","nonword","word","nonword",NA
"ping","vrúvodník","nonword","word","nonword",NA
"smrť","všehľadne","nonword","word","nonword",NA
"kazár","efák","nonword","word","nonword",NA
"pripravený","žrip","nonword","word","nonword",NA
"tetovanie","adopný","nonword","word","nonword",NA
"príprava","vybastva","nonword","word","nonword",NA
"manažér","výdat","nonword","word","nonword",NA
"užitočný","vyhlad","nonword","word","nonword",NA
"ponorka","vybudostrel","nonword","word","nonword",NA
"spoločnosť","výškodný","nonword","word","nonword",NA
"hnačka","výslušný","nonword","word","nonword",NA
"regionálny","vychádzranie","nonword","word","nonword",NA
"sťažnosť","vystriesenie","nonword","word","nonword",NA
"hluk","vytriasťnotenie","nonword","word","nonword",NA
"blesk","výhonoských","nonword","word","nonword",NA
"limonáda","vytieť","nonword","word","nonword",NA
"orgazmus","výňam","nonword","word","nonword",NA
"astronaut","vykonaštval","nonword","word","nonword",NA
"roh","umiestnikajúci","nonword","word","nonword",NA
"zadať","vypočíských","nonword","word","nonword",NA
"smeti","vyponiec","nonword","word","nonword",NA
"stráž","vyráriem","nonword","word","nonword",NA
"medveď","ošetroba","nonword","word","nonword",NA
"zachovať","výrociam","nonword","word","nonword",NA
"súkromné","vysynchrovať","nonword","word","nonword",NA
"žilka","vytriasťrovateľ","nonword","word","nonword",NA
"seminár","vysiedzím","nonword","word","nonword",NA
"federálny","kloka","nonword","word","nonword",NA
"hnedý","výsleland","nonword","word","nonword",NA
"ovládať","vychický","nonword","word","nonword",NA
"pohovka","výstrč","nonword","word","nonword",NA
"preskúmať","výkrátva","nonword","word","nonword",NA
"recepcia","vyzväčšiť","nonword","word","nonword",NA
"dedko","vychutpiť","nonword","word","nonword",NA
"ohrievač","vývových","nonword","word","nonword",NA
"kontaminácia","výpružný","nonword","word","nonword",NA
"záruka","výviaž","nonword","word","nonword",NA
"kilometer","výdix","nonword","word","nonword",NA
"tableta","opídu","nonword","word","nonword",NA
"hit","štarlanie","nonword","word","nonword",NA
"krúžok","uvoľšený","nonword","word","nonword",NA
"zabezpečenie","kovson","nonword","word","nonword",NA
"nevedomosť","zachráňpečiť","nonword","word","nonword",NA
"telo","zahre","nonword","word","nonword",NA
"čítať","zavražvať","nonword","word","nonword",NA
"kábel","zakrátmo","nonword","word","nonword",NA
"horor","zatel","nonword","word","nonword",NA
"zvládanie","zakástve","nonword","word","nonword",NA
"obloha","záslušník","nonword","word","nonword",NA
"slepý","zábom","nonword","word","nonword",NA
"krajina","záfer","nonword","word","nonword",NA
"neobvyklý","záslušný","nonword","word","nonword",NA
"bomba","zapamätaťtchett","nonword","word","nonword",NA
"dávka","zábák","nonword","word","nonword",NA
"čistý","zapôsoských","nonword","word","nonword",NA
"dôchodok","zatknešdenie","nonword","word","nonword",NA
"populácia","zalienka","nonword","word","nonword",NA
"med","zachváliť","nonword","word","nonword",NA
"malý","zachráňrené","nonword","word","nonword",NA
"kradnúť","zatýdňov","nonword","word","nonword",NA
"umelec","striejímavý","nonword","word","nonword",NA
"reklama","zaváriem","nonword","word","nonword",NA
"guvernér","záľaš","nonword","word","nonword",NA
"sobota","zaišiel","nonword","word","nonword",NA
"bod","zástaň","nonword","word","nonword",NA
"toaleta, wc","značrať","nonword","word","nonword",NA
"karneval","hunhom","nonword","word","nonword",NA
"pondelok","zbkôň","nonword","word","nonword",NA
"kód","suldiť","nonword","word","nonword",NA
"pamiatka","rálna","nonword","word","nonword",NA
"urážka","rálna","nonword","word","nonword",NA
"ufo","ženaprog","nonword","word","nonword",NA
"klan","ušetrenie","nonword","word","nonword",NA
"obraz","grema","nonword","word","nonword",NA
"krík","živoschopny","nonword","word","nonword",NA
"fox","krsva","nonword","word","nonword",NA
"cisársky","exisšenie","nonword","word","nonword",NA
"generátor","zloďou","nonword","word","nonword",NA
"technológia","sľutá","nonword","word","nonword",NA
"špionáž","žuý","nonword","word","nonword",NA
"bander","žiadhanie","nonword","word","nonword",NA
"brutálny","ciatok","nonword","word","nonword",NA
"helma","zmia","nonword","word","nonword",NA
"okrúhly","osobnutie","nonword","word","nonword",NA
"bojovať","znešziť","nonword","word","nonword",NA
"kilo","znamoch","nonword","word","nonword",NA
"doslova","schomenie","nonword","word","nonword",NA
"husiť","opračenie","nonword","word","nonword",NA
"eliminácia","vonžiť","nonword","word","nonword",NA
"trieda","zochiel","nonword","word","nonword",NA
"anonymný","lahna","nonword","word","nonword",NA
"tábor","hviezdganizovať","nonword","word","nonword",NA
"pozornosť","zorial","nonword","word","nonword",NA
"podceniť","grécca","nonword","word","nonword",NA
"nemožný","hniezka","nonword","word","nonword",NA
"štrbina","zrýchlo","nonword","word","nonword",NA
"nemocnica","crb","nonword","word","nonword",NA
"dva","kŕť","nonword","word","nonword",NA
"majestátnosť","yuuk","nonword","word","nonword",NA
"strýko","zvychybne","nonword","word","nonword",NA
"kapiňach","cirtén","nonword","nonword","nonword",NA
"pohybovaťóriách","slávčenie","nonword","nonword","nonword",NA
"nário","týžzuj","nonword","nonword","nonword",NA
"pokrý","ăli","nonword","nonword","nonword",NA
"hrľe","vychádzranie","nonword","nonword","nonword",NA
"bláplo","myšha","nonword","nonword","nonword",NA
"dubližný","teenaštval","nonword","nonword","nonword",NA
"orm","fislovný","nonword","nonword","nonword",NA
"miať","skísť","nonword","nonword","nonword",NA
"otecia","snpá","nonword","nonword","nonword",NA
"dvojčajný","egyptterica","nonword","nonword","nonword",NA
"špicond","smierny","nonword","nonword","nonword",NA
"osnn","šaorientový","nonword","nonword","nonword",NA
"zoologická záhrčerstviť","fagentný","nonword","nonword","nonword",NA
"ovláčia","dôčierne","nonword","nonword","nonword",NA
"nešťastteľský","šperba","nonword","nonword","nonword",NA
"strietujúci","transsovateľ","nonword","nonword","nonword",NA
"okoka","vyzväčšiť","nonword","nonword","nonword",NA
"poputriedny","halteľ","nonword","nonword","nonword",NA
"omylný","samunách","nonword","nonword","nonword",NA
"palba","rýchchal","nonword","nonword","nonword",NA
"dyscottie","nábožentiach","nonword","nonword","nonword",NA
"vhodkom","vytieť","nonword","nonword","nonword",NA
"dobva","bokvápko","nonword","nonword","nonword",NA
"kalinách","šinka","nonword","nonword","nonword",NA
"výrobert","zrýchlo","nonword","nonword","nonword",NA
"zmietálny","priateľných","nonword","nonword","nonword",NA
"maľoných","zmia","nonword","nonword","nonword",NA
"postupný","napílých","nonword","nonword","nonword",NA
"dýchnior","neusskresle","nonword","nonword","nonword",NA
"leňom","trabandký","nonword","nonword","nonword",NA
"kotta","hodnociachný","nonword","nonword","nonword",NA
"fosžok","umieny","nonword","nonword","nonword",NA
"hém","definíských","nonword","nonword","nonword",NA
"zmysnica","včž","nonword","nonword","nonword",NA
"medzináúchvatný","explatný","nonword","nonword","nonword",NA
"semirium","kazachsnka","nonword","nonword","nonword",NA
"kapma","predvim","nonword","nonword","nonword",NA
"histi","prístiev","nonword","nonword","nonword",NA
"klaustrolovať","osvetvisko","nonword","nonword","nonword",NA
"manzlieka","vuot","nonword","nonword","nonword",NA
"dievnický","radka","nonword","nonword","nonword",NA
"tipor","obtrvalý","nonword","nonword","nonword",NA
"tarám","cepčný","nonword","nonword","nonword",NA
"čít","trauhať","nonword","nonword","nonword",NA
"depoprvý","protochum","nonword","nonword","nonword",NA
"mávšok","pokladnúť","nonword","nonword","nonword",NA
"dôveroidoch","telepnúť","nonword","nonword","nonword",NA
"chlaviť","medaiviek","nonword","nonword","nonword",NA
"ránov","zvyktúra","nonword","nonword","nonword",NA
"măar","pobejzba","nonword","nonword","nonword",NA
"paicu","vstupka","nonword","nonword","nonword",NA
"diamial","chromo","nonword","nonword","nonword",NA
"nemăĺžemvodlivosť","kobehľad","nonword","nonword","nonword",NA
"absosmiešne","oveniť","nonword","nonword","nonword",NA
"nechybný","mapozdra","nonword","nonword","nonword",NA
"valentna","nácepčný","nonword","nonword","nonword",NA
"thu","jedistranný","nonword","nonword","nonword",NA
"hrľstivý","predpoling","nonword","nonword","nonword",NA
"susandman","uprarurgia","nonword","nonword","nonword",NA
"miniciachny","mieržový","nonword","nonword","nonword",NA
"poviaznuť","spoločentiach","nonword","nonword","nonword",NA
"flirdanie","priemónia","nonword","nonword","nonword",NA
"zapusť","manhrávka","nonword","nonword","nonword",NA
"navzbudiť","realiswraithský","nonword","nonword","nonword",NA
"čeuh","cigaplachta","nonword","nonword","nonword",NA
"ročpiť","vrej","nonword","nonword","nonword",NA
"ospranetický","hovzkriesexuál","nonword","nonword","nonword",NA
"restrannácia","sanný","nonword","nonword","nonword",NA
"mauč","goštvala","nonword","nonword","nonword",NA
"zarus","rálna","nonword","nonword","nonword",NA
"vkropovať","platzeum","nonword","nonword","nonword",NA
"v blízkoright","libesiachny","nonword","nonword","nonword",NA
"rurga","adrezerv","nonword","nonword","nonword",NA
"tanta","komuplachta","nonword","nonword","nonword",NA
"zlepký","veskonci","nonword","nonword","nonword",NA
"stihknutý","ší","nonword","nonword","nonword",NA
"evoca","výškodný","nonword","nonword","nonword",NA
"sharpora","deteksiel","nonword","nonword","nonword",NA
"forvo","vytriasťnotenie","nonword","nonword","nonword",NA
"kruj","spätka","nonword","nonword","nonword",NA
"mýket","tralestný","nonword","nonword","nonword",NA
"lišiakvý","umrč","nonword","nonword","nonword",NA
"reazachsta","plasnádo","nonword","nonword","nonword",NA
"ľekort","súkrokoch","nonword","nonword","nonword",NA
"drdon","rún","nonword","nonword","nonword",NA
"polokaus","korytplienka","nonword","nonword","nonword",NA
"techča","rálna","nonword","nonword","nonword",NA
"naloších","uzdratilácia","nonword","nonword","nonword",NA
"kancemych","vlastverzita","nonword","nonword","nonword",NA
"džjn","inštinkmácie","nonword","nonword","nonword",NA
"idiva","dinca","nonword","nonword","nonword",NA
"horors","aeroňa","nonword","nonword","nonword",NA
"cafforiadku","balevant","nonword","nonword","nonword",NA
"prirostranný","vražva","nonword","nonword","nonword",NA
"kvitky","adopný","nonword","nonword","nonword",NA
"útoznačko","chrisnutie","nonword","nonword","nonword",NA
"potešeských","poosláviť","nonword","nonword","nonword",NA
"náves","vklaníčka","nonword","nonword","nonword",NA
"sprevený","exisšenie","nonword","nonword","nonword",NA
"svečiť","torra","nonword","nonword","nonword",NA
"vnúhlavný","pomliaždenie","nonword","nonword","nonword",NA
"rorón","dúraz","nonword","nonword","nonword",NA
"kozá","seľný","nonword","nonword","nonword",NA
"interhoch","vnúbol","nonword","nonword","nonword",NA
"komencích","markebrať","nonword","nonword","nonword",NA
"auvaš","negaprázdny","nonword","nonword","nonword",NA
"odmiettiť","predánych","nonword","nonword","nonword",NA
"ličkosť","použiských","nonword","nonword","nonword",NA
"hojza","potaktný","nonword","nonword","nonword",NA
"slalo","skyka","nonword","nonword","nonword",NA
"veľspláchlanectvo","reakfast","nonword","nonword","nonword",NA
"gosiem","koncentrovaťáciách","nonword","nonword","nonword",NA
"gajú","pišsna","nonword","nonword","nonword",NA
"chránálny","javnútro","nonword","nonword","nonword",NA
"zavokrát","temok","nonword","nonword","nonword",NA
"kontell","iťaz","nonword","nonword","nonword",NA
"kŕm","úposobný","nonword","nonword","nonword",NA
"kolium","vedač","nonword","nonword","nonword",NA
"vlči","šľachtimeter","nonword","nonword","nonword",NA
"pyraedwarda","abaor","nonword","nonword","nonword",NA
"pozorcium","ibiesť","nonword","nonword","nonword",NA
"pruj","sliecína","nonword","nonword","nonword",NA
"roisť","obpou","nonword","nonword","nonword",NA
"kolóskej","počímien","nonword","nonword","nonword",NA
"oroptimus","povincent","nonword","nonword","nonword",NA
"symptómia","uzatresia","nonword","nonword","nonword",NA
"monstráž","seho","nonword","nonword","nonword",NA
"veprípra","surdný","nonword","nonword","nonword",NA
"chrabvač","objedstve","nonword","nonword","nonword",NA
"dzene","poxer","nonword","nonword","nonword",NA
"kamomi","bibrý","nonword","nonword","nonword",NA
"ďalekostreľ","conda","nonword","nonword","nonword",NA
"aspiberg","ium","nonword","nonword","nonword",NA
"skiby","dirýchlo","nonword","nonword","nonword",NA
"uliatok","spadpenie","nonword","nonword","nonword",NA
"zvánkedy","civilizástvách","nonword","nonword","nonword",NA
"prade","vyponiec","nonword","nonword","nonword",NA
"konsť","kaviarly","nonword","nonword","nonword",NA
"kagye","nevoľbách","nonword","nonword","nonword",NA
"probab","rozpeľ","nonword","nonword","nonword",NA
"príleživzdychne","drďo","nonword","nonword","nonword",NA
"a st","minuchal","nonword","nonword","nonword",NA
"termitier","sinlo","nonword","nonword","nonword",NA
"špejohnny","vojvo","nonword","nonword","nonword",NA
"enn","sluščiť","nonword","nonword","nonword",NA
"holio","ďanať","nonword","nonword","nonword",NA
"neobskleslý","liev","nonword","nonword","nonword",NA
"náľať","svetazstvo","nonword","nonword","nonword",NA
"záchvaka","obnorant","nonword","nonword","nonword",NA
"ubezpenie","cenbý","nonword","nonword","nonword",NA
"retrukcia","mogan","nonword","nonword","nonword",NA
"séhol","bohatších","nonword","nonword","nonword",NA
"nekr","debva","nonword","nonword","nonword",NA
"väzkom","redeklarácia","nonword","nonword","nonword",NA
"bodký","štuš","nonword","nonword","nonword",NA
"božín","vybudostrel","nonword","nonword","nonword",NA
"voxwello","domiu","nonword","nonword","nonword",NA
"vísou","striejímavý","nonword","nonword","nonword",NA
"nezástrelný","otranada","nonword","nonword","nonword",NA
"narodeštruk","votar","nonword","nonword","nonword",NA
"záľaš","zakástve","nonword","nonword","nonword",NA
"konfroncia","tamtý","nonword","nonword","nonword",NA
"striebrovateľka","adrenapchám","nonword","nonword","nonword",NA
"anano","smiest","nonword","nonword","nonword",NA
"inžistúp","plato","nonword","nonword","nonword",NA
"protols","emocitriedny","nonword","nonword","nonword",NA
"ponus","ochráňteratúra","nonword","nonword","nonword",NA
"zazna","vojha","nonword","nonword","nonword",NA
"baute","dôlit","nonword","nonword","nonword",NA
"liardoba","schomenie","nonword","nonword","nonword",NA
"winsňa","majikoch","nonword","nonword","nonword",NA
"bunko","cibuľ","nonword","nonword","nonword",NA
"nesk","povieška","nonword","nonword","nonword",NA
"toaletaštvem","oznatiť","nonword","nonword","nonword",NA
"rozpteľný","imm","nonword","nonword","nonword",NA
"idž","vznikpovanie","nonword","nonword","nonword",NA
"distvý","atmozvnutra","nonword","nonword","nonword",NA
"vzťaka","osť","nonword","nonword","nonword",NA
"hoaby","komiálov","nonword","nonword","nonword",NA
"terni","pohčty","nonword","nonword","nonword",NA
"huana","zábom","nonword","nonword","nonword",NA
"lekáš","fotojich","nonword","nonword","nonword",NA
"pravny","svedčina","nonword","nonword","nonword",NA
"snažiťkcií","štvrťmil","nonword","nonword","nonword",NA
"tlachello","podnikazachs","nonword","nonword","nonword",NA
"prerutoch","nemăĺžemvodlivý","nonword","nonword","nonword",NA
"žaniu","koletieť","nonword","nonword","nonword",NA
"bozka","herokiaľ","nonword","nonword","nonword",NA
"vyvážechráň","brendenný","nonword","nonword","nonword",NA
"trolka","horid","nonword","nonword","nonword",NA
"kysný","výpružný","nonword","nonword","nonword",NA
"tachodník","vrša","nonword","nonword","nonword",NA
"obšok","noldsaha","nonword","nonword","nonword",NA
"prohvezdie","kovdzi","nonword","nonword","nonword",NA
"popra","widry","nonword","nonword","nonword",NA
"vtipko","baprizna","nonword","nonword","nonword",NA
"jinno","skutba","nonword","nonword","nonword",NA
"skáka","rozvesttický","nonword","nonword","nonword",NA
"botă","kreshol","nonword","nonword","nonword",NA
"nalentný","nápiť","nonword","nonword","nonword",NA
"zemetrasestvách","pozorustriktný","nonword","nonword","nonword",NA
"nenázveš","opuslógia","nonword","nonword","nonword",NA
"kabichod","zorial","nonword","nonword","nonword",NA
"všiva","oznalivý","nonword","nonword","nonword",NA
"zabinách","obvinešťast","nonword","nonword","nonword",NA
"vypočuchách","bližný","nonword","nonword","nonword",NA
"išť","zmiznení","nonword","nonword","nonword",NA
"stripná mora","elevďačný","nonword","nonword","nonword",NA
"hrážka","živoschopny","nonword","nonword","nonword",NA
"bronník","brára","nonword","nonword","nonword",NA
"porastranný","klebuď","nonword","nonword","nonword",NA
"nerovplyvný","pádper","nonword","nonword","nonword",NA
"ráť","mutápačs","nonword","nonword","nonword",NA
"krátálny","drif","nonword","nonword","nonword",NA
"bezvhodný","zloďou","nonword","nonword","nonword",NA
"probmál","utlátor","nonword","nonword","nonword",NA
"navrchom","lížia","nonword","nonword","nonword",NA
"cisárňach","pozdraný","nonword","nonword","nonword",NA
"znzí","zísla","nonword","nonword","nonword",NA
"playwers","fotograstrel","nonword","nonword","nonword",NA
"dobrostredník","žiadhanie","nonword","nonword","nonword",NA
"predstaviciach","xon","nonword","nonword","nonword",NA
"skratba","vykonaštval","nonword","nonword","nonword",NA
"výliach","basesiek","nonword","nonword","nonword",NA
"žmurnosť","zástaň","nonword","nonword","nonword",NA
"úspeša","pikel","nonword","nonword","nonword",NA
"vytvástvo","nakotvor","nonword","nonword","nonword",NA
"akciámny","vyhlad","nonword","nonword","nonword",NA
"spomakých","výstrč","nonword","nonword","nonword",NA
"vanos","vrecvávať","nonword","nonword","nonword",NA
"vršava","oznámeno","nonword","nonword","nonword",NA
"fenožiam","lahna","nonword","nonword","nonword",NA
"chrbrava","navrchom","nonword","nonword","nonword",NA
"časky","kaplá","nonword","nonword","nonword",NA
"senplodný","kardičiem","nonword","nonword","nonword",NA
"nevyvplyvný","znešziť","nonword","nonword","nonword",NA
"umiestnikajúci","posta","nonword","nonword","nonword",NA
"veľlo","veným","nonword","nonword","nonword",NA
"registromny","tapult","nonword","nonword","nonword",NA
"nazsy","zväčticky","nonword","nonword","nonword",NA
"dôchových","techča","nonword","nonword","nonword",NA
"lečka","alrem","nonword","nonword","nonword",NA
"melha","preska","nonword","nonword","nonword",NA
"potľapka","prehástvu","nonword","nonword","nonword",NA
"užíne","obgií","nonword","nonword","nonword",NA
"osvojina","zjed","nonword","nonword","nonword",NA
"kehir","veňuj","nonword","nonword","nonword",NA
"nadpriroochranný","kazot","nonword","nonword","nonword",NA
"zdrhtember","výhonoských","nonword","nonword","nonword",NA
"baeho","zatknešdenie","nonword","nonword","nonword",NA
"henba","wraithsvedík čistotný","nonword","nonword","nonword",NA
"mananích","kilva","nonword","nonword","nonword",NA
"mém","strozóda","nonword","nonword","nonword",NA
"trocíp","osvietiť sa","nonword","nonword","nonword",NA
"stoc","exstavné","nonword","nonword","nonword",NA
"poradentiach","peňastrieka","nonword","nonword","nonword",NA
"orienrostený","prívňajšok","nonword","nonword","nonword",NA
"rax","dôlesprostý","nonword","nonword","nonword",NA
"siip","grécca","nonword","nonword","nonword",NA
"kraa","nebezstrašný","nonword","nonword","nonword",NA
"áluk","dosiahda","nonword","nonword","nonword",NA
"gyez","pozíkoch","nonword","nonword","nonword",NA
"výsell","techristina","nonword","nonword","nonword",NA
"vyurýchlenie","idisok","nonword","nonword","nonword",NA
"vražtúra","lač","nonword","nonword","nonword",NA
"strelny","tmaba","nonword","nonword","nonword",NA
"štpä","probredý","nonword","nonword","nonword",NA
"víriť","černo","nonword","nonword","nonword",NA
"mlávak","satebral","nonword","nonword","nonword",NA
"umiestdepodobnosť","škanťaž","nonword","nonword","nonword",NA
"pochôdzvenie","psyotriaslogický","nonword","nonword","nonword",NA
"hanstacko","ĺpec","nonword","nonword","nonword",NA
"telenost","zábák","nonword","nonword","nonword",NA
"orn","vlajri","nonword","nonword","nonword",NA
"poskyt","chamník","nonword","nonword","nonword",NA
"ritustvá","jadeň","nonword","nonword","nonword",NA
"poídu","fugiprázdny","nonword","nonword","nonword",NA
"umevan","časoames","nonword","nonword","nonword",NA
"vzhľil","preská","nonword","nonword","nonword",NA
"zdvíva","indeklarácia","nonword","nonword","nonword",NA
"frakíz","vrúvodník","nonword","nonword","nonword",NA
"výhoch","pokrý","nonword","nonword","nonword",NA
"sýos","lockťalka","nonword","nonword","nonword",NA
"tetovaských","písamant","nonword","nonword","nonword",NA
"kapaciových","klačo","nonword","nonword","nonword",NA
"jedkrývka","prejdivo","nonword","nonword","nonword",NA
"vé","skontrina","nonword","nonword","nonword",NA
"krážiadná","hunton","nonword","nonword","nonword",NA
"podcelých","divítých","nonword","nonword","nonword",NA
"čkanie","opídu","nonword","nonword","nonword",NA
"mierrilý","dokusoch","nonword","nonword","nonword",NA
"tíč","henký","nonword","nonword","nonword",NA
"liarda","chlopná dráha","nonword","nonword","nonword",NA
"ktona","elekcúzsky","nonword","nonword","nonword",NA
"figwaine","pobiem","nonword","nonword","nonword",NA
"taslušník","hvieznásobný","nonword","nonword","nonword",NA
"zdraram","inčierny","nonword","nonword","nonword",NA
"praskytlo","prirosť","nonword","nonword","nonword",NA
"pánký","faxoných","nonword","nonword","nonword",NA
"rukovlastník","noonálny","nonword","nonword","nonword",NA
"rašli","znakdy","nonword","nonword","nonword",NA
"uhvlk","striecelária","nonword","nonword","nonword",NA
"idenriadať","lík","nonword","nonword","nonword",NA
"skonnica","lečka","nonword","nonword","nonword",NA
"zomrák","sgad","nonword","nonword","nonword",NA
"narial","sprielenie","nonword","nonword","nonword",NA
"analychov","rovba","nonword","nonword","nonword",NA
"súhľadné","prábaš","nonword","nonword","nonword",NA
"fildý","kovýš","nonword","nonword","nonword",NA
"poziprázdny","podrat","nonword","nonword","nonword",NA
"nágov","lór","nonword","nonword","nonword",NA
"drže","galadĺži","nonword","nonword","nonword",NA
"tilky","rozhodgins","nonword","nonword","nonword",NA
"náracích","hril","nonword","nonword","nonword",NA
"prialená","monitorosworth","nonword","nonword","nonword",NA
"obloniál","protoring","nonword","nonword","nonword",NA
"urochi","špaka","nonword","nonword","nonword",NA
"pllz","spaán","nonword","nonword","nonword",NA
"zesier","pokert","nonword","nonword","nonword",NA
"skúseriál","adopburger","nonword","nonword","nonword",NA
"hlima","velikoch","nonword","nonword","nonword",NA
"móciu","kráľovkých","nonword","nonword","nonword",NA
"klatáč","čaroovplyvnica","nonword","nonword","nonword",NA
"strepad","dokonaštval","nonword","nonword","nonword",NA
"spoločskej","rylan","nonword","nonword","nonword",NA
"spôvo","votrebars","nonword","nonword","nonword",NA
"náťák","stahingto","nonword","nonword","nonword",NA
"agóma","stíský","nonword","nonword","nonword",NA
"bloký","vyráriem","nonword","nonword","nonword",NA
"jedistranný","chvíľkovina","nonword","nonword","nonword",NA
"zodpovedských","utak","nonword","nonword","nonword",NA
"kráigh","predlový","nonword","nonword","nonword",NA
"franmy","prebi","nonword","nonword","nonword",NA
"pieť","suldiť","nonword","nonword","nonword",NA
"kimvosť","rastánky","nonword","nonword","nonword",NA
"prechrumka","cestovnýánoch","nonword","nonword","nonword",NA
"tipor","utet","nonword","nonword","nonword",NA
"pláš","polný","nonword","nonword","nonword",NA
"ohpú","kimvý","nonword","nonword","nonword",NA
"jastrýko","synvrch","nonword","nonword","nonword",NA
"tód","konsť","nonword","nonword","nonword",NA
"čersský","arf","nonword","nonword","nonword",NA
"ochranrimentovať","ium","nonword","nonword","nonword",NA
"rizišiel","scholýza","nonword","nonword","nonword",NA
"roztleta","pateyorkský","nonword","nonword","nonword",NA
"dedmus","manliactvo","nonword","nonword","nonword",NA
"dospievajúsworth","bietosť","nonword","nonword","nonword",NA
"starnavý","kolib","nonword","nonword","nonword",NA
"oslobička","strelny","nonword","nonword","nonword",NA
"pišžen","tučok","nonword","nonword","nonword",NA
"finálny, končerstviť","nestretný","nonword","nonword","nonword",NA
"vsa","vlastkačka","nonword","nonword","nonword",NA
"reel","pobredosť","nonword","nonword","nonword",NA
"konferentnosť","naomer","nonword","nonword","nonword",NA
"tyvšetký","obdotosť","nonword","nonword","nonword",NA
"včený","odstrána","nonword","nonword","nonword",NA
"zmierica","postrachlinika","nonword","nonword","nonword",NA
"ankio","odstoc","nonword","nonword","nonword",NA
"lač","pomrie","nonword","nonword","nonword",NA
"stavný","zjeddémia","nonword","nonword","nonword",NA
"dáfú","právky","nonword","nonword","nonword",NA
"cechiatrity","tajomkých","nonword","nonword","nonword",NA
"jelať","splriť","nonword","nonword","nonword",NA
"edd","gyn","nonword","nonword","nonword",NA
"hiu","briesť","nonword","nonword","nonword",NA
"doher","tučžiť","nonword","nonword","nonword",NA
"chlaska","mikrodosť","nonword","nonword","nonword",NA
"autodách","príplatný","nonword","nonword","nonword",NA
"uťasať","mknutý","nonword","nonword","nonword",NA
"chvívenie","prestrieka","nonword","nonword","nonword",NA
"kojíš","pierij","nonword","nonword","nonword",NA
"pestovka","digo","nonword","nonword","nonword",NA
"štvala","znamoch","nonword","nonword","nonword",NA
"garle","námorskej","nonword","nonword","nonword",NA
"nevedochvíľ","utheranec","nonword","nonword","nonword",NA
"rozprávaťdĺžil","slovnosť","nonword","nonword","nonword",NA
"učiťruk","nespozký","nonword","nonword","nonword",NA
"komilých","plasgový","nonword","nonword","nonword",NA
"voons","aboporný","nonword","nonword","nonword",NA
"priroukradne","seling","nonword","nonword","nonword",NA
"pýteľ","pravny","nonword","nonword","nonword",NA
"blatál","skonton","nonword","nonword","nonword",NA
"kôroj","mešše","nonword","nonword","nonword",NA
"géliam","profesihviezdny","nonword","nonword","nonword",NA
"výtvardok","rolek","nonword","nonword","nonword",NA
"kopveď","osť","nonword","nonword","nonword",NA
"situznak","zaváriem","nonword","nonword","nonword",NA
"galékých","hovoplat","nonword","nonword","nonword",NA
"žiacom","dziny","nonword","nonword","nonword",NA
"obšvédsky","nerhať","nonword","nonword","nonword",NA
"roztný","upratasy","nonword","nonword","nonword",NA
"sobolest","opísa","nonword","nonword","nonword",NA
"paranoštrukčný","chisom","nonword","nonword","nonword",NA
"kazník","korvy","nonword","nonword","nonword",NA
"snatol","zatýdňov","nonword","nonword","nonword",NA
"frankny","nárna","nonword","nonword","nonword",NA
"sklačenec","sediš","nonword","nonword","nonword",NA
