"et_target","et_cue","type","target_type","cue_type","et_cosine"
"ant","itaallatama","nonword","word","nonword",NA
"süüdistus","jesma","nonword","word","nonword",NA
"harva","smittom","nonword","word","nonword",NA
"verevalum","sünnipüüd","nonword","word","nonword",NA
"luuletus","sutillman","nonword","word","nonword",NA
"kütus","kipp","nonword","word","nonword",NA
"energia","sune","nonword","word","nonword",NA
"asend","sursid","nonword","word","nonword",NA
"eemaldama","süsident","nonword","word","nonword",NA
"tüdrukud","jeu","nonword","word","nonword",NA
"massaaž","maitlus","nonword","word","nonword",NA
"avaldus","suunoorte","nonword","word","nonword",NA
"naist","sufe","nonword","word","nonword",NA
"komisjon","suuliialdama","nonword","word","nonword",NA
"muretsema","suurepäranemuistsel","nonword","word","nonword",NA
"valgus","ülessaadik","nonword","word","nonword",NA
"tee","suuner","nonword","word","nonword",NA
"ohutus","vaatu","nonword","word","nonword",NA
"värav","sumai","nonword","word","nonword",NA
"linn","järgtama","nonword","word","nonword",NA
"palgamõrvar","tahun","nonword","word","nonword",NA
"signaal","emilett","nonword","word","nonword",NA
"habe","ohtvas","nonword","word","nonword",NA
"valikuvõimalus","tatain","nonword","word","nonword",NA
"kindlustama","tagasiastuminemuistsel","nonword","word","nonword",NA
"abielus","tähelemiseksnu","nonword","word","nonword",NA
"närviline","täusaldus","nonword","word","nonword",NA
"sibul","bortis","nonword","word","nonword",NA
"vajutama","taõh","nonword","word","nonword",NA
"noor","eemalkasvanud","nonword","word","nonword",NA
"föderatsioon","tavalttus","nonword","word","nonword",NA
"hüpata","posso","nonword","word","nonword",NA
"väljapressima","tänahalisval","nonword","word","nonword",NA
"plahvatus","kuulsija","nonword","word","nonword",NA
"armas","tänuväär","nonword","word","nonword",NA
"nina","mulja","nonword","word","nonword",NA
"muna","algovara","nonword","word","nonword",NA
"tuuma-","tasaters","nonword","word","nonword",NA
"tavaliselt","metku","nonword","word","nonword",NA
"vilistama","meelsima","nonword","word","nonword",NA
"kirjandus","tätoveeduses","nonword","word","nonword",NA
"vara","tavalinemuistsel","nonword","word","nonword",NA
"mõistma","kahtmatus","nonword","word","nonword",NA
"demokraatia","teadusuuhast","nonword","word","nonword",NA
"vend","bbe","nonword","word","nonword",NA
"kardinal","bbe","nonword","word","nonword",NA
"motell","teetaud","nonword","word","nonword",NA
"absurdne","teegem","nonword","word","nonword",NA
"vanilje","tegelisioon","nonword","word","nonword",NA
"lunaraha","tetundma","nonword","word","nonword",NA
"tagumine","tegemaid","nonword","word","nonword",NA
"röövima","tekir","nonword","word","nonword",NA
"prints","kaitsniline","nonword","word","nonword",NA
"ühtne","kaitsnoloogia","nonword","word","nonword",NA
"van","jätne","nonword","word","nonword",NA
"teras","teisejärgulinemuistsel","nonword","word","nonword",NA
"külm","kvantmeline","nonword","word","nonword",NA
"valmistama","tehu","nonword","word","nonword",NA
"lind","teõht","nonword","word","nonword",NA
"ameerika","telegtein","nonword","word","nonword",NA
"oktoober","telespeid","nonword","word","nonword",NA
"halb","nõipel","nonword","word","nonword",NA
"ühendus","nõipel","nonword","word","nonword",NA
"merevägi","teraakett","nonword","word","nonword",NA
"rasedus","teravilikopteriga","nonword","word","nonword",NA
"arutelu","tekan","nonword","word","nonword",NA
"jalgpall","termiseid","nonword","word","nonword",NA
"maasikas","puuve","nonword","word","nonword",NA
"masin","terkel","nonword","word","nonword",NA
"valvama","tises","nonword","word","nonword",NA
"eeldus","tõekortsus","nonword","word","nonword",NA
"salat","ülemdid","nonword","word","nonword",NA
"ootama","rustus","nonword","word","nonword",NA
"lõigatud","keit","nonword","word","nonword",NA
"lihtne","glö","nonword","word","nonword",NA
"detsember","draakoda","nonword","word","nonword",NA
"kaelakee","ragma","nonword","word","nonword",NA
"mõrvama","töötiivi","nonword","word","nonword",NA
"töötaja","sakstus","nonword","word","nonword",NA
"tserebraalne","mõistama","nonword","word","nonword",NA
"klient","mõistama","nonword","word","nonword",NA
"sisalik","heitja","nonword","word","nonword",NA
"leek","arp","nonword","word","nonword",NA
"tugevalt","totad","nonword","word","nonword",NA
"kasutama","touc","nonword","word","nonword",NA
"impeerium","joosi","nonword","word","nonword",NA
"naerma","auur","nonword","word","nonword",NA
"parfüümi","treerib","nonword","word","nonword",NA
"metsa","vaikk","nonword","word","nonword",NA
"mägi","trojit","nonword","word","nonword",NA
"hunt","iraadus","nonword","word","nonword",NA
"dollari","sirment","nonword","word","nonword",NA
"klooster","tsitity","nonword","word","nonword",NA
"lendama","roclett","nonword","word","nonword",NA
"kogukond","tusel","nonword","word","nonword",NA
"teatama","tubariik","nonword","word","nonword",NA
"äri","tukot","nonword","word","nonword",NA
"uriin","tugemaid","nonword","word","nonword",NA
"tegevus","tunic","nonword","word","nonword",NA
"streik","hoohi","nonword","word","nonword",NA
"loovutama","tuol","nonword","word","nonword",NA
"taotlus","tulemiselju","nonword","word","nonword",NA
"juht","tulereid","nonword","word","nonword",NA
"teooria","tuletult","nonword","word","nonword",NA
"häire","tumeelttama","nonword","word","nonword",NA
"päike","tunpaquitaja","nonword","word","nonword",NA
"kõrvaklapp","tunkärvatama","nonword","word","nonword",NA
"tsirkus","tungivadtama","nonword","word","nonword",NA
"stiili","turlica","nonword","word","nonword",NA
"poiss","tüvin","nonword","word","nonword",NA
"metallist","tütarking","nonword","word","nonword",NA
"vangija","tuor","nonword","word","nonword",NA
"naljakas","hassanikala","nonword","word","nonword",NA
"jope","nicorpiline","nonword","word","nonword",NA
"nõustama","nto","nonword","word","nonword",NA
"kõhu-","bbe","nonword","word","nonword",NA
"loom","jõudkond","nonword","word","nonword",NA
"pataljon","anake","nonword","word","nonword",NA
"protseduur","uhsel","nonword","word","nonword",NA
"kolm","ris","nonword","word","nonword",NA
"vastu seisma","salsi","nonword","word","nonword",NA
"linnapea","sülene","nonword","word","nonword",NA
"president","laiskloomulik","nonword","word","nonword",NA
"normaalne","ülhk","nonword","word","nonword",NA
"kiirus","suuranne","nonword","word","nonword",NA
"paranormaalne","ülirootslane","nonword","word","nonword",NA
"ventileerimine","ülbit","nonword","word","nonword",NA
"kapitalism","üllaselt","nonword","word","nonword",NA
"liiv","ümbham","nonword","word","nonword",NA
"alfa","ümmargunemuistsel","nonword","word","nonword",NA
"kümnend","univerrael","nonword","word","nonword",NA
"helge","arentama","nonword","word","nonword",NA
"korpus","märktama","nonword","word","nonword",NA
"loendatus","järgdama","nonword","word","nonword",NA
"rahvas","ies","nonword","word","nonword",NA
"täiesti","mõislema","nonword","word","nonword",NA
"sündroom","järgma","nonword","word","nonword",NA
"lips","vajamine","nonword","word","nonword",NA
"haamer","scanik","nonword","word","nonword",NA
"ametlik","silde","nonword","word","nonword",NA
"töötama","taasrima","nonword","word","nonword",NA
"agentuur","psühtus","nonword","word","nonword",NA
"kass","psühtuslik","nonword","word","nonword",NA
"investor","viielus","nonword","word","nonword",NA
"vedelik","vabataht","nonword","word","nonword",NA
"kabel","vapaik","nonword","word","nonword",NA
"suur","vabasiusklik","nonword","word","nonword",NA
"tõenäoline","määne","nonword","word","nonword",NA
"tunne","kõrglane","nonword","word","nonword",NA
"naise","määsus","nonword","word","nonword",NA
"sentimeeter","lõuva","nonword","word","nonword",NA
"kingitus","vakaarna","nonword","word","nonword",NA
"kalmistu","vävas","nonword","word","nonword",NA
"kavatsus","vahele segncewind","nonword","word","nonword",NA
"ainulaadne","staine","nonword","word","nonword",NA
"tolmune","staine","nonword","word","nonword",NA
"nõbu","daalne","nonword","word","nonword",NA
"gramm","vaimuselt","nonword","word","nonword",NA
"visioon","vajatest","nonword","word","nonword",NA
"kott","vaban","nonword","word","nonword",NA
"vitamiin","teeskletama","nonword","word","nonword",NA
"aukartus","burge","nonword","word","nonword",NA
"strateegia","vatee","nonword","word","nonword",NA
"kahvel","valisest","nonword","word","nonword",NA
"idas","kuuja","nonword","word","nonword",NA
"pabertaskurätik","väljastust","nonword","word","nonword",NA
"publik","vauc","nonword","word","nonword",NA
"sõjaväeline","väia","nonword","word","nonword",NA
"festival","valval","nonword","word","nonword",NA
"sümbol","valgen","nonword","word","nonword",NA
"liider","vased","nonword","word","nonword",NA
"katse","vananeel","nonword","word","nonword",NA
"aitäh","vandevärk","nonword","word","nonword",NA
"täitmine","varif","nonword","word","nonword",NA
"sigar","elektnutama","nonword","word","nonword",NA
"laps","vakud","nonword","word","nonword",NA
"kaugel","valeb","nonword","word","nonword",NA
"põhjustama","vakeelatama","nonword","word","nonword",NA
"meremees","kolgus","nonword","word","nonword",NA
"detektiiv","vaban","nonword","word","nonword",NA
"mõju","varjutusedka","nonword","word","nonword",NA
"lause","mustke","nonword","word","nonword",NA
"viimati","kuulvima","nonword","word","nonword",NA
"valetaja","väsimist","nonword","word","nonword",NA
"jalutama","vasvus","nonword","word","nonword",NA
"kapp","vastupidinemuistsel","nonword","word","nonword",NA
"hommikusöök","kuutus","nonword","word","nonword",NA
"piisav","vastuprot","nonword","word","nonword",NA
"jälitama","vastumiks","nonword","word","nonword",NA
"loobuma","vedetest","nonword","word","nonword",NA
"tahtlikult","seksma","nonword","word","nonword",NA
"palk","sfin","nonword","word","nonword",NA
"haigus","venhell","nonword","word","nonword",NA
"säilitama","vesed","nonword","word","nonword",NA
"ülemaailmne","tahtlus","nonword","word","nonword",NA
"kaasas olema","visid","nonword","word","nonword",NA
"kontsert","vitid","nonword","word","nonword",NA
"kalapüük","elektkamine","nonword","word","nonword",NA
"muusik","viub","nonword","word","nonword",NA
"kaart","sõbrus","nonword","word","nonword",NA
"religioon","tähtsakas","nonword","word","nonword",NA
"vaba","vintpoon","nonword","word","nonword",NA
"kalliskivi","hukki","nonword","word","nonword",NA
"vannituba","võib osöe","nonword","word","nonword",NA
"puuvilla","võikeed","nonword","word","nonword",NA
"kauboi","koormatu","nonword","word","nonword",NA
"sooda","võimekord","nonword","word","nonword",NA
"kinnitama","teissus","nonword","word","nonword",NA
"programm","teissus","nonword","word","nonword",NA
"ministeerium","võty","nonword","word","nonword",NA
"erektsioon","võitdad","nonword","word","nonword",NA
"valu","dilts","nonword","word","nonword",NA
"rahaline","võnas","nonword","word","nonword",NA
"tootma","voig","nonword","word","nonword",NA
"bro","võpp","nonword","word","nonword",NA
"teadmised","voek","nonword","word","nonword",NA
"arst","husti","nonword","word","nonword",NA
"televisioon","wasdownton","nonword","word","nonword",NA
"puudumine","gpst","nonword","word","nonword",NA
"inspiratsioon","zombuk","nonword","word","nonword",NA
"triibuma","diimed","nonword","nonword","nonword",NA
"vajamõel","midti","nonword","nonword","nonword",NA
"veetgia","oliivima","nonword","nonword","nonword",NA
"remuks","lird","nonword","nonword","nonword",NA
"elektletama","bbe","nonword","nonword","nonword",NA
"plüad","raseraklik","nonword","nonword","nonword",NA
"lihtmune","kloostmatukogu","nonword","nonword","nonword",NA
"leithust","tähelemiseksnu","nonword","nonword","nonword",NA
"kuritegetõmmet","illelusõnne","nonword","nonword","nonword",NA
"suna","lõuva","nonword","nonword","nonword",NA
"sõkis","owst","nonword","nonword","nonword",NA
"inhäälne","haigma","nonword","nonword","nonword",NA
"kaitsriline","arfrankel","nonword","nonword","nonword",NA
"lepans","päpuud","nonword","nonword","nonword",NA
"elektdumine","anlev","nonword","nonword","nonword",NA
"allreaalajastama","dekla","nonword","nonword","nonword",NA
"väem","hortern","nonword","nonword","nonword",NA
"roopa","jenma","nonword","nonword","nonword",NA
"arriietus","translitama","nonword","nonword","nonword",NA
"verevaniega","pelda","nonword","nonword","nonword",NA
"putad","allveevärk","nonword","nonword","nonword",NA
"zand","halas","nonword","nonword","nonword",NA
"praats","itaallatama","nonword","nonword","nonword",NA
"kõõrdsaamine","kangeseiiine","nonword","nonword","nonword",NA
"ggu","tesje","nonword","nonword","nonword",NA
"jagaksitama","sporkama","nonword","nonword","nonword",NA
"ligh","britter","nonword","nonword","nonword",NA
"pühendufayel","ettevõtegutsesin","nonword","nonword","nonword",NA
"aridenti","nupi","nonword","nonword","nonword",NA
"pire","koaa","nonword","nonword","nonword",NA
"alaju","õusel","nonword","nonword","nonword",NA
"nõos","koee","nonword","nonword","nonword",NA
"musbu","mitte kunnifred","nonword","nonword","nonword",NA
"pühaneks","ärataksdma","nonword","nonword","nonword",NA
"vasakuleviisorist","insejaks","nonword","nonword","nonword",NA
"protsetica","siseminemuistsel","nonword","nonword","nonword",NA
"etteäriasja","weent","nonword","nonword","nonword",NA
"vistus","limosoom","nonword","nonword","nonword",NA
"korstnamine","kolgus","nonword","nonword","nonword",NA
"vaduv","nuwine","nonword","nonword","nonword",NA
"alanlik","mõisnima","nonword","nonword","nonword",NA
"kokga","lutundma","nonword","nonword","nonword",NA
"oun","visid","nonword","nonword","nonword",NA
"esigel","sutillman","nonword","nonword","nonword",NA
"kontjeks","teadanne","nonword","nonword","nonword",NA
"rumavalt","vajatest","nonword","nonword","nonword",NA
"honier","väeossavägi","nonword","nonword","nonword",NA
"võrdti","gistus","nonword","nonword","nonword",NA
"altur","orkats","nonword","nonword","nonword",NA
"tõeng","duep","nonword","nonword","nonword",NA
"lande","seake","nonword","nonword","nonword",NA
"kona","ruand","nonword","nonword","nonword",NA
"froms","ükas","nonword","nonword","nonword",NA
"suregist","jeebi","nonword","nonword","nonword",NA
"minismaks","toitla","nonword","nonword","nonword",NA
"palajuht","kõiksed","nonword","nonword","nonword",NA
"popser","viub","nonword","nonword","nonword",NA
"hävitaminemuistsel","tusel","nonword","nonword","nonword",NA
"päisa","rekoorma","nonword","nonword","nonword",NA
"järva","lisesine","nonword","nonword","nonword",NA
"föderattused","togramme","nonword","nonword","nonword",NA
"pöörtama","määna","nonword","nonword","nonword",NA
"planeeriminemuistsel","jõudkond","nonword","nonword","nonword",NA
"viihu","lutundma","nonword","nonword","nonword",NA
"kümpany","kru","nonword","nonword","nonword",NA
"lõtäiustama","detonaamisel","nonword","nonword","nonword",NA
"meelnch","põhaav","nonword","nonword","nonword",NA
"teistsutama","arovaalkade","nonword","nonword","nonword",NA
"krrds","rarum","nonword","nonword","nonword",NA
"huas","lihtkond","nonword","nonword","nonword",NA
"jänd","puüst","nonword","nonword","nonword",NA
"atkoordi","vastuprot","nonword","nonword","nonword",NA
"harjuvõim","kuei","nonword","nonword","nonword",NA
"baarlikkus","husti","nonword","nonword","nonword",NA
"translik","sõilom","nonword","nonword","nonword",NA
"kauat","gaki","nonword","nonword","nonword",NA
"poliitilinemuistsel","raaven","nonword","nonword","nonword",NA
"üleunistus","kich","nonword","nonword","nonword",NA
"stanla","absostiilselt","nonword","nonword","nonword",NA
"solsuni","vauc","nonword","nonword","nonword",NA
"rüu","vabataht","nonword","nonword","nonword",NA
"juhtdama","jua","nonword","nonword","nonword",NA
"ootamasioon","mesilanemuistsel","nonword","nonword","nonword",NA
"alantoran","anquintus","nonword","nonword","nonword",NA
"preesttükivägi","illupeole","nonword","nonword","nonword",NA
"päässaim","staamiad","nonword","nonword","nonword",NA
"häälsember","korratuur","nonword","nonword","nonword",NA
"vanemadtama","võitkuma","nonword","nonword","nonword",NA
"romantilinemuistsel","arterish","nonword","nonword","nonword",NA
"sissenior","meditsiinilinemuistsel","nonword","nonword","nonword",NA
"väauk","kuulkuma","nonword","nonword","nonword",NA
"taguminemuistsel","popuakuutne","nonword","nonword","nonword",NA
"tööli","voig","nonword","nonword","nonword",NA
"juukrika","rösber","nonword","nonword","nonword",NA
"pasilt","kaunei","nonword","nonword","nonword",NA
"liiguk","portsler","nonword","nonword","nonword",NA
"teful","aeglamise","nonword","nonword","nonword",NA
"torii","playazy","nonword","nonword","nonword",NA
"võrtur","magusrius","nonword","nonword","nonword",NA
"kirdestdus","kantäiuslikkus","nonword","nonword","nonword",NA
"rahastaminemuistsel","kilokaustter","nonword","nonword","nonword",NA
"vampart","smittom","nonword","nonword","nonword",NA
"dua","kulgt","nonword","nonword","nonword",NA
"kalaroop","suudsema","nonword","nonword","nonword",NA
"ainuookeane","bustus","nonword","nonword","nonword",NA
"mittemudjintavus","vaikk","nonword","nonword","nonword",NA
"peerem","pumary","nonword","nonword","nonword",NA
"monimitz","seeuks","nonword","nonword","nonword",NA
"kolmlisk","tetundma","nonword","nonword","nonword",NA
"viriietus","vakaarna","nonword","nonword","nonword",NA
"viikass","poltu","nonword","nonword","nonword",NA
"litid","miniruumine","nonword","nonword","nonword",NA
"igatma","konflows","nonword","nonword","nonword",NA
"vanemadtama","põllumajandustootjaguariga","nonword","nonword","nonword",NA
"asenmus","madbi","nonword","nonword","nonword",NA
"varöntge","kandiholm","nonword","nonword","nonword",NA
"rektne","peris","nonword","nonword","nonword",NA
"singus","mõisnane","nonword","nonword","nonword",NA
"õnnevaid","þee","nonword","nonword","nonword",NA
"monson","sakstus","nonword","nonword","nonword",NA
"teerudamine","risteiine","nonword","nonword","nonword",NA
"ebakinddiv","alistuli","nonword","nonword","nonword",NA
"flirma","ronmus","nonword","nonword","nonword",NA
"kunskond","basard","nonword","nonword","nonword",NA
"tos","kombinattused","nonword","nonword","nonword",NA
"peamus","hukki","nonword","nonword","nonword",NA
"mõrki","guass","nonword","nonword","nonword",NA
"ajastama","födelusõnne","nonword","nonword","nonword",NA
"saane","võistma","nonword","nonword","nonword",NA
"paranorpetentne","kasu sarebro","nonword","nonword","nonword",NA
"vallandaminemuistsel","järgdama","nonword","nonword","nonword",NA
"iuks","bbe","nonword","nonword","nonword",NA
"lõue","ortwitter","nonword","nonword","nonword",NA
"fantastilinemuistsel","bronius","nonword","nonword","nonword",NA
"taasrikus","õpipp","nonword","nonword","nonword",NA
"tesiaalsema","valdne","nonword","nonword","nonword",NA
"väljamiegase","ebatavalinemuistsel","nonword","nonword","nonword",NA
"tahang","koza","nonword","nonword","nonword",NA
"kunke","elektkamine","nonword","nonword","nonword",NA
"küub","tahun","nonword","nonword","nonword",NA
"abiesitt","transsaline","nonword","nonword","nonword",NA
"koguheit","arugis","nonword","nonword","nonword",NA
"põgeneminemuistsel","sumai","nonword","nonword","nonword",NA
"rapi","kindgaks","nonword","nonword","nonword",NA
"kohtletus","teistnik","nonword","nonword","nonword",NA
"prootaja","prinn","nonword","nonword","nonword",NA
"nähnus","kaheteistne","nonword","nonword","nonword",NA
"traditsioonilinemuistsel","maakel","nonword","nonword","nonword",NA
"noee","põrandanema","nonword","nonword","nonword",NA
"tugemeel","mout","nonword","nonword","nonword",NA
"uskma","võistdumine","nonword","nonword","nonword",NA
"kirurtelt","vased","nonword","nonword","nonword",NA
"erateem","mõniteel","nonword","nonword","nonword",NA
"ekskluvatusohtlik","tamdi","nonword","nonword","nonword",NA
"patost","litis","nonword","nonword","nonword",NA
"volikott","telespeid","nonword","nonword","nonword",NA
"diaator","papab","nonword","nonword","nonword",NA
"pesamiat","kateid","nonword","nonword","nonword",NA
"itaalsionaalne","terkel","nonword","nonword","nonword",NA
"tundin","vaimuselt","nonword","nonword","nonword",NA
"vinve","steeter","nonword","nonword","nonword",NA
"vamis","laot","nonword","nonword","nonword",NA
"coa","teesksus","nonword","nonword","nonword",NA
"pooldama","romir","nonword","nonword","nonword",NA
"teeskletaja","kaalid","nonword","nonword","nonword",NA
"sooli","enesehinnata","nonword","nonword","nonword",NA
"lõppvane","meot","nonword","nonword","nonword",NA
"vanaist","solteo","nonword","nonword","nonword",NA
"brienti","hahi","nonword","nonword","nonword",NA
"naabauto","dail","nonword","nonword","nonword",NA
"sihtdus","võitgima","nonword","nonword","nonword",NA
"rünna","tuor","nonword","nonword","nonword",NA
"tühu","vatee","nonword","nonword","nonword",NA
"komistiiv","kapitalikopteriga","nonword","nonword","nonword",NA
"välisukdama","posso","nonword","nonword","nonword",NA
"sõdalanemuistsel","eemalvutama","nonword","nonword","nonword",NA
"kahtmata","löösel","nonword","nonword","nonword",NA
"aktping","anhooratama","nonword","nonword","nonword",NA
"linnavust","põhavaldus","nonword","nonword","nonword",NA
"puuter","potentliele","nonword","nonword","nonword",NA
"kirdestdus","lla","nonword","nonword","nonword",NA
"ülemaasuaalne","järkur","nonword","nonword","nonword",NA
"paradioakma","ebamuhust","nonword","nonword","nonword",NA
"magamistumiseks","taõh","nonword","nonword","nonword",NA
"ihaldatus","naerususidne","nonword","nonword","nonword",NA
"siden","aiye","nonword","nonword","nonword",NA
"põhidalgodus","fenojaam","nonword","nonword","nonword",NA
"agenteed","laure","nonword","nonword","nonword",NA
"ggo","viielus","nonword","nonword","nonword",NA
"vastubisi","staas","nonword","nonword","nonword",NA
"kliikul","maen","nonword","nonword","nonword",NA
"märdus","piistes","nonword","nonword","nonword",NA
"tsereblusõnne","õnchandlema","nonword","nonword","nonword",NA
"vusva","pisõ","nonword","nonword","nonword",NA
"braress","laukalt","nonword","nonword","nonword",NA
"lihtkond","univer","nonword","nonword","nonword",NA
"vronster","omadestda","nonword","nonword","nonword",NA
"kardidest","munan","nonword","nonword","nonword",NA
"täienlane","delace","nonword","nonword","nonword",NA
"kütundma","parba","nonword","nonword","nonword",NA
"sõjaväelinemuistsel","vakud","nonword","nonword","nonword",NA
"hüimesta","manustaminemuistsel","nonword","nonword","nonword",NA
"thokus","duµi","nonword","nonword","nonword",NA
"presisaim","oksrub","nonword","nonword","nonword",NA
"labo","logg","nonword","nonword","nonword",NA
"sagelikopteriga","tekan","nonword","nonword","nonword",NA
"eemalkulepe","lähevõit","nonword","nonword","nonword",NA
"manipuleerimarakratt","kardier","nonword","nonword","nonword",NA
"virma","jueelistaja","nonword","nonword","nonword",NA
"liigkus","lep","nonword","nonword","nonword",NA
"mesoo","hüüsas","nonword","nonword","nonword",NA
"koris","kagh","nonword","nonword","nonword",NA
"samumürk","piilis","nonword","nonword","nonword",NA
"seadlari","semilien","nonword","nonword","nonword",NA
"kaelaburg","ðon","nonword","nonword","nonword",NA
"ath","otjärgne","nonword","nonword","nonword",NA
"vitareas","kasudest","nonword","nonword","nonword",NA
"väljamaicalsima","karis","nonword","nonword","nonword",NA
"komli","naabsika","nonword","nonword","nonword",NA
"od","zombuk","nonword","nonword","nonword",NA
"folus","vaatu","nonword","nonword","nonword",NA
"väeoster","tises","nonword","nonword","nonword",NA
"maaliliananik","võitvama","nonword","nonword","nonword",NA
"teav","tutloom","nonword","nonword","nonword",NA
"suunmine","lusis","nonword","nonword","nonword",NA
"maanbama","staine","nonword","nonword","nonword",NA
"ratid","kreemine","nonword","nonword","nonword",NA
"lennupühi","lõunahalisne","nonword","nonword","nonword",NA
"uurikima","ronci","nonword","nonword","nonword",NA
"kohtlus","telegtein","nonword","nonword","nonword",NA
"usnis","kilg","nonword","nonword","nonword",NA
"junal","juustika","nonword","nonword","nonword",NA
"tõendama","võikeed","nonword","nonword","nonword",NA
"toav","mäpp","nonword","nonword","nonword",NA
"mõisttumine","wasdownton","nonword","nonword","nonword",NA
"abinan","rosma","nonword","nonword","nonword",NA
"fantaaland","newkus","nonword","nonword","nonword",NA
"lisse","rejärgne","nonword","nonword","nonword",NA
"semat","sawy","nonword","nonword","nonword",NA
"tðik","koay","nonword","nonword","nonword",NA
"iltt","jacqueliseerima","nonword","nonword","nonword",NA
"arhieile","eemaltiline","nonword","nonword","nonword",NA
"tsaun","sune","nonword","nonword","nonword",NA
"mupp","kohastnia","nonword","nonword","nonword",NA
"salklama","lasga","nonword","nonword","nonword",NA
"kaogu","pootsma","nonword","nonword","nonword",NA
"amettatud","arrowaytama","nonword","nonword","nonword",NA
"maskaev","aastavaim","nonword","nonword","nonword",NA
"kaitsdama","lako","nonword","nonword","nonword",NA
"tsivilisattuseks","kamvi","nonword","nonword","nonword",NA
"elektvimine","radistdus","nonword","nonword","nonword",NA
"ükteerudane","hooma","nonword","nonword","nonword",NA
"kaasas olsikuks","kontkond","nonword","nonword","nonword",NA
"hoose","trummine","nonword","nonword","nonword",NA
"auvitš","kohumeel","nonword","nonword","nonword",NA
"ameerima","tween","nonword","nonword","nonword",NA
"chanaal","eleber","nonword","nonword","nonword",NA
"lengar","võitarve","nonword","nonword","nonword",NA
"igaksjutama","taasvima","nonword","nonword","nonword",NA
"kiiner","nto","nonword","nonword","nonword",NA
"medalrymp","landil","nonword","nonword","nonword",NA
"eramia","resisniaalsus","nonword","nonword","nonword",NA
"jusate","kontöö","nonword","nonword","nonword",NA
"ohuton","diguslukk","nonword","nonword","nonword",NA
"ventileeriminemuistsel","kannataminemuistsel","nonword","nonword","nonword",NA
"hina","väeossamine","nonword","nonword","nonword",NA
"maitmil","kenda","nonword","nonword","nonword",NA
"kirjapres","dünasruum","nonword","nonword","nonword",NA
"evanpektiiv","mõningatama","nonword","nonword","nonword",NA
"vastu võseuse","sõket","nonword","nonword","nonword",NA
"kõrgrian","kuulsija","nonword","nonword","nonword",NA
"valipoiss","diisis","nonword","nonword","nonword",NA
"atmoslets","siub","nonword","nonword","nonword",NA
"parsum","muljetavalruumis","nonword","nonword","nonword",NA
"kohtudest","huuletorn","nonword","nonword","nonword",NA
"abnemine","ragma","nonword","nonword","nonword",NA
"arck","vananeel","nonword","nonword","nonword",NA
"stanloogia","sülene","nonword","nonword","nonword",NA
"mängukoer","lepvo","nonword","nonword","nonword",NA
"võrdmesed","tagasiastuminemuistsel","nonword","nonword","nonword",NA
"meievama","päter","nonword","nonword","nonword",NA
"torja","smitlid","nonword","nonword","nonword",NA
"võvie","kivu","nonword","nonword","nonword",NA
"vabert","suunmed","nonword","nonword","nonword",NA
"nangi","andmärk","nonword","nonword","nonword",NA
"pasq","pendium","nonword","nonword","nonword",NA
"isikline","tavalinemuistsel","nonword","nonword","nonword",NA
"kulddima","liiklane","nonword","nonword","nonword",NA
"meesdus","pizz","nonword","nonword","nonword",NA
"auvitš","taasrima","nonword","nonword","nonword",NA
"venkus","asä","nonword","nonword","nonword",NA
"kirsuundus","koteadma","nonword","nonword","nonword",NA
"koje","kuulvima","nonword","nonword","nonword",NA
"ministeesuses","monutäis","nonword","nonword","nonword",NA
"merekonstgi","liikmera","nonword","nonword","nonword",NA
"piibio","riktus","nonword","nonword","nonword",NA
"mõistmaline","zoõm","nonword","nonword","nonword",NA
"õpamm","kabipääs","nonword","nonword","nonword",NA
"kimad","paisduma","nonword","nonword","nonword",NA
"lihtkiri","maaväkest","nonword","nonword","nonword",NA
"hirmsialist","kester","nonword","nonword","nonword",NA
"sektper","kuulkima","nonword","nonword","nonword",NA
"tegemaid","süsident","nonword","nonword","nonword",NA
"palgamõrrooga","daalne","nonword","nonword","nonword",NA
"kautsniline","lootu","nonword","nonword","nonword",NA
"kindlema","kupo","nonword","nonword","nonword",NA
"kommunikattuseks","kariskant","nonword","nonword","nonword",NA
"järgma","invarises","nonword","nonword","nonword",NA
"hoose","sensatsioonilinemuistsel","nonword","nonword","nonword",NA
"skanlace","goodma","nonword","nonword","nonword",NA
"strukteed","huuletorn","nonword","nonword","nonword",NA
"loag","kipp","nonword","nonword","nonword",NA
"perekonnanimikueineks","saatmus","nonword","nonword","nonword",NA
"päästlik","nõrge","nonword","nonword","nonword",NA
"plamik","tätoveeduses","nonword","nonword","nonword",NA
"raqu","teeskletama","nonword","nonword","nonword",NA
"vastutustundetulikrõps","nuru","nonword","nonword","nonword",NA
"taasvima","origipunktne","nonword","nonword","nonword",NA
"rerl","glö","nonword","nonword","nonword",NA
"veentama","poto","nonword","nonword","nonword",NA
"mõistama","võitkuma","nonword","nonword","nonword",NA
"ligh","kahetsuspetentne","nonword","nonword","nonword",NA
"elektkurätik","inspidusöökrima","nonword","nonword","nonword",NA
"pidepääs","viiri","nonword","nonword","nonword",NA
"õnvärvatuma","ebanuhtlus","nonword","nonword","nonword",NA
"spiooniline","ploomine","nonword","nonword","nonword",NA
"nõuk","laagma","nonword","nonword","nonword",NA
"olt","eemalmustama","nonword","nonword","nonword",NA
"vaimad","tusetama","nonword","nonword","nonword",NA
"penre","porneilli","nonword","nonword","nonword",NA
"tokirstu","müpj","nonword","nonword","nonword",NA
