"lv_cue","lv_target","type","cue_type","target_type","lv_cosine"
"cements","lauzstūris","nonword","word","nonword",NA
"vecākais","träp","nonword","word","nonword",NA
"cukurs","līdzkārši","nonword","word","nonword",NA
"garšīgs","mennis","nonword","word","nonword",NA
"divi","upukums","nonword","word","nonword",NA
"autopsija","trutei","nonword","word","nonword",NA
"zupa","tūdas","nonword","word","nonword",NA
"rīkoties","tudos","nonword","word","nonword",NA
"eksāmens","tunestrī","nonword","word","nonword",NA
"sauss","žer","nonword","word","nonword",NA
"bilde","elekcija","nonword","word","nonword",NA
"izeja","tudus","nonword","word","nonword",NA
"vergs","elekpināt","nonword","word","nonword",NA
"strāva","blļeradis","nonword","word","nonword",NA
"norīt","unidiis","nonword","word","nonword",NA
"atzīt","universitāteņutyrrell","nonword","word","nonword",NA
"lapsa","urkts","nonword","word","nonword",NA
"cieņa","uz aubaak","nonword","word","nonword",NA
"būvniecība","uz visiem lpriekš","nonword","word","nonword",NA
"faktors","uz ziemsauiē","nonword","word","nonword",NA
"pelni","uzbrudzēt","nonword","word","nonword",NA
"simptoms","uzbrutāia","nonword","word","nonword",NA
"bibliotēka","uzglarauj","nonword","word","nonword",NA
"noguris","uzsprisīt","nonword","word","nonword",NA
"kartupeļi","uzlabošanabadzîgiem","nonword","word","nonword",NA
"pūlis","uzņēteau","nonword","word","nonword",NA
"nelegāls","uzraunošs","nonword","word","nonword",NA
"pārtraukt","uzskadies","nonword","word","nonword",NA
"advokāts","uzticībaterfīldas","nonword","word","nonword",NA
"biedējoši","uztiniet","nonword","word","nonword",NA
"profils","uztrauciet","nonword","word","nonword",NA
"burtiski","uzturēšanabadzîgiem","nonword","word","nonword",NA
"drosme","uztuliem","nonword","word","nonword",NA
"saistīt","uzprāts","nonword","word","nonword",NA
"palaist","uzvaliem","nonword","word","nonword",NA
"objekts","uzvarēdziet","nonword","word","nonword",NA
"runāt","vākies","nonword","word","nonword",NA
"bloķēts","vadīgiem","nonword","word","nonword",NA
"tilts","vaeds","nonword","word","nonword",NA
"beigt","vairāms","nonword","word","nonword",NA
"kapsula","apjš","nonword","word","nonword",NA
"tiesa","vatāj","nonword","word","nonword",NA
"asprātīgs","vaņots","nonword","word","nonword",NA
"iemesls","dzērcīna","nonword","word","nonword",NA
"pūķis","spiedība","nonword","word","nonword",NA
"greizsirdīgs","vaiets","nonword","word","nonword",NA
"vīns","vamdins","nonword","word","nonword",NA
"atvaļinājums","vanimums","nonword","word","nonword",NA
"dude","vannas istsāknēt","nonword","word","nonword",NA
"vienīgais","fanti","nonword","word","nonword",NA
"moderns","vehovs","nonword","word","nonword",NA
"radio","skaismāmiņa","nonword","word","nonword",NA
"terapija","vēderatiņkrēsls","nonword","word","nonword",NA
"āfrika","etanis","nonword","word","nonword",NA
"šautene","šķeisspēja","nonword","word","nonword",NA
"savākt","vēlēšadziet","nonword","word","nonword",NA
"persona","vēlēšavarmu","nonword","word","nonword",NA
"svārki","vēlējiet","nonword","word","nonword",NA
"pieklājīgs","veils","nonword","word","nonword",NA
"atslēga","veltīšanabadzîgiem","nonword","word","nonword",NA
"žests","veneratiņkrēslā","nonword","word","nonword",NA
"nevainīgs","stjuartilācija","nonword","word","nonword",NA
"dziedātājs","dientule","nonword","word","nonword",NA
"attālums","spira","nonword","word","nonword",NA
"mēness","vēvot","nonword","word","nonword",NA
"aizvietot","visēž","nonword","word","nonword",NA
"novērošana","glezli","nonword","word","nonword",NA
"viens","vienint","nonword","word","nonword",NA
"pikniks","vienfords","nonword","word","nonword",NA
"paradīze","viengust","nonword","word","nonword",NA
"zombija","brīvmīle","nonword","word","nonword",NA
"karavīrs","vietēsiet","nonword","word","nonword",NA
"šķebinošs","vimas","nonword","word","nonword",NA
"tornis","virūt","nonword","word","nonword",NA
"pludmale","pļaušanās","nonword","word","nonword",NA
"spēcīgs","vingrinākošne","nonword","word","nonword",NA
"istaba","virsotnedraudzŗjas","nonword","word","nonword",NA
"pilnīgi","vinje","nonword","word","nonword",NA
"templis","vitaleet","nonword","word","nonword",NA
"labdarība","griezija","nonword","word","nonword",NA
"upe","tūsson","nonword","word","nonword",NA
"ikdienas","žēlastībaterfīldas","nonword","word","nonword",NA
"ironija","zemeties","nonword","word","nonword",NA
"cilvēks","rens","nonword","word","nonword",NA
"robots","ziedodiet","nonword","word","nonword",NA
"cerība","zisas","nonword","word","nonword",NA
"šarms","taima","nonword","word","nonword",NA
"ražotājs","zirē","nonword","word","nonword",NA
"mēris","zīļas","nonword","word","nonword",NA
"svaigs","zināties","nonword","word","nonword",NA
"barons","zināšadziet","nonword","word","nonword",NA
"nāvējošs","zites","nonword","word","nonword",NA
"krūms","zinātnedraudzŗjas","nonword","word","nonword",NA
"precizitāte","zinātdziet","nonword","word","nonword",NA
"tikko","ziņotiem","nonword","word","nonword",NA
"murgs","zibas","nonword","word","nonword",NA
"potenciāls","zikan","nonword","word","nonword",NA
"nozīme","zotā","nonword","word","nonword",NA
"liels","eegs","nonword","word","nonword",NA
"ātrā palīdzība","manna","nonword","word","nonword",NA
"saruna","omīde","nonword","word","nonword",NA
"caureja","sapka","nonword","word","nonword",NA
"sensacionāls","žurnādains","nonword","word","nonword",NA
"deserts","žurtējs","nonword","word","nonword",NA
"atļauja","zvaiggūs","nonword","word","nonword",NA
"taisnība","dokja","nonword","word","nonword",NA
"kolonija","zvēbergs","nonword","word","nonword",NA
"ķenja","pasniele","nonword","nonword","nonword",NA
"sirdstriekavalērija","kriettēģija","nonword","nonword","nonword",NA
"blators","klusver","nonword","nonword","nonword",NA
"saimniecepeškrāsns","nolīdzat","nonword","nonword","nonword",NA
"manītsja","hekeins","nonword","nonword","nonword",NA
"pārvērments","pagriezt pabrauks","nonword","nonword","nonword",NA
"adelzs","šuts","nonword","nonword","nonword",NA
"pieprasīgascī","piedäväjumutācija","nonword","nonword","nonword",NA
"varobeūo","gaaa","nonword","nonword","nonword",NA
"krāštr","tuale","nonword","nonword","nonword",NA
"iekļaunieks","tīkauslis","nonword","nonword","nonword",NA
"nespruknība","virūt","nonword","nonword","nonword",NA
"zenī","arodra","nonword","nonword","nonword",NA
"rari","pļaušanās","nonword","nonword","nonword",NA
"nojiesdīt","slepdiens","nonword","nonword","nonword",NA
"dzeltenis","šokrāpja","nonword","nonword","nonword",NA
"tirioss","ļve","nonword","nonword","nonword",NA
"borigs","rutes","nonword","nonword","nonword",NA
"proveikt","gobe","nonword","nonword","nonword",NA
"lielmāli","kļūrīgs","nonword","nonword","nonword",NA
"nelēm","mākar","nonword","nonword","nonword",NA
"rgts","klielus","nonword","nonword","nonword",NA
"dzesvība","nürburgringarāža","nonword","nonword","nonword",NA
"lome","blļeradis","nonword","nonword","nonword",NA
"akorsaimnieks","jetans","nonword","nonword","nonword",NA
"raupments","skaismāmiņa","nonword","nonword","nonword",NA
"skaidprātīgais","slukt","nonword","nonword","nonword",NA
"kaglābta","kodolradija","nonword","nonword","nonword",NA
"finantrausli","kustīgs","nonword","nonword","nonword",NA
"cenvēt","iznīcināšanabadzîgiem","nonword","nonword","nonword",NA
"aisze","salūst","nonword","nonword","nonword",NA
"lepvējs","zināties","nonword","nonword","nonword",NA
"matāts","robinsolieta","nonword","nonword","nonword",NA
"džcas","pārse","nonword","nonword","nonword",NA
"grāviārs","neskarsme","nonword","nonword","nonword",NA
"vilcējvā","kovpits","nonword","nonword","nonword",NA
"saullerks","atlaišanabadzîgiem","nonword","nonword","nonword",NA
"lašņa","pietiebiem","nonword","nonword","nonword",NA
"noblo","administrabraukt","nonword","nonword","nonword",NA
"rīgä","glokiis","nonword","nonword","nonword",NA
"brīdinākošne","mennis","nonword","nonword","nonword",NA
"kalops","tējot","nonword","nonword","nonword",NA
"gersts","pārgrieztījums","nonword","nonword","nonword",NA
"hiēreiz","nepatīslēdz","nonword","nonword","nonword",NA
"piira","tēframs","nonword","nonword","nonword",NA
"renpa","starosiet","nonword","nonword","nonword",NA
"nglts","slēptumu","nonword","nonword","nonword",NA
"mirds","taukteris","nonword","nonword","nonword",NA
"krāmls","lablēns","nonword","nonword","nonword",NA
"izladzes","noless","nonword","nonword","nonword",NA
"frantīt","bavērs","nonword","nonword","nonword",NA
"moforts","sprāsniegs","nonword","nonword","nonword",NA
"sanns","nežēlībaterfīldas","nonword","nonword","nonword",NA
"rkiss","akjošs","nonword","nonword","nonword",NA
"ļād","jorī","nonword","nonword","nonword",NA
"spērai","proforts","nonword","nonword","nonword",NA
"zupastâvođajâm","uzraunošs","nonword","nonword","nonword",NA
"sarunabadzîgiem","ganīts","nonword","nonword","nonword",NA
"rīkolēģu","ujiņas","nonword","nonword","nonword",NA
"notats","autospēt","nonword","nonword","nonword",NA
"nąts","minūteņutyrrell","nonword","nonword","nonword",NA
"novērošanabadzîgiem","ookls","nonword","nonword","nonword",NA
"ids","veneratiņkrēslā","nonword","nonword","nonword",NA
"eksskandēt","plākbāz","nonword","nonword","nonword",NA
"ludii","pieņētikt","nonword","nonword","nonword",NA
"tautiks","sigdots","nonword","nonword","nonword",NA
"ierašavarmu","plānošanabadzîgiem","nonword","nonword","nonword",NA
"pārdekāpj","fantasdzies","nonword","nonword","nonword",NA
"aizlitâte","vēlējiet","nonword","nonword","nonword",NA
"isms","urkts","nonword","nonword","nonword",NA
"kavārs","protocaam","nonword","nonword","nonword",NA
"anobins","uzskadies","nonword","nonword","nonword",NA
"pretestībaterfīldas","uzglarauj","nonword","nonword","nonword",NA
"potengtons","direkliem","nonword","nonword","nonword",NA
"eksejams","pirmnieks","nonword","nonword","nonword",NA
"opags","elektrakts","nonword","nonword","nonword",NA
"karajons","glezli","nonword","nonword","nonword",NA
"cburs","tūkdzis","nonword","nonword","nonword",NA
"sltąds","dŗurs","nonword","nonword","nonword",NA
"ģerna","straulīgi","nonword","nonword","nonword",NA
"zemūriem","draudienas","nonword","nonword","nonword",NA
"kinoloėisris","krēsto","nonword","nonword","nonword",NA
"kolērauj","līzei","nonword","nonword","nonword",NA
"nolaupīdziet","sagatavobraukt","nonword","nonword","nonword",NA
"ierīds","kā paragorns","nonword","nonword","nonword",NA
"ekvidflorimentēt","iespēkiem","nonword","nonword","nonword",NA
"fat","paarlievīgi","nonword","nonword","nonword",NA
"brīvpaņa","cekļa","nonword","nonword","nonword",NA
"erars","pamanļts","nonword","nonword","nonword",NA
"trennieks","pētīviem","nonword","nonword","nonword",NA
"stalsa","pozīts","nonword","nonword","nonword",NA
"ceiv","inarliecija","nonword","nonword","nonword",NA
"nedoieši","firiods","nonword","nonword","nonword",NA
"konskārle","kospieda","nonword","nonword","nonword",NA
"goan","uzņēteau","nonword","nonword","nonword",NA
"klegai","izsviit","nonword","nonword","nonword",NA
"tekca","cifiksu","nonword","nonword","nonword",NA
"krimēts","priekšporācija","nonword","nonword","nonword",NA
"izkaunies","stainēs","nonword","nonword","nonword",NA
"pitus","ķimaņkuģija","nonword","nonword","nonword",NA
"sersārds","uztiniet","nonword","nonword","nonword",NA
"smirfeja","lailiek","nonword","nonword","nonword",NA
"dārsa","vēlēšavarmu","nonword","nonword","nonword",NA
"gosies","orsaistā","nonword","nonword","nonword",NA
"gaflirtēt","plulis","nonword","nonword","nonword",NA
"pacietībaterfīldas","sadrauti","nonword","nonword","nonword",NA
"tûks","šefpasper","nonword","nonword","nonword",NA
"piesau","guids","nonword","nonword","nonword",NA
"pordzīs","rens","nonword","nonword","nonword",NA
"brukšanas","gelus","nonword","nonword","nonword",NA
"skursija","grauzdsierceremonija","nonword","nonword","nonword",NA
"kararakt","mežss","nonword","nonword","nonword",NA
"barīs","gleznoslīk","nonword","nonword","nonword",NA
"cerēùos","stunnika","nonword","nonword","nonword",NA
"zirēm","leitdukts","nonword","nonword","nonword",NA
"ārkārrauj","rercs","nonword","nonword","nonword",NA
"poputekšņucija","planraksts","nonword","nonword","nonword",NA
"sazinākošmē","norāgiem","nonword","nonword","nonword",NA
"simakums","traupes","nonword","nonword","nonword",NA
"dādēs","paraus","nonword","nonword","nonword",NA
"smalkabe","ābonieks","nonword","nonword","nonword",NA
"mantoriem","izmēģināvēžiem","nonword","nonword","nonword",NA
"rutes","uzprāts","nonword","nonword","nonword",NA
"trāle","pateikti","nonword","nonword","nonword",NA
"tēvojaat","lžkoperis","nonword","nonword","nonword",NA
"skumea","atslēpties","nonword","nonword","nonword",NA
"kalentage","stulll","nonword","nonword","nonword",NA
"kabīnedraudzŗjas","kodās","nonword","nonword","nonword",NA
"dames","profesiostiet","nonword","nonword","nonword",NA
"reiste","vamdins","nonword","nonword","nonword",NA
"maradist","gaisvilna","nonword","nonword","nonword",NA
"transforles","informarihuā","nonword","nonword","nonword",NA
"modesant","tradi","nonword","nonword","nonword",NA
"tiaks","sljus","nonword","nonword","nonword",NA
"speclete","brenbeklis","nonword","nonword","nonword",NA
"ātrā palīdzvessods","siporoms","nonword","nonword","nonword",NA
"geisa","vitaleet","nonword","nonword","nonword",NA
"konservarējäm","pretimonss","nonword","nonword","nonword",NA
"valsen","striptīzmeitelevīzija","nonword","nonword","nonword",NA
"nosprāgšanās","kaunīgs","nonword","nonword","nonword",NA
"zvatīgs","zvaists","nonword","nonword","nonword",NA
"satuliem","ģilreiz","nonword","nonword","nonword",NA
"pontčartreinabadzība","meiskastis","nonword","nonword","nonword",NA
"liuts","perinings","nonword","nonword","nonword",NA
"meiskozi","stikviela","nonword","nonword","nonword",NA
"šaujampulveselļba","lejons","nonword","nonword","nonword",NA
"sarūsēbrauc","kaut kac","nonword","nonword","nonword",NA
"fiola","manna","nonword","nonword","nonword",NA
"punds","izraiņiem","nonword","nonword","nonword",NA
"temčums","progkava","nonword","nonword","nonword",NA
"sadariet","augšēstam","nonword","nonword","nonword",NA
"čāeāls","apņēmībaterfīldas","nonword","nonword","nonword",NA
"rakstâti","temperatūratiņkrēslā","nonword","nonword","nonword",NA
"slavenībaterfīldas","apelglāb","nonword","nonword","nonword",NA
"demalts","norķots","nonword","nonword","nonword",NA
"minijiem","klienniecība","nonword","nonword","nonword",NA
"sušu","caunīts","nonword","nonword","nonword",NA
"aļiks","drauvēki","nonword","nonword","nonword",NA
"sekredžij","grūtlete","nonword","nonword","nonword",NA
"vaigurs","drlss","nonword","nonword","nonword",NA
"versi","mīļājiet","nonword","nonword","nonword",NA
"mētam","briesliek","nonword","nonword","nonword",NA
"caus","augstley","nonword","nonword","nonword",NA
"atrič","uzbrudzēt","nonword","nonword","nonword",NA
"bagāks","ierakstīšanabadzîgiem","nonword","nonword","nonword",NA
"napastâvođajâm","izdzīnāks","nonword","nonword","nonword",NA
"pūder","lastis","nonword","nonword","nonword",NA
"kameļaus","atlīdzībaterfīldas","nonword","nonword","nonword",NA
"dramanaams","nogaliverpū","nonword","nonword","nonword",NA
"pasatraukris","tudos","nonword","nonword","nonword",NA
"blodars","psiholospied","nonword","nonword","nonword",NA
"teice","paragpauž","nonword","nonword","nonword",NA
"nometnedraudzŗjas","smillis","nonword","nonword","nonword",NA
"līdējs","dokuļains","nonword","nonword","nonword",NA
"pārgriedāt","kaistūra","nonword","nonword","nonword",NA
"veli","aizstādzas","nonword","nonword","nonword",NA
"atsāc","dziemata","nonword","nonword","nonword",NA
"delāgs","čemopiež","nonword","nonword","nonword",NA
"aizskaitot","pulnbārdis","nonword","nonword","nonword",NA
"iespaiņiem","stinroa","nonword","nonword","nonword",NA
"grauztiks","telelauž","nonword","nonword","nonword",NA
"sniemīgs","musbējs","nonword","nonword","nonword",NA
"boin","iedvesja","nonword","nonword","nonword",NA
"sojās","nerlord","nonword","nonword","nonword",NA
"aspidiit","pierādīzeļze","nonword","nonword","nonword",NA
"sieliet","patrijs","nonword","nonword","nonword",NA
"protuāls","negaleet","nonword","nonword","nonword",NA
"dzols","šķeisspēja","nonword","nonword","nonword",NA
"starvidos","aktiekoùo","nonword","nonword","nonword",NA
"apmieridziet","rst","nonword","nonword","nonword",NA
"giezbūtne","no rpont","nonword","nonword","nonword",NA
"šerdass","strejss","nonword","nonword","nonword",NA
"poešs","kaujasstains","nonword","nonword","nonword",NA
"atklāšanabadzîgiem","sļt","nonword","nonword","nonword",NA
"sarrils","vingrinākošne","nonword","nonword","nonword",NA
"priežē","izmeklēdziet","nonword","nonword","nonword",NA
"pontčartreinavigācija","nürburgringalu galā","nonword","nonword","nonword",NA
"priesīties","zīļas","nonword","nonword","nonword",NA
"pirnoùana","gasējs","nonword","nonword","nonword",NA
"zemestrīcepeškrāsns","elebaums","nonword","nonword","nonword",NA
"muguļiem","bagātībaterfīldas","nonword","nonword","nonword",NA
"raroi","tizle","nonword","nonword","nonword",NA
"vībils","labce","nonword","nonword","nonword",NA
"karneesot","krēgals","nonword","nonword","nonword",NA
"smilnīca","iedvesja","nonword","nonword","nonword",NA
"politikaļaspūlkve","smagā mašmēkļos","nonword","nonword","nonword",NA
"viesuļvētratiņkrēsls","stikža","nonword","nonword","nonword",NA
"dzeda","mabrieža","nonword","nonword","nonword",NA
"satos","mīlestībaterfīldas","nonword","nonword","nonword",NA
"palīvies","konzārs","nonword","nonword","nonword",NA
"tođi","mēģinākošne","nonword","nonword","nonword",NA
"treneskai","aktivirieus","nonword","nonword","nonword",NA
"ņēa","ienākumilitârais","nonword","nonword","nonword",NA
"piramīdamerdžans","pirstas","nonword","nonword","nonword",NA
"tiespūlkvedinastija","ieķos","nonword","nonword","nonword",NA
"ēģipzija","träp","nonword","nonword","nonword",NA
"ieskatąs","likrauta","nonword","nonword","nonword",NA
"kemnieks","nepârtraukticība","nonword","nonword","nonword",NA
"neledzer","pateicībaterfīldas","nonword","nonword","nonword",NA
"neiespēskrien","tempes","nonword","nonword","nonword",NA
"oriģistat","aulįts","nonword","nonword","nonword",NA
"iezvelpēt","zites","nonword","nonword","nonword",NA
"derta","iznāliem","nonword","nonword","nonword",NA
"seles","šķidnīts","nonword","nonword","nonword",NA
"dardot","iemes","nonword","nonword","nonword",NA
"turptiski","trajiens","nonword","nonword","nonword",NA
"gumas","kakla sakoùos","nonword","nonword","nonword",NA
"veils","sateikta","nonword","nonword","nonword",NA
"strezā","izmandcen","nonword","nonword","nonword",NA
"izvējais","mazjaa","nonword","nonword","nonword",NA
"transdējoši","trīdies","nonword","nonword","nonword",NA
"grāno","ugunsdēmija","nonword","nonword","nonword",NA
"zepīrs","desmitgademokrätiskäs","nonword","nonword","nonword",NA
"plēba","pārkepanietis","nonword","nonword","nonword",NA
"apîstenot","grizs","nonword","nonword","nonword",NA
"laces","tulte","nonword","nonword","nonword",NA
"sesklauna","atcerēbrauc","nonword","nonword","nonword",NA
"pastīts","vēderatiņkrēsls","nonword","nonword","nonword",NA
"konarliecija","etanis","nonword","nonword","nonword",NA
"caāns","universitāteņutyrrell","nonword","nonword","nonword",NA
"verdze","spējs","nonword","nonword","nonword",NA
"vissnim","tūdas","nonword","nonword","nonword",NA
"dauliams","vākies","nonword","nonword","nonword",NA
"vāveremontstrād","apdīn","nonword","nonword","nonword",NA
"parāgiem","nožēlorenco","nonword","nonword","nonword",NA
"limonādemokrätiskäs","kniepe","nonword","nonword","nonword",NA
"dinga","lkers","nonword","nonword","nonword",NA
"tukenvis","prezibilst","nonword","nonword","nonword",NA
"neias","mūzikaļaspūlkve","nonword","nonword","nonword",NA
"drautība","dokja","nonword","nonword","nonword",NA
"augođâ","iebrauja","nonword","nonword","nonword",NA
"atkāpšanās no abildņiem","krekzode","nonword","nonword","nonword",NA
"sūtietba","kripta","nonword","nonword","nonword",NA
"konkurencepeškrāsns","rodg","nonword","nonword","nonword",NA
"drauība","rojot","nonword","nonword","nonword",NA
"sateaus","nolauvelk","nonword","nonword","nonword",NA
"guidīt","krēti","nonword","nonword","nonword",NA
"etiģis","caurdiena","nonword","nonword","nonword",NA
"brbûs","funkciostat","nonword","nonword","nonword",NA
"brīvnīca","pastāsdu","nonword","nonword","nonword",NA
"basei","izgvarde","nonword","nonword","nonword",NA
"pviegaļa","ausglaimi","nonword","nonword","nonword",NA
"šātars","drautenes","nonword","nonword","nonword",NA
"sazvērestībaterfīldas","ķētisms","nonword","nonword","nonword",NA
"aplencāmrinājums","hilt","nonword","nonword","nonword",NA
"appēcope","reālisdzies","nonword","nonword","nonword",NA
"pontčartreinākotne","gvarspalva","nonword","nonword","nonword",NA
"atbildībaterfīldas","rāpoliem","nonword","nonword","nonword",NA
"sllas","raķeteņutyrrell","nonword","nonword","nonword",NA
"berķis","nemak","nonword","nonword","nonword",NA
"viklis","roice","nonword","nonword","nonword",NA
"cibat","imperadžiem","nonword","nonword","nonword",NA
"ieizōemot","zinātdziet","nonword","nonword","nonword",NA
"iekbāns","paksvila","nonword","nonword","nonword",NA
"atriebībaterfīldas","žer","nonword","nonword","nonword",NA
"mīkde","jaunāciet","nonword","nonword","nonword",NA
"aresjūtīgs","ceturklēkt","nonword","nonword","nonword",NA
"parādībaterfīldas","adapcija","nonword","nonword","nonword",NA
"žurnālistikaļaspūlkve","sigri","nonword","nonword","nonword",NA
"dabergs","automašīnabadzîgiem","nonword","nonword","nonword",NA
"brudzīs","paejies","nonword","nonword","nonword",NA
"dzījums","nekrits","nonword","nonword","nonword",NA
"glrat","temgeti","nonword","nonword","nonword",NA
"pivests","pietiniet","nonword","nonword","nonword",NA
"vadīgiem","metietļa","nonword","nonword","nonword",NA
"malšais","regarts","nonword","nonword","nonword",NA
"kortfīldgārdetonators","takta","nonword","nonword","nonword",NA
"koadoptēt","nežēdzam","nonword","nonword","nonword",NA
"šiošs","dekāls","nonword","nonword","nonword",NA
"darboņour","godītiem","nonword","nonword","nonword",NA
"viešhija","apglatijs","nonword","nonword","nonword",NA
"kilogramazinâđanâs","laule","nonword","nonword","nonword",NA
"obmetrs","lojās","nonword","nonword","nonword",NA
"bazil","matemātikaļaspūlkve","nonword","nonword","nonword",NA
"evada","degvelt","nonword","nonword","nonword",NA
"starast","bremīgs","nonword","nonword","nonword",NA
"kledents","vjettmasa","nonword","nonword","nonword",NA
"cietsim","iesaukt","nonword","nonword","nonword",NA
"sensaciobrauc","mērfitūra","nonword","nonword","nonword",NA
"novērtēt par cials","mārkeliets","nonword","nonword","nonword",NA
"svil","nogremlis","nonword","nonword","nonword",NA
"māsagriezļsiet","plēšs","nonword","nonword","nonword",NA
"atgūdzam","visēž","nonword","nonword","nonword",NA
"intermiņš","paranorpashi","nonword","nonword","nonword",NA
"denze","apsūdzībaterfīldas","nonword","nonword","nonword",NA
"gariai","cilzers","nonword","nonword","nonword",NA
"džeisula","atleet","nonword","nonword","nonword",NA
"sūdzu","triotis","nonword","nonword","nonword",NA
"palankī","sedzāt","nonword","nonword","nonword",NA
"drs","nemirkļa","nonword","nonword","nonword",NA
"relaniek","pievums","nonword","nonword","nonword",NA
"fizikaļaspūlkve","idenmīgs","nonword","nonword","nonword",NA
"diezs","vatāj","nonword","nonword","nonword",NA
"tuđas","mīšers","nonword","nonword","nonword",NA
"pārsteidzām","zvēbergs","nonword","nonword","nonword",NA
"izidille","pateikti","nonword","nonword","nonword",NA
"brīvmīlis","ciivis","nonword","nonword","nonword",NA
"lēsit","atmosfēratiņkrēsls","nonword","nonword","nonword",NA
"aizģisks","bāma","nonword","nonword","nonword",NA
"starskeptisks","dzienam","nonword","nonword","nonword",NA
"vilēs","palīvies","nonword","nonword","nonword",NA
"poziņoùu","tikejs","nonword","nonword","nonword",NA
"mēnetrau","literatūratiņkrēsls","nonword","nonword","nonword",NA
"fosīvs","atbilstībaterfīldas","nonword","nonword","nonword",NA
"atbraukcības","pamāts","nonword","nonword","nonword",NA
"rissiets","dētī","nonword","nonword","nonword",NA
"riūls","sveiļo","nonword","nonword","nonword",NA
"fesda","jaupraktis","nonword","nonword","nonword",NA
"īslaikiem","saimports","nonword","nonword","nonword",NA
"kariemļu","glezzaka","nonword","nonword","nonword",NA
"ienis","teauts","nonword","nonword","nonword",NA
"cietīgs","trautenis","nonword","nonword","nonword",NA
"gredzumâ","ģitāratiņkrēsls","nonword","nonword","nonword",NA
"atbilsttumi","augstley","nonword","nonword","nonword",NA
"vienīniem","amatnieks","nonword","nonword","nonword",NA
"asprādiem","priekšpareputācija","nonword","nonword","nonword",NA
"puķus","pitā","nonword","nonword","nonword",NA
"apsveik","apziet","nonword","nonword","nonword",NA
"citplaportlīdzeklis","izaicināvēžiem","nonword","nonword","nonword",NA
"kapistēt","sīrees","nonword","nonword","nonword",NA
"notiens","idioma","nonword","nonword","nonword",NA
"vaini","baisam","nonword","nonword","nonword",NA
"incifisks","detekniek","nonword","nonword","nonword",NA
"nürburgringalerija","šķirrija","nonword","nonword","nonword",NA
"piesârōojurisdikcija","stules","nonword","nonword","nonword",NA
"kadū","parlex","nonword","nonword","nonword",NA
"ķiveremontstrād","zirē","nonword","nonword","nonword",NA
"mirds","omīde","nonword","nonword","nonword",NA
"rosaukšu","centinelji","nonword","nonword","nonword",NA
"karints","perkaļsūtīva","nonword","nonword","nonword",NA
"teng","dzīgaislis","nonword","nonword","nonword",NA
"gagārs","ceeb","nonword","nonword","nonword",NA
"miljolīdz","insultscija","nonword","nonword","nonword",NA
"tīmu","privāciņš","nonword","nonword","nonword",NA
"goāks","komiteriāls","nonword","nonword","nonword",NA
"sešlis","adoptēji","nonword","nonword","nonword",NA
"zokoks","klalasts","nonword","nonword","nonword",NA
"äda","fanti","nonword","nonword","nonword",NA
"popustie","laupīriem","nonword","nonword","nonword",NA
"bezjēsties","zināšadziet","nonword","nonword","nonword",NA
"jaunatnedraudzŗjas","mevīgs","nonword","nonword","nonword",NA
"mācīstam","adredzēs","nonword","nonword","nonword",NA
"tirdznieki","aizcelt","nonword","nonword","nonword",NA
"gannis","meor","nonword","nonword","nonword",NA
"dzirmija","stjuartilācija","nonword","nonword","nonword",NA
"pārvalgiem","šokolādemokrätiskäs","nonword","nonword","nonword",NA
"paraus","putekdzums","nonword","nonword","nonword",NA
"dzirdija","finanstosh","nonword","nonword","nonword",NA
"kustēstam","komuteikt","nonword","nonword","nonword",NA
"aprakmans","bizdēls","nonword","nonword","nonword",NA
"auguie","rakstīšanabadzîgiem","nonword","nonword","nonword",NA
"vispājiet","elekbība","nonword","nonword","nonword",NA
"šlikums","paziņojums, apgalstinktiem","nonword","nonword","nonword",NA
"kaops","gami","nonword","nonword","nonword",NA
"āfrikaļaspūlkve","pērdass","nonword","nonword","nonword",NA
"atpūsstam","aplencāmrinājums","nonword","nonword","nonword",NA
"smouki","purs","nonword","nonword","nonword",NA
"pimers","līgadīgs","nonword","nonword","nonword",NA
"neveikstumt","idiotāža","nonword","nonword","nonword",NA
"piekrija","akdists","nonword","nonword","nonword",NA
"šālikts","prilīds","nonword","nonword","nonword",NA
"tvervēk","interejēdzu","nonword","nonword","nonword",NA
"uzjāts","makminieks","nonword","nonword","nonword",NA
"mērdzi","egt","nonword","nonword","nonword",NA
"cigas","iknedēdziet","nonword","nonword","nonword",NA
"raķeteņutyrrell","nomirsja","nonword","nonword","nonword",NA
"nāvēģiem","cilus","nonword","nonword","nonword",NA
"deaktole","pateiktīt","nonword","nonword","nonword",NA
"iauna","kortfīldgārdemonstrācija","nonword","nonword","nonword",NA
"piemēmais","jauktīvs","nonword","nonword","nonword",NA
"sppts","dzeltelis","nonword","nonword","nonword",NA
"krāvi","maksišauj","nonword","nonword","nonword",NA
"pieforšākami","lidoņiem","nonword","nonword","nonword",NA
"džērgļi","galvasniels","nonword","nonword","nonword",NA
"teistiski","iegulgiem","nonword","nonword","nonword",NA
"skrls","boxe","nonword","nonword","nonword",NA
"iedrosme","meras","nonword","nonword","nonword",NA
"sikus","magbi","nonword","nonword","nonword",NA
"sasprau","spraunieks","nonword","nonword","nonword",NA
"praids","abtruēs","nonword","nonword","nonword",NA
"ierositiens","säut","nonword","nonword","nonword",NA
"bēdī","filķēt","nonword","nonword","nonword",NA
