"eu_target","eu_cue","type","target_type","cue_type","eu_cosine"
"jokatzaile","oslda","nonword","word","nonword",NA
"etxeko jabe","klasun","nonword","word","nonword",NA
"ohore","osaseltsu","nonword","word","nonword",NA
"mailegu","ostatsu","nonword","word","nonword",NA
"azentu","osottale","nonword","word","nonword",NA
"makina","edamen","nonword","word","nonword",NA
"adospen","oztopoakzdarri","nonword","word","nonword",NA
"sari","paintailjahandi","nonword","word","nonword",NA
"agudo","palkatu","nonword","word","nonword",NA
"egunkari","pakeina","nonword","word","nonword",NA
"ezin hobe","pasirzorro","nonword","word","nonword",NA
"heze","pasira","nonword","word","nonword",NA
"jo","duradisu","nonword","word","nonword",NA
"normalean","iztata","nonword","word","nonword",NA
"hurbileko","zetu","nonword","word","nonword",NA
"zerbitzari","lizientzia","nonword","word","nonword",NA
"berezko","pentndo","nonword","word","nonword",NA
"boston","pertgina","nonword","word","nonword",NA
"apaiz","ilano","nonword","word","nonword",NA
"aberats","sfiberak","nonword","word","nonword",NA
"eskuzabal","piroiko","nonword","word","nonword",NA
"utzi","pirila","nonword","word","nonword",NA
"barru-barruko","pies","nonword","word","nonword",NA
"zintzotasuna","piraelde","nonword","word","nonword",NA
"entsalada","pirald","nonword","word","nonword",NA
"goiko","pido","nonword","word","nonword",NA
"zati","pitzigura","nonword","word","nonword",NA
"nagusi","pikaia","nonword","word","nonword",NA
"atera","rianeta","nonword","word","nonword",NA
"banztatu","zeano","nonword","word","nonword",NA
"erpuru","plrlboy","nonword","word","nonword",NA
"etorri","ukazer","nonword","word","nonword",NA
"ihes","pobrodia","nonword","word","nonword",NA
"gitarra","pocat","nonword","word","nonword",NA
"tipula","militikatu","nonword","word","nonword",NA
"idazketa","poltsegihyre","nonword","word","nonword",NA
"berriak","pobasiko","nonword","word","nonword",NA
"oratu","polllazio","nonword","word","nonword",NA
"gaixotasun","girlan","nonword","word","nonword",NA
"musikari","poko","nonword","word","nonword",NA
"hautaketa","rista","nonword","word","nonword",NA
"kapitalismo","poork","nonword","word","nonword",NA
"bitxi","poigin","nonword","word","nonword",NA
"kartzela","prentika","nonword","word","nonword",NA
"hoztu","prosiazko","nonword","word","nonword",NA
"neska","priot","nonword","word","nonword",NA
"eutsi","prestamintza","nonword","word","nonword",NA
"minbizi","prestari","nonword","word","nonword",NA
"erregai","prekatu","nonword","word","nonword",NA
"erruki","prekatu","nonword","word","nonword",NA
"arteria","pribilegor","nonword","word","nonword",NA
"jarauntsi","printzuka","nonword","word","nonword",NA
"eskertu","probetxusirri","nonword","word","nonword",NA
"biratu","prinil","nonword","word","nonword",NA
"artifizial","proilotu","nonword","word","nonword",NA
"adierazpen","proilotu","nonword","word","nonword",NA
"manu","propostuu","nonword","word","nonword",NA
"pistola","protestaaagin","nonword","word","nonword",NA
"guraso","preresua","nonword","word","nonword",NA
"politiko","puifizitate","nonword","word","nonword",NA
"jostailu","purisu","nonword","word","nonword",NA
"doktore","purpailu","nonword","word","nonword",NA
"ipar","rator","nonword","word","nonword",NA
"desatsegin","roelo","nonword","word","nonword",NA
"greziera","roklo","nonword","word","nonword",NA
"hegaldi","sasir","nonword","word","nonword",NA
"kristau","sait","nonword","word","nonword",NA
"borroka","sarr","nonword","word","nonword",NA
"elur","sailzaile","nonword","word","nonword",NA
"olerki","sandwime","nonword","word","nonword",NA
"erradiazio","sauz","nonword","word","nonword",NA
"bukatu","saogentu","nonword","word","nonword",NA
"jategona","sailarazi","nonword","word","nonword",NA
"zibilizazio","bortu","nonword","word","nonword",NA
"gorbata","saogibaloi","nonword","word","nonword",NA
"hanburger","segian","nonword","word","nonword",NA
"polit","segurtu","nonword","word","nonword",NA
"gidari","segumo","nonword","word","nonword",NA
"sorgartasun","sekuladyz","nonword","word","nonword",NA
"epidemikoa","uan","nonword","word","nonword",NA
"administrazio","sezur","nonword","word","nonword",NA
"ez egote","seano","nonword","word","nonword",NA
"erresuma","sergotasun","nonword","word","nonword",NA
"azken","senirerteko","nonword","word","nonword",NA
"eraginkor","sentsoli","nonword","word","nonword",NA
"eztabaidatu","sermal","nonword","word","nonword",NA
"ezezagun","ckeria","nonword","word","nonword",NA
"politika","shernick","nonword","word","nonword",NA
"leun","zontoma","nonword","word","nonword",NA
"armategi","solura","nonword","word","nonword",NA
"beita","iffa","nonword","word","nonword",NA
"plater","songware","nonword","word","nonword",NA
"artera","rrilik","nonword","word","nonword",NA
"asteko","solaupegin","nonword","word","nonword",NA
"txiki","sotradu","nonword","word","nonword",NA
"tratu","yemor","nonword","word","nonword",NA
"izugarria","karbalda","nonword","word","nonword",NA
"hil","sorgaido","nonword","word","nonword",NA
"diru","someuntza","nonword","word","nonword",NA
"maula","dartu","nonword","word","nonword",NA
"zuzen","sutuatzen","nonword","word","nonword",NA
"salneurri","supeagan","nonword","word","nonword",NA
"babestu","fete","nonword","word","nonword",NA
"ikasketa","suegri","nonword","word","nonword",NA
"alai","tabari","nonword","word","nonword",NA
"entzuleria","tabepea","nonword","word","nonword",NA
"gihar","tailun","nonword","word","nonword",NA
"ding","tamarma","nonword","word","nonword",NA
"negu","ienta","nonword","word","nonword",NA
"hazi","tatuire","nonword","word","nonword",NA
"gor","taim","nonword","word","nonword",NA
"kontsultategi","tebriko","nonword","word","nonword",NA
"sentikortasun","tenbologia","nonword","word","nonword",NA
"oso","telegreka","nonword","word","nonword",NA
"alegiazko","teleskezio","nonword","word","nonword",NA
"aurkitu","teeklu","nonword","word","nonword",NA
"antzezpen","teratta","nonword","word","nonword",NA
"irakasle","testohatu","nonword","word","nonword",NA
"ugerdo","pistu","nonword","word","nonword",NA
"funtzional","xaro","nonword","word","nonword",NA
"paranormal","ieki","nonword","word","nonword",NA
"kotoi","toskor","nonword","word","nonword",NA
"froga","trtiatu","nonword","word","nonword",NA
"bilera","trzona","nonword","word","nonword",NA
"ebaki","trikimielu","nonword","word","nonword",NA
"nahita","tripulekio","nonword","word","nonword",NA
"ikertzaile","trnbatu","nonword","word","nonword",NA
"langile","nemore","nonword","word","nonword",NA
"eztandagarri","ntakur","nonword","word","nonword",NA
"mapatxe","ntakurtegi","nonword","word","nonword",NA
"zentzugabe","txapjudun","nonword","word","nonword",NA
"sendatu","txapaiketa","nonword","word","nonword",NA
"deabru","txarial","nonword","word","nonword",NA
"bazkari","txerrioe","nonword","word","nonword",NA
"berdindu","txintatu","nonword","word","nonword",NA
"erreskate","otiki","nonword","word","nonword",NA
"garai","txgueleta","nonword","word","nonword",NA
"eragin","tximoko","nonword","word","nonword",NA
"bidaiatu","txnko","nonword","word","nonword",NA
"abakando","txundisfrri","nonword","word","nonword",NA
"erotu","txundisfrri","nonword","word","nonword",NA
"aurkari","rhide","nonword","word","nonword",NA
"mundu mailako","ega","nonword","word","nonword",NA
"logela","zoazken","nonword","word","nonword",NA
"arrantza","eio","nonword","word","nonword",NA
"errealista","exatu","nonword","word","nonword",NA
"burutu","ukuiozzain","nonword","word","nonword",NA
"iruzurti","ndea","nonword","word","nonword",NA
"sistema","umezurtzelde","nonword","word","nonword",NA
"gertatu","ire","nonword","word","nonword",NA
"tomate","uniberititate","nonword","word","nonword",NA
"ametsa","uniberazo","nonword","word","nonword",NA
"gauer","ositate","nonword","word","nonword",NA
"zuhaitz","urdami","nonword","word","nonword",NA
"bahitzaile","amduritasun","nonword","word","nonword",NA
"deitura","urwailu","nonword","word","nonword",NA
"biziraun","ampekuntzi","nonword","word","nonword",NA
"komunista","urrelao","nonword","word","nonword",NA
"azken","urtezarena","nonword","word","nonword",NA
"irion","amtu","nonword","word","nonword",NA
"seguruenik","urtxinbia","nonword","word","nonword",NA
"misterio","waadington","nonword","word","nonword",NA
"txori","xakspen","nonword","word","nonword",NA
"erabaki","xajea","nonword","word","nonword",NA
"kandela","xiturtu","nonword","word","nonword",NA
"koronel","yorrno","nonword","word","nonword",NA
"leherketa","zamur","nonword","word","nonword",NA
"graduatu","zaner","nonword","word","nonword",NA
"errome","zari","nonword","word","nonword",NA
"ibar","zainekri","nonword","word","nonword",NA
"ume","zalantzald","nonword","word","nonword",NA
"eztei","zatuuneria","nonword","word","nonword",NA
"gorpu","zaistasun","nonword","word","nonword",NA
"dotore","zamada","nonword","word","nonword",NA
"jarri","zapausada","nonword","word","nonword",NA
"ikuskera","ropore","nonword","word","nonword",NA
"pasaporte","zaporeltneko","nonword","word","nonword",NA
"itzulera","zarald","nonword","word","nonword",NA
"inoiz","zatipu","nonword","word","nonword",NA
"erabat","zauregu","nonword","word","nonword",NA
"merke","zazkiji","nonword","word","nonword",NA
"garbitu","zehasg","nonword","word","nonword",NA
"txerri","palatatu","nonword","word","nonword",NA
"gazte","zenbisi","nonword","word","nonword",NA
"besarkada","zeolatze","nonword","word","nonword",NA
"garaje","tur","nonword","word","nonword",NA
"alde","zeegitzari","nonword","word","nonword",NA
"tenis","zehagin","nonword","word","nonword",NA
"artizarra","zehagin","nonword","word","nonword",NA
"haurtzaro","zemo","nonword","word","nonword",NA
"lagundu","tusar","nonword","word","nonword",NA
"ezagutza","lita","nonword","word","nonword",NA
"hornitu","zinal","nonword","word","nonword",NA
"limoi","zisolu","nonword","word","nonword",NA
"lan","ziour","nonword","word","nonword",NA
"sentibera","ziklrtu","nonword","word","nonword",NA
"erronka","eekin","nonword","word","nonword",NA
"axolagabe","zisoegin","nonword","word","nonword",NA
"kapitain","zida","nonword","word","nonword",NA
"prediku","zintañeta","nonword","word","nonword",NA
"literatura","oko","nonword","word","nonword",NA
"irakasle","zitzulu","nonword","word","nonword",NA
"kostaldea","zirrtuagarri","nonword","word","nonword",NA
"definizio","ziteitu","nonword","word","nonword",NA
"eman","ziurre","nonword","word","nonword",NA
"ahul","membi","nonword","word","nonword",NA
"maleta","zoinogiko","nonword","word","nonword",NA
"metal","zost","nonword","word","nonword",NA
"artilleria","zoriatitzeko","nonword","word","nonword",NA
"eskatu","zoriradu","nonword","word","nonword",NA
"kafe","zoar","nonword","word","nonword",NA
"goragale","pèatu","nonword","word","nonword",NA
"gerrari","zult","nonword","word","nonword",NA
"eguerlan","zuharoka","nonword","word","nonword",NA
"tragiko","zune","nonword","word","nonword",NA
"gurin","zurrenatu","nonword","word","nonword",NA
"eraikin","zutiopegon","nonword","word","nonword",NA
"ministerio","zulan","nonword","word","nonword",NA
"familia","zulan","nonword","word","nonword",NA
"fisiko","zulan","nonword","word","nonword",NA
"desira","zutungabekeria","nonword","word","nonword",NA
"gaire","itxaronan","nonword","nonword","nonword",NA
"deskribatrn","iklai","nonword","nonword","nonword",NA
"erdame","koizter","nonword","nonword","nonword",NA
"baziatu","probetxusirri","nonword","nonword","nonword",NA
"ekoiisen","gata","nonword","nonword","nonword",NA
"bidesldor","laguntatxe","nonword","nonword","nonword",NA
"biolazia","lezozkontrako","nonword","nonword","nonword",NA
"intereelarri","gutxlitsi","nonword","nonword","nonword",NA
"monagregi","senirerteko","nonword","nonword","nonword",NA
"baostatu","bamo","nonword","nonword","nonword",NA
"urtebesttzea","eskutsde","nonword","nonword","nonword",NA
"erreth","kuntegi","nonword","nonword","nonword",NA
"murrizot","hessi","nonword","nonword","nonword",NA
"izgitu","zult","nonword","nonword","nonword",NA
"maeenel","beare","nonword","nonword","nonword",NA
"logine","estasto","nonword","nonword","nonword",NA
"argatzilari","igun","nonword","nonword","nonword",NA
"betitako","irslera","nonword","nonword","nonword",NA
"ezagilza","nazidorteko","nonword","nonword","nonword",NA
"ezabia","ontzatznartu","nonword","nonword","nonword",NA
"zereprnia","uz","nonword","nonword","nonword",NA
"heta","liabatu","nonword","nonword","nonword",NA
"kotabaidatu","gelhaldi","nonword","nonword","nonword",NA
"tresto","irterfa","nonword","nonword","nonword",NA
"leei","sentsoli","nonword","nonword","nonword",NA
"otas","larer","nonword","nonword","nonword",NA
"bistu","protestaaagin","nonword","nonword","nonword",NA
"enrrun","brooo","nonword","nonword","nonword",NA
"rairitzi","irdei","nonword","nonword","nonword",NA
"ondoano","bakii","nonword","nonword","nonword",NA
"gaarotasun","ismoeko","nonword","nonword","nonword",NA
"kila","kamese","nonword","nonword","nonword",NA
"inekrgabe","arradusta","nonword","nonword","nonword",NA
"marrazik","sel","nonword","nonword","nonword",NA
"gupiku","kusiaketa","nonword","nonword","nonword",NA
"hazkonia","biltmer","nonword","nonword","nonword",NA
"erkadun","haseute","nonword","nonword","nonword",NA
"zagel","lizientzia","nonword","nonword","nonword",NA
"rasterio","erreplte","nonword","nonword","nonword",NA
"gogossbildu","kutxor","nonword","nonword","nonword",NA
"urultsu","jatorranko","nonword","nonword","nonword",NA
"hous","naizpa","nonword","nonword","nonword",NA
"ankie","rator","nonword","nonword","nonword",NA
"iaratu","bisu","nonword","nonword","nonword",NA
"lautu","zalantzald","nonword","nonword","nonword",NA
"koipletatu","esreratu","nonword","nonword","nonword",NA
"birroi","ankestra","nonword","nonword","nonword",NA
"borondator","arseka","nonword","nonword","nonword",NA
"aznarketa","arribru","nonword","nonword","nonword",NA
"zurrenatu","hiruntrren","nonword","nonword","nonword",NA
"katatua","zemo","nonword","nonword","nonword",NA
"kapitalikio","tximoko","nonword","nonword","nonword",NA
"gomaata","iffa","nonword","nonword","nonword",NA
"gentzi","alzkeid","nonword","nonword","nonword",NA
"mukizazo","erektun","nonword","nonword","nonword",NA
"errune","kaalatu","nonword","nonword","nonword",NA
"jiertu","irabogia","nonword","nonword","nonword",NA
"erromantxao","izur","nonword","nonword","nonword",NA
"guraas","zehagin","nonword","nonword","nonword",NA
"meige","borika","nonword","nonword","nonword",NA
"noxualean","katiti","nonword","nonword","nonword",NA
"alkin","hitzezlritz","nonword","nonword","nonword",NA
"korotituzioa","aturka","nonword","nonword","nonword",NA
"artiburra","ntakurtegi","nonword","nonword","nonword",NA
"koipi","sait","nonword","nonword","nonword",NA
"lehedau","noburi","nonword","nonword","nonword",NA
"erosam","begingne","nonword","nonword","nonword",NA
"iruzurue","arpia","nonword","nonword","nonword",NA
"protokito","tabari","nonword","nonword","nonword",NA
"uteslari","hormkuoi","nonword","nonword","nonword",NA
"antzoiegi","hiscor","nonword","nonword","nonword",NA
"berretey","polllazio","nonword","nonword","nonword",NA
"erar","esnari","nonword","nonword","nonword",NA
"ente","mabala","nonword","nonword","nonword",NA
"usker","mubko","nonword","nonword","nonword",NA
"ustekabaasre","nerail","nonword","nonword","nonword",NA
"peageratu","ledinengo","nonword","nonword","nonword",NA
"kaoroko","garpkimiko","nonword","nonword","nonword",NA
"akalatzaile","trnbatu","nonword","nonword","nonword",NA
"shuido","beel","nonword","nonword","nonword",NA
"adosoan","ratere","nonword","nonword","nonword",NA
"hrmata","ekoimae","nonword","nonword","nonword",NA
"begirri","sorgaido","nonword","nonword","nonword",NA
"borrida","cotatxo","nonword","nonword","nonword",NA
"oroism","etu","nonword","nonword","nonword",NA
"porrir","bahidr","nonword","nonword","nonword",NA
"goour","loneral","nonword","nonword","nonword",NA
"haorketa","bintratu","nonword","nonword","nonword",NA
"biesi","bosgndres","nonword","nonword","nonword",NA
"ente","berelao","nonword","nonword","nonword",NA
"erraulazio","supeagan","nonword","nonword","nonword",NA
"gertzau","ndur","nonword","nonword","nonword",NA
"nkor","oztopoakzdarri","nonword","nonword","nonword",NA
"ver","agualdi","nonword","nonword","nonword",NA
"nazkiaarri","balazko","nonword","nonword","nonword",NA
"eztabanka","mireuri","nonword","nonword","nonword",NA
"amatika","ega","nonword","nonword","nonword",NA
"kaalin","piroiko","nonword","nonword","nonword",NA
"azff","leodo","nonword","nonword","nonword",NA
"hoositu","erill","nonword","nonword","nonword",NA
"samutti","sandwime","nonword","nonword","nonword",NA
"ituratu","ularra","nonword","nonword","nonword",NA
"ikuzketa","malgndi","nonword","nonword","nonword",NA
"exi","atozki","nonword","nonword","nonword",NA
"ergeogeria","termalean","nonword","nonword","nonword",NA
"rtsio","ikmale","nonword","nonword","nonword",NA
"kazetate","etku","nonword","nonword","nonword",NA
"piluet","abaistu","nonword","nonword","nonword",NA
"ertzin","zapausada","nonword","nonword","nonword",NA
"xen","karkla","nonword","nonword","nonword",NA
"lanpo","bitxiari","nonword","nonword","nonword",NA
"armateel","kontseanatu","nonword","nonword","nonword",NA
"antzmele","uzian","nonword","nonword","nonword",NA
"lazzi","orboaz","nonword","nonword","nonword",NA
"segumo","liburuteel","nonword","nonword","nonword",NA
"asteinte","kotxaktu","nonword","nonword","nonword",NA
"zapuru","ordeldatu","nonword","nonword","nonword",NA
"ver","txarial","nonword","nonword","nonword",NA
"nabisi","zaporeltneko","nonword","nonword","nonword",NA
"unnei","harreraleth","nonword","nonword","nonword",NA
"miael","lde","nonword","nonword","nonword",NA
"oskearri","marri","nonword","nonword","nonword",NA
"gacor","idaol","nonword","nonword","nonword",NA
"minuzai","uan","nonword","nonword","nonword",NA
"belako","sutuatzen","nonword","nonword","nonword",NA
"mulin","jeduskor","nonword","nonword","nonword",NA
"zakatu","merlt","nonword","nonword","nonword",NA
"paipuila","toskor","nonword","nonword","nonword",NA
"liaraun","jerus","nonword","nonword","nonword",NA
"evzi","ibilgaetu","nonword","nonword","nonword",NA
"puan","fopoa","nonword","nonword","nonword",NA
"jateun","mendutu","nonword","nonword","nonword",NA
"esrri","rianeta","nonword","nonword","nonword",NA
"erikz","boazari","nonword","nonword","nonword",NA
"rril","ukuiozzain","nonword","nonword","nonword",NA
"gertrodaitekeen","ikusturi","nonword","nonword","nonword",NA
"zulan","anriara","nonword","nonword","nonword",NA
"zaue","torreratze","nonword","nonword","nonword",NA
"garever","doute","nonword","nonword","nonword",NA
"psikolbliko","legurtu","nonword","nonword","nonword",NA
"xiaonga","zontoma","nonword","nonword","nonword",NA
"beh> cowsly","ampekuntzi","nonword","nonword","nonword",NA
"hobiu","erantzifizun","nonword","nonword","nonword",NA
"erlidao","liltiedari","nonword","nonword","nonword",NA
"tuazkatu","nioha","nonword","nonword","nonword",NA
"istore","gomo","nonword","nonword","nonword",NA
"doministrazio","kolorua","nonword","nonword","nonword",NA
"kotriantza","pentndo","nonword","nonword","nonword",NA
"ritore","basior","nonword","nonword","nonword",NA
"utastiko","burmhon","nonword","nonword","nonword",NA
"ahalizin","bistu","nonword","nonword","nonword",NA
"kontzetiu","pitzigura","nonword","nonword","nonword",NA
"muatu","betirvait","nonword","nonword","nonword",NA
"uretsi","lasaaca","nonword","nonword","nonword",NA
"biziklun","ilarel","nonword","nonword","nonword",NA
"erakaztaldi","haibo","nonword","nonword","nonword",NA
"irakerle","lazirreta","nonword","nonword","nonword",NA
"inagiko","bestiqnonbait","nonword","nonword","nonword",NA
"sineoni","maidi","nonword","nonword","nonword",NA
"mendoratu","sasir","nonword","nonword","nonword",NA
"ediko","tibigazio","nonword","nonword","nonword",NA
"misari","kulpatu","nonword","nonword","nonword",NA
"haurtzilo","etekiniqatera","nonword","nonword","nonword",NA
"konphiketa","pobasiko","nonword","nonword","nonword",NA
"lotail","uor","nonword","nonword","nonword",NA
"rtsika","azalkon","nonword","nonword","nonword",NA
"laum","zainekri","nonword","nonword","nonword",NA
"zirrtuagarri","gazaitu","nonword","nonword","nonword",NA
"entsztada","urizen","nonword","nonword","nonword",NA
"toendu","makineuka","nonword","nonword","nonword",NA
"utzera","crakuntza","nonword","nonword","nonword",NA
"tugal","japi","nonword","nonword","nonword",NA
"ezadhar","mendrealde","nonword","nonword","nonword",NA
"artizieria","eginesonean","nonword","nonword","nonword",NA
"kamiil","adnt","nonword","nonword","nonword",NA
"mombina","irchi","nonword","nonword","nonword",NA
"azton","aneedoto","nonword","nonword","nonword",NA
"mahaegu","rtzional","nonword","nonword","nonword",NA
"interia","oslda","nonword","nonword","nonword",NA
"erraunntza","eskoeza","nonword","nonword","nonword",NA
"azlomarratu","hastemanak","nonword","nonword","nonword",NA
"stri","inpesio","nonword","nonword","nonword",NA
"berrekk","prentika","nonword","nonword","nonword",NA
"frhua","hide","nonword","nonword","nonword",NA
"libumo","baloendu","nonword","nonword","nonword",NA
"kanposansi","zaistasun","nonword","nonword","nonword",NA
"hegaini","arrangaba","nonword","nonword","nonword",NA
"zerrera","kagaono","nonword","nonword","nonword",NA
"heltera","kontroatu","nonword","nonword","nonword",NA
"erregotore","filosouma","nonword","nonword","nonword",NA
"detektoue","autogrpio","nonword","nonword","nonword",NA
"urtal","pies","nonword","nonword","nonword",NA
"liake","xakspen","nonword","nonword","nonword",NA
"umezagun","asunst","nonword","nonword","nonword",NA
"paranormen","keen","nonword","nonword","nonword",NA
"neskateta","basubide","nonword","nonword","nonword",NA
"gaztttu","enbarodore","nonword","nonword","nonword",NA
"azertzaile","ilano","nonword","nonword","nonword",NA
"errelema","nastral","nonword","nonword","nonword",NA
"infetou","bunberako","nonword","nonword","nonword",NA
"goritiar","amtu","nonword","nonword","nonword",NA
"bobel","dozeratu","nonword","nonword","nonword",NA
"traiozre","balilusu","nonword","nonword","nonword",NA
"inferi","aleim","nonword","nonword","nonword",NA
"ikagai","bizifozan","nonword","nonword","nonword",NA
"aité","erageppen","nonword","nonword","nonword",NA
"jaraunoni","proilotu","nonword","nonword","nonword",NA
"hautenu","tailun","nonword","nonword","nonword",NA
"nelazioak","egir","nonword","nonword","nonword",NA
"sech","trikimielu","nonword","nonword","nonword",NA
"erdriztu","urai","nonword","nonword","nonword",NA
"itsuey","diekante","nonword","nonword","nonword",NA
"iganteen","tikawanpo","nonword","nonword","nonword",NA
"nahaoke","soaro","nonword","nonword","nonword",NA
"disimatu","puifizitate","nonword","nonword","nonword",NA
"rbain","adiatsu","nonword","nonword","nonword",NA
"egundiri","islanc","nonword","nonword","nonword",NA
"craluazio","nolae","nonword","nonword","nonword",NA
"buruin","ieki","nonword","nonword","nonword",NA
"herrisat","edamen","nonword","nonword","nonword",NA
"gianri","osottale","nonword","nonword","nonword",NA
"detherdin","bahidr","nonword","nonword","nonword",NA
"pliztua","jaylera","nonword","nonword","nonword",NA
"sestatu","idazakhai","nonword","nonword","nonword",NA
"maetu","bistor","nonword","nonword","nonword",NA
"oimon","sailzaile","nonword","nonword","nonword",NA
"przatu","sailarazi","nonword","nonword","nonword",NA
"erill","sotradu","nonword","nonword","nonword",NA
"bizazik","betitako","nonword","nonword","nonword",NA
"bileku","gaelo","nonword","nonword","nonword",NA
"ngur","kolbatu","nonword","nonword","nonword",NA
"hegarhegin","alkondl","nonword","nonword","nonword",NA
"irakerle","ikermen","nonword","nonword","nonword",NA
"bautubarruko","annne","nonword","nonword","nonword",NA
"eraizkn","lesubiltzar","nonword","nonword","nonword",NA
"teta","herriaale","nonword","nonword","nonword",NA
"bekor","arinko","nonword","nonword","nonword",NA
"dutaila","heratxuri","nonword","nonword","nonword",NA
"bankstu","ropore","nonword","nonword","nonword",NA
"euuri","heneuera","nonword","nonword","nonword",NA
"jatei","zeano","nonword","nonword","nonword",NA
"agarte","goraiggin","nonword","nonword","nonword",NA
"etxekodbabe","iggi","nonword","nonword","nonword",NA
"tekate","zoriatitzeko","nonword","nonword","nonword",NA
"untziteasente","abaklari","nonword","nonword","nonword",NA
"naka","raldur","nonword","nonword","nonword",NA
"ir","haalagai","nonword","nonword","nonword",NA
"urra","arrasta","nonword","nonword","nonword",NA
"zitsi","eronal","nonword","nonword","nonword",NA
"votwa","biziurk","nonword","nonword","nonword",NA
"barrali","erreizatatu","nonword","nonword","nonword",NA
"ulari","teratta","nonword","nonword","nonword",NA
"zizkari","aizuna","nonword","nonword","nonword",NA
"ontelite","gartrdi","nonword","nonword","nonword",NA
"istulu","negutu","nonword","nonword","nonword",NA
"juint","beyce","nonword","nonword","nonword",NA
"gaeli","baritz","nonword","nonword","nonword",NA
"rberi","bentatu","nonword","nonword","nonword",NA
"bidegeio","beharrotko","nonword","nonword","nonword",NA
"infenoio","azkemak","nonword","nonword","nonword",NA
"kon","ilunseizi","nonword","nonword","nonword",NA
"zoabazio","pistu","nonword","nonword","nonword",NA
"loar","intales","nonword","nonword","nonword",NA
"meshi","konkairentzia","nonword","nonword","nonword",NA
"saltzi","ziklrtu","nonword","nonword","nonword",NA
"baretzaile","sekuladyz","nonword","nonword","nonword",NA
"inalbide","rgoi","nonword","nonword","nonword",NA
"lanc","gerr","nonword","nonword","nonword",NA
"masads","errarks","nonword","nonword","nonword",NA
"gire","inkastria","nonword","nonword","nonword",NA
"agota","landntzak","nonword","nonword","nonword",NA
"dolaore","telegreka","nonword","nonword","nonword",NA
"sukaldaribumo","kurrura","nonword","nonword","nonword",NA
"muskin","roelo","nonword","nonword","nonword",NA
"gorire","jauriti","nonword","nonword","nonword",NA
"ediko","iztata","nonword","nonword","nonword",NA
"terseratura","beria","nonword","nonword","nonword",NA
"sabetuzur","ahues","nonword","nonword","nonword",NA
"prottze","keakn","nonword","nonword","nonword",NA
"oxnieno","anardua","nonword","nonword","nonword",NA
"eves","deztno","nonword","nonword","nonword",NA
"galtor","eskutsdeko","nonword","nonword","nonword",NA
"sozkata","norezi","nonword","nonword","nonword",NA
"urkete","nomisioa","nonword","nonword","nonword",NA
"oenac","behetu","nonword","nonword","nonword",NA
"arldutza","xajea","nonword","nonword","nonword",NA
"kokaleth","otiki","nonword","nonword","nonword",NA
"adatetsu","heataldeko","nonword","nonword","nonword",NA
"guin","militikatu","nonword","nonword","nonword",NA
"hannespe","erreende","nonword","nonword","nonword",NA
"bataillo","inte","nonword","nonword","nonword",NA
"etoria","kaan","nonword","nonword","nonword",NA
"adieracken","zarald","nonword","nonword","nonword",NA
"iroa","zatuuneria","nonword","nonword","nonword",NA
"uniberititate","gokietegi","nonword","nonword","nonword",NA
"zuaindari","suegri","nonword","nonword","nonword",NA
"egatki","zurrenatu","nonword","nonword","nonword",NA
"tokarte","segian","nonword","nonword","nonword",NA
"hiapaldi","ikdiz","nonword","nonword","nonword",NA
"garason","aznarketa","nonword","nonword","nonword",NA
"poliu","gigorte","nonword","nonword","nonword",NA
"txapgi","bideba","nonword","nonword","nonword",NA
"guduzahai","zon","nonword","nonword","nonword",NA
"gruso","snazz","nonword","nonword","nonword",NA
"izenigrua","ys","nonword","nonword","nonword",NA
"yekaou","batzoren","nonword","nonword","nonword",NA
"reentu","segumo","nonword","nonword","nonword",NA
"doteko","krzoa","nonword","nonword","nonword",NA
"jame","rista","nonword","nonword","nonword",NA
"przaidente","yemor","nonword","nonword","nonword",NA
"kakatu","apail","nonword","nonword","nonword",NA
"sochartasun","dantzale","nonword","nonword","nonword",NA
"netia","dezaribatzea","nonword","nonword","nonword",NA
"sagienta","estenitu","nonword","nonword","nonword",NA
"hube","gaineria","nonword","nonword","nonword",NA
"apaizte","jeztetza","nonword","nonword","nonword",NA
"laaiden","aingptu","nonword","nonword","nonword",NA
"hidrogali","laxar","nonword","nonword","nonword",NA
"kardtari","kianmetro","nonword","nonword","nonword",NA
"preske","urrelao","nonword","nonword","nonword",NA
"pastgi","zintañeta","nonword","nonword","nonword",NA
"sedartasun","geunza","nonword","nonword","nonword",NA
"mafitxe","marrig","nonword","nonword","nonword",NA
"liumi","korrsate","nonword","nonword","nonword",NA
"maisolari","erhubolber","nonword","nonword","nonword",NA
"nekontza","atsenon","nonword","nonword","nonword",NA
"jatedrna","atriiko","nonword","nonword","nonword",NA
"txatto","faltzurrun","nonword","nonword","nonword",NA
"ahalkiykiziki","txundisfrri","nonword","nonword","nonword",NA
"itsaoiarmada","bizazi","nonword","nonword","nonword",NA
"marrigi","erakustanhka","nonword","nonword","nonword",NA
"koiz","doko","nonword","nonword","nonword",NA
"halos","baloen","nonword","nonword","nonword",NA
"zezaitzari","gaesigu","nonword","nonword","nonword",NA
"boligrelo","hippingarri","nonword","nonword","nonword",NA
"ikorkera","keeau","nonword","nonword","nonword",NA
"hiista","everi","nonword","nonword","nonword",NA
"artudibil","kontkilatu","nonword","nonword","nonword",NA
"lonel","beke","nonword","nonword","nonword",NA
