"no_cue","no_target","type","cue_type","target_type","no_cosine"
"rive","glanel","nonword","word","nonword",NA
"råd","edist","nonword","word","nonword",NA
"analytiker","fasge","nonword","word","nonword",NA
"serie","tyai","nonword","word","nonword",NA
"luft","clokia","nonword","word","nonword",NA
"ninja","uanfentlig","nonword","word","nonword",NA
"melk","transhagelig","nonword","word","nonword",NA
"delikat","zie","nonword","word","nonword",NA
"slutt","skrenlig","nonword","word","nonword",NA
"ideell","ukarnt","nonword","word","nonword",NA
"nyre","ultiårin","nonword","word","nonword",NA
"frivillig","kov","nonword","word","nonword",NA
"fersk","eggeke","nonword","word","nonword",NA
"millionær","eggeke","nonword","word","nonword",NA
"puls","uvetle","nonword","word","nonword",NA
"lørdag","undersøkestorff","nonword","word","nonword",NA
"gevinst","undersøalphonse","nonword","word","nonword",NA
"søle","agg","nonword","word","nonword",NA
"kamp","kjøform","nonword","word","nonword",NA
"bonde","trik","nonword","word","nonword",NA
"søster","kjøttversitet","nonword","word","nonword",NA
"skjold","unnstengning","nonword","word","nonword",NA
"mus","førtiferdig","nonword","word","nonword",NA
"piknik","okin","nonword","word","nonword",NA
"kjemisk","utdanvers","nonword","word","nonword",NA
"positivt","uteksaminebichaud","nonword","word","nonword",NA
"monster","utsolg","nonword","word","nonword",NA
"marine","utsparring","nonword","word","nonword",NA
"orkan","utpresløst","nonword","word","nonword",NA
"lesbisk","utvoldte","nonword","word","nonword",NA
"litt","uttrykling","nonword","word","nonword",NA
"fortsette","uttasjonsse","nonword","word","nonword",NA
"magnetisk","uttroll","nonword","word","nonword",NA
"hjerne","utvekske","nonword","word","nonword",NA
"orkester","utbruddig","nonword","word","nonword",NA
"total","utvikrams","nonword","word","nonword",NA
"hytte","jævetet","nonword","word","nonword",NA
"kandidat","dårne","nonword","word","nonword",NA
"ond","semke","nonword","word","nonword",NA
"sivile","temker","nonword","word","nonword",NA
"høyde","drømsine","nonword","word","nonword",NA
"rusten","vaap","nonword","word","nonword",NA
"robot","vambun","nonword","word","nonword",NA
"politikk","valentje","nonword","word","nonword",NA
"bråk","borlig","nonword","word","nonword",NA
"privilegium","ståeligvis","nonword","word","nonword",NA
"varme","vådig","nonword","word","nonword",NA
"sverge","vådig","nonword","word","nonword",NA
"sør","varesje","nonword","word","nonword",NA
"engel","ensk","nonword","word","nonword",NA
"bro","kongebjørn","nonword","word","nonword",NA
"hud","ect","nonword","word","nonword",NA
"øye","vedlikeriene","nonword","word","nonword",NA
"virkelighet","førstelikeholde","nonword","word","nonword",NA
"rytme","statsviseren","nonword","word","nonword",NA
"lojal","vellyk","nonword","word","nonword",NA
"lese","kryogeren","nonword","word","nonword",NA
"influensa","vess","nonword","word","nonword",NA
"bytte","voldlig","nonword","word","nonword",NA
"søke om","franskap","nonword","word","nonword",NA
"merke","verdsre","nonword","word","nonword",NA
"populær","ventilaments","nonword","word","nonword",NA
"plan","verys","nonword","word","nonword",NA
"evig","studen","nonword","word","nonword",NA
"sum","bildig","nonword","word","nonword",NA
"kavaleri","verdigring","nonword","word","nonword",NA
"ping","partiløs","nonword","word","nonword",NA
"som haster","vestkys","nonword","word","nonword",NA
"fast","jöt","nonword","word","nonword",NA
"faktor","tav","nonword","word","nonword",NA
"kontrakt","vibon","nonword","word","nonword",NA
"kort","teatig","nonword","word","nonword",NA
"aske","spene","nonword","word","nonword",NA
"teknisk","vindus","nonword","word","nonword",NA
"midnatt","høyter","nonword","word","nonword",NA
"sikker","tjuvsomhet","nonword","word","nonword",NA
"tilgivelse","visstetulu","nonword","word","nonword",NA
"avfall","vitaburg","nonword","word","nonword",NA
"barnehjem","vitentens","nonword","word","nonword",NA
"vanlig","vitnesnoge","nonword","word","nonword",NA
"kampanje","ents","nonword","word","nonword",NA
"dna","nukka","nonword","word","nonword",NA
"leppe","lofson","nonword","word","nonword",NA
"drage","prb","nonword","word","nonword",NA
"hvit","yeod","nonword","word","nonword",NA
"hånd","ytkroppsligere","nonword","word","nonword",NA
"fenologi","alloa","nonword","nonword","nonword",NA
"minge","pressse","nonword","nonword","nonword",NA
"nalv","fikde","nonword","nonword","nonword",NA
"kunnder","mitem","nonword","nonword","nonword",NA
"asma","saumke","nonword","nonword","nonword",NA
"fasjogjengle","arkadijtere","nonword","nonword","nonword",NA
"skramte","nazis","nonword","nonword","nonword",NA
"wls","hyd","nonword","nonword","nonword",NA
"firelock","degrasber","nonword","nonword","nonword",NA
"fueng","passkan","nonword","nonword","nonword",NA
"koco","eggeke","nonword","nonword","nonword",NA
"klosthet","etcôted","nonword","nonword","nonword",NA
"ludgl","assastets","nonword","nonword","nonword",NA
"retrikt","seru","nonword","nonword","nonword",NA
"lensme","banat","nonword","nonword","nonword",NA
"husve","eal","nonword","nonword","nonword",NA
"veima","visstetulu","nonword","nonword","nonword",NA
"gerr","offisilands","nonword","nonword","nonword",NA
"etl","blale","nonword","nonword","nonword",NA
"enderens","blokge","nonword","nonword","nonword",NA
"makur","departeplass","nonword","nonword","nonword",NA
"slent","gundom","nonword","nonword","nonword",NA
"klynder","søss","nonword","nonword","nonword",NA
"svote","inviig","nonword","nonword","nonword",NA
"piade","saro","nonword","nonword","nonword",NA
"jøt","intelliklubb","nonword","nonword","nonword",NA
"kontrollranse","tty","nonword","nonword","nonword",NA
"brannbileum","aperst","nonword","nonword","nonword",NA
"fødenist","quarre","nonword","nonword","nonword",NA
"reringme","sabotalings","nonword","nonword","nonword",NA
"ordlig","goldker","nonword","nonword","nonword",NA
"kete","fikrisesiell","nonword","nonword","nonword",NA
"maraseri","hovedstrømter","nonword","nonword","nonword",NA
"clr","pått","nonword","nonword","nonword",NA
"kaffespill","portling","nonword","nonword","nonword",NA
"feiike enkelt","kofa","nonword","nonword","nonword",NA
"belker","dupfe","nonword","nonword","nonword",NA
"jordskjært","jordlyse","nonword","nonword","nonword",NA
"homsefrihet","inngrevling","nonword","nonword","nonword",NA
"karnez","ettercovery","nonword","nonword","nonword",NA
"bole","helispretter","nonword","nonword","nonword",NA
"mals","akken","nonword","nonword","nonword",NA
"nanling","narkoby","nonword","nonword","nonword",NA
"tapten","allping","nonword","nonword","nonword",NA
"konservalance","holse","nonword","nonword","nonword",NA
"lorix","hert","nonword","nonword","nonword",NA
"flekdig","ytkroppsligere","nonword","nonword","nonword",NA
"essantte","judyr","nonword","nonword","nonword",NA
"ks","restaudets","nonword","nonword","nonword",NA
"fielm","kirkebydelig","nonword","nonword","nonword",NA
"fotjø","tøse","nonword","nonword","nonword",NA
"lazakelig","hagu","nonword","nonword","nonword",NA
"piei","tyai","nonword","nonword","nonword",NA
"snortall","chaper","nonword","nonword","nonword",NA
"strekmisse","biolovann","nonword","nonword","nonword",NA
"impe","kongekolade","nonword","nonword","nonword",NA
"winpe","konting","nonword","nonword","nonword",NA
"leirka","æressode","nonword","nonword","nonword",NA
"ritusjon","krysdale","nonword","nonword","nonword",NA
"ekslos","gn","nonword","nonword","nonword",NA
"svarmelig","merkeling","nonword","nonword","nonword",NA
"dyredant","kita","nonword","nonword","nonword",NA
"poi","kjemrofon","nonword","nonword","nonword",NA
"kjempevilegium","protorykk","nonword","nonword","nonword",NA
"tav","szarm","nonword","nonword","nonword",NA
"kaitke","kine","nonword","nonword","nonword",NA
"frbit","ungke","nonword","nonword","nonword",NA
"donkel","pressiden","nonword","nonword","nonword",NA
"som harest","finansiefullt","nonword","nonword","nonword",NA
"absodern","horser","nonword","nonword","nonword",NA
"skiurt","praktisktrust","nonword","nonword","nonword",NA
"stass","cr","nonword","nonword","nonword",NA
"langlega","temker","nonword","nonword","nonword",NA
"νer","gura","nonword","nonword","nonword",NA
"omkledde","belønsjon","nonword","nonword","nonword",NA
"drapsner","sorik","nonword","nonword","nonword",NA
"spenke","peripor","nonword","nonword","nonword",NA
"arsekert","stfu","nonword","nonword","nonword",NA
"tair","instruktere","nonword","nonword","nonword",NA
"ize","fantasmans","nonword","nonword","nonword",NA
"skulpne","wis","nonword","nonword","nonword",NA
"rovtig","ditvilte","nonword","nonword","nonword",NA
"konvotics","tagets","nonword","nonword","nonword",NA
"ambassalings","gjestedighetene","nonword","nonword","nonword",NA
"prokelt","aloysiden","nonword","nonword","nonword",NA
"ledu","edist","nonword","nonword","nonword",NA
"termisons","bartnant","nonword","nonword","nonword",NA
"undersøførsteser","ryg","nonword","nonword","nonword",NA
"skumteam","stemball","nonword","nonword","nonword",NA
"loge","scorgi","nonword","nonword","nonword",NA
"tav","abdomistein","nonword","nonword","nonword",NA
"derstand","forpunkter","nonword","nonword","nonword",NA
"betjenre","inndestru","nonword","nonword","nonword",NA
"kortmelig","yeod","nonword","nonword","nonword",NA
"atçaisk","voldlig","nonword","nonword","nonword",NA
"giig","kommisjostilt","nonword","nonword","nonword",NA
"miljern","kystmann","nonword","nonword","nonword",NA
"solvo","sukmer","nonword","nonword","nonword",NA
"krisesigelse","menuskikkelig","nonword","nonword","nonword",NA
"livsriere","informadrass","nonword","nonword","nonword",NA
"eiv","metafyme","nonword","nonword","nonword",NA
"stresskofbror","dokre","nonword","nonword","nonword",NA
"forsøvn","lule","nonword","nonword","nonword",NA
"årsøstre","kapborn","nonword","nonword","nonword",NA
"anfallte","romanches","nonword","nonword","nonword",NA
"quinning","håndpis","nonword","nonword","nonword",NA
"sasjo","agp","nonword","nonword","nonword",NA
"armtig","cr","nonword","nonword","nonword",NA
"utvikrams","trimsette","nonword","nonword","nonword",NA
"forbløfre","flavt","nonword","nonword","nonword",NA
"delibysk","kavær","nonword","nonword","nonword",NA
"skriveri","nisme","nonword","nonword","nonword",NA
"autotron","ståeligvis","nonword","nonword","nonword",NA
"lifi","obkrigsvere","nonword","nonword","nonword",NA
"flaurelse","argers","nonword","nonword","nonword",NA
"tabb inn","tredjehet","nonword","nonword","nonword",NA
"ta kontakhanne","karadag","nonword","nonword","nonword",NA
"lykte","muterthet","nonword","nonword","nonword",NA
"jaaf","skåboy","nonword","nonword","nonword",NA
"kompseudo","forsser","nonword","nonword","nonword",NA
"forbit","nyheming","nonword","nonword","nonword",NA
"sukne","kjøform","nonword","nonword","nonword",NA
"diager","hru","nonword","nonword","nonword",NA
"skuekelig","solv","nonword","nonword","nonword",NA
"jefno","intenking","nonword","nonword","nonword",NA
"guilky","klatning","nonword","nonword","nonword",NA
"hauden","stea","nonword","nonword","nonword",NA
"iks","lúgår","nonword","nonword","nonword",NA
"seksne","tegi","nonword","nonword","nonword",NA
"ørlil","stås","nonword","nonword","nonword",NA
"supi","rono","nonword","nonword","nonword",NA
"samgening","posident","nonword","nonword","nonword",NA
"enpenn","bams","nonword","nonword","nonword",NA
"beater","meike","nonword","nonword","nonword",NA
"vaãrt","utvekske","nonword","nonword","nonword",NA
"strine","norhen","nonword","nonword","nonword",NA
"cr","pada","nonword","nonword","nonword",NA
"heté","artenert","nonword","nonword","nonword",NA
"svkost","kapitalismetersklub","nonword","nonword","nonword",NA
"pyit","cle","nonword","nonword","nonword",NA
"suitrin","svhy","nonword","nonword","nonword",NA
"kjøreelt","mekasjen","nonword","nonword","nonword",NA
"tynny","vedlikeriene","nonword","nonword","nonword",NA
"naab","vitaburg","nonword","nonword","nonword",NA
"penddig","læreriert","nonword","nonword","nonword",NA
"magnerens","hustjent","nonword","nonword","nonword",NA
"velker","befolkden","nonword","nonword","nonword",NA
"utskin","gfå","nonword","nonword","nonword",NA
"mislig","trigrinlys","nonword","nonword","nonword",NA
"nende","flagsatt","nonword","nonword","nonword",NA
"poin","forder","nonword","nonword","nonword",NA
"tynpe","nederstil","nonword","nonword","nonword",NA
"anhead","tikan","nonword","nonword","nonword",NA
"sønte","huro","nonword","nonword","nonword",NA
"beidslerede","limou","nonword","nonword","nonword",NA
"advobruk","nesmer","nonword","nonword","nonword",NA
"jær","horege","nonword","nonword","nonword",NA
"gagnosti","ks","nonword","nonword","nonword",NA
"tobone","musitron","nonword","nonword","nonword",NA
"belø","depremier","nonword","nonword","nonword",NA
"stader","oky","nonword","nonword","nonword",NA
"utslip","kov","nonword","nonword","nonword",NA
"sterde","vaje","nonword","nonword","nonword",NA
"dybb","demoningsti","nonword","nonword","nonword",NA
"imponebuchadde","hagelitet","nonword","nonword","nonword",NA
"krykington","enmes","nonword","nonword","nonword",NA
"ept","jöt","nonword","nonword","nonword",NA
"sttan","vitma","nonword","nonword","nonword",NA
"hvitera","sengeme","nonword","nonword","nonword",NA
"bilverk","warpplasmanipulere","nonword","nonword","nonword",NA
"mengtenhet","probatt","nonword","nonword","nonword",NA
"slømer","franin","nonword","nonword","nonword",NA
"bedtt","proming","nonword","nonword","nonword",NA
"æresne","forurt","nonword","nonword","nonword",NA
"urv","wis","nonword","nonword","nonword",NA
"rustre","vambun","nonword","nonword","nonword",NA
"camning","uist","nonword","nonword","nonword",NA
"dekaplan","tenfar","nonword","nonword","nonword",NA
"amburoughse","avsjert","nonword","nonword","nonword",NA
"maco","angte","nonword","nonword","nonword",NA
"boutt","gjersel","nonword","nonword","nonword",NA
"kape","spilbart","nonword","nonword","nonword",NA
"rydsjon","interesklubb","nonword","nonword","nonword",NA
"tredob","franth","nonword","nonword","nonword",NA
"betjenve","maco","nonword","nonword","nonword",NA
"samcans","definifesta","nonword","nonword","nonword",NA
"cr","juon","nonword","nonword","nonword",NA
"pun","semke","nonword","nonword","nonword",NA
"kabisarr","celbi","nonword","nonword","nonword",NA
"eure","bemerkelsesinstinkdig","nonword","nonword","nonword",NA
"jernleri","ruart","nonword","nonword","nonword",NA
"skett","mccluar","nonword","nonword","nonword",NA
"flambaring","rån","nonword","nonword","nonword",NA
"andre stegne","spene","nonword","nonword","nonword",NA
"feltse","fonling","nonword","nonword","nonword",NA
"avspil","medalsell","nonword","nonword","nonword",NA
"peopp","bouse","nonword","nonword","nonword",NA
"succ","fastme","nonword","nonword","nonword",NA
"apote","ema","nonword","nonword","nonword",NA
"utstilket","aktivefullt","nonword","nonword","nonword",NA
"liefar","deve","nonword","nonword","nonword",NA
"skjepp","uttrykling","nonword","nonword","nonword",NA
"forspione","spict","nonword","nonword","nonword",NA
"vasjonna","orgaprestesere","nonword","nonword","nonword",NA
"kuty","beskytling","nonword","nonword","nonword",NA
"karttøy","realisbury","nonword","nonword","nonword",NA
"nyd","kardisjon","nonword","nonword","nonword",NA
"åndster","beskrin","nonword","nonword","nonword",NA
"tilfluktstion","taletikken","nonword","nonword","nonword",NA
"ldst","latdag","nonword","nonword","nonword",NA
"hend","kommunisfullt","nonword","nonword","nonword",NA
"sykmi","skildne","nonword","nonword","nonword",NA
"badio","ov","nonword","nonword","nonword",NA
"memengde","sverten","nonword","nonword","nonword",NA
"felge","rål","nonword","nonword","nonword",NA
"medistick","teatig","nonword","nonword","nonword",NA
"barneskin","forestar","nonword","nonword","nonword",NA
"metpe","fingeravnings","nonword","nonword","nonword",NA
"dielen","kjøttversitet","nonword","nonword","nonword",NA
"brtan","sasis","nonword","nonword","nonword",NA
"helsekelighet","clasovn","nonword","nonword","nonword",NA
"jetke","bestedommelig","nonword","nonword","nonword",NA
"roner","aktivisjons","nonword","nonword","nonword",NA
"dropge","melger","nonword","nonword","nonword",NA
"kameling","mity","nonword","nonword","nonword",NA
"rævke","raipe","nonword","nonword","nonword",NA
"ødd","spending","nonword","nonword","nonword",NA
"astrosofa","evaluehjelm","nonword","nonword","nonword",NA
"storefe","forle","nonword","nonword","nonword",NA
"nåvæstoffde","løke","nonword","nonword","nonword",NA
"jegwill","tonepe","nonword","nonword","nonword",NA
"xor","orn","nonword","nonword","nonword",NA
"kaule","vellyk","nonword","nonword","nonword",NA
"brystsynlighet","etterstyrker","nonword","nonword","nonword",NA
"roykk","nalist","nonword","nonword","nonword",NA
"prolo","motgiftder","nonword","nonword","nonword",NA
"ofing","sinnsleggelse","nonword","nonword","nonword",NA
"foså","dore","nonword","nonword","nonword",NA
"gesja","fiky","nonword","nonword","nonword",NA
"carsk","deau","nonword","nonword","nonword",NA
"jær","tripsar","nonword","nonword","nonword",NA
"bekjenning","woodpadde","nonword","nonword","nonword",NA
"kampvillig","avskjedivostokse","nonword","nonword","nonword",NA
"esse","lio","nonword","nonword","nonword",NA
"hejee","rdt","nonword","nonword","nonword",NA
"lufel","komme tilbrichos","nonword","nonword","nonword",NA
"ensa","begrenssomhet","nonword","nonword","nonword",NA
"frestans","diobi","nonword","nonword","nonword",NA
"tørsne","intuierer","nonword","nonword","nonword",NA
"navigamieux","blarst","nonword","nonword","nonword",NA
"bekymsjon","balltreden","nonword","nonword","nonword",NA
"sekuntisj","raseng","nonword","nonword","nonword",NA
"jær","forræning","nonword","nonword","nonword",NA
"vedré","araser","nonword","nonword","nonword",NA
"produbrev","kyzeit","nonword","nonword","nonword",NA
"underslepebåt","bilgen","nonword","nonword","nonword",NA
"prilup","botø","nonword","nonword","nonword",NA
"stemsette","stallate","nonword","nonword","nonword",NA
"flopg","risi","nonword","nonword","nonword",NA
"nado","galitz","nonword","nonword","nonword",NA
"vansjant","ht","nonword","nonword","nonword",NA
"høydu","disternt","nonword","nonword","nonword",NA
"leistol","møci","nonword","nonword","nonword",NA
"fastme","valnal","nonword","nonword","nonword",NA
"kryssont","fremgangssønn","nonword","nonword","nonword",NA
"ks","pimie","nonword","nonword","nonword",NA
"maaky","naskes","nonword","nonword","nonword",NA
"banderaskelse","xar","nonword","nonword","nonword",NA
"krydrere","mefilm","nonword","nonword","nonword",NA
"shink","mesmel","nonword","nonword","nonword",NA
"chare","bemant","nonword","nonword","nonword",NA
"boulfet","slage","nonword","nonword","nonword",NA
"plattfortabel","ukarnt","nonword","nonword","nonword",NA
"anvert","mormes","nonword","nonword","nonword",NA
"spreri","ankamp","nonword","nonword","nonword",NA
"bombekerinne","armge","nonword","nonword","nonword",NA
"skrivemidler","beidstivitet","nonword","nonword","nonword",NA
"lahjørne","skalsomhet","nonword","nonword","nonword",NA
"nielett","sthi","nonword","nonword","nonword",NA
"reeternal","tauster","nonword","nonword","nonword",NA
"hauring","eggeke","nonword","nonword","nonword",NA
"spabe","hede","nonword","nonword","nonword",NA
"chape","anbringe","nonword","nonword","nonword",NA
"forslåt","eur","nonword","nonword","nonword",NA
"klisgommen","mcclu pris på","nonword","nonword","nonword",NA
"transhagelig","smape","nonword","nonword","nonword",NA
"ikkepants","kartrer","nonword","nonword","nonword",NA
"koms","maha","nonword","nonword","nonword",NA
"tentrekk","inntårn","nonword","nonword","nonword",NA
"konskikk","kadi","nonword","nonword","nonword",NA
"komtant","efstrativ","nonword","nonword","nonword",NA
"mayning","blanvete","nonword","nonword","nonword",NA
"fabkins","dity","nonword","nonword","nonword",NA
"skyteminere","whis","nonword","nonword","nonword",NA
"karger","speet","nonword","nonword","nonword",NA
"ingenkval","spareteratur","nonword","nonword","nonword",NA
"skjemle","sjonsperium","nonword","nonword","nonword",NA
"kachester","butø","nonword","nonword","nonword",NA
"venø","menlig","nonword","nonword","nonword",NA
"eienrett","besyn","nonword","nonword","nonword",NA
"kalie","masjer","nonword","nonword","nonword",NA
"bomer","kuttedour","nonword","nonword","nonword",NA
"stravn","bøtnisk","nonword","nonword","nonword",NA
"tapsen","partiktikk","nonword","nonword","nonword",NA
"kommeenke","briet","nonword","nonword","nonword",NA
"teleming","donalist","nonword","nonword","nonword",NA
"dobborg","jøv","nonword","nonword","nonword",NA
"lysfé","bli fegust","nonword","nonword","nonword",NA
"cerlig","fytest","nonword","nonword","nonword",NA
"perbøyelig","blesk","nonword","nonword","nonword",NA
"kive","kryogeren","nonword","nonword","nonword",NA
"swen","ziell","nonword","nonword","nonword",NA
"rekt","kofme","nonword","nonword","nonword",NA
"ta i betraegoire","vurlig","nonword","nonword","nonword",NA
"gjestbilde","neryal","nonword","nonword","nonword",NA
"fodio","presiwood","nonword","nonword","nonword",NA
"guibie","tyrke","nonword","nonword","nonword",NA
"popumond","bune","nonword","nonword","nonword",NA
"gos","profesvest","nonword","nonword","nonword",NA
"akuttform","sovepil","nonword","nonword","nonword",NA
"grenment","polis","nonword","nonword","nonword",NA
"kaant","skulskap","nonword","nonword","nonword",NA
"spartaker","føringse","nonword","nonword","nonword",NA
"lavsel","tote","nonword","nonword","nonword",NA
"hνorselig","matemasjons","nonword","nonword","nonword",NA
"bubo","drikne","nonword","nonword","nonword",NA
"sørnet","fiskeferdighet","nonword","nonword","nonword",NA
"brukerklumpte","støp","nonword","nonword","nonword",NA
"valnal","cr","nonword","nonword","nonword",NA
"turlig","studen","nonword","nonword","nonword",NA
"ema","franskap","nonword","nonword","nonword",NA
"medfly","majohaug","nonword","nonword","nonword",NA
"spektige","politisjist","nonword","nonword","nonword",NA
"plepe","kov","nonword","nonword","nonword",NA
"forklamert","millinikk","nonword","nonword","nonword",NA
"polinert","tín","nonword","nonword","nonword",NA
"loer","cto","nonword","nonword","nonword",NA
"armne","inforregn","nonword","nonword","nonword",NA
"ferengivelse","fesjo","nonword","nonword","nonword",NA
"budstalt","perly","nonword","nonword","nonword",NA
"bians","uteksaminebichaud","nonword","nonword","nonword",NA
"bevannret","tufke","nonword","nonword","nonword",NA
"prolay","spiltere","nonword","nonword","nonword",NA
"tatovefullt","injektivt","nonword","nonword","nonword",NA
"galmer","fagter","nonword","nonword","nonword",NA
"ronchup","forels","nonword","nonword","nonword",NA
"lfo","pølsenemlighet","nonword","nonword","nonword",NA
"orslakter","nattmerke","nonword","nonword","nonword",NA
"tjening","stripte","nonword","nonword","nonword",NA
"anfallme","høybår","nonword","nonword","nonword",NA
"dagsgave","skrenlig","nonword","nonword","nonword",NA
"somskap","tradisjoplass","nonword","nonword","nonword",NA
"villpanje","matger","nonword","nonword","nonword",NA
"sukskog","honvel","nonword","nonword","nonword",NA
"tripsette","amm","nonword","nonword","nonword",NA
"økonoborg","chrisperatur","nonword","nonword","nonword",NA
"maprintet","andtel","nonword","nonword","nonword",NA
"miti","tauster","nonword","nonword","nonword",NA
"pande","zie","nonword","nonword","nonword",NA
"arherskel","counvevd","nonword","nonword","nonword",NA
"muii","lighold","nonword","nonword","nonword",NA
"hosk","prb","nonword","nonword","nonword",NA
"kongenologi","gjemmesafe","nonword","nonword","nonword",NA
"darkser","sume","nonword","nonword","nonword",NA
"vaudd","antasjonsse","nonword","nonword","nonword",NA
"tilfluktsværelse","omrd","nonword","nonword","nonword",NA
"lapke","fordon","nonword","nonword","nonword",NA
"zette","verdsre","nonword","nonword","nonword",NA
"rytlig","stunre","nonword","nonword","nonword",NA
"jordtomi","våkning","nonword","nonword","nonword",NA
"diskitte","hardve","nonword","nonword","nonword",NA
"damenende","selvoppsjer","nonword","nonword","nonword",NA
"endom","idope","nonword","nonword","nonword",NA
"finansmith","kjedom","nonword","nonword","nonword",NA
"oppsjeldnelig","vaap","nonword","nonword","nonword",NA
"surde","brannsaken","nonword","nonword","nonword",NA
"atomferdig","jært","nonword","nonword","nonword",NA
"åpenbake","ht","nonword","nonword","nonword",NA
"togge","libeetee","nonword","nonword","nonword",NA
"gfå","eksskreddere","nonword","nonword","nonword",NA
"tire","ys","nonword","nonword","nonword",NA
"jød","tacwort","nonword","nonword","nonword",NA
"meim","ebersfære","nonword","nonword","nonword",NA
"invaring","pact","nonword","nonword","nonword",NA
"kvinnehavet","zir","nonword","nonword","nonword",NA
"tolog","ikore","nonword","nonword","nonword",NA
"fyd","robai","nonword","nonword","nonword",NA
"rensling","bréz","nonword","nonword","nonword",NA
"monuerer","detekment","nonword","nonword","nonword",NA
"maro","eksplokant","nonword","nonword","nonword",NA
"oppsiktsvekmathilde","avslutle","nonword","nonword","nonword",NA
"unskyldsøke","snifsinne","nonword","nonword","nonword",NA
"chamneon","coyoning","nonword","nonword","nonword",NA
"koet","kongebjørn","nonword","nonword","nonword",NA
"solnedslak","kolde","nonword","nonword","nonword",NA
"inhalstør","kleil","nonword","nonword","nonword",NA
"noen gacovs","cle","nonword","nonword","nonword",NA
"antinil","dite","nonword","nonword","nonword",NA
"salgsmål","knivkelig","nonword","nonword","nonword",NA
"jont","tiste","nonword","nonword","nonword",NA
"nean","ståelighet","nonword","nonword","nonword",NA
"frayt","kryst","nonword","nonword","nonword",NA
"yorke","konsenknoppre","nonword","nonword","nonword",NA
"lekelagt","senalist","nonword","nonword","nonword",NA
"prostrek","juone","nonword","nonword","nonword",NA
"leiele","foreninter","nonword","nonword","nonword",NA
"kanskap","kinndyret","nonword","nonword","nonword",NA
"stdot","forfolketelse","nonword","nonword","nonword",NA
"befer","salttival","nonword","nonword","nonword",NA
"kolpe","parineje","nonword","nonword","nonword",NA
"eksepsjoplass","dødten","nonword","nonword","nonword",NA
"labo","pulverettelse","nonword","nonword","nonword",NA
"radigert","arstoy","nonword","nonword","nonword",NA
"meltisk","jöt","nonword","nonword","nonword",NA
"tatous","å fabun","nonword","nonword","nonword",NA
"pyrasvarsde","myp","nonword","nonword","nonword",NA
"knirler","inspiraments","nonword","nonword","nonword",NA
"marepper","esse","nonword","nonword","nonword",NA
"bursterlig","missjon","nonword","nonword","nonword",NA
"sejero","vådig","nonword","nonword","nonword",NA
"imm","føderaments","nonword","nonword","nonword",NA
"søkeein","befer","nonword","nonword","nonword",NA
"romding","herresynligvis","nonword","nonword","nonword",NA
"frole","møkke","nonword","nonword","nonword",NA
"framders","produkkert","nonword","nonword","nonword",NA
"tilmad","skapsfølelse","nonword","nonword","nonword",NA
"livstasi","tarsom","nonword","nonword","nonword",NA
"milliobånd","charnerøs","nonword","nonword","nonword",NA
"avde","indikeholds","nonword","nonword","nonword",NA
"ingenilands","beriq","nonword","nonword","nonword",NA
"strask","trto","nonword","nonword","nonword",NA
"sutle","beselvre","nonword","nonword","nonword",NA
"feus","òor","nonword","nonword","nonword",NA
"solrør","regnecro","nonword","nonword","nonword",NA
"alett","endom","nonword","nonword","nonword",NA
"symperb","vidket","nonword","nonword","nonword",NA
"aal","ite","nonword","nonword","nonword",NA
"søpmos","samunics","nonword","nonword","nonword",NA
"dunve","forveltning","nonword","nonword","nonword",NA
"trive","servifull","nonword","nonword","nonword",NA
"oiig","lemu","nonword","nonword","nonword",NA
"ahe","mynn","nonword","nonword","nonword",NA
"stoilig","trigsje","nonword","nonword","nonword",NA
"bunert","vogne","nonword","nonword","nonword",NA
"avkjørs","porkel","nonword","nonword","nonword",NA
"ordtem","jævetet","nonword","nonword","nonword",NA
"galv","teiii","nonword","nonword","nonword",NA
"entusiasmetersklub","fantasmans","nonword","nonword","nonword",NA
"awk","etabtelig","nonword","nonword","nonword",NA
"groon","svineterium","nonword","nonword","nonword",NA
"pasibaum","persontopp","nonword","nonword","nonword",NA
"uporn","simel","nonword","nonword","nonword",NA
"åpsjon","sivilisalandsk","nonword","nonword","nonword",NA
"antyd","drpf","nonword","nonword","nonword",NA
"tyss","fann","nonword","nonword","nonword",NA
"siip","infektivt","nonword","nonword","nonword",NA
"grgd","ect","nonword","nonword","nonword",NA
"isind","lergisk","nonword","nonword","nonword",NA
"svit","proenes","nonword","nonword","nonword",NA
"kidnaface","inneps","nonword","nonword","nonword",NA
"artistsgere","miskreft","nonword","nonword","nonword",NA
"løke","varesje","nonword","nonword","nonword",NA
"forberethrickse","som rhugg","nonword","nonword","nonword",NA
"norom","forlustre","nonword","nonword","nonword",NA
"yous","trianalfa","nonword","nonword","nonword",NA
"hjil","betjentgeri","nonword","nonword","nonword",NA
"kasjonsleri","banklapse","nonword","nonword","nonword",NA
"eksgrønt","mesterhjem","nonword","nonword","nonword",NA
"kidé","streya","nonword","nonword","nonword",NA
"promens","idpet","nonword","nonword","nonword",NA
"alech","akbringterer","nonword","nonword","nonword",NA
"peen","pingplass","nonword","nonword","nonword",NA
"basketkens","gudedighet","nonword","nonword","nonword",NA
"fotdent","skormark","nonword","nonword","nonword",NA
"spion følgende","ærne","nonword","nonword","nonword",NA
"lysde","umoter","nonword","nonword","nonword",NA
