"bg_cue","bg_target","type","cue_type","target_type","bg_cosine"
"бавен","siък","nonword","word","nonword",NA
"пари събрал","айл","nonword","nonword","nonword",NA
"гетем","архижeтe","nonword","nonword","nonword",NA
"простортие","добга","nonword","nonword","nonword",NA
"нинов","азен","nonword","nonword","nonword",NA
"крейка","блумно","nonword","nonword","nonword",NA
"гръбначнисъствия","протоплаз","nonword","nonword","nonword",NA
"екцин","леправда","nonword","nonword","nonword",NA
"букфрезно","ароправност","nonword","nonword","nonword",NA
"отегдански","подгмурка","nonword","nonword","nonword",NA
"лучиш","привлиствия","nonword","nonword","nonword",NA
"колат","моррям","nonword","nonword","nonword",NA
"поздравждение","мизестра","nonword","nonword","nonword",NA
"кавалеустре","внедски","nonword","nonword","nonword",NA
"елила","преуправление","nonword","nonword","nonword",NA
"протиър","минапред","nonword","nonword","nonword",NA
"танякичка","лъцис","nonword","nonword","nonword",NA
"телна","страстдание","nonword","nonword","nonword",NA
"стоца","лейтешвах","nonword","nonword","nonword",NA
"съглаволява","услугичен","nonword","nonword","nonword",NA
"чединг","огърник","nonword","nonword","nonword",NA
"зоологическа градпортьорът","чангсота","nonword","nonword","nonword",NA
"деликалавър","бизбол","nonword","nonword","nonword",NA
"амоти","ствуват","nonword","nonword","nonword",NA
"врйз","прокудиън","nonword","nonword","nonword",NA
"заочерта","крйт","nonword","nonword","nonword",NA
"помонист","очусън","nonword","nonword","nonword",NA
"отвокурс","варизвай","nonword","nonword","nonword",NA
"възхищавамлайтър","борта","nonword","nonword","nonword",NA
"снайпелив","медаация","nonword","nonword","nonword",NA
"харайд","пилард","nonword","nonword","nonword",NA
"съпругалище","прник","nonword","nonword","nonword",NA
"айм","дължинарастване","nonword","nonword","nonword",NA
"орн","русда","nonword","nonword","nonword",NA
"пристистър","ярдот","nonword","nonword","nonword",NA
"еъм","греъ","nonword","nonword","nonword",NA
"пражиш","разолика","nonword","nonword","nonword",NA
"достно","юкате","nonword","nonword","nonword",NA
"събицеса","чaо","nonword","nonword","nonword",NA
"сенцел","привзиска","nonword","nonword","nonword",NA
"търперанс","пъват","nonword","nonword","nonword",NA
"същевейте","заподозгнахте","nonword","nonword","nonword",NA
"хораш","ботят","nonword","nonword","nonword",NA
"ефиган","телешваш","nonword","nonword","nonword",NA
"пронец","допотомство","nonword","nonword","nonword",NA
"кръбар","странновено","nonword","nonword","nonword",NA
"тайнност","приливътжавам","nonword","nonword","nonword",NA
"рориж","разуства","nonword","nonword","nonword",NA
"мотракта","квадтивно","nonword","nonword","nonword",NA
"рентстен","пищо","nonword","nonword","nonword",NA
"зашър","предлата","nonword","nonword","nonword",NA
"ростни","непотегия","nonword","nonword","nonword",NA
"мерна единмартър","подобрестарт","nonword","nonword","nonword",NA
"наемство","сьора","nonword","nonword","nonword",NA
"бавяй","разхранване","nonword","nonword","nonword",NA
"кошльо","лекуства","nonword","nonword","nonword",NA
"чулки","закристал","nonword","nonword","nonword",NA
"пеавиоба","подсмит","nonword","nonword","nonword",NA
"дикус","десетилельонът","nonword","nonword","nonword",NA
"нуен","фамиване","nonword","nonword","nonword",NA
"изясбода","погантно","nonword","nonword","nonword",NA
"храпи","комилорд","nonword","nonword","nonword",NA
"внементно","лом","nonword","nonword","nonword",NA
"курор","конгрен","nonword","nonword","nonword",NA
"наглия","вaм","nonword","nonword","nonword",NA
"глъл","ведат","nonword","nonword","nonword",NA
"веодобря","разнас","nonword","nonword","nonword",NA
"пооглете","флен","nonword","nonword","nonword",NA
"излио","гудка","nonword","nonword","nonword",NA
"ракраста","прияност","nonword","nonword","nonword",NA
"феностаз","загла","nonword","nonword","nonword",NA
"кабин","щатка","nonword","nonword","nonword",NA
"неприлжете","хипба","nonword","nonword","nonword",NA
"пирасъбужда","ичет","nonword","nonword","nonword",NA
"скаре","имивам","nonword","nonword","nonword",NA
"прегкае","сатесвал","nonword","nonword","nonword",NA
"оправржа","музигнеш","nonword","nonword","nonword",NA
"загрижелязна","рек","nonword","nonword","nonword",NA
"трансративен","леобезще","nonword","nonword","nonword",NA
"ък","запоръка","nonword","nonword","nonword",NA
"правка","интелигенпардът","nonword","nonword","nonword",NA
"на жанел","приготвиденът","nonword","nonword","nonword",NA
"инфрагмент","поест","nonword","nonword","nonword",NA
"стъно","бодча","nonword","nonword","nonword",NA
"цифист","кийпир","nonword","nonword","nonword",NA
"млечдо","унищожаторът","nonword","nonword","nonword",NA
"предоражение","рибостън","nonword","nonword","nonword",NA
"федераторът","вклюгател","nonword","nonword","nonword",NA
"каликане","вeк","nonword","nonword","nonword",NA
"вмъкрофт","нечестиян","nonword","nonword","nonword",NA
"плейдая","неспоржание","nonword","nonword","nonword",NA
"дюп","либка","nonword","nonword","nonword",NA
"аркст","поддъпионат","nonword","nonword","nonword",NA
"осъзнаминирайте","фаллае","nonword","nonword","nonword",NA
"мална","комжетът","nonword","nonword","nonword",NA
"харакгане","прбс","nonword","nonword","nonword",NA
"поленост","противопоставямлиндърът","nonword","nonword","nonword",NA
"ард","инфрагмент","nonword","nonword","nonword",NA
"запаство","празват","nonword","nonword","nonword",NA
"маодобре","глeд","nonword","nonword","nonword",NA
"чожия","телевиторът","nonword","nonword","nonword",NA
"ствано","информахване","nonword","nonword","nonword",NA
"фиден","фрагда","nonword","nonword","nonword",NA
"прекъствам","погребност","nonword","nonword","nonword",NA
"грешствено","изчествал","nonword","nonword","nonword",NA
"уийню","приследвам","nonword","nonword","nonword",NA
"хитен","лисан","nonword","nonword","nonword",NA
"капацисизъм","близда","nonword","nonword","nonword",NA
"върдос","слдa","nonword","nonword","nonword",NA
"разпострелва","моулф","nonword","nonword","nonword",NA
"тренене","чезвай","nonword","nonword","nonword",NA
"поосъжда","подгмурка","nonword","nonword","nonword",NA
"конкуполътция","вратно","nonword","nonword","nonword",NA
"споммание","плеча","nonword","nonword","nonword",NA
"набилярд","струпняване","nonword","nonword","nonword",NA
"знаменинизъм","резнат","nonword","nonword","nonword",NA
"подоб","свидетелнахте","nonword","nonword","nonword",NA
"привилебедът","позикант","nonword","nonword","nonword",NA
"тикварна","муньол","nonword","nonword","nonword",NA
"говослов","палял","nonword","nonword","nonword",NA
"хорско","жън","nonword","nonword","nonword",NA
"шевджа","тейна","nonword","nonword","nonword",NA
"влеклица","siък","nonword","nonword","nonword",NA
"значба","сталничен","nonword","nonword","nonword",NA
"изстващ","съзвездиционен","nonword","nonword","nonword",NA
"популязахте","дествала","nonword","nonword","nonword",NA
"замърсяторът","твърлище","nonword","nonword","nonword",NA
"подмъл","пента","nonword","nonword","nonword",NA
"фипрокси","бавих","nonword","nonword","nonword",NA
"огорник","очене","nonword","nonword","nonword",NA
"жюликата","решителстван","nonword","nonword","nonword",NA
"създалист","лечество","nonword","nonword","nonword",NA
"ползлища","лимузинарастване","nonword","nonword","nonword",NA
"иконо","чобив","nonword","nonword","nonword",NA
"сръбдоним","богатване","nonword","nonword","nonword",NA
"пител","мадръжник","nonword","nonword","nonword",NA
"причиствах","мости","nonword","nonword","nonword",NA
"подрествия","самоупра","nonword","nonword","nonword",NA
"килородът","сътвособна","nonword","nonword","nonword",NA
"ховах","отнеидентителен","nonword","nonword","nonword",NA
"приследвам","райте","nonword","nonword","nonword",NA
"загат","празнен","nonword","nonword","nonword",NA
"продаджър","специаствам","nonword","nonword","nonword",NA
"тръптом","питим","nonword","nonword","nonword",NA
"комансайд","дъртинг","nonword","nonword","nonword",NA
"положитефактът","оплатазия","nonword","nonword","nonword",NA
"пръсват","хупразник","nonword","nonword","nonword",NA
"поен","негоддически","nonword","nonword","nonword",NA
"бисквило","незанявам","nonword","nonword","nonword",NA
"стрепах","жър","nonword","nonword","nonword",NA
"пробновим","пллш","nonword","nonword","nonword",NA
"азщов","дyл","nonword","nonword","nonword",NA
"химичетохме","ръчна ръкавплорър","nonword","nonword","nonword",NA
"аутоблин","сикратно","nonword","nonword","nonword",NA
"рисно","впреля","nonword","nonword","nonword",NA
"магабърт","седда","nonword","nonword","nonword",NA
"кашна","експлопютърни","nonword","nonword","nonword",NA
"оник","кралаш","nonword","nonword","nonword",NA
"лисбирка","окръки","nonword","nonword","nonword",NA
"експерифийлд","отгослиш","nonword","nonword","nonword",NA
"комбинастрой","поана","nonword","nonword","nonword",NA
"ритет","интелигенпардът","nonword","nonword","nonword",NA
"пичби","конзо","nonword","nonword","nonword",NA
"лека знепредска","бременстру","nonword","nonword","nonword",NA
"тронир","освомално","nonword","nonword","nonword",NA
"хъух","бръсан","nonword","nonword","nonword",NA
"шапла","удовач","nonword","nonword","nonword",NA
"омад","протрот","nonword","nonword","nonword",NA
"гози","капифорд","nonword","nonword","nonword",NA
"вероятствен","спривов","nonword","nonword","nonword",NA
"суперския","джентълхологически","nonword","nonword","nonword",NA
"лояност","шапка с козрастен","nonword","nonword","nonword",NA
"неграмонада","гев","nonword","nonword","nonword",NA
"оргаторът","сгъда","nonword","nonword","nonword",NA
"чинец","жерал","nonword","nonword","nonword",NA
"тоще","хвърщение","nonword","nonword","nonword",NA
"жангк","веросъревно","nonword","nonword","nonword",NA
"вграност","планистра","nonword","nonword","nonword",NA
"хлрч","свяда","nonword","nonword","nonword",NA
"под нбиот","ненация","nonword","nonword","nonword",NA
"фрега","смекня","nonword","nonword","nonword",NA
"количетохме","синджът","nonword","nonword","nonword",NA
"безжа","грешнадо","nonword","nonword","nonword",NA
"сивно","фипрокси","nonword","nonword","nonword",NA
"иденви","неидентивирате","nonword","nonword","nonword",NA
"йокон","тьо","nonword","nonword","nonword",NA
"миери","гражай","nonword","nonword","nonword",NA
"ескика","собвестник","nonword","nonword","nonword",NA
"aхd","хленка","nonword","nonword","nonword",NA
"двойяло","манипуличиства","nonword","nonword","nonword",NA
"остатра","виков","nonword","nonword","nonword",NA
"миниматизъм","ерсяция","nonword","nonword","nonword",NA
"от време на растващ","парадент","nonword","nonword","nonword",NA
"бантии","имперамаунт","nonword","nonword","nonword",NA
"моци","стихоландъррение","nonword","nonword","nonword",NA
"равят","ичк","nonword","nonword","nonword",NA
"конгнил","назвезда","nonword","nonword","nonword",NA
"наклийн","вратоподдъка","nonword","nonword","nonword",NA
"дризи","информисълът","nonword","nonword","nonword",NA
"щразия","ексти","nonword","nonword","nonword",NA
"язаж","спазно","nonword","nonword","nonword",NA
"ратав","чужот","nonword","nonword","nonword",NA
"кръврика","пител","nonword","nonword","nonword",NA
"свидетелиздърпвам","сканлиш","nonword","nonword","nonword",NA
"бофлет","насти","nonword","nonword","nonword",NA
"земник","проджеб","nonword","nonword","nonword",NA
"маспа","тосох","nonword","nonword","nonword",NA
"ботка","заслужник","nonword","nonword","nonword",NA
"стйк","атлантическия окжисьорът","nonword","nonword","nonword",NA
"сервитьоркатерица","жикръвно","nonword","nonword","nonword",NA
"озада","кратмоне","nonword","nonword","nonword",NA
"трансхически","запитство","nonword","nonword","nonword",NA
"устадо","родиския","nonword","nonword","nonword",NA
"шало","просеш","nonword","nonword","nonword",NA
"несъщедателен","поверителстване","nonword","nonword","nonword",NA
"метъдикция","полизане","nonword","nonword","nonword",NA
"фомих","октомхайв","nonword","nonword","nonword",NA
"навигаражът","опано","nonword","nonword","nonword",NA
"удоволфганг","трансдовател","nonword","nonword","nonword",NA
"кошепне","наглт","nonword","nonword","nonword",NA
"сител","бегян","nonword","nonword","nonword",NA
"идеота","пранепоно","nonword","nonword","nonword",NA
"койжа","шрапнете","nonword","nonword","nonword",NA
"джъл","адаптини","nonword","nonword","nonword",NA
"полоджър","наследно","nonword","nonword","nonword",NA
"игход","мадвен","nonword","nonword","nonword",NA
"сител","съгласедател","nonword","nonword","nonword",NA
"кьосвам","югорин","nonword","nonword","nonword",NA
"лавял","оглепанско","nonword","nonword","nonword",NA
"бещ","съкродиозен","nonword","nonword","nonword",NA
"прович","ийк","nonword","nonword","nonword",NA
"сродглата","купва","nonword","nonword","nonword",NA
"анализагадъч","червя","nonword","nonword","nonword",NA
"неуловище","пресканист","nonword","nonword","nonword",NA
"мянец","реакцент","nonword","nonword","nonword",NA
"завдигна","адренастрои","nonword","nonword","nonword",NA
"безполеродът","матеатъръттика","nonword","nonword","nonword",NA
"страхувратявам","просперма","nonword","nonword","nonword",NA
"марасист","черен ливш","nonword","nonword","nonword",NA
"потресевявам","дърстрелва","nonword","nonword","nonword",NA
"бракка","айтър","nonword","nonword","nonword",NA
"подгосбръчка","кукексче","nonword","nonword","nonword",NA
"блиба","мотност","nonword","nonword","nonword",NA
"украрика","насебастимо","nonword","nonword","nonword",NA
"портлица","целвам","nonword","nonword","nonword",NA
"порядъчциал","сглоце","nonword","nonword","nonword",NA
"роглийски","марцая","nonword","nonword","nonword",NA
"стигдете","превпуска","nonword","nonword","nonword",NA
"закос","количетохме","nonword","nonword","nonword",NA
"милистич","водосъци","nonword","nonword","nonword",NA
"риевм","мунук","nonword","nonword","nonword",NA
"ауклок","транстрически","nonword","nonword","nonword",NA
"чожия","гладба","nonword","nonword","nonword",NA
"разрии","серио","nonword","nonword","nonword",NA
"падлъжник","упопост","nonword","nonword","nonword",NA
"детонаказва","ковъжена","nonword","nonword","nonword",NA
"пивим","траплица","nonword","nonword","nonword",NA
"слpr","обуз","nonword","nonword","nonword",NA
"пллп","обвинегатът","nonword","nonword","nonword",NA
"зезиш","кст","nonword","nonword","nonword",NA
"безпомостваш","ньори","nonword","nonword","nonword",NA
"хул","разват","nonword","nonword","nonword",NA
"надявамвирът","срепак","nonword","nonword","nonword",NA
"чоуб","пллф","nonword","nonword","nonword",NA
"канент","припърд","nonword","nonword","nonword",NA
"нарой","ръчство","nonword","nonword","nonword",NA
"стиспион","пожелапидъс","nonword","nonword","nonword",NA
"диапа","окура","nonword","nonword","nonword",NA
"стамие","шониол","nonword","nonword","nonword",NA
"нутив","интемозъчно","nonword","nonword","nonword",NA
"цестичка","магиувлякла","nonword","nonword","nonword",NA
"сгк","ножко","nonword","nonword","nonword",NA
"респерма","обпарк","nonword","nonword","nonword",NA
"орлиънсъра","докулидж","nonword","nonword","nonword",NA
"младожелязна","магакърс","nonword","nonword","nonword",NA
"дисмъртен","забатрос","nonword","nonword","nonword",NA
"куостава","надна","nonword","nonword","nonword",NA
"кумен","сметлив","nonword","nonword","nonword",NA
"стобин","басей","nonword","nonword","nonword",NA
"впряка","закадърен","nonword","nonword","nonword",NA
"мамон","комесваш","nonword","nonword","nonword",NA
"бюдрящ","цикство","nonword","nonword","nonword",NA
"лител","бъcu","nonword","nonword","nonword",NA
"зауединен","игцио","nonword","nonword","nonword",NA
"клий","знрю","nonword","nonword","nonword",NA
"бост","засъчета","nonword","nonword","nonword",NA
"състоятен","патниг","nonword","nonword","nonword",NA
"неспоржание","зост","nonword","nonword","nonword",NA
"взриве","улus","nonword","nonword","nonword",NA
"курор","ракраста","nonword","nonword","nonword",NA
"басти","непочение","nonword","nonword","nonword",NA
"семифлин","ълб","nonword","nonword","nonword",NA
"опламинал","олн","nonword","nonword","nonword",NA
"инваучер","под нбийл","nonword","nonword","nonword",NA
"пьес","отнеидентително","nonword","nonword","nonword",NA
"вклюрение","намаляторът","nonword","nonword","nonword",NA
"динавред","скокант","nonword","nonword","nonword",NA
"контактътвативен","пистосваш","nonword","nonword","nonword",NA
"слумир","разтозание","nonword","nonword","nonword",NA
"астролинс","батавъра","nonword","nonword","nonword",NA
"тераджър","казго","nonword","nonword","nonword",NA
"неех","брру","nonword","nonword","nonword",NA
"олимда","довестан","nonword","nonword","nonword",NA
"aeш","безпокойнахте","nonword","nonword","nonword",NA
"конфронция","рекламтат","nonword","nonword","nonword",NA
"стватеин","слънциг","nonword","nonword","nonword",NA
"опци","рожденклал","nonword","nonword","nonword",NA
"колто","сегаш","nonword","nonword","nonword",NA
"горестав","витастят","nonword","nonword","nonword",NA
"тодьо","студам","nonword","nonword","nonword",NA
"гърец","плара","nonword","nonword","nonword",NA
"ниран","файб","nonword","nonword","nonword",NA
"съдъка","предхал","nonword","nonword","nonword",NA
"тифия","мейрат","nonword","nonword","nonword",NA
"в резурвър","пидил","nonword","nonword","nonword",NA
"епитрон","универсиждане","nonword","nonword","nonword",NA
"екслипт","дефинизонът","nonword","nonword","nonword",NA
"багърс","греъ","nonword","nonword","nonword",NA
"глушиш","мининехайство","nonword","nonword","nonword",NA
"благороизточ","гакол","nonword","nonword","nonword",NA
"грешствено","аркан","nonword","nonword","nonword",NA
"шепех","свещехата","nonword","nonword","nonword",NA
"модекард","спобя","nonword","nonword","nonword",NA
"схвакетбол","енергети","nonword","nonword","nonword",NA
"слабич","рантност","nonword","nonword","nonword",NA
"оридент","бедтел","nonword","nonword","nonword",NA
"пристистът","политичементът","nonword","nonword","nonword",NA
"изнудвавания","финансимизъм","nonword","nonword","nonword",NA
"медисъветски","странера","nonword","nonword","nonword",NA
"ноемстве","йвс","nonword","nonword","nonword",NA
"колестин","непохотен","nonword","nonword","nonword",NA
"расистта","апара","nonword","nonword","nonword",NA
"глуко","инаро","nonword","nonword","nonword",NA
"успялерод","уитност","nonword","nonword","nonword",NA
"хвъргинал","инзумпция","nonword","nonword","nonword",NA
"упортември","влюбник","nonword","nonword","nonword",NA
"възстановячиства","погребелязъл","nonword","nonword","nonword",NA
"гатия","чувтеглетелен","nonword","nonword","nonword",NA
"страции","вдлъбнатинарастване","nonword","nonword","nonword",NA
"паразънд","сакция","nonword","nonword","nonword",NA
"няан","фанние","nonword","nonword","nonword",NA
"екиряк","блудчение","nonword","nonword","nonword",NA
"ърч","централно управлчуствам","nonword","nonword","nonword",NA
"опитране","тесля","nonword","nonword","nonword",NA
"екан","обезсител","nonword","nonword","nonword",NA
"викио","wiук","nonword","nonword","nonword",NA
"зертьори","сестрила","nonword","nonword","nonword",NA
"вратно","журнаграж","nonword","nonword","nonword",NA
"лоялство","сваш","nonword","nonword","nonword",NA
"неудобхестествено","стинц","nonword","nonword","nonword",NA
"ангаживотът","бумрънка","nonword","nonword","nonword",NA
"удартуер","клюстиска","nonword","nonword","nonword",NA
"чернах","наабатство","nonword","nonword","nonword",NA
"промрънка","завърлийн","nonword","nonword","nonword",NA
"собла","праворване","nonword","nonword","nonword",NA
"прекъителство","напададохме","nonword","nonword","nonword",NA
"посолност","уврество","nonword","nonword","nonword",NA
"какинън","сакбол","nonword","nonword","nonword",NA
"прекъление","увъргълник","nonword","nonword","nonword",NA
"гника","рером","nonword","nonword","nonword",NA
"портра","людже","nonword","nonword","nonword",NA
"крезов","почистване се","nonword","nonword","nonword",NA
"тюпящ","даръкален","nonword","nonword","nonword",NA
"протър","ocад","nonword","nonword","nonword",NA
"разказваяние","пьи","nonword","nonword","nonword",NA
"секремент","nyод","nonword","nonword","nonword",NA
"съхранякога","върга","nonword","nonword","nonword",NA
"преза","съглаприемач","nonword","nonword","nonword",NA
"ролна","статъчнамерено","nonword","nonword","nonword",NA
"каизобра","скептичка","nonword","nonword","nonword",NA
"туен","дежурност","nonword","nonword","nonword",NA
"догомейн","федераторът","nonword","nonword","nonword",NA
"кълас","тинка","nonword","nonword","nonword",NA
"порнец","вънбра","nonword","nonword","nonword",NA
"въобсни","узнастие","nonword","nonword","nonword",NA
"свлаза","престенсен","nonword","nonword","nonword",NA
"разгостик","стакх","nonword","nonword","nonword",NA
"акиния","гласуийтс","nonword","nonword","nonword",NA
"труни","каминист","nonword","nonword","nonword",NA
"рултия","домашнарастванеислужница","nonword","nonword","nonword",NA
"коблужда","изпрасваш","nonword","nonword","nonword",NA
"лантлица","засаж","nonword","nonword","nonword",NA
"дъхн","чулка","nonword","nonword","nonword",NA
"цифрешен","пергофретива","nonword","nonword","nonword",NA
"индудерът","пропрееба","nonword","nonword","nonword",NA
"обева","здрабален","nonword","nonword","nonword",NA
"производигардът","възможство","nonword","nonword","nonword",NA
"присравнен","цереспектлен","nonword","nonword","nonword",NA
"ранри","веросъревно","nonword","nonword","nonword",NA
"поин","чесмърт","nonword","nonword","nonword",NA
"бонтен","микрохват","nonword","nonword","nonword",NA
"моам","селник","nonword","nonword","nonword",NA
"регентке","облигент","nonword","nonword","nonword",NA
"спорданин","климва","nonword","nonword","nonword",NA
"упражни се","търгостът","nonword","nonword","nonword",NA
"милиоствие","поведестран","nonword","nonword","nonword",NA
"струда","дъщер","nonword","nonword","nonword",NA
"царъг","покрайник","nonword","nonword","nonword",NA
"твъркване","чалпинг","nonword","nonword","nonword",NA
"комшие","мерия","nonword","nonword","nonword",NA
"сервитьоркариера","зетда","nonword","nonword","nonword",NA
"състевлетворен","мигнат","nonword","nonword","nonword",NA
"грaд","страхлината","nonword","nonword","nonword",NA
"ракраста","възвърведлива","nonword","nonword","nonword",NA
"освомално","цивилизабърква","nonword","nonword","nonword",NA
"мял","воуточни","nonword","nonword","nonword",NA
"хайност","плип","nonword","nonword","nonword",NA
"когражда","мидия","nonword","nonword","nonword",NA
"абсонеделно","пасал","nonword","nonword","nonword",NA
"стиш","майси","nonword","nonword","nonword",NA
"щилюв","посирът","nonword","nonword","nonword",NA
"юър","белът","nonword","nonword","nonword",NA
"съблазвам","нална","nonword","nonword","nonword",NA
"активизорът","хрупка","nonword","nonword","nonword",NA
"изчамьонгте","брайка","nonword","nonword","nonword",NA
"холс","боплоа","nonword","nonword","nonword",NA
"парлатрел","охрапада","nonword","nonword","nonword",NA
"тракса","комен","nonword","nonword","nonword",NA
"резигадъчност","непредубека","nonword","nonword","nonword",NA
"близоденс","иници","nonword","nonword","nonword",NA
"поупълно","забележитечиствам","nonword","nonword","nonword",NA
"ситуаторът","вредка","nonword","nonword","nonword",NA
"евърло","върка","nonword","nonword","nonword",NA
"линност","свъркога","nonword","nonword","nonword",NA
"айз","бойно пандър","nonword","nonword","nonword",NA
"ненава","сиб","nonword","nonword","nonword",NA
"поруд","снъп","nonword","nonword","nonword",NA
"прекъление","поуборд","nonword","nonword","nonword",NA
"нещастназначение","сенаване","nonword","nonword","nonword",NA
"схващавам","сплока","nonword","nonword","nonword",NA
"уличнимен","изнудварете","nonword","nonword","nonword",NA
"съживица","кейнал","nonword","nonword","nonword",NA
"горзват","квадни","nonword","nonword","nonword",NA
"параностран","доказателкинсън","nonword","nonword","nonword",NA
"пашам","изтръние","nonword","nonword","nonword",NA
"съглачатление","състеновение","nonword","nonword","nonword",NA
"журна","днешция","nonword","nonword","nonword",NA
"брунд","козоп","nonword","nonword","nonword",NA
"люстранница","депреобръ","nonword","nonword","nonword",NA
"търджърски","стрелчат","nonword","nonword","nonword",NA
"певия","ноограни","nonword","nonword","nonword",NA
"занъж","кормял","nonword","nonword","nonword",NA
"бще","изкръчма","nonword","nonword","nonword",NA
"диалюст","хеликодсмит","nonword","nonword","nonword",NA
"размитане","езиция","nonword","nonword","nonword",NA
"налиствам","пияко","nonword","nonword","nonword",NA
"ранри","тикварна","nonword","nonword","nonword",NA
"съглачатляващ","сабоньон","nonword","nonword","nonword",NA
"нарълюция","зиция","nonword","nonword","nonword",NA
"тийнейстряска","бутта","nonword","nonword","nonword",NA
"ашънец","ънил","nonword","nonword","nonword",NA
"обслужли","физичетохме","nonword","nonword","nonword",NA
"величетохме","buаст","nonword","nonword","nonword",NA
"стваложи","превестник","nonword","nonword","nonword",NA
"колоугън","импетерс","nonword","nonword","nonword",NA
"ставлена","нейко","nonword","nonword","nonword",NA
"роций","мавло","nonword","nonword","nonword",NA
"алриж","жанта","nonword","nonword","nonword",NA
"възкащ","предизвикателпендънс","nonword","nonword","nonword",NA
"зумно","дууд","nonword","nonword","nonword",NA
"пчека","стака","nonword","nonword","nonword",NA
"бисквило","премасохме","nonword","nonword","nonword",NA
"мовям","стрехан","nonword","nonword","nonword",NA
"pиш","старя","nonword","nonword","nonword",NA
"джme","намистич","nonword","nonword","nonword",NA
"остадел","тично","nonword","nonword","nonword",NA
"лирам","анасни","nonword","nonword","nonword",NA
"анлай","лечих","nonword","nonword","nonword",NA
"самопотомство","назвезда","nonword","nonword","nonword",NA
"регионараства","височинарастване","nonword","nonword","nonword",NA
"специаторът","паньонба","nonword","nonword","nonword",NA
"задъконно","яджия","nonword","nonword","nonword",NA
"сравонин","предапред","nonword","nonword","nonword",NA
"нинов","вклюлиет","nonword","nonword","nonword",NA
"прика","кларен","nonword","nonword","nonword",NA
"хаг","осъзнадоподобен","nonword","nonword","nonword",NA
"удипа","ръмман","nonword","nonword","nonword",NA
"контрактрация","смешжево","nonword","nonword","nonword",NA
"гласия","данъкоен","nonword","nonword","nonword",NA
"коминьор","транстричество","nonword","nonword","nonword",NA
"разтотоносен","вестанца","nonword","nonword","nonword",NA
"тъпач","абзерв","nonword","nonword","nonword",NA
"зейки","неизквам","nonword","nonword","nonword",NA
"на кожгрейв","ждение","nonword","nonword","nonword",NA
"бъдесант","кърпа за кертън","nonword","nonword","nonword",NA
"изтрънатина","сегне","nonword","nonword","nonword",NA
"фресма","тайкон","nonword","nonword","nonword",NA
"борма","добространно","nonword","nonword","nonword",NA
"сурел","страбе","nonword","nonword","nonword",NA
"поуспока","осмеляно","nonword","nonword","nonword",NA
"пустилист","мачко","nonword","nonword","nonword",NA
"сигурство","мермент","nonword","nonword","nonword",NA
"брюъ","говдъхно","nonword","nonword","nonword",NA
"автослен","крипно","nonword","nonword","nonword",NA
"съботура","ташене","nonword","nonword","nonword",NA
"обща слетът","устаника","nonword","nonword","nonword",NA
"ейг","дискулант","nonword","nonword","nonword",NA
"kаъл","организичиства","nonword","nonword","nonword",NA
"кршe","ретки","nonword","nonword","nonword",NA
"търтант","приятелнахте","nonword","nonword","nonword",NA
"каних","ръф","nonword","nonword","nonword",NA
"заотегча","микроклас","nonword","nonword","nonword",NA
"в мормъдж","жестогнем","nonword","nonword","nonword",NA
"грму","патит","nonword","nonword","nonword",NA
"отвертци","съсреистичен","nonword","nonword","nonword",NA
"въздейфийлд","кривка","nonword","nonword","nonword",NA
"къкох","гудка","nonword","nonword","nonword",NA
"значба","събуждавател","nonword","nonword","nonword",NA
"травка","сродка","nonword","nonword","nonword",NA
"стоти","упражроятно","nonword","nonword","nonword",NA
"сеял","ков","nonword","nonword","nonword",NA
"кълпа","дразва","nonword","nonword","nonword",NA
"ръв","трансмичета","nonword","nonword","nonword",NA
"изиснение","претъррователен","nonword","nonword","nonword",NA
"гнєi","тийнейляне","nonword","nonword","nonword",NA
"инавиатор","кашца","nonword","nonword","nonword",NA
"цесох","сграббител","nonword","nonword","nonword",NA
"косвах","правителнахте","nonword","nonword","nonword",NA
"предусенето","завърсваш","nonword","nonword","nonword",NA
"спектофи","съглаволявам","nonword","nonword","nonword",NA
"сваща","бърра","nonword","nonword","nonword",NA
"съврени","афество","nonword","nonword","nonword",NA
"прегнение","осеза","nonword","nonword","nonword",NA
"гъбар","парапевткамално","nonword","nonword","nonword",NA
"закрайник","скъност","nonword","nonword","nonword",NA
"каленслен","вeк","nonword","nonword","nonword",NA
"интие","смуте","nonword","nonword","nonword",NA
"авции","струдало","nonword","nonword","nonword",NA
"черят","събилях","nonword","nonword","nonword",NA
"кукдане","диак","nonword","nonword","nonword",NA
"еъм","циодобре","nonword","nonword","nonword",NA
"неверова","авториъл","nonword","nonword","nonword",NA
"изтърциално","кунден","nonword","nonword","nonword",NA
"израствачителен","конценедър","nonword","nonword","nonword",NA
"инцистич","каупял","nonword","nonword","nonword",NA
"стъплено","спюст","nonword","nonword","nonword",NA
"изсушаторът","китатрон","nonword","nonword","nonword",NA
"двана","отпътуомбли","nonword","nonword","nonword",NA
"момислих","капитазахте","nonword","nonword","nonword",NA
"услужлията","гърец","nonword","nonword","nonword",NA
"манка","баджи","nonword","nonword","nonword",NA
"вклюжение","изтъртически","nonword","nonword","nonword",NA
"укрека","декемсинг","nonword","nonword","nonword",NA
"прозовост","крусен","nonword","nonword","nonword",NA
"коменмент","векраста","nonword","nonword","nonword",NA
"наужасни","иггмурка","nonword","nonword","nonword",NA
