"ro_cue","ro_target","type","cue_type","target_type","ro_cosine"
"untric","cairt","nonword","nonword","nonword",NA
"adminisanywhere","racroși","nonword","nonword","nonword",NA
"blhi","francuit","nonword","nonword","nonword",NA
"ens","foleam","nonword","nonword","nonword",NA
"bilanţulotecă","încţiuni","nonword","nonword","nonword",NA
"uim","paranorseşti","nonword","nonword","nonword",NA
"chivo","prietelepti","nonword","nonword","nonword",NA
"inemoţionaţional","efhot","nonword","nonword","nonword",NA
"goow","odihnica","nonword","nonword","nonword",NA
"decum","pogs","nonword","nonword","nonword",NA
"raus","miţân","nonword","nonword","nonword",NA
"aplată","cauresc","nonword","nonword","nonword",NA
"adypt","schimțumiri","nonword","nonword","nonword",NA
"resjă","lomtră","nonword","nonword","nonword",NA
"refugicieni","serin","nonword","nonword","nonword",NA
"cales","proiam","nonword","nonword","nonword",NA
"kvhrani","finalizatôichi","nonword","nonword","nonword",NA
"panis","ghimpadă","nonword","nonword","nonword",NA
"gedii","ttec","nonword","nonword","nonword",NA
"pudat","deţibare","nonword","nonword","nonword",NA
"persocuri","comeneas","nonword","nonword","nonword",NA
"săorientate","căsătoceşti","nonword","nonword","nonword",NA
"nisul","atârnare","nonword","nonword","nonword",NA
"bunie","bul","nonword","nonword","nonword",NA
"încăpăţâcţiuni","ľisari","nonword","nonword","nonword",NA
"îmbracidica","galaplat","nonword","nonword","nonword",NA
"văducand","legume și frchanski","nonword","nonword","nonword",NA
"serle","banezită","nonword","nonword","nonword",NA
"parlatori","canvie","nonword","nonword","nonword",NA
"stogor","a tguy","nonword","nonword","nonword",NA
"şergal","glorui","nonword","nonword","nonword",NA
"frugal","radiapãrat","nonword","nonword","nonword",NA
"îmn","sigudiuriță","nonword","nonword","nonword",NA
"dopati","fiţie","nonword","nonword","nonword",NA
"postructică","sălot","nonword","nonword","nonword",NA
"izbuckwood","schimboinic","nonword","nonword","nonword",NA
"sârja","arnoît","nonword","nonword","nonword",NA
"autoceam","trictiv","nonword","nonword","nonword",NA
"actuiesc","festitric","nonword","nonword","nonword",NA
"părtă","menva","nonword","nonword","nonword",NA
"tafel","octomchum","nonword","nonword","nonword",NA
"destrui","brite","nonword","nonword","nonword",NA
"celedezvoltate","propriesenţi","nonword","nonword","nonword",NA
"luţul","luacţionare","nonword","nonword","nonword",NA
"dy","vuor","nonword","nonword","nonword",NA
"huliformă","kran","nonword","nonword","nonword",NA
"afirvență","deţibare","nonword","nonword","nonword",NA
"blica","capitaggert","nonword","nonword","nonword",NA
"câşpes","carpie","nonword","nonword","nonword",NA
"sinucideremorchea","tifici","nonword","nonword","nonword",NA
"accichrystal","transvitorul","nonword","nonword","nonword",NA
"codemână","daval","nonword","nonword","nonword",NA
"houli","şoed","nonword","nonword","nonword",NA
"vistă","tante","nonword","nonword","nonword",NA
"irimon","sindus","nonword","nonword","nonword",NA
"akadă","talism","nonword","nonword","nonword",NA
"ceretlic","feval","nonword","nonword","nonword",NA
"eap","ams","nonword","nonword","nonword",NA
"confnind","cânvim","nonword","nonword","nonword",NA
"tuias","inaccere","nonword","nonword","nonword",NA
"riod","epinzi","nonword","nonword","nonword",NA
"refudati","conţitlefield","nonword","nonword","nonword",NA
"oportutare","răsy","nonword","nonword","nonword",NA
"a sphaps","desrez","nonword","nonword","nonword",NA
"grădină zoologchsführer","emoţiotare","nonword","nonword","nonword",NA
"înăziu","lontru","nonword","nonword","nonword",NA
"litat","gorizati","nonword","nonword","nonword",NA
"condreaptabil","lesti","nonword","nonword","nonword",NA
"canatron","ditam","nonword","nonword","nonword",NA
"subînţementar","tuc","nonword","nonword","nonword",NA
"cumens","orsco","nonword","nonword","nonword",NA
"dezminţirecunoaşte","prosrica","nonword","nonword","nonword",NA
"îndeshidere","furgheaţă","nonword","nonword","nonword",NA
"eyr","conpret","nonword","nonword","nonword",NA
"verisesteca","sugru","nonword","nonword","nonword",NA
"generaţiuni","cimipeam","nonword","nonword","nonword",NA
"imposilenţi","binua","nonword","nonword","nonword",NA
"creral","comle","nonword","nonword","nonword",NA
"liprente","comerciclezi","nonword","nonword","nonword",NA
"nerezonadenţei","asc","nonword","nonword","nonword",NA
"degre","colitati","nonword","nonword","nonword",NA
"orraii","celes","nonword","nonword","nonword",NA
"mânfred","microreti","nonword","nonword","nonword",NA
"infragment","absolniți","nonword","nonword","nonword",NA
"regitimi","neşnă","nonword","nonword","nonword",NA
"tupân","aspierde","nonword","nonword","nonword",NA
"opuny","cţiunire","nonword","nonword","nonword",NA
"desfătizare","christilare","nonword","nonword","nonword",NA
"domnibare","niţat","nonword","nonword","nonword",NA
"elecbire","substicesc","nonword","nonword","nonword",NA
"răzsla","chelază","nonword","nonword","nonword",NA
"semeri","echivada","nonword","nonword","nonword",NA
"enerrios","caperați","nonword","nonword","nonword",NA
"fuzat","conlear","nonword","nonword","nonword",NA
"âul","pilucrat","nonword","nonword","nonword",NA
"explicabluri","frumutbal","nonword","nonword","nonword",NA
"ign","fireştițarea","nonword","nonword","nonword",NA
"juorientate","melia","nonword","nonword","nonword",NA
"trhit","dezvolversitate","nonword","nonword","nonword",NA
"nieră","cunox","nonword","nonword","nonword",NA
"imorta","confutari","nonword","nonword","nonword",NA
"furtuse","scruputa","nonword","nonword","nonword",NA
"pătâi","bijuteneşti","nonword","nonword","nonword",NA
"fid","prives","nonword","nonword","nonword",NA
"turch","aminaltă","nonword","nonword","nonword",NA
"fisinţă","hărmă","nonword","nonword","nonword",NA
"matic","conejohanne","nonword","nonword","nonword",NA
"conajusta","poftestivitate","nonword","nonword","nonword",NA
"hulidator","atrinița","nonword","nonword","nonword",NA
"asmosferină","ardingră","nonword","nonword","nonword",NA
"senzathrasnal","tralei","nonword","nonword","nonword",NA
"cohe","instruca","nonword","nonword","nonword",NA
"antileri","bucărând","nonword","nonword","nonword",NA
"dumnețați","genenţei","nonword","nonword","nonword",NA
"şau","rabilită","nonword","nonword","nonword",NA
"irebru","în genminãm","nonword","nonword","nonword",NA
"scrimina","chelcial","nonword","nonword","nonword",NA
"rotin","inspecre","nonword","nonword","nonword",NA
"punda","maslo","nonword","nonword","nonword",NA
"farkis","dorminati","nonword","nonword","nonword",NA
"schimbunare","îngeţii","nonword","nonword","nonword",NA
"sufloare","cumpărăsești","nonword","nonword","nonword",NA
"ejecre","ust","nonword","nonword","nonword",NA
"impresiotrezi","teoteci","nonword","nonword","nonword",NA
"captibiei","torgeri","nonword","nonword","nonword",NA
"depsit","exhumată","nonword","nonword","nonword",NA
"leiun","codame","nonword","nonword","nonword",NA
"acorge","erc","nonword","nonword","nonword",NA
"rămâzional","bioloneşti","nonword","nonword","nonword",NA
"viadulme","văţia","nonword","nonword","nonword",NA
"ignotrari","mogs","nonword","nonword","nonword",NA
"aiar","reţițime","nonword","nonword","nonword",NA
"costal","recţioce","nonword","nonword","nonword",NA
"relaturi","jurnaruri","nonword","nonword","nonword",NA
"agresire","comudezvoltate","nonword","nonword","nonword",NA
"trice","doen","nonword","nonword","nonword",NA
"populakesho","mised","nonword","nonword","nonword",NA
"întămplăriere","pultă","nonword","nonword","nonword",NA
"fama","depretesc","nonword","nonword","nonword",NA
"patrimoretti","federaswati","nonword","nonword","nonword",NA
"magateam","laţoi","nonword","nonword","nonword",NA
"anartoo","obţiet","nonword","nonword","nonword",NA
"propa","a prppu","nonword","nonword","nonword",NA
"afirmatic","mic drohia","nonword","nonword","nonword",NA
"gartism","anippy","nonword","nonword","nonword",NA
"cutrezesc","norgăm","nonword","nonword","nonword",NA
"ngrite","desportiv","nonword","nonword","nonword",NA
"mokels","transgit","nonword","nonword","nonword",NA
"sireţ","intelivrari","nonword","nonword","nonword",NA
"instanţecosator","profetrul","nonword","nonword","nonword",NA
"racol","caob","nonword","nonword","nonword",NA
"civok","ploatare","nonword","nonword","nonword",NA
"ţian","înţenică","nonword","nonword","nonword",NA
"cipăm","sipul","nonword","nonword","nonword",NA
"yor","opeca","nonword","nonword","nonword",NA
"buşim","polibrat","nonword","nonword","nonword",NA
"ciuting","chanma","nonword","nonword","nonword",NA
"ringa","medicatârul","nonword","nonword","nonword",NA
"nersec","tulăm","nonword","nonword","nonword",NA
"balatici","pendenţiitdeauna","nonword","nonword","nonword",NA
"prele","înregisoffshore","nonword","nonword","nonword",NA
"expevinţel","wyiri","nonword","nonword","nonword",NA
"aresca","benig","nonword","nonword","nonword",NA
"chiună","şit","nonword","nonword","nonword",NA
"conobiectie","impretenţina","nonword","nonword","nonword",NA
"rabilită","loasa","nonword","nonword","nonword",NA
"kac","interecurgi","nonword","nonword","nonword",NA
"pleasulă","suficanţi","nonword","nonword","nonword",NA
"ceator","denţiatură","nonword","nonword","nonword",NA
"imperiseste","marităti","nonword","nonword","nonword",NA
"bioşi","divitati","nonword","nonword","nonword",NA
"epide","achud","nonword","nonword","nonword",NA
"avertem","duretlic","nonword","nonword","nonword",NA
"nește","lippost","nonword","nonword","nonword",NA
"liinundă","trănție","nonword","nonword","nonword",NA
"kilomali","tactat","nonword","nonword","nonword",NA
"israere","furizezi","nonword","nonword","nonword",NA
"zum","tilye","nonword","nonword","nonword",NA
"in afţâni","perimeneşti","nonword","nonword","nonword",NA
"contipini","întradefrunt","nonword","nonword","nonword",NA
"lisculptate","băinici","nonword","nonword","nonword",NA
"rebări","dău","nonword","nonword","nonword",NA
"hărmă","tulam","nonword","nonword","nonword",NA
"bani gheinţări","confidențialitatebracci","nonword","nonword","nonword",NA
"adoarmăvară","treţine","nonword","nonword","nonword",NA
"dimţit","procuduci","nonword","nonword","nonword",NA
"bolvos","pardeț","nonword","nonword","nonword",NA
"cullist","aceanic","nonword","nonword","nonword",NA
"ambasavanţi","comunicarevanşezi","nonword","nonword","nonword",NA
"septemțați","cesă","nonword","nonword","nonword",NA
"prană","speciaruri","nonword","nonword","nonword",NA
"brpuc","ca de ostrans","nonword","nonword","nonword",NA
"coapment","valitati","nonword","nonword","nonword",NA
"dezmemprietate","abanteni","nonword","nonword","nonword",NA
"decuti","înţecitor","nonword","nonword","nonword",NA
"vrotor","dispozicanţi","nonword","nonword","nonword",NA
"baabţină","răzgântricitate","nonword","nonword","nonword",NA
"poron","goltern","nonword","nonword","nonword",NA
"digunseste","flabil","nonword","nonword","nonword",NA
"obserkeshore","samenttă","nonword","nonword","nonword",NA
"dortă","tângen","nonword","nonword","nonword",NA
"desofrandere","dispariseşti","nonword","nonword","nonword",NA
"pamtie","miscuu","nonword","nonword","nonword",NA
"batrâ","contirani","nonword","nonword","nonword",NA
"napun","decelati","nonword","nonword","nonword",NA
"corectnă","diopritor","nonword","nonword","nonword",NA
"kilomeneşti","dhanesena","nonword","nonword","nonword",NA
"ieşte","firu","nonword","nonword","nonword",NA
"blestere","seaf","nonword","nonword","nonword",NA
"toar","limbalanseznceza","nonword","nonword","nonword",NA
"exlraj","raresley","nonword","nonword","nonword",NA
"renoa","dortă","nonword","nonword","nonword",NA
"hyat","artilegămân","nonword","nonword","nonword",NA
"suria","proferenţenal","nonword","nonword","nonword",NA
"mânnis","înolande","nonword","nonword","nonword",NA
"pasacrat","comuraii","nonword","nonword","nonword",NA
"getal","arria","nonword","nonword","nonword",NA
"lilan","dedrii","nonword","nonword","nonword",NA
"disoan","tracghie","nonword","nonword","nonword",NA
"potin","rls","nonword","nonword","nonword",NA
"turdri","milimesc","nonword","nonword","nonword",NA
"marţieniritate","mapar","nonword","nonword","nonword",NA
"dincă","macom","nonword","nonword","nonword",NA
"anatotari","libezezi","nonword","nonword","nonword",NA
"păpurezi","asamă","nonword","nonword","nonword",NA
"varge","paceau","nonword","nonword","nonword",NA
"oaent","proxis","nonword","nonword","nonword",NA
"opogan","ță","nonword","nonword","nonword",NA
"bistle","stradure","nonword","nonword","nonword",NA
"twoman","vârte","nonword","nonword","nonword",NA
"cu fermitgământ","bisdă","nonword","nonword","nonword",NA
"chirifi","swam","nonword","nonword","nonword",NA
"sangretch","şoscoală","nonword","nonword","nonword",NA
"naţiotezi","houli","nonword","nonword","nonword",NA
"coini","recomntoarsă","nonword","nonword","nonword",NA
"ketciai","şansha","nonword","nonword","nonword",NA
"damne","ceretlic","nonword","nonword","nonword",NA
"sinţat","mna","nonword","nonword","nonword",NA
"letei","profetrul","nonword","nonword","nonword",NA
"senari","fotograteşti","nonword","nonword","nonword",NA
"mociu","fortnă","nonword","nonword","nonword",NA
"asemă","întâmmont","nonword","nonword","nonword",NA
"dogheață","niene","nonword","nonword","nonword",NA
"prothal","posibilitatebracci","nonword","nonword","nonword",NA
"mempic","de urgeritmi","nonword","nonword","nonword",NA
"mantic","nicovată","nonword","nonword","nonword",NA
"romau","lidă","nonword","nonword","nonword",NA
"alconari","bală","nonword","nonword","nonword",NA
"reprentat","săpeternal","nonword","nonword","nonword",NA
"transvietă","pragt","nonword","nonword","nonword",NA
"coram","în cele dinrienţei","nonword","nonword","nonword",NA
"dy","ginnic","nonword","nonword","nonword",NA
"pacireşe","inoglinzice","nonword","nonword","nonword",NA
"eir","informareşal","nonword","nonword","nonword",NA
"neajutocţiuni","minuclea","nonword","nonword","nonword",NA
"aparat fcreăm","cepeti","nonword","nonword","nonword",NA
"plumna","preun","nonword","nonword","nonword",NA
"castiudar","egonţa","nonword","nonword","nonword",NA
"gropiă","străne","nonword","nonword","nonword",NA
"bertron","schimvocare","nonword","nonword","nonword",NA
"segrăjdar","răsplătitpărare","nonword","nonword","nonword",NA
"tâar","ulrineză","nonword","nonword","nonword",NA
"demiteţi","obiecticulă","nonword","nonword","nonword",NA
"clăsă","locaturi","nonword","nonword","nonword",NA
"perecţio","gă","nonword","nonword","nonword",NA
"jurnachii","pesdi","nonword","nonword","nonword",NA
"surgentde","clamei","nonword","nonword","nonword",NA
"cămament","şoare","nonword","nonword","nonword",NA
"confeziuni","felor","nonword","nonword","nonword",NA
"cideti","adolesnian","nonword","nonword","nonword",NA
"crustate","acnind","nonword","nonword","nonword",NA
"înlzi","meneştilion","nonword","nonword","nonword",NA
"guacţionator","recuti","nonword","nonword","nonword",NA
"semes","gați","nonword","nonword","nonword",NA
"etcon","înluim","nonword","nonword","nonword",NA
"damenteină","ipor","nonword","nonword","nonword",NA
"schimlescenta","definitowoc","nonword","nonword","nonword",NA
"stewardelitate","perioakwood","nonword","nonword","nonword",NA
"triplea","vemez","nonword","nonword","nonword",NA
"penalizaremorchea","dista","nonword","nonword","nonword",NA
"jigca","pericurenţi","nonword","nonword","nonword",NA
"terazati","cârra","nonword","nonword","nonword",NA
"suemoţionatural","închitanţere","nonword","nonword","nonword",NA
"şejah","tuc","nonword","nonword","nonword",NA
"excechii","monizezi","nonword","nonword","nonword",NA
"tiței","optarine","nonword","nonword","nonword",NA
"gennim","fuzat","nonword","nonword","nonword",NA
"poneţulal","covoa","nonword","nonword","nonword",NA
"progreceas","frenion","nonword","nonword","nonword",NA
"administracţiuni","căsătopless","nonword","nonword","nonword",NA
"strânversare","reort","nonword","nonword","nonword",NA
"nemulţutate","bumplez","nonword","nonword","nonword",NA
"praf de psomnia","cloge","nonword","nonword","nonword",NA
"pregătiglonţ","autoin","nonword","nonword","nonword",NA
"viinici","scăra","nonword","nonword","nonword",NA
"gotră","ririe","nonword","nonword","nonword",NA
"cavalegămân","cocro","nonword","nonword","nonword",NA
"fişiling","zâmbă","nonword","nonword","nonword",NA
"arãgă","de multcrând","nonword","nonword","nonword",NA
"stânt","mizeloşi","nonword","nonword","nonword",NA
"sodul","lusul","nonword","nonword","nonword",NA
"scienctiona","zit","nonword","nonword","nonword",NA
"excard","matenenţiitică","nonword","nonword","nonword",NA
"piszic","ebs","nonword","nonword","nonword",NA
"croză","proput","nonword","nonword","nonword",NA
"natä","probanezi","nonword","nonword","nonword",NA
"înaier","înechipa","nonword","nonword","nonword",NA
"rozmo","perforparzi","nonword","nonword","nonword",NA
"avetcta","fapy","nonword","nonword","nonword",NA
"popucioa","monmouzibil","nonword","nonword","nonword",NA
"strâmtiv","aeroseas","nonword","nonword","nonword",NA
"tenh","chandare","nonword","nonword","nonword",NA
"urţii","umb","nonword","nonword","nonword",NA
"excerinţenal","abdomisiuni","nonword","nonword","nonword",NA
"seur","transpisonalitate","nonword","nonword","nonword",NA
"bucăprui","cheltura","nonword","nonword","nonword",NA
"băfiri","accicări","nonword","nonword","nonword",NA
"riplici","căpisuri","nonword","nonword","nonword",NA
"exhulock","înofrandere","nonword","nonword","nonword",NA
"gendă","farei","nonword","nonword","nonword",NA
"obuzct","adidașinal","nonword","nonword","nonword",NA
"roney","instructiga","nonword","nonword","nonword",NA
"frenic","constitureşti","nonword","nonword","nonword",NA
"gradă","mers psetts","nonword","nonword","nonword",NA
"masmulţi","centimeneşti","nonword","nonword","nonword",NA
"delippov","faigal","nonword","nonword","nonword",NA
"tromae","opoza","nonword","nonword","nonword",NA
"litenenţiimente","impetați","nonword","nonword","nonword",NA
"serving","misul","nonword","nonword","nonword",NA
"diajuns","rezonaneşti","nonword","nonword","nonword",NA
"spr","intendenţănat","nonword","nonword","nonword",NA
"meşăm","asiscieni","nonword","nonword","nonword",NA
"cameneas","acclin","nonword","nonword","nonword",NA
"capicios","prietelepti","nonword","nonword","nonword",NA
"galegeam","meții","nonword","nonword","nonword",NA
"asplanta","imumă","nonword","nonword","nonword",NA
"de înd","țesucesc","nonword","nonword","nonword",NA
"adătos","merna","nonword","nonword","nonword",NA
"trșe","duleţulnică","nonword","nonword","nonword",NA
"existare","în jrşti","nonword","nonword","nonword",NA
"arantacol","diarunt","nonword","nonword","nonword",NA
"fragca","sau cunoderni","nonword","nonword","nonword",NA
"parce","proreasmă","nonword","nonword","nonword",NA
"responsabilitatebracci","unty","nonword","nonword","nonword",NA
"autocină","eviteam","nonword","nonword","nonword",NA
"frângere","fansceptic","nonword","nonword","nonword",NA
"movăm","credinzati","nonword","nonword","nonword",NA
"ramie","îmbunătăţirevanşezi","nonword","nonword","nonword",NA
"luze","inspiraswati","nonword","nonword","nonword",NA
"incodish","trădădeai","nonword","nonword","nonword",NA
"novem","elegler","nonword","nonword","nonword",NA
"onț","paspă","nonword","nonword","nonword",NA
"resplul","dacto","nonword","nonword","nonword",NA
"dreptare","înobraznire","nonword","nonword","nonword",NA
"cudin","otrămație","nonword","nonword","nonword",NA
"destal","desfăeteni","nonword","nonword","nonword",NA
"plasbune","sisdia","nonword","nonword","nonword",NA
"reflecter","itaganţă","nonword","nonword","nonword",NA
"termiţând","a intelslist","nonword","nonword","nonword",NA
"nebam","croa","nonword","nonword","nonword",NA
"apăseam","întunepofti","nonword","nonword","nonword",NA
"grop","elecpa","nonword","nonword","nonword",NA
"lonă","nezov","nonword","nonword","nonword",NA
"deşedar","neînţecut","nonword","nonword","nonword",NA
"tezit","trique","nonword","nonword","nonword",NA
"mizeraseste","dissaint","nonword","nonword","nonword",NA
"protry","sccăs","nonword","nonword","nonword",NA
"concludeau","inmei","nonword","nonword","nonword",NA
"jocuri de cienţii","investicieni","nonword","nonword","nonword",NA
"racent","înceţoşaținere","nonword","nonword","nonword",NA
"prinvare","omaman","nonword","nonword","nonword",NA
"tință","beşte","nonword","nonword","nonword",NA
"enbrînză","extria","nonword","nonword","nonword",NA
"swe fi","a rewnya","nonword","nonword","nonword",NA
"naviziunire","nume de faclanşând","nonword","nonword","nonword",NA
"atenţişoară","tuea","nonword","nonword","nonword",NA
"a inghgdon","heffleyina","nonword","nonword","nonword",NA
"ftost","protojări","nonword","nonword","nonword",NA
"archi","dezmemcediere","nonword","nonword","nonword",NA
"beberant","strecaţie","nonword","nonword","nonword",NA
"sotranşeetate","vaninesc","nonword","nonword","nonword",NA
"migiu","olf","nonword","nonword","nonword",NA
"loc de mproşez","spriun","nonword","nonword","nonword",NA
"inținânduce","futro","nonword","nonword","nonword",NA
"masea","acusdată","nonword","nonword","nonword",NA
"vâic","fireştițare","nonword","nonword","nonword",NA
"gutig","văei","nonword","nonword","nonword",NA
"dalec","cicadenţace","nonword","nonword","nonword",NA
"paranoteşti","debleste","nonword","nonword","nonword",NA
"măst","declanşaminare","nonword","nonword","nonword",NA
"paine prajproşez","ţintel","nonword","nonword","nonword",NA
"al treganți","artifimontreal","nonword","nonword","nonword",NA
"coleceţi","straformă","nonword","nonword","nonword",NA
"cosculptarea","enervân","nonword","nonword","nonword",NA
"stld","atentară","nonword","nonword","nonword",NA
"rugirard","telenard","nonword","nonword","nonword",NA
"dezvalucire","şit","nonword","nonword","nonword",NA
"valoviți","insperati","nonword","nonword","nonword",NA
"tofon","amesrow","nonword","nonword","nonword",NA
"pur şi sginţi","prmoţ","nonword","nonword","nonword",NA
"marajezi","importrați","nonword","nonword","nonword",NA
"juu","atbroşura","nonword","nonword","nonword",NA
"producăleşti","nău","nonword","nonword","nonword",NA
"găi","donia","nonword","nonword","nonword",NA
"morblat","noastegie","nonword","nonword","nonword",NA
"simicuțu","atenţioca testoasa","nonword","nonword","nonword",NA
"înţemuţă","plãcin","nonword","nonword","nonword",NA
"jenau","zmelă","nonword","nonword","nonword",NA
"ficii","împărăceşti","nonword","nonword","nonword",NA
"poregeni","oaenţie","nonword","nonword","nonword",NA
"proastop","trul","nonword","nonword","nonword",NA
"promaj","faminesc","nonword","nonword","nonword",NA
"astrocâie","refruntă","nonword","nonword","nonword",NA
"fraie","viprinză","nonword","nonword","nonword",NA
"vânăciunire","islamite","nonword","nonword","nonword",NA
"ceană","comatlantibil","nonword","nonword","nonword",NA
"ridipper","trazir","nonword","nonword","nonword",NA
"cometaggert","mişii","nonword","nonword","nonword",NA
"tosy","zelton","nonword","nonword","nonword",NA
"impretesc","în mod voltorcând","nonword","nonword","nonword",NA
"talle","senament","nonword","nonword","nonword",NA
"bangeri","flmud","nonword","nonword","nonword",NA
"famie","traudire","nonword","nonword","nonword",NA
"congressraţie","reat","nonword","nonword","nonword",NA
"înlzi","genebuni","nonword","nonword","nonword",NA
"midat","de obtowoc","nonword","nonword","nonword",NA
"vechiulriţă","sateresc","nonword","nonword","nonword",NA
"scraie","drămân","nonword","nonword","nonword",NA
"masli","croză","nonword","nonword","nonword",NA
"raib","șeuri","nonword","nonword","nonword",NA
"cuţii","dezgo","nonword","nonword","nonword",NA
"erab","zi de nasfrângi","nonword","nonword","nonword",NA
"umiţ","scandică","nonword","nonword","nonword",NA
"vicle","chargime","nonword","nonword","nonword",NA
"filozonanţă","domnineriţă","nonword","nonword","nonword",NA
"orfelivrezi","justineau","nonword","nonword","nonword",NA
"zâmmas","portoshaw","nonword","nonword","nonword",NA
"răren","brasa","nonword","nonword","nonword",NA
"detart","gaugati","nonword","nonword","nonword",NA
"colaciră","atratic","nonword","nonword","nonword",NA
"metocrat","perchristivă","nonword","nonword","nonword",NA
"evabi","erd","nonword","nonword","nonword",NA
"introvna","souri","nonword","nonword","nonword",NA
"kwil","preșeplătite","nonword","nonword","nonword",NA
"nast","peinacce","nonword","nonword","nonword",NA
"mic de staclanşez","atâr","nonword","nonword","nonword",NA
"olancultor","dyert","nonword","nonword","nonword",NA
"loiadezvoltate","acult","nonword","nonword","nonword",NA
"păpiersi","paratine","nonword","nonword","nonword",NA
"în vigweld","specga","nonword","nonword","nonword",NA
"sinţat","pernţat","nonword","nonword","nonword",NA
"mulțuzezi","desfătaculos","nonword","nonword","nonword",NA
"sărățați","elecliză","nonword","nonword","nonword",NA
"interffet","umfu","nonword","nonword","nonword",NA
"ilusky","dezgroapedeapsa cu închisoarea","nonword","nonword","nonword",NA
"ipt","grogdo","nonword","nonword","nonword",NA
"strămente","scangle","nonword","nonword","nonword",NA
"sayev","cator","nonword","nonword","nonword",NA
"înarunca","drage","nonword","nonword","nonword",NA
"instrucrior","diraz","nonword","nonword","nonword",NA
"tinestro","medaresc","nonword","nonword","nonword",NA
"preranţã","idoză","nonword","nonword","nonword",NA
"hispa","a atrombs","nonword","nonword","nonword",NA
"ummis","ciați","nonword","nonword","nonword",NA
"conservacanţe","galzor","nonword","nonword","nonword",NA
"sfârhan","ultiinţe","nonword","nonword","nonword",NA
"tatuşesc","abanght","nonword","nonword","nonword",NA
"priani","căpme","nonword","nonword","nonword",NA
"biene","doculoși","nonword","nonword","nonword",NA
"fraccare","treta","nonword","nonword","nonword",NA
"experinichi","nonpe","nonword","nonword","nonword",NA
"nevinodămân","farma","nonword","nonword","nonword",NA
"ieutoare","administradenţei","nonword","nonword","nonword",NA
"anj","remarcaffrey","nonword","nonword","nonword",NA
"a lua legaclanşăm","glriţ","nonword","nonword","nonword",NA
"tâan","armolari","nonword","nonword","nonword",NA
"nigeriaş","schuadă","nonword","nonword","nonword",NA
"alyev","buculezi","nonword","nonword","nonword",NA
"senichiu","lodra","nonword","nonword","nonword",NA
"refletist","niciudă","nonword","nonword","nonword",NA
"camparati","schimturisi","nonword","nonword","nonword",NA
"managenisys","ers","nonword","nonword","nonword",NA
"ecuastine","expoziceati","nonword","nonword","nonword",NA
"clusă","tratabili","nonword","nonword","nonword",NA
"monucşoa","romanners","nonword","nonword","nonword",NA
"genezezi","poatractică","nonword","nonword","nonword",NA
"mosferitate","exploturi","nonword","nonword","nonword",NA
"tuje","tzel","nonword","nonword","nonword",NA
"induslant","gnostic","nonword","nonword","nonword",NA
"ninţăritual","proafirma","nonword","nonword","nonword",NA
"adminezi","stanţiamăgire","nonword","nonword","nonword",NA
"hobiesc","cowppe","nonword","nonword","nonword",NA
"leices","dezvolsupunere","nonword","nonword","nonword",NA
"fimească","treabare","nonword","nonword","nonword",NA
"islamite","prostuie","nonword","nonword","nonword",NA
"scurlier","compâni","nonword","nonword","nonword",NA
"înănie","indivistanţial","nonword","nonword","nonword",NA
"rezernent","schimnizare","nonword","nonword","nonword",NA
"demus","junctuit","nonword","nonword","nonword",NA
"bircat","mekel","nonword","nonword","nonword",NA
"subiecom","ordreptă","nonword","nonword","nonword",NA
"ciafirma","fragvetă","nonword","nonword","nonword",NA
"vapierre","nepotriunghi","nonword","nonword","nonword",NA
"urgham","probanezi","nonword","nonword","nonword",NA
"ambusesteță","dezinterventie chirurgicala","nonword","nonword","nonword",NA
"intelichizi","roträ","nonword","nonword","nonword",NA
"picã","politiseşti","nonword","nonword","nonword",NA
"carnalism","bogament","nonword","nonword","nonword",NA
"onozut","sursa de ghorns","nonword","nonword","nonword",NA
"fierpleşite","pupraznic","nonword","nonword","nonword",NA
"asemă","contrund","nonword","nonword","nonword",NA
"rezisbeşti","graj","nonword","nonword","nonword",NA
"blin","disculoşi","nonword","nonword","nonword",NA
"jeres","prives","nonword","nonword","nonword",NA
"proşeli","borim","nonword","nonword","nonword",NA
"fessit","sentitori","nonword","nonword","nonword",NA
"costal","avannină","nonword","nonword","nonword",NA
"inufat","atracnitate","nonword","nonword","nonword",NA
"ield","însy","nonword","nonword","nonword",NA
"operaswatinal","desfănalina","nonword","nonword","nonword",NA
"tue","suța","nonword","nonword","nonword",NA
"telesnanţa","susmeai","nonword","nonword","nonword",NA
"teleziunimă","milienii","nonword","nonword","nonword",NA
"babwe","lipinţă","nonword","nonword","nonword",NA
"săeni","aprintradă","nonword","nonword","nonword",NA
"trara","muzirați","nonword","nonword","nonword",NA
"secventne","esenșună","nonword","nonword","nonword",NA
"nuirt","zgâritic","nonword","nonword","nonword",NA
"așplanta","iepunând","nonword","nonword","nonword",NA
"calon","ştiulă","nonword","nonword","nonword",NA
"înnoi","obiectitate","nonword","nonword","nonword",NA
"derciun","colocand","nonword","nonword","nonword",NA
"gă","eleccina","nonword","nonword","nonword",NA
"atârnarii","a pasoni","nonword","nonword","nonword",NA
"şcomă","îngri","nonword","nonword","nonword",NA
"monteare","ardingră","nonword","nonword","nonword",NA
"majes","muicot","nonword","nonword","nonword",NA
"fecioatră","garnal","nonword","nonword","nonword",NA
"yor","glonă","nonword","nonword","nonword",NA
"arselwyn","inferiți","nonword","nonword","nonword",NA
