"fi_target","fi_cue","type","target_type","cue_type","fi_cosine"
"lentäjä","nietzscmistautuminen","nonword","word","nonword",NA
"salasana","asiaktämätön","nonword","word","nonword",NA
"kolminkertaistaa","valliasta","nonword","word","nonword",NA
"yksilö","kesha","nonword","word","nonword",NA
"tuote","vankauppi","nonword","word","nonword",NA
"rahti","vanhak","nonword","word","nonword",NA
"luopua","vapaaehcheyennen","nonword","word","nonword",NA
"vaarallinen","vaylitti","nonword","word","nonword",NA
"paholainen","vatias","nonword","word","nonword",NA
"patsas","vahiä","nonword","word","nonword",NA
"sänky","vasuuntaa","nonword","word","nonword",NA
"viikko","leijo","nonword","word","nonword",NA
"raskaus","varmuut","nonword","word","nonword",NA
"yleisesti","varoimaan","nonword","word","nonword",NA
"lanka","neettija","nonword","word","nonword",NA
"viikoittain","vastaabrighto","nonword","word","nonword",NA
"otsikko","vastaabrighto","nonword","word","nonword",NA
"kuja","vastavaiiake","nonword","word","nonword",NA
"polttoaine","vastariqintä","nonword","word","nonword",NA
"merkitys","vaslian","nonword","word","nonword",NA
"ryöstää","vasaan","nonword","word","nonword",NA
"tapaaminen","vasrizzolisuus","nonword","word","nonword",NA
"lintu","väsytään","nonword","word","nonword",NA
"korkeus","hämsa","nonword","word","nonword",NA
"sisältö","lehva","nonword","word","nonword",NA
"valtameri","wolftiili","nonword","word","nonword",NA
"pöly","tarri","nonword","word","nonword",NA
"jano","vergaatto","nonword","word","nonword",NA
"etsivä","typton","nonword","word","nonword",NA
"dynamiitti","vielexistävä","nonword","word","nonword",NA
"julma","viehäosai","nonword","word","nonword",NA
"luovuus","vieraanvarairencen","nonword","word","nonword",NA
"kommunisti","viunohta","nonword","word","nonword",NA
"matkalaukku","virizzolinen","nonword","word","nonword",NA
"valtava","vihsim","nonword","word","nonword",NA
"yllättäen","viikoitko","nonword","word","nonword",NA
"ranskan kieli","ranni","nonword","word","nonword",NA
"tuotanto","kaija","nonword","word","nonword",NA
"tietää","elektjelijä","nonword","word","nonword",NA
"vasara","kyetti","nonword","word","nonword",NA
"määritelmä","videncenlisesti","nonword","word","nonword",NA
"noin","esphe","nonword","word","nonword",NA
"kerätä","vikey","nonword","word","nonword",NA
"ratsastaa","hehki","nonword","word","nonword",NA
"vapaaehtoisesti","voi oheed","nonword","word","nonword",NA
"jatkaa","voikämppä","nonword","word","nonword",NA
"hallinnollinen","kasma","nonword","word","nonword",NA
"tutkia","naatto","nonword","word","nonword",NA
"järjestää","naatto","nonword","word","nonword",NA
"lause","esiinralainen","nonword","word","nonword",NA
"rotta","vuokrään","nonword","word","nonword",NA
"mutaatio","henro","nonword","word","nonword",NA
"aktivoida","vuosimeklavä","nonword","word","nonword",NA
"atlantin","prinssisata","nonword","word","nonword",NA
"menettely","wasasunton","nonword","word","nonword",NA
"jäädä jäljelle","ix","nonword","word","nonword",NA
"poliitikko","yhtyeentelmä","nonword","word","nonword",NA
"kartelli","yhcrackiä","nonword","word","nonword",NA
"taistelukenttä","yhteisaloitta","nonword","word","nonword",NA
"äänite","yhhoa","nonword","word","nonword",NA
"baari","kersi","nonword","word","nonword",NA
"antaa","ykdäänkö","nonword","word","nonword",NA
"oireyhtymä","yknut","nonword","word","nonword",NA
"ajoittaa","yksinkertaiimplantti","nonword","word","nonword",NA
"pesukarhu","yksitsuzannen","nonword","word","nonword",NA
"puuvilla","yksifalconen","nonword","word","nonword",NA
"arvoinen","ajaessä","nonword","word","nonword",NA
"taidemaalari","siäinen","nonword","word","nonword",NA
"vaihtoehto","yliluonjacquelinen","nonword","word","nonword",NA
"perhe","ylimääfalconen","nonword","word","nonword",NA
"ottelu","ylläkään","nonword","word","nonword",NA
"pestä","ylrie","nonword","word","nonword",NA
"negatiivinen","ylfett","nonword","word","nonword",NA
"kuuro","ymriittää","nonword","word","nonword",NA
"liioitella","maailpäristö","nonword","word","nonword",NA
"itsekäs","ympyneet","nonword","word","nonword",NA
"asema","ir","nonword","word","nonword",NA
"oranssi","räyttää","nonword","word","nonword",NA
"tarkistaa","pomtys","nonword","word","nonword",NA
"lausunto","keakä","nonword","word","nonword",NA
"muurahainen","zomroi","nonword","word","nonword",NA
"muisrata","senaanti","nonword","nonword","nonword",NA
"sunnunbien","vapautlu","nonword","nonword","nonword",NA
"kiinto","ericillähetystö","nonword","nonword","nonword",NA
"hauttaa","raispi","nonword","nonword","nonword",NA
"keesin","isäännetelmä","nonword","nonword","nonword",NA
"aivokuol","teutia","nonword","nonword","nonword",NA
"suklaatautuminen","kärsitään","nonword","nonword","nonword",NA
"lisyytnen","olkajaan","nonword","nonword","nonword",NA
"korjuun","kachs","nonword","nonword","nonword",NA
"ryntä","christivanki","nonword","nonword","nonword",NA
"ohjelgreenda","vosti","nonword","nonword","nonword",NA
"auschwitzissavuke","sukelvancouvene","nonword","nonword","nonword",NA
"rikollifield","crunk","nonword","nonword","nonword",NA
"remme","haittaali","nonword","nonword","nonword",NA
"ihmitaan","ralda","nonword","nonword","nonword",NA
"seremotöään","johtopäämioon","nonword","nonword","nonword",NA
"naissi","tudyä","nonword","nonword","nonword",NA
"suoriu","turmioonlinen","nonword","nonword","nonword",NA
"nopu","saijiä","nonword","nonword","nonword",NA
"lothbrofoni","vaikulaan","nonword","nonword","nonword",NA
"veämpi","greenwichantunkeutuminen","nonword","nonword","nonword",NA
"palja","polul","nonword","nonword","nonword",NA
"pankkity","josna","nonword","nonword","nonword",NA
"valheeltuin","valtioistaja","nonword","nonword","nonword",NA
"auschwitzistapaaminen","perma","nonword","nonword","nonword",NA
"kolem","hyökkuva","nonword","nonword","nonword",NA
"idenpanja","kasit","nonword","nonword","nonword",NA
"jaintin","koillaja","nonword","nonword","nonword",NA
"lokapäin","muiskilö","nonword","nonword","nonword",NA
"itäly","lastenkazakstaja","nonword","nonword","nonword",NA
"journata","jälkimaailka","nonword","nonword","nonword",NA
"brooklyonnistuminen","lauseenta","nonword","nonword","nonword",NA
"hanktava","osbor","nonword","nonword","nonword",NA
"komereen","näyttomaa","nonword","nonword","nonword",NA
"meleontlari","aloitjäristys","nonword","nonword","nonword",NA
"purshottia","lenne","nonword","nonword","nonword",NA
"morvaääni","plazassarillinen","nonword","nonword","nonword",NA
"auschwitzissatelliitti","petet","nonword","nonword","nonword",NA
"pahoinstaatti","superheon","nonword","nonword","nonword",NA
"graystokone","wasasunton","nonword","nonword","nonword",NA
"pikyys","recordsinkertainen","nonword","nonword","nonword",NA
"salkka","kuninkaallilowitz","nonword","nonword","nonword",NA
"amnes","kersi","nonword","nonword","nonword",NA
"äskethers","ampuheen","nonword","nonword","nonword",NA
"narkia","teoiskeus","nonword","nonword","nonword",NA
"hälyliin","ryyttää","nonword","nonword","nonword",NA
"maailmunisti","vuokkua","nonword","nonword","nonword",NA
"alasboli","gulli","nonword","nonword","nonword",NA
"mulkti","ylenteeri","nonword","nonword","nonword",NA
"auschwitzissata","naapu","nonword","nonword","nonword",NA
"yksinkercheyennen","jauu","nonword","nonword","nonword",NA
"pakolailoway","pisälylli","nonword","nonword","nonword",NA
"liiketoikazaksta","tarkoimaan","nonword","nonword","nonword",NA
"isoli","burso","nonword","nonword","nonword",NA
"koorta","pikruoski","nonword","nonword","nonword",NA
"pimen","rd","nonword","nonword","nonword",NA
"epämielericistävä","alon","nonword","nonword","nonword",NA
"yhteriöönnen","tyyisiämmeren","nonword","nonword","nonword",NA
"turvallifield","chrislä","nonword","nonword","nonword",NA
"säistää","kumki","nonword","nonword","nonword",NA
"lairingto","henro","nonword","nonword","nonword",NA
"dixo","charninen","nonword","nonword","nonword",NA
"psykolorenzo","läkäänlä","nonword","nonword","nonword",NA
"muoka","wolftiili","nonword","nonword","nonword",NA
"reitsa","virizzolinen","nonword","nonword","nonword",NA
"henmäänsä","hulteis","nonword","nonword","nonword",NA
"käynä","tesli","nonword","nonword","nonword",NA
"laistaja","tosuuntaa","nonword","nonword","nonword",NA
"kiersaolo","fyruaika","nonword","nonword","nonword",NA
"veljenningska","kaldyt","nonword","nonword","nonword",NA
"suklaakologinen","noili","nonword","nonword","nonword",NA
"aloittematon","heinioitus","nonword","nonword","nonword",NA
"soldät","aze","nonword","nonword","nonword",NA
"liikkana","rorol","nonword","nonword","nonword",NA
"tiapua","päätto","nonword","nonword","nonword",NA
"cowtet","haimi","nonword","nonword","nonword",NA
"parto","sotgas","nonword","nonword","nonword",NA
"tarta","mica","nonword","nonword","nonword",NA
"inkeusmi","ketniimpi","nonword","nonword","nonword",NA
"loveista","roror","nonword","nonword","nonword",NA
"abfrendi","saakän","nonword","nonword","nonword",NA
"kilpiarizona","henkirouk","nonword","nonword","nonword",NA
"asetna","kinkus","nonword","nonword","nonword",NA
"alcattaa","merkkeri","nonword","nonword","nonword",NA
"luontaa","vyyte","nonword","nonword","nonword",NA
"pelai","avaika","nonword","nonword","nonword",NA
"pegoldsteinen","ei kosäiiä","nonword","nonword","nonword",NA
"toquintus","malal","nonword","nonword","nonword",NA
"mukka","ymriittää","nonword","nonword","nonword",NA
"masenloon","avaimenna","nonword","nonword","nonword",NA
"porpä","maalkasti","nonword","nonword","nonword",NA
"aisoi","raanvata","nonword","nonword","nonword",NA
"ritte","simäs","nonword","nonword","nonword",NA
"raanvata","taraseellija","nonword","nonword","nonword",NA
"keyttää","hierä","nonword","nonword","nonword",NA
"näkeleen","mitaanmi","nonword","nonword","nonword",NA
"avustara","noittaa","nonword","nonword","nonword",NA
"pistoramount","ryyttää","nonword","nonword","nonword",NA
"pasuuntaa","varoimaan","nonword","nonword","nonword",NA
"rissan","ría","nonword","nonword","nonword",NA
"piiknaita","kolka","nonword","nonword","nonword",NA
"pesnus","kukuutta","nonword","nonword","nonword",NA
"kujyn","aze","nonword","nonword","nonword",NA
"komidiin","naika","nonword","nonword","nonword",NA
"zolper","setta","nonword","nonword","nonword",NA
"pesukarfield","vihmin","nonword","nonword","nonword",NA
"sormendozanki","ylläkään","nonword","nonword","nonword",NA
"sivis","kesno","nonword","nonword","nonword",NA
"sarsi","muilsi","nonword","nonword","nonword",NA
"kolskywalkertaistaa","kysynoon","nonword","nonword","nonword",NA
"seluotnus","väsytään","nonword","nonword","nonword",NA
"ehplantaa","loiva","nonword","nonword","nonword",NA
"visön","acea","nonword","nonword","nonword",NA
"rohki","taisriso","nonword","nonword","nonword",NA
"hoittaa","harsi","nonword","nonword","nonword",NA
"kajoittaa","ihantä","nonword","nonword","nonword",NA
"liovi","pojanriarkka","nonword","nonword","nonword",NA
"ilpoltta","vihli","nonword","nonword","nonword",NA
"mahdollifield","zomroi","nonword","nonword","nonword",NA
"elokä","esiinsuväki","nonword","nonword","nonword",NA
"lentorioontä","histo","nonword","nonword","nonword",NA
"talsiittaa","työsnella","nonword","nonword","nonword",NA
"naali","rasel","nonword","nonword","nonword",NA
"auschwitzissanomalehti","mehisuzannen","nonword","nonword","nonword",NA
"ulkomaacheyennen","cey","nonword","nonword","nonword",NA
"kurkky","sukke","nonword","nonword","nonword",NA
"kriskata","piksiä","nonword","nonword","nonword",NA
"merikymp","vasaan","nonword","nonword","nonword",NA
"patuplastiauto","peranzatyttää","nonword","nonword","nonword",NA
"patjon","halmi","nonword","nonword","nonword",NA
"kodis","asiaktämätön","nonword","nonword","nonword",NA
"päätmaali","menta","nonword","nonword","nonword",NA
"greenwickoituksellisesti","koettö","nonword","nonword","nonword",NA
"epäilpiraatio","päästäytyä","nonword","nonword","nonword",NA
"laistaja","regangsteri","nonword","nonword","nonword",NA
"noili","kenut","nonword","nonword","nonword",NA
"kamka","ría","nonword","nonword","nonword",NA
"jouni","pyramiracle","nonword","nonword","nonword",NA
"vaihtely","elekttuntija","nonword","nonword","nonword",NA
"voimakagentti","hälyliin","nonword","nonword","nonword",NA
"hallinjacquelinen","ikäeliha","nonword","nonword","nonword",NA
"surän","pääspailu","nonword","nonword","nonword",NA
"meran","laguerna","nonword","nonword","nonword",NA
"chrislyttävä","frantuuri","nonword","nonword","nonword",NA
"kyyne","pihnue","nonword","nonword","nonword",NA
"auschwitzistapahtua","taahers","nonword","nonword","nonword",NA
"lairingto","lauanreet","nonword","nonword","nonword",NA
"muukeuhko","dawna","nonword","nonword","nonword",NA
"neltop","brooklykintotodistus","nonword","nonword","nonword",NA
"anteseet","asenkula","nonword","nonword","nonword",NA
"harveyl","idiootkasoturi","nonword","nonword","nonword",NA
"hukku","nööri","nonword","nonword","nonword",NA
"avioikalainen","kerluisti","nonword","nonword","nonword",NA
"hevokuol","kivää","nonword","nonword","nonword",NA
"koutu","mesaa","nonword","nonword","nonword",NA
"elekaasti","lavas","nonword","nonword","nonword",NA
"kunin","ruaseellija","nonword","nonword","nonword",NA
"vaelku","loillata","nonword","nonword","nonword",NA
"velje","vasrizzolisuus","nonword","nonword","nonword",NA
"tijaat","vitja","nonword","nonword","nonword",NA
"tapnel","auschwitzissalaliitto","nonword","nonword","nonword",NA
"baseloit","essei","nonword","nonword","nonword",NA
"nenäköäänna","pahoinri","nonword","nonword","nonword",NA
"oaklantionaalinen","ehdolään","nonword","nonword","nonword",NA
"tiedonplankto","kierpöä","nonword","nonword","nonword",NA
"bestmaton","konfeohueksi","nonword","nonword","nonword",NA
"humaomiensa","harjoichocola","nonword","nonword","nonword",NA
"maailtäväisyys","tuneeska","nonword","nonword","nonword",NA
"kolpea","värjä","nonword","nonword","nonword",NA
"ääpääste","kunkazakstaminen","nonword","nonword","nonword",NA
"hienaasta","moittaa","nonword","nonword","nonword",NA
"ikäijakso","suuttalo","nonword","nonword","nonword",NA
"sislu","kojen","nonword","nonword","nonword",NA
"kaudät","rykkaasti","nonword","nonword","nonword",NA
"videoislinen","aimea","nonword","nonword","nonword",NA
"heinäläis","muistymä","nonword","nonword","nonword",NA
"kojen","ikääntyminen","nonword","nonword","nonword",NA
"inhoaitio","auschwitzistapahtuma","nonword","nonword","nonword",NA
"käska","termiaseelli","nonword","nonword","nonword",NA
"jajaa","mahdollifield","nonword","nonword","nonword",NA
"vamaailmalle","maaildyllinen","nonword","nonword","nonword",NA
"karihaili","täisi","nonword","nonword","nonword",NA
"oleskeri","döstä","nonword","nonword","nonword",NA
"jatyy","tehbia","nonword","nonword","nonword",NA
"oisian","eversteellinen","nonword","nonword","nonword",NA
"sakointi","poikkeli","nonword","nonword","nonword",NA
"arvoitais","saamas","nonword","nonword","nonword",NA
"juasi","eco","nonword","nonword","nonword",NA
"paslu","tuplanalismi","nonword","nonword","nonword",NA
"ajaslinen","muisrata","nonword","nonword","nonword",NA
"mupyyhki","tartock","nonword","nonword","nonword",NA
"viesma","piikkimo","nonword","nonword","nonword",NA
"infson","tuuta","nonword","nonword","nonword",NA
"suloweenimi","omisteet","nonword","nonword","nonword",NA
"tekobert","pitää kiiliams","nonword","nonword","nonword",NA
"tumat","menta","nonword","nonword","nonword",NA
"manipuloirencen","hioma","nonword","nonword","nonword",NA
"korto","taakku","nonword","nonword","nonword",NA
"reilo","ihasneuvo","nonword","nonword","nonword",NA
"ilkaaoksesti","komiskeat","nonword","nonword","nonword",NA
"vibournen","kiinvoja","nonword","nonword","nonword",NA
"muuradioonnen","pulan","nonword","nonword","nonword",NA
"toluette","freetö","nonword","nonword","nonword",NA
"kiraseellija","harnioitus","nonword","nonword","nonword",NA
"avaite","keseläytyä","nonword","nonword","nonword",NA
"kattu","ei mliöön","nonword","nonword","nonword",NA
"onnettofield","nuussessa","nonword","nonword","nonword",NA
"luotmälä","torspa","nonword","nonword","nonword",NA
"noittaa","kuningafield","nonword","nonword","nonword",NA
"mantuotka","nietzscmistautuminen","nonword","nonword","nonword",NA
"paranorriöön","pyyre","nonword","nonword","nonword",NA
"juatte","valnya","nonword","nonword","nonword",NA
"viikpakko","lyökua","nonword","nonword","nonword",NA
"pusta","tekluaika","nonword","nonword","nonword",NA
"hyacinthsyminen","odode","nonword","nonword","nonword",NA
"sinäytti","anklassi","nonword","nonword","nonword",NA
"bridmeri","kanaliik","nonword","nonword","nonword",NA
"murki","ericillähettiläs","nonword","nonword","nonword",NA
"mistu","hinka","nonword","nonword","nonword",NA
"suklaaminnallinen","creeluutio","nonword","nonword","nonword",NA
"kelsi","tekno","nonword","nonword","nonword",NA
"impro","tarsuuntaa","nonword","nonword","nonword",NA
"viiköt","yliluonjacquelinen","nonword","nonword","nonword",NA
"oisocietymä","oiliä","nonword","nonword","nonword",NA
"tiedeteok","kiinälyttö","nonword","nonword","nonword",NA
"härve","siniistää","nonword","nonword","nonword",NA
"auschwitzissamurai","optistuerttinen","nonword","nonword","nonword",NA
"kukins","suolaantu","nonword","nonword","nonword",NA
"ukkokaii","tieger","nonword","nonword","nonword",NA
"persoonallirencen","nartna","nonword","nonword","nonword",NA
"korjuun","komkaasti","nonword","nonword","nonword",NA
"morli","narkpu","nonword","nonword","nonword",NA
"ankin","oranssa","nonword","nonword","nonword",NA
"romahmoon","alunpeli","nonword","nonword","nonword",NA
"aplk","kohtevoin","nonword","nonword","nonword",NA
"suunjona","semirezinri","nonword","nonword","nonword",NA
"ammattitaitoibiscuit","halreakto","nonword","nonword","nonword",NA
"palluotto","hiheutti","nonword","nonword","nonword",NA
"asv","viunohta","nonword","nonword","nonword",NA
"roviette","liste","nonword","nonword","nonword",NA
"vahkeuttaa","melli","nonword","nonword","nonword",NA
"sääla","vyöte","nonword","nonword","nonword",NA
"hyökkoit","olema","nonword","nonword","nonword",NA
"osoitävä","tikäynti","nonword","nonword","nonword",NA
"virkiskoin","auschwitzissade","nonword","nonword","nonword",NA
"ratyi","paama","nonword","nonword","nonword",NA
"vapaaehtoiimplantti","räyttää","nonword","nonword","nonword",NA
"aukeuhko","ruisnu","nonword","nonword","nonword",NA
"kehus","vapaaehcheyennen","nonword","nonword","nonword",NA
"pamuisti","koosomainen","nonword","nonword","nonword",NA
"kysei","kärsivällirencen","nonword","nonword","nonword",NA
"vitta","kivideoonli","nonword","nonword","nonword",NA
"rekvi","selkäetiikka","nonword","nonword","nonword",NA
"libelizesli","heettö","nonword","nonword","nonword",NA
"herrizzolinen","astrosewooti","nonword","nonword","nonword",NA
"hanmyys","elektkelija","nonword","nonword","nonword",NA
"vamka","dwighlkukirjain","nonword","nonword","nonword",NA
"innoistio","seaa","nonword","nonword","nonword",NA
"semäänti","maalka","nonword","nonword","nonword",NA
"rauspontaa","insimeklari","nonword","nonword","nonword",NA
"hioma","kakrampperi","nonword","nonword","nonword",NA
"taako","kespizzalä","nonword","nonword","nonword",NA
"partneli","eios","nonword","nonword","nonword",NA
"ylimielitauon","aluktö","nonword","nonword","nonword",NA
"näkömaaiima","teenvetä","nonword","nonword","nonword",NA
"varaanja","avaajata","nonword","nonword","nonword",NA
"kypin","parlapiointi","nonword","nonword","nonword",NA
"voimakagentti","käänsija","nonword","nonword","nonword",NA
"luontaja","välivingsla","nonword","nonword","nonword",NA
"pasto","palvereen","nonword","nonword","nonword",NA
"kesma","väärenpeen","nonword","nonword","nonword",NA
"elekttelija","eetto","nonword","nonword","nonword",NA
"kantu","oplon","nonword","nonword","nonword",NA
"pelochocola","neettija","nonword","nonword","nonword",NA
"inkaansaan","naleista","nonword","nonword","nonword",NA
"ylimääfalconen","väris","nonword","nonword","nonword",NA
"keyttää","vergaatto","nonword","nonword","nonword",NA
"veniä","aloitpuminen","nonword","nonword","nonword",NA
"toiluotto","känku","nonword","nonword","nonword",NA
"vaidioottelija","keitka","nonword","nonword","nonword",NA
"tielhyke","hymyi","nonword","nonword","nonword",NA
"eco","ylisminen","nonword","nonword","nonword",NA
"mumria","esiinralainen","nonword","nonword","nonword",NA
"suosiol","kreiktoleipä","nonword","nonword","nonword",NA
"pirko","maruilla","nonword","nonword","nonword",NA
"aktibarksda","salaijien","nonword","nonword","nonword",NA
"jatvät","kodis","nonword","nonword","nonword",NA
"vioidata","rannioitus","nonword","nonword","nonword",NA
"yhluu","nioilla","nonword","nonword","nonword",NA
"kesaloittelu","slumpu","nonword","nonword","nonword",NA
"konruoski","hierä","nonword","nonword","nonword",NA
"käynleen","vastariqintä","nonword","nonword","nonword",NA
"auschwitzistakaosa","dantu","nonword","nonword","nonword",NA
"säistää","elekttuminen","nonword","nonword","nonword",NA
"ikäitasia","mustasukcheyennen","nonword","nonword","nonword",NA
"kortpi","male","nonword","nonword","nonword",NA
"hadiscovesi","tunton","nonword","nonword","nonword",NA
"uljaannen","koham","nonword","nonword","nonword",NA
"eriltai","lupoi","nonword","nonword","nonword",NA
"kesyistä","kaskootteri","nonword","nonword","nonword",NA
"rerizzolinen","toisil","nonword","nonword","nonword",NA
"asioisti","papeiksi","nonword","nonword","nonword",NA
"huomioito","pitää kiiliams","nonword","nonword","nonword",NA
"kirkazakstaminen","merivoiloway","nonword","nonword","nonword",NA
"työntely","kella","nonword","nonword","nonword",NA
"jogurt","siirlega","nonword","nonword","nonword",NA
"inepäinhimo","paenvi","nonword","nonword","nonword",NA
"kuulvaltio","asiakrikaani","nonword","nonword","nonword",NA
"tehdä vaikrancen","lefva","nonword","nonword","nonword",NA
"kinäyttää","hauni","nonword","nonword","nonword",NA
"pautta","derda","nonword","nonword","nonword",NA
"juhnen","hyväntekeväikenzien","nonword","nonword","nonword",NA
"polttata","kesha","nonword","nonword","nonword",NA
"siepa","lobunkke","nonword","nonword","nonword",NA
"työto","arbin","nonword","nonword","nonword",NA
"rochristinen","kuuneeksi","nonword","nonword","nonword",NA
"nahria","vikmi","nonword","nonword","nonword",NA
"edistymys","miljomeklari","nonword","nonword","nonword",NA
"tomaatla","tuttui","nonword","nonword","nonword",NA
"sabri","asiaknittävä","nonword","nonword","nonword",NA
"makuuaseenne","vuokrään","nonword","nonword","nonword",NA
"usomaistava","vahinasiansa","nonword","nonword","nonword",NA
"murtroija","tärka","nonword","nonword","nonword",NA
"kiintävä","tulevaifield","nonword","nonword","nonword",NA
"arvai","lehva","nonword","nonword","nonword",NA
"mianne","siuju","nonword","nonword","nonword",NA
"uutilaan","ini","nonword","nonword","nonword",NA
"vuuttali","elotä","nonword","nonword","nonword",NA
"freetailu","säihew","nonword","nonword","nonword",NA
"varallifield","suklaakitoiminta","nonword","nonword","nonword",NA
"jääkiektää","majesimplanttinen","nonword","nonword","nonword",NA
"maailmestari","asioistavallinen","nonword","nonword","nonword",NA
"ajatleri","näytvistus","nonword","nonword","nonword",NA
"arvoneet","suunpava","nonword","nonword","nonword",NA
"koili","paenvi","nonword","nonword","nonword",NA
"saattaa losiiie","kiihdytön","nonword","nonword","nonword",NA
"aposto","muodilään","nonword","nonword","nonword",NA
"teetsari","todti","nonword","nonword","nonword",NA
"valtaaloitta","viikoitko","nonword","nonword","nonword",NA
"kaunica","isäpu","nonword","nonword","nonword",NA
"tarkkirja","ix","nonword","nonword","nonword",NA
"etuoivastainen","todissaan","nonword","nonword","nonword",NA
"vasosaston","twinhy","nonword","nonword","nonword",NA
"jusangri","itsegrantha","nonword","nonword","nonword",NA
"liikea","esthe","nonword","nonword","nonword",NA
"näyttäjä","epäiltuminen","nonword","nonword","nonword",NA
"suuto","sisäiliöi","nonword","nonword","nonword",NA
"nomean","ledos","nonword","nonword","nonword",NA
"maailtäminen","kaunas","nonword","nonword","nonword",NA
"lasmo","edesleria","nonword","nonword","nonword",NA
"vaikulaan","myytis","nonword","nonword","nonword",NA
"heuttaa","hijoa","nonword","nonword","nonword",NA
"simeklataja","poistikko","nonword","nonword","nonword",NA
"pulitzekella","samvi","nonword","nonword","nonword",NA
"reitko","kyetti","nonword","nonword","nonword",NA
"aloiltivaali","soliä","nonword","nonword","nonword",NA
"sulttaa","tieasunton","nonword","nonword","nonword",NA
"käytäneteensä","tukäs","nonword","nonword","nonword",NA
"poltgreene","todellifield","nonword","nonword","nonword",NA
"kimaantaa","vankauppi","nonword","nonword","nonword",NA
"pöbournen","esphe","nonword","nonword","nonword",NA
"protorioitpi","kitaangi","nonword","nonword","nonword",NA
"päämo","kunrizzolinen","nonword","nonword","nonword",NA
"yhmein","taher","nonword","nonword","nonword",NA
"aloitrallinen","anlän","nonword","nonword","nonword",NA
"viittaja","maailkiminen","nonword","nonword","nonword",NA
"ajatnado","muutjainen","nonword","nonword","nonword",NA
"brisgetti","vaiptäin","nonword","nonword","nonword",NA
"akkuunti","kunin","nonword","nonword","nonword",NA
"otö","huuden","nonword","nonword","nonword",NA
"paranneet","osoilanti","nonword","nonword","nonword",NA
"rcin","keään","nonword","nonword","nonword",NA
"sulmaastu","tunsuuntaa","nonword","nonword","nonword",NA
"sivilisaarencen","nokke","nonword","nonword","nonword",NA
"tervehkeet","rigrilli","nonword","nonword","nonword",NA
"lolla","poidioottiaali","nonword","nonword","nonword",NA
"työsnassa","kanköä","nonword","nonword","nonword",NA
"bufku","eväidi","nonword","nonword","nonword",NA
"sairion","insuuntaa","nonword","nonword","nonword",NA
"ontrauma","fistä","nonword","nonword","nonword",NA
"sotilaallirowitz","katoliloway","nonword","nonword","nonword",NA
"idioottematiikka","pacort","nonword","nonword","nonword",NA
"yksifalconen","yksifalconen","nonword","nonword","nonword",NA
"nourä","aisma","nonword","nonword","nonword",NA
"älreiästävä","laukiehto","nonword","nonword","nonword",NA
"lutias","kesäteen","nonword","nonword","nonword",NA
"valtaland","perävaurioit","nonword","nonword","nonword",NA
"christuntija","hyeen","nonword","nonword","nonword",NA
"yllätford","tistää","nonword","nonword","nonword",NA
"tymyk","oloanike","nonword","nonword","nonword",NA
"usneisto","sujen","nonword","nonword","nonword",NA
"fyysi","meästi","nonword","nonword","nonword",NA
"taidealicellari","dynne","nonword","nonword","nonword",NA
"arkkiabortti","pupeista","nonword","nonword","nonword",NA
"hirki","vanhak","nonword","nonword","nonword",NA
"lahjaktyyn","kaappaja","nonword","nonword","nonword",NA
"ririzzolinen","nähvi","nonword","nonword","nonword",NA
"kardiaseelli","ont","nonword","nonword","nonword",NA
"onrizzolinen","ulkopuopriscilla","nonword","nonword","nonword",NA
"keesti","teina","nonword","nonword","nonword",NA
"flote","setja","nonword","nonword","nonword",NA
"aiheutsin","valkoihois","nonword","nonword","nonword",NA
"ihminuut","suostarla","nonword","nonword","nonword",NA
"kolma","illem","nonword","nonword","nonword",NA
"artacoja","ioi","nonword","nonword","nonword",NA
"stohot","kohliitton","nonword","nonword","nonword",NA
"pisla","plia","nonword","nonword","nonword",NA
"nomuutti","ykdäänkö","nonword","nonword","nonword",NA
"voinsinen","vuosimeklavä","nonword","nonword","nonword",NA
"sparme","naviupeasti","nonword","nonword","nonword",NA
"raroittaa","selliinti","nonword","nonword","nonword",NA
"esthe","joili","nonword","nonword","nonword",NA
"juras","päätmälä","nonword","nonword","nonword",NA
"perusalexillaki","vikey","nonword","nonword","nonword",NA
"ilojentaa","martmu","nonword","nonword","nonword",NA
"kanoilla","manda","nonword","nonword","nonword",NA
"presituointi","syysher","nonword","nonword","nonword",NA
"maaillittävä","siessä","nonword","nonword","nonword",NA
"senttimo","niikkita","nonword","nonword","nonword",NA
"meleontninen","jaspontaa","nonword","nonword","nonword",NA
"ajanlari","puheennen","nonword","nonword","nonword",NA
"blackweloikeudenmukainen","lemppata","nonword","nonword","nonword",NA
"järjessicaamä","siken","nonword","nonword","nonword",NA
"pulan","kailut","nonword","nonword","nonword",NA
"moaseettori","auschwitzistavallinen","nonword","nonword","nonword",NA
"rilla","yhteisaloitta","nonword","nonword","nonword",NA
"hallisiin","epäiltyväinen","nonword","nonword","nonword",NA
"muuttaja","taerootti","nonword","nonword","nonword",NA
"pepeä","ninki","nonword","nonword","nonword",NA
"kuninroin","laistaja","nonword","nonword","nonword",NA
"useimmissaari","parabrunssi","nonword","nonword","nonword",NA
"lemkoo","marraspäin","nonword","nonword","nonword",NA
"munuh","sotidien","nonword","nonword","nonword",NA
"hansi","isompuva","nonword","nonword","nonword",NA
"ohfaa","ohepäihmisto","nonword","nonword","nonword",NA
