"hr_target","hr_cue","type","target_type","cue_type","hr_cosine"
"zahvaliti","solut","nonword","word","nonword",NA
"alarm","sofalet","nonword","word","nonword",NA
"uštedjeti","fleksiti","nonword","word","nonword",NA
"sudbina","ryjevanje","nonword","word","nonword",NA
"liječnik","špimeš","nonword","word","nonword",NA
"misterija","ukljujunaža","nonword","word","nonword",NA
"pištolj","spomeštaj","nonword","word","nonword",NA
"princ","eberman","nonword","word","nonword",NA
"mlad","pljačječiti","nonword","word","nonword",NA
"arogancija","obavšiti","nonword","word","nonword",NA
"kvaliteta","izvodion","nonword","word","nonword",NA
"hiv","lydijati","nonword","word","nonword",NA
"energija","priklo","nonword","word","nonword",NA
"mikrofon","smrdno","nonword","word","nonword",NA
"kreativnost","stadon","nonword","word","nonword",NA
"kofer","ljednice","nonword","word","nonword",NA
"pravda","staogladništvo","nonword","word","nonword",NA
"prodaja","stia","nonword","word","nonword",NA
"ormar","uvjeriji","nonword","word","nonword",NA
"dijete","stabiš","nonword","word","nonword",NA
"milost","gljiviti","nonword","word","nonword",NA
"čokolada","harći","nonword","word","nonword",NA
"kamion","prosjena","nonword","word","nonword",NA
"teorija","štud","nonword","word","nonword",NA
"šuma","yuo","nonword","word","nonword",NA
"suđenje","wool","nonword","word","nonword",NA
"prezime","wool","nonword","word","nonword",NA
"zajam","krivljeće","nonword","word","nonword",NA
"tri","ugroža","nonword","word","nonword",NA
"tjedan","stdis","nonword","word","nonword",NA
"snažno","uvjejelac","nonword","word","nonword",NA
"uobičajen","umišljenje","nonword","word","nonword",NA
"ratnik","znansnjak","nonword","word","nonword",NA
"alibi","prosdeni","nonword","word","nonword",NA
"hamburger","stumers","nonword","word","nonword",NA
"zahtjev","sttor","nonword","word","nonword",NA
"vuk","glazranje","nonword","word","nonword",NA
"diplomirati","utralnost","nonword","word","nonword",NA
"neočekivano","charriti","nonword","word","nonword",NA
"pomoć","suplanta","nonword","word","nonword",NA
"odgovarati","ird","nonword","word","nonword",NA
"ručnik","privbina","nonword","word","nonword",NA
"dolina","vernja","nonword","word","nonword",NA
"vjenčanje","suast","nonword","word","nonword",NA
"stražnjica","odjenjati","nonword","word","nonword",NA
"let","suigračćajan","nonword","word","nonword",NA
"sadržaj","suslastan","nonword","word","nonword",NA
"cvijet","suoran","nonword","word","nonword",NA
"soda","suosjenik","nonword","word","nonword",NA
"vijesti","hilljiv","nonword","word","nonword",NA
"zmija","sušti","nonword","word","nonword",NA
"knjiga","najza","nonword","word","nonword",NA
"kralj","invaziti","nonword","word","nonword",NA
"prodavati","svedas","nonword","word","nonword",NA
"muzej","molla","nonword","word","nonword",NA
"test","objašnjetina","nonword","word","nonword",NA
"čarobnjak","svjeare","nonword","word","nonword",NA
"eksplozija","svjeslatka","nonword","word","nonword",NA
"sklonište","zgrože","nonword","word","nonword",NA
"dostojan","imaha","nonword","word","nonword",NA
"osvježiti","taprinta","nonword","word","nonword",NA
"mornarica","sutna","nonword","word","nonword",NA
"suditi","dnevnica","nonword","word","nonword",NA
"proizvoditi","emisi","nonword","word","nonword",NA
"cipela","taoki","nonword","word","nonword",NA
"kravata","proma","nonword","word","nonword",NA
"povratak","tavim","nonword","word","nonword",NA
"romantičan","zenta","nonword","word","nonword",NA
"zub","okrunički","nonword","word","nonword",NA
"intiman","izvoljnologija","nonword","word","nonword",NA
"nesposoban","hikst","nonword","word","nonword",NA
"obrok","teljemći","nonword","word","nonword",NA
"ugodan","telenoks","nonword","word","nonword",NA
"loše","telemjer","nonword","word","nonword",NA
"miris","teur","nonword","word","nonword",NA
"goli","terapištolj","nonword","word","nonword",NA
"vojni","termiting","nonword","word","nonword",NA
"opremiti","graystovaža","nonword","word","nonword",NA
"nagrada","telić","nonword","word","nonword",NA
"gluh","teljetna","nonword","word","nonword",NA
"zvijezda","tijedins","nonword","word","nonword",NA
"centimetar","tinejkowalski","nonword","word","nonword",NA
"glumac","tipionir","nonword","word","nonword",NA
"naglasak","tiokreću","nonword","word","nonword",NA
"vjera","sjetnina","nonword","word","nonword",NA
"lizati","suska","nonword","word","nonword",NA
"neodgovoran","krumpiti","nonword","word","nonword",NA
"mehanički","tokretna","nonword","word","nonword",NA
"žena","togos","nonword","word","nonword",NA
"neuspjeh","togos","nonword","word","nonword",NA
"pomoćnik","tokrat","nonword","word","nonword",NA
"cirkus","togr","nonword","word","nonword",NA
"ustav","trei","nonword","word","nonword",NA
"tanjur","nasži","nonword","word","nonword",NA
"jakna","trony","nonword","word","nonword",NA
"svinja","trčavost","nonword","word","nonword",NA
"užasno","njući","nonword","word","nonword",NA
"fotograf","treriš","nonword","word","nonword",NA
"opcija","treovisno","nonword","word","nonword",NA
"realan","trgoškoljki","nonword","word","nonword",NA
"demokracija","luik","nonword","word","nonword",NA
"ogledalo","troade","nonword","word","nonword",NA
"negativan","tutac","nonword","word","nonword",NA
"vanjski","turom","nonword","word","nonword",NA
"suosjećanje","turfus","nonword","word","nonword",NA
"masaža","ješ","nonword","word","nonword",NA
"vampir","turio","nonword","word","nonword",NA
"rijetko","obuznica","nonword","word","nonword",NA
"informator","llrd","nonword","word","nonword",NA
"dragulj","tvrdotilj","nonword","word","nonword",NA
"reaktor","u roty","nonword","word","nonword",NA
"potvrditi","privjica","nonword","word","nonword",NA
"procjena","udaljeskom","nonword","word","nonword",NA
"agencija","skonno","nonword","word","nonword",NA
"biološki","objavica","nonword","word","nonword",NA
"jučer","ughing","nonword","word","nonword",NA
"utrka","ughing","nonword","word","nonword",NA
"spavaća soba","alavor","nonword","word","nonword",NA
"tepih","knak","nonword","word","nonword",NA
"ventilacija","skripti","nonword","word","nonword",NA
"zona","govpan","nonword","word","nonword",NA
"svjetlo","mous","nonword","word","nonword",NA
"elegantan","tucsan","nonword","word","nonword",NA
"razvoj","sjetnica","nonword","word","nonword",NA
"odsutnost","zracnuti","nonword","word","nonword",NA
"definicija","umjetske","nonword","word","nonword",NA
"uhićenje","ljantnost","nonword","word","nonword",NA
"vic","matran","nonword","word","nonword",NA
"zviždati","pansi","nonword","word","nonword",NA
"dolar","oružčiti","nonword","word","nonword",NA
"želja","unnn","nonword","word","nonword",NA
"ulaz","unuocjenji","nonword","word","nonword",NA
"ples","strešiti","nonword","word","nonword",NA
"dati","upozoreograf","nonword","word","nonword",NA
"nepravedan","upozoreograf","nonword","word","nonword",NA
"funkcionalan","kratva","nonword","word","nonword",NA
"samostan","umjetljanje","nonword","word","nonword",NA
"sjeverno","umjetljati","nonword","word","nonword",NA
"galaksija","uranja","nonword","word","nonword",NA
"ulica","vahne","nonword","word","nonword",NA
"boca","usener","nonword","word","nonword",NA
"mikroskop","usvas","nonword","word","nonword",NA
"predložiti","uspovjestti","nonword","word","nonword",NA
"senator","alexandotočenost","nonword","word","nonword",NA
"zatvoriti","razta","nonword","word","nonword",NA
"zločin","utjejen","nonword","word","nonword",NA
"znanost","spripiti","nonword","word","nonword",NA
"pljačka","ovisda","nonword","word","nonword",NA
"novine","ofas","nonword","word","nonword",NA
"legalan","donsan","nonword","word","nonword",NA
"stanica","uzbuddyja","nonword","word","nonword",NA
"pisac","rekvo","nonword","word","nonword",NA
"mačka","vaonalna","nonword","word","nonword",NA
"halucinacija","ryn","nonword","word","nonword",NA
"stav","ryn","nonword","word","nonword",NA
"ubrizgavanje","vaziš","nonword","word","nonword",NA
"ometati","juć","nonword","word","nonword",NA
"gram","veotvara","nonword","word","nonword",NA
"četvero","vevoljna","nonword","word","nonword",NA
"trokut","veleposlansfreyja","nonword","word","nonword",NA
"lijevo","veličanssburg","nonword","word","nonword",NA
"mašina","velisbethtvo","nonword","word","nonword",NA
"nesreća","vestvarčina","nonword","word","nonword",NA
"vrag","vecas","nonword","word","nonword",NA
"važno","morna","nonword","word","nonword",NA
"rupa","venbon","nonword","word","nonword",NA
"profesionalni","vezaklju","nonword","word","nonword",NA
"dokaz","viprosti","nonword","word","nonword",NA
"pritisak","ekono","nonword","word","nonword",NA
"talenat","vioce","nonword","word","nonword",NA
"financiranje","vizor","nonword","word","nonword",NA
"morfin","smočni","nonword","word","nonword",NA
"ikad","triran","nonword","word","nonword",NA
"pilula","sretnost","nonword","word","nonword",NA
"podne","vjerojatstvom","nonword","word","nonword",NA
"torta","boljšanje","nonword","word","nonword",NA
"smeće","vjezom","nonword","word","nonword",NA
"nogomet","upravverica","nonword","word","nonword",NA
"djevojčice","lmak","nonword","word","nonword",NA
"odvratan","uhast","nonword","word","nonword",NA
"rečenica","krunik","nonword","word","nonword",NA
"plaća","voskitter","nonword","word","nonword",NA
"venera","voprošlo","nonword","word","nonword",NA
"brak","voljanti","nonword","word","nonword",NA
"jeftino","ych","nonword","word","nonword",NA
"ručak","vrijevrej","nonword","word","nonword",NA
"crtati","vrijedljiv","nonword","word","nonword",NA
"amerika","wainwriggton","nonword","word","nonword",NA
"četvrtina","dh","nonword","word","nonword",NA
"vilica","upuba","nonword","word","nonword",NA
"dvorac","odjeljboraviti","nonword","word","nonword",NA
"salata","zabrastvo","nonword","word","nonword",NA
"uvjerljiv","zabriljan","nonword","word","nonword",NA
"visok","zaključnuti","nonword","word","nonword",NA
"uspjeti","zadanjem","nonword","word","nonword",NA
"se dogoditi","zadovostvom","nonword","word","nonword",NA
"tamo","zadoiazimstvo","nonword","word","nonword",NA
"aktivirati","uniątitijevajte","nonword","word","nonword",NA
"epidemija","zahvatelj","nonword","word","nonword",NA
"plastika","zaštitčak","nonword","word","nonword",NA
"vlada","zaokončan","nonword","word","nonword",NA
"površinski","zanel","nonword","word","nonword",NA
"bojno polje","zalazak suessing","nonword","word","nonword",NA
"epizoda","zanley","nonword","word","nonword",NA
"motel","zalohing","nonword","word","nonword",NA
"topništvo","zamijeremyjati","nonword","word","nonword",NA
"mjerač vremena","dinka","nonword","word","nonword",NA
"izvanredan","zagri","nonword","word","nonword",NA
"obala","zapoupravnik","nonword","word","nonword",NA
"obavijestiti","zaljevvo","nonword","word","nonword",NA
"književnost","zanjačka","nonword","word","nonword",NA
"riba","zapuford","nonword","word","nonword",NA
"bar","zaseld","nonword","word","nonword",NA
"pismo","ukljulužiti","nonword","word","nonword",NA
"nos","predtava","nonword","word","nonword",NA
"naranča","zainvestiti","nonword","word","nonword",NA
"rano","odjeljtrašujući","nonword","word","nonword",NA
"činiti","zaštitra","nonword","word","nonword",NA
"brod","partvati","nonword","word","nonword",NA
"odmor","oduzla","nonword","word","nonword",NA
"zaključati","cnrav","nonword","word","nonword",NA
"ožiljak","zdravjom","nonword","word","nonword",NA
"garaža","drušvo","nonword","word","nonword",NA
"prsa","prokleni","nonword","word","nonword",NA
"manipulirati","ženos","nonword","word","nonword",NA
"ubrzati","žeobrazo","nonword","word","nonword",NA
"profesor","ulalja","nonword","word","nonword",NA
"istraga","uvjeljište","nonword","word","nonword",NA
"znanje","yed","nonword","word","nonword",NA
"prosinac","inventarica","nonword","word","nonword",NA
"zapamtiti","rav","nonword","word","nonword",NA
"poslovanje","židen","nonword","word","nonword",NA
"cijena","rantan","nonword","word","nonword",NA
"sila","usaca","nonword","word","nonword",NA
"financiranje","èno","nonword","word","nonword",NA
"visina","sfaj","nonword","word","nonword",NA
"pronaći","prinčenje","nonword","word","nonword",NA
"ciničan","ludbi","nonword","word","nonword",NA
"štrajk","zoološkiuštiš","nonword","word","nonword",NA
"rođendan","zrth","nonword","word","nonword",NA
"paket","žrkog","nonword","word","nonword",NA
"sjediti","zviria","nonword","word","nonword",NA
"školac","praćljenje","nonword","nonword","nonword",NA
"šižar","osmipun","nonword","nonword","nonword",NA
"razuoprosti","dnevnica","nonword","nonword","nonword",NA
"loljetti","tovljev","nonword","nonword","nonword",NA
"boidenti","umigo","nonword","nonword","nonword",NA
"jastrada","gljivilo","nonword","nonword","nonword",NA
"negatikrist","hokon","nonword","nonword","nonword",NA
"iso","veotvara","nonword","nonword","nonword",NA
"leprosti","wyat","nonword","nonword","nonword",NA
"račjom","mamta","nonword","nonword","nonword",NA
"nasvjeti","prinčenje","nonword","nonword","nonword",NA
"pržman","oružčiti","nonword","nonword","nonword",NA
"trajnost","guglasnik","nonword","nonword","nonword",NA
"kravljeti","izvoljnologija","nonword","nonword","nonword",NA
"zaskriva","senoci","nonword","nonword","nonword",NA
"dosen","powella osoba","nonword","nonword","nonword",NA
"čeota","ljajtein","nonword","nonword","nonword",NA
"propovisburg","matič","nonword","nonword","nonword",NA
"upravrovati","uhoža","nonword","nonword","nonword",NA
"nalka","znansnjak","nonword","nonword","nonword",NA
"gunčan","mošeš","nonword","nonword","nonword",NA
"skandati","savje","nonword","nonword","nonword",NA
"talen","zaštitčak","nonword","nonword","nonword",NA
"nescotta","izljednik","nonword","nonword","nonword",NA
"račuugrizlo","zoološkiuštiš","nonword","nonword","nonword",NA
"urrač","disfunktija","nonword","nonword","nonword",NA
"koautorrati","elekljak","nonword","nonword","nonword",NA
"alexanporacija","bespomoonlig","nonword","nonword","nonword",NA
"polzvući","podobjasnica","nonword","nonword","nonword",NA
"jedinsmond","inžeglih","nonword","nonword","nonword",NA
"kugea","koidenti","nonword","nonword","nonword",NA
"intuotrovja","umjetljanje","nonword","nonword","nonword",NA
"opspletkati","najza","nonword","nonword","nonword",NA
"ern","upravgućiti","nonword","nonword","nonword",NA
"edati","vaziš","nonword","nonword","nonword",NA
"uvjeletva","stdis","nonword","nonword","nonword",NA
"zaigraščati","trž","nonword","nonword","nonword",NA
"ryjevati","prlary","nonword","nonword","nonword",NA
"konsukupno","zaštitra","nonword","nonword","nonword",NA
"dveza","uvjetnica","nonword","nonword","nonword",NA
"zaspa","učinzija","nonword","nonword","nonword",NA
"odjefica","zrth","nonword","nonword","nonword",NA
"točtav","rovia","nonword","nonword","nonword",NA
"usslasti","alkovist","nonword","nonword","nonword",NA
"kljunac","spusto","nonword","nonword","nonword",NA
"sigur","stia","nonword","nonword","nonword",NA
"ruper","najmljen","nonword","nonword","nonword",NA
"njali","relatikrist","nonword","nonword","nonword",NA
"emadje","špimeš","nonword","nonword","nonword",NA
"persuniątitiva","donsan","nonword","nonword","nonword",NA
"stvarcionalan","beskotlandtan","nonword","nonword","nonword",NA
"vidva","partvati","nonword","nonword","nonword",NA
"hinson","guban","nonword","nonword","nonword",NA
"poduupravnik","modebelj","nonword","nonword","nonword",NA
"proljat","kabiotik","nonword","nonword","nonword",NA
"džebi","kafolk","nonword","nonword","nonword",NA
"oskudtualno","dolament","nonword","nonword","nonword",NA
"strogeti","entuzijafreyja","nonword","nonword","nonword",NA
"brewstegija","ašt","nonword","nonword","nonword",NA
"lieta","mupio","nonword","nonword","nonword",NA
"lubaškog","naobrascanje","nonword","nonword","nonword",NA
"batatlea","eksperistvom","nonword","nonword","nonword",NA
"eleklzvini","prošnuti","nonword","nonword","nonword",NA
"truporni","klaice","nonword","nonword","nonword",NA
"pogad","bioska","nonword","nonword","nonword",NA
"pjeđim","nesklada","nonword","nonword","nonword",NA
"rodiljiv","imautopsivan","nonword","nonword","nonword",NA
"bijenjen","klađi","nonword","nonword","nonword",NA
"autoberi","usvas","nonword","nonword","nonword",NA
"glasaobra","divitiebird","nonword","nonword","nonword",NA
"riski","pisom","nonword","nonword","nonword",NA
"suigračćanje","ent","nonword","nonword","nonword",NA
"svijedjen","anz","nonword","nonword","nonword",NA
"koatlantiti","potoswalda","nonword","nonword","nonword",NA
"vasti","knjibeno","nonword","nonword","nonword",NA
"odlučskom","konosilj","nonword","nonword","nonword",NA
"instasyjacija","osvetojan","nonword","nonword","nonword",NA
"loovisni","eduma","nonword","nonword","nonword",NA
"predglasnik","predtava","nonword","nonword","nonword",NA
"spra","gonza","nonword","nonword","nonword",NA
"proma","velisbethtvo","nonword","nonword","nonword",NA
"ljuzja","obilanjoj","nonword","nonword","nonword",NA
"mokao","zalohing","nonword","nonword","nonword",NA
"branzoda","karijetlost","nonword","nonword","nonword",NA
"atlangavanje","teur","nonword","nonword","nonword",NA
"pješnika","risse","nonword","nonword","nonword",NA
"objasjediti","ponedjestvom","nonword","nonword","nonword",NA
"dietrichmirati","islik","nonword","nonword","nonword",NA
"edwardavanje","galeblancja","nonword","nonword","nonword",NA
"snajzom","doves","nonword","nonword","nonword",NA
"cigaplaysta","milookingđe","nonword","nonword","nonword",NA
"pospektak","treovisno","nonword","nonword","nonword",NA
"mrgu","teljemći","nonword","nonword","nonword",NA
"nesposostvom","patez","nonword","nonword","nonword",NA
"teću","rodja","nonword","nonword","nonword",NA
"vjestiti","imperijafreyja","nonword","nonword","nonword",NA
"prosieura","rost","nonword","nonword","nonword",NA
"povrsportski","moľd","nonword","nonword","nonword",NA
"alexanfesionalni","alj","nonword","nonword","nonword",NA
"plantati","knak","nonword","nonword","nonword",NA
"namjesda","čouskače","nonword","nonword","nonword",NA
"cvjetnarica","unuocjenji","nonword","nonword","nonword",NA
"goovakvo","prisšati","nonword","nonword","nonword",NA
"upravdočanstvo","prediolog","nonword","nonword","nonword",NA
"namjesda","stumers","nonword","nonword","nonword",NA
"umjetniranje","zainvestiti","nonword","nonword","nonword",NA
"pojediamond","raket","nonword","nonword","nonword",NA
"adriništvo","sertoj","nonword","nonword","nonword",NA
"kruplica","dukey","nonword","nonword","nonword",NA
"upidrom","lewickinuti","nonword","nonword","nonword",NA
"voiza","zerski","nonword","nonword","nonword",NA
"umra","muham","nonword","nonword","nonword",NA
"idenvati","populastvom","nonword","nonword","nonword",NA
"mubog","utakmila","nonword","nonword","nonword",NA
"uniątitivirati","bratpir","nonword","nonword","nonword",NA
"nepoztvom","ild","nonword","nonword","nonword",NA
"listvarčiti","zabriljan","nonword","nonword","nonword",NA
"zaključriti","boant","nonword","nonword","nonword",NA
"fišljoki","lepceu","nonword","nonword","nonword",NA
"udarditi","seford","nonword","nonword","nonword",NA
"bolim","ukljuđevina","nonword","nonword","nonword",NA
"ljeno","uvjejelac","nonword","nonword","nonword",NA
"koiikono","cenzu","nonword","nonword","nonword",NA
"pothonyjaditi","prisutskom","nonword","nonword","nonword",NA
"ješit","oprezna osoba","nonword","nonword","nonword",NA
"scrantojanstvo","menazvat","nonword","nonword","nonword",NA
"uzbuljao","naditers","nonword","nonword","nonword",NA
"bijka","pokre","nonword","nonword","nonword",NA
"ogranati","polzvući","nonword","nonword","nonword",NA
"polisburyki","pobiljno","nonword","nonword","nonword",NA
"eureman","smisštanje","nonword","nonword","nonword",NA
"pritinjih","orm","nonword","nonword","nonword",NA
"yor","okitor","nonword","nonword","nonword",NA
"radske","kurba","nonword","nonword","nonword",NA
"izragraysonati","èno","nonword","nonword","nonword",NA
"markenjaj","upuba","nonword","nonword","nonword",NA
"utjebalno","vecas","nonword","nonword","nonword",NA
"piidenti","prožva","nonword","nonword","nonword",NA
"penja","klrač","nonword","nonword","nonword",NA
"prvos","napresti","nonword","nonword","nonword",NA
"migra","čvrera","nonword","nonword","nonword",NA
"okafg","nezakostvom","nonword","nonword","nonword",NA
"triran","ponedjet","nonword","nonword","nonword",NA
"zlojač","neconstan","nonword","nonword","nonword",NA
"orbiljež","angadrim","nonword","nonword","nonword",NA
"piopold","enumatski","nonword","nonword","nonword",NA
"ljivcija","icd","nonword","nonword","nonword",NA
"matment","privbina","nonword","nonword","nonword",NA
"terva","sklotalan","nonword","nonword","nonword",NA
"uprotoran","xom","nonword","nonword","nonword",NA
"dragraw","bebb","nonword","nonword","nonword",NA
"skretica","telenoks","nonword","nonword","nonword",NA
"tigrizla","potencisburg","nonword","nonword","nonword",NA
"umivaglom","tipionir","nonword","nonword","nonword",NA
"ugledaja","kaca","nonword","nonword","nonword",NA
"hamburstvo","paranostvom","nonword","nonword","nonword",NA
"ukljuterija","objašnjetina","nonword","nonword","nonword",NA
"đenda","svedas","nonword","nonword","nonword",NA
"svićaš","polipljačka","nonword","nonword","nonword",NA
"lizaklju","vioce","nonword","nonword","nonword",NA
"privjica","yed","nonword","nonword","nonword",NA
"razjasta","sretneta","nonword","nonword","nonword",NA
"zgnjeka","gočaš","nonword","nonword","nonword",NA
"ovonost","orbraltar","nonword","nonword","nonword",NA
"privbina","ranjemti","nonword","nonword","nonword",NA
"politikrist","umjetljati","nonword","nonword","nonword",NA
"odogladnje","rekto","nonword","nonword","nonword",NA
"strešiti","anomantno","nonword","nonword","nonword",NA
"mođem","trei","nonword","nonword","nonword",NA
"hw","njona","nonword","nonword","nonword",NA
"ukljužavati","tloga","nonword","nonword","nonword",NA
"besdan","dodra","nonword","nonword","nonword",NA
"obaviuniątititi","alexanmijeniti","nonword","nonword","nonword",NA
"djelookingran","poboljda","nonword","nonword","nonword",NA
"limuziegler","eberman","nonword","nonword","nonword",NA
"brotelj","ofas","nonword","nonword","nonword",NA
"stvogunac","kuprosti","nonword","nonword","nonword",NA
"pljačžanica","vjeđa","nonword","nonword","nonword",NA
"mehaskellki","tdan","nonword","nonword","nonword",NA
"pretpiti","strašlucija","nonword","nonword","nonword",NA
"opso","alexandotočenost","nonword","nonword","nonword",NA
"anaska","gresa","nonword","nonword","nonword",NA
"matra","tokretna","nonword","nonword","nonword",NA
"odlament","nidba","nonword","nonword","nonword",NA
"arhicolm","pečin","nonword","nonword","nonword",NA
"ugrozija","naslo","nonword","nonword","nonword",NA
"urce","cargi","nonword","nonword","nonword",NA
"etičničan","priželjba","nonword","nonword","nonword",NA
"povea","bijevrej","nonword","nonword","nonword",NA
"klineya","whent","nonword","nonword","nonword",NA
"lanma","svjeslatka","nonword","nonword","nonword",NA
"oboza","alexanvilegija","nonword","nonword","nonword",NA
"rhk","juć","nonword","nonword","nonword",NA
"služčani","gocje","nonword","nonword","nonword",NA
"sokretni","osvetojan","nonword","nonword","nonword",NA
"pasjekla","uranja","nonword","nonword","nonword",NA
"uvjenika","ugribijka","nonword","nonword","nonword",NA
"botnje","resfunkcija","nonword","nonword","nonword",NA
"ćulad","odaspusti","nonword","nonword","nonword",NA
"odredcija","tokrat","nonword","nonword","nonword",NA
"srmund","kotrebno","nonword","nonword","nonword",NA
"panto","spomeštaj","nonword","nonword","nonword",NA
"kejja","fiadvoka","nonword","nonword","nonword",NA
"dvosob","ukljulitičar","nonword","nonword","nonword",NA
"skantan","uvježna mora","nonword","nonword","nonword",NA
"saspretan","prodaljem","nonword","nonword","nonword",NA
"beso","umjetnijeti","nonword","nonword","nonword",NA
"saodrastaža","ručiš","nonword","nonword","nonword",NA
"proučitelj, nastavnik, profesor","muškarti","nonword","nonword","nonword",NA
"morlet","poubrizgala","nonword","nonword","nonword",NA
"peket","upravverica","nonword","nonword","nonword",NA
"eveti","spripiti","nonword","nonword","nonword",NA
"enn","maritelj","nonword","nonword","nonword",NA
"tutnja","sičaš","nonword","nonword","nonword",NA
"smjeviti","kaliamom","nonword","nonword","nonword",NA
"atmoonligra","odjač","nonword","nonword","nonword",NA
"deokrivljeće","bezum","nonword","nonword","nonword",NA
"zastrašnica","leip","nonword","nonword","nonword",NA
"poiožajšiti","osamtruko","nonword","nonword","nonword",NA
"šampasist","okružjetanje","nonword","nonword","nonword",NA
"jednostakoðer","razjasta","nonword","nonword","nonword",NA
"svjepre","lop","nonword","nonword","nonword",NA
"zaključreno","konvett","nonword","nonword","nonword",NA
"perimeadows","ismnoštvo","nonword","nonword","nonword",NA
"bezvrijetlost","nićeš","nonword","nonword","nonword",NA
"gljiviti","smje","nonword","nonword","nonword",NA
"proitlin","polid","nonword","nonword","nonword",NA
"slasiš","raautentički","nonword","nonword","nonword",NA
"vonya","poola","nonword","nonword","nonword",NA
"pouser","poučinko","nonword","nonword","nonword",NA
"omrajk","unuliš","nonword","nonword","nonword",NA
"dovostvu","utjejen","nonword","nonword","nonword",NA
"osvećica","izvodilo","nonword","nonword","nonword",NA
"claytoski","izvodion","nonword","nonword","nonword",NA
"komca","ulalja","nonword","nonword","nonword",NA
"sjedniti","dvjesloženje","nonword","nonword","nonword",NA
"osvada","čeidenti","nonword","nonword","nonword",NA
"juc","robal","nonword","nonword","nonword",NA
"kouna","roilu","nonword","nonword","nonword",NA
"božansonar","zlovo","nonword","nonword","nonword",NA
"vrijenjih","obožiljcija","nonword","nonword","nonword",NA
"kapenješ","čuoj","nonword","nonword","nonword",NA
"uvježiti","razot","nonword","nonword","nonword",NA
"puvjednik","jsi","nonword","nonword","nonword",NA
"pretpina","kalennyja","nonword","nonword","nonword",NA
"izutroba","drða","nonword","nonword","nonword",NA
"zulta","bašje","nonword","nonword","nonword",NA
"spusčica","tutac","nonword","nonword","nonword",NA
"morneu","trebi","nonword","nonword","nonword",NA
"poglednik","yuo","nonword","nonword","nonword",NA
"srepoj","solut","nonword","nonword","nonword",NA
"kajga","fotoapastvom","nonword","nonword","nonword",NA
"vojvo","vrijedljiv","nonword","nonword","nonword",NA
"svonji","lmak","nonword","nonword","nonword",NA
"denti","pjebio","nonword","nonword","nonword",NA
"sigurskom","odjenjati","nonword","nonword","nonword",NA
"ukljuracija","radistrelca","nonword","nonword","nonword",NA
"gladlje","uključuvati","nonword","nonword","nonword",NA
"stađem","privjica","nonword","nonword","nonword",NA
"grizlati","podrulost","nonword","nonword","nonword",NA
"bitta","keeji","nonword","nonword","nonword",NA
"ototon","mitet","nonword","nonword","nonword",NA
"samouvjerefreyja","togos","nonword","nonword","nonword",NA
"privgantan","ulk","nonword","nonword","nonword",NA
"kr","nadležskom","nonword","nonword","nonword",NA
"marne","balla","nonword","nonword","nonword",NA
"browninlucinacija","slah","nonword","nonword","nonword",NA
"eusida","asdjeljnaut","nonword","nonword","nonword",NA
"zvjezdavati","netha","nonword","nonword","nonword",NA
"ulrl","ljubomonique","nonword","nonword","nonword",NA
"doonu","operaumjetni","nonword","nonword","nonword",NA
"postutrom","biprivla","nonword","nonword","nonword",NA
"pokutvom","bubach","nonword","nonword","nonword",NA
"pibri","uvjeriji","nonword","nonword","nonword",NA
"dokuglom","čotler","nonword","nonword","nonword",NA
"atlantirati","pravezist","nonword","nonword","nonword",NA
"haonalna","suska","nonword","nonword","nonword",NA
"kasla","iós","nonword","nonword","nonword",NA
"nastvara","stratati","nonword","nonword","nonword",NA
"kardji","proljetđač","nonword","nonword","nonword",NA
"laam","može bsvest","nonword","nonword","nonword",NA
"ristriko","voyacija","nonword","nonword","nonword",NA
"milisbethdi","udus","nonword","nonword","nonword",NA
"zavrinvesti","ych","nonword","nonword","nonword",NA
"umjetliteta","urf","nonword","nonword","nonword",NA
"uniątitilacija","arseling","nonword","nonword","nonword",NA
"brnat","povjedci","nonword","nonword","nonword",NA
"soarm","monshija","nonword","nonword","nonword",NA
"razupravljati","filouisvilfija","nonword","nonword","nonword",NA
"odspontan","fleksa","nonword","nonword","nonword",NA
"kho","kilomessing","nonword","nonword","nonword",NA
"puje","churdje","nonword","nonword","nonword",NA
"kamitelj","duhonjak","nonword","nonword","nonword",NA
"okbas","otkrivecraft","nonword","nonword","nonword",NA
"lutnjen","ryjevanje","nonword","nonword","nonword",NA
"svina","gnjezdoženja","nonword","nonword","nonword",NA
"prolest","darna","nonword","nonword","nonword",NA
"trosni","togos","nonword","nonword","nonword",NA
"pogrenjom","puinvestina","nonword","nonword","nonword",NA
"osvajava","odgri","nonword","nonword","nonword",NA
"rer","poljuvjek","nonword","nonword","nonword",NA
"odjeljdonačelnik","trčavost","nonword","nonword","nonword",NA
"mićom","zaokončan","nonword","nonword","nonword",NA
"inston","privljati","nonword","nonword","nonword",NA
"prmy","otnus","nonword","nonword","nonword",NA
"tehni","utakmiti","nonword","nonword","nonword",NA
"uhvaževnost","alavor","nonword","nonword","nonword",NA
"bogatnjen","renjemter","nonword","nonword","nonword",NA
"izvođestvom","nemoodvešće","nonword","nonword","nonword",NA
"izdju","ekshvil","nonword","nonword","nonword",NA
"raymonplodirati","pokainvesti","nonword","nonword","nonword",NA
"detekljač","natvoj","nonword","nonword","nonword",NA
"razdobkins","idž","nonword","nonword","nonword",NA
