pairID,word1,word2,POS,similarity,association,n_sim,n_asso,JWSAN_1400
p1495,前日,宿題,1,0.71,2.72,140,130,1
p1496,前日,狙い,1,0.65,1.47,160,170,1
p1497,前半,後書き,1,0.84,2.41,190,140,0
p1498,善意,恩恵,1,2.13,3.44,160,150,1
p1499,全米,暴動,1,0.79,2.21,160,150,0
p1500,全米,略奪,1,0.59,1.63,160,150,0
p1501,措置,方策,1,2.9,3.74,190,140,1
p1502,狙い,目当て,1,4.03,4.37,180,150,1
p1503,疎開,運行,1,0.81,1.8,180,130,0
p1504,祖先,祭祀,1,1.48,3.61,170,140,1
p1505,祖先,集積,1,0.78,1.74,150,140,0
p1506,素人,野球,1,0.67,2.39,190,140,1
p1507,素朴,懐疑,1,1.02,1.68,180,130,0
p1508,組み立て,輸出,1,0.86,2.43,160,100,0
p1509,組織,結成,1,2.52,4.09,180,140,1
p1510,組織,編成,1,3.07,4.25,170,130,1
p1511,阻止,障害,1,2.22,3.49,180,160,1
p1512,創作,芝居,1,2.38,4.09,160,120,1
p1513,創始,結成,1,2.62,3.5,170,150,1
p1514,創造,生成,1,3.01,3.88,160,100,1
p1515,創立,施設,1,1.09,3.26,160,150,1
p1516,創立,設置,1,2.74,3.82,180,130,1
p1517,創立,編成,1,1.73,2.68,130,150,1
p1518,双子,星座,1,1.75,3.85,170,150,1
p1519,倉庫,店舗,1,1.66,3.77,160,150,1
p1520,喪失,変身,1,0.85,2.22,160,120,0
p1521,捜査,検察,1,2.57,4.35,180,140,1
p1522,捜査,調べ,1,4.2,4.81,170,150,1
p1523,掃除,洗濯,1,2.52,4.47,160,150,1
p1524,挿し絵,映像,1,2.02,3.26,170,150,0
p1525,挿入,掲載,1,1.46,2.8,170,130,1
p1526,操縦,機体,1,1.3,4.25,160,150,1
p1527,争い,戦闘,1,4.35,4.99,190,140,1
p1528,相関,高度,1,0.91,2.14,150,140,0
p1529,相手,殿下,1,1.34,2.27,130,150,1
p1530,相場,家賃,1,1.54,3.67,170,150,1
p1531,相場,寸法,1,1.24,2,130,150,1
p1532,相性,見掛け,1,1.09,2.53,150,140,0
p1533,相対,水辺,1,0.64,1.71,170,140,0
p1534,窓口,本棚,1,0.59,1.81,180,150,0
p1535,総括,派手,1,0.64,1.28,140,130,0
p1536,総裁,指名,1,1.18,3.28,170,160,1
p1537,草原,妖精,1,0.92,2.23,130,150,0
p1538,荘園,百合,1,1.11,2.5,180,150,0
p1539,装置,設備,1,3.78,4.26,170,150,1
p1540,騒動,考え,1,0.77,2.2,170,150,0
p1541,増加,引き上げ,1,2.84,3.72,160,120,1
p1542,増加,蓄積,1,3.01,4.11,180,160,1
p1543,増殖,拡大,1,3.22,4.08,180,150,1
p1544,増殖,集積,1,1.96,2.75,130,150,1
p1545,増殖,複製,1,2.24,3.54,190,140,1
p1546,増大,拡張,1,4.03,4.55,160,150,1
p1547,増大,蓄積,1,2.34,3.62,170,140,1
p1548,増大,膨張,1,3.81,4.48,160,170,1
p1549,贈り物,靴下,1,0.73,2.98,160,150,1
p1550,贈与,銃口,1,0.46,0.93,180,140,0
p1551,造船,上手,1,0.58,1.69,170,150,0
p1552,促進,育成,1,2.17,3.66,170,140,1
p1553,促進,奨励,1,3.09,3.98,160,100,1
p1554,束縛,限定,1,2.11,3.18,180,130,1
p1555,足元,寝台,1,0.84,1.88,160,120,0
p1556,足跡,糖尿,1,0.46,1.13,170,160,1
p1557,尊敬,賛美,1,3.16,3.95,160,100,1
p1558,尊厳,余暇,1,0.72,1.66,170,130,0
p1559,村人,休日,1,0.44,1.39,180,150,1
p1560,太陽,電池,1,1.26,3.9,170,150,1
p1561,堕落,尺度,1,0.62,1.31,160,150,0
p1562,妥協,産物,1,0.91,2.09,160,150,0
p1563,打撃,投手,1,1.14,3.94,160,170,1
p1564,体格,身形,1,3.83,4.31,160,150,0
p1565,体系,編成,1,2.89,3.53,160,150,1
p1566,体重,身長,1,1.52,4.24,140,130,1
p1567,体制,編成,1,2.88,3.74,170,160,1
p1568,対抗,闘争,1,3.25,4.09,160,170,1
p1569,対策,措置,1,3.51,4.25,170,130,1
p1570,対称,少年,1,0.6,1.44,160,120,0
p1571,対立,葛藤,1,2.35,3.45,130,150,1
p1572,対話,外科,1,0.68,2.08,170,140,0
p1573,待遇,扱い,1,4.03,4.57,150,150,1
p1574,態度,言動,1,2.65,4.1,190,140,1
p1575,態度,行儀,1,3.58,4.47,170,150,1
p1576,態度,行動,1,2.6,4.18,140,130,1
p1577,態度,振る舞い,1,4.14,4.64,190,140,1
p1578,替え,異動,1,2.98,3.81,170,130,1
p1579,退屈,単調,1,3.14,4.06,160,150,1
p1580,退治,駆逐,1,4.04,4.31,160,150,1
p1581,代金,時価,1,2.64,3.86,180,140,1
p1582,代金,払い,1,3.05,4.69,140,130,1
p1583,代償,手当て,1,1.91,3.06,190,140,1
p1584,代替,遣り取り,1,1.32,2.4,170,140,1
p1585,代替,選択,1,1.6,3.03,170,130,1
p1586,代表,標本,1,1.27,2.19,180,130,0
p1587,代物,替え,1,3.55,4.1,180,130,1
p1588,台風,皮膚,1,0.4,0.83,160,150,1
p1589,大気,区画,1,0.74,1.4,180,130,0
p1590,大工,刃物,1,1.37,3.64,180,140,1
p1591,大根,心理,1,0.43,0.97,180,150,1
p1592,大衆,征服,1,0.82,2.22,160,100,0
p1593,大将,乳房,1,0.5,0.85,140,130,0
p1594,大人,象徴,1,0.85,1.99,170,130,1
p1595,大人,身振り,1,0.91,2.74,160,120,1
p1596,大戦,要件,1,0.77,1.59,160,170,1
p1597,大物,陽気,1,0.94,2.08,140,130,0
p1598,大砲,高台,1,0.95,3.25,150,150,1
p1599,達成,数値,1,1.46,3.75,170,130,1
p1600,脱出,逃亡,1,3.95,4.77,170,160,1
p1601,担保,神父,1,0.48,1.12,160,100,1
p1602,探検,発信,1,1.11,2.28,160,150,1
p1603,探索,検察,1,2.19,3.25,160,170,1
p1604,探索,調べ,1,4.42,4.63,160,150,1
p1605,短編,男爵,1,0.34,1.07,160,150,0
p1606,弾み,音色,1,1.45,2.82,130,150,0
p1607,断定,花瓶,1,0.57,1.03,170,160,0
p1608,断片,一致,1,0.98,2.54,160,170,1
p1609,断片,部分,1,3.91,4.47,170,160,1
p1610,暖房,負荷,1,0.74,2.12,180,140,0
p1611,男爵,標本,1,0.6,1.05,150,150,0
p1612,値打ち,払い,1,1.33,3.07,180,140,1
p1613,知恵,遅れ,1,0.68,2.23,160,150,0
p1614,知識,因子,1,1.18,2.54,180,140,1
p1615,知識,拡散,1,0.96,2.79,170,140,1
p1616,知性,頭脳,1,3.37,4.72,180,160,1
p1617,知能,頭脳,1,3.91,4.61,130,150,1
p1618,地位,身分,1,4.02,4.7,160,120,1
p1619,地位,役職,1,3.77,4.82,180,130,1
p1620,地位,立場,1,4.13,4.4,180,150,1
p1621,地区,辺境,1,1.97,3.33,140,130,1
p1622,地獄,手入れ,1,0.42,1.23,180,150,1
p1623,地震,断層,1,2.26,4.95,150,150,1
p1624,地層,陶器,1,0.86,2.51,170,160,1
p1625,地平,好意,1,0.6,1.18,140,130,0
p1626,地理,転倒,1,0.58,1.64,170,140,0
p1627,馳走,天狗,1,1.02,1.83,130,150,1
p1628,馳走,用語,1,0.61,1.45,180,150,1
p1629,蓄積,貯蔵,1,3.91,4.59,180,160,1
p1630,窒素,先輩,1,0.5,0.96,190,140,0
p1631,着替え,場合,1,0.51,1.57,160,150,0
p1632,着物,衣装,1,4.11,4.99,180,130,1
p1633,着物,衣服,1,4.2,5.07,160,170,1
p1634,着物,次官,1,0.59,1.29,150,150,0
p1635,中核,焦点,1,2.62,3.63,150,150,1
p1636,中核,要領,1,1.59,2.51,170,150,1
p1637,中継,受信,1,1.91,3.62,140,130,1
p1638,中身,小切手,1,0.61,1.61,160,150,0
p1639,中枢,拠り所,1,1.83,2.53,130,150,1
p1640,中世,荘園,1,1.24,3,190,140,1
p1641,中性,束縛,1,0.74,1.49,170,130,0
p1642,中性,平気,1,0.98,1.92,160,100,0
p1643,中絶,合法,1,0.79,2.58,160,120,1
p1644,中絶,切れ目,1,1.38,2.32,170,160,0
p1645,中絶,阻止,1,2.07,3.1,160,100,1
p1646,中絶,用語,1,0.56,1.37,160,100,0
p1647,中断,休憩,1,2.78,3.83,130,150,1
p1648,中断,絶え間,1,2.76,3.34,180,140,1
p1649,中立,地理,1,0.75,1.69,150,140,0
p1650,忠誠,受け取り,1,0.97,2.12,180,130,0
p1651,忠誠,反逆,1,0.86,2.91,160,120,1
p1652,抽象,地層,1,0.66,1.4,170,150,0
p1653,昼食,献立,1,1.92,4.44,150,140,1
p1654,昼食,効果,1,0.54,1.63,160,150,1
p1655,注意,集中,1,2.59,4.08,190,140,1
p1656,注文,装備,1,1.02,2.24,180,160,1
p1657,注目,関心,1,3.86,4.55,160,150,1
p1658,貯蔵,効果,1,0.89,2.33,170,130,0
p1659,挑戦,大工,1,0.79,2.15,160,100,0
p1660,聴取,放出,1,0.85,1.59,170,150,0
p1661,調子,音色,1,2.22,3.48,140,130,1
p1662,調子,響き,1,1.6,2.98,170,130,1
p1663,調子,嘲笑,1,0.97,1.84,180,130,0
p1664,長老,有限,1,0.64,1.97,180,150,0
p1665,直線,原告,1,0.5,1.2,180,150,0
p1666,沈黙,無言,1,4.96,4.97,180,150,1
p1667,通勤,平方,1,0.59,1.35,160,100,0
p1668,通信,連絡,1,3.86,4.51,160,150,1
p1669,低下,減少,1,3.83,4.51,180,130,1
p1670,低下,免疫,1,0.94,3.46,140,130,1
p1671,停止,凍結,1,2.83,3.68,180,130,1
p1672,停止,老齢,1,1.04,2.33,170,150,1
p1673,停車,凍結,1,0.96,2.67,180,140,1
p1674,抵当,混同,1,0.94,1.55,170,130,0
p1675,提供,給与,1,1.66,3.28,170,130,1
p1676,提供,小石,1,0.61,1.01,170,130,0
p1677,提出,法案,1,1.29,3.69,160,100,1
p1678,提唱,銀色,1,0.62,1.3,160,100,0
p1679,梯子,段々,1,2.33,3.06,170,130,1
p1680,梯子,分化,1,0.9,1.68,180,140,0
p1681,訂正,反復,1,0.8,2.02,160,150,0
p1682,泥棒,強盗,1,4.22,4.85,160,150,1
p1683,泥棒,窃盗,1,4.74,5.26,160,170,1
p1684,泥棒,略奪,1,3.71,4.25,170,130,1
p1685,適応,豆腐,1,0.49,1.05,160,170,1
p1686,撤廃,破棄,1,3.63,3.97,160,100,1
p1687,鉄鋼,造船,1,1.79,4.01,190,140,1
p1688,鉄道,余暇,1,0.93,3.04,180,160,1
p1689,天井,企画,1,0.57,1.46,160,150,1
p1690,天井,蛍光,1,0.91,3.37,150,150,1
p1691,天狗,青空,1,0.43,1.69,180,150,0
p1692,天国,極楽,1,4.56,4.86,160,150,1
p1693,天才,資質,1,2.25,3.94,150,140,1
p1694,天文,電波,1,1.12,2.54,160,150,1
p1695,展望,景色,1,3.49,4.39,170,150,1
p1696,展望,眺め,1,4.46,4.9,180,160,1
p1697,店頭,後書き,1,0.8,1.68,130,150,0
p1698,添加,補充,1,2.44,3.08,160,170,1
p1699,転換,社債,1,0.94,2.54,160,120,1
p1700,転換,上部,1,0.81,2.09,170,150,0
p1701,転倒,監視,1,0.71,1.7,170,150,0
p1702,点検,調査,1,3.57,4.27,140,130,1
p1703,伝染,病原,1,2.35,4.43,160,170,1
p1704,伝統,慣行,1,3.04,3.88,140,130,1
p1705,伝統,慣習,1,3.69,4.39,170,150,1
p1706,伝統,工芸,1,2.14,4.54,170,140,1
p1707,伝統,習慣,1,2.82,4.07,170,150,1
p1708,伝播,拡散,1,3.11,3.81,160,100,1
p1709,伝播,散乱,1,1.26,2.42,170,150,0
p1710,伝播,分散,1,1.96,2.86,170,150,1
p1711,電球,蛍光,1,2.69,4.3,180,150,1
p1712,電信,受け取り,1,1.51,3.38,150,150,1
p1713,登録,記載,1,2.59,3.88,140,130,1
p1714,途方,過程,1,1.53,2.41,150,150,1
p1715,都合,編成,1,0.94,2.1,160,150,1
p1716,都心,通勤,1,1.13,3.75,180,140,1
p1717,土産,思い出,1,2.01,4.1,160,120,1
p1718,土手,堤防,1,4.24,4.72,160,120,1
p1719,土壌,陸上,1,1.35,2.75,160,150,1
p1720,土台,基礎,1,4.54,4.99,180,160,1
p1721,土地,農業,1,2.02,4.39,160,100,1
p1722,土地,農耕,1,2.04,4.35,170,150,1
p1723,土俵,開き,1,0.99,2.51,170,150,1
p1724,奴隷,捕虜,1,3.09,4.13,180,160,1
p1725,倒産,手形,1,1.15,3.79,170,140,1
p1726,凍結,堕落,1,0.67,1.72,140,130,0
p1727,凍結,薬剤,1,0.64,2.04,170,130,0
p1728,唐辛子,豚肉,1,0.59,2.42,160,120,0
p1729,投下,高度,1,0.98,2.84,150,150,1
p1730,投資,国債,1,2.26,4.13,180,130,1
p1731,搭乗,番組,1,0.57,1.2,170,130,0
p1732,東南,盆地,1,0.63,1.79,180,160,0
p1733,東方,押し入れ,1,0.67,1.54,190,140,0
p1734,東洋,蜜蜂,1,0.78,1.85,170,150,0
p1735,当時,酵素,1,0.54,1.01,140,130,0
p1736,答申,見直し,1,1.54,3.27,170,150,1
p1737,糖尿,腎臓,1,1.51,3.93,170,150,1
p1738,統一,連合,1,3.11,3.94,150,140,1
p1739,統合,連盟,1,2.46,3.98,180,130,1
p1740,統制,理事,1,1.32,2.78,180,130,1
p1741,統制,連合,1,2.13,3.58,150,140,1
p1742,豆腐,本能,1,0.43,0.88,180,130,1
p1743,頭痛,見直し,1,0.54,1.35,140,130,0
p1744,頭脳,女の子,1,0.69,1.75,170,130,0
p1745,働き,役目,1,3.16,4.1,180,150,1
p1746,動員,収縮,1,0.67,1.9,190,140,0
p1747,動詞,主語,1,1.38,3.87,130,150,1
p1748,動物,生体,1,3.43,4.55,170,130,1
p1749,動揺,興奮,1,1.98,3.53,160,170,1
p1750,動揺,大騒ぎ,1,2.23,3.42,170,130,1
p1751,同期,気圧,1,0.67,1.31,160,120,0
p1752,同情,思い遣り,1,3.06,3.91,180,140,1
p1753,同情,慈悲,1,3,3.78,160,150,1
p1754,同心,円筒,1,1.47,2.54,150,140,0
p1755,同盟,団結,1,3.81,4.43,160,150,1
p1756,同盟,連立,1,3.44,4.3,180,140,1
p1757,憧れ,野心,1,1.92,3.17,160,150,0
p1758,洞窟,蝙蝠,1,1.1,3.18,170,140,1
p1759,洞察,識別,1,2.43,3.52,180,130,1
p1760,道徳,処分,1,0.84,2.22,170,160,1
p1761,特許,認可,1,2.85,4.05,130,150,1
p1762,特徴,騎兵,1,0.63,1.44,180,140,0
p1763,独創,化け物,1,1.08,2.17,170,160,0
p1764,突破,何事,1,0.84,2.04,160,120,0
p1765,突破,局面,1,1.27,3.52,170,130,1
p1766,豚肉,集合,1,0.38,1.05,160,150,1
p1767,内緒,秘密,1,4.57,5.17,150,150,1
p1768,内容,意味,1,3.33,3.99,140,130,1
p1769,南海,区間,1,0.89,1.98,160,120,0
p1770,難民,法務,1,0.84,2.59,160,170,1
p1771,匂い,香り,1,4.68,5.08,160,120,1
p1772,日光,水晶,1,0.89,2.11,150,150,0
p1773,乳房,本棚,1,0.44,0.81,160,100,0
p1774,入り,戸口,1,2.86,3.95,130,150,1
p1775,入り口,木戸,1,2.78,3.97,170,160,1
p1776,入り江,吸収,1,0.78,1.61,160,120,0
p1777,入所,上り,1,1.04,1.89,140,130,1
p1778,入力,記載,1,2.98,3.95,170,150,1
p1779,入力,電圧,1,0.95,2.41,170,150,0
p1780,任意,裁量,1,2.11,3.03,150,140,1
p1781,任務,測量,1,0.94,2.52,160,120,1
p1782,任務,役割,1,4.16,4.55,170,140,1
p1783,任命,指名,1,3.86,4.35,160,150,1
p1784,認識,懐疑,1,1.2,2.68,180,140,0
p1785,認識,趣味,1,0.74,1.86,160,150,1
p1786,認証,転倒,1,0.58,1.23,170,160,0
p1787,認知,識別,1,3.53,4.22,160,150,1
p1788,熱気,高温,1,3.41,4.53,170,150,1
p1789,熱帯,気圧,1,1.39,4.04,170,140,1
p1790,濃度,確信,1,0.97,1.86,150,150,1
p1791,農場,家畜,1,2.37,4.75,180,140,1
p1792,派遣,使節,1,3.09,4.03,150,150,1
p1793,破壊,荒廃,1,2.42,3.89,160,170,1
p1794,破壊,配当,1,0.61,1.39,170,130,0
p1795,破片,一節,1,2.18,2.85,130,150,1
p1796,破滅,荒廃,1,3.02,4.09,170,130,1
p1797,排出,除去,1,3.4,4.06,160,150,1
p1798,背景,陽気,1,0.84,1.93,150,150,0
p1799,背中,裏側,1,2.42,3.82,150,150,0
p1800,配線,治安,1,0.59,1.38,150,150,0
p1801,配線,負荷,1,0.95,2.83,170,150,1
p1802,配列,順序,1,3.59,4.34,170,140,1
p1803,培養,文明,1,0.81,2.15,180,150,0
p1804,媒体,重複,1,0.89,1.77,170,150,0
p1805,買い手,王国,1,0.62,1.48,170,160,0
p1806,買い物,同性,1,0.52,1.59,180,160,0
p1807,売買,貿易,1,2.95,4.17,170,130,1
p1808,伯爵,呪い,1,0.58,1.61,170,140,0
p1809,拍子,出血,1,0.64,1.43,170,150,0
p1810,白書,偏差,1,1,2.14,180,140,0
p1811,白人,感性,1,0.62,1.49,180,160,0
p1812,迫力,絶叫,1,1.66,3.56,140,130,1
p1813,発音,前足,1,0.56,1.09,180,160,0
p1814,発音,訛り,1,2.29,4.17,180,150,1
p1815,発芽,競り,1,0.76,1.81,170,130,0
p1816,発見,衝動,1,1.19,2.39,180,130,1
p1817,発見,早期,1,0.98,3.29,160,150,1
p1818,発酵,醸造,1,3.58,4.29,160,150,1
p1819,発射,起動,1,2.32,3.61,180,150,1
p1820,発射,銃撃,1,2.82,4.35,130,150,1
p1821,発想,融合,1,1.1,2.48,150,150,1
p1822,発足,開設,1,3.69,4.28,150,150,1
p1823,発足,財団,1,1.06,2.97,180,130,1
p1824,発展,進歩,1,4.36,4.71,170,150,1
p1825,発電,出力,1,2.12,3.97,150,140,1
p1826,発動,着手,1,2.56,3.48,140,130,1
p1827,発砲,悪意,1,1.22,2.83,170,150,0
p1828,発砲,銃撃,1,4.09,5.02,180,140,1
p1829,発明,考案,1,3.43,4.54,150,140,1
p1830,髪の毛,長身,1,0.59,1.61,180,140,0
p1831,伐採,発芽,1,1.15,3.19,170,150,1
p1832,判決,審査,1,2.74,4,160,120,1
p1833,判事,控訴,1,1.67,4.25,160,170,1
p1834,判断,鑑定,1,3.27,4.11,180,140,1
p1835,判断,審査,1,2.88,4.22,160,170,1
p1836,判定,意見,1,1.83,3.3,170,150,1
p1837,判定,見解,1,2.84,3.66,140,130,1
p1838,半ば,真ん中,1,3.58,4.15,160,150,1
p1839,半月,暗黒,1,1.12,1.75,130,150,0
p1840,反応,遠慮,1,0.89,2.23,150,150,1
p1841,反逆,裏切り,1,4.2,4.68,170,130,1
p1842,反響,後書き,1,1.03,2.44,150,140,1
p1843,反響,炭素,1,0.57,1.15,150,140,0
p1844,反響,木霊,1,1.89,2.83,130,150,1
p1845,反抗,異議,1,3,3.64,160,150,1
p1846,反抗,逸脱,1,1.61,3.01,160,150,1
p1847,反抗,指名,1,0.54,1.54,160,150,0
p1848,反発,抵抗,1,4.02,4.67,160,170,1
p1849,反発,同化,1,0.71,2.18,180,130,0
p1850,反発,裏口,1,0.8,1.92,160,150,0
p1851,反復,業界,1,0.75,1.46,150,150,0
p1852,反復,繰り返し,1,4.69,5.12,160,170,1
p1853,反論,異議,1,4.2,4.72,190,140,1
p1854,氾濫,洪水,1,3.78,4.74,190,140,1
p1855,版画,将校,1,0.66,1.19,180,160,0
p1856,犯罪,違反,1,3.71,4.54,170,160,1
p1857,繁栄,配当,1,1.2,2.76,180,160,1
p1858,範囲,限度,1,2.81,3.71,180,140,1
p1859,範囲,守備,1,1.74,3.75,160,170,1
p1860,範囲,領域,1,4.35,4.74,160,150,1
p1861,悲しみ,痛み,1,2.12,3.85,170,130,1
p1862,批判,女王,1,0.76,1.69,130,150,1
p1863,批判,専制,1,1.13,2.52,190,140,0
p1864,批判,評論,1,2.62,4.02,160,170,1
p1865,皮肉,会館,1,0.45,0.77,180,140,1
p1866,費用,喋り,1,0.69,1.38,160,170,0
p1867,飛躍,配線,1,0.48,1.29,160,150,0
p1868,百合,写し,1,0.82,1.28,180,140,0
p1869,標本,制裁,1,0.63,1.43,160,150,0
p1870,表紙,白色,1,0.94,2.5,160,120,1
p1871,表情,顔色,1,3.71,4.65,170,130,1
p1872,表情,顔付き,1,4.01,4.72,150,150,1
p1873,表情,面持ち,1,4,4.29,160,150,1
p1874,表面,見掛け,1,3.26,4.17,170,150,1
p1875,評価,鑑定,1,3.64,4.54,170,160,1
p1876,評価,織物,1,0.52,1.39,160,150,0
p1877,評判,持ち,1,1.01,1.86,160,170,1
p1878,病人,歴史,1,0.51,1.53,140,130,0
p1879,品質,特性,1,2.27,3.59,190,140,1
p1880,貧乏,金持ち,1,0.87,3.72,170,130,1
p1881,不快,安全,1,0.42,1.71,180,150,1
p1882,不況,季節,1,0.62,1.85,170,130,1
p1883,不幸,死亡,1,2.24,4.15,180,150,1
p1884,不在,反発,1,0.75,1.61,160,150,0
p1885,不在,留守,1,4.96,5.25,180,130,1
p1886,不信,疑い,1,4.36,4.62,160,150,1
p1887,不信,疑惑,1,4.12,4.49,170,150,1
p1888,不審,疑惑,1,3.99,4.46,140,130,1
p1889,不正,虚偽,1,3.6,4.42,170,130,1
p1890,不足,欠如,1,4.37,4.52,170,130,1
p1891,不能,無力,1,2.93,3.75,160,150,1
p1892,不便,刃物,1,0.51,1.72,170,130,0
p1893,不満,携帯,1,0.56,1.71,170,140,1
p1894,不明,疑念,1,1.85,3.15,160,170,1
p1895,不利,変異,1,1.05,1.98,130,150,1
p1896,不倫,羽根,1,0.57,1.47,190,140,0
p1897,付き合い,行き来,1,2.27,3.64,180,160,1
p1898,付き合い,社交,1,4.07,4.65,180,150,1
p1899,付与,贈り物,1,2.75,3.59,130,150,1
p1900,布教,悪意,1,0.66,2.24,180,150,0
p1901,布教,開き,1,1.31,2.54,180,140,0
p1902,扶助,救済,1,3.13,4.15,160,120,1
p1903,扶養,控除,1,1.75,4.28,170,130,1
p1904,普及,下水,1,0.9,2.69,190,140,1
p1905,普遍,尊厳,1,1.32,2.52,170,160,0
p1906,侮辱,拒絶,1,1.38,2.86,170,150,0
p1907,侮辱,軽視,1,2.71,4.06,170,140,1
p1908,武装,軍備,1,3.91,4.84,170,130,1
p1909,葡萄,醸造,1,1.4,3.91,150,140,1
p1910,復帰,別れ,1,0.92,2.66,170,140,1
p1911,復帰,返還,1,2.6,3.74,180,160,1
p1912,復帰,和解,1,1.25,2.68,150,140,1
p1913,複数,痴呆,1,0.56,1.41,160,150,0
p1914,物音,階下,1,0.82,2.95,150,150,1
p1915,物音,疑念,1,0.78,2.07,160,150,0
p1916,物語,意見,1,0.79,2.05,180,150,1
p1917,物体,不利,1,0.56,1.18,180,140,0
p1918,物理,法則,1,1.84,4.06,180,150,1
p1919,分解,左翼,1,0.72,1.65,180,130,0
p1920,分割,区画,1,3.16,4.24,160,120,1
p1921,分割,師団,1,1.15,2.14,150,140,1
p1922,分散,普及,1,1.44,2.58,140,130,1
p1923,分子,生体,1,1.94,3.55,170,150,1
p1924,分担,貢献,1,1.37,2.96,140,130,1
p1925,分泌,母乳,1,1.39,3.6,160,150,1
p1926,分別,整理,1,3.43,4.46,190,140,1
p1927,分別,洞察,1,1.76,2.81,130,150,1
p1928,分野,領域,1,3.61,4.4,160,170,1
p1929,分離,切断,1,3.69,4.47,170,160,1
p1930,分類,区別,1,4.18,4.53,170,130,1
p1931,分類,配列,1,2.18,3.58,160,120,1
p1932,焚き火,見通し,1,0.55,1.06,150,140,0
p1933,文芸,精霊,1,0.71,1.91,160,120,0
p1934,文体,構え,1,1.71,2.96,170,150,1
p1935,文法,指輪,1,0.51,1.13,160,100,0
p1936,文脈,命題,1,1.54,3.03,150,150,1
p1937,併合,召集,1,1.62,2.63,170,150,1
p1938,兵士,将校,1,3,4.19,180,150,1
p1939,平原,高度,1,0.88,2.11,170,160,0
p1940,平坦,水準,1,1.64,2.84,160,150,1
p1941,平坦,標準,1,2.01,3,150,140,1
p1942,弊害,災い,1,2.56,3.82,170,160,1
p1943,並び,塩基,1,1.52,2.91,170,150,1
p1944,閉鎖,強度,1,0.66,1.68,170,160,0
p1945,偏差,武器,1,0.85,1.58,150,140,0
p1946,変革,改善,1,3.06,3.98,160,150,1
p1947,変革,改良,1,3.17,4.01,150,140,1
p1948,変換,調査,1,0.95,2,150,140,0
p1949,変更,改正,1,4.06,4.55,160,100,1
p1950,変更,改訂,1,4.08,4.55,170,150,1
p1951,変更,小道,1,0.68,1.94,170,130,0
p1952,変更,訂正,1,3.96,4.48,170,150,1
p1953,変身,体操,1,0.68,1.8,160,170,0
p1954,変動,塩基,1,0.93,1.99,170,140,0
p1955,変動,気候,1,1.31,3.8,160,150,1
p1956,変動,替え,1,2,3.12,180,140,1
p1957,返し,沸騰,1,0.79,1.7,160,100,0
p1958,返済,利子,1,1.66,4.28,180,160,1
p1959,勉強,学問,1,4.2,5.1,170,140,1
p1960,保育,花火,1,0.37,1.3,140,130,1
p1961,保管,貯蔵,1,4.08,4.65,170,130,1
p1962,保険,酵素,1,0.68,1.18,170,130,0
p1963,保護,救済,1,3.6,4.43,180,130,1
p1964,保持,見掛け,1,1,1.94,160,170,0
p1965,保持,整備,1,1.81,3.57,180,150,1
p1966,保持,扶養,1,1.42,2.49,150,150,1
p1967,保証,品質,1,1.86,4.04,180,140,1
p1968,保全,管理,1,3.19,4.03,170,150,1
p1969,保全,救助,1,1.8,3.3,180,160,1
p1970,保全,持続,1,2.45,3.52,170,150,1
p1971,保存,維持,1,3.27,4.19,190,140,1
p1972,保存,貯蔵,1,4.25,4.51,170,130,1
p1973,保有,所持,1,4.83,4.89,160,150,1
p1974,歩み,速度,1,2.01,3.73,160,150,1
p1975,補充,要員,1,1.64,3.52,140,130,1
p1976,補償,損失,1,1.48,3.8,130,150,1
p1977,母国,分析,1,0.63,1.55,160,150,0
p1978,包み,半月,1,0.66,1.42,180,140,0
p1979,包囲,封鎖,1,2.91,3.98,140,130,1
p1980,包括,感情,1,0.86,2.11,180,140,0
p1981,報道,機能,1,0.78,2.06,170,150,1
p1982,奉公,待遇,1,1.33,2.98,140,130,1
p1983,奉仕,刃物,1,0.48,1.21,180,130,0
p1984,奉仕,待遇,1,1.34,2.91,180,160,1
p1985,放棄,耕作,1,0.54,1.9,180,150,0
p1986,放棄,断念,1,3.26,4.09,180,130,1
p1987,方角,激怒,1,0.44,0.99,160,150,0
p1988,方式,順序,1,2.48,3.8,180,160,1
p1989,方針,施策,1,3.61,4.24,160,170,1
p1990,方面,日光,1,0.73,1.95,160,150,0
p1991,方面,領域,1,2.41,3.33,160,150,1
p1992,法則,力学,1,1.71,3.99,190,140,1
p1993,法令,規定,1,3.62,4.48,130,150,1
p1994,訪問,入浴,1,0.71,2.01,180,160,0
p1995,訪問,面会,1,3.49,4.43,150,150,1
p1996,亡命,移民,1,2.17,4.05,150,150,1
p1997,傍ら,暖炉,1,0.73,1.92,160,150,0
p1998,妨害,荷物,1,0.77,1.92,160,150,0
p1999,妨害,故障,1,1.47,3.09,190,140,1
p2000,妨害,賛成,1,0.64,2.01,180,130,0
p2001,妨害,支障,1,3.15,4.02,160,150,1
p2002,妨害,出力,1,0.74,1.81,180,140,0
p2003,妨害,面倒,1,1.37,2.69,170,150,1
p2004,望み,期待,1,4.13,4.65,150,150,1
p2005,冒険,賭け,1,2.55,3.82,180,130,1
p2006,冒険,投機,1,1.58,2.91,190,140,1
p2007,貿易,通商,1,3.91,4.48,170,130,1
p2008,北西,結論,1,0.48,0.73,180,140,1
p2009,北側,感触,1,0.39,0.95,160,150,0
