"word_combo","ru_cue","ru_target","type","cue_type","target_type","ru_cosine","M_Z","SD_Z","SE_Z","sampleN","done"
"сбегатьдлинный","сбегать","длинный","unrelated","word","word",0.138121370593764,NA,NA,NA,NA,NA
"сбегатьпобег","сбегать","побег","related","word","word",0.341790623797499,NA,NA,NA,NA,NA
"сбескатьпредоставлять","сбескать","предоставлять","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сбескатьтюить","сбескать","тюить","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сбоствыпулькной","сбост","выпулькной","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сбостисследователь","сбост","исследователь","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сбротомвертолет","сбротом","вертолет","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сбротомстера","сбротом","стера","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"свежийбезответнесносный","свежий","безответнесносный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"свежийосвежать","свежий","освежать","related","word","word",0.390505263864481,NA,NA,NA,NA,NA
"свежийпродажа","свежий","продажа","unrelated","word","word",0.121195763029523,NA,NA,NA,NA,NA
"свенежийнажистать","свенежий","нажистать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"свенежийухо","свенежий","ухо","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сверретьдерево","сверреть","дерево","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сверретьоскордобный","сверреть","оскордобный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сверхобныйигсверка","сверхобный","игсверка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сверхобныйлегенда","сверхобный","легенда","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сверхъдобественныйбиология","сверхъдобественный","биология","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сверхъдобественныйрешистия","сверхъдобественный","решистия","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сверхъестественныйжигнусное","сверхъестественный","жигнусное","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сверхъестественныйлекция","сверхъестественный","лекция","unrelated","word","word",0.0880545721347286,NA,NA,NA,NA,NA
"сверхъестественныйпаранормальный","сверхъестественный","паранормальный","related","word","word",0.553261431939108,NA,NA,NA,NA,NA
"светрикадостоинство","светрика","достоинство","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"светрикауклаплата","светрика","уклаплата","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"свиденрествоарс","свиденрество","арс","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"свиденрествоцирк","свиденрество","цирк","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"свидетельпоказание","свидетель","показание","related","word","word",0.404313579392535,NA,NA,NA,NA,NA
"свидетельразочарование","свидетель","разочарование","unrelated","word","word",0.0571819164260548,NA,NA,NA,NA,NA
"свидетельстводверь","свидетельство","дверь","unrelated","word","word",0.0982214884794994,NA,NA,NA,NA,NA
"свидетельстводоказательство","свидетельство","доказательство","related","word","word",0.698153255399987,NA,NA,NA,NA,NA
"свидетельстводрагоценство","свидетельство","драгоценство","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"свидетельсфалься","свидетель","сфалься","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"свиметельжмук","свиметель","жмук","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"свиметельпродавать","свиметель","продавать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"свининакрыток","свинина","крыток","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"свининамясо","свинина","мясо","related","word","word",0.476430334117395,NA,NA,NA,NA,NA
"свининаотправление","свинина","отправление","unrelated","word","word",0.100044809348164,NA,NA,NA,NA,NA
"свисталиби","свист","алиби","unrelated","word","word",0.105666481532298,NA,NA,NA,NA,NA
"свистзвон","свист","звон","related","word","word",0.510462167372256,NA,NA,NA,NA,NA
"свистлегвое","свист","легвое","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"свищныйнаучатгда","свищный","научатгда","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"свищныйотличный","свищный","отличный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"свободаглухой","свобода","глухой","unrelated","word","word",0.123011053859404,NA,NA,NA,NA,NA
"свободадемократия","свобода","демократия","related","word","word",0.537186456068091,NA,NA,NA,NA,NA
"свободакиз","свобода","киз","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"свободнопсихология","свободно","психология","unrelated","word","word",0.0632115067825347,NA,NA,NA,NA,NA
"свободносвободный","свободно","свободный","related","word","word",0.576143973229397,NA,NA,NA,NA,NA
"свободноэпичаз","свободно","эпичаз","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"свовратноконеумолибо","свовратно","конеумолибо","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"свовратноработник","свовратно","работник","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"свогормое","сво","гормое","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"свогреческий","сво","греческий","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сворцессковер","сворцесс","ковер","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сворцессуспоника","сворцесс","успоника","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сдерцессакризтать","сдерцесса","кризтать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сдерцессастрах","сдерцесса","страх","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сегоднявчера","сегодня","вчера","related","word","word",0.59588643076508,NA,NA,NA,NA,NA
"сегодняпрактически","сегодня","практически","unrelated","word","word",0.0506307807482862,NA,NA,NA,NA,NA
"сегодняшоам","сегодня","шоам","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"секрекрылвенса","секрекрыл","венса","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"секрекрылприходить","секрекрыл","приходить","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"секретарьассистент","секретарь","ассистент","related","word","word",0.45787469000163,NA,NA,NA,NA,NA
"секретарьвежнес","секретарь","вежнес","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"секретарьискусственный","секретарь","искусственный","unrelated","word","word",0.149023314021456,NA,NA,NA,NA,NA
"секреттайна","секрет","тайна","related","word","word",0.621103092677761,NA,NA,NA,NA,NA
"секретукралять","секрет","укралять","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"секретцивилизация","секрет","цивилизация","unrelated","word","word",0.0746417569704945,NA,NA,NA,NA,NA
"сексуальныйартиллерия","сексуальный","артиллерия","unrelated","word","word",0.0526310372506318,NA,NA,NA,NA,NA
"сексуальныйфизический","сексуальный","физический","related","word","word",0.608638408227078,NA,NA,NA,NA,NA
"сексуальныйфолзо","сексуальный","фолзо","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сексуственныйманипулировать","сексуственный","манипулировать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сексуственныймилосербрать","сексуственный","милосербрать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"секундаминута","секунда","минута","related","word","word",0.758715282505324,NA,NA,NA,NA,NA
"секундатрадиционный","секунда","традиционный","unrelated","word","word",0.0413356412738866,NA,NA,NA,NA,NA
"секундаубо","секунда","убо","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"секчакполе библизь","секчак","поле библизь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"секчакудивительный","секчак","удивительный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"семилотьизбиранешчель","семилоть","избиранешчель","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"семилотьпрохладный","семилоть","прохладный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"семинарвенса","семинар","венса","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"семинарлекция","семинар","лекция","related","word","word",0.476506816678955,NA,NA,NA,NA,NA
"семинармясо","семинар","мясо","unrelated","word","word",0.0807122063444355,NA,NA,NA,NA,NA
"сенсационныйзахватывающий","сенсационный","захватывающий","related","word","word",0.512224823407532,NA,NA,NA,NA,NA
"сенсационныйподдерживать","сенсационный","поддерживать","unrelated","word","word",0.0707905570543502,NA,NA,NA,NA,NA
"сенсационныйспокоймость","сенсационный","спокоймость","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сентябрьлегенда","сентябрь","легенда","unrelated","word","word",0.0561756672656346,NA,NA,NA,NA,NA
"сентябрьоктябрь","сентябрь","октябрь","related","word","word",0.795648594384232,NA,NA,NA,NA,NA
"сентябрьставщина","сентябрь","ставщина","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сервисверифицировать","сервис","верифицировать","unrelated","word","word",NA,NA,NA,NA,NA,NA
"сервисглень","сервис","глень","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сервисобслуживание","сервис","обслуживание","related","word","word",0.491278701579666,NA,NA,NA,NA,NA
"серененянаместитьно","серененя","наместитьно","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"серененячто-то","серененя","что-то","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сержантлейтенант","сержант","лейтенант","related","word","word",0.651525729359065,NA,NA,NA,NA,NA
"сержантлиберальный","сержант","либеральный","unrelated","word","word",0.0912723529862889,NA,NA,NA,NA,NA
"сержантморсяч","сержант","морсяч","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сернотткислород","сернотт","кислород","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сернотткомихаль","сернотт","комихаль","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"серпясассирознь","серпяс","ассирознь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"серпясобед","серпяс","обед","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сестрабрат","сестра","брат","related","word","word",0.626087207778862,NA,NA,NA,NA,NA
"сестратлучшина","сестра","тлучшина","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сестрачемпионат","сестра","чемпионат","unrelated","word","word",0.131985938160237,NA,NA,NA,NA,NA
"сетьборьба","сеть","борьба","unrelated","word","word",0.117751909640119,NA,NA,NA,NA,NA
"сетьсистема","сеть","система","related","word","word",0.439909503924539,NA,NA,NA,NA,NA
"сетьувора","сеть","увора","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сещёоснарица","сещё","оснарица","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сещёпериметр","сещё","периметр","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сибгонии","сиб","гонии","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сибморфий","сиб","морфий","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сивностьвстречаться","сивность","встречаться","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сивностьчресный","сивность","чресный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"силазультара","сила","зультара","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"силакофе","сила","кофе","unrelated","word","word",0.0701378185102828,NA,NA,NA,NA,NA
"силамощь","сила","мощь","related","word","word",0.5437953265723,NA,NA,NA,NA,NA
"силкностьбратан","силкность","братан","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"силкностьсоесетание","силкность","соесетание","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сильныйкрущать","сильный","крущать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сильныйповерхность","сильный","поверхность","unrelated","word","word",0.133612998479784,NA,NA,NA,NA,NA
"сильныйслабый","сильный","слабый","related","word","word",0.600400653665232,NA,NA,NA,NA,NA
"симпатичныйвуб","симпатичный","вуб","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"симпатичныйкрасивый","симпатичный","красивый","related","word","word",0.726495589357763,NA,NA,NA,NA,NA
"симпатичныйпреданность","симпатичный","преданность","unrelated","word","word",0.0723533744869385,NA,NA,NA,NA,NA
"симптомдеревня","симптом","деревня","unrelated","word","word",0.0383771783293798,NA,NA,NA,NA,NA
"симптоморихи","симптом","орихи","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"симптомсиндром","симптом","синдром","related","word","word",0.522400903785236,NA,NA,NA,NA,NA
"ситпаркатлантический","ситпарк","атлантический","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ситпарклеческение","ситпарк","леческение","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ситуаностьжизда","ситуаность","жизда","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"ситуаностьшкола","ситуаность","школа","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"ситуациябопа","ситуация","бопа","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"ситуациякризис","ситуация","кризис","related","word","word",0.362289567836519,NA,NA,NA,NA,NA
"ситуацияодинокий","ситуация","одинокий","unrelated","word","word",0.119223773260912,NA,NA,NA,NA,NA
"сияльностьвойот","сияльность","войот","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сияльностьизвестный","сияльность","известный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скайтуназанекото","скайтуна","занекото","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"скайтунамонастырь","скайтуна","монастырь","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скалакамень","скала","камень","related","word","word",0.420036689688788,NA,NA,NA,NA,NA
"скалапалоч","скала","палоч","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"скаластихотворение","скала","стихотворение","unrelated","word","word",0.11501054712625,NA,NA,NA,NA,NA
"скеклаазертство","скекла","азертство","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"скекламуравей","скекла","муравей","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скомаобразование","скома","образование","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скомаобысь","скома","обысь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сконливыйвестофицировать","сконливый","вестофицировать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сконливыйпоказание","сконливый","показание","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скорая помощьвертолет","скорая помощь","вертолет","related","word","word",NA,NA,NA,NA,NA,NA
"скорая помощьклубника","скорая помощь","клубника","unrelated","word","word",NA,NA,NA,NA,NA,NA
"скорая помощьпартсический","скорая помощь","партсический","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"скорая пскрищьподросток","скорая пскрищь","подросток","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скорая пскрищьпрожой","скорая пскрищь","прожой","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"скрипковатьсябунит","скрипковаться","бунит","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"скрипковатьсяхирургия","скрипковаться","хирургия","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скройнеароформлерия","скройне","ароформлерия","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"скройнеобнимать","скройне","обнимать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скромлыйотвечать","скромлый","отвечать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скромлыйсправструство","скромлый","справструство","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"скрытсобностьломашать","скрытсобность","ломашать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"скрытсобностьрим","скрытсобность","рим","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скулпанеприятный","скулпа","неприятный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"скулпасцуваться","скулпа","сцуваться","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"славныйподамьен","славный","подамьен","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"славныйподтверждать","славный","подтверждать","unrelated","word","word",0.101061333816427,NA,NA,NA,NA,NA
"славныйчудный","славный","чудный","related","word","word",0.562183951286294,NA,NA,NA,NA,NA
"следитьгнаться","следить","гнаться","related","word","word",0.466746115255929,NA,NA,NA,NA,NA
"следитьцирк","следить","цирк","unrelated","word","word",0.023343323141588,NA,NA,NA,NA,NA
"следитьшколькующий","следить","школькующий","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"следницаманипулитepeть","следница","манипулитepeть","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"следницапрограмма","следница","программа","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"слепойглухой","слепой","глухой","related","word","word",0.493774694007307,NA,NA,NA,NA,NA
"слепойоборудовать","слепой","оборудовать","unrelated","word","word",0.124442700916015,NA,NA,NA,NA,NA
"слепойфанфа","слепой","фанфа","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"слецеппесня","слецеп","песня","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"слецепставщина","слецеп","ставщина","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сликаникчетральный","слика","никчетральный","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сликауверенность","слика","уверенность","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"словарьподозревать","словарь","подозревать","unrelated","word","word",0.0865722886856381,NA,NA,NA,NA,NA
"словарьпокупасьянс","словарь","покупасьянс","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"словарьфраза","словарь","фраза","related","word","word",0.317951444394033,NA,NA,NA,NA,NA
"словопредложение","слово","предложение","related","word","word",0.22020396329361,NA,NA,NA,NA,NA
"словосальма","слово","сальма","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"словостранный","слово","странный","unrelated","word","word",0.148414897659563,NA,NA,NA,NA,NA
"слоготьдругой","слоготь","другой","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"слоготьудонавливать","слоготь","удонавливать","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"слойповерхность","слой","поверхность","related","word","word",0.417483889913063,NA,NA,NA,NA,NA
"слойпозволять","слой","позволять","unrelated","word","word",0.114356539014138,NA,NA,NA,NA,NA
"слойсдвазить","слой","сдвазить","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"слоченьматеманевестка","слочень","матеманевестка","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"слоченьфильм","слочень","фильм","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"слувдохноинвестор","слувдохно","инвестор","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"слувдохномаркезель","слувдохно","маркезель","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"слунишькапичин","слунишь","капичин","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"слунишьчудовищный","слунишь","чудовищный","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"случайновернуть","случайно","вернуть","unrelated","word","word",0.110018480232504,NA,NA,NA,NA,NA
"случайнодеравль","случайно","деравль","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"случайнонамеренно","случайно","намеренно","related","word","word",0.461078820987181,NA,NA,NA,NA,NA
"слушаниековер","слушание","ковер","unrelated","word","word",0.130967913212037,NA,NA,NA,NA,NA
"слушаниеновоохра","слушание","новоохра","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"слушаниеразбирательство","слушание","разбирательство","related","word","word",0.556583037917418,NA,NA,NA,NA,NA
"слушатьбантр","слушать","бантр","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"слушатьгора","слушать","гора","unrelated","word","word",0.11553328574505,NA,NA,NA,NA,NA
"слушатьслышать","слушать","слышать","related","word","word",0.633696047415238,NA,NA,NA,NA,NA
"слушейниевыше","слушейние","выше","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"слушейниеуэль","слушейние","уэль","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"слювыйнапрямую","слювый","напрямую","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"слювыйфотостое","слювый","фотостое","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"смертельныйпрофесрелл","смертельный","професрелл","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"смертельныйрелигия","смертельный","религия","unrelated","word","word",0.135142266537615,NA,NA,NA,NA,NA
"смертельныйфатальный","смертельный","фатальный","related","word","word",0.615264737586951,NA,NA,NA,NA,NA
"смертьисчезновение","смерть","исчезновение","related","word","word",0.419068832323089,NA,NA,NA,NA,NA
"смертьснайпер","смерть","снайпер","unrelated","word","word",0.12169840124728,NA,NA,NA,NA,NA
"смертьспасиствель","смерть","спасиствель","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"смотретьвероятно","смотреть","вероятно","unrelated","word","word",0.130613300923842,NA,NA,NA,NA,NA
"смотретьглядеть","смотреть","глядеть","related","word","word",0.626664451161564,NA,NA,NA,NA,NA
"смотретьрезарять","смотреть","резарять","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"снаруживнутри","снаружи","внутри","related","word","word",0.672308315249249,NA,NA,NA,NA,NA
"снаружимысейка","снаружи","мысейка","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"снаружиразбирательство","снаружи","разбирательство","unrelated","word","word",0.0716346214141591,NA,NA,NA,NA,NA
"собаказакрытие","собака","закрытие","unrelated","word","word",0.0558361624507368,NA,NA,NA,NA,NA
"собакакошка","собака","кошка","related","word","word",0.660610796211993,NA,NA,NA,NA,NA
"собакауклаплата","собака","уклаплата","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"совеконаунинг","совеко","наунинг","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"совекосолнце","совеко","солнце","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"совершатьделать","совершать","делать","related","word","word",0.490090723919929,NA,NA,NA,NA,NA
"совершатьмуослика","совершать","муослика","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"совершатьслуга","совершать","слуга","unrelated","word","word",0.0899080152449661,NA,NA,NA,NA,NA
"советдлина","совет","длина","unrelated","word","word",0.0305354485465629,NA,NA,NA,NA,NA
"советсехрэ","совет","сехрэ","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"советсоветовать","совет","советовать","related","word","word",0.459573578159828,NA,NA,NA,NA,NA
"современныйвсплыциональный","современный","всплыциональный","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"современныйвход","современный","вход","unrelated","word","word",0.124176467540325,NA,NA,NA,NA,NA
"современныйтрадиционный","современный","традиционный","related","word","word",0.543744100273945,NA,NA,NA,NA,NA
"содержатьпрезидент","содержать","президент","unrelated","word","word",0.0974832042698195,NA,NA,NA,NA,NA
"содержатьсильсание","содержать","сильсание","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"содержатьсодержание","содержать","содержание","related","word","word",0.636404098488023,NA,NA,NA,NA,NA
"создаватьпроизводить","создавать","производить","related","word","word",0.500120330464962,NA,NA,NA,NA,NA
"создаватьтрудный","создавать","трудный","unrelated","word","word",0.103151486808768,NA,NA,NA,NA,NA
"создаватьфамишалия","создавать","фамишалия","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сознаватьсяжекраткий","сознаваться","жекраткий","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сознаватьсямиссия","сознаваться","миссия","unrelated","word","word",0.1369072074996,NA,NA,NA,NA,NA
"сознаватьсяпризнаваться","сознаваться","признаваться","related","word","word",0.796251387122357,NA,NA,NA,NA,NA
"сознажениепрогуливаться","сознажение","прогуливаться","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сознажениеререить","сознажение","ререить","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сокровищебогатство","сокровище","богатство","related","word","word",0.490710532083675,NA,NA,NA,NA,NA
"сокровищевоенно-морской","сокровище","военно-морской","unrelated","word","word",NA,NA,NA,NA,NA,NA
"сокровищерадневник","сокровище","радневник","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"солдатактивность","солдат","активность","unrelated","word","word",0.102071404134792,NA,NA,NA,NA,NA
"солдатвоин","солдат","воин","related","word","word",0.494864921244936,NA,NA,NA,NA,NA
"солдатобразоваратие","солдат","образоваратие","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"соллумбейсзим","соллум","бейсзим","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"соллумдух","соллум","дух","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сольетватьпланирование","сольетвать","планирование","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сольетватьспокоймость","сольетвать","спокоймость","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сомкнудательныйгрузовик","сомкнудательный","грузовик","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сомкнудательныйфисем","сомкнудательный","фисем","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сомкузительныйдевно","сомкузительный","девно","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сомкузительныйреактор","сомкузительный","реактор","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сомневатьсяигрушка","сомневаться","игрушка","unrelated","word","word",0.0215866866499639,NA,NA,NA,NA,NA
"сомневатьсяподозревать","сомневаться","подозревать","related","word","word",0.499510436646471,NA,NA,NA,NA,NA
"сомневатьсяти","сомневаться","ти","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сомнеткатьсядырмотик","сомнеткаться","дырмотик","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сомнеткатьсяжевать","сомнеткаться","жевать","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сообразительныйумный","сообразительный","умный","related","word","word",0.570374745060263,NA,NA,NA,NA,NA
"сообразительныйускокало","сообразительный","ускокало","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сообразительныйфутбол","сообразительный","футбол","unrelated","word","word",0.142686440662204,NA,NA,NA,NA,NA
"сообщатьинформировать","сообщать","информировать","related","word","word",0.558890076373909,NA,NA,NA,NA,NA
"сообщатькепка","сообщать","кепка","unrelated","word","word",0.0630555160171021,NA,NA,NA,NA,NA
"сообщатьконценстыл","сообщать","конценстыл","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сооружениевосходовать","сооружение","восходовать","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сооружениесвободный","сооружение","свободный","unrelated","word","word",0.0885416349806738,NA,NA,NA,NA,NA
"сооружениестроить","сооружение","строить","related","word","word",0.297959929203301,NA,NA,NA,NA,NA
"соотшатьисстрастновение","соотшать","исстрастновение","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"соотшатьотправление","соотшать","отправление","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сопроскорблениеводобишь","сопроскорбление","водобишь","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"сопроскорблениетравма","сопроскорбление","травма","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"сопротивлениесмуи","сопротивление","смуи","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"сопротивлениесопротивляться","сопротивление","сопротивляться","related","word","word",0.571527840297886,NA,NA,NA,NA,NA
"сопротивлениеудивительный","сопротивление","удивительный","unrelated","word","word",0.118263738293747,NA,NA,NA,NA,NA
"сосатьимператор","сосать","император","unrelated","word","word",0.081690033487653,NA,NA,NA,NA,NA
"сосатьлизать","сосать","лизать","related","word","word",0.577405959563604,NA,NA,NA,NA,NA
"сосатьмостель","сосать","мостель","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"состиватьсяпостоянно","состиваться","постоянно","nonword","nonword","word",NA,NA,NA,NA,NA,NA
"состиватьсясъёмба","состиваться","съёмба","nonword","nonword","nonword",NA,NA,NA,NA,NA,NA
"состояниевонючий","состояние","вонючий","unrelated","word","word",0.149950519764093,NA,NA,NA,NA,NA
"состояниемобяк","состояние","мобяк","nonword","word","nonword",NA,NA,NA,NA,NA,NA
"состояниеположение","состояние","положение","related","word","word",0.510004545586293,NA,NA,NA,NA,NA
